Orthogroup	AAEG.longest_only	DBUS.longest_only
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC108594981|XP_017835603.1|DBUS
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC108598786|XP_017841018.2|DBUS, LOC108598520|XP_017840689.2|DBUS, LOC108596814|XP_017838418.1|DBUS
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC108600531|XP_017843673.2|DBUS, LOC108599046|XP_017841315.1|DBUS
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC117134791|XP_033149540.1|DBUS, LOC108601437|XP_017844824.1|DBUS
OG0000108	LOC110677634|XP_021704128.1|AAEG	LOC108600736|XP_017843970.1|DBUS
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC108594532|XP_017835224.1|DBUS
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC108598653|XP_033149257.1|DBUS
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC108597992|XP_017840097.1|DBUS, LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS, LOC108597995|XP_033149356.1|DBUS, LOC108598479|XP_017840618.1|DBUS
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC108605061|XP_017850117.1|DBUS, LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC108604575|XP_017849595.1|DBUS, LOC108600652|XP_017843838.2|DBUS
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC108607386|XP_017853628.1|DBUS
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC108602137|XP_017845657.1|DBUS, LOC108603069|XP_017847020.1|DBUS, LOC108603222|XP_017845754.1|DBUS, LOC108603273|XP_033150795.1|DBUS
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC108606418|XP_017852007.1|DBUS, LOC108606874|XP_017852886.1|DBUS, LOC108601705|XP_017845108.1|DBUS
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC108604291|XP_017849192.1|DBUS, LOC108602574|XP_017846201.1|DBUS, LOC108602566|XP_017846189.1|DBUS
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC108597208|XP_017839139.1|DBUS, LOC108605238|XP_017850340.1|DBUS
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC108596912|XP_017838608.1|DBUS
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC108601261|XP_017844649.1|DBUS, LOC108602587|XP_017846215.1|DBUS, LOC108606058|XP_017851394.1|DBUS, LOC108602647|XP_017846282.1|DBUS
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC108595833|XP_017836616.1|DBUS, LOC108605338|XP_033150253.1|DBUS, LOC108594762|XP_017835390.1|DBUS, LOC108605067|XP_017850560.1|DBUS
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC108595656|XP_017836420.1|DBUS, LOC108602509|XP_017846128.1|DBUS
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS, LOC108595661|XP_017836427.1|DBUS, LOC108595486|XP_017836226.1|DBUS
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC108602946|XP_017846784.1|DBUS
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC108604285|XP_017849183.1|DBUS
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC108596689|XP_017838198.1|DBUS, LOC108596690|XP_017838199.1|DBUS
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC108602433|XP_017846041.1|DBUS, LOC108602111|XP_017845625.1|DBUS, LOC108602067|XP_017845575.1|DBUS
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC108606979|XP_017853037.1|DBUS, LOC108598557|XP_017840732.2|DBUS, LOC108600868|XP_017844168.1|DBUS, LOC108606980|XP_017853040.1|DBUS
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC108598755|XP_017840979.2|DBUS, LOC108598612|XP_017840799.1|DBUS, LOC108598191|XP_033149343.1|DBUS, LOC108598190|XP_033149405.1|DBUS, LOC108600450|XP_017843526.1|DBUS, LOC108598634|XP_017840826.2|DBUS, LOC117134616|XP_033149472.1|DBUS, LOC117134652|XP_033149629.1|DBUS
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS, LOC108602868|XP_017846646.1|DBUS
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC108603028|XP_017846927.1|DBUS
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC108597009|XP_017838780.1|DBUS
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC108603879|XP_017848540.1|DBUS
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC108599893|XP_017842571.1|DBUS
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC108601804|XP_017845230.1|DBUS, LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC108601014|XP_017844377.1|DBUS, LOC108601015|XP_017844378.1|DBUS, LOC108598911|XP_017841162.1|DBUS
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC108602123|XP_017845639.1|DBUS
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC108603285|XP_017847441.1|DBUS
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC108605452|XP_017850626.2|DBUS
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC108599728|XP_017842219.1|DBUS
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC108599729|XP_017842220.1|DBUS
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC108604352|XP_017849272.1|DBUS
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC108607001|XP_017853067.1|DBUS
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC108594255|XP_033150587.1|DBUS
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC108607135|XP_017853261.1|DBUS, LOC108608037|XP_017854707.2|DBUS
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC108608365|XP_017855203.2|DBUS
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC108602069|XP_017845578.1|DBUS, LOC108602063|XP_017845572.1|DBUS
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC108596445|XP_017837681.1|DBUS
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC108608076|XP_017854761.1|DBUS
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC108607653|XP_017854084.1|DBUS, LOC108606918|XP_017852948.1|DBUS
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC108601725|XP_017845133.1|DBUS, LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS, LOC108604171|XP_017848992.1|DBUS
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC108602243|XP_017845781.1|DBUS, LOC108601757|XP_017845170.1|DBUS, LOC108602141|XP_017845661.1|DBUS
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC108601228|XP_017844616.2|DBUS
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC108600838|XP_017844123.1|DBUS, LOC108597991|XP_017840096.1|DBUS
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC108595635|XP_017836395.1|DBUS, LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS, LOC108595528|XP_017836272.1|DBUS
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC108595174|XP_017835840.1|DBUS, LOC108598137|XP_017840243.2|DBUS, LOC108599375|XP_017841670.2|DBUS
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC108601113|XP_017844521.2|DBUS
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC108600352|XP_017843365.1|DBUS, LOC108600784|XP_017844045.2|DBUS
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC117134623|XP_033150023.1|DBUS, LOC108604426|XP_017849383.1|DBUS
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS, LOC108607792|XP_033150876.1|DBUS
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC108599070|XP_017841346.2|DBUS, LOC108603638|XP_017848088.1|DBUS
OG0000164	LOC5574446|XP_001661463.1|AAEG	LOC108601023|XP_017844387.1|DBUS
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC108607067|XP_017853172.1|DBUS
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC108596342|XP_017837485.1|DBUS
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC117134998|XP_033150624.1|DBUS
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC108604060|XP_017848812.1|DBUS
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC108594386|XP_017835039.1|DBUS
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC108606868|XP_017852882.2|DBUS
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC108597130|XP_033150794.1|DBUS
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC117134931|XP_033150352.1|DBUS
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC108599907|XP_017842591.2|DBUS, LOC108599906|XP_017842589.1|DBUS, LOC108604850|XP_017849959.1|DBUS, LOC108600470|XP_017843569.2|DBUS
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC108595966|XP_017836742.1|DBUS, LOC108597066|XP_017838880.1|DBUS, LOC108597068|XP_017838883.1|DBUS, LOC108597067|XP_017838882.1|DBUS
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC108594728|XP_017835356.1|DBUS, LOC108605156|XP_017850227.1|DBUS, LOC108595968|XP_017836744.1|DBUS
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC108604206|XP_017849055.1|DBUS
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC108603647|XP_017848100.1|DBUS, LOC108603650|XP_017848106.1|DBUS
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC108606425|XP_017852017.1|DBUS, LOC108604536|XP_017849540.1|DBUS
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC108604406|XP_017849360.1|DBUS
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC108597113|XP_017838978.1|DBUS, LOC108595307|XP_017836013.1|DBUS
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC108608474|XP_017855351.2|DBUS
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC108602410|XP_017846011.1|DBUS
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC108603930|XP_017848614.1|DBUS
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC108603929|XP_017848613.1|DBUS, LOC108603928|XP_033149798.1|DBUS, LOC117134833|XP_033149799.1|DBUS
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC108605805|XP_017851100.1|DBUS, LOC108599037|XP_017841306.1|DBUS, LOC108600857|XP_017844149.1|DBUS
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC108607593|XP_017853984.2|DBUS, LOC108595343|XP_017836058.2|DBUS, LOC108603832|XP_017848462.1|DBUS, LOC108595353|XP_017836069.2|DBUS
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC108596311|XP_017837406.1|DBUS, LOC108596312|XP_033149094.1|DBUS, LOC108596356|XP_017837507.1|DBUS, LOC108604263|XP_017849147.1|DBUS
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC108595504|XP_017836246.1|DBUS, LOC108605031|XP_017850087.1|DBUS, LOC108605659|XP_017850934.1|DBUS
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC108601996|XP_017845483.1|DBUS, LOC108606976|XP_033150213.1|DBUS, LOC108605872|XP_017851175.1|DBUS
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC108608399|XP_033149306.1|DBUS
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC108606397|XP_033150201.1|DBUS
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC108606651|XP_017852456.1|DBUS
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC108594796|XP_017835424.2|DBUS, LOC108596680|XP_017838179.1|DBUS, LOC108601802|XP_017845227.1|DBUS
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC108601595|XP_017844984.1|DBUS, LOC108601596|XP_017844985.1|DBUS, LOC108598210|XP_017840316.1|DBUS, LOC108598209|XP_017840315.1|DBUS
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC108607929|XP_017854533.2|DBUS, LOC108596787|XP_017838811.2|DBUS, LOC108607928|XP_017854532.2|DBUS, LOC108598244|XP_033149407.1|DBUS, LOC108600071|XP_017842914.1|DBUS
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC108607726|XP_033150776.1|DBUS, LOC108594409|XP_017835066.1|DBUS
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC108594562|XP_033149751.1|DBUS
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC108606246|XP_017851680.1|DBUS
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC108606249|XP_017851683.1|DBUS
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC108606244|XP_017851677.1|DBUS
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC108601533|XP_033150111.1|DBUS, LOC108604445|XP_017849414.1|DBUS
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC108602544|XP_017846166.1|DBUS, LOC108602234|XP_017845771.1|DBUS
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC108604363|XP_017849293.1|DBUS
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC108597598|XP_017839708.1|DBUS, LOC108595249|XP_033148927.1|DBUS, LOC108595388|XP_017836103.1|DBUS, LOC108595150|XP_017835805.1|DBUS
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC108601640|XP_017845029.1|DBUS, LOC108603112|XP_017847106.1|DBUS
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC108595407|XP_017836121.1|DBUS
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC108595462|XP_017836194.1|DBUS
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC108600523|XP_017843656.1|DBUS
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC117134660|XP_033148934.1|DBUS, LOC108595224|XP_033148937.1|DBUS, LOC108606329|XP_017851839.1|DBUS
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC108602631|XP_017846262.1|DBUS
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC108602628|XP_017846257.1|DBUS
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC108608485|XP_017855370.2|DBUS, LOC108608403|XP_033150034.1|DBUS
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC108594606|XP_033149107.1|DBUS
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC108606975|XP_017853033.1|DBUS, LOC108596628|XP_017838064.1|DBUS, LOC108601296|XP_017844685.1|DBUS, LOC108603573|XP_017847986.1|DBUS, LOC108602101|XP_017845614.1|DBUS
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC108598282|XP_017840387.2|DBUS, LOC108598738|XP_017840960.2|DBUS, LOC108598613|XP_017840801.2|DBUS
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC108605339|XP_017850498.1|DBUS, LOC108604923|XP_017849981.1|DBUS
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC108606945|XP_017852990.1|DBUS
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC108597764|XP_017839969.1|DBUS, LOC108605537|XP_017850778.1|DBUS
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC108595679|XP_017836447.1|DBUS, LOC108597630|XP_017839764.1|DBUS, LOC108595034|XP_017835664.1|DBUS
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC108599185|XP_017841469.1|DBUS, LOC108599087|XP_017841365.1|DBUS, LOC108599184|XP_017841467.2|DBUS
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC108596710|XP_017838225.1|DBUS, LOC108602360|XP_017845949.1|DBUS, LOC108596708|XP_017838221.1|DBUS
OG0000222	LOC5565435|XP_021710162.1|AAEG	LOC108602736|XP_017846377.1|DBUS
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC108594413|XP_017853938.2|DBUS
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC108596248|XP_017837289.1|DBUS
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC108601520|XP_017844909.1|DBUS, LOC108601519|XP_017844908.1|DBUS, LOC108601518|XP_017844907.1|DBUS
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC108598133|XP_033149376.1|DBUS, LOC108599636|XP_017842097.1|DBUS
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC117134692|XP_033149088.1|DBUS, LOC108595683|XP_017836453.1|DBUS, LOC108601711|XP_017845119.2|DBUS
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC108601281|XP_033149806.1|DBUS
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC108604396|XP_017849343.1|DBUS
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC108596665|XP_017838157.1|DBUS
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC108601850|XP_017845285.1|DBUS, LOC108597675|XP_017839837.1|DBUS
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC108601436|XP_017844823.1|DBUS, LOC108601608|XP_033150001.1|DBUS, LOC108604757|XP_017849834.1|DBUS
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC108601263|XP_017844652.1|DBUS, LOC108602008|XP_017845499.1|DBUS, LOC108602142|XP_017845663.1|DBUS
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC108607959|XP_017854576.1|DBUS, LOC108594464|XP_017835133.1|DBUS, LOC117134921|XP_033150316.1|DBUS
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC108597399|XP_017839424.1|DBUS
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC108605806|XP_033150310.1|DBUS, LOC108606551|XP_017852241.1|DBUS
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC108595906|XP_033151012.1|DBUS, LOC108595855|XP_033150211.1|DBUS
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	LOC108604157|XP_017848969.1|DBUS
OG0000240	LOC5569646|XP_001658670.2|AAEG	LOC108602004|XP_017845494.1|DBUS, LOC108603890|XP_017848553.1|DBUS, LOC108604460|XP_017849428.1|DBUS
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	LOC108594741|XP_017835368.1|DBUS, LOC108594884|XP_017835511.1|DBUS, LOC108594698|XP_017835327.1|DBUS
OG0000247	LOC5576416|XP_001656119.2|AAEG	LOC108601322|XP_017844710.1|DBUS, LOC108602035|XP_017845532.1|DBUS, LOC108601647|XP_017845035.1|DBUS, LOC108600390|XP_017843426.1|DBUS, LOC108601321|XP_017844709.1|DBUS
OG0000248	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG	LOC108600497|XP_017843620.2|DBUS, LOC108598837|XP_017841079.2|DBUS, LOC108595382|XP_017836097.1|DBUS
OG0000249	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG	LOC108607548|XP_017853925.1|DBUS, LOC108607547|XP_017853924.1|DBUS, LOC108607544|XP_017853918.1|DBUS
OG0000250	LOC5571080|XP_021709029.1|AAEG	LOC108608188|XP_017854941.2|DBUS, LOC108594214|XP_017834810.2|DBUS, LOC108594449|XP_017835113.1|DBUS
OG0000251	LOC5577369|XP_001656451.2|AAEG	LOC108607126|XP_017853253.1|DBUS, LOC108595567|XP_017836317.1|DBUS, LOC108599778|XP_017842321.2|DBUS
OG0000255	LOC5565728|XP_021704701.1|AAEG	Cyp6g1|NP_001352255.1|DBUS
OG0000256	LOC5569083|XP_021703049.1|AAEG	LOC108596849|XP_017838468.1|DBUS, LOC108595494|XP_017836236.1|DBUS, LOC108595354|XP_017836066.1|DBUS, LOC108595440|XP_017836163.1|DBUS, LOC108597563|XP_017839661.1|DBUS
OG0000257	LOC5575078|XP_001661808.2|AAEG	LOC108595574|XP_017836324.1|DBUS, LOC108606343|XP_017851876.1|DBUS
