Orthogroup	AAEG.longest_only	DYAK.longest_only
OG0000094	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG	LOC6533581|XP_002094291.1|DYAK, LOC6537561|XP_002098107.2|DYAK
OG0000099	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG	LOC6524444|XP_002100302.2|DYAK
OG0000101	LOC5567622|XP_021696506.1|AAEG	LOC6534957|XP_015050955.2|DYAK, LOC6539439|XP_002086331.3|DYAK, LOC6534953|XP_039230714.1|DYAK, LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK, LOC6539441|XP_039230706.1|DYAK
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC6531176|XP_002092005.1|DYAK
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC6528685|XP_002089727.1|DYAK, LOC6538432|XP_002098956.1|DYAK, LOC6531759|XP_002092549.1|DYAK
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK, LOC6529323|XP_015052185.1|DYAK
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC6527852|XP_002088924.1|DYAK, LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK, LOC6536226|XP_002096817.1|DYAK, LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC6527159|XP_002088253.3|DYAK, LOC120320421|XP_015053624.1|DYAK, LOC6527158|XP_002088252.2|DYAK
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC6527148|XP_002088242.1|DYAK
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC6533315|XP_002094041.3|DYAK, LOC6533316|XP_002094042.1|DYAK, LOC6533317|XP_002094043.1|DYAK, LOC6533318|XP_002094044.1|DYAK
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC6530898|XP_002091750.1|DYAK, LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK, LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC6527037|XP_002088131.1|DYAK, LOC26535914|XP_015052937.1|DYAK, LOC6537541|XP_039232498.1|DYAK, LOC6529429|XP_015052342.1|DYAK
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC26535341|XP_039226967.1|DYAK, LOC120320422|XP_039226968.1|DYAK
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC6527566|XP_002088656.1|DYAK, LOC6527565|XP_002088655.1|DYAK, LOC6527564|XP_002088654.1|DYAK, LOC6527563|XP_002088653.1|DYAK
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK, LOC6528194|XP_002089257.1|DYAK
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK, LOC6536470|XP_002097051.3|DYAK
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC6523825|XP_002099700.1|DYAK
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC6530249|XP_002091186.1|DYAK
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC6537295|XP_002097853.1|DYAK, LOC6537293|XP_002097851.3|DYAK, LOC6537294|XP_002097852.1|DYAK
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC6526500|XP_039226456.1|DYAK, LOC6525028|XP_039226839.1|DYAK, LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC6531362|XP_002092165.1|DYAK, LOC6528632|XP_002089674.1|DYAK, LOC6528633|XP_002089675.2|DYAK, LOC6528635|XP_002089677.2|DYAK
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC6538299|XP_015048763.1|DYAK
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC6536869|XP_015047972.1|DYAK
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC6531407|XP_002092210.1|DYAK, LOC6531408|XP_002092211.1|DYAK
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC6537992|XP_002098527.3|DYAK, LOC6528273|XP_002089326.1|DYAK
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK, LOC6536016|XP_002096631.1|DYAK
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC6530664|XP_002091562.1|DYAK, LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK, LOC6535945|XP_002096561.2|DYAK
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC6524054|XP_002099923.3|DYAK, LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC6533183|XP_002093909.1|DYAK, LOC6533179|XP_002093905.1|DYAK, LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK, LOC6535540|XP_002096169.1|DYAK
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC6537276|XP_002097834.1|DYAK
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC6527184|XP_002088278.1|DYAK
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC6537555|XP_002098101.1|DYAK
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC6533242|XP_002093968.1|DYAK
OG0000137	LOC5574336|XP_001661370.1|AAEG	LOC26534914|XP_015045456.1|DYAK
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC6538298|XP_002098825.1|DYAK
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC6532700|XP_002093442.1|DYAK, LOC6532702|XP_002093444.2|DYAK, LOC6532703|XP_002093445.1|DYAK, LOC6532704|XP_002093446.1|DYAK
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC6538713|XP_002099228.3|DYAK
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC6540503|XP_039229515.1|DYAK
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC6525320|XP_002101156.1|DYAK
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC6534200|XP_002094883.1|DYAK
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC6534201|XP_002094884.2|DYAK
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC6537248|XP_039232329.1|DYAK
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC6524725|XP_039231928.1|DYAK
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC26536134|XP_039226772.1|DYAK
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC6525961|XP_002101781.1|DYAK, LOC6529417|XP_002090421.1|DYAK, LOC6529415|XP_002090419.1|DYAK, LOC6529416|XP_002090420.1|DYAK
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC6527414|XP_002088506.2|DYAK
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC6537601|XP_002098147.1|DYAK, LOC6537600|XP_002098146.1|DYAK
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC6526734|XP_002087837.1|DYAK
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC6527822|XP_002088895.2|DYAK
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC6526936|XP_002088034.1|DYAK, LOC6526086|XP_002101903.1|DYAK
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC6537338|XP_002097895.1|DYAK, LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK, LOC26535678|XP_039230328.1|DYAK
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC6533334|XP_002094060.2|DYAK, LOC6533328|XP_002094054.1|DYAK, LOC6533329|XP_002094055.1|DYAK
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK, LOC6528637|XP_002089679.1|DYAK
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC6530839|XP_002091722.1|DYAK, LOC6533281|XP_002094007.1|DYAK, LOC6533282|XP_002094008.1|DYAK
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC6535202|XP_002095861.1|DYAK
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC6534272|XP_002094953.2|DYAK, LOC6534470|XP_002095147.1|DYAK
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC6537638|XP_002098183.1|DYAK, LOC6537639|XP_002098184.1|DYAK
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC6533954|XP_002094654.2|DYAK, LOC6533515|XP_002094226.1|DYAK, LOC26534882|XP_039228674.1|DYAK, LOC6527627|XP_002088715.1|DYAK
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC6532182|XP_002092950.3|DYAK, LOC6526367|XP_002087488.1|DYAK, LOC6524505|XP_002100362.1|DYAK
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC6526197|XP_015046681.1|DYAK, LOC6533062|XP_002093794.1|DYAK
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC6530706|XP_002091597.1|DYAK
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC120321040|XP_039228226.1|DYAK, LOC6530704|XP_002091595.3|DYAK
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC6538787|XP_002099300.1|DYAK
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC6529559|XP_002090556.3|DYAK, LOC6529560|XP_002090557.1|DYAK
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC6528206|XP_002089268.1|DYAK
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC6527905|XP_039226885.1|DYAK
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC6525200|XP_039226094.1|DYAK
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC6533428|XP_002094145.1|DYAK
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC6531309|XP_015051236.1|DYAK, LOC6531306|XP_002092110.1|DYAK
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC6528398|XP_039226551.1|DYAK, LOC6527831|XP_002088904.1|DYAK, LOC6530046|XP_002090992.1|DYAK
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC6536634|XP_002097206.1|DYAK
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC6538448|XP_039232654.1|DYAK
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC6524952|XP_002100792.1|DYAK
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC6538179|XP_002098707.2|DYAK
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC6528805|XP_002089837.1|DYAK, LOC6530153|XP_039227810.1|DYAK
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC6528270|XP_002089323.2|DYAK
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC6538273|XP_002098800.1|DYAK, LOC6538358|XP_002098882.1|DYAK
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC6537506|XP_002098052.1|DYAK
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC6537504|XP_002098050.1|DYAK, LOC6537503|XP_002098049.3|DYAK
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC6523883|XP_015045362.2|DYAK, LOC6538113|XP_002098648.1|DYAK, LOC6533220|XP_002093946.1|DYAK, LOC6532576|XP_039230642.1|DYAK
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC6526924|XP_039227701.1|DYAK
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC6526773|XP_002087876.1|DYAK, LOC6528505|XP_002089551.1|DYAK, LOC6538463|XP_002098987.1|DYAK, LOC6528506|XP_002089552.1|DYAK
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC6526053|XP_002101870.3|DYAK, LOC6526054|XP_002101871.1|DYAK
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC6536556|XP_002097132.2|DYAK, LOC6524932|XP_002100772.1|DYAK, LOC6524926|XP_002100766.1|DYAK
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC6526646|XP_039226426.1|DYAK
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC6523810|XP_015045348.1|DYAK
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC6524498|XP_039227389.1|DYAK
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC6528336|XP_015054421.1|DYAK, LOC6528337|XP_015054409.1|DYAK
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC6537400|XP_002097956.1|DYAK, LOC26536027|XP_015050360.1|DYAK, LOC6533976|XP_002094671.3|DYAK
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC6526730|XP_002087833.1|DYAK, LOC6526729|XP_002087832.1|DYAK, LOC6533470|XP_002094181.1|DYAK
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC6529482|XP_039228123.1|DYAK, LOC6529487|XP_039228174.1|DYAK
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC6529478|XP_015052370.1|DYAK
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC6524768|XP_002100612.1|DYAK
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC120321921|XP_039232122.1|DYAK
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC6524759|XP_002100603.1|DYAK
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC6538066|XP_039231307.1|DYAK, LOC6538065|XP_002098600.1|DYAK, LOC6538067|XP_002098602.1|DYAK, LOC6538068|XP_002098603.1|DYAK, LOC6538064|XP_015048632.1|DYAK
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC6537830|XP_002098371.3|DYAK, LOC6537833|XP_002098374.1|DYAK
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC6535527|XP_002096156.1|DYAK
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC6531635|XP_002092432.3|DYAK, LOC6531634|XP_039228283.1|DYAK
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC6537165|XP_002097726.1|DYAK, LOC6535617|XP_002096245.2|DYAK
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC6532161|XP_002092937.1|DYAK
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC6532160|XP_002092936.1|DYAK
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC6533893|XP_039229992.1|DYAK
OG0000209	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG	LOC120320595|XP_039226640.1|DYAK, LOC6527680|XP_002088766.2|DYAK, LOC6526931|XP_039227047.1|DYAK, LOC6528339|XP_002089392.1|DYAK
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC6531807|XP_039227799.1|DYAK, LOC6526462|XP_002087581.2|DYAK, LOC6525374|XP_002101210.2|DYAK
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC6536826|XP_002097396.1|DYAK, LOC6533641|XP_002094347.3|DYAK
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC6536829|XP_002097399.1|DYAK
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC6526922|XP_002088020.1|DYAK, LOC6526923|XP_002088021.1|DYAK, LOC6528963|XP_002089995.1|DYAK
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC6534897|XP_039230744.1|DYAK, LOC6540014|XP_039226182.1|DYAK
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC6525931|XP_002101751.1|DYAK, LOC6530497|XP_002091412.1|DYAK, LOC6538392|XP_002098916.2|DYAK
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC26534749|XP_039230801.1|DYAK, LOC6539813|XP_002086695.1|DYAK, LOC26535082|XP_039230802.1|DYAK
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC6532520|XP_002093266.2|DYAK, LOC6524928|XP_002100768.2|DYAK
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC6524209|XP_002100072.1|DYAK
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC6524208|XP_002100071.2|DYAK
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC6528362|XP_002089411.1|DYAK, LOC6528359|XP_002089408.1|DYAK, LOC6528363|XP_002089412.1|DYAK
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC6532625|XP_002093369.1|DYAK, LOC6532622|XP_002093366.1|DYAK, LOC6532623|XP_002093367.1|DYAK
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC6530039|XP_002090985.1|DYAK, LOC6537346|XP_002097903.1|DYAK, LOC6530038|XP_002090984.1|DYAK
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC6528187|XP_002089250.1|DYAK
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC6532110|XP_002092886.1|DYAK
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC26535924|XP_015048989.1|DYAK, LOC6538724|XP_002099239.2|DYAK, LOC6538725|XP_002099240.1|DYAK
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC6533537|XP_002094247.1|DYAK, LOC6533539|XP_002094249.3|DYAK, LOC6533543|XP_002094253.2|DYAK
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC26535034|XP_015054573.1|DYAK, LOC6535386|XP_039231510.1|DYAK, LOC6526152|XP_002101966.1|DYAK, LOC6529000|XP_002090032.1|DYAK
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC6538272|XP_039232854.1|DYAK
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC6535880|XP_015047429.2|DYAK
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC6531478|XP_039228280.1|DYAK
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC6537065|XP_002097626.1|DYAK, LOC6528315|XP_002089368.1|DYAK, LOC6528314|XP_002089367.2|DYAK
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC6537995|XP_002098530.1|DYAK, LOC6539013|XP_039231888.1|DYAK, LOC6539014|XP_002099516.2|DYAK
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC6539045|XP_002099547.1|DYAK, LOC6539044|XP_002099546.1|DYAK, LOC6539043|XP_002099545.1|DYAK
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC6526337|XP_002087459.1|DYAK, LOC6528126|XP_002089193.1|DYAK, LOC6525073|XP_015046083.1|DYAK
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC6528319|XP_015053910.1|DYAK
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC26536340|XP_015049951.1|DYAK, LOC6526795|XP_039226836.1|DYAK, LOC6526004|XP_002101822.1|DYAK
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC6530306|XP_002091233.1|DYAK, LOC6530308|XP_002091235.1|DYAK, LOC6530307|XP_002091234.1|DYAK
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	LOC6536571|XP_002097147.1|DYAK, LOC6540177|XP_039231573.1|DYAK
OG0000240	LOC5569646|XP_001658670.2|AAEG	LOC6536759|XP_039231491.1|DYAK, LOC6536762|XP_002097334.1|DYAK, LOC6537624|XP_039231199.1|DYAK
OG0000241	LOC23687671|XP_011493002.2|AAEG	LOC6534494|XP_002095171.2|DYAK
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	LOC6531691|XP_002092482.2|DYAK
