Orthogroup	AAEG.longest_only	DSEC.longest_only
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC6619284|XP_032579009.1|DSEC, LOC6605055|XP_002029896.2|DSEC, LOC6607252|XP_002032031.1|DSEC, LOC6607258|XP_002032037.1|DSEC, LOC6607259|XP_002032038.1|DSEC
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC6612035|XP_002036552.2|DSEC, LOC6612033|XP_032579423.1|DSEC, LOC6612032|XP_032583488.1|DSEC
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC6612023|XP_002036540.1|DSEC, LOC6612022|XP_002036539.1|DSEC
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC6620844|XP_032573645.1|DSEC, LOC6611144|XP_002035701.2|DSEC, LOC6611145|XP_002035702.1|DSEC
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC6609987|XP_002034623.1|DSEC, LOC6620815|XP_032571778.1|DSEC, LOC6620816|XP_002045014.1|DSEC
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC6615207|XP_002039617.1|DSEC, LOC6617976|XP_002042284.1|DSEC, LOC6615171|XP_002039587.1|DSEC, LOC6615170|XP_002039586.1|DSEC
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC6611439|XP_002035982.2|DSEC, LOC6609037|XP_032571701.1|DSEC, LOC6614036|XP_002038490.1|DSEC, LOC6614519|XP_002038950.2|DSEC
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC6617668|XP_032583231.1|DSEC, LOC116803552|XP_032583233.1|DSEC
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC6611215|XP_002035771.1|DSEC, LOC6611214|XP_002035770.2|DSEC, LOC6611213|XP_002035769.1|DSEC, LOC6611212|XP_002035768.1|DSEC
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC6613457|XP_002037929.1|DSEC, LOC6613456|XP_002037928.1|DSEC, LOC6611235|XP_002035791.1|DSEC
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC6607002|XP_002031791.1|DSEC, LOC6621198|XP_002045377.1|DSEC, LOC6607001|XP_002031790.1|DSEC
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC6615886|XP_002040256.1|DSEC
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC6608695|XP_032572430.1|DSEC
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC6621159|XP_002045338.1|DSEC, LOC6606383|XP_002031188.1|DSEC, LOC6606381|XP_002031186.1|DSEC, LOC6621300|XP_002045474.2|DSEC, LOC6606382|XP_002031187.1|DSEC, LOC6621299|XP_002045475.2|DSEC
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC6617448|XP_032583537.1|DSEC, LOC6619859|XP_002044072.2|DSEC, LOC6608366|XP_032570800.1|DSEC, LOC6613313|XP_002037789.1|DSEC
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC6618845|XP_002043094.1|DSEC, LOC6606606|XP_002031407.1|DSEC, LOC6614134|XP_002038587.1|DSEC, LOC6614133|XP_002038586.1|DSEC, LOC6614135|XP_002038588.1|DSEC
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC6609490|XP_002034175.2|DSEC, LOC6608219|XP_032570933.1|DSEC, LOC6608220|XP_032570934.1|DSEC, LOC6608222|XP_002032966.2|DSEC
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC6617143|XP_032576639.1|DSEC
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC6606616|XP_002031417.2|DSEC
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC6609445|XP_002034130.1|DSEC, LOC6609444|XP_002034129.1|DSEC
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC6612756|XP_002037259.1|DSEC, LOC6611315|XP_002035862.1|DSEC
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC6614284|XP_002038724.1|DSEC, LOC6614285|XP_002038725.1|DSEC, LOC6614283|XP_002038723.1|DSEC, LOC6614282|XP_032579442.1|DSEC
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC6615333|XP_032571841.1|DSEC, LOC6615332|XP_002039730.1|DSEC, LOC6614348|XP_032578458.1|DSEC
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC6612241|XP_002036753.1|DSEC, LOC6605270|XP_032575245.1|DSEC, LOC116800634|XP_032572551.1|DSEC, LOC116802521|XP_032582873.1|DSEC, LOC6612240|XP_032581536.1|DSEC
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC6611001|XP_002035558.2|DSEC, LOC6610996|XP_002035553.1|DSEC, LOC6610997|XP_002035554.2|DSEC, LOC6611000|XP_032574071.1|DSEC
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC6617718|XP_002042030.1|DSEC, LOC6617717|XP_032583024.1|DSEC, LOC6616627|XP_002040984.1|DSEC
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC6606359|XP_002031164.1|DSEC
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC6612060|XP_002036577.1|DSEC
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC6614052|XP_002038506.1|DSEC
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC6611072|XP_032575266.1|DSEC
OG0000137	LOC5574336|XP_001661370.1|AAEG	LOC6612250|XP_002036762.1|DSEC
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC6617144|XP_002041471.1|DSEC
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC6604893|XP_002029738.1|DSEC, LOC6604891|XP_002029736.2|DSEC, LOC6604890|XP_032573338.1|DSEC, LOC6604889|XP_002029734.1|DSEC
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC6607750|XP_002032513.1|DSEC
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC6620133|XP_032573236.1|DSEC
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC6619853|XP_032582718.1|DSEC
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC6618331|XP_002042603.1|DSEC
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC6618330|XP_002042602.2|DSEC
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC6606328|XP_032577860.1|DSEC
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC6618538|XP_032581282.1|DSEC
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC116801758|XP_032578980.1|DSEC
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC6617502|XP_002041819.1|DSEC, LOC6614379|XP_002038818.2|DSEC, LOC6614378|XP_002038817.1|DSEC
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC6617770|XP_002042082.2|DSEC
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC6614099|XP_002038553.1|DSEC, LOC6614098|XP_002038552.1|DSEC
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC6613247|XP_002037724.1|DSEC
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC6611775|XP_002036298.2|DSEC
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC6611540|XP_002036079.1|DSEC, LOC6615127|XP_002039543.1|DSEC
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC6612643|XP_002037147.1|DSEC, LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC6606423|XP_002031227.2|DSEC, LOC6606426|XP_002031230.1|DSEC, LOC6606425|XP_002031229.1|DSEC
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC6607513|XP_002032282.1|DSEC, LOC6607514|XP_002032283.1|DSEC, LOC116801047|XP_032574342.1|DSEC
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC6611161|XP_002035718.2|DSEC, LOC6611155|XP_002035712.1|DSEC, LOC6611156|XP_002035713.1|DSEC
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC, LOC6608224|XP_002032968.1|DSEC
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC6610036|XP_032573098.1|DSEC, LOC6611107|XP_002035664.1|DSEC, LOC6611108|XP_002035665.1|DSEC
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC6616610|XP_032574184.1|DSEC
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC6606142|XP_002030950.2|DSEC, LOC6605765|XP_032574363.1|DSEC
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC, LOC6607327|XP_002032100.1|DSEC
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC6605516|XP_002030349.2|DSEC, LOC6610476|XP_002035056.1|DSEC, LOC6619323|XP_032583608.1|DSEC, LOC6613397|XP_032571753.1|DSEC
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC6610128|XP_002034738.1|DSEC, LOC6617317|XP_002041643.1|DSEC, LOC6618563|XP_032581479.1|DSEC
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC6620714|XP_032582343.1|DSEC, LOC116802276|XP_032582094.1|DSEC, LOC6620713|XP_032582090.1|DSEC, LOC6620671|XP_032582971.1|DSEC, LOC6621242|XP_032582978.1|DSEC, LOC116802010|XP_032580739.1|DSEC, LOC116802278|XP_032582104.1|DSEC, LOC116802277|XP_032582101.1|DSEC, LOC116802311|XP_032582334.1|DSEC, LOC6620673|XP_032580743.1|DSEC, LOC116803148|XP_032582983.1|DSEC, LOC6620679|XP_032582967.1|DSEC, LOC6620675|XP_032582975.1|DSEC, LOC116802310|XP_032582330.1|DSEC, LOC6621252|XP_032582098.1|DSEC, LOC116803228|XP_032582996.1|DSEC, LOC116802085|XP_032581076.1|DSEC, LOC116802086|XP_032581079.1|DSEC, LOC116802089|XP_032581083.1|DSEC, LOC116803145|XP_032582964.1|DSEC, LOC116802083|XP_032581073.1|DSEC, LOC6620677|XP_032580749.1|DSEC, LOC116802088|XP_032581081.1|DSEC, LOC6621196|XP_032582327.1|DSEC, LOC6620668|XP_032582339.1|DSEC, LOC116802312|XP_032582346.1|DSEC, LOC116803153|XP_032582989.1|DSEC, LOC116802012|XP_032580746.1|DSEC, LOC6620712|XP_032582747.1|DSEC, LOC116802279|XP_032582108.1|DSEC, LOC6610879|XP_002035442.1|DSEC, LOC6610821|XP_002035387.2|DSEC
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC6615293|XP_032571732.1|DSEC
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC6615296|XP_002039700.1|DSEC, LOC6615295|XP_032571736.1|DSEC
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC6607673|XP_002032438.1|DSEC
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC6614532|XP_032581872.1|DSEC, LOC6614533|XP_002038964.1|DSEC
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC6611249|XP_002035804.2|DSEC
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC6611860|XP_032571700.1|DSEC
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC6614984|XP_032581050.1|DSEC
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC6610559|XP_032573638.1|DSEC
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC6615573|XP_002039947.1|DSEC, LOC6615570|XP_002039944.1|DSEC
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC6607969|XP_002032717.1|DSEC, LOC6611784|XP_002036307.2|DSEC, LOC6608905|XP_002033619.1|DSEC
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC6606829|XP_002031626.1|DSEC
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC6616988|XP_032576933.1|DSEC, LOC116801444|XP_032576940.1|DSEC
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC6617917|XP_002042225.1|DSEC
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC6618757|XP_032577150.1|DSEC
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC6608403|XP_002033137.1|DSEC, LOC6608799|XP_032571878.1|DSEC
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC6611312|XP_032580358.1|DSEC
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC6617173|XP_002041500.1|DSEC, LOC6617080|XP_032578695.1|DSEC
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC6613999|XP_002038453.1|DSEC
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC6613997|XP_002038451.1|DSEC, LOC6613996|XP_002038450.1|DSEC
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC6615946|XP_002040313.1|DSEC, LOC6612635|XP_032578536.1|DSEC, LOC6611040|XP_002035597.1|DSEC, LOC6605020|XP_032574269.1|DSEC
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC6611551|XP_002036090.1|DSEC, LOC6611552|XP_002036091.1|DSEC
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC6613288|XP_002037765.1|DSEC, LOC6608086|XP_002032834.1|DSEC, LOC6616972|XP_002041300.1|DSEC, LOC6608087|XP_002032835.1|DSEC
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC6617595|XP_002041908.2|DSEC, LOC6617596|XP_002041909.2|DSEC
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC116801748|XP_032578907.1|DSEC, LOC6606914|XP_032578900.1|DSEC, LOC6620216|XP_002044428.1|DSEC, LOC6620728|XP_002044931.1|DSEC
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC6613176|XP_032572813.1|DSEC
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC6615871|XP_032582589.1|DSEC
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC6618556|XP_032580997.1|DSEC
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC6607904|XP_032572194.1|DSEC, LOC6620685|XP_032572182.1|DSEC, LOC6607905|XP_002032659.1|DSEC
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC6606781|XP_002031578.1|DSEC, LOC116801164|XP_032575057.1|DSEC, LOC6605538|XP_032575108.1|DSEC
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC6621140|XP_002045319.2|DSEC, LOC6621139|XP_002045318.1|DSEC, LOC6610522|XP_032574065.1|DSEC
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC6614461|XP_002038894.2|DSEC, LOC6614454|XP_032582924.1|DSEC
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC6614466|XP_032581059.1|DSEC
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC6619577|XP_032582069.1|DSEC
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC6619569|XP_032582071.1|DSEC
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC6619566|XP_032582068.1|DSEC
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC6612681|XP_032579275.1|DSEC, LOC6612680|XP_032579278.1|DSEC, LOC6612682|XP_002037185.1|DSEC
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC6607520|XP_002032289.1|DSEC, LOC6607523|XP_002032292.1|DSEC
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC6616638|XP_002040995.1|DSEC
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC6609606|XP_002034283.1|DSEC, LOC6609604|XP_002034281.1|DSEC, LOC6609605|XP_032573047.1|DSEC
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC6606243|XP_002031051.1|DSEC, LOC6613712|XP_002038182.1|DSEC
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC6618925|XP_002043173.2|DSEC
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC6618924|XP_002043172.1|DSEC
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC6605449|XP_032575275.1|DSEC
OG0000209	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG	LOC6611590|XP_032583617.1|DSEC, LOC6611643|XP_002036179.2|DSEC, LOC116800216|XP_032569943.1|DSEC, LOC6611545|XP_032578776.1|DSEC, LOC6607907|XP_002032661.1|DSEC
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC6615691|XP_032570062.1|DSEC, LOC6617415|XP_002041740.2|DSEC, LOC6620262|XP_032580152.1|DSEC
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC6606660|XP_002031460.1|DSEC, LOC6605203|XP_002030041.1|DSEC
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC6606657|XP_002031457.2|DSEC
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC6611554|XP_002036093.1|DSEC, LOC6611553|XP_032574213.1|DSEC, LOC6613648|XP_032583319.1|DSEC
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC6619398|XP_002043613.2|DSEC, LOC6620526|XP_002044729.2|DSEC
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC6617468|XP_032580865.1|DSEC, LOC6609261|XP_002033951.1|DSEC, LOC6617048|XP_002041376.2|DSEC
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC6616526|XP_002040885.2|DSEC, LOC6616528|XP_002040887.1|DSEC, LOC6616523|XP_002040882.1|DSEC
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC6605083|XP_002029924.1|DSEC, LOC6620231|XP_002044424.1|DSEC
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC6612474|XP_032582439.1|DSEC
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC6612473|XP_002036981.1|DSEC
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC6607929|XP_002032679.2|DSEC, LOC6607926|XP_032570999.1|DSEC, LOC6607930|XP_002032680.1|DSEC, LOC116803469|XP_032583063.1|DSEC, LOC116803565|XP_032583269.1|DSEC, LOC116802598|XP_032582914.1|DSEC, LOC6621381|XP_002045544.2|DSEC, LOC6620912|XP_002045110.1|DSEC
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC6604973|XP_002029816.1|DSEC, LOC6604977|XP_002029820.1|DSEC, LOC6604975|XP_002029818.1|DSEC
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC6608912|XP_002033626.1|DSEC, LOC6606431|XP_002031235.1|DSEC, LOC6608913|XP_002033627.1|DSEC
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC6611229|XP_002035785.1|DSEC
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC6618874|XP_032572018.1|DSEC
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC116801546|XP_032577762.1|DSEC, LOC6607740|XP_032578096.1|DSEC, LOC6607739|XP_002032502.2|DSEC
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC6605101|XP_032574461.1|DSEC, LOC6605103|XP_002029944.1|DSEC, LOC6605107|XP_002029948.2|DSEC
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC6620611|XP_002044814.1|DSEC, LOC6613926|XP_002038391.1|DSEC, LOC6615205|XP_002039615.1|DSEC, LOC6611369|XP_032577317.1|DSEC
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC6617174|XP_032576428.1|DSEC
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC6620074|XP_032576444.1|DSEC
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC6609376|XP_032570615.1|DSEC, LOC6609375|XP_002034064.1|DSEC
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC6616911|XP_002041241.2|DSEC, LOC6607884|XP_002032638.1|DSEC, LOC6607883|XP_002032637.1|DSEC
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC6612753|XP_002037256.1|DSEC, LOC6612990|XP_002037481.1|DSEC, LOC6619547|XP_032577859.1|DSEC
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC6619526|XP_002043741.1|DSEC, LOC6619525|XP_002043740.1|DSEC, LOC6619524|XP_032579041.1|DSEC
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC116802520|XP_032582872.1|DSEC, LOC6617288|XP_002041615.1|DSEC, LOC6613510|XP_002037978.1|DSEC, LOC116802334|XP_032582506.1|DSEC
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC6607888|XP_032571657.1|DSEC
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC116801022|XP_032574118.1|DSEC, LOC116801668|XP_032578506.1|DSEC
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC6618205|XP_032569938.1|DSEC, LOC6618202|XP_032569935.1|DSEC, LOC6618204|XP_032569942.1|DSEC
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	LOC6606897|XP_002031691.1|DSEC, LOC6614181|XP_002038628.1|DSEC
OG0000240	LOC5569646|XP_001658670.2|AAEG	LOC6606730|XP_002031527.1|DSEC, LOC6606727|XP_032578227.1|DSEC, LOC6614122|XP_032577114.1|DSEC
OG0000241	LOC23687671|XP_011493002.2|AAEG	LOC6605790|XP_002030605.2|DSEC
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	LOC6609546|XP_002034229.1|DSEC
OG0000247	LOC5576416|XP_001656119.2|AAEG	LOC6605413|XP_002030246.1|DSEC, LOC6605412|XP_002030245.1|DSEC
OG0000248	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG	LOC6606123|XP_032574515.1|DSEC, LOC6606122|XP_002030930.1|DSEC, LOC6609187|XP_002033878.1|DSEC
OG0000249	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG	LOC6611637|XP_002036173.1|DSEC, LOC6611638|XP_002036174.1|DSEC, LOC6611639|XP_002036175.1|DSEC
