Orthogroup	AAEG.longest_only	DSUZ.longest_only
OG0000084	LOC5570769|XP_001659359.1|AAEG, LOC5570751|XP_001659340.2|AAEG, LOC5570753|XP_021693814.1|AAEG, LOC5570770|XP_021693924.1|AAEG, LOC5580060|XP_021699290.1|AAEG, LOC5580059|XP_021699285.1|AAEG, LOC5580124|XP_021699296.1|AAEG, LOC110676296|XP_021699310.1|AAEG, LOC5574979|XP_021697768.1|AAEG, LOC5574981|XP_021697749.1|AAEG	LOC108017776|XP_016940388.1|DSUZ
OG0000085	LOC5574792|XP_001655347.2|AAEG	LOC108017928|XP_036669794.1|DSUZ
OG0000086	LOC5575040|XP_001661772.2|AAEG	LOC108009612|XP_016929587.1|DSUZ
OG0000087	LOC5565379|XP_001649705.1|AAEG, LOC5565357|XP_001649701.1|AAEG, LOC5565382|XP_001649702.1|AAEG, LOC5565390|XP_001649703.1|AAEG, LOC5565391|XP_001649704.1|AAEG, LOC5565356|XP_001649700.1|AAEG, LOC5565381|XP_001649699.1|AAEG, LOC5565397|XP_001649698.1|AAEG, LOC5565363|XP_001649697.1|AAEG	LOC108006715|XP_016925785.1|DSUZ
OG0000087	LOC5565393|XP_001649714.1|AAEG, LOC5565362|XP_001649713.1|AAEG	LOC108013454|XP_016934823.1|DSUZ, LOC108010645|XP_016931036.1|DSUZ
OG0000088	LOC5573732|XP_001654757.1|AAEG	LOC108018081|XP_016940973.1|DSUZ
OG0000089	LOC5577489|XP_001663407.1|AAEG	LOC108017134|XP_016939601.1|DSUZ, LOC108013957|XP_016935459.1|DSUZ
OG0000089	LOC5575826|XP_021694449.1|AAEG	LOC108010600|XP_016930978.1|DSUZ
OG0000089	LOC110676106|XP_021698339.1|AAEG, LOC5564238|XP_021698338.1|AAEG	LOC108012396|XP_016933244.1|DSUZ
OG0000090	LOC5570363|XP_001659077.2|AAEG, LOC5570364|XP_001659080.1|AAEG, LOC5570370|XP_021706827.1|AAEG	LOC108009148|XP_016928740.1|DSUZ, LOC108008436|XP_016927775.1|DSUZ, LOC108020200|XP_016943797.1|DSUZ, LOC108013274|XP_016934533.1|DSUZ
OG0000091	LOC5578943|XP_021693136.1|AAEG	LOC108007205|XP_036674733.1|DSUZ
OG0000091	LOC5579216|XP_021706364.1|AAEG	LOC108021626|XP_016945921.1|DSUZ, LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ, LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ
OG0000094	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG	LOC108012257|XP_016933045.2|DSUZ, LOC108014341|XP_016935913.1|DSUZ
OG0000099	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG	LOC108016981|XP_016939415.1|DSUZ
OG0000101	LOC5567622|XP_021696506.1|AAEG	LOC118877221|XP_036670519.1|DSUZ, LOC108020440|XP_036670524.1|DSUZ, LOC118877222|XP_036670523.1|DSUZ, LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ, LOC118877521|XP_036672462.1|DSUZ, LOC118877329|XP_036671513.1|DSUZ, LOC118877522|XP_036672463.1|DSUZ, LOC118877220|XP_036670518.1|DSUZ
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC108009336|XP_016929103.1|DSUZ
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC108009476|XP_016929345.1|DSUZ, LOC108008646|XP_016928020.1|DSUZ
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ, LOC108010501|XP_016930863.2|DSUZ, LOC108009753|XP_016929854.1|DSUZ
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC108008643|XP_016928021.1|DSUZ, LOC108018835|XP_036671763.1|DSUZ
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC108014115|XP_016935629.2|DSUZ, LOC108014116|XP_016935630.2|DSUZ, LOC108018286|XP_016941301.2|DSUZ, LOC108018333|XP_016941363.2|DSUZ, LOC108019558|XP_016942884.1|DSUZ, LOC108019998|XP_036673113.1|DSUZ, LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000108	LOC110677634|XP_021704128.1|AAEG	LOC108006121|XP_036678395.1|DSUZ
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC108021564|XP_036669705.1|DSUZ, LOC108021565|XP_016945829.1|DSUZ
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC108005294|XP_016923988.1|DSUZ
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC118877474|XP_036672419.1|DSUZ, LOC108018764|XP_036672071.1|DSUZ, LOC108005797|XP_016924616.1|DSUZ, LOC108005830|XP_016924657.1|DSUZ
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC108008514|XP_016927871.1|DSUZ, LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC108015224|XP_016937055.1|DSUZ, LOC108005343|XP_016924071.1|DSUZ, LOC108015053|XP_016936781.1|DSUZ, LOC108015052|XP_016936780.2|DSUZ
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC108005106|XP_016923769.1|DSUZ, LOC108015833|XP_016937890.1|DSUZ, LOC108005109|XP_016923771.2|DSUZ, LOC118878380|XP_036677036.1|DSUZ, LOC108016296|XP_016938420.2|DSUZ, LOC108021605|XP_016945890.2|DSUZ, LOC108014373|XP_016935957.2|DSUZ, LOC108012343|XP_016933176.2|DSUZ
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC108011519|XP_016932168.1|DSUZ, LOC108011510|XP_016932156.1|DSUZ
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC108016223|XP_016938342.1|DSUZ, LOC108016234|XP_016938352.1|DSUZ, LOC108016246|XP_016938362.1|DSUZ, LOC108016266|XP_016938383.1|DSUZ
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC108005242|XP_036668710.1|DSUZ, LOC108017871|XP_016940521.1|DSUZ, LOC108006685|XP_016925716.2|DSUZ, LOC108021821|XP_016946117.1|DSUZ
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC108013939|XP_016935439.2|DSUZ, LOC108013886|XP_036674104.1|DSUZ, LOC118877873|XP_036674103.1|DSUZ
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC108016657|XP_016938855.1|DSUZ
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC108009227|XP_036669490.1|DSUZ
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC108015022|XP_016936739.1|DSUZ, LOC108015070|XP_016936798.1|DSUZ, LOC118877889|XP_036674201.1|DSUZ, LOC108013784|XP_016935240.2|DSUZ, LOC118877888|XP_036674200.1|DSUZ, LOC108020171|XP_016943763.2|DSUZ, LOC108020172|XP_016943764.1|DSUZ, LOC118877890|XP_036674203.1|DSUZ
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC108013308|XP_016934591.1|DSUZ, LOC108016559|XP_036676660.1|DSUZ, LOC108008928|XP_016928328.1|DSUZ, LOC108013335|XP_016934628.1|DSUZ
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC108008818|XP_016928213.1|DSUZ, LOC108011578|XP_016932237.1|DSUZ, LOC108015987|XP_036674987.1|DSUZ, LOC108015985|XP_016938061.1|DSUZ, LOC108015988|XP_036675055.1|DSUZ
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC108009296|XP_016929025.1|DSUZ, LOC108019931|XP_016943529.1|DSUZ, LOC108019575|XP_016942900.2|DSUZ, LOC108019576|XP_016942901.1|DSUZ
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC108016132|XP_036675271.1|DSUZ
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC108014689|XP_036677888.1|DSUZ
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC108009622|XP_016929599.1|DSUZ, LOC108009624|XP_016929600.1|DSUZ
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC108005267|XP_036676969.1|DSUZ, LOC108016717|XP_016938933.1|DSUZ, LOC108016711|XP_036676723.1|DSUZ, LOC118878326|XP_036676537.1|DSUZ, LOC108016712|XP_016938928.2|DSUZ, LOC108016722|XP_016938940.1|DSUZ, LOC108016714|XP_036676510.1|DSUZ, LOC108016720|XP_016938936.2|DSUZ, LOC108013699|XP_016935106.2|DSUZ, LOC108013698|XP_036676126.1|DSUZ, LOC108005265|XP_016923944.1|DSUZ, LOC118878363|XP_036676965.1|DSUZ, LOC108005371|XP_016924118.1|DSUZ, LOC108005260|XP_016923938.1|DSUZ, LOC108009171|XP_016928793.1|DSUZ
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC108007946|XP_016927204.2|DSUZ, LOC108007945|XP_036674902.1|DSUZ, LOC108007944|XP_036674903.1|DSUZ, LOC108013814|XP_016935278.1|DSUZ
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC108010195|XP_016930528.1|DSUZ, LOC108010196|XP_036669301.1|DSUZ, LOC108008131|XP_036668973.1|DSUZ, LOC108008129|XP_016927408.2|DSUZ, LOC108008357|XP_016927677.1|DSUZ, LOC108013855|XP_036672845.1|DSUZ, LOC118878072|XP_036675185.1|DSUZ, LOC108013857|XP_036675109.1|DSUZ
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC108015255|XP_016937096.1|DSUZ, LOC108017063|XP_036671380.1|DSUZ, LOC108021458|XP_016945678.1|DSUZ, LOC108015254|XP_036676726.1|DSUZ
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC108012428|XP_016933280.1|DSUZ, LOC108013549|XP_016934948.1|DSUZ, LOC108012291|XP_016933082.2|DSUZ, LOC108013475|XP_016934846.1|DSUZ
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC108021171|XP_016945241.2|DSUZ, LOC108021172|XP_016945242.2|DSUZ, LOC108018628|XP_016941683.2|DSUZ, LOC118879035|XP_036677923.1|DSUZ
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC108015612|XP_036674075.1|DSUZ
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC108021390|XP_016945580.1|DSUZ
OG0000136	LOC110678395|XP_021706922.1|AAEG, LOC110675888|XP_021697550.1|AAEG, LOC110676016|XP_021698064.1|AAEG, LOC110681546|XP_021713287.1|AAEG, LOC110676210|XP_021698875.1|AAEG, LOC110681549|XP_021713290.1|AAEG, LOC110677818|XP_021705066.1|AAEG	LOC118877752|XP_036673664.1|DSUZ
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC108015817|XP_036674836.1|DSUZ
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC108013009|XP_016934085.1|DSUZ
OG0000137	LOC5574336|XP_001661370.1|AAEG	LOC108014921|XP_036676193.1|DSUZ
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC108016159|XP_016938267.2|DSUZ
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC108012516|XP_016933414.1|DSUZ, LOC108013537|XP_016934921.1|DSUZ, LOC108013534|XP_016934920.2|DSUZ, LOC108012517|XP_016933416.1|DSUZ
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC108018807|XP_036673232.1|DSUZ
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC108015869|XP_036678422.1|DSUZ, LOC108014398|XP_036677665.1|DSUZ
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC108018853|XP_036676512.1|DSUZ
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC108014745|XP_016936416.2|DSUZ
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC108014744|XP_016936415.2|DSUZ
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC108014158|XP_036673976.1|DSUZ
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC108006566|XP_016925590.1|DSUZ
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC118879345|XP_036678091.1|DSUZ
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC108015400|XP_016937309.1|DSUZ, LOC108021509|XP_016945755.2|DSUZ, LOC108020907|XP_016944815.1|DSUZ
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC108014298|XP_016935854.1|DSUZ
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC108016003|XP_036674909.1|DSUZ, LOC108016028|XP_016938111.2|DSUZ
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC108006771|XP_016925814.1|DSUZ
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC108015949|XP_016938058.2|DSUZ
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC108017334|XP_016939856.1|DSUZ, LOC108019118|XP_016942332.1|DSUZ
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC108007217|XP_016926341.2|DSUZ, LOC108011900|XP_016932639.2|DSUZ, LOC108011890|XP_016932625.2|DSUZ, LOC108011677|XP_016932367.1|DSUZ, LOC108007221|XP_036674693.1|DSUZ
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC108016406|XP_016938544.2|DSUZ, LOC108016404|XP_036674566.1|DSUZ, LOC108016418|XP_016938556.2|DSUZ
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC108005604|XP_016924396.2|DSUZ, LOC118877636|XP_036673035.1|DSUZ, LOC108012958|XP_036671692.1|DSUZ
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC108005827|XP_016924653.1|DSUZ, LOC108005836|XP_016924667.1|DSUZ, LOC108005764|XP_016924582.2|DSUZ
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC108019672|XP_016943052.1|DSUZ, LOC108019660|XP_016943040.1|DSUZ, LOC108019667|XP_016943045.1|DSUZ
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC108018074|XP_016940965.2|DSUZ, LOC108005818|XP_016924635.1|DSUZ, LOC108005816|XP_016924633.2|DSUZ
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC118877193|XP_036670343.1|DSUZ, LOC108007702|XP_016926929.1|DSUZ
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC108008027|XP_036670592.1|DSUZ, LOC108007996|XP_036671360.1|DSUZ
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC108014395|XP_036673181.1|DSUZ, LOC108014396|XP_036673188.1|DSUZ
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC108006700|XP_036672275.1|DSUZ, LOC108012730|XP_016933650.1|DSUZ, LOC108008952|XP_016928355.1|DSUZ, LOC108019286|XP_016942594.1|DSUZ
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC108013614|XP_016935044.1|DSUZ, LOC118879769|XP_036678638.1|DSUZ, LOC108015699|XP_016937719.1|DSUZ
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC118878272|XP_036676054.1|DSUZ, LOC108013839|XP_016935315.2|DSUZ, LOC108012734|XP_016933655.1|DSUZ
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC108009767|XP_016929885.1|DSUZ
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC108008564|XP_016927924.1|DSUZ, LOC108008481|XP_016927826.1|DSUZ, LOC118876761|XP_016927828.2|DSUZ
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC108015763|XP_016937791.1|DSUZ
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC108021529|XP_016945780.1|DSUZ, LOC108021528|XP_016945779.1|DSUZ
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC108018039|XP_036669567.1|DSUZ
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC108015077|XP_016936845.1|DSUZ
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC108015189|XP_016936992.1|DSUZ
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC108012315|XP_016933104.2|DSUZ, LOC108007174|XP_036671023.1|DSUZ
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC108008393|XP_016927726.1|DSUZ, LOC118876910|XP_036668978.1|DSUZ, LOC108008692|XP_016928077.1|DSUZ
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC108017714|XP_016940312.1|DSUZ, LOC108013104|XP_016934244.1|DSUZ, LOC108019703|XP_016943087.1|DSUZ
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC108010642|XP_036674300.1|DSUZ
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC108016299|XP_036675381.1|DSUZ, LOC108016300|XP_036675386.1|DSUZ
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC108006325|XP_016925314.1|DSUZ
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC108014832|XP_036673503.1|DSUZ
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC108009732|XP_016929805.1|DSUZ, LOC108009802|XP_016929963.1|DSUZ
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC108021460|XP_016945680.1|DSUZ
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC108020161|XP_016943752.1|DSUZ, LOC108006366|XP_016925376.2|DSUZ
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC108006732|XP_016925764.2|DSUZ
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC108006751|XP_016925792.1|DSUZ, LOC108006750|XP_016925791.1|DSUZ
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC108014928|XP_016936637.2|DSUZ, LOC108020151|XP_016943741.1|DSUZ, LOC108012673|XP_016933588.1|DSUZ, LOC108012363|XP_016933204.1|DSUZ
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC108015061|XP_016936793.1|DSUZ, LOC108007776|XP_016927025.1|DSUZ
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC108011626|XP_016932307.1|DSUZ, LOC108019844|XP_016943367.1|DSUZ, LOC108007566|XP_016926748.1|DSUZ, LOC108019843|XP_016943365.1|DSUZ
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC108021819|XP_016946112.1|DSUZ, LOC108004679|XP_016923156.1|DSUZ
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC108018276|XP_036674146.1|DSUZ, LOC108006304|XP_016925280.1|DSUZ, LOC108018996|XP_016942095.1|DSUZ
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC108019870|XP_036669590.1|DSUZ
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC108016814|XP_036676083.1|DSUZ
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC108005376|XP_036677251.1|DSUZ
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC108018031|XP_016940891.1|DSUZ, LOC108018034|XP_016940900.1|DSUZ
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC108014716|XP_016936373.2|DSUZ, LOC108006707|XP_016925735.2|DSUZ, LOC108011267|XP_016931864.1|DSUZ
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC108021635|XP_016945931.2|DSUZ, LOC108021636|XP_016945932.1|DSUZ, LOC108012937|XP_016933961.1|DSUZ
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC108021589|XP_016945867.1|DSUZ, LOC108021489|XP_016945721.1|DSUZ
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC108021623|XP_016945918.1|DSUZ
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC108005276|XP_016923954.1|DSUZ
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC108005103|XP_016923767.2|DSUZ
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC108005273|XP_016923951.1|DSUZ
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC108007234|XP_016926360.2|DSUZ, LOC108007195|XP_036674160.1|DSUZ, LOC108007196|XP_036674166.1|DSUZ, LOC108007235|XP_016926361.2|DSUZ, LOC108020074|XP_036674161.1|DSUZ
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC108011010|XP_016931525.2|DSUZ, LOC108005595|XP_016924385.1|DSUZ
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC108018603|XP_016941652.2|DSUZ
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC108010185|XP_016930517.1|DSUZ, LOC108008429|XP_016927767.2|DSUZ, LOC108010184|XP_016930516.1|DSUZ
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC108018727|XP_016941789.2|DSUZ, LOC108020110|XP_036672751.1|DSUZ
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC108008674|XP_016928057.1|DSUZ
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC108008612|XP_036669564.1|DSUZ
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC108011740|XP_036670949.1|DSUZ
OG0000209	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG	LOC108019000|XP_016942102.1|DSUZ, LOC108006515|XP_016925566.2|DSUZ, LOC108019473|XP_016942793.1|DSUZ, LOC108019459|XP_016942785.2|DSUZ, LOC108019484|XP_036671096.1|DSUZ, LOC108006618|XP_036678692.1|DSUZ, LOC108021711|XP_016946036.2|DSUZ, LOC108021325|XP_016945480.1|DSUZ, LOC108021710|XP_016946035.2|DSUZ, LOC108021727|XP_016946053.2|DSUZ, LOC108009744|XP_016929828.1|DSUZ, LOC108018035|XP_016940901.1|DSUZ
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC108008369|XP_016927697.1|DSUZ, LOC108010650|XP_016931075.2|DSUZ, LOC108004653|XP_016923096.1|DSUZ
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC108018737|XP_016941800.2|DSUZ
