Orthogroup	AAEG.longest_only	DHYD.longest_only
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD, LOC111605234|XP_023179437.1|DHYD
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD, LOC111604693|XP_023178632.2|DHYD
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC111603935|XP_023177532.2|DHYD, LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD, LOC111597554|XP_023168119.2|DHYD
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC111600828|XP_023172903.2|DHYD
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC111601162|XP_023173410.2|DHYD, LOC111601018|XP_023173193.2|DHYD
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC111602899|XP_030081123.1|DHYD, LOC111602896|XP_023176001.2|DHYD, LOC111602908|XP_030081181.1|DHYD, LOC111602891|XP_023175994.1|DHYD
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC111593853|XP_023162670.1|DHYD, LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC111605329|XP_023179566.2|DHYD, LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC111599912|XP_023171509.1|DHYD, LOC111604401|XP_023178220.2|DHYD, LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC111603784|XP_023177293.1|DHYD
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC111600402|XP_023172250.2|DHYD, LOC111600404|XP_023172253.2|DHYD, LOC111600405|XP_023172254.1|DHYD, LOC111600409|XP_023172258.2|DHYD
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD, LOC111602611|XP_023175538.2|DHYD
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC111594626|XP_023163785.1|DHYD, LOC111594598|XP_023163731.1|DHYD, LOC111594582|XP_023163708.1|DHYD
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC111604779|XP_023178762.1|DHYD
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC111600604|XP_023172567.2|DHYD
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC111596987|XP_023167243.2|DHYD, LOC111596993|XP_023167257.2|DHYD, LOC111603179|XP_023176430.1|DHYD, LOC111597218|XP_030080606.1|DHYD, LOC111597213|XP_023167555.2|DHYD, LOC111597090|XP_023167398.1|DHYD
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC111594761|XP_023163978.2|DHYD, LOC111601844|XP_023174446.2|DHYD, LOC111604606|XP_023178487.1|DHYD, LOC111602177|XP_030079238.1|DHYD
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD, LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC111596345|XP_023166304.2|DHYD, LOC111596341|XP_023166294.2|DHYD, LOC111596342|XP_023166295.2|DHYD, LOC111597130|XP_023167459.2|DHYD
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC111598816|XP_023170014.1|DHYD
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC111596553|XP_023166598.2|DHYD
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC111594119|XP_023163047.2|DHYD
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD, LOC111602747|XP_023175766.2|DHYD
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC111604073|XP_030081308.1|DHYD, LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC111597362|XP_023167785.1|DHYD, LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC111595665|XP_023165255.2|DHYD, LOC111595642|XP_023165234.2|DHYD, LOC111595647|XP_023165239.2|DHYD, LOC111595659|XP_023165250.1|DHYD, LOC111595648|XP_023165240.2|DHYD, LOC111595664|XP_023165254.2|DHYD
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC111595014|XP_023164289.2|DHYD, LOC111603549|XP_023176951.2|DHYD
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC111602019|XP_023174685.1|DHYD
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC111601548|XP_023173960.1|DHYD
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC111596505|XP_023166534.1|DHYD, LOC111594447|XP_023163503.2|DHYD
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC111601021|XP_023173196.2|DHYD
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC111598783|XP_023169969.2|DHYD, LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC111601723|XP_023174214.2|DHYD, LOC111601724|XP_023174215.1|DHYD, LOC111601725|XP_023174216.2|DHYD
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC111593371|XP_023161855.1|DHYD
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC111598639|XP_030081632.1|DHYD
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC111605339|XP_030080112.1|DHYD
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC111593521|XP_023162080.2|DHYD
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC111604227|XP_023177966.2|DHYD
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC111596455|XP_023166450.1|DHYD
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC111604000|XP_023177617.1|DHYD
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC111603372|XP_023176692.1|DHYD, LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD, LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD, LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC111595831|XP_023165506.1|DHYD
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC111594434|XP_030080605.1|DHYD, LOC111594518|XP_023163614.1|DHYD
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC111601105|XP_023173316.2|DHYD
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC111593768|XP_023162555.2|DHYD
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC111592069|XP_023159843.2|DHYD, LOC111593628|XP_023162265.1|DHYD
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC111593253|XP_023161680.1|DHYD, LOC111593270|XP_023161709.2|DHYD, LOC111593271|XP_023161710.2|DHYD
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD, LOC111604282|XP_023178065.2|DHYD
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC111594715|XP_023163921.2|DHYD, LOC111597574|XP_023168141.2|DHYD, LOC111597584|XP_023168151.2|DHYD
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC111592870|XP_030079690.1|DHYD
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC111601281|XP_030081817.1|DHYD, LOC111595118|XP_023164454.2|DHYD
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC111605455|XP_030080648.1|DHYD, LOC111601382|XP_030080693.1|DHYD
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC111592657|XP_023160776.2|DHYD, LOC111592641|XP_023160755.2|DHYD, LOC111591954|XP_023159656.2|DHYD
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC111599502|XP_023170939.2|DHYD, LOC111602700|XP_023175704.2|DHYD
OG0000164	LOC5574446|XP_001661463.1|AAEG	LOC111605745|XP_030081570.1|DHYD, LOC111591855|XP_023159505.2|DHYD, LOC115483755|XP_030081862.1|DHYD, LOC111604445|XP_023178283.2|DHYD, LOC111604444|XP_023178282.2|DHYD, LOC111601271|XP_023173550.2|DHYD
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC111603343|XP_023176647.1|DHYD
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC111597953|XP_023168683.2|DHYD
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC115483428|XP_030081250.1|DHYD, LOC115483425|XP_030081238.1|DHYD, LOC111600135|XP_030081251.1|DHYD
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC111604198|XP_023177922.2|DHYD
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC111600553|XP_023172469.2|DHYD, LOC111600538|XP_023172446.2|DHYD
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC111600441|XP_023172300.2|DHYD
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC111594697|XP_030079122.1|DHYD
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC111595959|XP_030079340.1|DHYD
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC111591913|XP_023159603.2|DHYD, LOC111591928|XP_023159626.2|DHYD, LOC111600357|XP_023172197.2|DHYD, LOC111591917|XP_023159607.2|DHYD, LOC111591914|XP_023159604.2|DHYD
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC111600648|XP_023172636.1|DHYD, LOC111600746|XP_023172793.1|DHYD, LOC111600693|XP_023172715.1|DHYD, LOC111600694|XP_023172716.1|DHYD, LOC111600707|XP_023172731.1|DHYD
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC111593858|XP_023162673.2|DHYD, LOC111593780|XP_023162565.1|DHYD, LOC111604747|XP_023178695.2|DHYD
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC111599419|XP_023170837.1|DHYD
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC111602969|XP_030078704.1|DHYD
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC111596824|XP_023166963.1|DHYD
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC111601457|XP_023173803.2|DHYD
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC111592177|XP_023160007.2|DHYD, LOC111597965|XP_023168706.2|DHYD
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC111598963|XP_023170217.2|DHYD
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC111599600|XP_023171054.1|DHYD
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC111604812|XP_023178801.1|DHYD
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC111604811|XP_023178799.1|DHYD, LOC111604848|XP_023178849.2|DHYD
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC111601893|XP_023174504.1|DHYD, LOC111600481|XP_023172362.1|DHYD, LOC111595132|XP_023164471.1|DHYD
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC111596233|XP_023166118.1|DHYD, LOC111596234|XP_023166119.2|DHYD
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC111601170|XP_023173416.1|DHYD, LOC111599927|XP_023171542.1|DHYD, LOC111605000|XP_023179089.1|DHYD, LOC111599928|XP_023171543.1|DHYD
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC115483113|XP_030080137.1|DHYD, LOC111602809|XP_023175871.2|DHYD
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC111601317|XP_023173610.1|DHYD, LOC111592712|XP_023160867.1|DHYD, LOC111592714|XP_023160869.1|DHYD
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC111593147|XP_023161519.2|DHYD
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC111593008|XP_030079977.1|DHYD
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC111598818|XP_030078844.1|DHYD
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC111599919|XP_023171516.2|DHYD, LOC111600300|XP_023172123.2|DHYD, LOC111600299|XP_023172122.2|DHYD
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC111592040|XP_023159804.1|DHYD, LOC111592039|XP_023159802.2|DHYD, LOC111604539|XP_023178406.2|DHYD, LOC111604538|XP_023178405.2|DHYD
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC115483067|XP_030079786.1|DHYD, LOC111598955|XP_030080527.1|DHYD, LOC111597488|XP_030080069.1|DHYD
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC111603529|XP_023176929.2|DHYD, LOC111603532|XP_023176933.2|DHYD
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC111603524|XP_030079243.1|DHYD
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC111591883|XP_023159552.2|DHYD
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC111591903|XP_030079536.1|DHYD
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC111591902|XP_030079550.1|DHYD
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC111602046|XP_023174725.2|DHYD, LOC111595233|XP_023164637.2|DHYD
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC111603493|XP_023176868.2|DHYD, LOC111603486|XP_023176851.2|DHYD
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC111595356|XP_023164805.1|DHYD
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC111600548|XP_023172461.2|DHYD, LOC111600550|XP_023172463.2|DHYD, LOC111600535|XP_023172441.2|DHYD, LOC111600539|XP_030082028.1|DHYD, LOC111600586|XP_023172544.2|DHYD
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC111595222|XP_023164605.2|DHYD, LOC111604220|XP_023177957.2|DHYD
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC111594133|XP_023163068.2|DHYD
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC111594161|XP_023163116.1|DHYD
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC111595047|XP_023164342.1|DHYD
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC111596398|XP_030078653.1|DHYD, LOC111594271|XP_023163268.1|DHYD
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC111598336|XP_023169309.1|DHYD
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC111598335|XP_023169305.1|DHYD
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC111599117|XP_023170446.2|DHYD, LOC111596241|XP_023166137.2|DHYD
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC111604466|XP_023178316.2|DHYD, LOC111599994|XP_023171661.2|DHYD
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC111592364|XP_023160294.1|DHYD, LOC111600883|XP_023172989.1|DHYD, LOC111600284|XP_023172102.2|DHYD, LOC111600255|XP_023172068.1|DHYD, LOC111600285|XP_023172103.2|DHYD
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC111599231|XP_023170597.2|DHYD, LOC111594911|XP_023164165.2|DHYD
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC115482791|XP_030078711.1|DHYD, LOC111601435|XP_023173779.2|DHYD, LOC115482827|XP_030078920.1|DHYD, LOC111598185|XP_030078918.1|DHYD
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC111601818|XP_023174406.2|DHYD
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC111595442|XP_023164935.2|DHYD, LOC111601820|XP_023174408.2|DHYD
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC111593976|XP_023162835.1|DHYD, LOC111593824|XP_023162624.1|DHYD, LOC111593969|XP_030080956.1|DHYD
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC111599800|XP_030078820.1|DHYD, LOC111599816|XP_023171372.2|DHYD, LOC111599792|XP_023171336.2|DHYD
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC111593336|XP_023161818.1|DHYD, LOC111593259|XP_023161692.2|DHYD, LOC111592893|XP_023161105.1|DHYD
OG0000222	LOC5565435|XP_021710162.1|AAEG	LOC115483218|XP_030080397.1|DHYD, LOC111601169|XP_030080398.1|DHYD
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC115483398|XP_030081047.1|DHYD, LOC111600315|XP_030079520.1|DHYD
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC111593788|XP_023162574.2|DHYD
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC111593383|XP_023161869.2|DHYD, LOC111593384|XP_023161870.2|DHYD, LOC111593370|XP_023161853.1|DHYD
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC111598695|XP_023169828.1|DHYD, LOC111598708|XP_023169862.1|DHYD, LOC111598755|XP_023169931.2|DHYD
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC111598560|XP_023169626.1|DHYD, LOC111604929|XP_023178966.1|DHYD, LOC111601165|XP_023173411.1|DHYD
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC111599581|XP_030080828.1|DHYD, LOC111600798|XP_030080192.1|DHYD, LOC111599880|XP_030080189.1|DHYD
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC111602031|XP_030078631.1|DHYD
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC111594015|XP_023162882.2|DHYD, LOC111594041|XP_030081377.1|DHYD
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC111602971|XP_023176126.2|DHYD, LOC111598210|XP_030078944.1|DHYD, LOC115483372|XP_030080945.1|DHYD, LOC115483374|XP_030080947.1|DHYD, LOC115482846|XP_030078946.1|DHYD, LOC115483373|XP_030080946.1|DHYD, LOC111597726|XP_023168336.2|DHYD, LOC115482844|XP_030078943.1|DHYD, LOC115482845|XP_030078945.1|DHYD
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC111595254|XP_030081265.1|DHYD, LOC111595245|XP_023164651.2|DHYD, LOC115483436|XP_030081266.1|DHYD, LOC111597154|XP_023167475.2|DHYD, LOC111597888|XP_030080732.1|DHYD
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC111596872|XP_023167090.2|DHYD, LOC111596977|XP_023167231.2|DHYD, LOC115483328|XP_030080602.1|DHYD, LOC111596903|XP_030080601.1|DHYD
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC111599100|XP_023170410.1|DHYD, LOC111602312|XP_023175081.2|DHYD, LOC111593637|XP_023162281.1|DHYD
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC111597822|XP_023168520.1|DHYD
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC111593656|XP_023162309.1|DHYD
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC111596068|XP_023165886.2|DHYD, LOC111596101|XP_023165931.2|DHYD
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	LOC115482805|XP_030078778.1|DHYD, LOC111603006|XP_023176179.2|DHYD
OG0000240	LOC5569646|XP_001658670.2|AAEG	LOC111592394|XP_030078670.1|DHYD, LOC111604583|XP_023178453.2|DHYD, LOC111592389|XP_023160333.2|DHYD
OG0000241	LOC23687671|XP_011493002.2|AAEG	LOC111595130|XP_030081381.1|DHYD
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	LOC111594888|XP_023164145.2|DHYD, LOC111595406|XP_023164887.2|DHYD, LOC111600134|XP_023171874.2|DHYD
OG0000247	LOC5576416|XP_001656119.2|AAEG	LOC111604555|XP_023178416.2|DHYD, LOC111604589|XP_030078677.1|DHYD, LOC111604556|XP_023178417.2|DHYD, LOC111604571|XP_023178441.2|DHYD, LOC111597943|XP_030078800.1|DHYD, LOC111592380|XP_023160322.2|DHYD, LOC111592381|XP_023160323.2|DHYD
OG0000248	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG	LOC111592730|XP_023160888.2|DHYD, LOC111601109|XP_023173323.2|DHYD
