Orthogroup	AAEG.longest_only	DSAN.longest_only
OG0000101	LOC5567622|XP_021696506.1|AAEG	LOC120447594|XP_039484996.1|DSAN, LOC120447595|XP_039484997.1|DSAN, LOC120447598|XP_039485002.1|DSAN, LOC120448473|XP_039486431.1|DSAN, LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN, LOC120448469|XP_039486421.1|DSAN
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC120444369|XP_039479910.1|DSAN
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC120444543|XP_039480230.1|DSAN, LOC120445351|XP_039481626.1|DSAN
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN, LOC120447692|XP_039485155.1|DSAN, LOC120457733|XP_039501166.1|DSAN
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC120457816|XP_039501251.1|DSAN, LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC120447610|XP_039485017.1|DSAN, LOC120451809|XP_039491700.1|DSAN, LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC120443888|XP_039479246.1|DSAN, LOC120443889|XP_039479249.1|DSAN, LOC120443892|XP_039479253.1|DSAN, LOC120444016|XP_039479432.1|DSAN
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC120458470|XP_039502057.1|DSAN
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC120448445|XP_039486393.1|DSAN, LOC120449757|XP_039488327.1|DSAN, LOC120449997|XP_039488641.1|DSAN, LOC120449458|XP_039487864.1|DSAN
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC120446698|XP_039483730.1|DSAN, LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN, LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC120458260|XP_039501783.1|DSAN, LOC120445859|XP_039482434.1|DSAN, LOC120451060|XP_039490352.1|DSAN, LOC120447236|XP_039484695.1|DSAN
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC120447460|XP_039484780.1|DSAN, LOC120447473|XP_039484802.1|DSAN
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC120444154|XP_039479666.1|DSAN, LOC120444155|XP_039479668.1|DSAN, LOC120444156|XP_039479669.1|DSAN, LOC120444158|XP_039479671.1|DSAN
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN, LOC120458057|XP_039501500.1|DSAN
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC120454455|XP_039495701.1|DSAN, LOC120452109|XP_039492121.1|DSAN, LOC120451917|XP_039491863.1|DSAN
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC120457201|XP_039500489.1|DSAN
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC120446605|XP_039483576.1|DSAN
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC120452429|XP_039492591.1|DSAN, LOC120452427|XP_039492589.1|DSAN, LOC120452430|XP_039492592.1|DSAN
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC120446930|XP_039484118.1|DSAN, LOC120455728|XP_039498076.1|DSAN, LOC120455178|XP_039497050.1|DSAN, LOC120453978|XP_039494868.1|DSAN
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC120444507|XP_039480157.1|DSAN, LOC120452058|XP_039492054.1|DSAN, LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN, LOC120452662|XP_039492932.1|DSAN
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC120446749|XP_039483821.1|DSAN, LOC120458592|XP_039502228.1|DSAN, LOC120458563|XP_039502185.1|DSAN, LOC120458564|XP_039502189.1|DSAN
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC120451421|XP_039491027.1|DSAN
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC120451369|XP_039490949.1|DSAN
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC120445287|XP_039481523.1|DSAN, LOC120445286|XP_039481522.1|DSAN
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC120454254|XP_039495315.1|DSAN, LOC120458709|XP_039502389.1|DSAN
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN, LOC120451773|XP_039491637.1|DSAN
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC120445036|XP_039481059.1|DSAN, LOC120445035|XP_039481058.1|DSAN, LOC120445037|XP_039481060.1|DSAN, LOC120453890|XP_039494740.1|DSAN
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC120455629|XP_039497949.1|DSAN, LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC120450387|XP_039489313.1|DSAN, LOC120449269|XP_039487586.1|DSAN, LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN, LOC120452537|XP_039492737.1|DSAN
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC120451359|XP_039490929.1|DSAN
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC120453306|XP_039493897.1|DSAN
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC120451005|XP_039490252.1|DSAN
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC120450371|XP_039489288.1|DSAN
OG0000137	LOC5574336|XP_001661370.1|AAEG	LOC120457403|XP_039500933.1|DSAN
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC120451422|XP_039491029.1|DSAN
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC120448451|XP_039486401.1|DSAN, LOC120448452|XP_039486403.1|DSAN, LOC120448453|XP_039486405.1|DSAN, LOC120448454|XP_039486406.1|DSAN
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC120451264|XP_039490727.1|DSAN
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC120447845|XP_039485386.1|DSAN
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC120457117|XP_039500268.1|DSAN
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC120450562|XP_039489605.1|DSAN
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC120450563|XP_039489606.1|DSAN
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC120452659|XP_039492916.1|DSAN
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC120457308|XP_039500730.1|DSAN
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC120457482|XP_039500967.1|DSAN
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC120456131|XP_039498694.1|DSAN, LOC120444793|XP_039480676.1|DSAN
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC120451646|XP_039491487.1|DSAN
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC120452393|XP_039492541.1|DSAN, LOC120454057|XP_039494997.1|DSAN
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC120449015|XP_039487230.1|DSAN
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC120453191|XP_039493694.1|DSAN
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC120450388|XP_039489317.1|DSAN, LOC120455384|XP_039497444.1|DSAN
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC120451577|XP_039491320.1|DSAN, LOC120453833|XP_039494660.1|DSAN, LOC120451576|XP_039491319.1|DSAN
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN, LOC120449197|XP_039487492.1|DSAN
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC120449186|XP_039487468.1|DSAN, LOC120449265|XP_039487581.1|DSAN, LOC120448978|XP_039487172.1|DSAN
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC120458565|XP_039502192.1|DSAN, LOC120447552|XP_039484939.1|DSAN
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC120444707|XP_039480514.1|DSAN, LOC120449667|XP_039488200.1|DSAN, LOC120448946|XP_039487126.1|DSAN
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC120447635|XP_039485072.1|DSAN
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC120448194|XP_039485994.1|DSAN, LOC120448642|XP_039486703.1|DSAN
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC120451440|XP_039491049.1|DSAN, LOC120453850|XP_039494688.1|DSAN
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC120449916|XP_039488543.1|DSAN, LOC120448645|XP_039486706.1|DSAN, LOC120446714|XP_039483759.1|DSAN, LOC120447628|XP_039485066.1|DSAN
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC120449329|XP_039487663.1|DSAN, LOC120458089|XP_039501541.1|DSAN, LOC120456660|XP_039499526.1|DSAN
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC120455780|XP_039498171.1|DSAN, LOC120449990|XP_039488633.1|DSAN
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC120445044|XP_039481091.1|DSAN
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC120445051|XP_039481102.1|DSAN, LOC120445045|XP_039481092.1|DSAN
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC120452629|XP_039492872.1|DSAN
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC120445951|XP_039482572.1|DSAN, LOC120445950|XP_039482569.1|DSAN
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC120445878|XP_039482751.1|DSAN
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC120451198|XP_039490587.1|DSAN
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC120456869|XP_039499896.1|DSAN
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC120448014|XP_039485669.1|DSAN
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC120445686|XP_039482176.1|DSAN, LOC120446598|XP_039483562.1|DSAN
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC120452240|XP_039492303.1|DSAN, LOC120458882|XP_039502652.1|DSAN, LOC120445713|XP_039482207.1|DSAN
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC120451302|XP_039490802.1|DSAN
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC120451393|XP_039490992.1|DSAN, LOC120451395|XP_039490996.1|DSAN, LOC120451394|XP_039490995.1|DSAN
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC120455520|XP_039497732.1|DSAN
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC120453959|XP_039494842.1|DSAN
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC120455127|XP_039496958.1|DSAN, LOC120444365|XP_039479889.1|DSAN
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC120458115|XP_039501582.1|DSAN
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC120452244|XP_039492305.1|DSAN, LOC120453640|XP_039494368.1|DSAN
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC120450801|XP_039489902.1|DSAN
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC120451020|XP_039490279.1|DSAN, LOC120451018|XP_039490277.1|DSAN
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC120457162|XP_039500372.1|DSAN, LOC120451563|XP_039491300.1|DSAN, LOC120448380|XP_039486296.1|DSAN, LOC120449076|XP_039487309.1|DSAN
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC120449599|XP_039488103.1|DSAN, LOC120458704|XP_039502382.1|DSAN
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC120445960|XP_039482601.1|DSAN, LOC120455801|XP_039498199.1|DSAN, LOC120445946|XP_039482564.1|DSAN, LOC120453713|XP_039494470.1|DSAN, LOC120445958|XP_039482587.1|DSAN, LOC120445952|XP_039482573.1|DSAN
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC120455515|XP_039497722.1|DSAN, LOC120455010|XP_039496765.1|DSAN
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC120454152|XP_039495145.1|DSAN, LOC120455320|XP_039497328.1|DSAN, LOC120457066|XP_039500178.1|DSAN
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC120458020|XP_039501457.1|DSAN
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC120455411|XP_039497487.1|DSAN
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC120455354|XP_039497386.1|DSAN
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC120458827|XP_039502576.1|DSAN, LOC120458829|XP_039502587.1|DSAN
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC120454228|XP_039495262.1|DSAN, LOC120450167|XP_039488949.1|DSAN, LOC120450166|XP_039488948.1|DSAN
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC120458359|XP_039501907.1|DSAN, LOC120443852|XP_039479148.1|DSAN, LOC120450306|XP_039489188.1|DSAN
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC120445832|XP_039482387.1|DSAN, LOC120446245|XP_039483051.1|DSAN
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC120446081|XP_039482797.1|DSAN
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC120455822|XP_039498220.1|DSAN
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC120455833|XP_039498236.1|DSAN
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC120455817|XP_039498216.1|DSAN
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC120451232|XP_039490659.1|DSAN, LOC120451231|XP_039490657.1|DSAN, LOC120453710|XP_039494466.1|DSAN, LOC120453512|XP_039494193.1|DSAN, LOC120453508|XP_039494188.1|DSAN, LOC120451230|XP_039490653.1|DSAN
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC120453936|XP_039494815.1|DSAN, LOC120453749|XP_039494516.1|DSAN
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC120451630|XP_039491421.1|DSAN
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC120445393|XP_039481734.1|DSAN, LOC120446174|XP_039482943.1|DSAN, LOC120446375|XP_039483240.1|DSAN
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC120450955|XP_039490175.1|DSAN, LOC120453498|XP_039494178.1|DSAN
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC120446694|XP_039483725.1|DSAN
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC120445251|XP_039481459.1|DSAN
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC120448303|XP_039486177.1|DSAN
OG0000209	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG	LOC120449423|XP_039487819.1|DSAN, LOC120449414|XP_039487808.1|DSAN, LOC120444051|XP_039479489.1|DSAN, LOC120458245|XP_039501767.1|DSAN, LOC120449875|XP_039488477.1|DSAN, LOC120458830|XP_039502588.1|DSAN
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC120445463|XP_039481842.1|DSAN, LOC120451041|XP_039490314.1|DSAN, LOC120456185|XP_039498794.1|DSAN
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC120454645|XP_039496080.1|DSAN, LOC120448844|XP_039486983.1|DSAN
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC120452704|XP_039492996.1|DSAN
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC120455241|XP_039497160.1|DSAN, LOC120445179|XP_039481364.1|DSAN, LOC120458444|XP_039502024.1|DSAN
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC120450554|XP_039489594.1|DSAN, LOC120458425|XP_039502037.1|DSAN, LOC120457150|XP_039500794.1|DSAN
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC120455517|XP_039497724.1|DSAN, LOC120446928|XP_039484113.1|DSAN, LOC120452569|XP_039492785.1|DSAN
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC120450462|XP_039489416.1|DSAN, LOC120449307|XP_039487632.1|DSAN, LOC120450463|XP_039489419.1|DSAN
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC120448183|XP_039485972.1|DSAN, LOC120456714|XP_039499630.1|DSAN
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC120455889|XP_039498315.1|DSAN
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC120455888|XP_039498314.1|DSAN
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC120458787|XP_039502502.1|DSAN, LOC120458946|XP_039502740.1|DSAN, LOC120458169|XP_039501660.1|DSAN
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC120449767|XP_039488339.1|DSAN, LOC120449846|XP_039488438.1|DSAN, LOC120449800|XP_039488379.1|DSAN
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC120445236|XP_039481434.1|DSAN, LOC120451987|XP_039491948.1|DSAN, LOC120445235|XP_039481429.1|DSAN
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC120458059|XP_039501503.1|DSAN
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC120447037|XP_039484317.1|DSAN
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC120453839|XP_039494667.1|DSAN, LOC120453759|XP_039494526.1|DSAN, LOC120453860|XP_039494699.1|DSAN
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC120448275|XP_039486137.1|DSAN, LOC120448278|XP_039486141.1|DSAN, LOC120450267|XP_039489106.1|DSAN
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC120451043|XP_039490331.1|DSAN, LOC120455838|XP_039498242.1|DSAN, LOC120451122|XP_039490478.1|DSAN
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC120453243|XP_039493779.1|DSAN
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC120452036|XP_039492021.1|DSAN
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC120444893|XP_039480814.1|DSAN
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC120453459|XP_039494110.1|DSAN, LOC120443956|XP_039479346.1|DSAN, LOC120443952|XP_039479336.1|DSAN
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC120453118|XP_039493594.1|DSAN, LOC120452065|XP_039492062.1|DSAN, LOC120452077|XP_039492075.1|DSAN
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC120452127|XP_039492144.1|DSAN, LOC120452126|XP_039492142.1|DSAN, LOC120452731|XP_039493034.1|DSAN
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC120458228|XP_039501745.1|DSAN, LOC120458187|XP_039501689.1|DSAN, LOC120457028|XP_039500124.1|DSAN
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC120443953|XP_039479337.1|DSAN
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC120447720|XP_039485190.1|DSAN, LOC120458837|XP_039502594.1|DSAN, LOC120455444|XP_039497583.1|DSAN
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC120444681|XP_039480476.1|DSAN, LOC120444680|XP_039480474.1|DSAN, LOC120444683|XP_039480479.1|DSAN
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	LOC120451675|XP_039491490.1|DSAN, LOC120452403|XP_039492554.1|DSAN
OG0000240	LOC5569646|XP_001658670.2|AAEG	LOC120453009|XP_039493454.1|DSAN, LOC120453465|XP_039494116.1|DSAN, LOC120451708|XP_039491543.1|DSAN
OG0000241	LOC23687671|XP_011493002.2|AAEG	LOC120450584|XP_039489637.1|DSAN
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	LOC120446911|XP_039484081.1|DSAN
OG0000247	LOC5576416|XP_001656119.2|AAEG	LOC120447895|XP_039485471.1|DSAN, LOC120447894|XP_039485470.1|DSAN
OG0000248	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG	LOC120448134|XP_039485886.1|DSAN, LOC120447689|XP_039485153.1|DSAN, LOC120446830|XP_039483946.1|DSAN
OG0000249	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG	LOC120445782|XP_039482323.1|DSAN, LOC120445766|XP_039482300.1|DSAN, LOC120455752|XP_039498120.1|DSAN
