Orthogroup	AAEG.longest_only	ASTE.longest_only
OG0000071	LOC5575311|XP_001655685.1|AAEG	LOC118508072|XP_035903428.1|ASTE
OG0000072	LOC5574117|XP_021698234.1|AAEG	LOC118515883|XP_035917965.1|ASTE, LOC118514335|XP_035917037.1|ASTE
OG0000072	LOC110676814|XP_021701762.1|AAEG, LOC110674006|XP_021712126.1|AAEG, LOC5573347|XP_021701761.1|AAEG, LOC5578244|XP_001663776.1|AAEG, LOC5573346|XP_001660827.1|AAEG, LOC5573345|XP_021701760.1|AAEG, LOC5571577|XP_001659784.2|AAEG, LOC5577277|XP_001656378.1|AAEG, LOC5577275|XP_001656375.1|AAEG, LOC5577276|XP_021701763.1|AAEG	LOC118511004|XP_035909412.1|ASTE, LOC118509229|XP_035905431.1|ASTE
OG0000073	LOC5573060|XP_021711274.1|AAEG	LOC118508175|XP_035903617.1|ASTE
OG0000073	LOC5580128|XP_021699254.1|AAEG	LOC118505021|XP_035896105.1|ASTE
OG0000073	LOC5570618|XP_021706389.1|AAEG	LOC118504541|XP_035895010.1|ASTE
OG0000073	LOC5563780|XP_021706656.1|AAEG	LOC118504255|XP_035894375.1|ASTE
OG0000073	LOC5573536|XP_021693962.1|AAEG	LOC118506813|XP_035900364.1|ASTE
OG0000073	LOC5578376|XP_021695142.1|AAEG	LOC118508670|XP_035904399.1|ASTE
OG0000073	LOC5567734|XP_021702094.1|AAEG	LOC118509861|XP_035906969.1|ASTE
OG0000074	LOC5570267|XP_001659048.1|AAEG	LOC118516380|XP_035918125.1|ASTE, LOC118512784|XP_035913591.1|ASTE
OG0000074	LOC5570260|XP_001659041.2|AAEG, LOC5570259|XP_001659040.1|AAEG, LOC5570261|XP_021695511.1|AAEG, LOC5570262|XP_001659043.2|AAEG, LOC5570266|XP_001659047.1|AAEG	LOC118512755|XP_035913538.1|ASTE, LOC118516368|XP_035918114.1|ASTE, LOC118512757|XP_035913540.1|ASTE, LOC118512754|XP_035913537.1|ASTE, LOC118516371|XP_035918117.1|ASTE, LOC118516372|XP_035918118.1|ASTE, LOC118516374|XP_035918120.1|ASTE, LOC118512758|XP_035913541.1|ASTE, LOC118516373|XP_035918119.1|ASTE, LOC118512753|XP_035913536.1|ASTE, LOC118512756|XP_035913539.1|ASTE, LOC118516369|XP_035918115.1|ASTE, LOC118512737|XP_035913495.1|ASTE
OG0000074	LOC5570270|XP_001659051.1|AAEG	LOC118513102|XP_035914396.1|ASTE, LOC118513101|XP_035914395.1|ASTE, LOC118513100|XP_035914394.1|ASTE
OG0000076	LOC5569019|XP_021698411.1|AAEG	LOC118512277|XP_035912363.1|ASTE, LOC118517163|XP_035918937.1|ASTE
OG0000076	LOC5575395|XP_021710181.1|AAEG	LOC118504620|XP_035895194.1|ASTE
OG0000077	LOC5576244|XP_001656025.1|AAEG	LOC118507281|XP_035901485.1|ASTE
OG0000077	LOC110676765|XP_021701591.1|AAEG	LOC118512454|XP_035912813.1|ASTE
OG0000077	LOC5576245|XP_001656026.2|AAEG	LOC118506025|XP_035898529.1|ASTE
OG0000077	LOC5565954|XP_001650331.1|AAEG, LOC5565955|XP_001650332.1|AAEG	LOC118511962|XP_035911578.1|ASTE
OG0000077	LOC5565681|XP_001650054.1|AAEG	LOC118511892|XP_035911415.1|ASTE
OG0000078	LOC5575539|XP_021703479.1|AAEG	LOC118506363|XP_035899271.1|ASTE
OG0000080	LOC5569491|XP_001658576.2|AAEG, LOC5569492|XP_021711678.1|AAEG	LOC118508108|XP_035903495.1|ASTE, LOC118508106|XP_035903493.1|ASTE
OG0000080	LOC5568575|XP_001652404.1|AAEG, LOC110679863|XP_021711527.1|AAEG	LOC118503106|XP_035891931.1|ASTE
OG0000080	LOC5568295|XP_001652172.1|AAEG	LOC118509536|XP_035906155.1|ASTE
OG0000080	LOC5570646|XP_001653282.2|AAEG, LOC5577944|XP_001663616.1|AAEG	LOC118508460|XP_035904157.1|ASTE
OG0000081	LOC5566785|XP_001651192.2|AAEG, LOC110676716|XP_021701379.1|AAEG, LOC110674405|XP_021694348.1|AAEG, LOC5571639|XP_001659819.2|AAEG, LOC5574313|XP_021700862.1|AAEG, LOC5563675|XP_001647974.1|AAEG, LOC5563674|XP_001647973.1|AAEG, LOC5574764|XP_001661648.2|AAEG, LOC5574759|XP_001661643.1|AAEG, LOC5574760|XP_001661644.2|AAEG, LOC5576160|XP_001662503.1|AAEG, LOC110679363|XP_021709470.1|AAEG, LOC110679200|XP_021709001.1|AAEG, LOC5573761|XP_021703494.1|AAEG, LOC5563672|XP_001647954.2|AAEG, LOC5563670|XP_001647955.1|AAEG, LOC110674642|XP_021694410.1|AAEG, LOC5574859|XP_001661683.2|AAEG, LOC5575000|XP_001655474.2|AAEG, LOC5574858|XP_001661682.2|AAEG	LOC118512948|XP_035914060.1|ASTE, LOC118512949|XP_035914061.1|ASTE
OG0000081	LOC5575057|XP_021698854.1|AAEG	LOC118517328|XP_035919201.1|ASTE
OG0000082	LOC5571544|XP_021703132.1|AAEG, LOC5571542|XP_001653689.3|AAEG, LOC5571541|XP_001653688.1|AAEG, LOC5571543|XP_001653690.1|AAEG	LOC118507692|XP_035902418.1|ASTE, LOC118513643|XP_035915603.1|ASTE, LOC118517141|XP_035918892.1|ASTE, LOC118513644|XP_035915604.1|ASTE, LOC118513645|XP_035915605.1|ASTE
OG0000083	LOC5567014|XP_021703510.1|AAEG	LOC118512490|XP_035912888.1|ASTE
OG0000083	LOC5567015|XP_001651410.1|AAEG	LOC118512492|XP_035912890.1|ASTE, LOC118512491|XP_035912889.1|ASTE
OG0000084	LOC5578641|XP_001663979.1|AAEG	LOC118507487|XP_035901904.1|ASTE
OG0000084	LOC5575485|XP_001662002.2|AAEG	LOC118509025|XP_035904952.1|ASTE, LOC118504703|XP_035895429.1|ASTE, LOC118508829|XP_035904468.1|ASTE, LOC118509024|XP_035904951.1|ASTE, LOC118509023|XP_035904949.1|ASTE
OG0000084	LOC5574084|XP_001661156.1|AAEG, LOC5574114|XP_021696129.1|AAEG	LOC118513092|XP_035914386.1|ASTE
OG0000084	LOC5570769|XP_001659359.1|AAEG, LOC5570751|XP_001659340.2|AAEG, LOC5570753|XP_021693814.1|AAEG, LOC5570770|XP_021693924.1|AAEG, LOC5580060|XP_021699290.1|AAEG, LOC5580059|XP_021699285.1|AAEG, LOC5580124|XP_021699296.1|AAEG, LOC110676296|XP_021699310.1|AAEG, LOC5574979|XP_021697768.1|AAEG, LOC5574981|XP_021697749.1|AAEG	LOC118503417|XP_035892550.1|ASTE
OG0000085	LOC5578054|XP_021695960.1|AAEG	LOC118512093|XP_035911950.1|ASTE
OG0000085	LOC5574792|XP_001655347.2|AAEG	LOC118513044|XP_035914229.1|ASTE
OG0000086	LOC5575040|XP_001661772.2|AAEG	LOC118508907|XP_035904661.1|ASTE
OG0000087	LOC5565379|XP_001649705.1|AAEG, LOC5565357|XP_001649701.1|AAEG, LOC5565382|XP_001649702.1|AAEG, LOC5565390|XP_001649703.1|AAEG, LOC5565391|XP_001649704.1|AAEG	LOC118511165|XP_035909796.1|ASTE
OG0000087	LOC5565356|XP_001649700.1|AAEG, LOC5565381|XP_001649699.1|AAEG, LOC5565397|XP_001649698.1|AAEG	LOC118511162|XP_035909794.1|ASTE
OG0000088	LOC5573732|XP_001654757.1|AAEG	LOC118503330|XP_035892383.1|ASTE
OG0000089	LOC5577489|XP_001663407.1|AAEG	LOC118505310|XP_035896841.1|ASTE
OG0000089	LOC5568211|XP_001652144.1|AAEG	LOC118507948|XP_035903166.1|ASTE, LOC118507949|XP_035903167.1|ASTE
OG0000089	LOC110676106|XP_021698339.1|AAEG, LOC5564238|XP_021698338.1|AAEG	LOC118511372|XP_035910259.1|ASTE, LOC118511382|XP_035910282.1|ASTE
OG0000089	LOC5567576|XP_021704212.1|AAEG, LOC5576272|XP_021707542.1|AAEG	LOC118506188|XP_035898872.1|ASTE
OG0000090	LOC5570364|XP_001659080.1|AAEG	LOC118506264|XP_035899059.1|ASTE
OG0000091	LOC5578943|XP_021693136.1|AAEG	LOC118507859|XP_035902942.1|ASTE
OG0000091	LOC5567950|XP_001657753.1|AAEG	LOC118505601|XP_035897522.1|ASTE, LOC118516562|XP_035918416.1|ASTE
OG0000091	LOC5579216|XP_021706364.1|AAEG	LOC118505600|XP_035897520.1|ASTE, LOC118516561|XP_035918412.1|ASTE
OG0000092	LOC5564428|XP_001648774.2|AAEG	LOC118502652|XP_035890995.1|ASTE
OG0000092	LOC110677773|XP_021704849.1|AAEG, LOC5564431|XP_021705252.1|AAEG	LOC118502656|XP_035891000.1|ASTE
OG0000093	LOC5564858|XP_021706118.1|AAEG	LOC118512414|XP_035912706.1|ASTE
OG0000094	LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG	LOC118502720|XP_035891168.1|ASTE
OG0000094	LOC5564832|XP_021703017.1|AAEG	LOC118514681|XP_035917717.1|ASTE, LOC118516006|XP_035918152.1|ASTE
OG0000098	LOC5564750|XP_001649107.2|AAEG, LOC5564756|XP_001649108.2|AAEG, LOC5579927|XP_001652216.1|AAEG, LOC5579928|XP_001652217.1|AAEG, LOC5579933|XP_001652222.1|AAEG, LOC5579929|XP_001652218.2|AAEG, LOC5564759|XP_001649106.2|AAEG, LOC5564753|XP_021705962.1|AAEG, LOC5564757|XP_001649103.2|AAEG	LOC118503065|XP_035891826.1|ASTE
OG0000098	LOC5579926|XP_021705958.1|AAEG	LOC118503062|XP_035891822.1|ASTE
OG0000098	LOC5571141|XP_021700263.1|AAEG, LOC5564748|XP_001649101.2|AAEG, LOC5564758|XP_001649094.1|AAEG, LOC5564760|XP_001649093.1|AAEG, LOC23687786|XP_021705963.1|AAEG, LOC5564749|XP_001649097.2|AAEG, LOC5575451|XP_021700373.1|AAEG, LOC5575453|XP_001661969.1|AAEG, LOC5564764|XP_001649100.3|AAEG, LOC5564763|XP_001649098.2|AAEG, LOC5564751|XP_001649095.1|AAEG	LOC118503063|XP_035891823.1|ASTE, LOC118503064|XP_035891825.1|ASTE
OG0000099	LOC5569666|XP_001652930.1|AAEG	LOC118506913|XP_035900599.1|ASTE
OG0000099	LOC5569661|XP_001652925.2|AAEG	LOC118506916|XP_035900604.1|ASTE
OG0000099	LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG	LOC118506914|XP_035900601.1|ASTE
OG0000101	LOC5567622|XP_021696506.1|AAEG	LOC118510504|XP_035908303.1|ASTE
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG	LOC118509466|XP_035905987.1|ASTE
OG0000102	LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG	LOC118511833|XP_035911269.1|ASTE
OG0000102	LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC118511825|XP_035911262.1|ASTE, LOC118511824|XP_035911261.1|ASTE
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC118504365|XP_035894655.1|ASTE
OG0000103	LOC5571934|XP_021704949.1|AAEG	LOC118508203|XP_035903666.1|ASTE
OG0000104	LOC23687838|XP_011493201.1|AAEG	LOC118507638|XP_035902290.1|ASTE
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC118506605|XP_035899865.1|ASTE
OG0000108	LOC110676965|XP_021702767.1|AAEG, LOC110677941|XP_021705680.1|AAEG, LOC110677634|XP_021704128.1|AAEG, LOC110678781|XP_021707816.1|AAEG	LOC118509668|XP_035906547.1|ASTE, LOC118509663|XP_035906533.1|ASTE
OG0000109	LOC5576150|XP_001662494.2|AAEG	LOC118505426|XP_035897081.1|ASTE
OG0000109	LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC118502869|XP_035891469.1|ASTE
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC118504419|XP_035894746.1|ASTE
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG	LOC118511309|XP_035910114.1|ASTE
OG0000110	LOC5572634|XP_001654133.2|AAEG	LOC118511304|XP_035910107.1|ASTE
OG0000111	LOC5575342|XP_001655720.2|AAEG	LOC118503662|XP_035893080.1|ASTE
OG0000111	LOC5569397|XP_001658489.1|AAEG	LOC118503161|XP_035892015.1|ASTE
OG0000111	LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG	LOC118507965|XP_035903187.1|ASTE
OG0000111	LOC5575341|XP_001655719.1|AAEG	LOC118507089|XP_035900970.1|ASTE
OG0000111	LOC5575343|XP_001655721.2|AAEG	LOC118503024|XP_035891741.1|ASTE
OG0000112	LOC5571712|XP_001659851.2|AAEG	LOC118509575|XP_035906237.1|ASTE, LOC118516425|XP_035918189.1|ASTE
OG0000112	LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC118509754|XP_035906778.1|ASTE
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC118512990|XP_035914139.1|ASTE
OG0000114	LOC5567341|XP_001651771.2|AAEG	LOC118514102|XP_035916561.1|ASTE, LOC118510681|XP_035908737.1|ASTE, LOC118503529|XP_035892807.1|ASTE
OG0000115	LOC110678537|XP_021707228.1|AAEG	LOC118510005|XP_035907283.1|ASTE
OG0000117	LOC110678441|XP_021707035.1|AAEG	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG	LOC118510253|XP_035907732.1|ASTE
OG0000119	LOC5579505|XP_001647805.2|AAEG	LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG	LOC118506630|XP_035899894.1|ASTE
OG0000127	LOC5570221|XP_001659000.1|AAEG	LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC118507218|XP_035901212.1|ASTE
OG0000131	LOC5569886|XP_001658786.2|AAEG	LOC118504381|XP_035894684.1|ASTE
OG0000131	LOC5567003|XP_001651417.1|AAEG, LOC110675426|XP_021696093.1|AAEG, LOC5574105|XP_021696094.1|AAEG, LOC5574024|XP_001661116.2|AAEG, LOC5575071|XP_021703323.1|AAEG, LOC5574026|XP_001661117.2|AAEG, LOC5569884|XP_001658781.1|AAEG	LOC118507054|XP_035900909.1|ASTE, LOC118507053|XP_035900908.1|ASTE
OG0000131	LOC5579956|XP_001658476.2|AAEG	LOC118502872|XP_035891473.1|ASTE
OG0000131	LOC5579962|XP_001658478.3|AAEG	LOC118502877|XP_035891487.1|ASTE
OG0000132	LOC23687395|XP_021702729.1|AAEG, LOC5575509|XP_001655766.1|AAEG, LOC5575510|XP_001655767.1|AAEG	LOC118509218|XP_035905394.1|ASTE
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG	LOC118503160|XP_035892014.1|ASTE
OG0000132	LOC5572507|XP_001660449.1|AAEG	LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC118514038|XP_035916413.1|ASTE
OG0000135	LOC5566939|XP_001651330.3|AAEG, LOC5566915|XP_001651328.1|AAEG, LOC5566916|XP_021701726.1|AAEG, LOC5575185|XP_021709383.1|AAEG, LOC110680213|XP_021711718.1|AAEG, LOC5575186|XP_001655568.1|AAEG, LOC23687635|XP_021706634.1|AAEG	LOC118504599|XP_035895157.1|ASTE, LOC118502450|XP_035890572.1|ASTE
OG0000135	LOC5575188|XP_021708438.1|AAEG	LOC118504593|XP_035895148.1|ASTE
OG0000135	LOC5567035|XP_001651434.2|AAEG, LOC5567034|XP_021706405.1|AAEG	LOC118515262|XP_035917840.1|ASTE, LOC118508259|XP_035903777.1|ASTE
OG0000136	LOC110678395|XP_021706922.1|AAEG, LOC110675888|XP_021697550.1|AAEG, LOC110676016|XP_021698064.1|AAEG, LOC110681546|XP_021713287.1|AAEG, LOC110676210|XP_021698875.1|AAEG, LOC110681549|XP_021713290.1|AAEG, LOC110677818|XP_021705066.1|AAEG, LOC110680982|XP_021712444.1|AAEG, LOC110674324|XP_021694306.1|AAEG	LOC118508014|XP_035903292.1|ASTE
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC5572265|XP_001653950.2|AAEG	LOC118511893|XP_035911416.1|ASTE
OG0000137	LOC5573418|XP_001654592.2|AAEG	LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC5574336|XP_001661370.1|AAEG	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG	LOC118512572|XP_035913082.1|ASTE
OG0000140	LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG	LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE
OG0000140	LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC5579191|XP_001664288.1|AAEG	LOC118508535|XP_035904305.1|ASTE
OG0000143	LOC5579192|XP_001664289.1|AAEG	LOC118508252|XP_035903758.1|ASTE
OG0000143	LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG	LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC118514648|XP_035917567.1|ASTE
OG0000144	LOC5566814|XP_021702581.1|AAEG	LOC118514646|XP_035917563.1|ASTE
OG0000145	LOC5573204|XP_001660745.2|AAEG	LOC118513794|XP_035915873.1|ASTE
OG0000145	LOC5573132|XP_001660748.2|AAEG	LOC118513795|XP_035915874.1|ASTE
OG0000146	LOC5579496|XP_001647795.1|AAEG, LOC5576625|XP_001662780.1|AAEG, LOC5576624|XP_001662779.1|AAEG, LOC5576622|XP_001662777.2|AAEG, LOC5576623|XP_001662778.1|AAEG	LOC118508422|XP_035904084.1|ASTE
OG0000146	LOC5576617|XP_001662771.2|AAEG, LOC5576615|XP_001662769.2|AAEG, LOC5576616|XP_001662770.1|AAEG	LOC118505869|XP_035898185.1|ASTE, LOC118505871|XP_035898187.1|ASTE
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG	LOC118505553|XP_035897399.1|ASTE
OG0000147	LOC5574626|XP_021713234.1|AAEG	LOC118505551|XP_035897397.1|ASTE
OG0000147	LOC5574624|XP_001661539.1|AAEG	LOC118505552|XP_035897398.1|ASTE
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC5566922|XP_021709641.1|AAEG	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE
OG0000148	LOC5576911|XP_001663002.1|AAEG, LOC5578507|XP_001663898.2|AAEG, LOC5578506|XP_021707969.1|AAEG, LOC5569396|XP_001658491.2|AAEG, LOC5578510|XP_001663895.2|AAEG, LOC5573025|XP_001660673.2|AAEG, LOC5573022|XP_001660676.2|AAEG, LOC5567964|XP_001657786.1|AAEG	LOC118509176|XP_035905334.1|ASTE, LOC118509179|XP_035905337.1|ASTE, LOC118509180|XP_035905338.1|ASTE, LOC118509178|XP_035905336.1|ASTE, LOC118509177|XP_035905335.1|ASTE
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC5574294|XP_001661339.1|AAEG	LOC118510089|XP_035907396.1|ASTE
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC5575859|XP_021707900.1|AAEG	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE
OG0000159	LOC5575863|XP_021710525.1|AAEG	LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG	LOC118506638|XP_035899912.1|ASTE
OG0000160	LOC5570210|XP_001658979.2|AAEG	LOC118506173|XP_035898837.1|ASTE
OG0000160	LOC5576801|XP_001662886.2|AAEG	LOC118512315|XP_035912461.1|ASTE
OG0000160	LOC5571520|XP_001659766.2|AAEG	LOC118506878|XP_035900521.1|ASTE
OG0000160	LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC118517712|XP_035920050.1|ASTE
OG0000161	LOC5576860|XP_001662957.2|AAEG	LOC118516980|XP_035918698.1|ASTE
OG0000162	LOC5569868|XP_021703426.1|AAEG	LOC118510542|XP_035908395.1|ASTE
OG0000162	LOC5569869|XP_021703428.1|AAEG	LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC5579047|XP_021708224.1|AAEG	LOC118503426|XP_035892559.1|ASTE
OG0000163	LOC5569937|XP_001658835.2|AAEG	LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE
OG0000163	LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000164	LOC5576221|XP_001655999.2|AAEG	LOC118507409|XP_035901763.1|ASTE
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC5576996|XP_001663099.2|AAEG	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE
OG0000166	LOC5574162|XP_021698426.1|AAEG	LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC5567129|XP_021696791.1|AAEG	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC5568231|XP_001657924.1|AAEG	LOC118512459|XP_035912823.1|ASTE
OG0000170	LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC5569050|XP_021701846.1|AAEG	LOC118514585|XP_035917481.1|ASTE
OG0000173	LOC5569048|XP_001652693.2|AAEG	LOC118514581|XP_035917476.1|ASTE
OG0000173	LOC5569049|XP_001652694.2|AAEG	LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE
OG0000174	LOC5567334|XP_001651755.1|AAEG	LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC5568638|XP_021706832.1|AAEG	LOC118505455|XP_035897148.1|ASTE
OG0000175	LOC5568650|XP_001652484.1|AAEG	LOC118505454|XP_035897147.1|ASTE
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC118516399|XP_035918158.1|ASTE
