Orthogroup	AAEG.longest_only	BCOP.longest_only
OG0000071	LOC5574694|XP_001661593.2|AAEG, LOC5575306|XP_001655680.1|AAEG, LOC23687487|XP_021708065.1|AAEG	LOC119072013|XP_037033026.1|BCOP, LOC119071783|XP_037032737.1|BCOP, LOC119082689|XP_037048157.1|BCOP, LOC119071788|XP_037032744.1|BCOP
OG0000071	LOC5575311|XP_001655685.1|AAEG	LOC119066595|XP_037025045.1|BCOP, LOC119082472|XP_037047886.1|BCOP, LOC119079098|XP_037042811.1|BCOP
OG0000073	LOC5573060|XP_021711274.1|AAEG	LOC119072039|XP_037033052.1|BCOP
OG0000073	LOC5580128|XP_021699254.1|AAEG	LOC119070609|XP_037030924.1|BCOP
OG0000073	LOC5570618|XP_021706389.1|AAEG	LOC119067527|XP_037026453.1|BCOP
OG0000073	LOC5573536|XP_021693962.1|AAEG	LOC119069220|XP_037029092.1|BCOP
OG0000073	LOC5578376|XP_021695142.1|AAEG	LOC119085615|XP_037051934.1|BCOP
OG0000073	LOC5567734|XP_021702094.1|AAEG	LOC119069895|XP_037029990.1|BCOP
OG0000074	LOC5570263|XP_001659044.1|AAEG, LOC5570265|XP_021695509.1|AAEG, LOC5570267|XP_001659048.1|AAEG, LOC5570260|XP_001659041.2|AAEG, LOC5570259|XP_001659040.1|AAEG, LOC5570261|XP_021695511.1|AAEG, LOC5570262|XP_001659043.2|AAEG, LOC5570266|XP_001659047.1|AAEG, LOC5570270|XP_001659051.1|AAEG	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC5573683|XP_001661005.2|AAEG	LOC119066796|XP_037025355.1|BCOP
OG0000076	LOC5569019|XP_021698411.1|AAEG	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC5575395|XP_021710181.1|AAEG	LOC119068533|XP_037028044.1|BCOP
OG0000077	LOC5576244|XP_001656025.1|AAEG	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC110676765|XP_021701591.1|AAEG	LOC119076378|XP_037038990.1|BCOP
OG0000077	LOC5576245|XP_001656026.2|AAEG	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC5565954|XP_001650331.1|AAEG, LOC5565955|XP_001650332.1|AAEG	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC5575539|XP_021703479.1|AAEG	LOC119072413|XP_037033522.1|BCOP
OG0000080	LOC5569491|XP_001658576.2|AAEG, LOC5569492|XP_021711678.1|AAEG	LOC119082209|XP_037047551.1|BCOP, LOC119080227|XP_037044368.1|BCOP
OG0000080	LOC5568575|XP_001652404.1|AAEG, LOC110679863|XP_021711527.1|AAEG	LOC119071114|XP_037031655.1|BCOP
OG0000080	LOC5568295|XP_001652172.1|AAEG	LOC119071117|XP_037031661.1|BCOP
OG0000080	LOC5570646|XP_001653282.2|AAEG, LOC5577944|XP_001663616.1|AAEG, LOC5570640|XP_001653284.2|AAEG, LOC5570644|XP_001653283.2|AAEG	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC5563672|XP_001647954.2|AAEG, LOC5563670|XP_001647955.1|AAEG, LOC110674642|XP_021694410.1|AAEG, LOC5574859|XP_001661683.2|AAEG, LOC5575000|XP_001655474.2|AAEG, LOC5574858|XP_001661682.2|AAEG	LOC119080801|XP_037045266.1|BCOP
OG0000081	LOC5575057|XP_021698854.1|AAEG	LOC119077978|XP_037041256.1|BCOP, LOC119079546|XP_037043429.1|BCOP, LOC119082960|XP_037048502.1|BCOP, LOC119082961|XP_037048503.1|BCOP, LOC119082962|XP_037048504.1|BCOP, LOC119066874|XP_037025443.1|BCOP, LOC119066603|XP_037025061.1|BCOP, LOC119083562|XP_037049185.1|BCOP, LOC119069899|XP_037030006.1|BCOP, LOC119080371|XP_037044567.1|BCOP
OG0000082	LOC5564964|XP_001649312.1|AAEG, LOC110679581|XP_021710387.1|AAEG, LOC5564963|XP_001649311.2|AAEG, LOC5571193|XP_001653509.1|AAEG	LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC5567014|XP_021703510.1|AAEG, LOC5567009|XP_001651411.2|AAEG, LOC5567015|XP_001651410.1|AAEG	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP, LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC5574209|XP_021708028.1|AAEG, LOC110680256|XP_021711765.1|AAEG	LOC119085264|XP_037051509.1|BCOP
OG0000084	LOC5578641|XP_001663979.1|AAEG, LOC5575485|XP_001662002.2|AAEG, LOC5574084|XP_001661156.1|AAEG, LOC5574114|XP_021696129.1|AAEG	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC5578054|XP_021695960.1|AAEG	LOC119078404|XP_037041802.1|BCOP, LOC119075491|XP_037037853.1|BCOP, LOC119078406|XP_037041805.1|BCOP, LOC119075492|XP_037037854.1|BCOP, LOC119082788|XP_037048277.1|BCOP, LOC119079916|XP_037043902.1|BCOP, LOC119073099|XP_037034308.1|BCOP, LOC119077221|XP_037040300.1|BCOP
OG0000085	LOC5574792|XP_001655347.2|AAEG	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC5575040|XP_001661772.2|AAEG	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC5565379|XP_001649705.1|AAEG, LOC5565357|XP_001649701.1|AAEG, LOC5565382|XP_001649702.1|AAEG, LOC5565390|XP_001649703.1|AAEG, LOC5565391|XP_001649704.1|AAEG, LOC5565356|XP_001649700.1|AAEG, LOC5565381|XP_001649699.1|AAEG, LOC5565397|XP_001649698.1|AAEG, LOC5565363|XP_001649697.1|AAEG	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC5565393|XP_001649714.1|AAEG, LOC5565362|XP_001649713.1|AAEG	LOC119075763|XP_037038198.1|BCOP, LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC5573732|XP_001654757.1|AAEG	LOC119079125|XP_037042849.1|BCOP
OG0000089	LOC5577489|XP_001663407.1|AAEG	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC5575826|XP_021694449.1|AAEG	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC110676106|XP_021698339.1|AAEG, LOC5564238|XP_021698338.1|AAEG	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000089	LOC5567576|XP_021704212.1|AAEG, LOC5576272|XP_021707542.1|AAEG	LOC119085328|XP_037051605.1|BCOP
OG0000090	LOC5570363|XP_001659077.2|AAEG	LOC119078560|XP_037042023.1|BCOP
OG0000090	LOC5570364|XP_001659080.1|AAEG, LOC5570370|XP_021706827.1|AAEG	LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC5578943|XP_021693136.1|AAEG	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC5579216|XP_021706364.1|AAEG	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC5564428|XP_001648774.2|AAEG	LOC119079604|XP_037043490.1|BCOP, LOC119071531|XP_037032313.1|BCOP
OG0000093	LOC5564858|XP_021706118.1|AAEG	LOC119070006|XP_037030164.1|BCOP
OG0000094	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP
OG0000094	LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG	LOC119081968|XP_037047175.1|BCOP
OG0000098	LOC5564750|XP_001649107.2|AAEG, LOC5564756|XP_001649108.2|AAEG, LOC5579927|XP_001652216.1|AAEG, LOC5579928|XP_001652217.1|AAEG, LOC5579933|XP_001652222.1|AAEG, LOC5579929|XP_001652218.2|AAEG, LOC5564759|XP_001649106.2|AAEG, LOC5564753|XP_021705962.1|AAEG, LOC5564757|XP_001649103.2|AAEG, LOC5579926|XP_021705958.1|AAEG, LOC5571141|XP_021700263.1|AAEG, LOC5564748|XP_001649101.2|AAEG, LOC5564758|XP_001649094.1|AAEG, LOC5564760|XP_001649093.1|AAEG, LOC23687786|XP_021705963.1|AAEG, LOC5564749|XP_001649097.2|AAEG, LOC5575451|XP_021700373.1|AAEG, LOC5575453|XP_001661969.1|AAEG, LOC5564764|XP_001649100.3|AAEG, LOC5564763|XP_001649098.2|AAEG, LOC5564751|XP_001649095.1|AAEG	LOC119076678|XP_037039470.1|BCOP, LOC119078741|XP_037042332.1|BCOP
OG0000099	LOC5569666|XP_001652930.1|AAEG, LOC5572942|XP_001660657.2|AAEG	LOC119079068|XP_037042772.1|BCOP, LOC119080441|XP_037044699.1|BCOP
OG0000099	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC5567622|XP_021696506.1|AAEG	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC119069719|XP_037029740.1|BCOP
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC23687838|XP_011493201.1|AAEG	LOC119069509|XP_037029482.1|BCOP, LOC119078961|XP_037042605.1|BCOP
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC119080671|XP_037045000.1|BCOP
OG0000108	LOC110676965|XP_021702767.1|AAEG, LOC110677941|XP_021705680.1|AAEG	LOC119068947|XP_037028707.1|BCOP
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC5578455|XP_001656976.1|AAEG	LOC119075248|XP_037037542.1|BCOP
OG0000117	LOC110678441|XP_021707035.1|AAEG	LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC5569886|XP_001658786.2|AAEG, LOC5567003|XP_001651417.1|AAEG, LOC110675426|XP_021696093.1|AAEG, LOC5574105|XP_021696094.1|AAEG, LOC5574024|XP_001661116.2|AAEG, LOC5575071|XP_021703323.1|AAEG, LOC5574026|XP_001661117.2|AAEG, LOC5569884|XP_001658781.1|AAEG, LOC5579956|XP_001658476.2|AAEG, LOC5579962|XP_001658478.3|AAEG, LOC5575036|XP_001661765.2|AAEG	LOC119069243|XP_037029191.1|BCOP, LOC119073673|XP_037035178.1|BCOP
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC119077122|XP_037040188.1|BCOP
OG0000135	LOC5575367|XP_021706401.1|AAEG, LOC5576777|XP_001662864.3|AAEG	LOC119083265|XP_037048841.1|BCOP, LOC119078024|XP_037041326.1|BCOP, LOC119078036|XP_037041342.1|BCOP, LOC119078035|XP_037041341.1|BCOP, LOC119078026|XP_037041331.1|BCOP
OG0000135	LOC110679214|XP_021709045.1|AAEG, LOC5566939|XP_001651330.3|AAEG, LOC5566915|XP_001651328.1|AAEG, LOC5566916|XP_021701726.1|AAEG, LOC5575185|XP_021709383.1|AAEG, LOC110680213|XP_021711718.1|AAEG, LOC5575186|XP_001655568.1|AAEG, LOC23687635|XP_021706634.1|AAEG, LOC5575192|XP_001655570.2|AAEG, LOC5576779|XP_001662866.2|AAEG, LOC23687556|XP_021706633.1|AAEG, LOC5579336|XP_021708777.1|AAEG, LOC5567398|XP_001651778.2|AAEG, LOC5567056|XP_001651422.2|AAEG, LOC5563986|XP_021708567.1|AAEG, LOC5567662|XP_001657609.1|AAEG, LOC5567661|XP_021707479.1|AAEG, LOC5567554|XP_021709294.1|AAEG, LOC5575187|XP_021709972.1|AAEG, LOC5575188|XP_021708438.1|AAEG, LOC5567035|XP_001651434.2|AAEG, LOC5567034|XP_021706405.1|AAEG, LOC110678107|XP_021706402.1|AAEG	LOC119073097|XP_037034306.1|BCOP
OG0000136	LOC110678395|XP_021706922.1|AAEG, LOC110675888|XP_021697550.1|AAEG, LOC110676016|XP_021698064.1|AAEG, LOC110681546|XP_021713287.1|AAEG, LOC110676210|XP_021698875.1|AAEG, LOC110681549|XP_021713290.1|AAEG, LOC110677818|XP_021705066.1|AAEG	LOC119080269|XP_037044424.1|BCOP
OG0000136	LOC110680982|XP_021712444.1|AAEG, LOC110674324|XP_021694306.1|AAEG	LOC119080853|XP_037045322.1|BCOP
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC119075970|XP_037038454.1|BCOP
OG0000137	LOC5574336|XP_001661370.1|AAEG	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC5579191|XP_001664288.1|AAEG	LOC119071652|XP_037032507.1|BCOP
OG0000143	LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC119084638|XP_037050601.1|BCOP
OG0000144	LOC5566814|XP_021702581.1|AAEG	LOC119084631|XP_037050594.1|BCOP
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC119066144|XP_037024335.1|BCOP
OG0000146	LOC5576621|XP_001662776.1|AAEG, LOC110678174|XP_021706489.1|AAEG, LOC5576618|XP_001662772.2|AAEG, LOC5576620|XP_001662775.1|AAEG, LOC110681083|XP_021712550.1|AAEG, LOC5576619|XP_001662773.1|AAEG, LOC5576626|XP_001662781.1|AAEG, LOC5579496|XP_001647795.1|AAEG, LOC5576625|XP_001662780.1|AAEG, LOC5576624|XP_001662779.1|AAEG, LOC5576622|XP_001662777.2|AAEG, LOC5576623|XP_001662778.1|AAEG, LOC5576617|XP_001662771.2|AAEG, LOC5576615|XP_001662769.2|AAEG, LOC5576616|XP_001662770.1|AAEG, LOC5579495|XP_001647794.2|AAEG	LOC119074033|XP_037035870.1|BCOP
OG0000146	LOC5576627|XP_001662782.1|AAEG	LOC119079110|XP_037042826.1|BCOP, LOC119079108|XP_037042824.1|BCOP
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC119083723|XP_037049415.1|BCOP
OG0000147	LOC5574624|XP_001661539.1|AAEG	LOC119069330|XP_037029290.1|BCOP
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC5566922|XP_021709641.1|AAEG	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC5574294|XP_001661339.1|AAEG	LOC119070710|XP_037031058.1|BCOP
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC5569868|XP_021703426.1|AAEG	LOC119072713|XP_037033879.1|BCOP
OG0000162	LOC5569869|XP_021703428.1|AAEG	LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000164	LOC5576221|XP_001655999.2|AAEG	LOC119068878|XP_037028612.1|BCOP
OG0000164	LOC5574446|XP_001661463.1|AAEG	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC110679657|XP_021710758.1|AAEG	LOC119071749|XP_037032679.1|BCOP
OG0000166	LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC119068609|XP_037028163.1|BCOP
OG0000169	LOC5567129|XP_021696791.1|AAEG	LOC119078686|XP_037042236.1|BCOP
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC119068257|XP_037027690.1|BCOP, LOC119080340|XP_037044530.1|BCOP, LOC119071268|XP_037032028.1|BCOP
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC5569050|XP_021701846.1|AAEG	LOC119081516|XP_037046421.1|BCOP
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC119067483|XP_037026379.1|BCOP
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC119071177|XP_037031839.1|BCOP
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC119074666|XP_037036843.1|BCOP
