Orthogroup	AAEG.longest_only	BTRY.longest_only
OG0000087	LOC5565379|XP_001649705.1|AAEG, LOC5565357|XP_001649701.1|AAEG, LOC5565382|XP_001649702.1|AAEG, LOC5565390|XP_001649703.1|AAEG, LOC5565391|XP_001649704.1|AAEG, LOC5565356|XP_001649700.1|AAEG, LOC5565381|XP_001649699.1|AAEG, LOC5565397|XP_001649698.1|AAEG, LOC5565363|XP_001649697.1|AAEG	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC5565393|XP_001649714.1|AAEG, LOC5565362|XP_001649713.1|AAEG	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY, LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC5573732|XP_001654757.1|AAEG	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC5577489|XP_001663407.1|AAEG	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC110676106|XP_021698339.1|AAEG, LOC5564238|XP_021698338.1|AAEG	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC5570363|XP_001659077.2|AAEG, LOC5570364|XP_001659080.1|AAEG, LOC5570370|XP_021706827.1|AAEG	LOC120771351|XP_039955235.1|BTRY, LOC120771989|XP_039956278.1|BTRY, LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY, LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY
OG0000091	LOC5578943|XP_021693136.1|AAEG	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC5579216|XP_021706364.1|AAEG	LOC120769362|XP_039952257.1|BTRY, LOC120773577|XP_039958502.1|BTRY, LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC5564428|XP_001648774.2|AAEG	LOC120766302|XP_039947649.1|BTRY
OG0000094	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG	LOC120772633|XP_039957290.1|BTRY, LOC120772634|XP_039957291.1|BTRY, LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000099	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG	LOC120773645|XP_039958586.1|BTRY, LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC5567622|XP_021696506.1|AAEG	LOC120776874|XP_039963866.1|BTRY, LOC120776871|XP_039963862.1|BTRY, LOC120776875|XP_039963867.1|BTRY, LOC120776632|XP_039963382.1|BTRY, LOC120776631|XP_039963381.1|BTRY
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY, LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC120769260|XP_039952098.1|BTRY, LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY, LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY, LOC120782189|XP_039970265.1|BTRY
OG0000108	LOC110677634|XP_021704128.1|AAEG	LOC120779612|XP_039967894.1|BTRY, LOC120781771|XP_039969936.1|BTRY, LOC120768462|XP_039951098.1|BTRY
OG0000108	LOC110678781|XP_021707816.1|AAEG	LOC120779912|XP_039968191.1|BTRY, LOC120779795|XP_039968105.1|BTRY, LOC120779800|XP_039968109.1|BTRY, LOC120779519|XP_039967783.1|BTRY, LOC120767650|XP_039949753.1|BTRY
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY, LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC120776060|XP_039962460.1|BTRY, LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC120767658|XP_039949764.1|BTRY
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC120769109|XP_039951905.1|BTRY, LOC120769110|XP_039951906.1|BTRY, LOC120769113|XP_039951909.1|BTRY, LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC120777410|XP_039964643.1|BTRY, LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY, LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC120772192|XP_039956592.1|BTRY
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC120768461|XP_039951097.1|BTRY, LOC120771261|XP_039955113.1|BTRY, LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC120779597|XP_039967879.1|BTRY, LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC120775214|XP_039961211.1|BTRY, LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC5569886|XP_001658786.2|AAEG, LOC5567003|XP_001651417.1|AAEG, LOC110675426|XP_021696093.1|AAEG, LOC5574105|XP_021696094.1|AAEG, LOC5574024|XP_001661116.2|AAEG, LOC5575071|XP_021703323.1|AAEG, LOC5574026|XP_001661117.2|AAEG, LOC5569884|XP_001658781.1|AAEG, LOC5579956|XP_001658476.2|AAEG, LOC5579962|XP_001658478.3|AAEG, LOC5575036|XP_001661765.2|AAEG	LOC120777585|XP_039964937.1|BTRY, LOC120774653|XP_039960312.1|BTRY
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY, LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC110678395|XP_021706922.1|AAEG, LOC110675888|XP_021697550.1|AAEG, LOC110676016|XP_021698064.1|AAEG, LOC110681546|XP_021713287.1|AAEG, LOC110676210|XP_021698875.1|AAEG, LOC110681549|XP_021713290.1|AAEG, LOC110677818|XP_021705066.1|AAEG	LOC120781435|XP_039969589.1|BTRY
OG0000136	LOC110680982|XP_021712444.1|AAEG, LOC110674324|XP_021694306.1|AAEG	LOC120780314|XP_039968541.1|BTRY, LOC120779746|XP_039968061.1|BTRY, LOC120768725|XP_039951432.1|BTRY, LOC120767796|XP_039949995.1|BTRY
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC120776700|XP_039963518.1|BTRY, LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC120780350|XP_039968576.1|BTRY
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC120774460|XP_039960049.1|BTRY, LOC120767329|XP_039949207.1|BTRY, LOC120767331|XP_039949208.1|BTRY, LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC120771570|XP_039955573.1|BTRY, LOC120771587|XP_039955596.1|BTRY
OG0000147	LOC5574624|XP_001661539.1|AAEG	LOC120771578|XP_039955585.1|BTRY
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC120774421|XP_039959984.1|BTRY, LOC120774650|XP_039960308.1|BTRY
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY, LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC120772834|XP_039957574.1|BTRY, LOC120781967|XP_039970078.1|BTRY, LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY, LOC120770124|XP_039953238.1|BTRY
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
OG0000156	LOC110678163|XP_021706477.1|AAEG	LOC120769572|XP_039952562.1|BTRY
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC120777699|XP_039965108.1|BTRY
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC120777576|XP_039964918.1|BTRY, LOC120776720|XP_039963559.1|BTRY
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY
OG0000161	LOC5576860|XP_001662957.2|AAEG	LOC120779202|XP_039967408.1|BTRY
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC120770752|XP_039954273.1|BTRY, LOC120767364|XP_039949270.1|BTRY
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY, LOC120768111|XP_039950592.1|BTRY
OG0000164	LOC5576221|XP_001655999.2|AAEG, LOC5574446|XP_001661463.1|AAEG	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC120774127|XP_039959433.1|BTRY
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC120767345|XP_039949237.1|BTRY
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC120766587|XP_039948125.1|BTRY
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC120767715|XP_039949846.1|BTRY
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC120767977|XP_039950322.1|BTRY
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC120768796|XP_039951486.1|BTRY
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC120773413|XP_039958216.1|BTRY
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC120776604|XP_039963324.1|BTRY
OG0000173	LOC5569050|XP_021701846.1|AAEG	LOC120776095|XP_039962512.1|BTRY, LOC120774770|XP_039960477.1|BTRY
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC120772884|XP_039957670.1|BTRY, LOC120773101|XP_039958006.1|BTRY, LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY, LOC120770120|XP_039953233.1|BTRY
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC120766532|XP_039948037.1|BTRY
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC120776096|XP_039962518.1|BTRY, LOC120776103|XP_039962530.1|BTRY
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC120776080|XP_039962483.1|BTRY
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC120775458|XP_039961580.1|BTRY
OG0000178	LOC5575140|XP_021697914.1|AAEG, LOC110675312|XP_021695536.1|AAEG, LOC5575126|XP_001655495.1|AAEG, LOC110680377|XP_021711882.1|AAEG, LOC5575198|XP_001655506.1|AAEG	LOC120770276|XP_039953524.1|BTRY, LOC120770275|XP_039953523.1|BTRY, LOC120770274|XP_039953522.1|BTRY, LOC120770268|XP_039953516.1|BTRY, LOC120770273|XP_039953520.1|BTRY, LOC120770272|XP_039953519.1|BTRY, LOC120770269|XP_039953517.1|BTRY, LOC120770277|XP_039953525.1|BTRY, LOC120779296|XP_039967443.1|BTRY, LOC120770271|XP_039953518.1|BTRY
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC120771923|XP_039956148.1|BTRY, LOC120772290|XP_039956734.1|BTRY
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC120770495|XP_039953948.1|BTRY
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC120771514|XP_039955506.1|BTRY, LOC120777160|XP_039964241.1|BTRY
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC120766634|XP_039948186.1|BTRY, LOC120766685|XP_039948264.1|BTRY
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC120779196|XP_039967400.1|BTRY, LOC120779187|XP_039967387.1|BTRY
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC120777123|XP_039964200.1|BTRY, LOC120769501|XP_039952467.1|BTRY
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC120768418|XP_039951033.1|BTRY, LOC120769400|XP_039952310.1|BTRY, LOC120769399|XP_039952309.1|BTRY
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC120775336|XP_039961412.1|BTRY
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC120780585|XP_039968777.1|BTRY, LOC120780913|XP_039969078.1|BTRY, LOC120780943|XP_039969107.1|BTRY, LOC120780096|XP_039968307.1|BTRY, LOC120780378|XP_039968601.1|BTRY
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC120767237|XP_039949011.1|BTRY
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC120773446|XP_039958265.1|BTRY
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC120774124|XP_039959427.1|BTRY
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC120772720|XP_039957402.1|BTRY
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC120775910|XP_039962236.1|BTRY, LOC120778623|XP_039966441.1|BTRY
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC120773382|XP_039958146.1|BTRY, LOC120778523|XP_039966292.1|BTRY, LOC120778553|XP_039966338.1|BTRY, LOC120776581|XP_039963282.1|BTRY
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC120781145|XP_039969213.1|BTRY, LOC120767758|XP_039949922.1|BTRY, LOC120768920|XP_039951628.1|BTRY
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC120767855|XP_039950093.1|BTRY
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC120779405|XP_039967537.1|BTRY
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC120775973|XP_039962330.1|BTRY
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC120774303|XP_039959768.1|BTRY, LOC120775720|XP_039961965.1|BTRY
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC120779631|XP_039967916.1|BTRY
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC120776329|XP_039962793.1|BTRY, LOC120776328|XP_039962792.1|BTRY, LOC120766475|XP_039947951.1|BTRY, LOC120782423|XP_039970609.1|BTRY
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC120778690|XP_039966574.1|BTRY
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC120772587|XP_039957228.1|BTRY
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC120782796|XP_039971206.1|BTRY, LOC120774023|XP_039959249.1|BTRY
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC120771891|XP_039956094.1|BTRY
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC120772780|XP_039957492.1|BTRY
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC120774794|XP_039960515.1|BTRY
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC120769697|XP_039952760.1|BTRY
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC120766505|XP_039947996.1|BTRY
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC120767923|XP_039950216.1|BTRY, LOC120767979|XP_039950325.1|BTRY
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC120776613|XP_039963337.1|BTRY, LOC120772140|XP_039956500.1|BTRY
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC120773826|XP_039958873.1|BTRY, LOC120771411|XP_039955323.1|BTRY, LOC120772748|XP_039957444.1|BTRY
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC120777620|XP_039965003.1|BTRY, LOC120779185|XP_039967381.1|BTRY, LOC120779184|XP_039967377.1|BTRY
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC120779121|XP_039967248.1|BTRY
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC120774184|XP_039959539.1|BTRY
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC120774183|XP_039959537.1|BTRY
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC120771679|XP_039955736.1|BTRY, LOC120770516|XP_039953988.1|BTRY, LOC120770951|XP_039954598.1|BTRY
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC120777893|XP_039965397.1|BTRY, LOC120777745|XP_039965172.1|BTRY
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC120772685|XP_039957356.1|BTRY, LOC120771418|XP_039955333.1|BTRY
OG0000222	LOC5565435|XP_021710162.1|AAEG	LOC120768107|XP_039950587.1|BTRY
OG0000222	LOC5569881|XP_021703461.1|AAEG	LOC120768249|XP_039950775.1|BTRY, LOC120768098|XP_039950574.1|BTRY
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC120768102|XP_039950581.1|BTRY
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC120770843|XP_039954373.1|BTRY
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC120766328|XP_039947686.1|BTRY, LOC120766993|XP_039948731.1|BTRY
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC120776785|XP_039963705.1|BTRY, LOC120769020|XP_039951796.1|BTRY, LOC120776783|XP_039963703.1|BTRY, LOC120769079|XP_039951872.1|BTRY, LOC120776784|XP_039963704.1|BTRY
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC120780327|XP_039968554.1|BTRY
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC120778329|XP_039966059.1|BTRY, LOC120766410|XP_039947795.1|BTRY
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC120770932|XP_039954575.1|BTRY
