Orthogroup	AAEG.longest_only	DELE.longest_only
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC108142251|XP_017121459.1|DELE, LOC108142847|XP_017122405.1|DELE, LOC108142851|XP_017122408.1|DELE, LOC108142800|XP_017122344.1|DELE
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC108143602|XP_017123614.1|DELE, LOC108143335|XP_017123143.1|DELE, LOC108145905|XP_017127098.1|DELE, LOC108143305|XP_017123108.1|DELE
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC108147660|XP_017129832.1|DELE, LOC108145153|XP_017125862.1|DELE, LOC108143829|XP_017123866.1|DELE
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC108149996|XP_017133417.1|DELE, LOC108148204|XP_017130600.1|DELE, LOC108148205|XP_017130601.1|DELE, LOC108138199|XP_017115809.1|DELE, LOC108142622|XP_017122099.1|DELE
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC108138085|XP_017115560.1|DELE, LOC108138082|XP_017115559.1|DELE
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC108149302|XP_017132242.1|DELE, LOC108149304|XP_017132243.1|DELE, LOC108149305|XP_017132244.1|DELE, LOC108149307|XP_017132247.1|DELE
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC108148033|XP_017130362.1|DELE, LOC108147816|XP_017130059.1|DELE, LOC108144956|XP_017125590.1|DELE, LOC108149318|XP_017132266.1|DELE
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC108135133|XP_017111230.1|DELE, LOC108135026|XP_017111046.1|DELE, LOC108135059|XP_017111091.1|DELE
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC108137071|XP_017114066.1|DELE
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC108144394|XP_017124663.1|DELE
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC108137437|XP_017114591.1|DELE, LOC108139344|XP_017117557.1|DELE, LOC108139343|XP_017117556.1|DELE, LOC108139345|XP_017117558.1|DELE
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC108147769|XP_017129988.1|DELE, LOC108142313|XP_017121554.1|DELE, LOC108141307|XP_017120063.1|DELE, LOC108149198|XP_017132117.1|DELE
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC108144268|XP_017124442.1|DELE, LOC108136864|XP_017113794.1|DELE, LOC108148237|XP_017130642.1|DELE, LOC108148236|XP_017130640.1|DELE, LOC108148239|XP_017130644.1|DELE
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC108144356|XP_017124607.1|DELE, LOC108145410|XP_017126299.1|DELE, LOC108145353|XP_017126231.1|DELE
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC108148774|XP_017131471.1|DELE
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC108136899|XP_017113845.1|DELE
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC108137933|XP_017115374.1|DELE, LOC108137934|XP_017115375.1|DELE
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC108148524|XP_017131051.1|DELE
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC108141207|XP_017119944.1|DELE, LOC108140979|XP_017119537.1|DELE, LOC108141206|XP_017119942.1|DELE, LOC108141242|XP_017119988.1|DELE
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC108145252|XP_017126018.1|DELE, LOC108141660|XP_017120618.1|DELE, LOC108145226|XP_017125977.1|DELE
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC108138513|XP_017116247.1|DELE, LOC108150127|XP_017133582.1|DELE, LOC108141963|XP_017121097.1|DELE, LOC108140011|XP_017118203.1|DELE, LOC108138512|XP_017116246.1|DELE
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC108142383|XP_017121706.1|DELE, LOC108142691|XP_017122189.1|DELE, LOC108142382|XP_017121705.1|DELE, LOC108142380|XP_017121704.1|DELE
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC108138336|XP_017115989.1|DELE, LOC108138353|XP_017116013.1|DELE, LOC108136780|XP_017113631.1|DELE
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC108135231|XP_017111382.1|DELE
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC108135330|XP_017111507.1|DELE
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC108148293|XP_017130752.1|DELE
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC108142433|XP_017121783.1|DELE
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC108148775|XP_017131473.1|DELE
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC108147394|XP_017129319.1|DELE, LOC108147460|XP_017129480.1|DELE, LOC108147461|XP_017129482.1|DELE, LOC108147462|XP_017129483.1|DELE
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC108139146|XP_017117253.1|DELE
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC108134990|XP_017111012.1|DELE, LOC108150545|XP_017134266.1|DELE
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC108136437|XP_017113085.1|DELE
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC108135695|XP_017112026.1|DELE
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC108135691|XP_017112022.1|DELE
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC108135152|XP_017111265.1|DELE
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC108135421|XP_017111634.1|DELE
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC108137776|XP_017115173.1|DELE
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC108137321|XP_017114435.1|DELE, LOC108150480|XP_017134172.1|DELE, LOC108150411|XP_017134058.1|DELE
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC108138203|XP_017115811.1|DELE
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC108148352|XP_017130857.1|DELE, LOC108148353|XP_017130858.1|DELE
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC108134721|XP_017110611.1|DELE
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC108141972|XP_017121112.1|DELE
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC108149372|XP_017132368.1|DELE, LOC108147714|XP_017129926.1|DELE
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC108136672|XP_017113484.1|DELE, LOC108136823|XP_017113716.1|DELE, LOC108147086|XP_017128863.1|DELE, LOC108147258|XP_017129144.1|DELE
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC108139370|XP_017117584.1|DELE, LOC108139135|XP_017117237.1|DELE, LOC108139379|XP_017117594.1|DELE, LOC108139372|XP_017117588.1|DELE
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC108148655|XP_017131279.1|DELE, LOC108148648|XP_017131266.1|DELE, LOC108136063|XP_017112496.1|DELE
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC108142306|XP_017121546.1|DELE, LOC108142266|XP_017121478.1|DELE, LOC108142307|XP_017121547.1|DELE
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC108145388|XP_017126272.1|DELE, LOC108145390|XP_017126274.1|DELE, LOC108145497|XP_017126445.1|DELE
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC108144982|XP_017125624.1|DELE, LOC108146654|XP_017128188.1|DELE, LOC108146671|XP_017128214.1|DELE
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC108150562|XP_017134285.1|DELE
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC108135608|XP_017111911.1|DELE, LOC108136109|XP_017112576.1|DELE
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC108144015|XP_017124129.1|DELE, LOC108144001|XP_017124110.1|DELE
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC108146617|XP_017128152.1|DELE, LOC108145765|XP_017126822.1|DELE, LOC108135191|XP_017111301.1|DELE, LOC108138876|XP_017116891.1|DELE
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC108145657|XP_017126698.1|DELE, LOC108149173|XP_017132069.1|DELE, LOC108149962|XP_017133371.1|DELE
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC108140933|XP_017119487.1|DELE, LOC108140926|XP_017119479.1|DELE, LOC108135739|XP_017112062.1|DELE, LOC108147417|XP_017129344.1|DELE
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC108145485|XP_017126430.1|DELE
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC108145338|XP_017126216.1|DELE
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC108136695|XP_017113508.1|DELE
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC108149517|XP_017132634.1|DELE, LOC108149516|XP_017132633.1|DELE
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC108149326|XP_017132279.1|DELE
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC108141715|XP_017120695.1|DELE
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC108134828|XP_017110771.1|DELE
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC108146171|XP_017127561.1|DELE
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC108137514|XP_017114716.1|DELE, LOC108136587|XP_017113392.1|DELE, LOC108137563|XP_017114777.1|DELE
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC108147337|XP_017129254.1|DELE, LOC108141762|XP_017120750.1|DELE, LOC108137267|XP_017114394.1|DELE, LOC108144967|XP_017125604.1|DELE
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC108140669|XP_017119101.1|DELE
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC108147186|XP_017129021.1|DELE, LOC108147188|XP_017129027.1|DELE, LOC108147190|XP_017129031.1|DELE
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC108141616|XP_017120571.1|DELE
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC108148867|XP_017131656.1|DELE
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC108141476|XP_017120373.1|DELE, LOC108137931|XP_017115370.1|DELE
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC108138955|XP_017117023.1|DELE
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC108147200|XP_017129043.1|DELE, LOC108148528|XP_017131054.1|DELE
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC108148292|XP_017130751.1|DELE
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC108148377|XP_017130891.1|DELE, LOC108148376|XP_017130890.1|DELE
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC108138397|XP_017116065.1|DELE, LOC108147229|XP_017129110.1|DELE, LOC108147084|XP_017128862.1|DELE, LOC108142288|XP_017121523.1|DELE, LOC108142796|XP_017122335.1|DELE
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC108138206|XP_017115814.1|DELE, LOC108138019|XP_017115478.1|DELE, LOC108138031|XP_017115493.1|DELE
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC108147570|XP_017129643.1|DELE, LOC108149948|XP_017133353.1|DELE, LOC108147252|XP_017129138.1|DELE, LOC108149949|XP_017133354.1|DELE
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC108145005|XP_017125659.1|DELE, LOC108145090|XP_017125771.1|DELE
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC108148225|XP_017130629.1|DELE, LOC108134612|XP_017110480.1|DELE, LOC108134673|XP_017110559.1|DELE
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC108138869|XP_017116885.1|DELE
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC108147648|XP_017129795.1|DELE
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC108149997|XP_017133419.1|DELE
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC108145113|XP_017125805.1|DELE, LOC108145054|XP_017125723.1|DELE
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC108140438|XP_017118656.1|DELE, LOC108146750|XP_017128368.1|DELE, LOC108146751|XP_017128369.1|DELE
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC108134763|XP_017110697.1|DELE, LOC108134697|XP_017110583.1|DELE, LOC108145961|XP_017127169.1|DELE
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC108150519|XP_017134229.1|DELE, LOC108150523|XP_017134239.1|DELE
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC108150472|XP_017134154.1|DELE
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC108148107|XP_017130441.1|DELE
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC108148118|XP_017130457.1|DELE
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC108148102|XP_017130436.1|DELE
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC108148861|XP_017131648.1|DELE, LOC108149012|XP_017131847.1|DELE, LOC108148859|XP_017131645.1|DELE, LOC108148945|XP_017131767.1|DELE
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC108148594|XP_017131164.1|DELE, LOC108148713|XP_017131368.1|DELE
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC108137018|XP_017114007.1|DELE
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC108144215|XP_017124378.1|DELE, LOC108144800|XP_017125409.1|DELE, LOC108144851|XP_017125485.1|DELE
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC108140522|XP_017118821.1|DELE, LOC108135817|XP_017112182.1|DELE
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC108141280|XP_017120036.1|DELE
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC108141517|XP_017120435.1|DELE
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC108146864|XP_017128579.1|DELE
OG0000209	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG	LOC108138275|XP_017115916.1|DELE, LOC108138036|XP_017115498.1|DELE, LOC108145108|XP_017125793.1|DELE
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC108142029|XP_017121195.1|DELE, LOC108148044|XP_017130378.1|DELE, LOC108148045|XP_017130380.1|DELE, LOC108147772|XP_017129991.1|DELE, LOC108139448|XP_017117663.1|DELE, LOC108136442|XP_017113092.1|DELE
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC108134596|XP_017110446.1|DELE
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC108138281|XP_017115925.1|DELE, LOC108138178|XP_017115774.1|DELE, LOC108143674|XP_017123674.1|DELE, LOC108138283|XP_017115928.1|DELE
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC108142544|XP_017121961.1|DELE, LOC108149630|XP_017132853.1|DELE
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC108137309|XP_017114423.1|DELE, LOC108144590|XP_017125083.1|DELE, LOC108147107|XP_017128885.1|DELE
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC108143127|XP_017122857.1|DELE, LOC108143241|XP_017123028.1|DELE
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC108150211|XP_017133719.1|DELE, LOC108134806|XP_017110747.1|DELE
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC108137159|XP_017114216.1|DELE
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC108149226|XP_017132147.1|DELE, LOC108137158|XP_017114215.1|DELE, LOC108139476|XP_017117690.1|DELE, LOC108139897|XP_017118090.1|DELE, LOC108139709|XP_017117922.1|DELE, LOC108142406|XP_017121746.1|DELE
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC108145129|XP_017125833.1|DELE, LOC108145100|XP_017125780.1|DELE, LOC108145117|XP_017125817.1|DELE
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC108142264|XP_017121475.1|DELE, LOC108142428|XP_017121777.1|DELE, LOC108142858|XP_017122418.1|DELE
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC108144997|XP_017125646.1|DELE, LOC108139157|XP_017117264.1|DELE, LOC108144996|XP_017125644.1|DELE
OG0000222	LOC5565435|XP_021710162.1|AAEG	LOC108149323|XP_017132273.1|DELE
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC108149222|XP_017132142.1|DELE
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC108141370|XP_017120189.1|DELE
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC108139175|XP_017117286.1|DELE, LOC108139174|XP_017117285.1|DELE, LOC108139179|XP_017117289.1|DELE
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC108150297|XP_017133896.1|DELE, LOC108150300|XP_017133901.1|DELE, LOC108150219|XP_017133751.1|DELE
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC108136906|XP_017113857.1|DELE, LOC108137448|XP_017114626.1|DELE, LOC108143889|XP_017123956.1|DELE, LOC108138042|XP_017115503.1|DELE
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC108147201|XP_017129044.1|DELE
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC108140604|XP_017119004.1|DELE
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC108141260|XP_017120001.1|DELE
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC108135128|XP_017111225.1|DELE, LOC108145089|XP_017125766.1|DELE, LOC108145053|XP_017125722.1|DELE
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC108148837|XP_017131593.1|DELE, LOC108143070|XP_017122772.1|DELE, LOC108143021|XP_017122701.1|DELE
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC108143077|XP_017122782.1|DELE, LOC108143106|XP_017122817.1|DELE, LOC108142926|XP_017122508.1|DELE
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC108137829|XP_017115243.1|DELE, LOC108137774|XP_017115165.1|DELE, LOC108144774|XP_017125376.1|DELE
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC108145110|XP_017125796.1|DELE
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC108142201|XP_017121377.1|DELE, LOC108149121|XP_017132014.1|DELE
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC108142131|XP_017121315.1|DELE, LOC108141937|XP_017121064.1|DELE, LOC108141938|XP_017121068.1|DELE
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	LOC108147219|XP_017129086.1|DELE, LOC108148404|XP_017130926.1|DELE
OG0000240	LOC5569646|XP_001658670.2|AAEG	LOC108135144|XP_017111245.1|DELE, LOC108135156|XP_017111266.1|DELE, LOC108148299|XP_017130770.1|DELE
OG0000241	LOC23687671|XP_011493002.2|AAEG	LOC108136086|XP_017112543.1|DELE, LOC108136110|XP_017112578.1|DELE
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	LOC108144313|XP_017124500.1|DELE
OG0000247	LOC5576416|XP_001656119.2|AAEG	LOC108146823|XP_017128503.1|DELE, LOC108146822|XP_017128502.1|DELE, LOC108146911|XP_017128642.1|DELE
OG0000248	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG	LOC108135624|XP_017111932.1|DELE, LOC108135598|XP_017111898.1|DELE, LOC108149706|XP_017132961.1|DELE, LOC108147164|XP_017129028.1|DELE
OG0000249	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG	LOC108149558|XP_017132685.1|DELE, LOC108140200|XP_017118392.1|DELE, LOC108149557|XP_017132684.1|DELE, LOC108149271|XP_017132203.1|DELE
OG0000250	LOC5571080|XP_021709029.1|AAEG	LOC108138222|XP_017115830.1|DELE, LOC108138286|XP_017115932.1|DELE, LOC108138221|XP_017115829.1|DELE
OG0000251	LOC5577369|XP_001656451.2|AAEG	LOC108134912|XP_017110914.1|DELE, LOC108144239|XP_017124407.1|DELE, LOC108150204|XP_017133704.1|DELE
OG0000255	LOC5565728|XP_021704701.1|AAEG	LOC108149719|XP_017132974.1|DELE, LOC108137541|XP_017114757.1|DELE
OG0000256	LOC5569083|XP_021703049.1|AAEG	LOC108145169|XP_017125889.1|DELE, LOC108145173|XP_017125894.1|DELE
OG0000257	LOC5575078|XP_001661808.2|AAEG	LOC108149711|XP_017132966.1|DELE, LOC108141277|XP_017120033.1|DELE
OG0000260	LOC110680875|XP_021712357.1|AAEG, LOC110680876|XP_021712358.1|AAEG, LOC110674297|XP_021694270.1|AAEG	LOC108145418|XP_017126316.1|DELE, LOC108139374|XP_017117590.1|DELE, LOC108145425|XP_017126323.1|DELE
OG0000261	LOC5565336|XP_001649682.2|AAEG, LOC5578181|XP_001663752.2|AAEG, LOC5578182|XP_001663753.1|AAEG, LOC5579144|XP_011493771.2|AAEG	LOC108149345|XP_017132324.1|DELE, LOC108140038|XP_017118230.1|DELE, LOC108149344|XP_017132323.1|DELE, LOC108149343|XP_017132321.1|DELE
OG0000262	LOC5573277|XP_001654492.2|AAEG	LOC108145010|XP_017125663.1|DELE
OG0000263	LOC5577600|XP_001656586.1|AAEG	LOC108137953|XP_017115401.1|DELE
OG0000263	LOC5564389|XP_021702234.1|AAEG	LOC108144903|XP_017125554.1|DELE
OG0000264	LOC5571230|XP_021707007.1|AAEG	LOC108137571|XP_017114787.1|DELE, LOC108137570|XP_017114786.1|DELE, LOC108144045|XP_017124174.1|DELE
OG0000267	LOC5571519|XP_001659769.2|AAEG, LOC5567918|XP_001651958.2|AAEG	LOC108148448|XP_017130972.1|DELE, LOC108148968|XP_017131795.1|DELE
OG0000268	LOC5579386|XP_021708657.1|AAEG	LOC108148202|XP_017130598.1|DELE, LOC108148201|XP_017130596.1|DELE
OG0000269	LOC5579074|XP_021694076.1|AAEG	LOC108148907|XP_017131711.1|DELE
