Orthogroup	AAEG.longest_only	DMEL.longest_only
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL, CG7460|NP_649004.1|DMEL, CG7737|NP_001286308.1|DMEL
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	Fbp2|NP_523522.1|DMEL, CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL
OG0000105	LOC5576020|XP_001662355.3|AAEG	Or67a|NP_524005.2|DMEL, Or85d|NP_524281.1|DMEL, Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	CG17097|NP_609429.1|DMEL, CG18284|NP_609428.1|DMEL, CG31872|NP_723603.1|DMEL
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	CG18301|NP_609419.1|DMEL, Lip4|NP_001260356.1|DMEL
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	CG32379|NP_729252.2|DMEL, CG8562|NP_648118.1|DMEL, CG18417|NP_648119.1|DMEL, CG8560|NP_648120.3|DMEL
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	Obp56a|NP_611442.1|DMEL, Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL, CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	CG44271|NP_001285689.1|DMEL, CG43058|NP_001246302.1|DMEL, dgrn|NP_649596.1|DMEL, elfless|NP_001163003.1|DMEL
OG0000114	LOC110677778|XP_021704869.1|AAEG	CG14933|NP_652566.1|DMEL, CG42486|NP_001162960.1|DMEL
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	CG7953|NP_609683.1|DMEL, CG7916|NP_609682.1|DMEL, CG8997|NP_609681.1|DMEL, CG33306|NP_995706.1|DMEL
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL, Cyp28a5|NP_609694.1|DMEL
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	Npc2e|NP_731439.2|DMEL, Npc2c|NP_649976.1|DMEL, Npc2d|NP_649975.1|DMEL
OG0000120	LOC5565270|XP_021701744.1|AAEG	Roc1a|NP_001138143.2|DMEL
OG0000120	LOC5564301|XP_021698367.1|AAEG	Roc2|NP_610691.1|DMEL
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	CG15369|NP_572542.1|DMEL, CG31313|NP_731919.1|DMEL, Cys|NP_476856.1|DMEL, CG8066|NP_650374.1|DMEL
OG0000122	LOC5567873|XP_001650953.1|AAEG	Or22c|NP_523454.2|DMEL, Or10a|NP_511122.1|DMEL, Or45b|NP_523667.1|DMEL, Or24a|NP_523470.3|DMEL
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	CG3565|NP_611942.1|DMEL, d-cup|NP_650235.1|DMEL, CG15177|NP_649672.1|DMEL, sowi|NP_649671.2|DMEL, sunz|NP_649673.1|DMEL
OG0000124	LOC5566280|XP_001650658.1|AAEG	CG5348|NP_611156.3|DMEL, CG12376|NP_610405.3|DMEL, CG14744|NP_001097232.2|DMEL, CG14743|NP_610408.2|DMEL
OG0000125	LOC5568365|XP_021693932.1|AAEG	Men-b|NP_001163750.1|DMEL
OG0000125	LOC5567037|XP_001651437.2|AAEG	Men|NP_524880.2|DMEL
OG0000125	LOC5568366|XP_001658020.2|AAEG	Menl-1|NP_001027428.1|DMEL, Menl-2|NP_001027424.2|DMEL
OG0000126	LOC5577393|XP_001656475.2|AAEG	Prtl99C|NP_651735.3|DMEL, ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL, CG46191|NP_001303590.1|DMEL, CG46192|NP_001303591.1|DMEL, CG46193|NP_001303592.1|DMEL
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL, CG18745|NP_652648.1|DMEL, CG18747|NP_652650.2|DMEL
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	Ugt49C1|NP_001036565.1|DMEL, Ugt49B1|NP_611563.1|DMEL, Ugt49B2|NP_001097859.4|DMEL
OG0000129	LOC5570205|XP_001658987.1|AAEG	Fum1|NP_572339.1|DMEL, Fum3|NP_648467.1|DMEL, Fum4|NP_723527.1|DMEL, Fum2|NP_727109.2|DMEL
OG0000130	LOC110678700|XP_021707606.1|AAEG	CG7386|NP_648036.1|DMEL, CG10274|NP_001097525.1|DMEL, D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL, CG7142|NP_650703.1|DMEL
OG0000134	LOC5577061|XP_021701840.1|AAEG	eff|NP_731941.1|DMEL
OG0000134	LOC5565848|XP_021703610.1|AAEG	Ubc2|NP_477137.1|DMEL
OG0000137	LOC5573872|XP_001654897.1|AAEG	Rm62|NP_524243.2|DMEL
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	CG10077|NP_648062.2|DMEL
OG0000137	LOC5574336|XP_001661370.1|AAEG	CG14443|NP_572330.2|DMEL
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	grass|NP_651543.1|DMEL
OG0000141	LOC23687505|XP_011493093.2|AAEG	GstO1|NP_648237.1|DMEL, GstO2|NP_729388.1|DMEL, se|NP_648235.1|DMEL, GstO3|NP_648234.1|DMEL
OG0000142	LOC5563980|XP_021706951.1|AAEG	nAChRalpha1|NP_001262916.1|DMEL
OG0000142	LOC5575838|XP_021694433.1|AAEG	nAChRalpha4|NP_001097669.2|DMEL
OG0000142	LOC5564067|XP_021704010.1|AAEG	nAChRalpha3|NP_525079.3|DMEL
OG0000143	LOC5569420|XP_001658512.3|AAEG	GNBP1|NP_524142.2|DMEL
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	GNBP2|NP_524141.1|DMEL
OG0000144	LOC110679012|XP_021708568.1|AAEG	dpr9|NP_996215.1|DMEL
OG0000144	LOC5567664|XP_021706076.1|AAEG	dpr8|NP_727781.1|DMEL
OG0000144	LOC5574025|XP_021702584.1|AAEG	dpr21|NP_001163838.2|DMEL
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	Idgf4|NP_511101.2|DMEL, Idgf3|NP_477256.1|DMEL, Idgf1|NP_477258.1|DMEL, Idgf2|NP_477257.2|DMEL
OG0000147	LOC5569310|XP_001658443.1|AAEG	CG6180|NP_609588.1|DMEL
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	CG17919|NP_649644.1|DMEL, CG10298|NP_649643.1|DMEL
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	CG31954|NP_722915.1|DMEL
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	Try29F|NP_523518.2|DMEL
OG0000149	LOC5563606|XP_021705225.1|AAEG	Obp28a|NP_523505.1|DMEL, Obp19d|NP_523421.2|DMEL
OG0000152	LOC5575678|XP_021701219.1|AAEG	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	Sp212|NP_996209.2|DMEL, CG9649|NP_650343.1|DMEL, CG31326|NP_650344.2|DMEL
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL, Or71a|NP_524078.2|DMEL
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	CG7548|NP_648131.1|DMEL, CG8543|NP_648126.1|DMEL, CG8541|NP_648127.1|DMEL
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	CG13869|NP_611458.2|DMEL, CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	slif|NP_649428.1|DMEL
OG0000159	LOC5571884|XP_021709766.1|AAEG	CG5535|NP_649019.2|DMEL, CG7255|NP_001036607.1|DMEL
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL, hoe1|NP_608876.1|DMEL
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	Lsp1gamma|NP_523868.1|DMEL, Lsp1beta|NP_476624.1|DMEL, Lsp1alpha|NP_511138.2|DMEL
OG0000165	LOC5577042|XP_001663138.2|AAEG	DIP1|NP_728449.1|DMEL, blanks|NP_647966.1|DMEL, CG12493|NP_647927.3|DMEL
OG0000166	LOC5576995|XP_001663097.2|AAEG	Cht8|NP_611542.2|DMEL
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	Cht9|NP_611543.3|DMEL, Cht4|NP_524962.2|DMEL
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	CG6000|NP_651210.3|DMEL
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	CG15155|NP_609868.1|DMEL, CG5783|NP_609869.1|DMEL
OG0000171	LOC5567018|XP_001651408.2|AAEG	nAChRalpha5|NP_001356885.1|DMEL
OG0000171	LOC5569979|XP_001658863.2|AAEG	nAChRalpha6|NP_995675.1|DMEL
OG0000171	LOC5569480|XP_021702656.1|AAEG	nAChRalpha7|NP_001162795.1|DMEL
OG0000172	LOC5579310|XP_021695514.1|AAEG	promL|NP_647770.1|DMEL
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	CG42566|NP_001097421.2|DMEL, CG13510|NP_611700.2|DMEL
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	Or43a|NP_523647.2|DMEL, Or30a|NP_523520.2|DMEL, Or49b|NP_523721.1|DMEL
OG0000175	LOC5576664|XP_001656201.1|AAEG	CG6723|NP_650069.2|DMEL
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	CG42235|NP_651446.2|DMEL
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	Cyp1|NP_523366.2|DMEL
OG0000177	LOC5567075|XP_021712916.1|AAEG	Moca-cyp|NP_733246.1|DMEL
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	CG1698|NP_610517.1|DMEL, CG8850|NP_725122.2|DMEL
OG0000179	LOC5578675|XP_021711080.1|AAEG	CG15279|NP_609726.1|DMEL
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	CG3348|NP_652261.1|DMEL, CG14246|NP_652260.1|DMEL
OG0000182	LOC23687553|XP_011493157.1|AAEG	CG31548|NP_730974.1|DMEL
OG0000182	LOC5569767|XP_001652982.2|AAEG	CG12171|NP_649563.1|DMEL, CG31549|NP_730972.2|DMEL
OG0000183	LOC5573015|XP_001654343.1|AAEG	eIF4E7|NP_726718.1|DMEL, eIF4E6|NP_651654.1|DMEL, eIF4E4|NP_648052.1|DMEL, eIF4E1|NP_524829.1|DMEL
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	CG18585|NP_609132.1|DMEL, CG7025|NP_609133.2|DMEL
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	CG31960|NP_722942.1|DMEL, azot|NP_610336.1|DMEL, Acam|NP_476988.1|DMEL, CG30378|NP_724628.1|DMEL
OG0000186	LOC5571177|XP_001653481.2|AAEG	feo|NP_572658.2|DMEL, sofe|NP_572659.2|DMEL
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	CG14693|NP_001262467.1|DMEL, CG8958|NP_573105.1|DMEL, CG12698|NP_573100.1|DMEL
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	Rbp9|NP_001259974.1|DMEL
OG0000189	LOC5570204|XP_001658986.1|AAEG	elav|NP_525033.1|DMEL
OG0000190	LOC5571981|XP_021711697.1|AAEG	Pkcdelta|NP_572797.3|DMEL
OG0000191	LOC5569575|XP_021699738.1|AAEG	Spn42Da|NP_524955.2|DMEL, Spn42Db|NP_610244.2|DMEL
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	CG14720|NP_650108.2|DMEL, CG34429|NP_001097598.1|DMEL, CG34428|NP_001097597.2|DMEL
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	Pgant4|NP_001137779.1|DMEL, CG31776|NP_722909.2|DMEL, Pgant6|NP_647749.2|DMEL
OG0000196	LOC5575664|XP_021703961.1|AAEG	beat-IIIa|NP_001188828.1|DMEL, beat-IIIb|NP_788071.3|DMEL
OG0000196	LOC5575663|XP_021703962.1|AAEG	beat-IIIc|NP_724042.1|DMEL
OG0000197	LOC5563985|XP_021710647.1|AAEG	CG9503|NP_572987.1|DMEL
OG0000197	LOC5563957|XP_021710648.1|AAEG	CG45065|NP_001285251.1|DMEL
OG0000197	LOC5563981|XP_001648302.1|AAEG	CG9518|NP_572979.1|DMEL
OG0000200	LOC5575967|XP_001662326.1|AAEG	CG31445|NP_651689.1|DMEL, CG11951|NP_001350853.2|DMEL, SP1029|NP_652618.1|DMEL
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	CG13833|NP_651111.1|DMEL, CG17121|NP_651114.1|DMEL
OG0000202	LOC5570233|XP_001659012.2|AAEG	Mdh2|NP_650696.1|DMEL
OG0000203	LOC5574223|XP_021704325.1|AAEG	CG30103|NP_725682.2|DMEL, veil|NP_611217.1|DMEL, NT5E-2|NP_611218.1|DMEL
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	Rh6|NP_524368.5|DMEL, Rh2|NP_524398.1|DMEL
OG0000206	LOC110678735|XP_021707698.1|AAEG	gsb|NP_523863.1|DMEL
OG0000206	LOC110678958|XP_021708376.1|AAEG	gsb-n|NP_523862.1|DMEL
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	CG10638|NP_729808.1|DMEL
OG0000209	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG	Spn28Da|NP_001036345.1|DMEL, Spn28F|NP_524957.2|DMEL, Spn38F|NP_524956.2|DMEL, Spn28B|NP_609128.2|DMEL, Spn42Dd|NP_001163067.1|DMEL
OG0000210	LOC5564091|XP_021694803.1|AAEG	CG31664|NP_001356905.1|DMEL, l_1_G0193|NP_572427.1|DMEL
OG0000211	LOC5568897|XP_021693434.1|AAEG	Desat2|NP_650201.1|DMEL, Fad2|NP_651966.2|DMEL
OG0000211	LOC5577524|XP_021711176.1|AAEG	Desat1|NP_652731.1|DMEL
OG0000212	LOC5570819|XP_021702192.1|AAEG	Tep3|NP_523507.2|DMEL, Tep2|NP_523506.1|DMEL, Tep1|NP_523578.1|DMEL
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	Ir76a|NP_001097647.3|DMEL, Ir41a|NP_995744.4|DMEL
OG0000214	LOC5571932|XP_021706883.1|AAEG	Hex-A|NP_524848.1|DMEL, Hex-C|NP_524674.1|DMEL, Hex-t2|NP_733151.2|DMEL
OG0000215	LOC5571612|XP_001659801.1|AAEG	CG7458|NP_649374.1|DMEL, SLC22A|NP_649370.1|DMEL
OG0000216	LOC5572435|XP_001660380.1|AAEG	CG16719|NP_648344.1|DMEL, CG12395|NP_573101.1|DMEL
OG0000217	LOC5578303|XP_021705977.1|AAEG	Pdha|NP_726945.1|DMEL
OG0000217	LOC5566309|XP_001650696.2|AAEG	CG7024|NP_572182.1|DMEL
OG0000219	LOC5578831|XP_001657181.2|AAEG	Tsp42Ed|NP_523630.1|DMEL, Tsp42Ea|NP_525012.2|DMEL, Tsp42Ee|NP_523631.1|DMEL
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	Doc3|NP_648280.1|DMEL, Doc1|NP_648283.1|DMEL, Doc2|NP_648282.1|DMEL
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	Lfg|NP_725236.1|DMEL, CG9722|NP_650341.1|DMEL, Nmda1|NP_523722.1|DMEL
OG0000222	LOC110674010|XP_021703463.1|AAEG	NimB2|NP_723857.1|DMEL
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	GstE12|NP_611964.1|DMEL
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	CG42812|NP_001097901.2|DMEL, CG42811|NP_001189279.1|DMEL, CG13613|NP_001097900.2|DMEL
OG0000226	LOC5567483|XP_001657485.1|AAEG	Ilp1|NP_648359.1|DMEL, Ilp3|NP_648360.2|DMEL, Ilp5|NP_996037.2|DMEL
OG0000228	LOC5579326|XP_021711938.1|AAEG	Tim17b|NP_001015401.1|DMEL, Tim17b1|NP_649526.2|DMEL, CG1724|NP_608439.2|DMEL, Tim17b2|NP_524746.2|DMEL
OG0000229	LOC5577392|XP_021693554.1|AAEG	CG3339|NP_001036762.2|DMEL, kl-5|NP_001015499.4|DMEL
OG0000229	LOC5571171|XP_021711539.1|AAEG	Dhc93AB|NP_001262793.1|DMEL
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	Jhe|NP_523758.3|DMEL, Jhedup|NP_611085.2|DMEL
OG0000232	LOC5571498|XP_001659748.2|AAEG	Zip89B|NP_536747.2|DMEL, Zip42C.2|NP_610231.2|DMEL, Zip42C.1|NP_525107.1|DMEL
OG0000233	LOC5569388|XP_021709263.1|AAEG	neo|NP_651733.1|DMEL, mey|NP_651870.3|DMEL, nyo|NP_651871.2|DMEL
OG0000235	LOC110673981|XP_021704594.1|AAEG	Smvt|NP_651891.2|DMEL, CG2187|NP_651890.1|DMEL, salt|NP_651889.3|DMEL
OG0000236	LOC5575032|XP_001661764.1|AAEG	Hsp60B|NP_524925.1|DMEL, Hsp60C|NP_608948.2|DMEL, Hsp60A|NP_511115.2|DMEL
OG0000237	LOC5564231|XP_021698343.1|AAEG	Eb1|NP_724495.2|DMEL
OG0000237	LOC5570942|XP_001653411.2|AAEG	CG32371|NP_729295.1|DMEL, CG2955|NP_608817.1|DMEL, CG15306|NP_572618.1|DMEL
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	CG31674|NP_610063.4|DMEL, CG9331|NP_788080.1|DMEL, CG31673|NP_724294.1|DMEL
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	Sodh-2|NP_524311.1|DMEL, Sodh-1|NP_477348.1|DMEL
OG0000240	LOC5569646|XP_001658670.2|AAEG	dpr17|NP_731670.1|DMEL, dpr15|NP_731672.1|DMEL, dpr11|NP_788586.1|DMEL
OG0000241	LOC23687671|XP_011493002.2|AAEG	AGO2|NP_730054.1|DMEL
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	CG6967|NP_611185.3|DMEL
OG0000247	LOC5576416|XP_001656119.2|AAEG	Est-P|NP_788501.1|DMEL, Est-6|NP_788500.1|DMEL
OG0000248	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG	Adgf-A|NP_524130.1|DMEL, Adgf-B|NP_649006.2|DMEL, Adgf-E|NP_610977.1|DMEL
OG0000249	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG	CG8360|NP_609195.1|DMEL, CG8353|NP_609196.1|DMEL, CG8349|NP_609197.2|DMEL
OG0000250	LOC5571080|XP_021709029.1|AAEG	Vha68-2|NP_652004.2|DMEL, Vha68-1|NP_523560.2|DMEL, Vha68-3|NP_609595.1|DMEL
OG0000251	LOC5577369|XP_001656451.2|AAEG	Idh3a|NP_001259705.1|DMEL, CG3483|NP_611912.1|DMEL, CG32026|NP_729420.1|DMEL
OG0000255	LOC5565728|XP_021704701.1|AAEG	Cyp6g1|NP_610743.2|DMEL
OG0000256	LOC5569083|XP_021703049.1|AAEG	MFS15|NP_611375.2|DMEL, CG15096|NP_611376.1|DMEL
OG0000257	LOC5575078|XP_001661808.2|AAEG	shu|NP_611837.1|DMEL
OG0000260	LOC110680875|XP_021712357.1|AAEG, LOC110680876|XP_021712358.1|AAEG, LOC110674297|XP_021694270.1|AAEG	CG2127|NP_610375.2|DMEL, CG33340|NP_996281.1|DMEL, CG8701|NP_610376.1|DMEL
OG0000261	LOC5565336|XP_001649682.2|AAEG, LOC5578181|XP_001663752.2|AAEG, LOC5578182|XP_001663753.1|AAEG, LOC5579144|XP_011493771.2|AAEG	Cyp4ac3|NP_608918.1|DMEL, Cyp4ac1|NP_608916.1|DMEL, Cyp4ac2|NP_608917.3|DMEL
OG0000262	LOC5573277|XP_001654492.2|AAEG	Mdr49|NP_523724.2|DMEL
OG0000263	LOC5577600|XP_001656586.1|AAEG	Cpr49Aa|NP_001097285.1|DMEL
OG0000264	LOC5571230|XP_021707007.1|AAEG	CanA-14F|NP_001245717.1|DMEL, Pp2B-14D|NP_523373.2|DMEL, CanA1|NP_524600.3|DMEL
OG0000267	LOC5571519|XP_001659769.2|AAEG, LOC5567918|XP_001651958.2|AAEG	CG15534|NP_651792.1|DMEL, CG15533|NP_651791.2|DMEL
OG0000268	LOC5579386|XP_021708657.1|AAEG	Obp83b|NP_524242.2|DMEL, Obp83a|NP_001287190.1|DMEL
OG0000269	LOC5579074|XP_021694076.1|AAEG	CG6763|NP_651138.1|DMEL
OG0000270	LOC5569156|XP_021698135.1|AAEG, LOC5579039|XP_021698136.1|AAEG, LOC5571203|XP_001659587.1|AAEG, LOC5569761|XP_001652990.2|AAEG, LOC5567887|XP_001651921.1|AAEG, LOC5567886|XP_001651920.1|AAEG, LOC5567884|XP_001651916.1|AAEG, LOC5567883|XP_021710674.1|AAEG, LOC5567885|XP_001651918.1|AAEG, LOC5567893|XP_001651919.1|AAEG	St1|NP_611815.3|DMEL
