Orthogroup	AAEG.longest_only	DGUA.longest_only
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC117586238|XP_034132070.1|DGUA
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC117578519|XP_034119958.1|DGUA
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC117579797|XP_034121756.1|DGUA, LOC117587389|XP_034133934.1|DGUA, LOC117587388|XP_034133933.1|DGUA, LOC117583109|XP_034127185.1|DGUA
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC117588188|XP_034135199.1|DGUA, LOC117589106|XP_034136649.1|DGUA
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC117589745|XP_034137817.1|DGUA, LOC117586422|XP_034132350.1|DGUA, LOC117586439|XP_034132368.1|DGUA, LOC117586438|XP_034132367.1|DGUA
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC117585354|XP_034130689.1|DGUA
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC117584465|XP_034129274.1|DGUA
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC117579137|XP_034120769.1|DGUA, LOC117579140|XP_034120771.1|DGUA, LOC117579139|XP_034120770.1|DGUA, LOC117579141|XP_034120772.1|DGUA
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC117590789|XP_034139634.1|DGUA, LOC117580091|XP_034122239.1|DGUA, LOC117591842|XP_034141099.1|DGUA
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC117590951|XP_034139890.1|DGUA, LOC117588589|XP_034135884.1|DGUA
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC117580661|XP_034123164.1|DGUA, LOC117581224|XP_034124094.1|DGUA, LOC117585197|XP_034130465.1|DGUA, LOC117585201|XP_034130470.1|DGUA
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC117582497|XP_034126172.1|DGUA
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC117584691|XP_034129616.1|DGUA, LOC117584692|XP_034129617.1|DGUA, LOC117584694|XP_034129618.1|DGUA, LOC117584696|XP_034129620.1|DGUA
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC117582588|XP_034126325.1|DGUA, LOC117590401|XP_034138890.1|DGUA
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC117583187|XP_034127279.1|DGUA, LOC117583191|XP_034127285.1|DGUA, LOC117583192|XP_034127286.1|DGUA
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC117588310|XP_034135390.1|DGUA
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC117591909|XP_034141191.1|DGUA
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC117590268|XP_034138644.1|DGUA, LOC117584909|XP_034129943.1|DGUA, LOC117584907|XP_034129942.1|DGUA
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC117582102|XP_034125557.1|DGUA, LOC117588393|XP_034135538.1|DGUA, LOC117585356|XP_034130696.1|DGUA, LOC117581989|XP_034125375.1|DGUA
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC117586147|XP_034131933.1|DGUA, LOC117586116|XP_034131868.1|DGUA
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC117592304|XP_034141869.1|DGUA, LOC117578607|XP_034120092.1|DGUA, LOC117578608|XP_034120093.1|DGUA, LOC117592510|XP_034142245.1|DGUA
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC117583753|XP_034128164.1|DGUA
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC117589767|XP_034137851.1|DGUA
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC117592294|XP_034141852.1|DGUA
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC117579486|XP_034121276.1|DGUA, LOC117582140|XP_034125615.1|DGUA
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC117586302|XP_034132151.1|DGUA, LOC117586442|XP_034132370.1|DGUA, LOC117586301|XP_034132149.1|DGUA, LOC117586433|XP_034132360.1|DGUA
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC117581834|XP_034125176.1|DGUA, LOC117581848|XP_034125197.1|DGUA
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC117580643|XP_034123127.1|DGUA, LOC117579252|XP_034120930.1|DGUA, LOC117587783|XP_034134618.1|DGUA
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC117587114|XP_034133499.1|DGUA, LOC117587111|XP_034133495.1|DGUA, LOC117587113|XP_034133498.1|DGUA, LOC117587112|XP_034133496.1|DGUA
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA, LOC117586091|XP_034131838.1|DGUA
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC117589485|XP_034137338.1|DGUA
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC117584812|XP_034129823.1|DGUA
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC117582737|XP_034126559.1|DGUA
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC117588859|XP_034136252.1|DGUA
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC117583410|XP_034127589.1|DGUA, LOC117590230|XP_034138594.1|DGUA
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC117589332|XP_034137073.1|DGUA, LOC117589333|XP_034137075.1|DGUA, LOC117589334|XP_034137077.1|DGUA, LOC117589335|XP_034137078.1|DGUA
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC117585694|XP_034131199.1|DGUA
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC117590199|XP_034138533.1|DGUA
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC117588458|XP_034135635.1|DGUA
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC117579028|XP_034120604.1|DGUA
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC117579031|XP_034120607.1|DGUA
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC117585409|XP_034130768.1|DGUA
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC117590246|XP_034138608.1|DGUA
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC117584066|XP_034128699.1|DGUA
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC117580967|XP_034123648.1|DGUA, LOC117582661|XP_034126465.1|DGUA, LOC117582226|XP_034125724.1|DGUA
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC117583999|XP_034128619.1|DGUA
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC117582746|XP_034126577.1|DGUA, LOC117582747|XP_034126578.1|DGUA
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC117582434|XP_034126028.1|DGUA
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC117588221|XP_034135257.1|DGUA
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC117588085|XP_034135045.1|DGUA, LOC117581583|XP_034124825.1|DGUA
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC117589721|XP_034137781.1|DGUA, LOC117589723|XP_034137784.1|DGUA
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC117589779|XP_034137867.1|DGUA, LOC117589704|XP_034137758.1|DGUA, LOC117589705|XP_034137759.1|DGUA
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC117585351|XP_034130686.1|DGUA, LOC117584922|XP_034129963.1|DGUA, LOC117580197|XP_034122464.1|DGUA
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC117579730|XP_034121618.1|DGUA, LOC117579513|XP_034121310.1|DGUA, LOC117579431|XP_034121204.1|DGUA
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA, LOC117578615|XP_034120105.1|DGUA
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC117579769|XP_034121719.1|DGUA, LOC117579414|XP_034121184.1|DGUA
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC117589013|XP_034136524.1|DGUA
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC117580574|XP_034123068.1|DGUA, LOC117579521|XP_034121320.1|DGUA
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC117585809|XP_034131420.1|DGUA, LOC117585807|XP_034131416.1|DGUA
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC117584558|XP_034129407.1|DGUA, LOC117582601|XP_034126355.1|DGUA
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC117584450|XP_034129258.1|DGUA, LOC117584932|XP_034129982.1|DGUA
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC117581657|XP_034124927.1|DGUA
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC117586001|XP_034131724.1|DGUA
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC117586032|XP_034131768.1|DGUA, LOC117585993|XP_034131712.1|DGUA
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC117585602|XP_034131042.1|DGUA
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC117581982|XP_034125365.1|DGUA
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC117584320|XP_034129040.1|DGUA
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC117588130|XP_034135110.1|DGUA
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC117588653|XP_034135980.1|DGUA
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC117585193|XP_034130433.1|DGUA, LOC117581161|XP_034123994.1|DGUA, LOC117579178|XP_034120833.1|DGUA, LOC117580001|XP_034122088.1|DGUA, LOC117579735|XP_034121634.1|DGUA, LOC117580526|XP_034123010.1|DGUA, LOC117592015|XP_034141360.1|DGUA, LOC117579734|XP_034121623.1|DGUA
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC117592099|XP_034141507.1|DGUA, LOC117592093|XP_034141500.1|DGUA
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC117584209|XP_034128872.1|DGUA, LOC117587757|XP_034134579.1|DGUA, LOC117578636|XP_034120137.1|DGUA
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC117586083|XP_034131830.1|DGUA
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC117591099|XP_034140091.1|DGUA
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC117588473|XP_034135656.1|DGUA
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC117582947|XP_034126947.1|DGUA
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC117588265|XP_034135297.1|DGUA, LOC117581207|XP_034124110.1|DGUA
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC117591391|XP_034140528.1|DGUA
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC117583697|XP_034128068.1|DGUA, LOC117583434|XP_034127624.1|DGUA
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC117585578|XP_034131006.1|DGUA
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC117585580|XP_034131008.1|DGUA, LOC117585579|XP_034131007.1|DGUA
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC117590714|XP_034139505.1|DGUA, LOC117589022|XP_034136541.1|DGUA, LOC117579353|XP_034121073.1|DGUA
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC117582424|XP_034126019.1|DGUA, LOC117582423|XP_034126018.1|DGUA
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC117584375|XP_034129112.1|DGUA, LOC117591213|XP_034140249.1|DGUA
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC117590855|XP_034139743.1|DGUA, LOC117580555|XP_034123046.1|DGUA
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC117585412|XP_034130776.1|DGUA, LOC117591421|XP_034140568.1|DGUA, LOC117591398|XP_034140534.1|DGUA
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC117584573|XP_034129434.1|DGUA
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC117590825|XP_034139686.1|DGUA
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC117581459|XP_034124563.1|DGUA
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC117592287|XP_034141839.1|DGUA
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC117590117|XP_034138358.1|DGUA, LOC117580444|XP_034122892.1|DGUA, LOC117579550|XP_034121359.1|DGUA
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC117582595|XP_034126345.1|DGUA, LOC117579194|XP_034120854.1|DGUA
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC117584532|XP_034129373.1|DGUA, LOC117584467|XP_034129279.1|DGUA
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC117584167|XP_034128822.1|DGUA
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC117581037|XP_034123757.1|DGUA
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC117581036|XP_034123756.1|DGUA
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC117581029|XP_034123750.1|DGUA
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC117583596|XP_034127880.1|DGUA, LOC117587582|XP_034134307.1|DGUA, LOC117583597|XP_034127881.1|DGUA
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC117585855|XP_034131496.1|DGUA, LOC117585853|XP_034131492.1|DGUA
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC117586090|XP_034131837.1|DGUA
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC117592623|XP_034142448.1|DGUA, LOC117589329|XP_034137072.1|DGUA, LOC117581838|XP_034125179.1|DGUA, LOC117589338|XP_034137085.1|DGUA
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC117585075|XP_034130230.1|DGUA, LOC117585020|XP_034130152.1|DGUA
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC117591994|XP_034141330.1|DGUA
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC117586721|XP_034132908.1|DGUA
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC117589374|XP_034137176.1|DGUA
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC117581120|XP_034123935.1|DGUA
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC117591040|XP_034140026.1|DGUA, LOC117583719|XP_034128118.1|DGUA, LOC117583144|XP_034127224.1|DGUA
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC117583718|XP_034128116.1|DGUA
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC117581957|XP_034125330.1|DGUA, LOC117582419|XP_034126011.1|DGUA
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC117580458|XP_034122921.1|DGUA, LOC117592198|XP_034141698.1|DGUA
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC117580767|XP_034123352.1|DGUA, LOC117592176|XP_034141667.1|DGUA, LOC117585188|XP_034130427.1|DGUA
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC117579370|XP_034121128.1|DGUA, LOC117579368|XP_034121126.1|DGUA, LOC117579369|XP_034121127.1|DGUA
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC117588705|XP_034136044.1|DGUA, LOC117588708|XP_034136048.1|DGUA, LOC117588709|XP_034136049.1|DGUA, LOC117588706|XP_034136045.1|DGUA, LOC117588707|XP_034136047.1|DGUA, LOC117588710|XP_034136050.1|DGUA, LOC117580570|XP_034123064.1|DGUA, LOC117591010|XP_034139986.1|DGUA
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC117590794|XP_034139640.1|DGUA
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC117582338|XP_034125881.1|DGUA, LOC117590793|XP_034139639.1|DGUA
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC117578470|XP_034119893.1|DGUA, LOC117578472|XP_034119895.1|DGUA, LOC117578468|XP_034119891.1|DGUA
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC117586871|XP_034133059.1|DGUA, LOC117587270|XP_034133741.1|DGUA, LOC117587126|XP_034133516.1|DGUA
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC117578437|XP_034119832.1|DGUA, LOC117589585|XP_034137540.1|DGUA, LOC117578434|XP_034119795.1|DGUA
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC117583988|XP_034128585.1|DGUA
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC117586682|XP_034132828.1|DGUA
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC117585453|XP_034130827.1|DGUA, LOC117585417|XP_034130781.1|DGUA, LOC117585342|XP_034130674.1|DGUA
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC117589392|XP_034137199.1|DGUA, LOC117589393|XP_034137200.1|DGUA, LOC117589386|XP_034137192.1|DGUA
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC117590157|XP_034138434.1|DGUA, LOC117586556|XP_034132610.1|DGUA, LOC117584133|XP_034128778.1|DGUA
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC117583694|XP_034128063.1|DGUA, LOC117583695|XP_034128064.1|DGUA
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC117585095|XP_034130254.1|DGUA
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC117578797|XP_034120414.1|DGUA, LOC117578800|XP_034120420.1|DGUA, LOC117578799|XP_034120418.1|DGUA, LOC117578798|XP_034120416.1|DGUA, LOC117592499|XP_034142236.1|DGUA
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC117586758|XP_034132958.1|DGUA, LOC117582432|XP_034126030.1|DGUA, LOC117581660|XP_034124937.1|DGUA
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC117591474|XP_034140648.1|DGUA, LOC117583397|XP_034127572.1|DGUA, LOC117583402|XP_034127576.1|DGUA
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC117584957|XP_034130045.1|DGUA, LOC117584956|XP_034130044.1|DGUA, LOC117584955|XP_034130043.1|DGUA
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC117590934|XP_034139866.1|DGUA, LOC117582510|XP_034126196.1|DGUA, LOC117587857|XP_034134714.1|DGUA, LOC117591356|XP_034140480.1|DGUA
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC117578458|XP_034119873.1|DGUA
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC117589894|XP_034138055.1|DGUA
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC117581796|XP_034125127.1|DGUA, LOC117582234|XP_034125736.1|DGUA
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	LOC117586408|XP_034132335.1|DGUA, LOC117585159|XP_034130386.1|DGUA
OG0000240	LOC5569646|XP_001658670.2|AAEG	LOC117586430|XP_034132358.1|DGUA, LOC117586382|XP_034132303.1|DGUA, LOC117586041|XP_034131777.1|DGUA
OG0000241	LOC23687671|XP_011493002.2|AAEG	LOC117591277|XP_034140368.1|DGUA, LOC117591768|XP_034140971.1|DGUA, LOC117589445|XP_034137280.1|DGUA
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	LOC117586207|XP_034132039.1|DGUA
OG0000247	LOC5576416|XP_001656119.2|AAEG	LOC117580413|XP_034122852.1|DGUA, LOC117580414|XP_034122853.1|DGUA, LOC117580415|XP_034122854.1|DGUA
OG0000248	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG	LOC117587385|XP_034133929.1|DGUA, LOC117587386|XP_034133931.1|DGUA, LOC117592005|XP_034141344.1|DGUA
OG0000249	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG	LOC117581786|XP_034125106.1|DGUA, LOC117581784|XP_034125104.1|DGUA, LOC117581780|XP_034125094.1|DGUA
OG0000250	LOC5571080|XP_021709029.1|AAEG	LOC117583934|XP_034128507.1|DGUA, LOC117584311|XP_034129028.1|DGUA, LOC117583933|XP_034128506.1|DGUA
OG0000251	LOC5577369|XP_001656451.2|AAEG	LOC117591321|XP_034140419.1|DGUA, LOC117592040|XP_034141402.1|DGUA, LOC117579134|XP_034120766.1|DGUA
OG0000255	LOC5565728|XP_021704701.1|AAEG	LOC117578749|XP_034120326.1|DGUA
OG0000256	LOC5569083|XP_021703049.1|AAEG	LOC117580563|XP_034123060.1|DGUA, LOC117592654|XP_034142489.1|DGUA
OG0000257	LOC5575078|XP_001661808.2|AAEG	LOC117591810|XP_034141011.1|DGUA
OG0000260	LOC110680875|XP_021712357.1|AAEG, LOC110680876|XP_021712358.1|AAEG, LOC110674297|XP_021694270.1|AAEG	LOC117585536|XP_034130946.1|DGUA, LOC117578791|XP_034120405.1|DGUA
OG0000261	LOC5565336|XP_001649682.2|AAEG, LOC5578181|XP_001663752.2|AAEG, LOC5578182|XP_001663753.1|AAEG, LOC5579144|XP_011493771.2|AAEG	LOC117582585|XP_034126323.1|DGUA, LOC117582584|XP_034126322.1|DGUA
OG0000262	LOC5573277|XP_001654492.2|AAEG	LOC117581991|XP_034125381.1|DGUA
OG0000263	LOC5577600|XP_001656586.1|AAEG	LOC117592602|XP_034142375.1|DGUA
