Orthogroup	AAEG.longest_only	DEUG.longest_only
OG0000094	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG	LOC108113907|XP_017080103.1|DEUG, LOC108115240|XP_017082086.1|DEUG
OG0000099	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG	LOC108103645|XP_017064690.1|DEUG
OG0000101	LOC5567622|XP_021696506.1|AAEG	LOC108108528|XP_017072088.1|DEUG, LOC108108399|XP_017071941.1|DEUG, LOC108108398|XP_017071939.1|DEUG, LOC108108525|XP_017072086.1|DEUG, LOC108108529|XP_017072089.1|DEUG, LOC108108526|XP_017072087.1|DEUG
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC108112823|XP_017078615.1|DEUG
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC108104532|XP_017066151.1|DEUG, LOC108113630|XP_017079787.1|DEUG, LOC108112196|XP_017077498.1|DEUG, LOC108112194|XP_017077494.1|DEUG
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG, LOC108108573|XP_017072153.1|DEUG, LOC108106655|XP_017069366.1|DEUG
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC108108275|XP_017071764.1|DEUG, LOC108114429|XP_017080906.1|DEUG
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC108116860|XP_017084411.1|DEUG, LOC108116802|XP_017084339.1|DEUG, LOC108113904|XP_017080100.1|DEUG, LOC108109406|XP_017073392.1|DEUG, LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC108110457|XP_017075013.1|DEUG, LOC108110593|XP_017075180.1|DEUG
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC108110528|XP_017075098.1|DEUG, LOC108111190|XP_017076066.1|DEUG
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC108102707|XP_017063338.1|DEUG, LOC108102709|XP_017063339.1|DEUG, LOC108102713|XP_017063342.1|DEUG, LOC108102757|XP_017063405.1|DEUG
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC108108929|XP_017072669.1|DEUG, LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC108117698|XP_017085724.1|DEUG, LOC108103986|XP_017065262.1|DEUG, LOC108109712|XP_017073832.1|DEUG, LOC108109713|XP_017073833.1|DEUG
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC108115278|XP_017082125.1|DEUG, LOC108106859|XP_017069592.1|DEUG, LOC108115254|XP_017082100.1|DEUG, LOC108103515|XP_017064515.1|DEUG
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC108104065|XP_017065416.1|DEUG, LOC108104064|XP_017065415.1|DEUG
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC108105784|XP_017067999.1|DEUG, LOC108105785|XP_017068000.1|DEUG, LOC108105786|XP_017068001.1|DEUG, LOC108105788|XP_017068004.1|DEUG
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG, LOC108105815|XP_017068045.1|DEUG
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC108108384|XP_017071922.1|DEUG, LOC108108359|XP_017071890.1|DEUG, LOC108108370|XP_017071907.1|DEUG
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC108105484|XP_017067590.1|DEUG
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC108106341|XP_017068810.1|DEUG
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG, LOC108105232|XP_017067189.1|DEUG, LOC108105221|XP_017067172.1|DEUG, LOC108105223|XP_017067174.1|DEUG, LOC108114347|XP_017080817.1|DEUG, LOC108105242|XP_017067206.1|DEUG, LOC108111651|XP_017076671.1|DEUG
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC108111528|XP_017076541.1|DEUG, LOC108117063|XP_017084727.1|DEUG, LOC108104772|XP_017066497.1|DEUG, LOC108110643|XP_017075233.1|DEUG
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC108112716|XP_017078437.1|DEUG, LOC108104451|XP_017066003.1|DEUG, LOC108104471|XP_017066025.1|DEUG, LOC108104442|XP_017065992.1|DEUG
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC108115856|XP_017082970.1|DEUG
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC108116946|XP_017084583.1|DEUG
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC108112733|XP_017078459.1|DEUG, LOC108112731|XP_017078458.1|DEUG
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC108111313|XP_017076197.1|DEUG, LOC108105748|XP_017067954.1|DEUG
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG, LOC108115089|XP_017081825.1|DEUG
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC108109273|XP_017073251.1|DEUG, LOC108109071|XP_017072912.1|DEUG, LOC108115073|XP_017081810.1|DEUG
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC108109745|XP_017073897.1|DEUG, LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC108107960|XP_017071288.1|DEUG, LOC108107809|XP_017071029.1|DEUG, LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG, LOC108105278|XP_017067256.1|DEUG
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC108109201|XP_017073131.1|DEUG
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC108110874|XP_017075610.1|DEUG
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC108115329|XP_017082228.1|DEUG
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC108114102|XP_017080350.1|DEUG
OG0000137	LOC5574336|XP_001661370.1|AAEG	LOC108109729|XP_017073863.1|DEUG
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC108115857|XP_017082972.1|DEUG
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC108109843|XP_017074085.1|DEUG, LOC108109891|XP_017074182.1|DEUG, LOC108109892|XP_017074185.1|DEUG, LOC108109767|XP_017073929.1|DEUG
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC108116624|XP_017084090.1|DEUG
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC108103419|XP_017064365.1|DEUG
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC108108638|XP_017072228.1|DEUG
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC108108427|XP_017071968.1|DEUG
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC108116153|XP_017083378.1|DEUG
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC108102991|XP_017063793.1|DEUG
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC108103172|XP_017064046.1|DEUG, LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC108104138|XP_017065528.1|DEUG
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC108113204|XP_017079230.1|DEUG, LOC108113214|XP_017079257.1|DEUG
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC108110466|XP_017075022.1|DEUG
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC108110421|XP_017074977.1|DEUG
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC108112239|XP_017077549.1|DEUG, LOC108105100|XP_017067024.1|DEUG
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC108115981|XP_017083130.1|DEUG, LOC108116629|XP_017084097.1|DEUG, LOC108115980|XP_017083128.1|DEUG, LOC108115979|XP_017083126.1|DEUG
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC108111678|XP_017076704.1|DEUG, LOC108111649|XP_017076669.1|DEUG, LOC108111679|XP_017076705.1|DEUG, LOC108111639|XP_017076659.1|DEUG, LOC108111677|XP_017076703.1|DEUG
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC108115705|XP_017082765.1|DEUG, LOC108115703|XP_017082764.1|DEUG, LOC108104278|XP_017065729.1|DEUG
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC108104904|XP_017066726.1|DEUG, LOC108102721|XP_017063350.1|DEUG, LOC108102717|XP_017063345.1|DEUG
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG, LOC108104458|XP_017066010.1|DEUG
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC108109175|XP_017073090.1|DEUG, LOC108102719|XP_017063348.1|DEUG, LOC108102720|XP_017063349.1|DEUG
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC108116759|XP_017084269.1|DEUG
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC108108590|XP_017072173.1|DEUG, LOC108118237|XP_017086310.1|DEUG
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC108109583|XP_017073648.1|DEUG, LOC108109571|XP_017073636.1|DEUG
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC108113963|XP_017080166.1|DEUG, LOC108107506|XP_017070537.1|DEUG, LOC108114776|XP_017081375.1|DEUG, LOC108102623|XP_017063221.1|DEUG
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC108104731|XP_017066457.1|DEUG, LOC108111189|XP_017076065.1|DEUG, LOC108103939|XP_017065186.1|DEUG
OG0000164	LOC5574446|XP_001661463.1|AAEG	LOC108112119|XP_017077358.1|DEUG, LOC108112118|XP_017077357.1|DEUG, LOC108112270|XP_017077582.1|DEUG, LOC108112233|XP_017077543.1|DEUG, LOC108113327|XP_017079373.1|DEUG, LOC108112120|XP_017077360.1|DEUG
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC108116818|XP_017084356.1|DEUG, LOC108105911|XP_017068174.1|DEUG, LOC108114219|XP_017080545.1|DEUG, LOC108105909|XP_017068171.1|DEUG, LOC108114424|XP_017080940.1|DEUG, LOC108107519|XP_017070549.1|DEUG
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC108108883|XP_017072590.1|DEUG
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC108108864|XP_017072570.1|DEUG
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC108116623|XP_017084089.1|DEUG
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC108105702|XP_017067901.1|DEUG, LOC108105704|XP_017067904.1|DEUG
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC108105797|XP_017068018.1|DEUG
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC108110562|XP_017075149.1|DEUG
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC108103764|XP_017064873.1|DEUG
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC108108020|XP_017071368.1|DEUG
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC108112315|XP_017077631.1|DEUG, LOC108112309|XP_017077623.1|DEUG
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC108112284|XP_017077595.1|DEUG, LOC108110626|XP_017075214.1|DEUG, LOC108112428|XP_017077760.1|DEUG
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC108116431|XP_017083815.1|DEUG
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC108113595|XP_017079737.1|DEUG, LOC108113596|XP_017079739.1|DEUG, LOC108113597|XP_017079740.1|DEUG
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC108103001|XP_017063808.1|DEUG, LOC108114838|XP_017081474.1|DEUG
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC108116050|XP_017083238.1|DEUG
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC108104857|XP_017066666.1|DEUG, LOC108106368|XP_017068841.1|DEUG
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC108105864|XP_017068126.1|DEUG
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC108115873|XP_017082993.1|DEUG, LOC108113546|XP_017079629.1|DEUG
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC108115246|XP_017082091.1|DEUG
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC108115346|XP_017082257.1|DEUG, LOC108115347|XP_017082258.1|DEUG
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC108118505|XP_017086733.1|DEUG, LOC108115940|XP_017083066.1|DEUG, LOC108114022|XP_017080258.1|DEUG, LOC108117378|XP_017085255.1|DEUG
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC108118335|XP_017086459.1|DEUG, LOC108118334|XP_017086458.1|DEUG
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC108110586|XP_017075172.1|DEUG, LOC108113011|XP_017078918.1|DEUG, LOC108113655|XP_017079815.1|DEUG, LOC108113012|XP_017078920.1|DEUG
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC108117608|XP_017085621.1|DEUG, LOC108117612|XP_017085627.1|DEUG
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC108116245|XP_017083525.1|DEUG, LOC108116287|XP_017083563.1|DEUG, LOC108103618|XP_017064651.1|DEUG, LOC108104933|XP_017066776.1|DEUG
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC108110808|XP_017075528.1|DEUG
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC108105434|XP_017067507.1|DEUG
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC108103891|XP_017065116.1|DEUG
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC108113132|XP_017079125.1|DEUG, LOC108112125|XP_017077364.1|DEUG
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC108116312|XP_017083591.1|DEUG, LOC108114095|XP_017080343.1|DEUG, LOC108114035|XP_017080270.1|DEUG
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC108111230|XP_017076121.1|DEUG, LOC108110615|XP_017075203.1|DEUG, LOC108107714|XP_017070812.1|DEUG
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC108118482|XP_017086703.1|DEUG, LOC108118491|XP_017086714.1|DEUG
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC108118467|XP_017086678.1|DEUG
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC108104331|XP_017065807.1|DEUG
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC108104340|XP_017065823.1|DEUG
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC108104326|XP_017065800.1|DEUG
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC108116098|XP_017083305.1|DEUG, LOC108116028|XP_017083204.1|DEUG, LOC108116073|XP_017083277.1|DEUG
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC108115578|XP_017082578.1|DEUG, LOC108115723|XP_017082785.1|DEUG
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC108105297|XP_017067280.1|DEUG
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC108112094|XP_017077332.1|DEUG, LOC108113373|XP_017079430.1|DEUG, LOC108112195|XP_017077496.1|DEUG
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC108105553|XP_017067681.1|DEUG, LOC108117189|XP_017084979.1|DEUG
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC108107208|XP_017070113.1|DEUG
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC108107200|XP_017070106.1|DEUG
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC108108188|XP_017071623.1|DEUG
OG0000209	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG	LOC108106824|XP_017069550.1|DEUG, LOC108106074|XP_017068420.1|DEUG, LOC108106177|XP_017068589.1|DEUG, LOC108106823|XP_017069548.1|DEUG, LOC108113087|XP_017079022.1|DEUG
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC108113372|XP_017079429.1|DEUG, LOC108110735|XP_017075428.1|DEUG, LOC108111250|XP_017076137.1|DEUG, LOC108117417|XP_017085315.1|DEUG
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC108111762|XP_017076813.1|DEUG
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC108118340|XP_017086463.1|DEUG, LOC108118330|XP_017086447.1|DEUG, LOC108112702|XP_017078412.1|DEUG, LOC108105192|XP_017067132.1|DEUG
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC108107975|XP_017071308.1|DEUG, LOC108102362|XP_017062760.1|DEUG
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC108103160|XP_017064031.1|DEUG, LOC108106596|XP_017069275.1|DEUG, LOC108113535|XP_017079619.1|DEUG
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC108108687|XP_017072280.1|DEUG, LOC108108812|XP_017072487.1|DEUG, LOC108108793|XP_017072457.1|DEUG
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC108114315|XP_017080718.1|DEUG, LOC108103615|XP_017064644.1|DEUG
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC108110307|XP_017074806.1|DEUG
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC108105645|XP_017067822.1|DEUG, LOC108110306|XP_017074805.1|DEUG, LOC108117844|XP_017085881.1|DEUG, LOC108104341|XP_017065825.1|DEUG, LOC108117913|XP_017085948.1|DEUG, LOC108107274|XP_017070204.1|DEUG
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC108112726|XP_017078454.1|DEUG, LOC108112727|XP_017078455.1|DEUG, LOC108112725|XP_017078453.1|DEUG
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC108108283|XP_017071774.1|DEUG, LOC108108280|XP_017071772.1|DEUG, LOC108108277|XP_017071769.1|DEUG
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC108112757|XP_017078500.1|DEUG, LOC108111658|XP_017076677.1|DEUG, LOC108112756|XP_017078498.1|DEUG
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC108107294|XP_017070239.1|DEUG
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC108116582|XP_017084012.1|DEUG, LOC108116577|XP_017084007.1|DEUG, LOC108116576|XP_017084006.1|DEUG
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC108114480|XP_017080987.1|DEUG, LOC108114482|XP_017080989.1|DEUG, LOC108114228|XP_017080583.1|DEUG
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC108115287|XP_017082154.1|DEUG, LOC108118312|XP_017086416.1|DEUG, LOC108117681|XP_017085698.1|DEUG, LOC108105137|XP_017067059.1|DEUG
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC108115757|XP_017082814.1|DEUG
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC108110237|XP_017074714.1|DEUG
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC108112087|XP_017077325.1|DEUG
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC108111478|XP_017076441.1|DEUG, LOC108106240|XP_017068655.1|DEUG, LOC108106357|XP_017068827.1|DEUG
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC108111405|XP_017076344.1|DEUG, LOC108109396|XP_017073381.1|DEUG, LOC108109398|XP_017073385.1|DEUG
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC108109399|XP_017073386.1|DEUG, LOC108109348|XP_017073297.1|DEUG, LOC108109380|XP_017073362.1|DEUG
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC108110470|XP_017075027.1|DEUG, LOC108103375|XP_017064310.1|DEUG, LOC108111853|XP_017076951.1|DEUG
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC108106640|XP_017069335.1|DEUG
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC108109847|XP_017074091.1|DEUG, LOC108104986|XP_017066851.1|DEUG
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC108115423|XP_017082348.1|DEUG, LOC108115538|XP_017082529.1|DEUG, LOC108115539|XP_017082532.1|DEUG
