Orthogroup	AAEG.longest_only	DSIM.longest_only
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC6735023|XP_002082004.1|DSIM
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC6733641|XP_016026602.1|DSIM, LOC6735806|XP_002082719.1|DSIM
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM, LOC27207409|XP_016032345.1|DSIM, LOC6733940|XP_016026992.1|DSIM
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC6731627|XP_002078767.1|DSIM, LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC6727357|XP_002102742.2|DSIM, LOC6737448|XP_039150302.1|DSIM, LOC6737449|XP_002084285.3|DSIM, LOC6728924|XP_002104252.1|DSIM, LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC6731858|XP_002078993.1|DSIM, LOC6731857|XP_016024540.1|DSIM
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC6731848|XP_016024531.1|DSIM, LOC27208206|XP_016024529.1|DSIM
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC6737135|XP_002083982.1|DSIM, LOC6737136|XP_002083983.2|DSIM, LOC6737137|XP_002083984.1|DSIM, LOC6737138|XP_002083985.1|DSIM
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC6735301|XP_002082261.1|DSIM, LOC6735304|XP_002082264.1|DSIM, LOC6739475|XP_002076375.1|DSIM
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC6726584|XP_002107536.1|DSIM, LOC6726167|XP_002107143.1|DSIM, LOC6726553|XP_002107507.1|DSIM, LOC6726552|XP_002107506.1|DSIM
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC6732644|XP_016025356.2|DSIM, LOC6731264|XP_002078422.2|DSIM, LOC6734348|XP_002081369.1|DSIM, LOC6726892|XP_002102294.1|DSIM
OG0000114	LOC110677778|XP_021704869.1|AAEG	LOC27206554|XP_016024717.1|DSIM, LOC27208601|XP_039154398.1|DSIM
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC6732271|XP_016024938.1|DSIM, LOC6732270|XP_002079399.2|DSIM, LOC27208966|XP_016024937.1|DSIM, LOC6732269|XP_002079398.1|DSIM
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC6731055|XP_039150598.1|DSIM, LOC6732291|XP_002079420.1|DSIM
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC6728692|XP_002104028.2|DSIM, LOC6728690|XP_016035360.2|DSIM, LOC6728691|XP_002104027.1|DSIM
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC6724797|XP_002105838.1|DSIM
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC6734025|XP_016027044.1|DSIM
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC6725520|XP_002106533.1|DSIM, LOC6728083|XP_002103435.1|DSIM, LOC6728081|XP_002103433.1|DSIM, LOC6728082|XP_002103434.1|DSIM
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC6730645|XP_016023081.1|DSIM, LOC6725674|XP_016038931.1|DSIM, LOC6733724|XP_039148554.1|DSIM, LOC6730941|XP_039154462.1|DSIM
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC6736097|XP_002082998.1|DSIM, LOC6728300|XP_016034934.1|DSIM, LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM, LOC6726984|XP_002102385.2|DSIM
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC6734813|XP_002081816.1|DSIM, LOC27208977|XP_016026539.1|DSIM, LOC6733578|XP_002080632.2|DSIM, LOC6733588|XP_016026546.1|DSIM
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC6729834|XP_016036531.1|DSIM
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC6728310|XP_002103659.2|DSIM
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC6734770|XP_002081773.1|DSIM, LOC6734769|XP_002081772.2|DSIM
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC6730114|XP_002105407.1|DSIM, LOC6732374|XP_016025028.1|DSIM
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM, LOC6727119|XP_002102512.1|DSIM, LOC6727118|XP_016033595.1|DSIM
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC6735515|XP_016028855.1|DSIM, LOC6735513|XP_016028854.1|DSIM, LOC6727189|XP_039151032.1|DSIM
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC27207923|XP_016038346.1|DSIM, LOC6737662|XP_016031425.1|DSIM, LOC27209404|XP_016024417.1|DSIM, LOC27208978|XP_016038348.1|DSIM
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC6736999|XP_002083846.2|DSIM, LOC6736995|XP_002083842.1|DSIM, LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM, LOC6727586|XP_002102965.1|DSIM
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC6728063|XP_016034682.1|DSIM
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC6731882|XP_016024555.1|DSIM
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC6739695|XP_039150368.1|DSIM
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC6737058|XP_016030680.1|DSIM
OG0000137	LOC5574336|XP_001661370.1|AAEG	LOC27208920|XP_016038337.1|DSIM
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC6739774|XP_016036532.1|DSIM
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC6737298|XP_002084138.1|DSIM, LOC6737296|XP_016031007.1|DSIM, LOC6737295|XP_002084135.1|DSIM, LOC6737294|XP_002084134.2|DSIM
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC6729412|XP_016036060.2|DSIM
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC6740747|XP_016033059.1|DSIM
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC6725439|XP_039152649.1|DSIM
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC6738586|XP_002085390.1|DSIM
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC6738585|XP_002085389.2|DSIM
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC6728034|XP_016034649.1|DSIM
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC6725945|XP_016039294.1|DSIM
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC27207725|XP_016038719.1|DSIM, LOC6732521|XP_002079640.1|DSIM, LOC6732519|XP_002079638.2|DSIM, LOC6732520|XP_002079639.1|DSIM
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC6732125|XP_002079257.2|DSIM
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC6726955|XP_002102357.1|DSIM, LOC6726954|XP_002102356.1|DSIM
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC6730876|XP_016023300.1|DSIM
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC27208895|XP_016024272.1|DSIM
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC6731362|XP_002078516.2|DSIM, LOC6726522|XP_002107478.1|DSIM
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC6729998|XP_002105292.1|DSIM, LOC6729300|XP_002104617.1|DSIM, LOC6729999|XP_016036765.1|DSIM, LOC27206197|XP_039151544.1|DSIM, LOC6730000|XP_016036767.1|DSIM
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC6728123|XP_016034743.1|DSIM, LOC6728126|XP_002103477.1|DSIM, LOC6728125|XP_002103476.2|DSIM
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC6729177|XP_002104498.2|DSIM, LOC6729178|XP_002104499.2|DSIM, LOC27206855|XP_016031941.1|DSIM
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC6737150|XP_002083997.1|DSIM, LOC27206885|XP_039149275.1|DSIM, LOC6737146|XP_002083993.2|DSIM
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM, LOC6733590|XP_002080644.1|DSIM
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC120284218|XP_039148835.1|DSIM, LOC6737096|XP_002083943.2|DSIM, LOC6737097|XP_002083944.2|DSIM
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC6739162|XP_039149829.1|DSIM
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC6738522|XP_002085328.2|DSIM, LOC6738134|XP_016031967.1|DSIM
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC6728996|XP_002104317.1|DSIM, LOC6728997|XP_016035660.1|DSIM
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC6737895|XP_002084723.1|DSIM, LOC27209216|XP_016030017.1|DSIM, LOC6733109|XP_002080186.2|DSIM, LOC6731015|XP_016023502.1|DSIM
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC6736190|XP_002083086.1|DSIM, LOC6730512|XP_016022972.1|DSIM, LOC6725782|XP_016039090.1|DSIM
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC6739845|XP_039153162.1|DSIM, LOC120285585|XP_039154149.1|DSIM, LOC6726615|XP_039154202.1|DSIM, LOC120285633|XP_039154206.1|DSIM, LOC120285238|XP_039152356.1|DSIM, LOC120285320|XP_039153158.1|DSIM, LOC6726616|XP_039153168.1|DSIM, LOC27208883|XP_039153171.1|DSIM, LOC6736878|XP_016030522.1|DSIM, LOC6736817|XP_002083673.1|DSIM
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC27207201|XP_016028816.1|DSIM
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC6735482|XP_002082421.1|DSIM, LOC6735481|XP_016028817.2|DSIM
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC6729334|XP_002104651.1|DSIM
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC6732657|XP_016025370.1|DSIM, LOC6732658|XP_002079775.1|DSIM
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC6732305|XP_039147991.1|DSIM
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC6731680|XP_039154479.1|DSIM
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC27208953|XP_039152349.1|DSIM
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC6736567|XP_016030152.1|DSIM
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC6735740|XP_016029110.1|DSIM, LOC6735737|XP_002082650.1|DSIM
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC6733346|XP_002080403.2|DSIM, LOC6731603|XP_039153037.1|DSIM, LOC6734227|XP_002081256.1|DSIM
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC6728524|XP_016035184.1|DSIM
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC6729686|XP_016036350.1|DSIM
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC6740497|XP_016039622.1|DSIM
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC6729924|XP_002105226.1|DSIM
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC6733762|XP_016026719.1|DSIM, LOC6734112|XP_016027125.2|DSIM
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC6732371|XP_016025021.1|DSIM
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC27206427|XP_016036575.1|DSIM, LOC6729772|XP_016036457.1|DSIM
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC120285037|XP_039151314.1|DSIM
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC6726850|XP_002102252.1|DSIM, LOC27207083|XP_016033359.1|DSIM
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC6724843|XP_016037625.1|DSIM, LOC6729990|XP_016036757.1|DSIM, LOC6737036|XP_002083883.1|DSIM, LOC6737416|XP_016031176.1|DSIM
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC6731373|XP_002078527.1|DSIM, LOC6731374|XP_002078528.1|DSIM
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC6730917|XP_039147417.1|DSIM, LOC27206151|XP_016026406.1|DSIM, LOC27206484|XP_039150846.1|DSIM, LOC27206152|XP_016026408.1|DSIM
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC27209397|XP_039153485.1|DSIM, LOC27209302|XP_016038841.1|DSIM
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC6728604|XP_002103945.1|DSIM, LOC6740155|XP_002077035.1|DSIM, LOC6740153|XP_002077034.2|DSIM
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC6730795|XP_039150946.1|DSIM
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC27206375|XP_016037541.1|DSIM
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC6725779|XP_039152424.1|DSIM
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC6733283|XP_039147301.1|DSIM, LOC6733284|XP_002080347.1|DSIM
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC6728478|XP_002103823.1|DSIM, LOC27209212|XP_016031686.1|DSIM, LOC6737916|XP_002084740.2|DSIM
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC6730872|XP_002078036.1|DSIM, LOC6730871|XP_002078035.1|DSIM, LOC6736531|XP_016030115.1|DSIM
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC27206561|XP_016025274.1|DSIM, LOC6732583|XP_016025268.1|DSIM
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC6732595|XP_016025278.1|DSIM
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC6725972|XP_039153181.1|DSIM
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC120284207|XP_039153182.1|DSIM
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC27206332|XP_016039327.1|DSIM
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC6730036|XP_016036801.1|DSIM, LOC6730035|XP_039151497.1|DSIM, LOC6730034|XP_016036800.1|DSIM, LOC6730037|XP_016036802.1|DSIM
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC6729184|XP_002104505.1|DSIM, LOC6729185|XP_016035832.1|DSIM
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC6727595|XP_016034192.1|DSIM
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC6734918|XP_002081915.1|DSIM, LOC6734915|XP_016028186.1|DSIM, LOC6734917|XP_016028188.1|DSIM
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC6727949|XP_002103304.1|DSIM, LOC6727522|XP_002102902.1|DSIM
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC6736172|XP_002083072.1|DSIM
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC6736171|XP_002083071.1|DSIM
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC6737831|XP_016031606.1|DSIM
OG0000209	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG	LOC6731411|XP_016024029.1|DSIM, LOC6731465|XP_002078616.1|DSIM, LOC6733007|XP_039147191.1|DSIM, LOC6731366|XP_016023970.1|DSIM, LOC6733286|XP_016026188.1|DSIM
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC120285054|XP_039151574.1|DSIM, LOC6730612|XP_039152182.1|DSIM, LOC6740015|XP_016038473.1|DSIM
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC6728351|XP_002103699.1|DSIM, LOC6737597|XP_002084429.1|DSIM
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC6728348|XP_016034972.1|DSIM
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC27206647|XP_016023995.1|DSIM, LOC6731375|XP_016023994.1|DSIM, LOC6732467|XP_002079587.1|DSIM
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC6738736|XP_016032549.1|DSIM, LOC6739267|XP_016025993.2|DSIM
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC27206589|XP_016038690.1|DSIM, LOC6734594|XP_002081602.1|DSIM, LOC6729740|XP_002105046.2|DSIM
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC6739085|XP_002085878.2|DSIM, LOC6739086|XP_002085879.2|DSIM, LOC6739082|XP_039150241.1|DSIM
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC6737470|XP_002084306.2|DSIM, LOC6726102|XP_002107083.1|DSIM
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC6725120|XP_016038097.1|DSIM
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC6725121|XP_002106147.1|DSIM
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC6733309|XP_002080368.1|DSIM, LOC6733306|XP_016026230.1|DSIM, LOC6733310|XP_016026232.1|DSIM
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC6737374|XP_002084212.1|DSIM, LOC6737377|XP_002084215.1|DSIM, LOC6737376|XP_016031117.1|DSIM
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC6734234|XP_002081263.1|DSIM, LOC6728131|XP_002103482.1|DSIM, LOC6734235|XP_016027282.1|DSIM
OG0000222	LOC110674010|XP_021703463.1|AAEG	LOC6732285|XP_002079414.1|DSIM
OG0000224	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG	LOC6736126|XP_016029514.1|DSIM
OG0000225	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG	LOC6729404|XP_016036050.2|DSIM, LOC27206725|XP_016036049.1|DSIM, LOC6729403|XP_002104718.1|DSIM
OG0000226	LOC5567483|XP_001657485.1|AAEG	LOC6737490|XP_002084326.1|DSIM, LOC6737492|XP_002084328.1|DSIM, LOC6737496|XP_002084332.2|DSIM
OG0000228	LOC5579326|XP_021711938.1|AAEG	LOC6726788|XP_002102196.1|DSIM, LOC6740270|XP_002077149.1|DSIM, LOC27206558|XP_016025080.1|DSIM
OG0000229	LOC5577392|XP_021693554.1|AAEG	LOC6739686|XP_016036577.2|DSIM
OG0000229	LOC5571171|XP_021711539.1|AAEG	LOC6727253|XP_016033760.1|DSIM
OG0000230	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG	LOC6734707|XP_016027916.1|DSIM, LOC6734706|XP_002081713.3|DSIM
OG0000232	LOC5571498|XP_001659748.2|AAEG	LOC6727850|XP_002103205.1|DSIM, LOC6740758|XP_002077547.2|DSIM, LOC6733113|XP_002080190.1|DSIM
OG0000233	LOC5569388|XP_021709263.1|AAEG	LOC6730111|XP_016036870.1|DSIM, LOC6730343|XP_039150901.1|DSIM, LOC6730344|XP_016037112.1|DSIM
OG0000235	LOC110673981|XP_021704594.1|AAEG	LOC6730374|XP_002105656.1|DSIM, LOC6730373|XP_016037146.1|DSIM, LOC6730372|XP_016037143.1|DSIM
OG0000236	LOC5575032|XP_001661764.1|AAEG	LOC6730488|XP_002077669.1|DSIM, LOC6731102|XP_016023635.1|DSIM, LOC6725646|XP_016038869.1|DSIM
OG0000237	LOC5564231|XP_021698343.1|AAEG	LOC6733264|XP_039148508.1|DSIM
OG0000237	LOC5570942|XP_001653411.2|AAEG	LOC27207965|XP_016030867.1|DSIM, LOC6730940|XP_002078103.2|DSIM
OG0000238	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG	LOC6733005|XP_016025689.1|DSIM, LOC6733002|XP_016025688.1|DSIM, LOC6733004|XP_002080083.1|DSIM
OG0000239	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG	LOC6728587|XP_002103928.2|DSIM, LOC6727027|XP_002102425.1|DSIM
OG0000240	LOC5569646|XP_001658670.2|AAEG	LOC6728426|XP_016035014.1|DSIM, LOC6728421|XP_039150869.1|DSIM, LOC6726977|XP_016033484.1|DSIM
OG0000241	LOC23687671|XP_011493002.2|AAEG	LOC6738161|XP_016031993.1|DSIM
OG0000246	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG	LOC6734862|XP_016028120.1|DSIM
OG0000247	LOC5576416|XP_001656119.2|AAEG	LOC6737788|XP_002084616.1|DSIM, LOC6737787|XP_002084615.1|DSIM
OG0000248	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG	LOC6738502|XP_016032346.1|DSIM, LOC6738501|XP_002085307.1|DSIM, LOC6734521|XP_002081530.2|DSIM
OG0000249	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG	LOC6731458|XP_002078609.1|DSIM, LOC6731459|XP_002078610.1|DSIM, LOC6731460|XP_002078611.1|DSIM
OG0000250	LOC5571080|XP_021709029.1|AAEG	LOC6732138|XP_039148170.1|DSIM, LOC6732141|XP_016024821.1|DSIM, LOC6732139|XP_016024820.1|DSIM
