Orthogroup	HILL.longest_only	DKIK.longest_only
OG0001621	LOC119660108|XP_037924418.1|HILL	LOC108078058|XP_017027110.1|DKIK
OG0001622	LOC119656639|XP_037919011.1|HILL	LOC108076867|XP_017025389.1|DKIK
OG0001623	LOC119646591|XP_037903012.1|HILL	LOC108074306|XP_017021789.1|DKIK
OG0001624	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL	LOC108082778|XP_017033800.1|DKIK
OG0001625	LOC119653174|XP_037913649.1|HILL	LOC108081529|XP_017032236.1|DKIK
OG0001626	LOC119646282|XP_037902618.1|HILL	LOC108077105|XP_017025788.1|DKIK
OG0001627	LOC119659569|XP_037923651.1|HILL	LOC108084174|XP_017035751.1|DKIK
OG0001628	LOC119659955|XP_037924234.1|HILL	LOC108071990|XP_017018453.1|DKIK
OG0001629	LOC119658826|XP_037922488.1|HILL	LOC108084745|XP_017036545.1|DKIK
OG0001630	LOC119654480|XP_037915829.1|HILL	LOC108084607|XP_017036379.1|DKIK
OG0001631	LOC119660345|XP_037924763.1|HILL	LOC108080818|XP_017031210.1|DKIK
OG0001632	LOC119656711|XP_037919159.1|HILL	LOC108077012|XP_017025580.1|DKIK
OG0001633	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL	LOC108072113|XP_017018623.1|DKIK
OG0001634	LOC119658764|XP_037922390.1|HILL	LOC108082607|XP_017033579.1|DKIK
OG0001635	LOC119660055|XP_037924362.1|HILL	LOC108077864|XP_017026886.1|DKIK
OG0001636	LOC119659847|XP_037924072.1|HILL	LOC108080786|XP_017031142.1|DKIK
OG0001637	LOC119652943|XP_037913260.1|HILL	LOC108073405|XP_017020491.1|DKIK
OG0001638	LOC119651073|XP_037910342.1|HILL	LOC108083401|XP_017034640.1|DKIK, LOC108081971|XP_017032694.1|DKIK
OG0001639	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL	LOC108085273|XP_017037316.1|DKIK, LOC108071377|XP_017017602.1|DKIK, LOC108070621|XP_017016675.1|DKIK
OG0001640	LOC119659939|XP_037924206.1|HILL	LOC108081175|XP_017031720.1|DKIK
OG0001641	LOC119659197|XP_037923087.1|HILL	LOC108084128|XP_017035655.1|DKIK
OG0001642	LOC119654177|XP_037915290.1|HILL	LOC108083877|XP_017035355.1|DKIK, LOC108075077|XP_017022848.1|DKIK
OG0001643	LOC119649971|XP_037908335.1|HILL	LOC108079671|XP_017029558.1|DKIK
OG0001644	LOC119650290|XP_037908848.1|HILL	LOC108075331|XP_017023231.1|DKIK
OG0001645	LOC119655084|XP_037916711.1|HILL	LOC108085134|XP_017037134.1|DKIK
OG0001646	LOC119656068|XP_037918274.1|HILL	LOC108076417|XP_017024746.1|DKIK
OG0001647	LOC119655711|XP_037917661.1|HILL	LOC108081318|XP_017031897.1|DKIK
OG0001648	LOC119649751|XP_037907972.1|HILL	LOC108075147|XP_017022917.1|DKIK
OG0001649	LOC119654460|XP_037915801.1|HILL	LOC108074737|XP_017022395.1|DKIK
OG0001650	LOC119656320|XP_037918700.1|HILL	LOC108082566|XP_017033507.1|DKIK
OG0001651	LOC119658370|XP_037921662.1|HILL	LOC108076425|XP_017024759.1|DKIK
OG0001652	LOC119649034|XP_037906920.1|HILL	LOC108080667|XP_017030988.1|DKIK
OG0001653	LOC119648676|XP_037906396.1|HILL	LOC108070433|XP_017016391.1|DKIK
OG0001654	LOC119653883|XP_037914928.1|HILL	LOC108078195|XP_017027359.1|DKIK
OG0001655	LOC119655938|XP_037918053.1|HILL	LOC108078090|XP_017027171.1|DKIK
OG0001656	LOC119651883|XP_037911629.1|HILL	LOC108075776|XP_017023824.1|DKIK
OG0001657	LOC119647486|XP_037904372.1|HILL	LOC108083095|XP_017034236.1|DKIK
OG0001658	LOC119649775|XP_037908004.1|HILL	LOC108073806|XP_017021069.1|DKIK
OG0001659	LOC119648041|XP_037905398.1|HILL	LOC108084785|XP_017036607.1|DKIK
OG0001660	LOC119649885|XP_037908191.1|HILL	LOC108079752|XP_017029657.1|DKIK
OG0001661	LOC119654424|XP_037915743.1|HILL	LOC108071423|XP_017017662.1|DKIK
OG0001662	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL	LOC108072757|XP_017019518.1|DKIK
OG0001664	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL	LOC108076623|XP_017025038.1|DKIK, LOC108080415|XP_017030636.1|DKIK
OG0001666	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL	LOC108082196|XP_017033007.1|DKIK
OG0001667	LOC119647002|XP_037903655.1|HILL	LOC108072912|XP_017019726.1|DKIK
OG0001669	LOC119648541|XP_037906237.1|HILL	LOC108073293|XP_017020337.1|DKIK, LOC108073294|XP_017020338.1|DKIK
OG0001678	LOC119656538|XP_037918812.1|HILL	LOC108083457|XP_017034716.1|DKIK
OG0001679	LOC119657988|XP_037921133.1|HILL	LOC108074936|XP_017022656.1|DKIK
OG0001680	LOC119657819|XP_037920861.1|HILL	LOC108083502|XP_017034800.1|DKIK
OG0001681	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL	LOC108080175|XP_017030311.1|DKIK
OG0001682	LOC119652960|XP_037913284.1|HILL	LOC108075410|XP_017023323.1|DKIK
OG0001683	LOC119647325|XP_037904184.1|HILL	LOC108074825|XP_017022512.1|DKIK
OG0001684	LOC119660953|XP_037925916.1|HILL	LOC108082652|XP_017033629.1|DKIK
OG0001685	LOC119647007|XP_037903673.1|HILL	LOC108072626|XP_017019346.1|DKIK
OG0001686	LOC119657886|XP_037920953.1|HILL	LOC108077067|XP_017025723.1|DKIK, LOC108082938|XP_017034034.1|DKIK, LOC108073600|XP_017020780.1|DKIK
OG0001687	LOC119658373|XP_037921663.1|HILL	LOC108082908|XP_017033980.1|DKIK
OG0001688	LOC119656875|XP_037919467.1|HILL	LOC108084445|XP_017036142.1|DKIK
OG0001689	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL	LOC108079329|XP_017029119.1|DKIK
OG0001690	LOC119648964|XP_037906811.1|HILL	LOC108084409|XP_017036097.1|DKIK
OG0001691	LOC119658271|XP_037921489.1|HILL, LOC119660760|XP_037925454.1|HILL	LOC108079574|XP_017029407.1|DKIK
OG0001692	LOC119652052|XP_037911916.1|HILL	LOC108085670|XP_017037850.1|DKIK
OG0001693	LOC119658052|XP_037921225.1|HILL	LOC108083477|XP_017034756.1|DKIK, LOC108084535|XP_017036260.1|DKIK
OG0001694	LOC119650616|XP_037909427.1|HILL	LOC108083926|XP_017035413.1|DKIK
OG0001695	LOC119657243|XP_037919985.1|HILL	LOC108081270|XP_017031856.1|DKIK
OG0001696	LOC119660622|XP_037925253.1|HILL	LOC108085883|XP_017038135.1|DKIK
OG0001697	LOC119652005|XP_037911863.1|HILL	LOC108073330|XP_017020381.1|DKIK
OG0001698	LOC119658486|XP_037921860.1|HILL	LOC108074165|XP_017021567.1|DKIK
OG0001699	LOC119651502|XP_037911048.1|HILL	LOC108077601|XP_017026484.1|DKIK
OG0001700	LOC119659448|XP_037923460.1|HILL	LOC108073178|XP_017020173.1|DKIK
OG0001701	LOC119656877|XP_037919470.1|HILL	LOC108070733|XP_017016818.1|DKIK
OG0001702	LOC119652737|XP_037912963.1|HILL	LOC108082020|XP_017032775.1|DKIK
OG0001703	LOC119651551|XP_037911111.1|HILL	LOC108073270|XP_017020317.1|DKIK
OG0001704	LOC119651685|XP_037911314.1|HILL	LOC108073271|XP_017020318.1|DKIK
OG0001705	LOC119650660|XP_037909524.1|HILL	LOC108073467|XP_017020596.1|DKIK
OG0001706	LOC119650414|XP_037909135.1|HILL	LOC108070635|XP_017016694.1|DKIK, LOC108072414|XP_017019011.1|DKIK
OG0001707	LOC119655036|XP_037916644.1|HILL	LOC108071285|XP_017017465.1|DKIK
OG0001708	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL	LOC108084267|XP_017035912.1|DKIK
OG0001709	LOC119658818|XP_037922470.1|HILL	LOC108079900|XP_017029920.1|DKIK
OG0001710	LOC119650640|XP_037909490.1|HILL	LOC108073543|XP_017020715.1|DKIK
OG0001711	LOC119658449|XP_037921781.1|HILL	LOC108084179|XP_017035759.1|DKIK
OG0001712	LOC119656973|XP_037919631.1|HILL	LOC108084572|XP_017036328.1|DKIK
OG0001713	LOC119658767|XP_037922392.1|HILL	LOC108070719|XP_017016801.1|DKIK
OG0001714	LOC119660448|XP_037924929.1|HILL	LOC108080783|XP_017031138.1|DKIK
OG0001715	LOC119651565|XP_037911127.1|HILL	LOC108077123|XP_017025818.1|DKIK
OG0001716	LOC119652970|XP_037913302.1|HILL	LOC108083907|XP_017035392.1|DKIK
OG0001717	LOC119651035|XP_037910280.1|HILL	LOC108077739|XP_017026691.1|DKIK
OG0001718	LOC119650787|XP_037909830.1|HILL	LOC108083703|XP_017035088.1|DKIK, LOC108083628|XP_017034987.1|DKIK
OG0001719	LOC119656637|XP_037919005.1|HILL	LOC108071293|XP_017017479.1|DKIK
OG0001720	LOC119650761|XP_037909780.1|HILL	LOC108071395|XP_017017627.1|DKIK
OG0001721	LOC119652390|XP_037912419.1|HILL	LOC108084922|XP_017036807.1|DKIK
OG0001722	LOC119648853|XP_037906658.1|HILL, LOC119649076|XP_037906998.1|HILL, LOC119650269|XP_037908820.1|HILL	LOC108078783|XP_017028323.1|DKIK
OG0001723	LOC119659078|XP_037922919.1|HILL, LOC119660005|XP_037924311.1|HILL, LOC119649821|XP_037908084.1|HILL	LOC108083503|XP_017034804.1|DKIK
OG0001724	LOC119647260|XP_037904068.1|HILL	LOC108074686|XP_017022294.1|DKIK
OG0001725	LOC119658869|XP_037922558.1|HILL	LOC108073143|XP_017020140.1|DKIK, LOC108073087|XP_017020048.1|DKIK
OG0001726	LOC119650313|XP_037908896.1|HILL	LOC108080474|XP_017030708.1|DKIK, LOC108083620|XP_017034980.1|DKIK
OG0001727	LOC119652567|XP_037912708.1|HILL	LOC108084071|XP_017035578.1|DKIK
OG0001728	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL	LOC108082574|XP_017033520.1|DKIK
OG0001729	LOC119661747|XP_037927141.1|HILL	LOC108072312|XP_017018873.1|DKIK
OG0001730	LOC119646998|XP_037903652.1|HILL	LOC108082187|XP_017032995.1|DKIK
OG0001731	LOC119661387|XP_037926637.1|HILL	LOC108081008|XP_017031432.1|DKIK
OG0001732	LOC119648975|XP_037906825.1|HILL	LOC108082893|XP_017033968.1|DKIK
OG0001733	LOC119646388|XP_037902759.1|HILL	LOC108082340|XP_017033162.1|DKIK
OG0001734	LOC119661548|XP_037926861.1|HILL	LOC108078401|XP_017027747.1|DKIK
OG0001735	LOC119650184|XP_037908668.1|HILL	LOC108078819|XP_017028392.1|DKIK
OG0001736	LOC119661518|XP_037926821.1|HILL	LOC108082623|XP_017033592.1|DKIK, LOC108082622|XP_017033591.1|DKIK
OG0001737	LOC119660090|XP_037924397.1|HILL	LOC108076389|XP_017024712.1|DKIK
OG0001738	LOC119648310|XP_037905918.1|HILL	LOC108077560|XP_017026441.1|DKIK
OG0001739	LOC119660084|XP_037924392.1|HILL	LOC108072432|XP_017019046.1|DKIK
OG0001740	LOC119661112|XP_037926235.1|HILL	LOC108074205|XP_017021633.1|DKIK
OG0001741	LOC119646911|XP_037903510.1|HILL	LOC108084964|XP_017036869.1|DKIK
OG0001742	LOC119649624|XP_037907787.1|HILL	LOC108085149|XP_017037161.1|DKIK
OG0001743	LOC119648346|XP_037905970.1|HILL	LOC108079889|XP_017029901.1|DKIK
OG0001744	LOC119649874|XP_037908212.1|HILL	LOC108076387|XP_017024702.1|DKIK
OG0001745	LOC119660852|XP_037925677.1|HILL	LOC108076523|XP_017024922.1|DKIK
OG0001746	LOC119648796|XP_037906569.1|HILL	LOC108071921|XP_017018370.1|DKIK
OG0001747	LOC119661675|XP_037927040.1|HILL	LOC108072913|XP_017019727.1|DKIK
OG0001748	LOC119648513|XP_037906210.1|HILL	LOC108078963|XP_017028611.1|DKIK
OG0001749	LOC119647052|XP_037903738.1|HILL	LOC108076458|XP_017024828.1|DKIK
OG0001750	LOC119656311|XP_037918690.1|HILL	LOC108076456|XP_017024824.1|DKIK
OG0001751	LOC119647600|XP_037904554.1|HILL	LOC108077527|XP_017026380.1|DKIK
OG0001752	LOC119648958|XP_037906804.1|HILL	LOC108084388|XP_017036070.1|DKIK
OG0001753	LOC119649117|XP_037907046.1|HILL	LOC108079896|XP_017029912.1|DKIK
OG0001754	LOC119661680|XP_037927046.1|HILL	LOC108078433|XP_017027803.1|DKIK
OG0001755	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL	LOC108079770|XP_017029685.1|DKIK
OG0001756	LOC119646516|XP_037902900.1|HILL	LOC108078262|XP_017027490.1|DKIK
OG0001757	LOC119655543|XP_037917390.1|HILL	LOC108074474|XP_017022034.1|DKIK
OG0001758	LOC119648834|XP_037906624.1|HILL	LOC108084781|XP_017036590.1|DKIK
OG0001759	LOC119646476|XP_037902858.1|HILL	LOC108074721|XP_017022353.1|DKIK
OG0001760	LOC119648400|XP_037906104.1|HILL	LOC108074021|XP_017021382.1|DKIK, LOC108079454|XP_017029281.1|DKIK, LOC108077969|XP_017027000.1|DKIK
OG0001761	LOC119652565|XP_037912706.1|HILL	LOC108082578|XP_017033523.1|DKIK
OG0001762	LOC119651874|XP_037911610.1|HILL	LOC108075785|XP_017023833.1|DKIK
OG0001763	LOC119651913|XP_037911667.1|HILL	LOC108075952|XP_017024086.1|DKIK
OG0001764	LOC119659463|XP_037923478.1|HILL	LOC108070651|XP_017016708.1|DKIK
OG0001765	LOC119661249|XP_037926416.1|HILL	LOC108078281|XP_017027532.1|DKIK
OG0001766	LOC119650699|XP_037909613.1|HILL	LOC108074838|XP_017022535.1|DKIK
OG0001767	LOC119647214|XP_037903968.1|HILL	LOC108085337|XP_017037383.1|DKIK
OG0001768	LOC119654969|XP_037916560.1|HILL	LOC108086140|XP_017038485.1|DKIK
OG0001769	LOC119652173|XP_037912046.1|HILL	LOC108074323|XP_017021816.1|DKIK
OG0001770	LOC119647062|XP_037903747.1|HILL	LOC108077189|XP_017025922.1|DKIK
OG0001771	LOC119651116|XP_037910422.1|HILL	LOC108079687|XP_017029582.1|DKIK
OG0001772	LOC119646829|XP_037903376.1|HILL	LOC108081559|XP_017032267.1|DKIK
OG0001772	LOC119661431|XP_037926704.1|HILL	LOC108077220|XP_017025965.1|DKIK
OG0001773	LOC119652398|XP_037912433.1|HILL	LOC108082059|XP_017032826.1|DKIK
OG0001774	LOC119647111|XP_037903818.1|HILL	LOC108074744|XP_017022406.1|DKIK
OG0001776	LOC119651493|XP_037911035.1|HILL	LOC108082809|XP_017033857.1|DKIK
OG0001777	LOC119650180|XP_037908664.1|HILL	LOC108072859|XP_017019664.1|DKIK
OG0001778	LOC119653702|XP_037914504.1|HILL	LOC108072554|XP_017019219.1|DKIK
OG0001779	LOC119651725|XP_037911377.1|HILL	LOC108074494|XP_017022057.1|DKIK, LOC108081958|XP_017032682.1|DKIK
OG0001780	LOC119646630|XP_037903066.1|HILL	LOC108070938|XP_017017081.1|DKIK
OG0001781	LOC119653022|XP_037913393.1|HILL	LOC108077492|XP_017026305.1|DKIK, LOC108072622|XP_017019337.1|DKIK
OG0001782	LOC119652414|XP_037912459.1|HILL	LOC108086222|XP_017038581.1|DKIK
OG0001783	LOC119652306|XP_037912244.1|HILL	LOC108076342|XP_017024621.1|DKIK
OG0001784	LOC119646844|XP_037903394.1|HILL	LOC108081397|XP_017032046.1|DKIK
OG0001785	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL	LOC108078101|XP_017027191.1|DKIK
OG0001786	LOC119646394|XP_037902766.1|HILL	LOC108072855|XP_017019658.1|DKIK
OG0001787	LOC119646256|XP_037902584.1|HILL	LOC108072853|XP_017019657.1|DKIK
OG0001788	LOC119657844|XP_037920894.1|HILL	LOC108079843|XP_017029842.1|DKIK
OG0001789	LOC119648971|XP_037906821.1|HILL	LOC108072366|XP_017018949.1|DKIK
OG0001790	LOC119646437|XP_037902816.1|HILL	LOC108072828|XP_017019608.1|DKIK
OG0001791	LOC119650337|XP_037908927.1|HILL	LOC108073073|XP_017020028.1|DKIK, LOC108076388|XP_017024714.1|DKIK, LOC108073101|XP_017020080.1|DKIK
OG0001792	LOC119646135|XP_037902415.1|HILL	LOC108079641|XP_017029517.1|DKIK
OG0001793	LOC119647243|XP_037904036.1|HILL	LOC108074730|XP_017022376.1|DKIK
OG0001794	LOC119647312|XP_037904158.1|HILL	LOC108072555|XP_017019220.1|DKIK
OG0001796	LOC119653945|XP_037915034.1|HILL	LOC108076687|XP_017025131.1|DKIK
OG0001797	LOC119661047|XP_037926168.1|HILL	LOC108072469|XP_017019115.1|DKIK
OG0001800	LOC119647110|XP_037903816.1|HILL	LOC108072866|XP_017019672.1|DKIK
OG0001801	LOC119649603|XP_037907747.1|HILL	LOC108078856|XP_017028449.1|DKIK
OG0001802	LOC119660149|XP_037924477.1|HILL	LOC108085465|XP_017037571.1|DKIK
OG0001803	LOC119659364|XP_037923344.1|HILL	LOC108084125|XP_017035652.1|DKIK
OG0001804	LOC119659141|XP_037923003.1|HILL	LOC108075524|XP_017023508.1|DKIK
OG0001805	LOC119648083|XP_037905500.1|HILL	LOC108071964|XP_017018429.1|DKIK
OG0001806	LOC119658939|XP_037922721.1|HILL	LOC108073239|XP_017020280.1|DKIK
OG0001807	LOC119658706|XP_037922243.1|HILL	LOC108084233|XP_017035846.1|DKIK
OG0001809	LOC119660235|XP_037924611.1|HILL	LOC108080770|XP_017031121.1|DKIK
OG0001810	LOC119648878|XP_037906698.1|HILL	LOC108071255|XP_017017431.1|DKIK
OG0001811	LOC119656076|XP_037918285.1|HILL	LOC108076828|XP_017025351.1|DKIK
OG0001812	LOC119651076|XP_037910345.1|HILL	LOC108079394|XP_017029206.1|DKIK
OG0001813	LOC119660390|XP_037924842.1|HILL	LOC108084360|XP_017036014.1|DKIK
OG0001814	LOC119658850|XP_037922528.1|HILL	LOC108081141|XP_017031665.1|DKIK
OG0001815	LOC119660115|XP_037924432.1|HILL	LOC108084381|XP_017036062.1|DKIK
OG0001816	LOC119655746|XP_037917728.1|HILL	LOC108080860|XP_017031253.1|DKIK
OG0001817	LOC119653661|XP_037914419.1|HILL	LOC108078520|XP_017027915.1|DKIK
OG0001818	LOC119655406|XP_037917217.1|HILL	LOC108084491|XP_017036217.1|DKIK
OG0001819	LOC119655833|XP_037917869.1|HILL	LOC108085164|XP_017037188.1|DKIK
OG0001820	LOC119654292|XP_037915524.1|HILL	LOC108079418|XP_017029234.1|DKIK
OG0001821	LOC119654320|XP_037915574.1|HILL	LOC108076527|XP_017024928.1|DKIK
OG0001822	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL	LOC108076253|XP_017024492.1|DKIK
OG0001823	LOC119649125|XP_037907058.1|HILL	LOC108083146|XP_017034317.1|DKIK
OG0001824	LOC119660170|XP_037924504.1|HILL	LOC108072623|XP_017019341.1|DKIK
OG0001825	LOC119655946|XP_037918065.1|HILL	LOC108082088|XP_017032873.1|DKIK, LOC108076685|XP_017025122.1|DKIK
OG0001826	LOC119655762|XP_037917745.1|HILL	LOC108078548|XP_017027953.1|DKIK
OG0001827	LOC119654394|XP_037915702.1|HILL	LOC108076265|XP_017024502.1|DKIK
OG0001828	LOC119653863|XP_037914848.1|HILL	LOC108083831|XP_017035292.1|DKIK
OG0001829	LOC119655295|XP_037917043.1|HILL	LOC108082333|XP_017033152.1|DKIK
OG0001830	LOC119655843|XP_037917883.1|HILL	LOC108086141|XP_017038486.1|DKIK
OG0001831	LOC119647884|XP_037905100.1|HILL	LOC108080601|XP_017030909.1|DKIK
OG0001832	LOC119660892|XP_037925751.1|HILL	LOC108071202|XP_017017372.1|DKIK
OG0001833	LOC119654266|XP_037915461.1|HILL	LOC108071991|XP_017018454.1|DKIK
OG0001834	LOC119651393|XP_037910903.1|HILL	LOC108075532|XP_017023518.1|DKIK
OG0001848	LOC119650675|XP_037909558.1|HILL	LOC108081262|XP_017031848.1|DKIK, LOC108075353|XP_017023250.1|DKIK
OG0001849	LOC119650802|XP_037909869.1|HILL	LOC108084578|XP_017036341.1|DKIK
OG0001850	LOC119660900|XP_037925766.1|HILL	LOC108084518|XP_017036241.1|DKIK
OG0001851	LOC119660999|XP_037926025.1|HILL	LOC108082645|XP_017033607.1|DKIK
OG0001852	LOC119648791|XP_037906565.1|HILL	LOC108078668|XP_017028092.1|DKIK
OG0001853	LOC119651794|XP_037911489.1|HILL	LOC108085576|XP_017037704.1|DKIK
OG0001854	LOC119657167|XP_037919880.1|HILL	LOC108085067|XP_017037022.1|DKIK
OG0001855	LOC119657085|XP_037919768.1|HILL	LOC108076147|XP_017024363.1|DKIK
OG0001856	LOC119656794|XP_037919330.1|HILL	LOC108083789|XP_017035203.1|DKIK
OG0001857	LOC119658348|XP_037921631.1|HILL	LOC108080163|XP_017030295.1|DKIK
OG0001858	LOC119658315|XP_037921567.1|HILL	LOC108082959|XP_017034065.1|DKIK
OG0001859	LOC119656734|XP_037919204.1|HILL	LOC108084640|XP_017036420.1|DKIK
OG0001860	LOC119648757|XP_037906511.1|HILL	LOC108080685|XP_017031007.1|DKIK
OG0001861	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL	LOC108073434|XP_017020585.1|DKIK
OG0001862	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL	LOC108074190|XP_017021621.1|DKIK
OG0001863	LOC119657322|XP_037920111.1|HILL	LOC108080124|XP_017030244.1|DKIK
OG0001864	LOC119661721|XP_037927106.1|HILL	LOC108075489|XP_017023433.1|DKIK
OG0001865	LOC119657944|XP_037921064.1|HILL	LOC108076631|XP_017025050.1|DKIK
OG0001866	LOC119659495|XP_037923540.1|HILL	LOC108081235|XP_017031806.1|DKIK
OG0001867	LOC119647424|XP_037904251.1|HILL	LOC108071914|XP_017018350.1|DKIK
OG0001868	LOC119652674|XP_037912867.1|HILL	LOC108073623|XP_017020812.1|DKIK
OG0001869	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL	LOC108071259|XP_017017434.1|DKIK
OG0001870	LOC119646980|XP_037903618.1|HILL	LOC108084466|XP_017036166.1|DKIK
OG0001871	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL	LOC108080299|XP_017030461.1|DKIK
OG0001872	LOC119657360|XP_037920160.1|HILL	LOC108073744|XP_017020996.1|DKIK
OG0001873	LOC119652394|XP_037912429.1|HILL	LOC108073462|XP_017020587.1|DKIK
OG0001874	LOC119657327|XP_037920118.1|HILL	LOC108073414|XP_017020508.1|DKIK
OG0001875	LOC119646791|XP_037903303.1|HILL	LOC108073674|XP_017020889.1|DKIK
OG0001876	LOC119658387|XP_037921683.1|HILL	LOC108084712|XP_017036536.1|DKIK, LOC108084514|XP_017036239.1|DKIK
OG0001877	LOC119657237|XP_037919979.1|HILL	LOC108078988|XP_017028652.1|DKIK
OG0001878	LOC119656553|XP_037918847.1|HILL	LOC108074103|XP_017021490.1|DKIK
OG0001879	LOC119658469|XP_037921815.1|HILL	LOC108073545|XP_017020717.1|DKIK
OG0001880	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL	LOC108084625|XP_017036402.1|DKIK
OG0001881	LOC119658476|XP_037921841.1|HILL	LOC108084096|XP_017035612.1|DKIK
OG0001882	LOC119657673|XP_037920627.1|HILL	LOC108085050|XP_017036999.1|DKIK
OG0001883	LOC119651092|XP_037910374.1|HILL	LOC108071294|XP_017017482.1|DKIK
OG0001884	LOC119650850|XP_037909924.1|HILL	LOC108071317|XP_017017514.1|DKIK
OG0001885	LOC119657133|XP_037919832.1|HILL	LOC108082240|XP_017033066.1|DKIK
OG0001886	LOC119651262|XP_037910690.1|HILL	LOC108073418|XP_017020525.1|DKIK
OG0001887	LOC119654633|XP_037916033.1|HILL	LOC108078247|XP_017027459.1|DKIK
OG0001888	LOC119646671|XP_037903129.1|HILL	LOC108075589|XP_017023599.1|DKIK
OG0001889	LOC119656485|XP_037918737.1|HILL	LOC108074160|XP_017021558.1|DKIK
OG0001890	LOC119651162|XP_037910508.1|HILL	LOC108075070|XP_017022840.1|DKIK
OG0001891	LOC119652430|XP_037912482.1|HILL	LOC108084021|XP_017035522.1|DKIK
OG0001892	LOC119650670|XP_037909548.1|HILL	LOC108079921|XP_017029943.1|DKIK, LOC108073953|XP_017021267.1|DKIK
OG0001893	LOC119652824|XP_037913081.1|HILL	LOC108083981|XP_017035481.1|DKIK
OG0001894	LOC119652620|XP_037912792.1|HILL	LOC108076730|XP_017025197.1|DKIK
OG0001895	LOC119658873|XP_037922570.1|HILL	LOC108072470|XP_017019116.1|DKIK
OG0001897	LOC119656602|XP_037918959.1|HILL	LOC108075601|XP_017023612.1|DKIK
OG0001898	LOC119658001|XP_037921149.1|HILL	LOC108083562|XP_017034906.1|DKIK
OG0001899	LOC119651575|XP_037911139.1|HILL	LOC108085725|XP_017037938.1|DKIK
OG0001900	LOC119648331|XP_037905953.1|HILL	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK
OG0001901	LOC119651068|XP_037910333.1|HILL	LOC108075966|XP_017024107.1|DKIK
OG0001902	LOC119652347|XP_037912302.1|HILL	LOC108084499|XP_017036226.1|DKIK
OG0001903	LOC119652506|XP_037912622.1|HILL	LOC108077627|XP_017026526.1|DKIK
OG0001904	LOC119652679|XP_037912878.1|HILL	LOC108084164|XP_017035732.1|DKIK
OG0001906	LOC119650954|XP_037910123.1|HILL, LOC119650953|XP_037910117.1|HILL	LOC108084847|XP_017036710.1|DKIK
OG0001907	LOC119652852|XP_037913137.1|HILL	LOC108083571|XP_017034916.1|DKIK
OG0001908	LOC119651753|XP_037911418.1|HILL	LOC108083734|XP_017035131.1|DKIK
OG0001909	LOC119657004|XP_037919671.1|HILL	LOC108071818|XP_017018213.1|DKIK
OG0001910	LOC119652713|XP_037912926.1|HILL	LOC108084241|XP_017035864.1|DKIK
OG0001911	LOC119651203|XP_037910572.1|HILL	LOC108077708|XP_017026648.1|DKIK
OG0001912	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL	LOC108073081|XP_017020038.1|DKIK
OG0001914	LOC119650748|XP_037909758.1|HILL	LOC108084544|XP_017036272.1|DKIK
OG0001915	LOC119649037|XP_037906924.1|HILL	LOC108075210|XP_017023035.1|DKIK
OG0001916	LOC119659318|XP_037923266.1|HILL	LOC108082561|XP_017033500.1|DKIK
