Orthogroup	HILL.longest_only	DMEL.longest_only
OG0000047	LOC119654474|XP_037915820.1|HILL	loopin-1|NP_001097338.1|DMEL, S-Lap8|NP_611132.1|DMEL, S-Lap5|NP_610892.1|DMEL, S-Lap3|NP_648394.1|DMEL, S-Lap7|NP_610900.1|DMEL, S-Lap4|NP_729613.1|DMEL
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	CG13043|NP_648868.2|DMEL, CG13063|NP_648869.1|DMEL, CG13044|NP_648867.1|DMEL, CG13042|NP_648870.1|DMEL
OG0000049	LOC119649048|XP_037906954.1|HILL	CG4053|NP_650601.2|DMEL, CG5246|NP_650603.1|DMEL, CG17475|NP_650600.2|DMEL, CG31269|NP_001097818.1|DMEL, CG31265|NP_650599.1|DMEL, CG5255|NP_650604.1|DMEL
OG0000050	LOC119658266|XP_037921486.1|HILL	CG13193|NP_610699.1|DMEL, CG33766|NP_001027140.1|DMEL, CG33770|NP_001027144.2|DMEL, CG33769|NP_001027143.1|DMEL, CG33767|NP_001027141.1|DMEL, CG33771|NP_001027145.3|DMEL, CG33768|NP_001027142.2|DMEL
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	Mal-A8|NP_610384.1|DMEL, Mal-A7|NP_610383.1|DMEL, Mal-A6|NP_995779.2|DMEL
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	Mal-A5|NP_610382.2|DMEL, Mal-A1|NP_476627.3|DMEL
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	AOX1|NP_650475.1|DMEL, AOX2|NP_732047.2|DMEL, AOX4|NP_650478.1|DMEL, AOX3|NP_650477.1|DMEL
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	CG6465|NP_650004.1|DMEL
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	AANATL4|NP_611406.1|DMEL, AANATL3|NP_610018.1|DMEL, AANATL6|NP_611405.2|DMEL, AANATL5|NP_611403.1|DMEL, AANATL2|NP_609005.1|DMEL, AgmNAT|NP_572268.1|DMEL
OG0000060	LOC119658011|XP_037921164.1|HILL	CkIalpha|NP_511140.1|DMEL
OG0000060	LOC119652834|XP_037913096.1|HILL	dco|NP_001356928.1|DMEL
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	CG15255|NP_609755.1|DMEL, CG7631|NP_609760.1|DMEL, CG15254|NP_609757.1|DMEL, CG15253|NP_609758.1|DMEL
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	CG17929|NP_650532.2|DMEL, CG6901|NP_650531.1|DMEL, CG17930|NP_650533.1|DMEL, CG42826|NP_001189079.1|DMEL, CG32053|NP_729587.1|DMEL, CG32054|NP_729588.1|DMEL, CG42825|NP_729590.1|DMEL
OG0000067	LOC119657584|XP_037920491.1|HILL	Alp5|NP_650931.1|DMEL, Alp9|NP_647977.1|DMEL
OG0000067	LOC119657702|XP_037920672.1|HILL	Alp6|NP_610496.1|DMEL, Alp10|NP_647976.1|DMEL
OG0000067	LOC119648750|XP_037906501.1|HILL	Alp1|NP_001262159.1|DMEL
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	CG6052|NP_649002.3|DMEL, CG31213|NP_001262752.1|DMEL, CG42816|NP_730301.3|DMEL, CG8908|NP_611464.3|DMEL, ABCA|NP_608445.2|DMEL
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	CG9498|NP_609015.2|DMEL, CG13360|NP_569859.1|DMEL, CG9497|NP_609014.3|DMEL, CG7135|NP_573269.1|DMEL
OG0000071	LOC119647586|XP_037904523.1|HILL	Muc68D|NP_648504.2|DMEL
OG0000071	LOC119648120|XP_037905570.1|HILL	CG10725|NP_648647.1|DMEL, CG10154|NP_001189089.1|DMEL, CG10140|NP_648648.2|DMEL
OG0000072	LOC119661216|XP_037926368.1|HILL	jtb|NP_611126.1|DMEL, CG15712|NP_611131.2|DMEL
OG0000072	LOC119660319|XP_037924728.1|HILL	CG4409|NP_001097337.1|DMEL
OG0000073	LOC119654269|XP_037915465.1|HILL	lolal|NP_524778.1|DMEL
OG0000073	LOC119658257|XP_037921470.1|HILL	br|NP_001162638.2|DMEL
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	pre-mod_mdg4_-E|NP_001287451.1|DMEL
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	CG10472|NP_648017.1|DMEL, CG7542|NP_648995.3|DMEL
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	Hsp67Ba|NP_523998.1|DMEL
OG0000075	LOC119649897|XP_037908218.1|HILL	Hsp27|NP_524000.1|DMEL
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	Hsp23|NP_523999.1|DMEL, Hsp26|NP_523997.1|DMEL
OG0000076	LOC119647549|XP_037904468.1|HILL	CG42540|NP_001246627.1|DMEL
OG0000076	LOC119655368|XP_037917158.1|HILL	CG33253|NP_001259699.1|DMEL
OG0000077	LOC119655171|XP_037916849.1|HILL	betaTub56D|NP_725896.1|DMEL
OG0000077	LOC119651525|XP_037911085.1|HILL	betaTub85D|NP_524290.2|DMEL
OG0000077	LOC119656266|XP_037918616.1|HILL	betaTub60D|NP_523842.2|DMEL
OG0000077	LOC119653260|XP_037913796.1|HILL	betaTub97EF|NP_651606.2|DMEL
OG0000078	LOC119656802|XP_037919339.1|HILL	CG15128|NP_611441.1|DMEL, CG7634|NP_649332.1|DMEL, wa-cup|NP_649721.2|DMEL, r-cup|NP_608419.1|DMEL, p-cup|NP_573216.1|DMEL
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	Acp24A4|NP_001036330.1|DMEL, CG16713|NP_608799.1|DMEL, IM33|NP_608800.1|DMEL, CG43165|NP_001245858.1|DMEL
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	Amy-d|NP_523768.1|DMEL, Amy-p|NP_536346.1|DMEL, Amyrel|NP_477262.1|DMEL
OG0000081	LOC119648100|XP_037905529.1|HILL	tfc|NP_612091.1|DMEL
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	Cyp6d2|NP_611698.1|DMEL, Cyp6d4|NP_651082.1|DMEL, Cyp6d5|NP_650327.1|DMEL
OG0000083	LOC119651416|XP_037910939.1|HILL	LManI|NP_609407.1|DMEL, LManVI|NP_609253.1|DMEL, LManV|NP_609252.1|DMEL, LManIII|NP_609250.2|DMEL, LManIV|NP_609251.2|DMEL
OG0000083	LOC119651041|XP_037910287.1|HILL	LManII|NP_609408.1|DMEL
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	CG15073|NP_611362.2|DMEL
OG0000085	LOC119654483|XP_037915835.1|HILL	CG30491|NP_610306.1|DMEL
OG0000086	LOC119647291|XP_037904124.1|HILL	fest|NP_611412.1|DMEL
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	Cpr30F|NP_723504.1|DMEL
OG0000087	LOC119652204|XP_037912073.1|HILL	Cpr35B|NP_609713.1|DMEL
OG0000087	LOC119651395|XP_037910904.1|HILL	Cpr31A|NP_995678.1|DMEL
OG0000088	LOC119655282|XP_037917026.1|HILL	Vha16-1|NP_476801.1|DMEL
OG0000089	LOC119653821|XP_037914783.1|HILL	alphaTub84B|NP_476772.1|DMEL, alphaTub84D|NP_524264.1|DMEL
OG0000089	LOC119651268|XP_037910700.1|HILL	alphaTub85E|NP_524297.1|DMEL
OG0000089	LOC119648411|XP_037906089.1|HILL	alphaTub67C|NP_524009.2|DMEL
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	CG30339|NP_724813.1|DMEL, CG12926|NP_610510.2|DMEL, CG33514|NP_001014558.1|DMEL, CG33966|NP_001033984.1|DMEL
OG0000091	LOC119652340|XP_037912284.1|HILL	Vha100-1|NP_651672.1|DMEL
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	Vha100-5|NP_609515.1|DMEL, Vha100-2|NP_650722.1|DMEL, Vha100-4|NP_650720.1|DMEL
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	CG10513|NP_651370.2|DMEL, CG11892|NP_651372.1|DMEL, CG31380|NP_733121.1|DMEL, CG10514|NP_651371.1|DMEL
OG0000093	LOC119661588|XP_037926918.1|HILL	Su_var_205|NP_476755.1|DMEL
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	Or67d|NP_648390.2|DMEL, Or83c|NP_524244.2|DMEL
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	CG17568|NP_609951.2|DMEL, wek|NP_524930.1|DMEL, CG6254|NP_649983.2|DMEL, CG10366|NP_609995.1|DMEL
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	Cyp9f3|NP_001350862.1|DMEL, Cyp9f2|NP_650189.1|DMEL
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	Cyp4d14|NP_001259179.1|DMEL, Cyp4d2|NP_525043.1|DMEL
OG0000099	LOC119655128|XP_037916790.1|HILL	Cyp4d1|NP_476907.2|DMEL
OG0000100	LOC119660105|XP_037924412.1|HILL	CG34459|NP_001097348.1|DMEL, CG14354|NP_651433.1|DMEL, CG14839|NP_650351.2|DMEL, CG14841|NP_650350.1|DMEL, CG14840|NP_650349.1|DMEL, CG11694|NP_649786.1|DMEL
OG0000101	LOC119648867|XP_037906682.1|HILL	pip|NP_788536.1|DMEL
OG0000102	LOC119646185|XP_037902495.1|HILL	PPO1|NP_476812.1|DMEL
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	PPO2|NP_610443.1|DMEL
OG0000102	LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL	PPO3|NP_524760.1|DMEL
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL, CG7460|NP_649004.1|DMEL, CG7737|NP_001286308.1|DMEL
OG0000104	LOC119648626|XP_037906324.1|HILL	Pdh|NP_524105.2|DMEL
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	Fbp2|NP_523522.1|DMEL, CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	Or67a|NP_524005.2|DMEL, Or85d|NP_524281.1|DMEL, Or85c|NP_524280.2|DMEL, Or85b|NP_524279.2|DMEL
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	CG18301|NP_609419.1|DMEL, Lip4|NP_001260356.1|DMEL
OG0000110	LOC119649014|XP_037906893.1|HILL	CG32379|NP_729252.2|DMEL
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	CG8562|NP_648118.1|DMEL, CG18417|NP_648119.1|DMEL, CG8560|NP_648120.3|DMEL
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL, CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	CG44271|NP_001285689.1|DMEL, CG43058|NP_001246302.1|DMEL, dgrn|NP_649596.1|DMEL, elfless|NP_001163003.1|DMEL
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	CG7953|NP_609683.1|DMEL, CG7916|NP_609682.1|DMEL, CG8997|NP_609681.1|DMEL, CG33306|NP_995706.1|DMEL
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL, Cyp28a5|NP_609694.1|DMEL
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	Npc2e|NP_731439.2|DMEL, Npc2c|NP_649976.1|DMEL, Npc2d|NP_649975.1|DMEL
OG0000120	LOC119656903|XP_037919515.1|HILL	Roc1a|NP_001138143.2|DMEL
OG0000120	LOC119661207|XP_037926359.1|HILL	Roc2|NP_610691.1|DMEL
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	Or22c|NP_523454.2|DMEL, Or10a|NP_511122.1|DMEL, Or45b|NP_523667.1|DMEL, Or24a|NP_523470.3|DMEL
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	CG3565|NP_611942.1|DMEL, d-cup|NP_650235.1|DMEL, CG15177|NP_649672.1|DMEL, sowi|NP_649671.2|DMEL, sunz|NP_649673.1|DMEL
OG0000125	LOC119651219|XP_037910602.1|HILL	Men-b|NP_001163750.1|DMEL
OG0000125	LOC119651406|XP_037910923.1|HILL	Men|NP_524880.2|DMEL
OG0000126	LOC119651890|XP_037911640.1|HILL	Prtl99C|NP_651735.3|DMEL, ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL, CG46191|NP_001303590.1|DMEL, CG46192|NP_001303591.1|DMEL, CG46193|NP_001303592.1|DMEL
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL, CG18745|NP_652648.1|DMEL, CG18747|NP_652650.2|DMEL
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	Ugt49C1|NP_001036565.1|DMEL, Ugt49B1|NP_611563.1|DMEL, Ugt49B2|NP_001097859.4|DMEL
OG0000129	LOC119653601|XP_037914281.1|HILL	Fum1|NP_572339.1|DMEL, Fum3|NP_648467.1|DMEL, Fum4|NP_723527.1|DMEL, Fum2|NP_727109.2|DMEL
OG0000131	LOC119651854|XP_037911584.1|HILL	snk|NP_001097766.1|DMEL
OG0000132	LOC119646571|XP_037902988.1|HILL	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL, CG7142|NP_650703.1|DMEL
OG0000134	LOC119661723|XP_037927117.1|HILL	eff|NP_731941.1|DMEL
OG0000134	LOC119653265|XP_037913814.1|HILL	CG2574|NP_572796.1|DMEL, CG5440|NP_608594.2|DMEL, Ubc2|NP_477137.1|DMEL
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	Rm62|NP_524243.2|DMEL
OG0000137	LOC119649622|XP_037907783.1|HILL	CG10077|NP_648062.2|DMEL
OG0000140	LOC119652283|XP_037912204.1|HILL	grass|NP_651543.1|DMEL
OG0000141	LOC119648365|XP_037906018.1|HILL	GstO1|NP_648237.1|DMEL, GstO2|NP_729388.1|DMEL, se|NP_648235.1|DMEL, GstO3|NP_648234.1|DMEL
OG0000142	LOC119659676|XP_037923831.1|HILL	nAChRalpha1|NP_001262916.1|DMEL
OG0000142	LOC119653858|XP_037914844.1|HILL	nAChRalpha4|NP_001097669.2|DMEL
OG0000142	LOC119656899|XP_037919509.1|HILL	nAChRalpha3|NP_525079.3|DMEL
OG0000143	LOC119648301|XP_037905888.1|HILL	GNBP1|NP_524142.2|DMEL
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	GNBP2|NP_524141.1|DMEL
OG0000144	LOC119659532|XP_037923599.1|HILL	dpr9|NP_996215.1|DMEL
OG0000144	LOC119655655|XP_037917566.1|HILL	dpr8|NP_727781.1|DMEL
OG0000144	LOC119654514|XP_037915885.1|HILL	dpr21|NP_001163838.2|DMEL
OG0000145	LOC119660803|XP_037925563.1|HILL	Idgf4|NP_511101.2|DMEL, Idgf3|NP_477256.1|DMEL, Idgf1|NP_477258.1|DMEL, Idgf2|NP_477257.2|DMEL
OG0000147	LOC119651641|XP_037911244.1|HILL	CG6180|NP_609588.1|DMEL
OG0000147	LOC119650938|XP_037910096.1|HILL	CG17919|NP_649644.1|DMEL, CG10298|NP_649643.1|DMEL
OG0000148	LOC119647178|XP_037903918.1|HILL	CG31954|NP_722915.1|DMEL
OG0000148	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL	Try29F|NP_523518.2|DMEL
OG0000149	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL	Obp28a|NP_523505.1|DMEL, Obp19d|NP_523421.2|DMEL
OG0000151	LOC119649273|XP_037907290.1|HILL	CG6996|NP_649189.2|DMEL, CG17147|NP_001262099.1|DMEL, CG17145|NP_649192.2|DMEL, CG5883|NP_648526.2|DMEL
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL
OG0000154	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL, Or71a|NP_524078.2|DMEL
OG0000155	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL	CG7548|NP_648131.1|DMEL, CG8543|NP_648126.1|DMEL, CG8541|NP_648127.1|DMEL
OG0000157	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL
OG0000158	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL	CG13869|NP_611458.2|DMEL
OG0000158	LOC119657740|XP_037920712.1|HILL	CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL
OG0000159	LOC119650090|XP_037908526.1|HILL	slif|NP_649428.1|DMEL
OG0000159	LOC119650188|XP_037908675.1|HILL	CG5535|NP_649019.2|DMEL
OG0000159	LOC119650187|XP_037908670.1|HILL	CG7255|NP_001036607.1|DMEL
OG0000160	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL
OG0000162	LOC119646292|XP_037902632.1|HILL	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL
OG0000162	LOC119661244|XP_037926403.1|HILL	hoe1|NP_608876.1|DMEL
OG0000165	LOC119656600|XP_037918955.1|HILL	DIP1|NP_728449.1|DMEL, blanks|NP_647966.1|DMEL, CG12493|NP_647927.3|DMEL
OG0000166	LOC119661717|XP_037927100.1|HILL	Cht8|NP_611542.2|DMEL
OG0000167	LOC119649054|XP_037906960.1|HILL	CG13308|NP_648261.2|DMEL, CG13312|NP_648260.1|DMEL, CG13309|NP_648262.2|DMEL, CG32024|NP_729417.2|DMEL
OG0000169	LOC119649310|XP_037907335.1|HILL	CG6000|NP_651210.3|DMEL
OG0000169	LOC119649311|XP_037907341.1|HILL	CG4456|NP_001189076.1|DMEL, CG12279|NP_650227.1|DMEL
OG0000171	LOC119652263|XP_037912172.1|HILL	nAChRalpha5|NP_001356885.1|DMEL
OG0000171	LOC119652303|XP_037912241.1|HILL	nAChRalpha6|NP_995675.1|DMEL
OG0000171	LOC119657913|XP_037921025.1|HILL	nAChRalpha7|NP_001162795.1|DMEL
OG0000172	LOC119648786|XP_037906554.1|HILL	promL|NP_647770.1|DMEL
OG0000173	LOC119661217|XP_037926369.1|HILL	CG42566|NP_001097421.2|DMEL, CG13510|NP_611700.2|DMEL
OG0000174	LOC119661289|XP_037926494.1|HILL, LOC119661589|XP_037926921.1|HILL	Or43a|NP_523647.2|DMEL, Or30a|NP_523520.2|DMEL, Or49b|NP_523721.1|DMEL
OG0000175	LOC119659190|XP_037923079.1|HILL	CG6723|NP_650069.2|DMEL
OG0000175	LOC119660288|XP_037924687.1|HILL	CG42235|NP_651446.2|DMEL
OG0000177	LOC119658509|XP_037921909.1|HILL	Cyp1|NP_523366.2|DMEL
OG0000177	LOC119651086|XP_037910362.1|HILL	Moca-cyp|NP_733246.1|DMEL
OG0000178	LOC119655988|XP_037918154.1|HILL, LOC119654792|XP_037916269.1|HILL, LOC119656019|XP_037918199.1|HILL	CG42259|NP_001036256.2|DMEL
