Orthogroup	HILL.longest_only	DSAN.longest_only
OG0000044	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL	LOC120452826|XP_039493165.1|DSAN, LOC120453510|XP_039494189.1|DSAN, LOC120450906|XP_039490090.1|DSAN, LOC120451723|XP_039491559.1|DSAN, LOC120453660|XP_039494388.1|DSAN, LOC120453780|XP_039494561.1|DSAN, LOC120453569|XP_039494260.1|DSAN
OG0000045	LOC119649047|XP_037906953.1|HILL	LOC120448397|XP_039486321.1|DSAN
OG0000045	LOC119652611|XP_037912776.1|HILL	LOC120449198|XP_039487495.1|DSAN, LOC120449034|XP_039487251.1|DSAN, LOC120448761|XP_039486880.1|DSAN, LOC120448760|XP_039486879.1|DSAN
OG0000046	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL	LOC120451867|XP_039491805.1|DSAN, LOC120455081|XP_039496878.1|DSAN, LOC120455080|XP_039496876.1|DSAN, LOC120453874|XP_039494712.1|DSAN, LOC120454242|XP_039495288.1|DSAN, LOC120453872|XP_039494711.1|DSAN, LOC120453971|XP_039494857.1|DSAN, LOC120451794|XP_039491681.1|DSAN, LOC120446793|XP_039483883.1|DSAN
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC120446362|XP_039483228.1|DSAN, LOC120446445|XP_039483359.1|DSAN, LOC120447165|XP_039484555.1|DSAN, LOC120449448|XP_039487853.1|DSAN, LOC120446374|XP_039483239.1|DSAN, LOC120450023|XP_039488699.1|DSAN
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC120447859|XP_039485400.1|DSAN, LOC120447862|XP_039485404.1|DSAN, LOC120447858|XP_039485399.1|DSAN, LOC120447864|XP_039485406.1|DSAN
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC120451912|XP_039491855.1|DSAN, LOC120454479|XP_039495747.1|DSAN, LOC120451908|XP_039491850.1|DSAN, LOC120451909|XP_039491851.1|DSAN, LOC120451911|XP_039491854.1|DSAN, LOC120454478|XP_039495745.1|DSAN
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC120444560|XP_039480251.1|DSAN, LOC120450200|XP_039489002.1|DSAN, LOC120450145|XP_039488909.1|DSAN, LOC120450199|XP_039489001.1|DSAN, LOC120449121|XP_039487366.1|DSAN, LOC120450198|XP_039489000.1|DSAN, LOC120449122|XP_039487368.1|DSAN
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC120458373|XP_039501926.1|DSAN, LOC120458372|XP_039501925.1|DSAN, LOC120458371|XP_039501924.1|DSAN
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC120458368|XP_039501922.1|DSAN, LOC120458380|XP_039501934.1|DSAN
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC120451731|XP_039491574.1|DSAN, LOC120451217|XP_039490630.1|DSAN, LOC120451218|XP_039490631.1|DSAN, LOC120451219|XP_039490632.1|DSAN
OG0000055	LOC119661210|XP_037926361.1|HILL, LOC119657773|XP_037920771.1|HILL	LOC120454320|XP_039495456.1|DSAN
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC120450990|XP_039490227.1|DSAN
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC120446054|XP_039482765.1|DSAN, LOC120446683|XP_039483696.1|DSAN, LOC120446675|XP_039483682.1|DSAN, LOC120456673|XP_039499561.1|DSAN, LOC120456892|XP_039499925.1|DSAN
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC120457148|XP_039500354.1|DSAN
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC120453827|XP_039494650.1|DSAN
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC120458680|XP_039502351.1|DSAN, LOC120449973|XP_039488618.1|DSAN, LOC120456052|XP_039498568.1|DSAN, LOC120458126|XP_039501597.1|DSAN
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC120450857|XP_039490003.1|DSAN, LOC120450858|XP_039490005.1|DSAN, LOC120450856|XP_039490002.1|DSAN, LOC120450067|XP_039488773.1|DSAN, LOC120449163|XP_039487439.1|DSAN, LOC120449162|XP_039487438.1|DSAN, LOC120449422|XP_039487815.1|DSAN
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC120454266|XP_039495354.1|DSAN, LOC120457853|XP_039501305.1|DSAN, LOC120450458|XP_039489412.1|DSAN
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC120458360|XP_039501908.1|DSAN, LOC120450457|XP_039489411.1|DSAN
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC120448549|XP_039486536.1|DSAN
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC120447690|XP_039485154.1|DSAN, LOC120450869|XP_039490026.1|DSAN, LOC120448372|XP_039486275.1|DSAN, LOC120447208|XP_039484652.1|DSAN, LOC120454977|XP_039496696.1|DSAN
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC120458437|XP_039502014.1|DSAN, LOC120456297|XP_039498979.1|DSAN, LOC120449441|XP_039488053.1|DSAN, LOC120456697|XP_039499596.1|DSAN
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC120448314|XP_039486195.1|DSAN
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC120449503|XP_039487937.1|DSAN, LOC120449500|XP_039487934.1|DSAN, LOC120449502|XP_039487935.1|DSAN
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC120446358|XP_039483223.1|DSAN, LOC120446143|XP_039482904.1|DSAN
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC120445202|XP_039481371.1|DSAN
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC120444353|XP_039479869.1|DSAN
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC120456580|XP_039499414.1|DSAN
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC120454001|XP_039494904.1|DSAN
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC120449385|XP_039487757.1|DSAN, LOC120450528|XP_039489549.1|DSAN
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC120447488|XP_039484819.1|DSAN
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC120449479|XP_039487889.1|DSAN
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC120447493|XP_039484823.1|DSAN, LOC120447489|XP_039484820.1|DSAN
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC120447668|XP_039485120.1|DSAN
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC120455415|XP_039497494.1|DSAN
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC120444282|XP_039479731.1|DSAN
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC120452789|XP_039493115.1|DSAN
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC120445437|XP_039481803.1|DSAN
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC120451310|XP_039490813.1|DSAN
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC120446615|XP_039483594.1|DSAN, LOC120449498|XP_039487932.1|DSAN, LOC120454154|XP_039495149.1|DSAN, LOC120455667|XP_039497996.1|DSAN, LOC120457056|XP_039500165.1|DSAN
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC120458928|XP_039502714.1|DSAN, LOC120458927|XP_039502713.1|DSAN, LOC120456240|XP_039498869.1|DSAN, LOC120453707|XP_039494467.1|DSAN
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC120445807|XP_039482353.1|DSAN, LOC120446014|XP_039482702.1|DSAN, LOC120445200|XP_039481358.1|DSAN
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC120449798|XP_039488374.1|DSAN
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC120444539|XP_039480221.1|DSAN, LOC120453176|XP_039493670.1|DSAN, LOC120454374|XP_039495543.1|DSAN
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC120458313|XP_039501854.1|DSAN, LOC120455686|XP_039498031.1|DSAN, LOC120456937|XP_039500014.1|DSAN, LOC120455860|XP_039498269.1|DSAN, LOC120455849|XP_039498257.1|DSAN
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC120450759|XP_039489843.1|DSAN
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC120446957|XP_039484147.1|DSAN
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC120448625|XP_039486680.1|DSAN
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC120444981|XP_039480942.1|DSAN
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC120458014|XP_039501448.1|DSAN
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC120452956|XP_039493382.1|DSAN
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC120451745|XP_039491597.1|DSAN
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC120445629|XP_039482091.1|DSAN
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC120454625|XP_039496027.1|DSAN, LOC120454392|XP_039495577.1|DSAN
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC120454433|XP_039495663.1|DSAN
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC120447506|XP_039484850.1|DSAN
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC120448309|XP_039486192.1|DSAN, LOC120448284|XP_039486150.1|DSAN, LOC120447536|XP_039484914.1|DSAN, LOC120449735|XP_039488300.1|DSAN
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC120454553|XP_039495874.1|DSAN
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC120458039|XP_039501482.1|DSAN, LOC120454568|XP_039495897.1|DSAN, LOC120452896|XP_039493288.1|DSAN
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC120452494|XP_039492677.1|DSAN, LOC120453296|XP_039493860.1|DSAN, LOC120454055|XP_039494995.1|DSAN, LOC120453475|XP_039494142.1|DSAN
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC120445748|XP_039482264.1|DSAN
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC120447699|XP_039485161.1|DSAN, LOC120452712|XP_039493010.1|DSAN
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC120446709|XP_039483748.1|DSAN, LOC120456060|XP_039498581.1|DSAN, LOC120451499|XP_039491185.1|DSAN, LOC120445403|XP_039481752.1|DSAN
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC120451400|XP_039491001.1|DSAN
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC120455657|XP_039497983.1|DSAN, LOC120455658|XP_039497984.1|DSAN
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC120455656|XP_039497981.1|DSAN
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC120446457|XP_039483387.1|DSAN, LOC120452136|XP_039492156.1|DSAN, LOC120453234|XP_039493769.1|DSAN, LOC120453235|XP_039493770.1|DSAN, LOC120452005|XP_039491971.1|DSAN, LOC120453705|XP_039494462.1|DSAN
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC120447594|XP_039484996.1|DSAN, LOC120447595|XP_039484997.1|DSAN, LOC120447598|XP_039485002.1|DSAN, LOC120448473|XP_039486431.1|DSAN, LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN
OG0000101	LOC119648866|XP_037906678.1|HILL	LOC120448469|XP_039486421.1|DSAN
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC120444369|XP_039479910.1|DSAN
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC120444543|XP_039480230.1|DSAN
OG0000102	LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL	LOC120445351|XP_039481626.1|DSAN
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN, LOC120447692|XP_039485155.1|DSAN, LOC120457733|XP_039501166.1|DSAN
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC120447890|XP_039485434.1|DSAN
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC120457816|XP_039501251.1|DSAN, LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC120447610|XP_039485017.1|DSAN, LOC120451809|XP_039491700.1|DSAN, LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN
OG0000108	LOC119657653|XP_037920603.1|HILL	LOC120457592|XP_039501038.1|DSAN
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC120458470|XP_039502057.1|DSAN
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC120448445|XP_039486393.1|DSAN
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC120449757|XP_039488327.1|DSAN, LOC120449997|XP_039488641.1|DSAN, LOC120449458|XP_039487864.1|DSAN
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC120455254|XP_039497187.1|DSAN, LOC120455231|XP_039497141.1|DSAN, LOC120456987|XP_039500070.1|DSAN, LOC120456973|XP_039500054.1|DSAN
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC120458260|XP_039501783.1|DSAN, LOC120445859|XP_039482434.1|DSAN, LOC120451060|XP_039490352.1|DSAN, LOC120447236|XP_039484695.1|DSAN
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC120444154|XP_039479666.1|DSAN, LOC120444155|XP_039479668.1|DSAN, LOC120444156|XP_039479669.1|DSAN, LOC120444158|XP_039479671.1|DSAN
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN, LOC120458057|XP_039501500.1|DSAN
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC120454455|XP_039495701.1|DSAN, LOC120452109|XP_039492121.1|DSAN, LOC120451917|XP_039491863.1|DSAN
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC120457201|XP_039500489.1|DSAN
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC120446605|XP_039483576.1|DSAN
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC120446930|XP_039484118.1|DSAN, LOC120455728|XP_039498076.1|DSAN, LOC120455178|XP_039497050.1|DSAN, LOC120453978|XP_039494868.1|DSAN
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC120444507|XP_039480157.1|DSAN, LOC120452058|XP_039492054.1|DSAN, LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN, LOC120452662|XP_039492932.1|DSAN
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC120451421|XP_039491027.1|DSAN
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC120451369|XP_039490949.1|DSAN
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC120454254|XP_039495315.1|DSAN, LOC120458709|XP_039502389.1|DSAN
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN, LOC120451773|XP_039491637.1|DSAN
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC120445036|XP_039481059.1|DSAN, LOC120445035|XP_039481058.1|DSAN, LOC120445037|XP_039481060.1|DSAN, LOC120453890|XP_039494740.1|DSAN
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC120455629|XP_039497949.1|DSAN, LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN
OG0000131	LOC119651854|XP_037911584.1|HILL	LOC120450809|XP_039489913.1|DSAN
OG0000132	LOC119646571|XP_037902988.1|HILL	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN, LOC120452537|XP_039492737.1|DSAN
OG0000134	LOC119661723|XP_037927117.1|HILL	LOC120451359|XP_039490929.1|DSAN
OG0000134	LOC119653265|XP_037913814.1|HILL	LOC120456506|XP_039499308.1|DSAN, LOC120451626|XP_039491416.1|DSAN, LOC120453306|XP_039493897.1|DSAN
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	LOC120451005|XP_039490252.1|DSAN
OG0000137	LOC119649622|XP_037907783.1|HILL	LOC120450371|XP_039489288.1|DSAN
OG0000140	LOC119652283|XP_037912204.1|HILL	LOC120451422|XP_039491029.1|DSAN
OG0000141	LOC119648365|XP_037906018.1|HILL	LOC120448451|XP_039486401.1|DSAN, LOC120448452|XP_039486403.1|DSAN, LOC120448453|XP_039486405.1|DSAN, LOC120448454|XP_039486406.1|DSAN
OG0000142	LOC119659676|XP_037923831.1|HILL	LOC120451264|XP_039490727.1|DSAN
OG0000142	LOC119653858|XP_037914844.1|HILL	LOC120447845|XP_039485386.1|DSAN
OG0000142	LOC119656899|XP_037919509.1|HILL	LOC120457117|XP_039500268.1|DSAN
OG0000143	LOC119648301|XP_037905888.1|HILL	LOC120450562|XP_039489605.1|DSAN
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	LOC120450563|XP_039489606.1|DSAN
OG0000144	LOC119659532|XP_037923599.1|HILL	LOC120452659|XP_039492916.1|DSAN
OG0000144	LOC119655655|XP_037917566.1|HILL	LOC120457308|XP_039500730.1|DSAN
OG0000144	LOC119654514|XP_037915885.1|HILL	LOC120457482|XP_039500967.1|DSAN
OG0000145	LOC119660803|XP_037925563.1|HILL	LOC120456131|XP_039498694.1|DSAN, LOC120444793|XP_039480676.1|DSAN
OG0000147	LOC119651641|XP_037911244.1|HILL	LOC120451646|XP_039491487.1|DSAN
OG0000147	LOC119650938|XP_037910096.1|HILL	LOC120452393|XP_039492541.1|DSAN, LOC120454057|XP_039494997.1|DSAN
OG0000148	LOC119647178|XP_037903918.1|HILL	LOC120449015|XP_039487230.1|DSAN
OG0000148	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL	LOC120453191|XP_039493694.1|DSAN
OG0000149	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL	LOC120450388|XP_039489317.1|DSAN, LOC120455384|XP_039497444.1|DSAN
OG0000151	LOC119649273|XP_037907290.1|HILL	LOC120448719|XP_039486823.1|DSAN, LOC120448648|XP_039486710.1|DSAN, LOC120448649|XP_039486711.1|DSAN
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN
OG0000154	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN, LOC120449197|XP_039487492.1|DSAN
OG0000155	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL	LOC120449186|XP_039487468.1|DSAN, LOC120449265|XP_039487581.1|DSAN, LOC120448978|XP_039487172.1|DSAN
