Orthogroup	HILL.longest_only	ASTE.longest_only
OG0000061	LOC119655537|XP_037917378.1|HILL, LOC119656089|XP_037918320.1|HILL, LOC119656088|XP_037918319.1|HILL, LOC119655538|XP_037917379.1|HILL, LOC119655960|XP_037918110.1|HILL, LOC119654621|XP_037916021.1|HILL, LOC119655959|XP_037918109.1|HILL, LOC119655527|XP_037917368.1|HILL, LOC119654709|XP_037916156.1|HILL, LOC119654948|XP_037916533.1|HILL, LOC119654685|XP_037916121.1|HILL	LOC118507312|XP_035901588.1|ASTE, LOC118507313|XP_035901589.1|ASTE
OG0000064	LOC119654724|XP_037916178.1|HILL, LOC119646375|XP_037902742.1|HILL, LOC119652920|XP_037913239.1|HILL, LOC119655841|XP_037917885.1|HILL, LOC119654979|XP_037916604.1|HILL	LOC118515144|XP_035917738.1|ASTE, LOC118516443|XP_035918226.1|ASTE
OG0000064	LOC119648439|XP_037906120.1|HILL, LOC119659759|XP_037923948.1|HILL, LOC119659832|XP_037924054.1|HILL, LOC119652387|XP_037912416.1|HILL	LOC118516502|XP_035918325.1|ASTE, LOC118516481|XP_035918305.1|ASTE, LOC118516545|XP_035918382.1|ASTE, LOC118516480|XP_035918301.1|ASTE, LOC118516506|XP_035918329.1|ASTE, LOC118516979|XP_035918697.1|ASTE, LOC118515150|XP_035917750.1|ASTE, LOC118506585|XP_035899871.1|ASTE, LOC118517397|XP_035919354.1|ASTE, LOC118516984|XP_035918705.1|ASTE, LOC118517730|XP_035920074.1|ASTE, LOC118506075|XP_035898677.1|ASTE
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC118517599|XP_035919781.1|ASTE, LOC118517600|XP_035919782.1|ASTE, LOC118517598|XP_035919779.1|ASTE
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC118509032|XP_035904963.1|ASTE
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC118509544|XP_035906185.1|ASTE, LOC118509545|XP_035906187.1|ASTE, LOC118512181|XP_035912164.1|ASTE, LOC118504040|XP_035893930.1|ASTE, LOC118504041|XP_035893931.1|ASTE, LOC118505785|XP_035897988.1|ASTE
OG0000069	LOC119655033|XP_037916638.1|HILL, LOC119657727|XP_037920698.1|HILL	LOC118508847|XP_035904491.1|ASTE
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC118514552|XP_035917436.1|ASTE, LOC118514553|XP_035917437.1|ASTE
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC118507755|XP_035902660.1|ASTE
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC118508077|XP_035903434.1|ASTE, LOC118508075|XP_035903432.1|ASTE
OG0000072	LOC119661216|XP_037926368.1|HILL, LOC119660319|XP_037924728.1|HILL, LOC119651198|XP_037910568.1|HILL, LOC119651194|XP_037910563.1|HILL, LOC119651195|XP_037910564.1|HILL, LOC119652180|XP_037912052.1|HILL, LOC119651690|XP_037911326.1|HILL, LOC119651192|XP_037910561.1|HILL, LOC119651196|XP_037910566.1|HILL, LOC119651197|XP_037910567.1|HILL, LOC119651200|XP_037910570.1|HILL, LOC119651199|XP_037910569.1|HILL, LOC119651475|XP_037911013.1|HILL, LOC119652127|XP_037911995.1|HILL, LOC119651121|XP_037910424.1|HILL, LOC119651120|XP_037910423.1|HILL, LOC119651117|XP_037910418.1|HILL, LOC119651118|XP_037910419.1|HILL, LOC119652129|XP_037911997.1|HILL, LOC119652133|XP_037912000.1|HILL, LOC119652130|XP_037911998.1|HILL, LOC119652131|XP_037911999.1|HILL, LOC119651119|XP_037910420.1|HILL, LOC119652138|XP_037912006.1|HILL, LOC119652134|XP_037912001.1|HILL, LOC119652140|XP_037912008.1|HILL, LOC119652139|XP_037912007.1|HILL, LOC119652137|XP_037912005.1|HILL, LOC119652136|XP_037912004.1|HILL, LOC119652135|XP_037912003.1|HILL, LOC119652128|XP_037911996.1|HILL, LOC119652126|XP_037911994.1|HILL	LOC118515883|XP_035917965.1|ASTE, LOC118514335|XP_035917037.1|ASTE, LOC118511004|XP_035909412.1|ASTE, LOC118509229|XP_035905431.1|ASTE
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC118508175|XP_035903617.1|ASTE
OG0000073	LOC119658724|XP_037922346.1|HILL	LOC118505021|XP_035896105.1|ASTE
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC118504541|XP_035895010.1|ASTE, LOC118504546|XP_035895042.1|ASTE
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC118506813|XP_035900364.1|ASTE
OG0000073	LOC119651012|XP_037910231.1|HILL	LOC118509861|XP_035906969.1|ASTE
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC118516380|XP_035918125.1|ASTE, LOC118512784|XP_035913591.1|ASTE, LOC118510203|XP_035907633.1|ASTE, LOC118512755|XP_035913538.1|ASTE, LOC118516368|XP_035918114.1|ASTE, LOC118512757|XP_035913540.1|ASTE, LOC118512754|XP_035913537.1|ASTE, LOC118516371|XP_035918117.1|ASTE, LOC118516372|XP_035918118.1|ASTE, LOC118516374|XP_035918120.1|ASTE, LOC118512758|XP_035913541.1|ASTE, LOC118516373|XP_035918119.1|ASTE, LOC118512753|XP_035913536.1|ASTE, LOC118512756|XP_035913539.1|ASTE, LOC118516369|XP_035918115.1|ASTE, LOC118512737|XP_035913495.1|ASTE, LOC118513110|XP_035914403.1|ASTE, LOC118513102|XP_035914396.1|ASTE, LOC118513101|XP_035914395.1|ASTE, LOC118513100|XP_035914394.1|ASTE
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC118512277|XP_035912363.1|ASTE, LOC118517163|XP_035918937.1|ASTE
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC118504620|XP_035895194.1|ASTE
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC118507281|XP_035901485.1|ASTE
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC118512454|XP_035912813.1|ASTE
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC118506025|XP_035898529.1|ASTE
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC118511962|XP_035911578.1|ASTE
OG0000077	LOC119651420|XP_037910942.1|HILL, LOC119651581|XP_037911148.1|HILL	LOC118511892|XP_035911415.1|ASTE
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC118506363|XP_035899271.1|ASTE
OG0000080	LOC119655522|XP_037917359.1|HILL	LOC118503106|XP_035891931.1|ASTE
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC118508460|XP_035904157.1|ASTE, LOC118508462|XP_035904160.1|ASTE
OG0000083	LOC119651416|XP_037910939.1|HILL, LOC119651041|XP_037910287.1|HILL	LOC118512490|XP_035912888.1|ASTE, LOC118512492|XP_035912890.1|ASTE, LOC118512491|XP_035912889.1|ASTE
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC118507487|XP_035901904.1|ASTE, LOC118509025|XP_035904952.1|ASTE, LOC118504703|XP_035895429.1|ASTE, LOC118508829|XP_035904468.1|ASTE, LOC118509024|XP_035904951.1|ASTE, LOC118509023|XP_035904949.1|ASTE, LOC118513092|XP_035914386.1|ASTE
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC118513044|XP_035914229.1|ASTE
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC118508907|XP_035904661.1|ASTE
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC118511163|XP_035909795.1|ASTE, LOC118511165|XP_035909796.1|ASTE, LOC118511162|XP_035909794.1|ASTE, LOC118511161|XP_035909793.1|ASTE
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC118503330|XP_035892383.1|ASTE
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC118505310|XP_035896841.1|ASTE
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC118511372|XP_035910259.1|ASTE, LOC118511382|XP_035910282.1|ASTE
OG0000089	LOC119660494|XP_037925012.1|HILL	LOC118506188|XP_035898872.1|ASTE
OG0000090	LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC118506264|XP_035899059.1|ASTE
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC118507859|XP_035902942.1|ASTE
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC118505600|XP_035897520.1|ASTE, LOC118516561|XP_035918412.1|ASTE
OG0000092	LOC119658713|XP_037922257.1|HILL	LOC118502656|XP_035891000.1|ASTE
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC118510780|XP_035908957.1|ASTE
OG0000093	LOC119654278|XP_037915486.1|HILL	LOC118512414|XP_035912706.1|ASTE
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC118502720|XP_035891168.1|ASTE
OG0000095	LOC119658169|XP_037921364.1|HILL, LOC119648469|XP_037906159.1|HILL	LOC118502383|XP_035890498.1|ASTE
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC118514595|XP_035917485.1|ASTE
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC118506462|XP_035899533.1|ASTE
OG0000099	LOC119658820|XP_037922474.1|HILL	LOC118506913|XP_035900599.1|ASTE
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC118502385|XP_035890500.1|ASTE, LOC118506916|XP_035900604.1|ASTE, LOC118506914|XP_035900601.1|ASTE
OG0000101	LOC119648867|XP_037906682.1|HILL, LOC119648866|XP_037906678.1|HILL	LOC118510504|XP_035908303.1|ASTE
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC118509466|XP_035905987.1|ASTE, LOC118511833|XP_035911269.1|ASTE, LOC118509016|XP_035904927.1|ASTE, LOC118509017|XP_035904928.1|ASTE, LOC118511825|XP_035911262.1|ASTE, LOC118511824|XP_035911261.1|ASTE
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL, LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL	LOC118504365|XP_035894655.1|ASTE
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC118508203|XP_035903666.1|ASTE
OG0000104	LOC119655863|XP_037917912.1|HILL	LOC118507638|XP_035902290.1|ASTE
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC118506605|XP_035899865.1|ASTE
OG0000108	LOC119646837|XP_037903382.1|HILL, LOC119658845|XP_037922523.1|HILL, LOC119646958|XP_037903586.1|HILL, LOC119646948|XP_037903574.1|HILL, LOC119660855|XP_037925679.1|HILL, LOC119657653|XP_037920603.1|HILL, LOC119659225|XP_037923170.1|HILL, LOC119661357|XP_037926595.1|HILL, LOC119654061|XP_037915189.1|HILL, LOC119658171|XP_037921366.1|HILL, LOC119654022|XP_037915113.1|HILL, LOC119658109|XP_037921304.1|HILL, LOC119659087|XP_037922928.1|HILL	LOC118509668|XP_035906547.1|ASTE, LOC118509663|XP_035906533.1|ASTE
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC118504419|XP_035894746.1|ASTE
OG0000110	LOC119649014|XP_037906893.1|HILL, LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC118511309|XP_035910114.1|ASTE, LOC118511304|XP_035910107.1|ASTE
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC118509575|XP_035906237.1|ASTE, LOC118516425|XP_035918189.1|ASTE, LOC118509754|XP_035906778.1|ASTE
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC118512990|XP_035914139.1|ASTE
OG0000114	LOC119646886|XP_037903447.1|HILL	LOC118514102|XP_035916561.1|ASTE, LOC118510681|XP_035908737.1|ASTE, LOC118503529|XP_035892807.1|ASTE
OG0000115	LOC119646439|XP_037902821.1|HILL	LOC118507936|XP_035903140.1|ASTE
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC118512861|XP_035913838.1|ASTE
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC118506636|XP_035899907.1|ASTE
OG0000132	LOC119646772|XP_037903282.1|HILL, LOC119646313|XP_037902659.1|HILL, LOC119646396|XP_037902767.1|HILL, LOC119661770|XP_037927172.1|HILL, LOC119646785|XP_037903296.1|HILL, LOC119646652|XP_037903098.1|HILL, LOC119646321|XP_037902673.1|HILL	LOC118509218|XP_035905394.1|ASTE
OG0000132	LOC119646571|XP_037902988.1|HILL	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000133	LOC119659006|XP_037922820.1|HILL, LOC119651701|XP_037911379.1|HILL, LOC119653953|XP_037915042.1|HILL, LOC119660103|XP_037924409.1|HILL, LOC119661062|XP_037926187.1|HILL, LOC119661381|XP_037926631.1|HILL, LOC119652183|XP_037912054.1|HILL, LOC119661446|XP_037926721.1|HILL, LOC119653965|XP_037915053.1|HILL, LOC119652200|XP_037912069.1|HILL, LOC119652104|XP_037911969.1|HILL, LOC119650818|XP_037909882.1|HILL, LOC119660041|XP_037924347.1|HILL, LOC119660034|XP_037924341.1|HILL, LOC119660091|XP_037924395.1|HILL, LOC119658213|XP_037921407.1|HILL, LOC119658212|XP_037921406.1|HILL	LOC118506929|XP_035900664.1|ASTE, LOC118515142|XP_035917736.1|ASTE, LOC118515187|XP_035917779.1|ASTE, LOC118511144|XP_035909766.1|ASTE
OG0000134	LOC119661723|XP_037927117.1|HILL	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC119653265|XP_037913814.1|HILL	LOC118514038|XP_035916413.1|ASTE
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC119649622|XP_037907783.1|HILL	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000140	LOC119652283|XP_037912204.1|HILL	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC119648365|XP_037906018.1|HILL	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC119659676|XP_037923831.1|HILL	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC119653858|XP_037914844.1|HILL	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC119656899|XP_037919509.1|HILL	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC119648301|XP_037905888.1|HILL	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC119659532|XP_037923599.1|HILL	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC119655655|XP_037917566.1|HILL	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC119654514|XP_037915885.1|HILL	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000144	LOC119652675|XP_037912869.1|HILL	LOC118514646|XP_035917563.1|ASTE
OG0000145	LOC119660803|XP_037925563.1|HILL	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000146	LOC119656104|XP_037918346.1|HILL	LOC118508422|XP_035904084.1|ASTE, LOC118505869|XP_035898185.1|ASTE, LOC118505871|XP_035898187.1|ASTE
OG0000147	LOC119651641|XP_037911244.1|HILL	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC119650938|XP_037910096.1|HILL	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE, LOC118505552|XP_035897398.1|ASTE
OG0000148	LOC119647178|XP_037903918.1|HILL	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC119651719|XP_037911369.1|HILL	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE
OG0000149	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000154	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC119654884|XP_037916424.1|HILL	LOC118510089|XP_035907396.1|ASTE
OG0000155	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL, LOC119657740|XP_037920712.1|HILL	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC119650090|XP_037908526.1|HILL	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC119650188|XP_037908675.1|HILL, LOC119650187|XP_037908670.1|HILL	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000161	LOC119646649|XP_037903094.1|HILL, LOC119655801|XP_037917861.1|HILL, LOC119656763|XP_037919308.1|HILL	LOC118508033|XP_035903328.1|ASTE
OG0000162	LOC119646292|XP_037902632.1|HILL, LOC119661244|XP_037926403.1|HILL	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000164	LOC119653862|XP_037914847.1|HILL	LOC118507409|XP_035901763.1|ASTE
OG0000165	LOC119656600|XP_037918955.1|HILL	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC119661717|XP_037927100.1|HILL	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000169	LOC119649310|XP_037907335.1|HILL	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC119658896|XP_037922629.1|HILL, LOC119659195|XP_037923083.1|HILL, LOC119659194|XP_037923082.1|HILL, LOC119659193|XP_037923081.1|HILL	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC119652263|XP_037912172.1|HILL	LOC118512486|XP_035912877.1|ASTE
