Orthogroup	HILL.longest_only	DMIR.longest_only
OG0000037	LOC119651766|XP_037911437.1|HILL, LOC119646812|XP_037903341.1|HILL, LOC119651775|XP_037911460.1|HILL, LOC119655958|XP_037918122.1|HILL, LOC119658451|XP_037921784.1|HILL, LOC119651204|XP_037910577.1|HILL, LOC119646220|XP_037902534.1|HILL, LOC119651193|XP_037910565.1|HILL, LOC119658129|XP_037921325.1|HILL, LOC119655954|XP_037918098.1|HILL, LOC119661525|XP_037926829.1|HILL, LOC119657138|XP_037919838.1|HILL, LOC119657136|XP_037919836.1|HILL, LOC119657137|XP_037919837.1|HILL, LOC119658079|XP_037921268.1|HILL, LOC119658432|XP_037921760.1|HILL, LOC119658363|XP_037921651.1|HILL, LOC119658372|XP_037921661.1|HILL, LOC119658423|XP_037921747.1|HILL, LOC119661114|XP_037926238.1|HILL	LOC108160263|XP_017149626.1|DMIR, LOC117195094|XP_033255640.1|DMIR, LOC117191092|XP_033251946.1|DMIR, LOC117194615|XP_033255034.1|DMIR, LOC117194588|XP_033255015.1|DMIR, LOC117194655|XP_033255061.1|DMIR, LOC117190599|XP_033251536.1|DMIR, LOC117194833|XP_033255201.1|DMIR, LOC117191511|XP_033252248.1|DMIR, LOC117191510|XP_033252247.1|DMIR, LOC117194839|XP_033255205.1|DMIR, LOC117191523|XP_033252256.1|DMIR, LOC117190815|XP_033251747.1|DMIR, LOC117194824|XP_033255196.1|DMIR, LOC117194825|XP_033255197.1|DMIR, LOC117195091|XP_033255638.1|DMIR, LOC117194549|XP_033254988.1|DMIR, LOC117194837|XP_033255204.1|DMIR, LOC117194807|XP_033255181.1|DMIR, LOC117194573|XP_033255006.1|DMIR, LOC117194587|XP_033255014.1|DMIR, LOC117194750|XP_033255142.1|DMIR, LOC117194591|XP_033255018.1|DMIR, LOC117194574|XP_033255007.1|DMIR, LOC117195092|XP_033255639.1|DMIR, LOC117194597|XP_033255024.1|DMIR, LOC117195100|XP_033255645.1|DMIR, LOC117194819|XP_033255192.1|DMIR, LOC117194975|XP_033255339.1|DMIR, LOC108153987|XP_033244827.1|DMIR, LOC117194660|XP_033255064.1|DMIR, LOC117194818|XP_033255191.1|DMIR, LOC117194604|XP_033255027.1|DMIR, LOC117194596|XP_033255023.1|DMIR, LOC117194601|XP_033255025.1|DMIR, LOC117195095|XP_033255641.1|DMIR, LOC117194843|XP_033255207.1|DMIR, LOC117191506|XP_033252242.1|DMIR, LOC117194661|XP_033255065.1|DMIR, LOC117194657|XP_033255062.1|DMIR, LOC117190601|XP_033251538.1|DMIR, LOC117194841|XP_033255206.1|DMIR, LOC117191508|XP_033252244.1|DMIR, LOC117194658|XP_033255063.1|DMIR, LOC117194702|XP_033255103.1|DMIR, LOC117194796|XP_033255174.1|DMIR, LOC117190600|XP_033251537.1|DMIR, LOC117194589|XP_033255016.1|DMIR, LOC117194409|XP_033254874.1|DMIR, LOC117194829|XP_033255199.1|DMIR, LOC117194605|XP_033255028.1|DMIR, LOC117194822|XP_033255195.1|DMIR, LOC117194333|XP_033254795.1|DMIR, LOC117194609|XP_033255031.1|DMIR, LOC117194407|XP_033254872.1|DMIR, LOC117195096|XP_033255642.1|DMIR, LOC117194649|XP_033255056.1|DMIR, LOC117190597|XP_033251535.1|DMIR, LOC117194650|XP_033255057.1|DMIR, LOC117190125|XP_033251100.1|DMIR, LOC108156646|XP_017143737.2|DMIR, LOC117190111|XP_033251090.1|DMIR, LOC117194816|XP_033255190.1|DMIR, LOC117194767|XP_033255155.1|DMIR, LOC117194745|XP_033255132.1|DMIR, LOC117194463|XP_033254917.1|DMIR, LOC117190114|XP_033251091.1|DMIR, LOC117194862|XP_033255219.1|DMIR, LOC117194858|XP_033255216.1|DMIR, LOC117194857|XP_033255215.1|DMIR, LOC117194328|XP_033254789.1|DMIR, LOC108156982|XP_017144263.2|DMIR, LOC117194327|XP_033254788.1|DMIR, LOC117194594|XP_033255020.1|DMIR, LOC117194845|XP_033255209.1|DMIR, LOC117194606|XP_033255029.1|DMIR, LOC117194821|XP_033255194.1|DMIR, LOC117191507|XP_033252243.1|DMIR, LOC117194844|XP_033255208.1|DMIR, LOC117194584|XP_033255013.1|DMIR, LOC117194610|XP_033255032.1|DMIR
OG0000038	LOC119648832|XP_037906622.1|HILL	LOC108165231|XP_017156759.1|DMIR, LOC108151159|XP_017135077.1|DMIR
OG0000039	LOC119659608|XP_037923707.1|HILL, LOC119659449|XP_037923462.1|HILL, LOC119655261|XP_037916985.1|HILL, LOC119650447|XP_037909230.1|HILL, LOC119650448|XP_037909231.1|HILL, LOC119650446|XP_037909229.1|HILL, LOC119650452|XP_037909234.1|HILL, LOC119650455|XP_037909238.1|HILL, LOC119650454|XP_037909236.1|HILL, LOC119650450|XP_037909233.1|HILL, LOC119650453|XP_037909235.1|HILL, LOC119650449|XP_037909232.1|HILL, LOC119657616|XP_037920546.1|HILL	LOC108153891|XP_033244233.1|DMIR
OG0000040	LOC119659482|XP_037923522.1|HILL	LOC108154697|XP_017140535.2|DMIR, LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR, LOC108154216|XP_017139931.1|DMIR, LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR, LOC108154966|XP_017140969.2|DMIR, LOC117186912|XP_033244139.1|DMIR, LOC108154965|XP_017140968.1|DMIR, LOC108156483|XP_017143450.1|DMIR
OG0000041	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR, LOC108154314|XP_017140061.1|DMIR, LOC108153890|XP_033244257.1|DMIR
OG0000043	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL	LOC108157690|XP_017145347.1|DMIR, LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR, LOC108157770|XP_017145444.1|DMIR, LOC108157677|XP_017145331.1|DMIR, LOC108155937|XP_017142584.1|DMIR, LOC108155939|XP_017142587.1|DMIR
OG0000044	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL	LOC108157774|XP_017145449.1|DMIR, LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR, LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR, LOC108155225|XP_017141401.1|DMIR
OG0000045	LOC119649047|XP_037906953.1|HILL	LOC108152824|XP_017137906.1|DMIR
OG0000045	LOC119652611|XP_037912776.1|HILL	LOC108165537|XP_017157100.1|DMIR, LOC108150882|XP_017134679.1|DMIR, LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR
OG0000046	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL	LOC108157664|XP_017145312.1|DMIR, LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR, LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR, LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR, LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR, LOC117194873|XP_033255228.1|DMIR, LOC117190172|XP_033251125.1|DMIR, LOC117192459|XP_033253049.1|DMIR, LOC117193977|XP_033254515.1|DMIR, LOC117193990|XP_033254522.1|DMIR, LOC117191230|XP_033252040.1|DMIR, LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR, LOC108162436|XP_033249083.1|DMIR, LOC108164242|XP_033249874.1|DMIR, LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR, LOC108151196|XP_017135155.1|DMIR
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC108151156|XP_017135074.1|DMIR, LOC108151155|XP_017135073.1|DMIR, LOC108151306|XP_017135331.1|DMIR, LOC108151297|XP_017135322.1|DMIR, LOC108151294|XP_017135319.1|DMIR, LOC108151307|XP_017135332.1|DMIR
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC108157283|XP_017144770.1|DMIR, LOC108157278|XP_017144765.2|DMIR, LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR, LOC108154871|XP_017140799.1|DMIR, LOC108154874|XP_017140802.1|DMIR, LOC108157280|XP_017144766.2|DMIR
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR, LOC108165364|XP_017156888.1|DMIR, LOC108165363|XP_017156887.2|DMIR, LOC108165358|XP_017156881.1|DMIR, LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR, LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR, LOC108165357|XP_017156880.1|DMIR, LOC108165360|XP_017156884.1|DMIR
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC108160591|XP_017150175.2|DMIR, LOC108160590|XP_017150174.1|DMIR, LOC108160459|XP_017149964.1|DMIR
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC108160458|XP_017149963.1|DMIR, LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR, LOC108156958|XP_017144225.2|DMIR, LOC108156959|XP_017144226.2|DMIR, LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC108157011|XP_017144303.2|DMIR, LOC108157010|XP_017144301.2|DMIR
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR, LOC108162139|XP_017152210.1|DMIR, LOC108165551|XP_017157117.1|DMIR
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC108152548|XP_017137449.1|DMIR
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC108156375|XP_017143272.1|DMIR
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC108161397|XP_017151135.2|DMIR, LOC108161521|XP_017151288.2|DMIR, LOC108161432|XP_017151184.1|DMIR, LOC108164261|XP_017155390.2|DMIR
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC108156463|XP_017143415.1|DMIR, LOC108156462|XP_017143414.1|DMIR, LOC108165314|XP_017156837.1|DMIR, LOC108152681|XP_017137669.1|DMIR, LOC108152680|XP_017137666.1|DMIR
OG0000064	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL	LOC108163302|XP_017154003.1|DMIR
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC108156681|XP_017143806.1|DMIR, LOC108150910|XP_017134723.1|DMIR
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC108160959|XP_017150741.1|DMIR, LOC108150909|XP_017134722.1|DMIR
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC108153593|XP_017139164.1|DMIR
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC108152679|XP_033242710.1|DMIR, LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR, LOC108163289|XP_017153992.1|DMIR
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC108161360|XP_017151091.1|DMIR, LOC108164841|XP_017156256.1|DMIR, LOC108161362|XP_017151093.1|DMIR, LOC108161363|XP_017151095.1|DMIR
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC117186448|XP_033243164.1|DMIR
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC108165608|XP_017157174.1|DMIR, LOC108150751|XP_017134533.1|DMIR, LOC108153450|XP_017138959.1|DMIR
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC108160257|XP_017149612.1|DMIR, LOC108159396|XP_017148120.1|DMIR
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC108160256|XP_017149611.1|DMIR
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC117189979|XP_033250952.1|DMIR, LOC108159670|XP_017148639.1|DMIR
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC108150973|XP_017134799.1|DMIR
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC108154478|XP_017140245.1|DMIR
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC108152480|XP_017137342.1|DMIR, LOC108153512|XP_017139057.1|DMIR
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC108153054|XP_017138314.1|DMIR
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR, LOC108153055|XP_017138316.1|DMIR
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC108153442|XP_033243040.1|DMIR
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC108164834|XP_017156246.1|DMIR
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC117192706|XP_033253334.1|DMIR
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC108154903|XP_017140844.1|DMIR
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR, LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR, LOC108157815|XP_017145503.1|DMIR, LOC108164827|XP_033245184.1|DMIR, LOC108165160|XP_017156716.1|DMIR
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC108163362|XP_017154100.1|DMIR, LOC108163231|XP_033248938.1|DMIR, LOC108161560|XP_017151332.1|DMIR, LOC108163880|XP_017154882.1|DMIR, LOC108163881|XP_017154883.1|DMIR, LOC108163877|XP_017154880.1|DMIR, LOC108163879|XP_017154881.1|DMIR
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR, LOC108160659|XP_017150285.1|DMIR
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC108153681|XP_017139286.1|DMIR
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC108160171|XP_017149484.1|DMIR, LOC108156489|XP_017143463.1|DMIR, LOC108154939|XP_017140918.1|DMIR
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC108162999|XP_017153506.2|DMIR
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC117194445|XP_033254904.1|DMIR, LOC117194667|XP_033255069.1|DMIR, LOC117194617|XP_033255036.1|DMIR, LOC117194856|XP_033255214.1|DMIR, LOC117195097|XP_033255643.1|DMIR, LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR, LOC117194342|XP_033254802.1|DMIR, LOC117194780|XP_033255164.1|DMIR, LOC117194896|XP_033255250.1|DMIR, LOC117191823|XP_033252479.1|DMIR, LOC117194813|XP_033255187.1|DMIR, LOC117191469|XP_033252217.1|DMIR, LOC117194900|XP_033255255.1|DMIR, LOC117194917|XP_033255273.1|DMIR, LOC117194804|XP_033255178.1|DMIR, LOC117191393|XP_033252168.1|DMIR, LOC117191470|XP_033252218.1|DMIR, LOC117194618|XP_033255037.1|DMIR, LOC117194784|XP_033255169.1|DMIR, LOC117194908|XP_033255265.1|DMIR, LOC117190777|XP_033251731.1|DMIR, LOC117194945|XP_033255305.1|DMIR, LOC117194943|XP_033255304.1|DMIR, LOC117194341|XP_033254800.1|DMIR, LOC117194471|XP_033254927.1|DMIR, LOC117194810|XP_033255184.1|DMIR, LOC117194782|XP_033255167.1|DMIR, LOC117194805|XP_033255179.1|DMIR, LOC117191824|XP_033252480.1|DMIR, LOC117194375|XP_033254839.1|DMIR, LOC117191827|XP_033252483.1|DMIR, LOC117194913|XP_033255269.1|DMIR, LOC117190006|XP_033250989.1|DMIR, LOC117194641|XP_033255048.1|DMIR, LOC117194469|XP_033254922.1|DMIR, LOC117192088|XP_033252680.1|DMIR, LOC117194921|XP_033255277.1|DMIR, LOC117191851|XP_033252507.1|DMIR, LOC117194940|XP_033255295.1|DMIR, LOC117194746|XP_033255133.1|DMIR, LOC117194906|XP_033255262.1|DMIR, LOC117194783|XP_033255168.1|DMIR, LOC117194910|XP_033255266.1|DMIR, LOC117194394|XP_033254864.1|DMIR, LOC117194347|XP_033254807.1|DMIR, LOC117194393|XP_033254861.1|DMIR, LOC117194897|XP_033255251.1|DMIR, LOC117191471|XP_033252219.1|DMIR, LOC117194616|XP_033255035.1|DMIR, LOC117194809|XP_033255183.1|DMIR, LOC117194339|XP_033254796.1|DMIR, LOC117194332|XP_033254794.1|DMIR, LOC117194907|XP_033255263.1|DMIR, LOC117191829|XP_033252486.1|DMIR, LOC117191034|XP_033251895.1|DMIR, LOC117191830|XP_033252488.1|DMIR, LOC117191825|XP_033252482.1|DMIR, LOC117194696|XP_033255097.1|DMIR, LOC117194358|XP_033254814.1|DMIR, LOC117194392|XP_033254860.1|DMIR, LOC117194905|XP_033255261.1|DMIR, LOC117194939|XP_033255294.1|DMIR, LOC117194937|XP_033255290.1|DMIR, LOC117194666|XP_033255068.1|DMIR, LOC117194651|XP_033255058.1|DMIR, LOC117194685|XP_033255086.1|DMIR, LOC117194759|XP_033255149.1|DMIR, LOC117194898|XP_033255252.1|DMIR, LOC117194316|XP_033254777.1|DMIR, LOC117194374|XP_033254836.1|DMIR, LOC117194387|XP_033254852.1|DMIR, LOC117194444|XP_033254903.1|DMIR, LOC117194949|XP_033255311.1|DMIR, LOC117194936|XP_033255287.1|DMIR, LOC117194373|XP_033254834.1|DMIR, LOC117194388|XP_033254855.1|DMIR, LOC117185894|XP_033255094.1|DMIR, LOC117194811|XP_033255185.1|DMIR, LOC117194468|XP_033254920.1|DMIR, LOC117194924|XP_033255279.1|DMIR, LOC117194920|XP_033255276.1|DMIR, LOC117192028|XP_033252640.1|DMIR, LOC117194808|XP_033255182.1|DMIR, LOC117194372|XP_033254832.1|DMIR, LOC117194779|XP_033255161.1|DMIR, LOC117191059|XP_033251918.1|DMIR, LOC117194748|XP_033255137.1|DMIR, LOC117194812|XP_033255186.1|DMIR, LOC117194343|XP_033254803.1|DMIR, LOC117194389|XP_033254857.1|DMIR, LOC117194359|XP_033254821.1|DMIR, LOC117194778|XP_033255159.1|DMIR, LOC117194371|XP_033254831.1|DMIR, LOC117190382|XP_033251354.1|DMIR, LOC117194918|XP_033255274.1|DMIR, LOC117194579|XP_033255010.1|DMIR, LOC117194815|XP_033255189.1|DMIR, LOC117194925|XP_033255280.1|DMIR, LOC117194928|XP_033255282.1|DMIR, LOC117191822|XP_033252478.1|DMIR, LOC117194619|XP_033255038.1|DMIR, LOC108159200|XP_033255292.1|DMIR, LOC117194652|XP_033255059.1|DMIR, LOC117194930|XP_033255284.1|DMIR, LOC117194814|XP_033255188.1|DMIR, LOC117194642|XP_033255050.1|DMIR, LOC117194938|XP_033255293.1|DMIR
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC108161399|XP_017151137.1|DMIR
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC108162440|XP_017152666.1|DMIR
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC108161407|XP_017151147.1|DMIR
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR
