Orthogroup	HILL.longest_only	DANA.longest_only
OG0000045	LOC119649047|XP_037906953.1|HILL	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC119652611|XP_037912776.1|HILL	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA, LOC6507632|XP_001956043.1|DANA, LOC6507423|XP_032310209.1|DANA
OG0000046	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL	LOC6501716|XP_001955838.3|DANA, LOC6503183|XP_001963600.1|DANA, LOC6502915|XP_001963599.1|DANA, LOC6503185|XP_032311857.1|DANA, LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA, LOC6501523|XP_001955420.3|DANA, LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC6496443|XP_001960921.1|DANA, LOC6496440|XP_001960917.1|DANA, LOC6496543|XP_001961111.1|DANA, LOC6493464|XP_001957813.1|DANA, LOC6494029|XP_001961117.1|DANA, LOC6493465|XP_001957814.1|DANA
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC6506811|XP_001957192.1|DANA, LOC6493171|XP_001957195.2|DANA, LOC6493169|XP_001957191.1|DANA
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC6500644|XP_001953636.2|DANA, LOC6499920|XP_001953633.1|DANA, LOC6500645|XP_001953637.1|DANA, LOC6499917|XP_001953639.1|DANA, LOC6502640|XP_001953638.1|DANA, LOC6499921|XP_001953632.1|DANA
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC6494319|XP_001960538.2|DANA, LOC6502855|XP_001958555.2|DANA, LOC6493851|XP_001958559.1|DANA, LOC6493850|XP_001958558.2|DANA, LOC6502856|XP_032309510.1|DANA, LOC6493852|XP_001958560.2|DANA, LOC6502857|XP_001958557.2|DANA
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC6495215|XP_001958835.1|DANA, LOC6495434|XP_001958836.2|DANA, LOC6495214|XP_001958837.1|DANA
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC6495213|XP_001958838.1|DANA, LOC6495436|XP_001958842.1|DANA
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC6499283|XP_001954953.1|DANA, LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA, LOC6499278|XP_001954958.1|DANA, LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA
OG0000055	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL	LOC6501597|XP_001955556.1|DANA
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC6500303|XP_001952932.1|DANA, LOC6500302|XP_001952931.2|DANA
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC6493582|XP_001958038.2|DANA, LOC6507265|XP_001956364.1|DANA, LOC6502760|XP_001964984.2|DANA, LOC6497335|XP_001962298.1|DANA, LOC6503754|XP_001963803.1|DANA
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC6504067|XP_001964111.1|DANA
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC6505935|XP_001964647.1|DANA
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC6496734|XP_001967353.1|DANA, LOC6496703|XP_001967348.1|DANA, LOC6496732|XP_001967351.1|DANA
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC6501263|XP_001954874.3|DANA, LOC6501262|XP_001954873.1|DANA, LOC6501264|XP_001954875.1|DANA, LOC6506480|XP_001957794.2|DANA, LOC6506483|XP_001957791.1|DANA, LOC6506482|XP_001957792.1|DANA, LOC6506481|XP_001957793.1|DANA
OG0000064	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL	LOC6505404|XP_001964880.1|DANA
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC6499795|XP_032305657.1|DANA, LOC6499794|XP_001953901.1|DANA, LOC6506620|XP_001957527.1|DANA
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC6495325|XP_001958630.1|DANA, LOC6493325|XP_001957528.1|DANA
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC6506201|XP_001958352.1|DANA
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC6506532|XP_001957704.2|DANA, LOC6500414|XP_001953168.2|DANA, LOC6507230|XP_001956426.2|DANA, LOC6495108|XP_001959037.2|DANA, LOC6504517|XP_032308101.1|DANA
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC6503961|XP_001965215.1|DANA, LOC6503769|XP_001963776.1|DANA, LOC6498205|XP_001962291.1|DANA, LOC6498204|XP_001962290.1|DANA
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC6507148|XP_001956586.1|DANA
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC6506125|XP_001958498.2|DANA, LOC6493818|XP_001958499.2|DANA, LOC6493817|XP_001958497.2|DANA
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC6496435|XP_001960911.2|DANA, LOC6494126|XP_001960916.1|DANA
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC6496437|XP_001960913.2|DANA
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC6495130|XP_032306843.1|DANA
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC6504831|XP_032309092.1|DANA
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC6501709|XP_014767186.1|DANA
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC6506390|XP_001957961.1|DANA, LOC6493409|XP_001957690.2|DANA
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC6506377|XP_001957995.1|DANA
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC6493560|XP_001957997.1|DANA
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC6493559|XP_001957996.1|DANA, LOC6506378|XP_001957994.1|DANA
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC6507708|XP_032310567.1|DANA
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC6498742|XP_001967290.3|DANA
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC6495454|XP_001958879.1|DANA
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC6500548|XP_001953433.1|DANA
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC6494255|XP_001960658.2|DANA
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC6498930|XP_001955657.2|DANA
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC6496013|XP_001960040.1|DANA, LOC6506366|XP_001958015.1|DANA, LOC6500459|XP_001953252.2|DANA, LOC6504531|XP_014759488.1|DANA
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC26513925|XP_014762276.1|DANA, LOC6498060|XP_001962001.1|DANA, LOC116654890|XP_032307325.1|DANA, LOC26515455|XP_014762435.1|DANA, LOC6497477|XP_001961997.1|DANA, LOC26514625|XP_014762351.1|DANA, LOC6497476|XP_001961998.1|DANA
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC6492911|XP_032306632.1|DANA, LOC6492910|XP_001955590.1|DANA, LOC6501610|XP_001955588.1|DANA, LOC116656055|XP_032311275.1|DANA, LOC26515084|XP_014764086.1|DANA, LOC116656191|XP_032311532.1|DANA, LOC116656193|XP_032311533.1|DANA, LOC6505843|XP_032311161.1|DANA, LOC6492912|XP_001960641.1|DANA
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC6507078|XP_001956706.2|DANA
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC6496417|XP_001960874.1|DANA, LOC6501080|XP_032305850.1|DANA, LOC6501083|XP_001954522.1|DANA, LOC6499028|XP_001955484.1|DANA, LOC6499027|XP_032311475.1|DANA
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC6496922|XP_001963135.1|DANA, LOC6497178|XP_001962608.1|DANA, LOC6497179|XP_001962607.1|DANA, LOC6497181|XP_001962605.1|DANA, LOC6497182|XP_001962604.2|DANA, LOC6497183|XP_001962603.1|DANA, LOC6497180|XP_001962606.1|DANA
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC6498600|XP_014762200.1|DANA
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC6493976|XP_001961222.1|DANA
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC6496031|XP_001960084.1|DANA
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC6495180|XP_001958901.1|DANA
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC6496978|XP_001963012.1|DANA
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC6497827|XP_032307448.1|DANA
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC6498545|XP_001963033.1|DANA
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC6496644|XP_001961321.1|DANA
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC6500432|XP_001953205.1|DANA
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC6494393|XP_001965927.1|DANA
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC6507779|XP_001956330.2|DANA
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC6495340|XP_001958614.1|DANA, LOC6495339|XP_032306761.1|DANA, LOC6507692|XP_014765406.1|DANA, LOC6507073|XP_032309532.1|DANA
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC6505932|XP_001964640.2|DANA
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC6497391|XP_001962180.1|DANA, LOC6500890|XP_001954116.1|DANA, LOC6500891|XP_001954117.1|DANA
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC6500214|XP_001953014.1|DANA, LOC6500347|XP_001953016.1|DANA, LOC6501008|XP_001954370.1|DANA, LOC6500213|XP_001953015.1|DANA
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC6498089|XP_001962057.1|DANA
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC6493460|XP_001957805.1|DANA, LOC6493461|XP_001957806.1|DANA, LOC6501401|XP_001955180.1|DANA
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC26515135|XP_032306053.1|DANA, LOC26513823|XP_032305336.1|DANA, LOC6500320|XP_001952965.1|DANA, LOC6497252|XP_001962468.1|DANA
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC6499837|XP_001953808.1|DANA
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC6504649|XP_001966471.1|DANA, LOC6504861|XP_001966472.1|DANA
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC6503889|XP_001963789.1|DANA
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC26515131|XP_014764095.1|DANA, LOC6499567|XP_001954364.1|DANA, LOC6505697|XP_001964437.1|DANA, LOC6505825|XP_001964439.1|DANA, LOC6499464|XP_001954581.2|DANA
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC6493631|XP_032309640.1|DANA, LOC6493637|XP_032310766.1|DANA, LOC6493632|XP_001958135.2|DANA, LOC116655751|XP_032309645.1|DANA, LOC116655752|XP_032309646.1|DANA
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC6496059|XP_001960131.2|DANA
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC6495563|XP_001959110.1|DANA
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC6493013|XP_001956853.1|DANA, LOC6506530|XP_001957705.2|DANA, LOC26514817|XP_014765666.1|DANA, LOC6495378|XP_001958702.1|DANA
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC6507022|XP_001956806.1|DANA
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC6492993|XP_001956811.1|DANA
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC6506095|XP_001965114.2|DANA, LOC6500031|XP_001953356.1|DANA, LOC6500504|XP_032307642.1|DANA, LOC6500505|XP_001953361.1|DANA
OG0000108	LOC119657653|XP_037920603.1|HILL	LOC6495673|XP_032305942.1|DANA, LOC116655428|XP_032309214.1|DANA, LOC116654760|XP_032307058.1|DANA, LOC116654769|XP_032307129.1|DANA, LOC116655862|XP_032310454.1|DANA, LOC116656588|XP_032312273.1|DANA, LOC116656445|XP_032311953.1|DANA, LOC116655567|XP_032309387.1|DANA, LOC116655312|XP_032308859.1|DANA, LOC116655419|XP_032309203.1|DANA, LOC116656433|XP_032311921.1|DANA, LOC116655426|XP_032309210.1|DANA
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC6498607|XP_001963150.1|DANA, LOC6498606|XP_001963149.2|DANA
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC6493509|XP_001957895.2|DANA
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC6493510|XP_001957896.1|DANA, LOC6493511|XP_001957897.1|DANA, LOC6506428|XP_001957898.1|DANA
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC6504959|XP_001965732.1|DANA, LOC6504534|XP_001967086.1|DANA
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC26514615|XP_014759306.1|DANA, LOC6499153|XP_001955201.2|DANA, LOC6497498|XP_014761715.2|DANA, LOC26514152|XP_014765581.1|DANA
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC6497093|XP_001962768.1|DANA, LOC6497092|XP_001962769.1|DANA, LOC116654468|XP_032311254.1|DANA, LOC6498420|XP_032311255.1|DANA
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC6497208|XP_001962556.2|DANA, LOC6505594|XP_001964630.1|DANA, LOC6503719|XP_001965264.1|DANA, LOC6503708|XP_032311143.1|DANA
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC6500638|XP_001953621.1|DANA, LOC6500637|XP_001953620.1|DANA, LOC6500639|XP_001953623.1|DANA, LOC6499924|XP_032307469.1|DANA
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC6504852|XP_014759830.1|DANA, LOC6496786|XP_001965770.1|DANA
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC6502526|XP_001959929.1|DANA
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC6497421|XP_001962120.1|DANA, LOC6505057|XP_032307888.1|DANA, LOC6495324|XP_001958631.1|DANA, LOC6507209|XP_032311380.1|DANA
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC6494655|XP_001959924.1|DANA, LOC6499709|XP_001954084.1|DANA, LOC6499440|XP_032312082.1|DANA, LOC6499441|XP_001954634.1|DANA, LOC6501146|XP_001954636.1|DANA
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC6505922|XP_014760838.1|DANA
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC6500877|XP_014766772.1|DANA
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC6501441|XP_014767048.1|DANA, LOC26514746|XP_032307471.1|DANA
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC6500069|XP_001953278.1|DANA, LOC6500068|XP_001953279.1|DANA, LOC6500070|XP_001953277.1|DANA, LOC6500071|XP_001953276.2|DANA
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC6494973|XP_001959303.1|DANA, LOC6494972|XP_032306981.1|DANA, LOC6494975|XP_001959301.2|DANA, LOC6494974|XP_001959302.2|DANA, LOC6494976|XP_001959299.2|DANA, LOC6494977|XP_014763093.1|DANA, LOC6498353|XP_032311292.1|DANA, LOC6499213|XP_032305663.1|DANA
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC6504105|XP_014761187.1|DANA, LOC6507784|XP_001956338.1|DANA, LOC26514837|XP_014762380.1|DANA, LOC6504106|XP_001964190.1|DANA
OG0000131	LOC119651854|XP_037911584.1|HILL	LOC6500194|XP_001953040.2|DANA
OG0000132	LOC119646571|XP_037902988.1|HILL	LOC6504245|XP_001965101.1|DANA, LOC6504243|XP_001965102.1|DANA, LOC6505793|XP_001964386.1|DANA
OG0000134	LOC119661723|XP_037927117.1|HILL	LOC6500909|XP_032305809.1|DANA
OG0000134	LOC119653265|XP_037913814.1|HILL	LOC6502152|XP_001966115.1|DANA, LOC6496896|XP_014761428.1|DANA
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	LOC6507381|XP_014765193.1|DANA, LOC6501405|XP_001955183.1|DANA
OG0000137	LOC119649622|XP_037907783.1|HILL	LOC6493751|XP_014764526.1|DANA
OG0000140	LOC119652283|XP_037912204.1|HILL	LOC6505923|XP_001964627.1|DANA
OG0000141	LOC119648365|XP_037906018.1|HILL	LOC6493033|XP_001956909.1|DANA, LOC6493035|XP_001956911.2|DANA, LOC6506964|XP_001956912.3|DANA, LOC6506963|XP_001956913.2|DANA
OG0000142	LOC119659676|XP_037923831.1|HILL	LOC6503405|XP_032312316.1|DANA
OG0000142	LOC119653858|XP_037914844.1|HILL	LOC6505749|XP_032305662.1|DANA
OG0000142	LOC119656899|XP_037919509.1|HILL	LOC6505104|XP_032307877.1|DANA
OG0000143	LOC119648301|XP_037905888.1|HILL	LOC6506275|XP_001958215.1|DANA
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	LOC6493678|XP_001958216.1|DANA
OG0000144	LOC119659532|XP_037923599.1|HILL	LOC6499955|XP_014766291.1|DANA
OG0000144	LOC119655655|XP_037917566.1|HILL	LOC6505218|XP_032307837.1|DANA
OG0000144	LOC119654514|XP_037915885.1|HILL	LOC26514477|XP_014760209.1|DANA
OG0000145	LOC119660803|XP_037925563.1|HILL	LOC6501923|XP_001966699.3|DANA, LOC6496821|XP_001963330.1|DANA, LOC6496822|XP_001963329.2|DANA
OG0000147	LOC119651641|XP_037911244.1|HILL	LOC6497036|XP_001962875.1|DANA
OG0000147	LOC119650938|XP_037910096.1|HILL	LOC6499192|XP_001955143.1|DANA, LOC6499191|XP_001955144.1|DANA
OG0000148	LOC119647178|XP_037903918.1|HILL	LOC6497490|XP_001961975.1|DANA
OG0000148	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL	LOC6505350|XP_032311033.1|DANA
