Orthogroup	HILL.longest_only	DSUP.longest_only
OG0000036	LOC119652948|XP_037913267.1|HILL, LOC119651663|XP_037911279.1|HILL, LOC119650637|XP_037909485.1|HILL, LOC119653054|XP_037913458.1|HILL, LOC119650635|XP_037909483.1|HILL	LOC119555899|XP_037723507.1|DSUP
OG0000037	LOC119651766|XP_037911437.1|HILL, LOC119646812|XP_037903341.1|HILL, LOC119651775|XP_037911460.1|HILL, LOC119655958|XP_037918122.1|HILL, LOC119658451|XP_037921784.1|HILL, LOC119651204|XP_037910577.1|HILL, LOC119646220|XP_037902534.1|HILL, LOC119651193|XP_037910565.1|HILL, LOC119658129|XP_037921325.1|HILL, LOC119655954|XP_037918098.1|HILL, LOC119661525|XP_037926829.1|HILL, LOC119657138|XP_037919838.1|HILL, LOC119657136|XP_037919836.1|HILL, LOC119657137|XP_037919837.1|HILL, LOC119658079|XP_037921268.1|HILL, LOC119658432|XP_037921760.1|HILL, LOC119658363|XP_037921651.1|HILL, LOC119658372|XP_037921661.1|HILL, LOC119658423|XP_037921747.1|HILL, LOC119661114|XP_037926238.1|HILL	LOC119549907|XP_037714155.1|DSUP, LOC119560063|XP_037729297.1|DSUP, LOC119560052|XP_037729285.1|DSUP, LOC119559867|XP_037728904.1|DSUP
OG0000038	LOC119648832|XP_037906622.1|HILL	LOC119555136|XP_037722291.1|DSUP, LOC119555124|XP_037722276.1|DSUP
OG0000039	LOC119659608|XP_037923707.1|HILL, LOC119659449|XP_037923462.1|HILL, LOC119655261|XP_037916985.1|HILL, LOC119650447|XP_037909230.1|HILL, LOC119650448|XP_037909231.1|HILL, LOC119650446|XP_037909229.1|HILL, LOC119650452|XP_037909234.1|HILL, LOC119650455|XP_037909238.1|HILL, LOC119650454|XP_037909236.1|HILL, LOC119650450|XP_037909233.1|HILL, LOC119650453|XP_037909235.1|HILL, LOC119650449|XP_037909232.1|HILL, LOC119657616|XP_037920546.1|HILL	LOC119560141|XP_037729421.1|DSUP
OG0000040	LOC119659482|XP_037923522.1|HILL	LOC119556456|XP_037724634.1|DSUP, LOC119563112|XP_037732283.1|DSUP, LOC119563113|XP_037732284.1|DSUP, LOC119556472|XP_037724654.1|DSUP, LOC119556489|XP_037724679.1|DSUP, LOC119556482|XP_037724666.1|DSUP, LOC119555315|XP_037722571.1|DSUP, LOC119552243|XP_037717993.1|DSUP, LOC119546490|XP_037708720.1|DSUP
OG0000041	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL	LOC119554437|XP_037721279.1|DSUP, LOC119554447|XP_037721290.1|DSUP, LOC119562401|XP_037731528.1|DSUP, LOC119550675|XP_037715466.1|DSUP, LOC119550683|XP_037715478.1|DSUP
OG0000043	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL	LOC119563116|XP_037732288.1|DSUP, LOC119562926|XP_037732005.1|DSUP, LOC119563115|XP_037732286.1|DSUP, LOC119556175|XP_037724028.1|DSUP, LOC119563048|XP_037732184.1|DSUP, LOC119556257|XP_037724233.1|DSUP, LOC119556250|XP_037724220.1|DSUP, LOC119554418|XP_037721239.1|DSUP, LOC119556264|XP_037724244.1|DSUP
OG0000044	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL	LOC119558156|XP_037727329.1|DSUP, LOC119555966|XP_037723621.1|DSUP, LOC119555955|XP_037723600.1|DSUP, LOC119563136|XP_037732321.1|DSUP, LOC119555649|XP_037723141.1|DSUP, LOC119563137|XP_037732322.1|DSUP, LOC119548482|XP_037711687.1|DSUP
OG0000045	LOC119649047|XP_037906953.1|HILL	LOC119553763|XP_037720298.1|DSUP
OG0000045	LOC119652611|XP_037912776.1|HILL	LOC119552534|XP_037718081.1|DSUP, LOC119554143|XP_037720848.1|DSUP, LOC119554102|XP_037720779.1|DSUP, LOC119553760|XP_037720293.1|DSUP
OG0000046	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL	LOC119560295|XP_037729593.1|DSUP, LOC119555986|XP_037723641.1|DSUP, LOC119555989|XP_037723648.1|DSUP, LOC119556096|XP_037723888.1|DSUP, LOC119556859|XP_037725261.1|DSUP, LOC119553613|XP_037720003.1|DSUP, LOC119549774|XP_037713961.1|DSUP, LOC119558359|XP_037727794.1|DSUP, LOC119556004|XP_037723685.1|DSUP
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC119550226|XP_037714721.1|DSUP, LOC119550295|XP_037714817.1|DSUP, LOC119559372|XP_037728340.1|DSUP, LOC119553262|XP_037719480.1|DSUP, LOC119559393|XP_037728384.1|DSUP, LOC119553673|XP_037720144.1|DSUP
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC119553986|XP_037720621.1|DSUP, LOC119553984|XP_037720618.1|DSUP, LOC119555323|XP_037722579.1|DSUP
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC119563293|XP_037732549.1|DSUP, LOC119563399|XP_037732686.1|DSUP, LOC119553498|XP_037719841.1|DSUP, LOC119555362|XP_037722631.1|DSUP, LOC119555370|XP_037722644.1|DSUP, LOC119558111|XP_037727267.1|DSUP
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC119549468|XP_037713498.1|DSUP, LOC119555005|XP_037722074.1|DSUP, LOC119554439|XP_037721277.1|DSUP, LOC119554992|XP_037722058.1|DSUP, LOC119555302|XP_037722547.1|DSUP, LOC119554440|XP_037721278.1|DSUP, LOC119554997|XP_037722064.1|DSUP
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC119549495|XP_037713527.1|DSUP, LOC119551763|XP_037717217.1|DSUP
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC119551749|XP_037717203.1|DSUP, LOC119551753|XP_037717206.1|DSUP
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC119556528|XP_037724737.1|DSUP, LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP, LOC119552964|XP_037718891.1|DSUP, LOC119555707|XP_037723302.1|DSUP
OG0000055	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL	LOC119545654|XP_037707308.1|DSUP, LOC119545656|XP_037707310.1|DSUP, LOC119545655|XP_037707309.1|DSUP
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC119556291|XP_037724281.1|DSUP, LOC119553956|XP_037720582.1|DSUP
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC119551503|XP_037716797.1|DSUP, LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP, LOC119551928|XP_037717493.1|DSUP, LOC119546720|XP_037709134.1|DSUP, LOC119556721|XP_037725047.1|DSUP
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC119556360|XP_037724450.1|DSUP
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC119550934|XP_037715889.1|DSUP
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC119547297|XP_037710014.1|DSUP, LOC119547411|XP_037710188.1|DSUP, LOC119547153|XP_037709799.1|DSUP, LOC119547482|XP_037710295.1|DSUP
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC119547939|XP_037710918.1|DSUP, LOC119551968|XP_037717607.1|DSUP, LOC119547960|XP_037710940.1|DSUP, LOC119547949|XP_037710930.1|DSUP, LOC119547929|XP_037710907.1|DSUP, LOC119554636|XP_037721561.1|DSUP, LOC119553691|XP_037720174.1|DSUP, LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP
OG0000064	LOC119651055|XP_037910312.1|HILL, LOC119655092|XP_037916726.1|HILL, LOC119648610|XP_037906308.1|HILL, LOC119656175|XP_037918449.1|HILL, LOC119648891|XP_037906716.1|HILL, LOC119653116|XP_037913569.1|HILL, LOC119649240|XP_037907232.1|HILL	LOC119553545|XP_037719912.1|DSUP
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC119560888|XP_037730510.1|DSUP, LOC119553386|XP_037719671.1|DSUP
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC119550078|XP_037714475.1|DSUP, LOC119553465|XP_037719795.1|DSUP
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC119553512|XP_037719863.1|DSUP
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC119552687|XP_037718340.1|DSUP, LOC119559817|XP_037728832.1|DSUP, LOC119555070|XP_037722207.1|DSUP, LOC119550979|XP_037715942.1|DSUP, LOC119549875|XP_037714104.1|DSUP, LOC119549881|XP_037714113.1|DSUP, LOC119555964|XP_037723613.1|DSUP
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP, LOC119553795|XP_037720335.1|DSUP, LOC119546705|XP_037709112.1|DSUP, LOC119556647|XP_037724907.1|DSUP
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC119555204|XP_037722387.1|DSUP
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC119552553|XP_037718101.1|DSUP, LOC119552552|XP_037718100.1|DSUP, LOC119554936|XP_037721974.1|DSUP
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC119551080|XP_037716171.1|DSUP, LOC119550992|XP_037715966.1|DSUP
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC119551079|XP_037716170.1|DSUP
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC119549420|XP_037713422.1|DSUP
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC119557222|XP_037725820.1|DSUP
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC119559869|XP_037728906.1|DSUP
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC119555627|XP_037723076.1|DSUP, LOC119553528|XP_037719882.1|DSUP
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC119552995|XP_037718942.1|DSUP
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC119553014|XP_037718987.1|DSUP
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP, LOC119552996|XP_037718943.1|DSUP
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC119555219|XP_037722410.1|DSUP
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC119556781|XP_037725143.1|DSUP
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC119549138|XP_037712837.1|DSUP
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC119560232|XP_037729526.1|DSUP
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC119549259|XP_037713095.1|DSUP
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC119548360|XP_037711506.1|DSUP
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC119550532|XP_037715180.1|DSUP, LOC119553881|XP_037720469.1|DSUP, LOC119560420|XP_037729785.1|DSUP, LOC119556490|XP_037724675.1|DSUP, LOC119557021|XP_037725486.1|DSUP
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC119547250|XP_037709958.1|DSUP, LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP, LOC119547248|XP_037709955.1|DSUP
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP, LOC119549434|XP_037713451.1|DSUP
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC119554911|XP_037721941.1|DSUP
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC119551581|XP_037716911.1|DSUP, LOC119556198|XP_037724083.1|DSUP, LOC119560897|XP_037730522.1|DSUP, LOC119560898|XP_037730523.1|DSUP
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC119548097|XP_037711114.1|DSUP, LOC119546591|XP_037708932.1|DSUP, LOC119546708|XP_037709117.1|DSUP, LOC119547690|XP_037710586.1|DSUP
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC119547461|XP_037710270.1|DSUP
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC119550924|XP_037715869.1|DSUP
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC119549284|XP_037713160.1|DSUP
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC119549877|XP_037714110.1|DSUP
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC119546360|XP_037708515.1|DSUP
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC119547736|XP_037710650.1|DSUP
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC119547060|XP_037709670.1|DSUP
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC119549208|XP_037712982.1|DSUP
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC119559948|XP_037729105.1|DSUP, LOC119559790|XP_037728799.1|DSUP
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC119560639|XP_037730119.1|DSUP
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC119554444|XP_037721284.1|DSUP
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC119551577|XP_037716907.1|DSUP, LOC119551295|XP_037716502.1|DSUP, LOC119552801|XP_037718566.1|DSUP, LOC119555352|XP_037722617.1|DSUP
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC119550132|XP_037714564.1|DSUP
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC119548319|XP_037711427.1|DSUP, LOC119545780|XP_037707573.1|DSUP, LOC119563325|XP_037732595.1|DSUP
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC119555984|XP_037723644.1|DSUP, LOC119554434|XP_037721266.1|DSUP, LOC119563440|XP_037732759.1|DSUP, LOC119563381|XP_037732661.1|DSUP
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC119548851|XP_037712400.1|DSUP
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC119553732|XP_037720249.1|DSUP, LOC119560272|XP_037729566.1|DSUP
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC119548522|XP_037711741.1|DSUP, LOC119547864|XP_037710825.1|DSUP, LOC119548857|XP_037712415.1|DSUP, LOC119548361|XP_037711504.1|DSUP
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC119561054|XP_037730815.1|DSUP, LOC119561045|XP_037730804.1|DSUP
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC119558177|XP_037727371.1|DSUP
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC119558261|XP_037727536.1|DSUP
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC119550809|XP_037715676.1|DSUP, LOC119561232|XP_037730976.1|DSUP, LOC119560440|XP_037729811.1|DSUP, LOC119560441|XP_037729812.1|DSUP, LOC119560505|XP_037729907.1|DSUP, LOC119560200|XP_037729491.1|DSUP
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC119552818|XP_037718594.1|DSUP, LOC119552822|XP_037718602.1|DSUP, LOC119554657|XP_037721586.1|DSUP
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC119549166|XP_037712887.1|DSUP
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC119552089|XP_037717794.1|DSUP
OG0000102	LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL	LOC119549711|XP_037713871.1|DSUP
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC119553070|XP_037719123.1|DSUP, LOC119552691|XP_037718344.1|DSUP, LOC119552690|XP_037718343.1|DSUP, LOC119549539|XP_037713615.1|DSUP
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC119552682|XP_037718328.1|DSUP
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC119547526|XP_037710347.1|DSUP, LOC119552753|XP_037718469.1|DSUP
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC119552073|XP_037717779.1|DSUP, LOC119551771|XP_037717229.1|DSUP, LOC119546005|XP_037707934.1|DSUP, LOC119559423|XP_037728445.1|DSUP, LOC119561103|XP_037730925.1|DSUP, LOC119559579|XP_037728528.1|DSUP, LOC119559963|XP_037729124.1|DSUP, LOC119559962|XP_037729123.1|DSUP, LOC119559578|XP_037728527.1|DSUP
OG0000108	LOC119657653|XP_037920603.1|HILL	LOC119555390|XP_037722664.1|DSUP, LOC119557724|XP_037726534.1|DSUP, LOC119546107|XP_037708121.1|DSUP, LOC119551105|XP_037716211.1|DSUP, LOC119558507|XP_037727941.1|DSUP, LOC119562366|XP_037731458.1|DSUP, LOC119560193|XP_037729485.1|DSUP, LOC119562757|XP_037731886.1|DSUP, LOC119559665|XP_037728649.1|DSUP
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC119548267|XP_037711341.1|DSUP
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC119553324|XP_037719581.1|DSUP, LOC119553439|XP_037719757.1|DSUP, LOC119554910|XP_037721940.1|DSUP
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC119558344|XP_037727750.1|DSUP, LOC119555930|XP_037723558.1|DSUP, LOC119556800|XP_037725166.1|DSUP, LOC119556776|XP_037725132.1|DSUP
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC119556622|XP_037724870.1|DSUP, LOC119557771|XP_037726597.1|DSUP, LOC119547880|XP_037710844.1|DSUP, LOC119560721|XP_037730266.1|DSUP, LOC119547804|XP_037710747.1|DSUP
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC119548691|XP_037712083.1|DSUP, LOC119548692|XP_037712084.1|DSUP, LOC119548694|XP_037712085.1|DSUP, LOC119548696|XP_037712087.1|DSUP
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC119546036|XP_037707984.1|DSUP, LOC119546037|XP_037707985.1|DSUP, LOC119550473|XP_037715089.1|DSUP, LOC119548372|XP_037711518.1|DSUP
