Orthogroup	HILL.longest_only	DNOV.longest_only
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC115762848|XP_030561084.1|DNOV, LOC115762847|XP_030561083.1|DNOV, LOC115762857|XP_030561093.1|DNOV
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC115761547|XP_030559189.1|DNOV, LOC115761542|XP_030559185.1|DNOV, LOC115761399|XP_030559017.1|DNOV, LOC115761457|XP_030559084.1|DNOV, LOC115761552|XP_030559195.1|DNOV
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC115758280|XP_030554702.1|DNOV, LOC115770327|XP_030571425.1|DNOV, LOC115770328|XP_030571426.1|DNOV, LOC115770326|XP_030571424.1|DNOV, LOC115770322|XP_030571419.1|DNOV
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC115771927|XP_030573689.1|DNOV, LOC115771866|XP_030573609.1|DNOV, LOC115771921|XP_030573679.1|DNOV
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC115771855|XP_030573599.1|DNOV, LOC115771936|XP_030573699.1|DNOV
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC115766043|XP_030565674.1|DNOV, LOC115770765|XP_030572036.1|DNOV, LOC115766097|XP_030565772.1|DNOV
OG0000055	LOC119657823|XP_037920865.1|HILL	LOC115761644|XP_030559338.1|DNOV
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC115758934|XP_030555595.1|DNOV, LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV, LOC115766835|XP_030566732.1|DNOV
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC115768497|XP_030568943.1|DNOV, LOC115768521|XP_030568971.1|DNOV
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC115765029|XP_030564252.1|DNOV
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC115763134|XP_030561437.1|DNOV, LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV, LOC115763160|XP_030561472.1|DNOV, LOC115763156|XP_030561467.1|DNOV
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV, LOC115770341|XP_030571439.1|DNOV, LOC115770262|XP_030571339.1|DNOV, LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC115761742|XP_030559494.1|DNOV, LOC115769783|XP_030570610.1|DNOV
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC115762160|XP_030560137.1|DNOV, LOC115769836|XP_030570670.1|DNOV
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC115770913|XP_030572222.1|DNOV
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC115766532|XP_030566358.1|DNOV, LOC115765365|XP_030564748.1|DNOV
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC115758973|XP_030555636.1|DNOV, LOC115765204|XP_030564504.1|DNOV, LOC115759073|XP_030555762.1|DNOV, LOC115758728|XP_030555341.1|DNOV
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC115767110|XP_030567126.1|DNOV
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC115771374|XP_030572918.1|DNOV, LOC115771373|XP_030572916.1|DNOV, LOC115771375|XP_030572919.1|DNOV
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC115762189|XP_030560172.1|DNOV, LOC115760700|XP_030558025.1|DNOV
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC115760737|XP_030558073.1|DNOV
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC115757880|XP_030554180.1|DNOV
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC115764211|XP_030562961.1|DNOV
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV, LOC115771062|XP_030572474.1|DNOV
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC115770432|XP_030571562.1|DNOV
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC115770426|XP_030571554.1|DNOV
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC115770110|XP_030571087.1|DNOV, LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC115766967|XP_030566920.1|DNOV
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC115766325|XP_030566076.1|DNOV
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC115765531|XP_030565013.1|DNOV
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC115761940|XP_030559834.1|DNOV
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC115757826|XP_030554110.1|DNOV
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC115759443|XP_030556224.1|DNOV
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV, LOC115770100|XP_030571073.1|DNOV, LOC115761731|XP_030559475.1|DNOV, LOC115764426|XP_030563287.1|DNOV, LOC115767246|XP_030567310.1|DNOV
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC115760029|XP_030557056.1|DNOV, LOC115760320|XP_030557468.1|DNOV, LOC115760319|XP_030557467.1|DNOV, LOC115760318|XP_030557466.1|DNOV, LOC115759928|XP_030556925.1|DNOV, LOC115760195|XP_030557285.1|DNOV
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC115762483|XP_030560581.1|DNOV, LOC115766550|XP_030566385.1|DNOV
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC115769469|XP_030570143.1|DNOV
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC115760531|XP_030557814.1|DNOV, LOC115771876|XP_030573620.1|DNOV, LOC115764022|XP_030562714.1|DNOV
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC115771570|XP_030573183.1|DNOV
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC115763288|XP_030561633.1|DNOV
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC115759698|XP_030556562.1|DNOV
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC115764646|XP_030563684.1|DNOV
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC115759965|XP_030556974.1|DNOV
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC115763574|XP_030562052.1|DNOV
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC115763556|XP_030562035.1|DNOV
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC115758292|XP_030554718.1|DNOV
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC115759581|XP_030556409.1|DNOV
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC115760358|XP_030557507.1|DNOV
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC115769774|XP_030570599.1|DNOV
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC115758299|XP_030554725.1|DNOV, LOC115758298|XP_030554724.1|DNOV, LOC115765820|XP_030565404.1|DNOV, LOC115766045|XP_030565682.1|DNOV, LOC115769503|XP_030570188.1|DNOV
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC115757670|XP_030553848.1|DNOV
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC115759049|XP_030555733.1|DNOV, LOC115761273|XP_030558848.1|DNOV, LOC115761272|XP_030558847.1|DNOV
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC115766069|XP_030565732.1|DNOV, LOC115766167|XP_030565870.1|DNOV, LOC115766082|XP_030565748.1|DNOV
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC115758323|XP_030554750.1|DNOV
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC115770336|XP_030571434.1|DNOV, LOC115761783|XP_030559578.1|DNOV, LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC115761336|XP_030558933.1|DNOV, LOC115761351|XP_030558956.1|DNOV, LOC115761323|XP_030558916.1|DNOV, LOC115759222|XP_030555977.1|DNOV
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC115763976|XP_030562641.1|DNOV
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC115758025|XP_030554389.1|DNOV
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC115768874|XP_030569441.1|DNOV
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC115758695|XP_030555303.1|DNOV, LOC115763747|XP_030562311.1|DNOV, LOC115759484|XP_030556280.1|DNOV, LOC115764748|XP_030563827.1|DNOV, LOC115764746|XP_030563824.1|DNOV, LOC115764705|XP_030563763.1|DNOV
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC115769895|XP_030570771.1|DNOV, LOC115769419|XP_030570087.1|DNOV, LOC115769417|XP_030570084.1|DNOV, LOC115769418|XP_030570086.1|DNOV, LOC115769861|XP_030570719.1|DNOV, LOC115769416|XP_030570083.1|DNOV
OG0000101	LOC119648866|XP_037906678.1|HILL	LOC115769860|XP_030570709.1|DNOV
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC115764983|XP_030564174.1|DNOV
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC115760629|XP_030557940.1|DNOV
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV, LOC115771232|XP_030572693.1|DNOV, LOC115762233|XP_030560233.1|DNOV
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC115762610|XP_030560765.1|DNOV
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC115763001|XP_030561251.1|DNOV, LOC115762611|XP_030560767.1|DNOV
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC115763410|XP_030561820.1|DNOV, LOC115766038|XP_030565668.1|DNOV, LOC115766116|XP_030565797.1|DNOV
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC115758763|XP_030555384.1|DNOV, LOC115759000|XP_030555661.1|DNOV
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC115771207|XP_030572667.1|DNOV
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV, LOC115771102|XP_030572522.1|DNOV, LOC115771159|XP_030572591.1|DNOV
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC115766378|XP_030566142.1|DNOV, LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC115761208|XP_030558753.1|DNOV, LOC115768193|XP_030568568.1|DNOV, LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC115769301|XP_030569889.1|DNOV, LOC115769303|XP_030569891.1|DNOV, LOC115769305|XP_030569893.1|DNOV, LOC115769308|XP_030569897.1|DNOV, LOC115769307|XP_030569896.1|DNOV
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC115758561|XP_030555129.1|DNOV, LOC115768983|XP_030569558.1|DNOV, LOC115764682|XP_030563730.1|DNOV
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC115761228|XP_030558777.1|DNOV, LOC115761623|XP_030559312.1|DNOV, LOC115761429|XP_030559055.1|DNOV
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC115768766|XP_030569316.1|DNOV
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC115765330|XP_030564696.1|DNOV
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC115763181|XP_030561499.1|DNOV, LOC115767044|XP_030567034.1|DNOV, LOC115762161|XP_030560138.1|DNOV, LOC115759056|XP_030555741.1|DNOV
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC115759448|XP_030556240.1|DNOV, LOC115763740|XP_030562303.1|DNOV
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC115771741|XP_030573428.1|DNOV
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC115761248|XP_030558810.1|DNOV
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC115763320|XP_030561680.1|DNOV, LOC115759005|XP_030555672.1|DNOV, LOC115759108|XP_030555807.1|DNOV
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC115761512|XP_030559141.1|DNOV, LOC115761427|XP_030559046.1|DNOV, LOC115761374|XP_030558985.1|DNOV
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC115763691|XP_030562236.1|DNOV, LOC115764129|XP_030562860.1|DNOV, LOC115771969|XP_030573747.1|DNOV, LOC115763858|XP_030562496.1|DNOV
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC115768023|XP_030568300.1|DNOV, LOC115769838|XP_030570672.1|DNOV, LOC115769679|XP_030570455.1|DNOV, LOC115768022|XP_030568299.1|DNOV
OG0000131	LOC119651854|XP_037911584.1|HILL	LOC115761671|XP_030559382.1|DNOV
OG0000132	LOC119646571|XP_037902988.1|HILL	LOC115760166|XP_030557246.1|DNOV, LOC115759623|XP_030556467.1|DNOV
OG0000134	LOC119661723|XP_037927117.1|HILL	LOC115757657|XP_030553830.1|DNOV
OG0000134	LOC119653265|XP_037913814.1|HILL	LOC115767392|XP_030567515.1|DNOV, LOC115759801|XP_030556744.1|DNOV
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	LOC115768079|XP_030568404.1|DNOV, LOC115764130|XP_030562861.1|DNOV
OG0000137	LOC119649622|XP_037907783.1|HILL	LOC115771032|XP_030572427.1|DNOV
OG0000140	LOC119652283|XP_037912204.1|HILL	LOC115771802|XP_030573533.1|DNOV, LOC115760835|XP_030558234.1|DNOV, LOC115760836|XP_030558236.1|DNOV, LOC115758864|XP_030555518.1|DNOV
OG0000141	LOC119648365|XP_037906018.1|HILL	LOC115769898|XP_030570779.1|DNOV, LOC115769899|XP_030570780.1|DNOV, LOC115769900|XP_030570781.1|DNOV
OG0000142	LOC119659676|XP_037923831.1|HILL	LOC115770626|XP_030571829.1|DNOV
OG0000142	LOC119653858|XP_037914844.1|HILL	LOC115760359|XP_030557508.1|DNOV, LOC115760416|XP_030557579.1|DNOV
OG0000142	LOC119656899|XP_037919509.1|HILL	LOC115767833|XP_030568035.1|DNOV
OG0000143	LOC119648301|XP_037905888.1|HILL	LOC115769511|XP_030570205.1|DNOV
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	LOC115769830|XP_030570664.1|DNOV
OG0000144	LOC119659532|XP_037923599.1|HILL	LOC115764707|XP_030563766.1|DNOV
OG0000144	LOC119655655|XP_037917566.1|HILL	LOC115765151|XP_030564416.1|DNOV
OG0000144	LOC119654514|XP_037915885.1|HILL	LOC115759963|XP_030556972.1|DNOV
OG0000145	LOC119660803|XP_037925563.1|HILL	LOC115765270|XP_030564620.1|DNOV, LOC115760146|XP_030557215.1|DNOV, LOC115760147|XP_030557216.1|DNOV, LOC115760148|XP_030557217.1|DNOV
OG0000147	LOC119651641|XP_037911244.1|HILL	LOC115765501|XP_030564973.1|DNOV
OG0000147	LOC119650938|XP_037910096.1|HILL	LOC115763989|XP_030562661.1|DNOV, LOC115763990|XP_030562666.1|DNOV
OG0000148	LOC119647178|XP_037903918.1|HILL	LOC115759976|XP_030556989.1|DNOV
OG0000148	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL	LOC115763251|XP_030561588.1|DNOV
OG0000149	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL	LOC115758472|XP_030555008.1|DNOV, LOC115768180|XP_030568547.1|DNOV
OG0000151	LOC119649273|XP_037907290.1|HILL	LOC115770071|XP_030571032.1|DNOV, LOC115770072|XP_030571033.1|DNOV, LOC115758875|XP_030555530.1|DNOV, LOC115766062|XP_030565723.1|DNOV
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	LOC115764961|XP_030564145.1|DNOV, LOC115764965|XP_030564150.1|DNOV, LOC115765069|XP_030564304.1|DNOV
OG0000154	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL	LOC115768636|XP_030569165.1|DNOV, LOC115770295|XP_030571391.1|DNOV
OG0000155	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL	LOC115770985|XP_030572334.1|DNOV, LOC115771041|XP_030572440.1|DNOV, LOC115771139|XP_030572570.1|DNOV
OG0000157	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL	LOC115760246|XP_030557364.1|DNOV, LOC115761803|XP_030559609.1|DNOV, LOC115758115|XP_030554513.1|DNOV
OG0000158	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL	LOC115766606|XP_030566453.1|DNOV
OG0000158	LOC119657740|XP_037920712.1|HILL	LOC115770345|XP_030571443.1|DNOV, LOC115770346|XP_030571444.1|DNOV
OG0000159	LOC119650090|XP_037908526.1|HILL	LOC115771513|XP_030573108.1|DNOV
OG0000159	LOC119650188|XP_037908675.1|HILL	LOC115769762|XP_030570577.1|DNOV
OG0000159	LOC119650187|XP_037908670.1|HILL	LOC115770281|XP_030571370.1|DNOV
OG0000160	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL	LOC115771865|XP_030573605.1|DNOV, LOC115772049|XP_030573849.1|DNOV
OG0000161	LOC119656118|XP_037918371.1|HILL, LOC119649747|XP_037907964.1|HILL, LOC119649881|XP_037908186.1|HILL, LOC119646305|XP_037902651.1|HILL, LOC119654223|XP_037915410.1|HILL, LOC119657019|XP_037919695.1|HILL, LOC119655428|XP_037917247.1|HILL, LOC119661163|XP_037926310.1|HILL	LOC115769705|XP_030570495.1|DNOV
OG0000162	LOC119646292|XP_037902632.1|HILL	LOC115763281|XP_030561619.1|DNOV, LOC115763200|XP_030561523.1|DNOV, LOC115763201|XP_030561525.1|DNOV
