Orthogroup	HILL.longest_only	DFIC.longest_only
OG0000046	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL	LOC108098480|XP_017056880.1|DFIC, LOC108097441|XP_017055199.1|DFIC, LOC108097439|XP_017055197.1|DFIC, LOC108097454|XP_017055215.1|DFIC, LOC108091603|XP_017046371.1|DFIC, LOC108091584|XP_017046349.1|DFIC, LOC108091607|XP_017046377.1|DFIC, LOC108091593|XP_017046357.1|DFIC, LOC108091587|XP_017046351.1|DFIC, LOC108091594|XP_017046358.1|DFIC, LOC108091585|XP_017046350.1|DFIC
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC108090569|XP_017044803.1|DFIC, LOC108090570|XP_017044804.1|DFIC, LOC108094901|XP_017051236.1|DFIC, LOC108089762|XP_017043641.1|DFIC, LOC108094950|XP_017051302.1|DFIC, LOC108089719|XP_017043575.1|DFIC
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC108089537|XP_017043362.1|DFIC, LOC108089538|XP_017043363.1|DFIC, LOC108089535|XP_017043361.1|DFIC, LOC108089542|XP_017043368.1|DFIC
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC108091886|XP_017046759.1|DFIC, LOC108091864|XP_017046732.1|DFIC, LOC108091860|XP_017046729.1|DFIC, LOC108091991|XP_017046904.1|DFIC, LOC108091993|XP_017046906.1|DFIC, LOC108092198|XP_017047214.1|DFIC
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC108093905|XP_017049757.1|DFIC, LOC108088748|XP_017042185.1|DFIC, LOC108088744|XP_017042181.1|DFIC, LOC108088745|XP_017042182.1|DFIC, LOC108088747|XP_017042184.1|DFIC, LOC108088743|XP_017042180.1|DFIC, LOC108088746|XP_017042183.1|DFIC
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC108090322|XP_017044423.1|DFIC, LOC108090310|XP_017044412.1|DFIC, LOC108090321|XP_017044422.1|DFIC
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC108090309|XP_017044411.1|DFIC, LOC108090323|XP_017044424.1|DFIC
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC108097528|XP_017055365.1|DFIC, LOC108096334|XP_017053362.1|DFIC, LOC108096244|XP_017053162.1|DFIC, LOC108097685|XP_017055644.1|DFIC
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC108098775|XP_017057398.1|DFIC, LOC108098940|XP_017057636.1|DFIC
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC108099713|XP_017058824.1|DFIC, LOC108098458|XP_017056851.1|DFIC, LOC108098312|XP_017056614.1|DFIC, LOC108098300|XP_017056599.1|DFIC, LOC108093385|XP_017048892.1|DFIC, LOC108092885|XP_017048216.1|DFIC
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC108091169|XP_017045705.1|DFIC
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC108086822|XP_017039354.1|DFIC
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC108094528|XP_017050618.1|DFIC, LOC108094524|XP_017050615.1|DFIC, LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC, LOC108094527|XP_017050617.1|DFIC
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC108102253|XP_017062492.1|DFIC, LOC108102254|XP_017062493.1|DFIC, LOC108102252|XP_017062491.1|DFIC, LOC108089709|XP_017043545.1|DFIC, LOC108089764|XP_017043644.1|DFIC, LOC108089767|XP_017043647.1|DFIC, LOC108089761|XP_017043640.1|DFIC
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC108098544|XP_017057031.1|DFIC, LOC108089737|XP_017043607.1|DFIC
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC108090972|XP_017045416.1|DFIC, LOC108089736|XP_017043606.1|DFIC
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC108093275|XP_017048744.1|DFIC
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC108099862|XP_017058999.1|DFIC, LOC108101069|XP_017060747.1|DFIC, LOC108086952|XP_017039554.1|DFIC, LOC108094867|XP_017051178.1|DFIC, LOC108090543|XP_017044766.1|DFIC, LOC108098038|XP_017056186.1|DFIC
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC108093013|XP_017048405.1|DFIC, LOC108097315|XP_017055021.1|DFIC, LOC108093017|XP_017048410.1|DFIC, LOC108093018|XP_017048411.1|DFIC
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC108100141|XP_017059383.1|DFIC
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC108095396|XP_017051968.1|DFIC, LOC108095397|XP_017051969.1|DFIC, LOC108095466|XP_017052069.1|DFIC
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC108090389|XP_017044527.1|DFIC, LOC108090306|XP_017044405.1|DFIC
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC108090388|XP_017044526.1|DFIC
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC108093786|XP_017049554.1|DFIC
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC108097185|XP_017054817.1|DFIC
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC108098509|XP_017056925.1|DFIC
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC108093150|XP_017048585.1|DFIC, LOC108099854|XP_017058989.1|DFIC
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC108096303|XP_017053279.1|DFIC
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC108096448|XP_017053541.1|DFIC
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC108096307|XP_017053282.1|DFIC, LOC108096304|XP_017053280.1|DFIC
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC108096321|XP_017053338.1|DFIC
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC108094504|XP_017050597.1|DFIC
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC108094895|XP_017051224.1|DFIC
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC108099491|XP_017058540.1|DFIC
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC108101896|XP_017061947.1|DFIC
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC108088470|XP_017041744.1|DFIC
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC108094965|XP_017051317.1|DFIC, LOC108088926|XP_017042437.1|DFIC, LOC108093529|XP_017049111.1|DFIC, LOC108098116|XP_017056325.1|DFIC, LOC108098159|XP_017056384.1|DFIC
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC108092477|XP_017047558.1|DFIC, LOC108092475|XP_017047555.1|DFIC, LOC108092352|XP_017047375.1|DFIC, LOC108092476|XP_017047557.1|DFIC, LOC108092474|XP_017047554.1|DFIC
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC, LOC108090461|XP_017044643.1|DFIC
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC108100698|XP_017060209.1|DFIC
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC108096757|XP_017054106.1|DFIC, LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC, LOC108092010|XP_017046931.1|DFIC
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC108089266|XP_017042925.1|DFIC, LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC, LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC, LOC108098717|XP_017057324.1|DFIC, LOC108098712|XP_017057316.1|DFIC
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC108089245|XP_017042898.1|DFIC
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC108087862|XP_017040935.1|DFIC
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC108101594|XP_017061495.1|DFIC
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC108096752|XP_017054097.1|DFIC
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC108101150|XP_017060862.1|DFIC
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC108090029|XP_017044014.1|DFIC
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC108094304|XP_017050312.1|DFIC
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC108098591|XP_017057133.1|DFIC
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC108098939|XP_017057635.1|DFIC
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC108087422|XP_017040258.1|DFIC
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC108090757|XP_017045079.1|DFIC, LOC108090961|XP_017045394.1|DFIC, LOC108096450|XP_017053542.1|DFIC, LOC108100299|XP_017059587.1|DFIC
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC108086553|XP_017038985.1|DFIC
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC108094894|XP_017051228.1|DFIC, LOC108102111|XP_017062264.1|DFIC, LOC108087170|XP_017039900.1|DFIC, LOC108087365|XP_017040194.1|DFIC
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC108096020|XP_017052859.1|DFIC, LOC108095984|XP_017052817.1|DFIC, LOC108095732|XP_017052397.1|DFIC, LOC108096015|XP_017052854.1|DFIC
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC108092694|XP_017047894.1|DFIC
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC108089688|XP_017043524.1|DFIC, LOC108091775|XP_017046611.1|DFIC
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC108089176|XP_017042801.1|DFIC, LOC108101171|XP_017060888.1|DFIC, LOC108101173|XP_017060892.1|DFIC, LOC108094544|XP_017050641.1|DFIC, LOC108087280|XP_017040078.1|DFIC, LOC108090955|XP_017045426.1|DFIC, LOC108092752|XP_017047972.1|DFIC
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC108087974|XP_017041063.1|DFIC
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC108097067|XP_017054593.1|DFIC, LOC108097066|XP_017054592.1|DFIC
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC108097065|XP_017054590.1|DFIC
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC108096027|XP_017052865.1|DFIC, LOC108090525|XP_017044732.1|DFIC, LOC108092048|XP_017046984.1|DFIC, LOC108092049|XP_017046985.1|DFIC, LOC108097691|XP_017055649.1|DFIC
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC108088290|XP_017041499.1|DFIC, LOC108088258|XP_017041465.1|DFIC, LOC108088292|XP_017041511.1|DFIC
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC108093909|XP_017049764.1|DFIC
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC108090478|XP_017044665.1|DFIC
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC, LOC108099865|XP_017059002.1|DFIC, LOC108086454|XP_017038864.1|DFIC
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC108089623|XP_017043475.1|DFIC
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC, LOC108089503|XP_017043297.1|DFIC
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC108091851|XP_017046719.1|DFIC, LOC108099251|XP_017058111.1|DFIC, LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC
OG0000108	LOC119657653|XP_037920603.1|HILL	LOC108101060|XP_017060740.1|DFIC
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC108088246|XP_017041452.1|DFIC
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC108088248|XP_017041454.1|DFIC, LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC, LOC108088256|XP_017041463.1|DFIC
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC108098021|XP_017056163.1|DFIC, LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC108090099|XP_017044086.1|DFIC, LOC108088714|XP_017042147.1|DFIC, LOC108088715|XP_017042148.1|DFIC, LOC108090089|XP_017044080.1|DFIC, LOC108100512|XP_017059956.1|DFIC
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC108098321|XP_017056635.1|DFIC, LOC108098322|XP_017056636.1|DFIC, LOC108098323|XP_017056637.1|DFIC, LOC108098326|XP_017056639.1|DFIC
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC, LOC108098379|XP_017056731.1|DFIC
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC108098930|XP_017057624.1|DFIC, LOC108098763|XP_017057383.1|DFIC, LOC108098929|XP_017057623.1|DFIC
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC108092896|XP_017048233.1|DFIC
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC108093778|XP_017049539.1|DFIC
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC108094131|XP_017050042.1|DFIC, LOC108091045|XP_017045485.1|DFIC, LOC108090686|XP_017044961.1|DFIC, LOC108091442|XP_017046125.1|DFIC
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC108101851|XP_017061859.1|DFIC, LOC108091750|XP_017046584.1|DFIC, LOC108091747|XP_017046578.1|DFIC, LOC108091756|XP_017046588.1|DFIC
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC108086573|XP_017039017.1|DFIC
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC108087297|XP_017040098.1|DFIC
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC108088380|XP_017041617.1|DFIC, LOC108100938|XP_017060576.1|DFIC, LOC108091036|XP_017045475.1|DFIC, LOC108100917|XP_017060519.1|DFIC, LOC108091039|XP_017045480.1|DFIC, LOC108091038|XP_017045478.1|DFIC, LOC108099760|XP_017058879.1|DFIC
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC, LOC108096133|XP_017053002.1|DFIC, LOC108096108|XP_017052974.1|DFIC
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC108087875|XP_017040949.1|DFIC, LOC108087809|XP_017040858.1|DFIC, LOC108098476|XP_017056875.1|DFIC
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC108097083|XP_017054616.1|DFIC, LOC108100730|XP_017060254.1|DFIC, LOC108089225|XP_017042870.1|DFIC, LOC108091818|XP_017046688.1|DFIC, LOC108097085|XP_017054623.1|DFIC
OG0000131	LOC119651854|XP_037911584.1|HILL	LOC108087122|XP_017039802.1|DFIC
OG0000132	LOC119646571|XP_037902988.1|HILL	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC, LOC108087282|XP_017040080.1|DFIC
OG0000133	LOC119659006|XP_037922820.1|HILL, LOC119651701|XP_037911379.1|HILL, LOC119653953|XP_037915042.1|HILL, LOC119660103|XP_037924409.1|HILL, LOC119661062|XP_037926187.1|HILL, LOC119661381|XP_037926631.1|HILL, LOC119652183|XP_037912054.1|HILL, LOC119661446|XP_037926721.1|HILL, LOC119653965|XP_037915053.1|HILL, LOC119652200|XP_037912069.1|HILL, LOC119652104|XP_037911969.1|HILL, LOC119650818|XP_037909882.1|HILL, LOC119660041|XP_037924347.1|HILL, LOC119660034|XP_037924341.1|HILL, LOC119660091|XP_037924395.1|HILL, LOC119658213|XP_037921407.1|HILL, LOC119658212|XP_037921406.1|HILL	LOC108095638|XP_017052293.1|DFIC
OG0000134	LOC119661723|XP_037927117.1|HILL	LOC108098811|XP_017057450.1|DFIC
OG0000134	LOC119653265|XP_037913814.1|HILL	LOC108091147|XP_017045671.1|DFIC, LOC108095134|XP_017051564.1|DFIC, LOC108100052|XP_017059274.1|DFIC
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	LOC108091792|XP_017046641.1|DFIC
OG0000137	LOC119649622|XP_037907783.1|HILL	LOC108093076|XP_017048480.1|DFIC
OG0000140	LOC119652283|XP_037912204.1|HILL	LOC108086574|XP_017039020.1|DFIC
OG0000141	LOC119648365|XP_037906018.1|HILL	LOC108089010|XP_017042576.1|DFIC, LOC108089011|XP_017042580.1|DFIC, LOC108089012|XP_017042582.1|DFIC, LOC108089013|XP_017042583.1|DFIC, LOC108089031|XP_017042617.1|DFIC
OG0000142	LOC119659676|XP_037923831.1|HILL	LOC108091976|XP_017046875.1|DFIC
OG0000142	LOC119653858|XP_037914844.1|HILL	LOC108102224|XP_017062435.1|DFIC
OG0000142	LOC119656899|XP_037919509.1|HILL	LOC108097971|XP_017056075.1|DFIC
OG0000143	LOC119648301|XP_037905888.1|HILL	LOC108088343|XP_017041578.1|DFIC
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	LOC108088315|XP_017041540.1|DFIC
OG0000144	LOC119659532|XP_037923599.1|HILL	LOC108098954|XP_017057651.1|DFIC
OG0000144	LOC119655655|XP_037917566.1|HILL	LOC108097630|XP_017055544.1|DFIC
OG0000145	LOC119660803|XP_037925563.1|HILL	LOC108097738|XP_017055733.1|DFIC, LOC108098277|XP_017056568.1|DFIC, LOC108098241|XP_017056523.1|DFIC, LOC108098240|XP_017056522.1|DFIC
OG0000147	LOC119651641|XP_037911244.1|HILL	LOC108092267|XP_017047289.1|DFIC
OG0000147	LOC119650938|XP_037910096.1|HILL	LOC108091820|XP_017046686.1|DFIC, LOC108091738|XP_017046571.1|DFIC
OG0000148	LOC119647178|XP_037903918.1|HILL	LOC108092306|XP_017047329.1|DFIC
OG0000148	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL	LOC108102132|XP_017062289.1|DFIC
OG0000149	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL	LOC108102208|XP_017062420.1|DFIC, LOC108095597|XP_017052251.1|DFIC
OG0000151	LOC119649273|XP_037907290.1|HILL	LOC108100132|XP_017059374.1|DFIC, LOC108100245|XP_017059510.1|DFIC, LOC108100204|XP_017059468.1|DFIC, LOC108100731|XP_017060255.1|DFIC
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	LOC108088533|XP_017041865.1|DFIC, LOC108087214|XP_017039977.1|DFIC, LOC108088371|XP_017041605.1|DFIC, LOC108088376|XP_017041612.1|DFIC
