Orthogroup	HILL.longest_only	DGUA.longest_only
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC117583088|XP_034127157.1|DGUA, LOC117583087|XP_034127156.1|DGUA, LOC117583320|XP_034127470.1|DGUA, LOC117583322|XP_034127471.1|DGUA, LOC117583323|XP_034127472.1|DGUA, LOC117583085|XP_034127153.1|DGUA
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC117592164|XP_034141627.1|DGUA, LOC117580439|XP_034122886.1|DGUA, LOC117580435|XP_034122881.1|DGUA, LOC117580059|XP_034122189.1|DGUA, LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA, LOC117580434|XP_034122880.1|DGUA, LOC117580436|XP_034122883.1|DGUA
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC117591851|XP_034141110.1|DGUA, LOC117591850|XP_034141108.1|DGUA
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC117591849|XP_034141106.1|DGUA, LOC117589695|XP_034137786.1|DGUA
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC117591710|XP_034140920.1|DGUA, LOC117585614|XP_034131065.1|DGUA, LOC117585423|XP_034130788.1|DGUA, LOC117585613|XP_034131060.1|DGUA, LOC117585615|XP_034131067.1|DGUA
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC117589786|XP_034137875.1|DGUA, LOC117589687|XP_034137734.1|DGUA
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC117588076|XP_034135032.1|DGUA, LOC117588074|XP_034135030.1|DGUA, LOC117581983|XP_034125368.1|DGUA, LOC117588075|XP_034135031.1|DGUA, LOC117580786|XP_034123373.1|DGUA
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC117591001|XP_034139974.1|DGUA
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC117583542|XP_034127790.1|DGUA
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC117584177|XP_034128835.1|DGUA, LOC117583930|XP_034128502.1|DGUA, LOC117584180|XP_034128838.1|DGUA
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC117586757|XP_034132957.1|DGUA, LOC117586756|XP_034132956.1|DGUA, LOC117580520|XP_034123004.1|DGUA, LOC117579292|XP_034120988.1|DGUA, LOC117579291|XP_034120986.1|DGUA
OG0000064	LOC119651055|XP_037910312.1|HILL, LOC119655092|XP_037916726.1|HILL, LOC119648610|XP_037906308.1|HILL, LOC119656175|XP_037918449.1|HILL, LOC119648891|XP_037906716.1|HILL, LOC119653116|XP_037913569.1|HILL, LOC119649240|XP_037907232.1|HILL	LOC117587642|XP_034134418.1|DGUA
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC117589502|XP_034137375.1|DGUA, LOC117579493|XP_034121284.1|DGUA
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC117591024|XP_034140007.1|DGUA, LOC117579492|XP_034121282.1|DGUA
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC117589212|XP_034136847.1|DGUA
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC117580519|XP_034123003.1|DGUA, LOC117579302|XP_034121001.1|DGUA, LOC117581720|XP_034124991.1|DGUA, LOC117581342|XP_034124357.1|DGUA
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC117587796|XP_034134632.1|DGUA, LOC117581211|XP_034124075.1|DGUA, LOC117587545|XP_034134242.1|DGUA, LOC117587797|XP_034134633.1|DGUA
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC117580534|XP_034123019.1|DGUA
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC117579680|XP_034121559.1|DGUA, LOC117579679|XP_034121558.1|DGUA, LOC117579678|XP_034121557.1|DGUA
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC117592297|XP_034141858.1|DGUA, LOC117592384|XP_034141985.1|DGUA
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC117592296|XP_034141857.1|DGUA
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC117578569|XP_034120037.1|DGUA
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC117588625|XP_034135936.1|DGUA
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC117589637|XP_034137623.1|DGUA
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC117587150|XP_034133548.1|DGUA, LOC117587426|XP_034133988.1|DGUA, LOC117586962|XP_034133225.1|DGUA
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC117579262|XP_034120946.1|DGUA
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC117579268|XP_034120955.1|DGUA
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC117579272|XP_034120958.1|DGUA, LOC117579269|XP_034120956.1|DGUA
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC117579058|XP_034120653.1|DGUA
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC117590327|XP_034138711.1|DGUA
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC117583765|XP_034128208.1|DGUA
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC117578654|XP_034120163.1|DGUA
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC117583686|XP_034128052.1|DGUA
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC117581097|XP_034123881.1|DGUA, LOC117588902|XP_034136350.1|DGUA, LOC117586436|XP_034132364.1|DGUA, LOC117588496|XP_034135697.1|DGUA, LOC117581264|XP_034124165.1|DGUA
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC117582617|XP_034126382.1|DGUA, LOC117582071|XP_034125519.1|DGUA, LOC117584146|XP_034128797.1|DGUA, LOC117582616|XP_034126381.1|DGUA, LOC117582615|XP_034126380.1|DGUA
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC117592694|XP_034142549.1|DGUA, LOC117584421|XP_034129184.1|DGUA, LOC117580573|XP_034123072.1|DGUA, LOC117586467|XP_034132445.1|DGUA
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC117586955|XP_034133218.1|DGUA
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC117582225|XP_034125728.1|DGUA, LOC117584905|XP_034129938.1|DGUA, LOC117589906|XP_034138069.1|DGUA
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC117584370|XP_034129100.1|DGUA, LOC117591765|XP_034140968.1|DGUA, LOC117584781|XP_034129778.1|DGUA
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC117584140|XP_034128787.1|DGUA
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC117584511|XP_034129342.1|DGUA
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC117584775|XP_034129774.1|DGUA
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC117591981|XP_034141311.1|DGUA
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC117587854|XP_034134711.1|DGUA
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC117590892|XP_034139815.1|DGUA
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC117587527|XP_034134219.1|DGUA
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC117591442|XP_034140602.1|DGUA
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC117586065|XP_034131804.1|DGUA
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC117580023|XP_034122138.1|DGUA
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC117592026|XP_034141376.1|DGUA, LOC117592024|XP_034141370.1|DGUA, LOC117579331|XP_034121048.1|DGUA, LOC117587279|XP_034133756.1|DGUA
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC117582702|XP_034126503.1|DGUA
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC117584351|XP_034129075.1|DGUA, LOC117589947|XP_034138129.1|DGUA, LOC117589742|XP_034137813.1|DGUA
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC117585928|XP_034131585.1|DGUA, LOC117585910|XP_034131563.1|DGUA, LOC117585924|XP_034131582.1|DGUA
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC117581781|XP_034125096.1|DGUA
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC117579446|XP_034121226.1|DGUA, LOC117583138|XP_034127220.1|DGUA
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC117583520|XP_034127757.1|DGUA, LOC117583521|XP_034127758.1|DGUA, LOC117589840|XP_034137983.1|DGUA, LOC117587944|XP_034134834.1|DGUA
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC117583017|XP_034127059.1|DGUA
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC117581162|XP_034123995.1|DGUA, LOC117580852|XP_034123490.1|DGUA
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC117580660|XP_034123163.1|DGUA
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC117584649|XP_034129959.1|DGUA, LOC117585068|XP_034130221.1|DGUA, LOC117589869|XP_034138028.1|DGUA, LOC117589620|XP_034137598.1|DGUA
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC117579631|XP_034121489.1|DGUA, LOC117580405|XP_034122843.1|DGUA, LOC117580404|XP_034122842.1|DGUA, LOC117580403|XP_034122841.1|DGUA
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC117586238|XP_034132070.1|DGUA
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC117578519|XP_034119958.1|DGUA
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC117579797|XP_034121756.1|DGUA, LOC117587389|XP_034133934.1|DGUA, LOC117587388|XP_034133933.1|DGUA, LOC117583109|XP_034127185.1|DGUA
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC117588188|XP_034135199.1|DGUA, LOC117589106|XP_034136649.1|DGUA
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC117589745|XP_034137817.1|DGUA, LOC117586422|XP_034132350.1|DGUA, LOC117586439|XP_034132368.1|DGUA, LOC117586438|XP_034132367.1|DGUA
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC117584465|XP_034129274.1|DGUA
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC117579137|XP_034120769.1|DGUA
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC117579140|XP_034120771.1|DGUA, LOC117579139|XP_034120770.1|DGUA, LOC117579141|XP_034120772.1|DGUA
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC117590951|XP_034139890.1|DGUA, LOC117588589|XP_034135884.1|DGUA
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC117580661|XP_034123164.1|DGUA, LOC117581224|XP_034124094.1|DGUA, LOC117585197|XP_034130465.1|DGUA, LOC117585201|XP_034130470.1|DGUA
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC117584691|XP_034129616.1|DGUA, LOC117584692|XP_034129617.1|DGUA, LOC117584694|XP_034129618.1|DGUA, LOC117584696|XP_034129620.1|DGUA
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC117582588|XP_034126325.1|DGUA, LOC117590401|XP_034138890.1|DGUA
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC117583187|XP_034127279.1|DGUA, LOC117583191|XP_034127285.1|DGUA, LOC117583192|XP_034127286.1|DGUA
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC117588310|XP_034135390.1|DGUA
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC117591909|XP_034141191.1|DGUA
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC117582102|XP_034125557.1|DGUA, LOC117588393|XP_034135538.1|DGUA, LOC117585356|XP_034130696.1|DGUA, LOC117581989|XP_034125375.1|DGUA
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC117586147|XP_034131933.1|DGUA, LOC117586116|XP_034131868.1|DGUA
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC117583753|XP_034128164.1|DGUA
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC117589767|XP_034137851.1|DGUA
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC117579486|XP_034121276.1|DGUA, LOC117582140|XP_034125615.1|DGUA
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC117586302|XP_034132151.1|DGUA, LOC117586442|XP_034132370.1|DGUA, LOC117586301|XP_034132149.1|DGUA, LOC117586433|XP_034132360.1|DGUA
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC117581834|XP_034125176.1|DGUA, LOC117581848|XP_034125197.1|DGUA
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC117580643|XP_034123127.1|DGUA, LOC117579252|XP_034120930.1|DGUA, LOC117587783|XP_034134618.1|DGUA
OG0000131	LOC119651854|XP_037911584.1|HILL	LOC117589815|XP_034137935.1|DGUA
OG0000132	LOC119646571|XP_037902988.1|HILL	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA, LOC117586091|XP_034131838.1|DGUA
OG0000134	LOC119661723|XP_037927117.1|HILL	LOC117589485|XP_034137338.1|DGUA
OG0000134	LOC119653265|XP_037913814.1|HILL	LOC117580864|XP_034123504.1|DGUA, LOC117584812|XP_034129823.1|DGUA
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	LOC117582737|XP_034126559.1|DGUA
OG0000137	LOC119649622|XP_037907783.1|HILL	LOC117588859|XP_034136252.1|DGUA
OG0000140	LOC119652283|XP_037912204.1|HILL	LOC117583410|XP_034127589.1|DGUA, LOC117590230|XP_034138594.1|DGUA
OG0000141	LOC119648365|XP_037906018.1|HILL	LOC117589332|XP_034137073.1|DGUA, LOC117589333|XP_034137075.1|DGUA, LOC117589334|XP_034137077.1|DGUA, LOC117589335|XP_034137078.1|DGUA
OG0000142	LOC119659676|XP_037923831.1|HILL	LOC117585694|XP_034131199.1|DGUA
OG0000142	LOC119653858|XP_037914844.1|HILL	LOC117590199|XP_034138533.1|DGUA
OG0000142	LOC119656899|XP_037919509.1|HILL	LOC117588458|XP_034135635.1|DGUA
OG0000143	LOC119648301|XP_037905888.1|HILL	LOC117579028|XP_034120604.1|DGUA
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	LOC117579031|XP_034120607.1|DGUA
OG0000144	LOC119659532|XP_037923599.1|HILL	LOC117585409|XP_034130768.1|DGUA
OG0000144	LOC119655655|XP_037917566.1|HILL	LOC117590246|XP_034138608.1|DGUA
OG0000144	LOC119654514|XP_037915885.1|HILL	LOC117584066|XP_034128699.1|DGUA
OG0000145	LOC119660803|XP_037925563.1|HILL	LOC117580967|XP_034123648.1|DGUA, LOC117582661|XP_034126465.1|DGUA, LOC117582226|XP_034125724.1|DGUA
OG0000147	LOC119651641|XP_037911244.1|HILL	LOC117583999|XP_034128619.1|DGUA
OG0000147	LOC119650938|XP_037910096.1|HILL	LOC117582746|XP_034126577.1|DGUA, LOC117582747|XP_034126578.1|DGUA
OG0000148	LOC119647178|XP_037903918.1|HILL	LOC117582434|XP_034126028.1|DGUA
OG0000148	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL	LOC117588221|XP_034135257.1|DGUA
OG0000149	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL	LOC117588085|XP_034135045.1|DGUA, LOC117581583|XP_034124825.1|DGUA
OG0000151	LOC119649273|XP_037907290.1|HILL	LOC117587222|XP_034133673.1|DGUA, LOC117587226|XP_034133679.1|DGUA, LOC117587225|XP_034133678.1|DGUA, LOC117586870|XP_034133058.1|DGUA
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	LOC117589721|XP_034137781.1|DGUA, LOC117589723|XP_034137784.1|DGUA
OG0000154	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL	LOC117585351|XP_034130686.1|DGUA, LOC117584922|XP_034129963.1|DGUA, LOC117580197|XP_034122464.1|DGUA
OG0000155	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL	LOC117579730|XP_034121618.1|DGUA, LOC117579513|XP_034121310.1|DGUA, LOC117579431|XP_034121204.1|DGUA
OG0000157	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA, LOC117578615|XP_034120105.1|DGUA
OG0000158	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL	LOC117579769|XP_034121719.1|DGUA
OG0000158	LOC119657740|XP_037920712.1|HILL	LOC117579414|XP_034121184.1|DGUA
OG0000159	LOC119650090|XP_037908526.1|HILL	LOC117589013|XP_034136524.1|DGUA
OG0000159	LOC119650188|XP_037908675.1|HILL	LOC117580574|XP_034123068.1|DGUA
OG0000159	LOC119650187|XP_037908670.1|HILL	LOC117579521|XP_034121320.1|DGUA
OG0000160	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL	LOC117585809|XP_034131420.1|DGUA, LOC117585807|XP_034131416.1|DGUA
OG0000162	LOC119646292|XP_037902632.1|HILL	LOC117584558|XP_034129407.1|DGUA
OG0000162	LOC119661244|XP_037926403.1|HILL	LOC117582601|XP_034126355.1|DGUA
OG0000165	LOC119656600|XP_037918955.1|HILL	LOC117581657|XP_034124927.1|DGUA
OG0000166	LOC119661717|XP_037927100.1|HILL	LOC117586001|XP_034131724.1|DGUA
OG0000167	LOC119649054|XP_037906960.1|HILL	LOC117579746|XP_034121655.1|DGUA, LOC117579278|XP_034120965.1|DGUA, LOC117579747|XP_034121656.1|DGUA, LOC117579748|XP_034121657.1|DGUA
OG0000169	LOC119649310|XP_037907335.1|HILL	LOC117585602|XP_034131042.1|DGUA
OG0000169	LOC119649311|XP_037907341.1|HILL	LOC117579276|XP_034120963.1|DGUA, LOC117583003|XP_034127045.1|DGUA
OG0000171	LOC119652263|XP_037912172.1|HILL	LOC117584320|XP_034129040.1|DGUA
OG0000171	LOC119652303|XP_037912241.1|HILL	LOC117588130|XP_034135110.1|DGUA
OG0000171	LOC119657913|XP_037921025.1|HILL	LOC117588653|XP_034135980.1|DGUA
