Orthogroup	HILL.longest_only	DHYD.longest_only
OG0000044	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL	LOC111604839|XP_023178838.2|DHYD, LOC111604858|XP_023178860.2|DHYD, LOC111604849|XP_023178850.2|DHYD, LOC111604836|XP_023178833.2|DHYD, LOC111604822|XP_023178814.2|DHYD, LOC111604862|XP_023178863.2|DHYD, LOC111604847|XP_023178847.2|DHYD, LOC111592024|XP_023159785.2|DHYD
OG0000045	LOC119649047|XP_037906953.1|HILL	LOC111597387|XP_023167819.1|DHYD
OG0000045	LOC119652611|XP_037912776.1|HILL	LOC111597391|XP_023167823.1|DHYD, LOC111597386|XP_023167816.1|DHYD, LOC111597377|XP_023167802.1|DHYD
OG0000046	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL	LOC111591975|XP_023159692.2|DHYD, LOC111594427|XP_023163484.2|DHYD, LOC111600609|XP_030079920.1|DHYD, LOC111593401|XP_030079935.1|DHYD, LOC111594428|XP_030080652.1|DHYD
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC111596622|XP_023166677.1|DHYD, LOC111594123|XP_023163050.2|DHYD, LOC111595469|XP_023165002.1|DHYD, LOC111595525|XP_023165074.2|DHYD
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC111604700|XP_023178641.1|DHYD, LOC111604676|XP_023178606.1|DHYD, LOC111604701|XP_023178642.1|DHYD
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC111594543|XP_023163663.2|DHYD, LOC111594529|XP_023163631.2|DHYD, LOC111594475|XP_023163544.1|DHYD, LOC111594476|XP_023163545.2|DHYD, LOC111594581|XP_023163706.2|DHYD
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC111592220|XP_023160064.2|DHYD, LOC111597562|XP_023168129.2|DHYD, LOC111597563|XP_023168130.1|DHYD, LOC111597557|XP_023168122.2|DHYD
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC111602599|XP_023175526.2|DHYD, LOC111602600|XP_023175527.2|DHYD, LOC111596382|XP_023166356.2|DHYD
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC111596381|XP_023166355.2|DHYD, LOC111596379|XP_023166352.2|DHYD
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC111604826|XP_023178817.2|DHYD, LOC111593322|XP_023161796.2|DHYD, LOC111604856|XP_023178857.2|DHYD
OG0000055	LOC119657823|XP_037920865.1|HILL	LOC111603272|XP_023176553.1|DHYD
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC111600558|XP_023172478.1|DHYD
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD, LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD, LOC111591894|XP_023159568.1|DHYD
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC111605127|XP_023179254.1|DHYD, LOC111605118|XP_023179239.1|DHYD
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC111597837|XP_023168500.1|DHYD
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC111601172|XP_023173419.2|DHYD, LOC111601168|XP_023173414.2|DHYD, LOC111601143|XP_023173378.2|DHYD, LOC111601144|XP_023173379.1|DHYD
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD, LOC111597578|XP_023168144.2|DHYD, LOC111597466|XP_023167982.2|DHYD, LOC111597464|XP_023167980.2|DHYD
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC111603515|XP_023176907.2|DHYD, LOC111593087|XP_023161450.1|DHYD
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC111604531|XP_023178401.2|DHYD, LOC111593109|XP_023161477.2|DHYD
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC111601094|XP_023173298.2|DHYD
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC111593542|XP_023162133.2|DHYD, LOC111598177|XP_023169045.2|DHYD
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC111602191|XP_023174921.2|DHYD, LOC111591972|XP_023159687.1|DHYD, LOC111602192|XP_023174922.2|DHYD, LOC111602194|XP_023174924.2|DHYD
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC111599791|XP_030081795.1|DHYD
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC111604605|XP_023178486.1|DHYD, LOC111594128|XP_023163054.2|DHYD
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC111594127|XP_023163053.2|DHYD
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC111595450|XP_023164945.1|DHYD
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC111597481|XP_023168396.1|DHYD
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC111602674|XP_023175635.2|DHYD
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD, LOC111601089|XP_023173284.2|DHYD
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC111595080|XP_023164404.2|DHYD
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC111595078|XP_023164402.1|DHYD
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC111595081|XP_023164405.1|DHYD, LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC111599682|XP_023171158.1|DHYD
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC111600172|XP_023171933.1|DHYD
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC111599997|XP_023171665.1|DHYD
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC111595708|XP_023165321.1|DHYD
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC111599697|XP_023171187.1|DHYD
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC111592482|XP_023160465.1|DHYD
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD, LOC111604289|XP_023178073.2|DHYD, LOC111603428|XP_023176780.2|DHYD, LOC111603133|XP_023176376.1|DHYD, LOC111596540|XP_023166579.2|DHYD
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC111601195|XP_023173453.2|DHYD, LOC111601222|XP_023173489.2|DHYD, LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD, LOC111600916|XP_023173050.2|DHYD, LOC111597758|XP_023168380.1|DHYD, LOC115483215|XP_030080368.1|DHYD, LOC111599530|XP_023170953.1|DHYD
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC111600911|XP_023173040.2|DHYD, LOC111592557|XP_023160621.1|DHYD
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC111595375|XP_023164839.2|DHYD
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC111600682|XP_023172704.2|DHYD, LOC111595221|XP_023164604.2|DHYD, LOC111595651|XP_023165246.2|DHYD
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC111605744|XP_023180216.2|DHYD
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC111592658|XP_030079136.1|DHYD
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC111604038|XP_023177666.2|DHYD
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC111604178|XP_023177892.1|DHYD
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC111598477|XP_023169504.1|DHYD
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC111604004|XP_023177629.2|DHYD
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC111592149|XP_023159964.1|DHYD
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC111603588|XP_023177012.1|DHYD
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC111598635|XP_023169747.1|DHYD
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC111603721|XP_023177200.1|DHYD
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC111592171|XP_023159993.2|DHYD, LOC111592119|XP_023159918.2|DHYD, LOC111592435|XP_023160386.1|DHYD, LOC111593119|XP_030080405.1|DHYD, LOC111598762|XP_023169942.2|DHYD
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC111601403|XP_023173720.2|DHYD
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC111599470|XP_023170907.2|DHYD, LOC111592942|XP_023161174.1|DHYD, LOC111592941|XP_023161173.1|DHYD
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC111599699|XP_023171192.2|DHYD, LOC111597499|XP_023168028.2|DHYD, LOC111597484|XP_023168003.2|DHYD
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC111601939|XP_023174562.2|DHYD
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC111597580|XP_023168146.2|DHYD, LOC111599491|XP_023170925.1|DHYD
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC111595909|XP_023165620.2|DHYD, LOC111595917|XP_023165636.1|DHYD, LOC111595908|XP_023165619.2|DHYD, LOC111594349|XP_023163377.2|DHYD
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC111596482|XP_023166511.1|DHYD
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC111595394|XP_023164864.2|DHYD
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC111601225|XP_023173488.1|DHYD, LOC111602698|XP_030078699.1|DHYD, LOC111593272|XP_023161711.2|DHYD, LOC111593249|XP_030080785.1|DHYD
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC111605102|XP_023179212.1|DHYD, LOC115483448|XP_030081298.1|DHYD
OG0000101	LOC119648866|XP_037906678.1|HILL	LOC111605109|XP_030081823.1|DHYD
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC111597672|XP_023168266.1|DHYD
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC111597731|XP_023168344.2|DHYD
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD, LOC111601117|XP_023173339.2|DHYD, LOC111605234|XP_023179437.1|DHYD
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC111604659|XP_023178583.1|DHYD
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD, LOC111604693|XP_023178632.2|DHYD
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC111603935|XP_023177532.2|DHYD, LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD, LOC111597554|XP_023168119.2|DHYD
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC111601162|XP_023173410.2|DHYD, LOC111601018|XP_023173193.2|DHYD
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC111602899|XP_030081123.1|DHYD
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC111602896|XP_023176001.2|DHYD, LOC111602908|XP_030081181.1|DHYD, LOC111602891|XP_023175994.1|DHYD
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC111605329|XP_023179566.2|DHYD, LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC111599912|XP_023171509.1|DHYD, LOC111604401|XP_023178220.2|DHYD, LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC111600402|XP_023172250.2|DHYD, LOC111600404|XP_023172253.2|DHYD, LOC111600405|XP_023172254.1|DHYD, LOC111600409|XP_023172258.2|DHYD
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC111602186|XP_023174913.2|DHYD, LOC111602185|XP_023174912.2|DHYD, LOC111602611|XP_023175538.2|DHYD
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC111594626|XP_023163785.1|DHYD, LOC111594598|XP_023163731.1|DHYD, LOC111594582|XP_023163708.1|DHYD
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC111604779|XP_023178762.1|DHYD
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC111600604|XP_023172567.2|DHYD
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC111594761|XP_023163978.2|DHYD, LOC111601844|XP_023174446.2|DHYD, LOC111604606|XP_023178487.1|DHYD, LOC111602177|XP_030079238.1|DHYD
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC111604152|XP_023177844.1|DHYD, LOC111604143|XP_023177833.1|DHYD, LOC115482780|XP_030078625.1|DHYD, LOC111592387|XP_023160330.2|DHYD
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC111598816|XP_023170014.1|DHYD
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC111596553|XP_023166598.2|DHYD
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC111600358|XP_023172204.2|DHYD, LOC111598993|XP_023170265.1|DHYD
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC111602713|XP_023175721.1|DHYD, LOC111602743|XP_023175763.2|DHYD, LOC111602747|XP_023175766.2|DHYD
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC111604073|XP_030081308.1|DHYD, LOC111604098|XP_023177766.2|DHYD, LOC115483459|XP_030081391.1|DHYD, LOC115483450|XP_030081307.1|DHYD
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC111597362|XP_023167785.1|DHYD, LOC111600994|XP_023173154.2|DHYD, LOC111600993|XP_023173153.1|DHYD, LOC111597361|XP_023167784.1|DHYD
OG0000131	LOC119651854|XP_037911584.1|HILL	LOC111594556|XP_023163679.2|DHYD
OG0000132	LOC119646571|XP_037902988.1|HILL	LOC111595014|XP_023164289.2|DHYD, LOC111603549|XP_023176951.2|DHYD
OG0000134	LOC119661723|XP_037927117.1|HILL	LOC111602019|XP_023174685.1|DHYD
OG0000134	LOC119653265|XP_037913814.1|HILL	LOC111598831|XP_030078873.1|DHYD, LOC111601548|XP_023173960.1|DHYD
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	LOC111596505|XP_023166534.1|DHYD, LOC111594447|XP_023163503.2|DHYD
OG0000137	LOC119649622|XP_037907783.1|HILL	LOC111601021|XP_023173196.2|DHYD
OG0000140	LOC119652283|XP_037912204.1|HILL	LOC111598783|XP_023169969.2|DHYD, LOC111603316|XP_023176608.2|DHYD, LOC111605422|XP_030082002.1|DHYD
OG0000141	LOC119648365|XP_037906018.1|HILL	LOC111601723|XP_023174214.2|DHYD, LOC111601724|XP_023174215.1|DHYD, LOC111601725|XP_023174216.2|DHYD
OG0000142	LOC119659676|XP_037923831.1|HILL	LOC111593371|XP_023161855.1|DHYD
OG0000142	LOC119653858|XP_037914844.1|HILL	LOC111598639|XP_030081632.1|DHYD
OG0000142	LOC119656899|XP_037919509.1|HILL	LOC111605339|XP_030080112.1|DHYD
OG0000143	LOC119648301|XP_037905888.1|HILL	LOC111593521|XP_023162080.2|DHYD
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	LOC111593524|XP_023162085.1|DHYD, LOC111593522|XP_023162082.1|DHYD
OG0000144	LOC119659532|XP_037923599.1|HILL	LOC111604227|XP_023177966.2|DHYD
OG0000144	LOC119655655|XP_037917566.1|HILL	LOC111596455|XP_023166450.1|DHYD
OG0000144	LOC119654514|XP_037915885.1|HILL	LOC111604000|XP_023177617.1|DHYD
OG0000145	LOC119660803|XP_037925563.1|HILL	LOC111603372|XP_023176692.1|DHYD, LOC115483294|XP_030080505.1|DHYD, LOC111594181|XP_023163131.1|DHYD, LOC111594179|XP_023163129.2|DHYD, LOC115483303|XP_030080517.1|DHYD, LOC115483293|XP_030080502.1|DHYD, LOC111594177|XP_023163128.2|DHYD
OG0000147	LOC119651641|XP_037911244.1|HILL	LOC111595831|XP_023165506.1|DHYD
OG0000147	LOC119650938|XP_037910096.1|HILL	LOC111594434|XP_030080605.1|DHYD, LOC111594518|XP_023163614.1|DHYD
OG0000148	LOC119647178|XP_037903918.1|HILL	LOC111601105|XP_023173316.2|DHYD
OG0000148	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL	LOC111593768|XP_023162555.2|DHYD
OG0000149	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL	LOC111592069|XP_023159843.2|DHYD, LOC111593628|XP_023162265.1|DHYD
OG0000151	LOC119649273|XP_037907290.1|HILL	LOC111600942|XP_023173081.2|DHYD, LOC115483388|XP_030081010.1|DHYD, LOC111595796|XP_023165454.1|DHYD, LOC111599240|XP_023170605.2|DHYD
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	LOC111596245|XP_023166145.2|DHYD, LOC111596244|XP_023166144.1|DHYD, LOC111596246|XP_023166146.2|DHYD
OG0000154	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL	LOC111603479|XP_030081666.1|DHYD, LOC115483717|XP_030081665.1|DHYD, LOC111604282|XP_023178065.2|DHYD
OG0000155	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL	LOC115483421|XP_030081184.1|DHYD, LOC115483481|XP_030081492.1|DHYD, LOC111593220|XP_023161639.2|DHYD, LOC111593221|XP_023161640.2|DHYD, LOC111593218|XP_023161637.2|DHYD
OG0000157	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL	LOC111597018|XP_023167292.1|DHYD, LOC111597019|XP_023167293.1|DHYD, LOC111597008|XP_023167280.2|DHYD, LOC111597009|XP_023167281.2|DHYD
OG0000158	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL	LOC111594715|XP_023163921.2|DHYD
