Orthogroup	HILL.longest_only	SLEB.longest_only
OG0000044	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL	LOC115624024|XP_030374460.1|SLEB, LOC115624181|XP_030374637.1|SLEB, LOC115623538|XP_030373780.1|SLEB, LOC115631500|XP_030384120.1|SLEB, LOC115624165|XP_030374623.1|SLEB
OG0000045	LOC119649047|XP_037906953.1|HILL	LOC115632695|XP_030385792.1|SLEB
OG0000045	LOC119652611|XP_037912776.1|HILL	LOC115632698|XP_030385795.1|SLEB, LOC115632700|XP_030385796.1|SLEB, LOC115632701|XP_030385797.1|SLEB
OG0000046	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL	LOC115626838|XP_030378183.1|SLEB, LOC115626960|XP_030378335.1|SLEB, LOC115626959|XP_030378334.1|SLEB
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC115631261|XP_030383836.1|SLEB, LOC115632503|XP_030385556.1|SLEB, LOC115630926|XP_030383356.1|SLEB, LOC115626702|XP_030377994.1|SLEB, LOC115627115|XP_030378542.1|SLEB, LOC115622391|XP_030372176.1|SLEB
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC115632621|XP_030385709.1|SLEB, LOC115632620|XP_030385708.1|SLEB, LOC115632159|XP_030385047.1|SLEB
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC115631187|XP_030383738.1|SLEB, LOC115625471|XP_030376380.1|SLEB, LOC115625469|XP_030376378.1|SLEB, LOC115625467|XP_030376376.1|SLEB, LOC115625232|XP_030376077.1|SLEB, LOC115621014|XP_030370394.1|SLEB
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC115632844|XP_030385961.1|SLEB, LOC115632845|XP_030385962.1|SLEB, LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB, LOC115634038|XP_030387442.1|SLEB
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC115634037|XP_030387441.1|SLEB, LOC115634626|XP_030388341.1|SLEB
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB, LOC115623633|XP_030373934.1|SLEB, LOC115624033|XP_030374471.1|SLEB
OG0000055	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL	LOC115621100|XP_030370499.1|SLEB, LOC115621082|XP_030370472.1|SLEB, LOC115621350|XP_030370832.1|SLEB
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB
OG0000057	LOC119646294|XP_037902637.1|HILL, LOC119647296|XP_037904131.1|HILL, LOC119659127|XP_037922980.1|HILL, LOC119659111|XP_037922961.1|HILL, LOC119654157|XP_037915248.1|HILL, LOC119659103|XP_037922953.1|HILL, LOC119656964|XP_037919611.1|HILL, LOC119656229|XP_037918561.1|HILL, LOC119646391|XP_037902763.1|HILL, LOC119654107|XP_037915198.1|HILL, LOC119656970|XP_037919626.1|HILL, LOC119647729|XP_037904758.1|HILL, LOC119652187|XP_037912059.1|HILL, LOC119660088|XP_037924393.1|HILL, LOC119648547|XP_037906244.1|HILL, LOC119646502|XP_037902886.1|HILL, LOC119652096|XP_037911961.1|HILL, LOC119650813|XP_037909879.1|HILL, LOC119653931|XP_037915018.1|HILL, LOC119654105|XP_037915197.1|HILL, LOC119656230|XP_037918562.1|HILL, LOC119656965|XP_037919612.1|HILL, LOC119659129|XP_037922982.1|HILL, LOC119653937|XP_037915024.1|HILL, LOC119660065|XP_037924372.1|HILL, LOC119658158|XP_037921354.1|HILL, LOC119660015|XP_037924321.1|HILL, LOC119648460|XP_037906145.1|HILL, LOC119654155|XP_037915246.1|HILL	LOC115628183|XP_030380032.1|SLEB, LOC115620011|XP_030368972.1|SLEB, LOC115630052|XP_030382544.1|SLEB, LOC115628853|XP_030380964.1|SLEB, LOC115631335|XP_030383916.1|SLEB, LOC115628503|XP_030380504.1|SLEB
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB, LOC115629610|XP_030381967.1|SLEB
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC115629930|XP_030382394.1|SLEB, LOC115629929|XP_030382393.1|SLEB
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC115620624|XP_030369812.1|SLEB
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC115631729|XP_030384426.1|SLEB, LOC115631701|XP_030384388.1|SLEB
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC115623704|XP_030374042.1|SLEB, LOC115622384|XP_030372168.1|SLEB, LOC115622972|XP_030372983.1|SLEB, LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000064	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL	LOC115623014|XP_030373044.1|SLEB, LOC115622802|XP_030372727.1|SLEB
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC115621860|XP_030371539.1|SLEB, LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC115628126|XP_030379967.1|SLEB, LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB, LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB, LOC115628062|XP_030379882.1|SLEB
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC115625714|XP_030376720.1|SLEB, LOC115629807|XP_030382234.1|SLEB, LOC115625715|XP_030376721.1|SLEB, LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC115624679|XP_030375338.1|SLEB, LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC115625138|XP_030375920.1|SLEB, LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC115626672|XP_030377958.1|SLEB
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC115623262|XP_030373391.1|SLEB, LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC115627672|XP_030379274.1|SLEB
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC115624829|XP_030375536.1|SLEB, LOC115624752|XP_030375442.1|SLEB, LOC115620798|XP_030370081.1|SLEB, LOC115627604|XP_030379186.1|SLEB, LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC115631683|XP_030384359.1|SLEB, LOC115631582|XP_030384239.1|SLEB, LOC115631820|XP_030384517.1|SLEB, LOC115631935|XP_030384646.1|SLEB, LOC115631581|XP_030384238.1|SLEB, LOC115630959|XP_030383393.1|SLEB, LOC115630960|XP_030383395.1|SLEB, LOC115631902|XP_030384611.1|SLEB
OG0000079	LOC119658769|XP_037922397.1|HILL	LOC115624318|XP_030374809.1|SLEB
OG0000080	LOC119655522|XP_037917359.1|HILL, LOC119655986|XP_037918152.1|HILL	LOC115627205|XP_030378688.1|SLEB
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB, LOC115620018|XP_030368982.1|SLEB
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC115624517|XP_030375092.1|SLEB
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC115631916|XP_030384627.1|SLEB, LOC115620211|XP_030369208.1|SLEB, LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC115623536|XP_030373782.1|SLEB
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC115624994|XP_030375725.1|SLEB
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC115633715|XP_030387039.1|SLEB, LOC115633696|XP_030387013.1|SLEB, LOC115628271|XP_030380155.1|SLEB, LOC115623090|XP_030373157.1|SLEB, LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC115630773|XP_030383287.1|SLEB, LOC115630433|XP_030382848.1|SLEB, LOC115620680|XP_030369906.1|SLEB, LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC115623334|XP_030373465.1|SLEB, LOC115624326|XP_030374813.1|SLEB, LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC115628531|XP_030380552.1|SLEB
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC115622394|XP_030372178.1|SLEB, LOC115622397|XP_030372182.1|SLEB, LOC115622395|XP_030372179.1|SLEB, LOC115633674|XP_030386987.1|SLEB, LOC115633665|XP_030386973.1|SLEB, LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC115621238|XP_030370689.1|SLEB, LOC115620727|XP_030369967.1|SLEB, LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC115627007|XP_030378385.1|SLEB, LOC115626645|XP_030377910.1|SLEB, LOC115626907|XP_030378277.1|SLEB
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC115622299|XP_030372063.1|SLEB, LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC115629849|XP_030382290.1|SLEB, LOC115620196|XP_030369189.1|SLEB, LOC115621551|XP_030371080.1|SLEB, LOC115624280|XP_030374764.1|SLEB, LOC115620430|XP_030369518.1|SLEB
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC115634421|XP_030387988.1|SLEB, LOC115634430|XP_030387997.1|SLEB, LOC115634424|XP_030387991.1|SLEB, LOC115634427|XP_030387993.1|SLEB, LOC115623200|XP_030373296.1|SLEB, LOC115634418|XP_030387984.1|SLEB
OG0000101	LOC119648866|XP_037906678.1|HILL	LOC115634012|XP_030387400.1|SLEB
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC115632516|XP_030385569.1|SLEB, LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC115632802|XP_030385913.1|SLEB, LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB, LOC115625391|XP_030376288.1|SLEB, LOC115625387|XP_030376285.1|SLEB
OG0000108	LOC119657653|XP_037920603.1|HILL	LOC115628092|XP_030379929.1|SLEB, LOC115627244|XP_030378729.1|SLEB, LOC115631527|XP_030384161.1|SLEB
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC115628356|XP_030380291.1|SLEB
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC115628263|XP_030380142.1|SLEB, LOC115628416|XP_030380363.1|SLEB, LOC115628221|XP_030380076.1|SLEB
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC115629158|XP_030381390.1|SLEB, LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000115	LOC119646439|XP_037902821.1|HILL	LOC115629117|XP_030381310.1|SLEB, LOC115628791|XP_030380866.1|SLEB, LOC115630378|XP_030382769.1|SLEB, LOC115631941|XP_030384653.1|SLEB, LOC115631518|XP_030384147.1|SLEB, LOC115627588|XP_030379172.1|SLEB, LOC115633444|XP_030386760.1|SLEB, LOC115623192|XP_030373274.1|SLEB, LOC115630941|XP_030383369.1|SLEB, LOC115630537|XP_030383002.1|SLEB, LOC115624650|XP_030375286.1|SLEB, LOC115633457|XP_030386772.1|SLEB, LOC115633607|XP_030386902.1|SLEB, LOC115620928|XP_030370294.1|SLEB, LOC115628465|XP_030380448.1|SLEB, LOC115626418|XP_030377646.1|SLEB, LOC115623580|XP_030373839.1|SLEB, LOC115620763|XP_030370023.1|SLEB, LOC115632405|XP_030385404.1|SLEB, LOC115628784|XP_030380858.1|SLEB, LOC115628795|XP_030380868.1|SLEB, LOC115624146|XP_030374602.1|SLEB, LOC115634794|XP_030388561.1|SLEB, LOC115625802|XP_030376840.1|SLEB
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC115626178|XP_030377315.1|SLEB, LOC115626179|XP_030377316.1|SLEB, LOC115626180|XP_030377317.1|SLEB, LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC115634140|XP_030387575.1|SLEB, LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC115625335|XP_030376220.1|SLEB, LOC115625475|XP_030376385.1|SLEB, LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC115620371|XP_030369440.1|SLEB
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC115630753|XP_030383267.1|SLEB, LOC115628730|XP_030380794.1|SLEB, LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC115634239|XP_030387693.1|SLEB, LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB, LOC115624223|XP_030374697.1|SLEB, LOC115624192|XP_030374649.1|SLEB, LOC115624245|XP_030374725.1|SLEB
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC115622011|XP_030371726.1|SLEB
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB, LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC115627037|XP_030378429.1|SLEB, LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC115633252|XP_030386513.1|SLEB, LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB, LOC115632635|XP_030385724.1|SLEB, LOC115633251|XP_030386512.1|SLEB
OG0000131	LOC119651854|XP_037911584.1|HILL	LOC115620740|XP_030369987.1|SLEB
