Orthogroup	HILL.longest_only	DBUS.longest_only
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC108605169|XP_017850528.2|DBUS, LOC108602617|XP_017846245.1|DBUS, LOC108597982|XP_017840088.1|DBUS, LOC108602861|XP_017846639.2|DBUS, LOC108603814|XP_017848423.2|DBUS, LOC117135039|XP_033150759.1|DBUS, LOC108606881|XP_017852895.1|DBUS
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC108605486|XP_017850670.1|DBUS, LOC108605501|XP_017850738.1|DBUS
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC108604124|XP_017848902.1|DBUS
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC108602145|XP_017845670.1|DBUS, LOC108594753|XP_017835384.1|DBUS, LOC108594775|XP_017835406.1|DBUS, LOC108599629|XP_017842090.1|DBUS, LOC108603702|XP_017848228.1|DBUS, LOC108599637|XP_017842101.2|DBUS
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC108598139|XP_033149614.1|DBUS, LOC108598875|XP_017841124.1|DBUS, LOC108598617|XP_017840805.2|DBUS, LOC108598825|XP_017841064.2|DBUS
OG0000064	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL	LOC117134905|XP_033150234.1|DBUS
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC108603517|XP_017847897.1|DBUS, LOC108598960|XP_017841219.2|DBUS
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC108596347|XP_017837491.1|DBUS, LOC108600356|XP_017843371.2|DBUS
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC108598075|XP_017840177.1|DBUS
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC108596576|XP_017837985.1|DBUS, LOC108604183|XP_017849015.1|DBUS, LOC108604996|XP_017850051.2|DBUS
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC108601128|XP_017844545.1|DBUS, LOC108603861|XP_033149223.1|DBUS, LOC108606170|XP_017851511.2|DBUS, LOC108600264|XP_017843206.1|DBUS, LOC108601682|XP_017845084.1|DBUS
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC108600865|XP_017844159.2|DBUS
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC108599237|XP_017841523.1|DBUS, LOC108599153|XP_017841429.1|DBUS, LOC108599099|XP_017841377.1|DBUS
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC108595719|XP_017836490.1|DBUS, LOC108594812|XP_017835440.1|DBUS
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC108595671|XP_017836439.1|DBUS
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC108596382|XP_017837542.1|DBUS
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC108606257|XP_017851695.1|DBUS
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC108602957|XP_017846798.1|DBUS
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC108598567|XP_017840740.2|DBUS
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC108598547|XP_017840720.1|DBUS
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC108598795|XP_017841028.2|DBUS, LOC108598386|XP_017840493.1|DBUS
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC108600032|XP_017842842.1|DBUS
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC108607277|XP_017853461.1|DBUS
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC108596705|XP_017838216.1|DBUS
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC108603705|XP_017848234.1|DBUS
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC108597238|XP_017839176.1|DBUS
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC108603566|XP_017847972.1|DBUS
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS, LOC108598842|XP_017841085.1|DBUS, LOC108602138|XP_017845655.1|DBUS, LOC108607118|XP_017853240.1|DBUS, LOC108607224|XP_017853386.1|DBUS
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC108605780|XP_033150835.1|DBUS, LOC108604682|XP_017849730.1|DBUS
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC108597403|XP_017839438.1|DBUS, LOC108596751|XP_017838316.1|DBUS
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC108598616|XP_017840803.1|DBUS
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC108594984|XP_017835606.1|DBUS, LOC108601638|XP_017845027.1|DBUS, LOC108602837|XP_017846578.1|DBUS
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC108598442|XP_017840564.2|DBUS
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC108608236|XP_017855013.1|DBUS
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC108596367|XP_017837520.1|DBUS
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC108597194|XP_017839111.1|DBUS
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC108602830|XP_017846606.2|DBUS
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC108594397|XP_017835055.2|DBUS
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC108594213|XP_017834809.1|DBUS
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC108596419|XP_017837625.1|DBUS
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC108603673|XP_017848160.1|DBUS
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC108602744|XP_033149214.1|DBUS
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC108599916|XP_017842604.1|DBUS
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC108596533|XP_017837911.1|DBUS, LOC108595000|XP_017835621.1|DBUS, LOC108598990|XP_017841255.1|DBUS, LOC108599322|XP_017841614.1|DBUS, LOC108598575|XP_017840751.1|DBUS
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC108603501|XP_017847855.1|DBUS
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC108594365|XP_017835015.1|DBUS, LOC108603403|XP_017847679.1|DBUS, LOC108603402|XP_017847678.1|DBUS
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC108603711|XP_017848239.1|DBUS, LOC108603710|XP_017848238.1|DBUS, LOC108603712|XP_017848241.1|DBUS
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC108598080|XP_017840183.1|DBUS, LOC108598081|XP_017840184.1|DBUS, LOC108598079|XP_017840182.1|DBUS, LOC108601416|XP_017844804.1|DBUS
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC108604818|XP_017849916.1|DBUS, LOC108604817|XP_017849915.2|DBUS, LOC108598852|XP_017841102.2|DBUS
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC108602947|XP_017846786.1|DBUS
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC108594985|XP_017835607.1|DBUS, LOC108606769|XP_017852670.1|DBUS
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC108606666|XP_017852484.1|DBUS
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC108595699|XP_017836470.2|DBUS, LOC108601485|XP_017844872.2|DBUS, LOC108602051|XP_017845552.1|DBUS, LOC108602577|XP_017846204.1|DBUS, LOC108602500|XP_017846117.1|DBUS
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC108600820|XP_017844099.2|DBUS, LOC108597898|XP_017840006.1|DBUS, LOC108597897|XP_017840005.1|DBUS, LOC117134769|XP_033149322.1|DBUS, LOC108597899|XP_017840007.1|DBUS
OG0000101	LOC119648866|XP_037906678.1|HILL	LOC117134798|XP_033149601.1|DBUS
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC108596624|XP_017838058.1|DBUS
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC108594981|XP_017835603.1|DBUS
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC108598786|XP_017841018.2|DBUS, LOC108598520|XP_017840689.2|DBUS, LOC108596814|XP_017838418.1|DBUS
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC108600928|XP_017844252.1|DBUS
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC108600531|XP_017843673.2|DBUS, LOC108599046|XP_017841315.1|DBUS
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC117134791|XP_033149540.1|DBUS, LOC108601437|XP_017844824.1|DBUS
OG0000108	LOC119657653|XP_037920603.1|HILL	LOC108595519|XP_017836262.1|DBUS, LOC117134678|XP_033149022.1|DBUS
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC108598653|XP_033149257.1|DBUS
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC108597992|XP_017840097.1|DBUS
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS, LOC108597995|XP_033149356.1|DBUS, LOC108598479|XP_017840618.1|DBUS
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC108605061|XP_017850117.1|DBUS, LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC108604575|XP_017849595.1|DBUS, LOC108600652|XP_017843838.2|DBUS
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC108602137|XP_017845657.1|DBUS, LOC108603069|XP_017847020.1|DBUS, LOC108603222|XP_017845754.1|DBUS, LOC108603273|XP_033150795.1|DBUS
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC108606418|XP_017852007.1|DBUS, LOC108606874|XP_017852886.1|DBUS, LOC108601705|XP_017845108.1|DBUS
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC108604291|XP_017849192.1|DBUS, LOC108602574|XP_017846201.1|DBUS, LOC108602566|XP_017846189.1|DBUS
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC108597208|XP_017839139.1|DBUS, LOC108605238|XP_017850340.1|DBUS
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC108596912|XP_017838608.1|DBUS
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC108595833|XP_017836616.1|DBUS, LOC108605338|XP_033150253.1|DBUS, LOC108594762|XP_017835390.1|DBUS, LOC108605067|XP_017850560.1|DBUS
OG0000123	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL	LOC108595656|XP_017836420.1|DBUS, LOC108602509|XP_017846128.1|DBUS
OG0000125	LOC119651219|XP_037910602.1|HILL	LOC108602946|XP_017846784.1|DBUS
OG0000125	LOC119651406|XP_037910923.1|HILL	LOC108604285|XP_017849183.1|DBUS
OG0000126	LOC119651890|XP_037911640.1|HILL	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS
OG0000127	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL	LOC108602433|XP_017846041.1|DBUS, LOC108602111|XP_017845625.1|DBUS, LOC108602067|XP_017845575.1|DBUS
OG0000128	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS
OG0000129	LOC119653601|XP_037914281.1|HILL	LOC108606979|XP_017853037.1|DBUS, LOC108598557|XP_017840732.2|DBUS, LOC108600868|XP_017844168.1|DBUS, LOC108606980|XP_017853040.1|DBUS
OG0000131	LOC119651854|XP_037911584.1|HILL	LOC108601558|XP_017844945.1|DBUS
OG0000132	LOC119646571|XP_037902988.1|HILL	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS, LOC108602868|XP_017846646.1|DBUS
OG0000134	LOC119661723|XP_037927117.1|HILL	LOC108603028|XP_017846927.1|DBUS
OG0000134	LOC119653265|XP_037913814.1|HILL	LOC108606038|XP_017851357.1|DBUS, LOC108597009|XP_017838780.1|DBUS
OG0000137	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL	LOC108603879|XP_017848540.1|DBUS
OG0000137	LOC119649622|XP_037907783.1|HILL	LOC108599893|XP_017842571.1|DBUS
OG0000140	LOC119652283|XP_037912204.1|HILL	LOC108601804|XP_017845230.1|DBUS, LOC108594824|XP_017835451.2|DBUS, LOC108594828|XP_033149205.1|DBUS, LOC108595108|XP_033148936.1|DBUS, LOC108597603|XP_033149082.1|DBUS, LOC108594825|XP_033149038.1|DBUS, LOC108595109|XP_017835759.1|DBUS, LOC108597602|XP_017839714.1|DBUS
OG0000141	LOC119648365|XP_037906018.1|HILL	LOC108601014|XP_017844377.1|DBUS, LOC108601015|XP_017844378.1|DBUS, LOC108598911|XP_017841162.1|DBUS
OG0000142	LOC119659676|XP_037923831.1|HILL	LOC108602123|XP_017845639.1|DBUS
OG0000142	LOC119653858|XP_037914844.1|HILL	LOC108603285|XP_017847441.1|DBUS
OG0000142	LOC119656899|XP_037919509.1|HILL	LOC108605452|XP_017850626.2|DBUS
OG0000143	LOC119648301|XP_037905888.1|HILL	LOC108599728|XP_017842219.1|DBUS
OG0000143	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL	LOC108599729|XP_017842220.1|DBUS
OG0000144	LOC119659532|XP_037923599.1|HILL	LOC108604352|XP_017849272.1|DBUS
OG0000144	LOC119655655|XP_037917566.1|HILL	LOC108607001|XP_017853067.1|DBUS
OG0000144	LOC119654514|XP_037915885.1|HILL	LOC108594255|XP_033150587.1|DBUS
OG0000145	LOC119660803|XP_037925563.1|HILL	LOC108607135|XP_017853261.1|DBUS, LOC108608037|XP_017854707.2|DBUS
OG0000147	LOC119651641|XP_037911244.1|HILL	LOC108608365|XP_017855203.2|DBUS
OG0000147	LOC119650938|XP_037910096.1|HILL	LOC108602069|XP_017845578.1|DBUS, LOC108602063|XP_017845572.1|DBUS
OG0000148	LOC119647178|XP_037903918.1|HILL	LOC108596445|XP_017837681.1|DBUS
OG0000148	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL	LOC108608076|XP_017854761.1|DBUS
OG0000149	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL	LOC108607653|XP_017854084.1|DBUS, LOC108606918|XP_017852948.1|DBUS
OG0000151	LOC119649273|XP_037907290.1|HILL	LOC108599278|XP_017841563.2|DBUS, LOC108599144|XP_017841420.2|DBUS, LOC108607641|XP_017854058.1|DBUS, LOC108598778|XP_017841008.1|DBUS
OG0000152	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL	LOC108601725|XP_017845133.1|DBUS, LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS, LOC108604171|XP_017848992.1|DBUS
OG0000154	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL	LOC108601228|XP_017844616.2|DBUS
OG0000155	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL	LOC108600838|XP_017844123.1|DBUS, LOC108597991|XP_017840096.1|DBUS
OG0000157	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL	LOC108595635|XP_017836395.1|DBUS, LOC108595680|XP_017836448.1|DBUS, LOC108595632|XP_017836390.1|DBUS, LOC108595528|XP_017836272.1|DBUS
OG0000158	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL	LOC108595174|XP_017835840.1|DBUS
OG0000158	LOC119657740|XP_037920712.1|HILL	LOC108598137|XP_017840243.2|DBUS, LOC108599375|XP_017841670.2|DBUS
OG0000159	LOC119650090|XP_037908526.1|HILL	LOC108601113|XP_017844521.2|DBUS
OG0000159	LOC119650188|XP_037908675.1|HILL	LOC108600352|XP_017843365.1|DBUS
OG0000159	LOC119650187|XP_037908670.1|HILL	LOC108600784|XP_017844045.2|DBUS
OG0000160	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL	LOC117134623|XP_033150023.1|DBUS, LOC108604426|XP_017849383.1|DBUS
OG0000162	LOC119646292|XP_037902632.1|HILL	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS
OG0000162	LOC119661244|XP_037926403.1|HILL	LOC108607792|XP_033150876.1|DBUS
OG0000164	LOC119656079|XP_037918294.1|HILL, LOC119655422|XP_037917239.1|HILL, LOC119656049|XP_037918242.1|HILL	LOC108601023|XP_017844387.1|DBUS
OG0000165	LOC119656600|XP_037918955.1|HILL	LOC108607067|XP_017853172.1|DBUS
OG0000166	LOC119661717|XP_037927100.1|HILL	LOC108596342|XP_017837485.1|DBUS
OG0000167	LOC119649054|XP_037906960.1|HILL	LOC108598263|XP_017840368.2|DBUS, LOC108599080|XP_017841356.1|DBUS, LOC117134799|XP_033149608.1|DBUS
OG0000169	LOC119649310|XP_037907335.1|HILL	LOC108604060|XP_017848812.1|DBUS
OG0000169	LOC119649311|XP_037907341.1|HILL	LOC108598522|XP_017840691.1|DBUS, LOC108603800|XP_017848387.1|DBUS
OG0000171	LOC119652263|XP_037912172.1|HILL	LOC108606868|XP_017852882.2|DBUS
OG0000171	LOC119652303|XP_037912241.1|HILL	LOC108597130|XP_033150794.1|DBUS
OG0000171	LOC119657913|XP_037921025.1|HILL	LOC117134931|XP_033150352.1|DBUS
OG0000172	LOC119648786|XP_037906554.1|HILL	LOC108599907|XP_017842591.2|DBUS, LOC108599906|XP_017842589.1|DBUS, LOC108604850|XP_017849959.1|DBUS, LOC108600470|XP_017843569.2|DBUS
OG0000173	LOC119661217|XP_037926369.1|HILL	LOC108595966|XP_017836742.1|DBUS, LOC108597066|XP_017838880.1|DBUS, LOC108597068|XP_017838883.1|DBUS, LOC108597067|XP_017838882.1|DBUS
OG0000174	LOC119661289|XP_037926494.1|HILL, LOC119661589|XP_037926921.1|HILL	LOC108594728|XP_017835356.1|DBUS, LOC108605156|XP_017850227.1|DBUS, LOC108595968|XP_017836744.1|DBUS
