Orthogroup	HILL.longest_only	AEAL.longest_only
OG0000031	LOC119655985|XP_037918151.1|HILL	LOC115257390|XP_029712796.1|AEAL, LOC115257425|XP_029712868.1|AEAL, LOC109403416|XP_019531788.2|AEAL, LOC115257407|XP_029712833.1|AEAL, LOC115257859|XP_029713678.1|AEAL, LOC109403414|XP_029713283.1|AEAL, LOC109416716|XP_029713308.1|AEAL, LOC115257689|XP_029713417.1|AEAL, LOC115257849|XP_029713666.1|AEAL, LOC109416732|XP_029713153.1|AEAL, LOC109416725|XP_029713140.1|AEAL, LOC109403407|XP_019531780.1|AEAL, LOC115257575|XP_029713212.1|AEAL
OG0000032	LOC119651266|XP_037910695.1|HILL, LOC119650963|XP_037910145.1|HILL, LOC119651265|XP_037910694.1|HILL	LOC109404182|XP_019532551.2|AEAL, LOC109424805|XP_029724727.1|AEAL, LOC109414646|XP_019544030.2|AEAL, LOC109424803|XP_029724729.1|AEAL, LOC109414675|XP_019544050.2|AEAL, LOC109424791|XP_019555521.2|AEAL, LOC109414639|XP_029723585.1|AEAL, LOC109424779|XP_029724728.1|AEAL
OG0000034	LOC119650142|XP_037908607.1|HILL, LOC119661741|XP_037927134.1|HILL, LOC119661157|XP_037926297.1|HILL, LOC119650123|XP_037908580.1|HILL, LOC119655065|XP_037916718.1|HILL, LOC119650150|XP_037908619.1|HILL, LOC119661231|XP_037926387.1|HILL, LOC119650155|XP_037908632.1|HILL, LOC119646378|XP_037902744.1|HILL, LOC119654563|XP_037915939.1|HILL, LOC119655089|XP_037916716.1|HILL, LOC119655088|XP_037916715.1|HILL, LOC119653928|XP_037915016.1|HILL, LOC119655873|XP_037917931.1|HILL, LOC119655670|XP_037917586.1|HILL	LOC109622501|XP_019932420.2|AEAL, LOC109622498|XP_029726333.1|AEAL, LOC109422421|XP_019552762.2|AEAL
OG0000036	LOC119652944|XP_037913262.1|HILL, LOC119650836|XP_037909905.1|HILL	LOC115267651|XP_029730653.1|AEAL, LOC109430321|XP_029722919.1|AEAL, LOC115253701|XP_029730650.1|AEAL
OG0000036	LOC119652948|XP_037913267.1|HILL, LOC119651663|XP_037911279.1|HILL, LOC119650637|XP_037909485.1|HILL, LOC119653054|XP_037913458.1|HILL, LOC119650635|XP_037909483.1|HILL	LOC109424827|XP_019555564.2|AEAL
OG0000037	LOC119651766|XP_037911437.1|HILL, LOC119646812|XP_037903341.1|HILL, LOC119651775|XP_037911460.1|HILL, LOC119655958|XP_037918122.1|HILL, LOC119658451|XP_037921784.1|HILL, LOC119651204|XP_037910577.1|HILL, LOC119646220|XP_037902534.1|HILL, LOC119651193|XP_037910565.1|HILL, LOC119658129|XP_037921325.1|HILL, LOC119655954|XP_037918098.1|HILL, LOC119661525|XP_037926829.1|HILL, LOC119657138|XP_037919838.1|HILL, LOC119657136|XP_037919836.1|HILL, LOC119657137|XP_037919837.1|HILL, LOC119658079|XP_037921268.1|HILL, LOC119658432|XP_037921760.1|HILL, LOC119658363|XP_037921651.1|HILL, LOC119658372|XP_037921661.1|HILL, LOC119658423|XP_037921747.1|HILL, LOC119661114|XP_037926238.1|HILL	LOC109421512|XP_029727599.1|AEAL, LOC109421510|XP_019551560.2|AEAL, LOC109402061|XP_029711245.1|AEAL, LOC109622959|XP_019932969.2|AEAL, LOC109421511|XP_029717238.1|AEAL
OG0000038	LOC119648832|XP_037906622.1|HILL	LOC109404373|XP_019532766.1|AEAL, LOC115270368|XP_029735750.1|AEAL, LOC109404300|XP_019532679.1|AEAL, LOC115265054|XP_029725109.1|AEAL, LOC109403140|XP_019531426.2|AEAL, LOC109399492|XP_019527483.1|AEAL, LOC115270445|XP_029736034.1|AEAL, LOC115270362|XP_029735743.1|AEAL, LOC109404363|XP_019532757.2|AEAL, LOC109399504|XP_019527495.1|AEAL, LOC115270447|XP_029736037.1|AEAL, LOC109399503|XP_019527494.2|AEAL, LOC109399506|XP_029735745.1|AEAL, LOC109404357|XP_029735742.1|AEAL, LOC109404310|XP_019532688.1|AEAL, LOC109403106|XP_019531388.2|AEAL, LOC115265052|XP_029725107.1|AEAL, LOC109403102|XP_019531384.1|AEAL, LOC109404311|XP_019532690.1|AEAL, LOC109404353|XP_019532747.2|AEAL, LOC109399493|XP_019527484.1|AEAL, LOC109399495|XP_029736036.1|AEAL, LOC109403117|XP_019531397.2|AEAL, LOC115269903|XP_029734564.1|AEAL, LOC109404330|XP_019532705.2|AEAL, LOC109404321|XP_019532699.2|AEAL, LOC115268370|XP_029732241.1|AEAL, LOC109425906|XP_019556824.1|AEAL, LOC115265051|XP_029725106.1|AEAL, LOC109403100|XP_019531382.1|AEAL, LOC109404307|XP_019532685.1|AEAL, LOC109433067|XP_019564999.2|AEAL, LOC109403138|XP_019531425.1|AEAL, LOC115270366|XP_029735747.1|AEAL, LOC109404304|XP_019532681.1|AEAL, LOC109404277|XP_019532658.2|AEAL, LOC115270370|XP_029735754.1|AEAL, LOC115265074|XP_029725132.1|AEAL, LOC109403105|XP_019531387.2|AEAL, LOC115265072|XP_029725130.1|AEAL, LOC109403093|XP_019531376.2|AEAL, LOC115265055|XP_029725112.1|AEAL, LOC109403110|XP_019531392.2|AEAL, LOC115265071|XP_029725129.1|AEAL, LOC109404306|XP_019532683.1|AEAL, LOC109404315|XP_019532693.1|AEAL, LOC109403112|XP_019531394.2|AEAL, LOC115265075|XP_029725133.1|AEAL, LOC115265056|XP_029725113.1|AEAL, LOC115265058|XP_029725115.1|AEAL, LOC109403101|XP_029725127.1|AEAL, LOC115270371|XP_029735755.1|AEAL
OG0000039	LOC119659608|XP_037923707.1|HILL, LOC119659449|XP_037923462.1|HILL, LOC119655261|XP_037916985.1|HILL, LOC119650447|XP_037909230.1|HILL, LOC119650448|XP_037909231.1|HILL, LOC119650446|XP_037909229.1|HILL, LOC119650452|XP_037909234.1|HILL, LOC119650455|XP_037909238.1|HILL, LOC119650454|XP_037909236.1|HILL, LOC119650450|XP_037909233.1|HILL, LOC119650453|XP_037909235.1|HILL, LOC119650449|XP_037909232.1|HILL, LOC119657616|XP_037920546.1|HILL	LOC115262125|XP_029720056.1|AEAL, LOC115267561|XP_029730501.1|AEAL, LOC115262034|XP_029719825.1|AEAL, LOC109416579|XP_019546202.2|AEAL, LOC109404256|XP_029720555.1|AEAL, LOC109416577|XP_019546200.2|AEAL, LOC109429852|XP_019561385.2|AEAL, LOC109433331|XP_029732953.1|AEAL, LOC109401619|XP_019529736.1|AEAL, LOC109418802|XP_019548573.1|AEAL, LOC109397975|XP_019525849.2|AEAL, LOC109431626|XP_019563398.2|AEAL, LOC115260764|XP_029717944.1|AEAL, LOC115260826|XP_029718008.1|AEAL, LOC115262156|XP_029720202.1|AEAL, LOC109419154|XP_029722994.1|AEAL, LOC115264233|XP_029723884.1|AEAL, LOC109419155|XP_019548922.2|AEAL, LOC109419189|XP_029720551.1|AEAL, LOC115263721|XP_029722835.1|AEAL, LOC109419188|XP_029722824.1|AEAL, LOC109407083|XP_029722987.1|AEAL
OG0000041	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL	LOC109422559|XP_029727967.1|AEAL, LOC109422710|XP_029727894.1|AEAL
OG0000043	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL	LOC109408672|XP_019537578.2|AEAL
OG0000044	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL	LOC115264850|XP_029724740.1|AEAL, LOC109422698|XP_029727931.1|AEAL
OG0000045	LOC119652611|XP_037912776.1|HILL	LOC109420320|XP_019550189.2|AEAL, LOC109401625|XP_019529740.2|AEAL
OG0000045	LOC119657274|XP_037920041.1|HILL, LOC119657222|XP_037919961.1|HILL, LOC119657230|XP_037919970.1|HILL, LOC119649967|XP_037908331.1|HILL, LOC119648359|XP_037906001.1|HILL, LOC119657252|XP_037920000.1|HILL, LOC119657225|XP_037919965.1|HILL, LOC119657271|XP_037920035.1|HILL, LOC119658071|XP_037921258.1|HILL, LOC119658072|XP_037921259.1|HILL, LOC119657244|XP_037919986.1|HILL, LOC119657231|XP_037919971.1|HILL, LOC119658339|XP_037921615.1|HILL, LOC119657400|XP_037920219.1|HILL, LOC119658100|XP_037921293.1|HILL, LOC119657316|XP_037920103.1|HILL, LOC119657162|XP_037919873.1|HILL, LOC119657298|XP_037920072.1|HILL, LOC119657182|XP_037919900.1|HILL, LOC119657112|XP_037919800.1|HILL, LOC119657283|XP_037920054.1|HILL, LOC119657454|XP_037920296.1|HILL, LOC119648833|XP_037906623.1|HILL, LOC119660868|XP_037925709.1|HILL, LOC119657527|XP_037920398.1|HILL	LOC109420202|XP_019550070.2|AEAL, LOC109409992|XP_019539065.1|AEAL, LOC115265341|XP_029725836.1|AEAL, LOC109420201|XP_019550068.1|AEAL, LOC109420161|XP_019550034.2|AEAL, LOC109420162|XP_019550036.2|AEAL, LOC109410052|XP_029718040.1|AEAL, LOC109410051|XP_029718041.1|AEAL, LOC109420181|XP_029725251.1|AEAL, LOC109410030|XP_029718039.1|AEAL, LOC109420163|XP_019550037.2|AEAL, LOC109410049|XP_019539131.2|AEAL
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC109430117|XP_029718231.1|AEAL
OG0000048	LOC119649215|XP_037907201.1|HILL, LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC109426621|XP_019557695.1|AEAL, LOC115265708|XP_029727528.1|AEAL, LOC109426620|XP_019557694.2|AEAL, LOC115265702|XP_029727525.1|AEAL
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC109399452|XP_019527436.2|AEAL, LOC109399533|XP_019527529.1|AEAL, LOC109398113|XP_019526019.1|AEAL, LOC115263197|XP_029722019.1|AEAL, LOC115263209|XP_029722054.1|AEAL, LOC109430845|XP_019562486.2|AEAL
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC109399585|XP_019527609.2|AEAL, LOC109426036|XP_019557019.2|AEAL, LOC109426037|XP_029731825.1|AEAL
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC109426035|XP_019557018.2|AEAL, LOC109410996|XP_019540003.2|AEAL, LOC109410901|XP_019539963.2|AEAL, LOC115258850|XP_029715143.1|AEAL
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC109408663|XP_019537561.2|AEAL, LOC109403074|XP_019531357.2|AEAL, LOC109408662|XP_019537559.2|AEAL, LOC109408659|XP_029735838.1|AEAL, LOC109408675|XP_029734574.1|AEAL, LOC109403053|XP_029735706.1|AEAL, LOC109408692|XP_029734575.1|AEAL, LOC109403004|XP_019531261.2|AEAL, LOC109408694|XP_019537603.2|AEAL
OG0000055	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL, LOC119657823|XP_037920865.1|HILL, LOC119661210|XP_037926361.1|HILL, LOC119657773|XP_037920771.1|HILL	LOC115256529|XP_029711077.1|AEAL
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC115254536|XP_029707956.1|AEAL, LOC109397278|XP_029712433.1|AEAL, LOC109423208|XP_019553687.2|AEAL, LOC115255644|XP_029709605.1|AEAL, LOC109405345|XP_029709588.1|AEAL
OG0000057	LOC119646294|XP_037902637.1|HILL, LOC119647296|XP_037904131.1|HILL, LOC119659127|XP_037922980.1|HILL, LOC119659111|XP_037922961.1|HILL, LOC119654157|XP_037915248.1|HILL, LOC119659103|XP_037922953.1|HILL, LOC119656964|XP_037919611.1|HILL, LOC119656229|XP_037918561.1|HILL, LOC119646391|XP_037902763.1|HILL, LOC119654107|XP_037915198.1|HILL, LOC119656970|XP_037919626.1|HILL, LOC119647729|XP_037904758.1|HILL, LOC119652187|XP_037912059.1|HILL, LOC119660088|XP_037924393.1|HILL, LOC119648547|XP_037906244.1|HILL, LOC119646502|XP_037902886.1|HILL, LOC119652096|XP_037911961.1|HILL, LOC119650813|XP_037909879.1|HILL, LOC119653931|XP_037915018.1|HILL, LOC119654105|XP_037915197.1|HILL, LOC119656230|XP_037918562.1|HILL, LOC119656965|XP_037919612.1|HILL, LOC119659129|XP_037922982.1|HILL, LOC119653937|XP_037915024.1|HILL, LOC119660065|XP_037924372.1|HILL, LOC119658158|XP_037921354.1|HILL, LOC119660015|XP_037924321.1|HILL, LOC119648460|XP_037906145.1|HILL, LOC119654155|XP_037915246.1|HILL	LOC115258036|XP_029713891.1|AEAL, LOC109432639|XP_029715339.1|AEAL, LOC115256512|XP_029711055.1|AEAL, LOC115255772|XP_029709759.1|AEAL, LOC115264355|XP_029723876.1|AEAL, LOC109417705|XP_029724028.1|AEAL, LOC115269123|XP_029733392.1|AEAL, LOC115259320|XP_029715715.1|AEAL, LOC115261998|XP_029719796.1|AEAL, LOC115258011|XP_029713868.1|AEAL, LOC115255407|XP_029709358.1|AEAL, LOC115254625|XP_029708120.1|AEAL, LOC115255318|XP_029709184.1|AEAL, LOC115261653|XP_029719414.1|AEAL
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC109413458|XP_019542679.2|AEAL, LOC115265775|XP_029727582.1|AEAL, LOC109623107|XP_019933135.2|AEAL, LOC109405129|XP_019533674.2|AEAL
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC115253826|XP_029711789.1|AEAL, LOC109415565|XP_019544994.1|AEAL, LOC109431105|XP_029711394.1|AEAL, LOC115256864|XP_029711798.1|AEAL
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC109421315|XP_029726943.1|AEAL, LOC109621270|XP_029727055.1|AEAL
OG0000061	LOC119655537|XP_037917378.1|HILL, LOC119656089|XP_037918320.1|HILL, LOC119656088|XP_037918319.1|HILL, LOC119655538|XP_037917379.1|HILL, LOC119655960|XP_037918110.1|HILL, LOC119654621|XP_037916021.1|HILL, LOC119655959|XP_037918109.1|HILL, LOC119655527|XP_037917368.1|HILL, LOC119654709|XP_037916156.1|HILL, LOC119654948|XP_037916533.1|HILL, LOC119654685|XP_037916121.1|HILL	LOC109412069|XP_029714346.1|AEAL, LOC109424634|XP_019555343.1|AEAL
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC109412047|XP_019541235.2|AEAL, LOC115259629|XP_029716255.1|AEAL, LOC109398453|XP_029716337.1|AEAL, LOC109424658|XP_019555373.2|AEAL
OG0000064	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL	LOC115267276|XP_029730049.1|AEAL, LOC115262602|XP_029720858.1|AEAL, LOC115266697|XP_029729085.1|AEAL, LOC115257776|XP_029713592.1|AEAL, LOC109432247|XP_019564124.2|AEAL, LOC115267200|XP_029729932.1|AEAL, LOC115266586|XP_029728866.1|AEAL, LOC115258714|XP_029714947.1|AEAL, LOC115256715|XP_029711511.1|AEAL, LOC115256702|XP_029711483.1|AEAL
OG0000064	LOC119659759|XP_037923948.1|HILL, LOC119659832|XP_037924054.1|HILL, LOC119652387|XP_037912416.1|HILL	LOC115264525|XP_029724128.1|AEAL, LOC115264787|XP_029724659.1|AEAL, LOC115266226|XP_029728067.1|AEAL
OG0000064	LOC119651055|XP_037910312.1|HILL, LOC119655092|XP_037916726.1|HILL, LOC119648610|XP_037906308.1|HILL, LOC119656175|XP_037918449.1|HILL, LOC119648891|XP_037906716.1|HILL, LOC119653116|XP_037913569.1|HILL, LOC119649240|XP_037907232.1|HILL	LOC109414562|XP_029721878.1|AEAL, LOC115262436|XP_029720700.1|AEAL
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC109411462|XP_019540532.2|AEAL
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC109417573|XP_029725470.1|AEAL, LOC109417572|XP_029725464.1|AEAL, LOC115265252|XP_029725472.1|AEAL, LOC109417818|XP_029725465.1|AEAL, LOC109431213|XP_019562968.2|AEAL, LOC109420142|XP_029724370.1|AEAL, LOC109420119|XP_019549974.2|AEAL, LOC109412631|XP_029724411.1|AEAL, LOC109426780|XP_019557858.2|AEAL
OG0000069	LOC119655033|XP_037916638.1|HILL, LOC119657727|XP_037920698.1|HILL	LOC115265242|XP_029725388.1|AEAL
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC115257416|XP_029712856.1|AEAL
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC109403425|XP_029713225.1|AEAL, LOC115257855|XP_029713672.1|AEAL, LOC115257461|XP_029712919.1|AEAL
OG0000072	LOC119661216|XP_037926368.1|HILL, LOC119660319|XP_037924728.1|HILL, LOC119651198|XP_037910568.1|HILL, LOC119651194|XP_037910563.1|HILL, LOC119651195|XP_037910564.1|HILL, LOC119652180|XP_037912052.1|HILL, LOC119651690|XP_037911326.1|HILL, LOC119651192|XP_037910561.1|HILL, LOC119651196|XP_037910566.1|HILL, LOC119651197|XP_037910567.1|HILL, LOC119651200|XP_037910570.1|HILL, LOC119651199|XP_037910569.1|HILL, LOC119651475|XP_037911013.1|HILL, LOC119652127|XP_037911995.1|HILL, LOC119651121|XP_037910424.1|HILL, LOC119651120|XP_037910423.1|HILL, LOC119651117|XP_037910418.1|HILL, LOC119651118|XP_037910419.1|HILL, LOC119652129|XP_037911997.1|HILL, LOC119652133|XP_037912000.1|HILL, LOC119652130|XP_037911998.1|HILL, LOC119652131|XP_037911999.1|HILL, LOC119651119|XP_037910420.1|HILL, LOC119652138|XP_037912006.1|HILL, LOC119652134|XP_037912001.1|HILL, LOC119652140|XP_037912008.1|HILL, LOC119652139|XP_037912007.1|HILL, LOC119652137|XP_037912005.1|HILL, LOC119652136|XP_037912004.1|HILL, LOC119652135|XP_037912003.1|HILL, LOC119652128|XP_037911996.1|HILL, LOC119652126|XP_037911994.1|HILL	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL
OG0000073	LOC119658724|XP_037922346.1|HILL	LOC109413013|XP_029734257.1|AEAL, LOC109432985|XP_019564895.2|AEAL
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC109416850|XP_029728654.1|AEAL
OG0000073	LOC119651012|XP_037910231.1|HILL	LOC109400905|XP_029717490.1|AEAL, LOC109422828|XP_029717552.1|AEAL
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL
OG0000075	LOC119650379|XP_037909045.1|HILL, LOC119650380|XP_037909046.1|HILL	LOC109425649|XP_019556434.2|AEAL, LOC109423364|XP_019553894.2|AEAL
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC109414298|XP_019543658.1|AEAL
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL
OG0000083	LOC119651416|XP_037910939.1|HILL, LOC119651041|XP_037910287.1|HILL	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL
OG0000084	LOC119658776|XP_037922402.1|HILL	LOC109403167|XP_019531455.2|AEAL
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC109423303|XP_019553776.2|AEAL
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL
