Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	3	2
OG0001396	4	4
OG0001397	4	4
OG0001398	8	4
OG0001399	5	1
OG0001400	9	8
OG0001401	5	4
OG0001402	2	1
OG0001403	5	4
OG0001404	8	6
OG0001405	8	7
OG0001406	4	3
OG0001407	7	7
OG0001408	11	11
OG0001409	36	30
OG0001410	27	21
OG0001411	15	15
OG0001412	6	5
OG0001413	4	4
OG0001414	8	4
OG0001415	3	3
OG0001416	1	1
OG0001417	8	6
OG0001418	2	2
OG0001419	5	5
OG0001420	19	19
OG0001421	5	5
OG0001422	2	2
OG0001423	4	4
OG0001424	13	5
OG0001425	10	9
OG0001426	4	4
OG0001427	4	4
OG0001428	9	4
OG0001429	2	1
OG0001430	5	3
OG0001431	8	6
OG0001432	5	4
OG0001433	6	6
OG0001434	4	3
OG0001435	5	4
OG0001436	4	2
OG0001437	6	5
OG0001438	6	6
OG0001439	8	8
OG0001440	9	9
OG0001441	3	2
OG0001442	4	1
OG0001443	3	3
OG0001444	8	8
OG0001445	3	2
OG0001446	5	5
OG0001447	1	0
OG0001448	5	5
OG0001449	3	2
OG0001450	2	1
OG0001451	4	4
OG0001452	2	0
OG0001453	3	3
OG0001454	4	4
OG0001455	5	1
OG0001456	6	4
OG0001457	8	8
OG0001458	3	3
OG0001459	3	2
OG0001460	8	7
OG0001461	4	3
OG0001462	9	9
OG0001463	5	3
OG0001464	9	8
OG0001465	9	9
OG0001466	7	7
OG0001467	4	4
OG0001468	8	6
OG0001469	3	3
OG0001470	6	5
OG0001471	7	3
OG0001472	2	1
OG0001473	7	7
OG0001474	1	0
OG0001475	5	4
OG0001476	6	3
OG0001477	4	3
OG0001478	4	4
OG0001479	5	1
OG0001480	4	1
OG0001481	4	0
OG0001482	7	6
OG0001483	6	5
OG0001484	8	8
OG0001485	3	3
OG0001486	3	1
OG0001487	8	7
OG0001488	8	7
OG0001489	6	2
OG0001490	8	8
OG0001491	3	1
OG0001492	3	1
OG0001493	4	2
OG0001494	4	4
OG0001495	6	6
OG0001496	2	1
OG0001497	7	7
OG0001498	5	2
OG0001499	19	17
OG0001500	3	2
OG0001501	6	4
OG0001502	8	8
OG0001503	6	4
OG0001504	5	2
OG0001505	5	3
OG0001506	4	3
OG0001507	3	3
OG0001508	4	4
OG0001509	8	6
OG0001510	4	4
OG0001511	4	2
OG0001512	8	8
OG0001513	5	2
OG0001514	38	38
OG0001515	3	2
OG0001516	7	5
OG0001517	2	0
OG0001518	13	13
OG0001519	9	6
OG0001520	2	1
OG0001521	11	10
OG0001522	6	3
OG0001523	6	6
OG0001524	3	1
OG0001525	2	2
OG0001526	2	2
OG0001527	3	0
OG0001528	9	5
OG0001529	17	17
OG0001530	17	16
OG0001531	12	12
OG0001532	36	31
OG0001533	32	32
OG0001534	6	1
OG0001535	1	0
OG0001536	5	5
OG0001537	5	5
OG0001538	7	7
OG0001539	7	7
OG0001540	4	4
OG0001541	6	5
OG0001542	5	3
OG0001543	5	3
OG0001544	4	3
OG0001545	7	5
OG0001546	4	4
OG0001547	6	2
OG0001548	2	1
OG0001549	3	3
OG0001550	4	2
OG0001551	6	4
OG0001552	2	1
OG0001553	5	4
OG0001554	3	2
OG0001555	4	4
OG0001556	5	3
OG0001557	4	4
OG0001558	9	9
OG0001559	7	7
OG0001560	6	4
OG0001561	7	7
OG0001562	4	4
OG0001563	3	1
OG0001564	2	1
OG0001565	3	2
OG0001566	4	2
OG0001567	6	6
OG0001568	7	6
OG0001569	5	3
OG0001570	6	5
OG0001571	2	1
OG0001572	3	3
OG0001573	4	2
OG0001574	2	0
OG0001575	4	4
OG0001576	5	4
OG0001577	3	3
OG0001578	8	7
OG0001579	5	4
OG0001580	6	6
OG0001581	5	4
OG0001582	5	5
OG0001583	5	4
OG0001584	4	4
OG0001585	7	6
OG0001586	3	2
OG0001587	7	6
OG0001588	7	7
OG0001589	4	2
OG0001590	6	2
OG0001591	3	3
OG0001592	4	2
OG0001593	6	6
OG0001594	4	3
OG0001595	6	5
OG0001596	4	1
OG0001597	8	8
OG0001598	4	2
OG0001599	5	5
OG0001600	3	2
OG0001601	7	7
OG0001602	6	6
OG0001603	1	1
OG0001604	3	2
OG0001605	8	8
OG0001606	9	6
OG0001607	7	6
OG0001608	7	6
OG0001609	7	5
OG0001610	5	5
OG0001611	5	5
OG0001612	3	2
OG0001613	3	2
OG0001614	6	6
OG0001615	5	3
OG0001616	3	2
OG0001617	7	5
OG0001618	4	3
OG0001619	5	4
OG0001620	6	5
OG0001621	6	5
OG0001622	3	3
OG0001623	4	3
OG0001624	7	7
OG0001625	3	3
OG0001626	7	6
OG0001627	5	5
OG0001628	6	6
OG0001629	7	5
OG0001630	6	5
OG0001631	8	7
OG0001632	6	5
OG0001633	7	6
OG0001634	7	4
OG0001635	2	2
OG0001636	6	5
OG0001637	6	6
OG0001638	6	6
OG0001639	9	9
OG0001640	7	7
OG0001641	4	4
OG0001642	5	5
OG0001643	7	6
OG0001644	8	8
OG0001645	7	5
OG0001646	8	8
OG0001647	3	2
OG0001648	7	4
OG0001649	7	7
OG0001650	7	5
OG0001651	4	4
OG0001652	5	5
OG0001653	6	6
OG0001654	6	5
OG0001655	7	6
OG0001656	7	7
OG0001657	2	2
OG0001658	7	6
OG0001659	1	0
OG0001660	8	7
OG0001661	5	5
OG0001662	10	9
OG0001663	4	3
OG0001664	10	7
OG0001665	31	24
OG0001666	10	10
OG0001667	14	13
OG0001668	14	9
OG0001669	2	2
OG0001670	5	5
OG0001671	17	17
OG0001672	10	8
OG0001673	5	4
OG0001674	6	6
OG0001675	2	2
OG0001676	3	1
OG0001677	9	5
OG0001678	7	6
OG0001679	3	3
OG0001680	5	5
OG0001681	6	6
OG0001682	6	5
OG0001683	2	2
OG0001684	5	3
OG0001685	3	2
OG0001686	6	5
OG0001687	4	4
OG0001688	5	4
OG0001689	7	7
OG0001690	5	5
OG0001691	5	2
OG0001692	3	1
OG0001693	4	3
OG0001694	5	4
OG0001695	5	5
OG0001696	3	2
OG0001697	4	2
OG0001698	8	6
OG0001699	3	2
OG0001700	5	5
OG0001701	4	3
OG0001702	6	6
OG0001703	6	5
OG0001704	6	6
OG0001705	6	6
OG0001706	5	4
OG0001707	6	6
OG0001708	6	6
OG0001709	6	5
OG0001710	4	4
OG0001711	5	4
OG0001712	4	3
OG0001713	2	1
OG0001714	6	2
OG0001715	3	3
OG0001716	4	2
OG0001717	6	5
OG0001718	5	3
OG0001719	5	3
OG0001720	3	1
OG0001721	3	3
OG0001722	5	4
OG0001723	6	6
OG0001724	5	3
OG0001725	3	1
OG0001726	3	3
OG0001727	3	3
OG0001728	6	6
OG0001729	6	6
OG0001730	4	3
OG0001731	3	1
OG0001732	5	5
OG0001733	5	5
OG0001734	5	5
OG0001735	4	4
OG0001736	3	2
OG0001737	6	6
OG0001738	5	4
OG0001739	7	7
OG0001740	6	5
OG0001741	6	3
OG0001742	4	3
OG0001743	4	3
OG0001744	4	1
OG0001745	6	3
OG0001746	6	6
OG0001747	6	6
OG0001748	6	4
OG0001749	6	6
OG0001750	6	6
OG0001751	6	5
OG0001752	7	7
OG0001753	5	4
OG0001754	4	3
OG0001755	5	3
OG0001756	3	1
OG0001757	6	5
OG0001758	4	3
OG0001759	5	5
OG0001760	6	6
OG0001761	6	5
OG0001762	3	3
OG0001763	3	3
OG0001764	5	5
OG0001765	5	4
OG0001766	5	4
OG0001767	6	2
OG0001768	7	7
OG0001769	5	4
OG0001770	4	4
OG0001771	6	6
OG0001772	6	5
OG0001773	4	2
OG0001774	6	4
OG0001775	3	0
OG0001776	5	4
OG0001777	3	2
OG0001778	5	5
OG0001779	3	1
OG0001780	5	2
OG0001781	5	4
OG0001782	5	4
OG0001783	6	6
OG0001784	5	4
OG0001785	6	6
OG0001786	4	2
OG0001787	4	2
OG0001788	7	7
OG0001789	5	5
OG0001790	4	3
OG0001791	5	3
OG0001792	5	3
OG0001793	6	5
OG0001794	4	3
OG0001795	6	1
OG0001796	6	5
OG0001797	4	2
OG0001798	6	2
OG0001799	2	0
OG0001800	5	5
OG0001801	6	6
OG0001802	6	6
OG0001803	2	2
OG0001804	4	3
OG0001805	6	6
OG0001806	2	2
OG0001807	4	2
OG0001808	4	3
OG0001809	7	7
OG0001810	4	2
OG0001811	5	4
OG0001812	6	6
OG0001813	3	2
OG0001814	3	3
OG0001815	6	4
OG0001816	3	2
OG0001817	3	2
OG0001818	3	2
OG0001819	6	6
OG0001820	3	3
OG0001821	6	6
OG0001822	6	6
OG0001823	2	1
OG0001824	3	3
OG0001825	5	3
OG0001826	5	4
OG0001827	3	3
OG0001828	4	2
OG0001829	6	3
OG0001830	6	6
OG0001831	3	3
OG0001832	4	4
OG0001833	3	3
OG0001834	7	7
OG0001835	27	17
OG0001836	42	42
OG0001837	8	4
OG0001838	11	11
OG0001839	3	3
OG0001840	2	1
OG0001841	2	2
OG0001842	5	5
OG0001843	15	13
OG0001844	14	13
OG0001845	3	3
OG0001846	4	4
OG0001847	30	30
OG0001848	2	0
OG0001849	4	4
OG0001850	5	5
OG0001851	4	3
OG0001852	5	4
OG0001853	4	3
OG0001854	6	6
OG0001855	4	3
OG0001856	4	3
OG0001857	3	3
OG0001858	4	3
OG0001859	5	4
OG0001860	2	2
OG0001861	5	4
OG0001862	4	4
OG0001863	4	2
OG0001864	5	5
OG0001865	2	1
OG0001866	4	4
OG0001867	2	2
OG0001868	4	4
OG0001869	5	5
OG0001870	5	4
OG0001871	7	7
OG0001872	5	5
OG0001873	4	4
OG0001874	5	4
OG0001875	5	3
OG0001876	5	4
OG0001877	6	6
OG0001878	4	4
OG0001879	4	3
OG0001880	5	5
OG0001881	5	4
OG0001882	6	6
OG0001883	4	2
OG0001884	4	3
OG0001885	5	4
OG0001886	4	3
OG0001887	5	4
OG0001888	3	2
OG0001889	2	1
OG0001890	3	3
OG0001891	3	2
OG0001892	4	2
OG0001893	5	5
OG0001894	3	2
OG0001895	5	3
OG0001896	6	3
OG0001897	5	4
OG0001898	5	5
OG0001899	4	4
OG0001900	4	4
OG0001901	5	5
OG0001902	7	1
OG0001903	5	4
OG0001904	6	5
OG0001905	6	2
OG0001906	4	2
OG0001907	5	4
OG0001908	4	4
OG0001909	2	2
OG0001910	2	2
OG0001911	5	4
OG0001912	6	5
OG0001913	7	6
OG0001914	4	3
OG0001915	3	3
OG0001916	5	5
OG0001917	2	0
OG0001918	4	4
OG0001919	4	4
OG0001920	2	1
OG0001921	5	5
OG0001922	5	5
OG0001923	5	3
OG0001924	3	1
OG0001925	5	4
OG0001926	2	0
OG0001927	4	3
OG0001928	3	3
OG0001929	5	4
OG0001930	5	5
OG0001931	4	1
OG0001932	2	1
OG0001933	4	2
OG0001934	4	3
OG0001935	4	4
OG0001936	32	32
OG0001937	4	4
OG0001938	5	3
OG0001939	5	5
OG0001940	3	1
OG0001941	5	4
OG0001942	4	4
OG0001943	5	5
OG0001944	4	3
OG0001945	4	3
OG0001946	5	5
OG0001947	5	4
OG0001948	4	3
OG0001949	3	2
OG0001950	4	3
OG0001951	4	2
OG0001952	4	2
OG0001953	4	4
OG0001954	5	2
OG0001955	5	5
OG0001956	2	1
OG0001957	5	5
OG0001958	5	5
OG0001959	2	2
OG0001960	4	3
OG0001961	6	6
OG0001962	4	4
OG0001963	5	5
OG0001964	5	4
OG0001965	4	3
OG0001966	3	3
OG0001967	5	5
OG0001968	5	4
OG0001969	5	3
OG0001970	4	4
OG0001971	5	4
OG0001972	5	5
OG0001973	5	5
OG0001974	5	4
OG0001975	5	4
OG0001976	5	4
OG0001977	8	8
OG0001978	4	3
OG0001979	1	0
OG0001980	4	4
OG0001981	3	2
OG0001982	5	5
OG0001983	6	6
OG0001984	5	5
OG0001985	5	5
OG0001986	4	3
OG0001987	3	2
OG0001988	5	5
OG0001989	4	4
OG0001990	6	5
OG0001991	3	2
OG0001992	3	1
OG0001993	3	3
OG0001994	5	5
OG0001995	4	4
OG0001996	4	2
OG0001997	5	5
OG0001998	5	5
OG0001999	1	0
OG0002000	5	5
OG0002001	4	2
OG0002002	2	2
OG0002003	6	6
OG0002004	5	5
OG0002005	5	5
OG0002006	5	5
OG0002007	6	5
OG0002008	4	3
OG0002009	5	4
OG0002010	5	5
OG0002011	4	4
OG0002012	4	3
OG0002013	2	1
OG0002014	4	4
OG0002015	5	5
OG0002016	4	3
OG0002017	4	4
OG0002018	3	1
OG0002019	2	1
OG0002020	4	3
OG0002021	5	5
OG0002022	3	2
OG0002023	4	3
OG0002024	3	2
OG0002025	2	0
OG0002026	5	4
OG0002027	4	3
OG0002028	3	2
OG0002029	5	5
OG0002030	5	5
OG0002031	5	3
OG0002032	4	4
OG0002033	6	6
OG0002034	5	4
OG0002035	3	3
OG0002036	4	2
OG0002037	2	1
OG0002038	2	1
OG0002039	5	5
OG0002040	5	4
OG0002041	4	2
OG0002042	3	3
OG0002043	4	3
OG0002044	4	3
OG0002045	4	3
OG0002046	4	4
OG0002047	6	3
OG0002048	5	5
OG0002049	4	3
OG0002050	4	3
OG0002051	3	3
OG0002052	8	7
OG0002053	2	1
OG0002054	5	5
OG0002055	6	6
OG0002056	4	3
OG0002057	5	5
OG0002058	5	5
OG0002059	5	5
OG0002060	5	5
OG0002061	5	4
OG0002062	8	8
OG0002063	7	7
OG0002064	5	5
OG0002065	6	6
OG0002066	4	3
OG0002067	3	2
OG0002068	5	5
OG0002069	6	5
OG0002070	3	2
OG0002071	1	0
OG0002072	5	5
OG0002073	5	3
OG0002074	3	2
OG0002075	6	5
OG0002076	4	2
OG0002077	5	3
OG0002078	5	5
OG0002079	3	3
OG0002080	2	1
OG0002081	5	3
OG0002082	4	2
OG0002083	5	0
OG0002084	5	5
OG0002085	6	6
OG0002086	5	5
OG0002087	4	3
OG0002088	5	4
OG0002089	4	2
OG0002090	3	2
OG0002091	5	4
OG0002092	4	3
OG0002093	5	5
OG0002094	4	3
OG0002095	3	1
OG0002096	5	3
OG0002097	5	3
OG0002098	3	3
OG0002099	4	4
OG0002100	3	3
OG0002101	4	2
OG0002102	5	4
OG0002103	4	3
OG0002104	25	23
OG0002105	14	10
OG0002106	11	10
OG0002107	12	12
OG0002108	8	7
OG0002109	2	1
OG0002110	6	6
OG0002111	2	2
OG0002112	14	11
OG0002113	5	4
OG0002114	1	1
OG0002115	2	2
OG0002116	2	2
OG0002117	4	4
OG0002118	4	2
OG0002119	3	2
OG0002120	4	3
OG0002121	4	4
OG0002122	24	23
OG0002123	4	4
OG0002124	4	3
OG0002125	4	4
OG0002126	1	0
OG0002127	4	4
OG0002128	4	4
OG0002129	4	4
OG0002130	8	8
OG0002131	4	4
OG0002132	5	5
OG0002133	3	2
OG0002134	2	2
OG0002135	4	3
OG0002136	4	4
OG0002137	5	5
OG0002138	4	4
OG0002139	4	3
OG0002140	4	3
OG0002141	4	3
OG0002142	4	4
OG0002143	4	4
OG0002144	3	2
OG0002145	4	4
OG0002146	3	3
OG0002147	6	6
OG0002148	4	4
OG0002149	4	3
OG0002150	3	1
OG0002151	6	6
OG0002152	4	4
OG0002153	3	2
OG0002154	4	4
OG0002155	4	4
OG0002156	4	2
OG0002157	2	0
OG0002158	6	6
OG0002159	4	3
OG0002160	3	2
OG0002161	3	2
OG0002162	3	3
OG0002163	3	3
OG0002164	3	2
OG0002165	2	1
OG0002166	4	3
OG0002167	4	4
OG0002168	3	3
OG0002169	3	2
OG0002170	4	4
OG0002171	2	2
OG0002172	3	3
OG0002173	4	4
OG0002174	4	4
OG0002175	4	3
OG0002176	4	4
OG0002177	1	1
OG0002178	5	5
OG0002179	1	0
OG0002180	4	2
OG0002181	5	4
OG0002182	3	3
OG0002183	3	3
OG0002184	4	2
OG0002185	4	2
OG0002186	4	4
OG0002187	4	4
OG0002188	4	4
OG0002189	4	4
OG0002190	2	1
OG0002191	4	3
OG0002192	4	4
OG0002193	3	3
OG0002194	3	3
OG0002195	4	3
OG0002196	3	2
OG0002197	4	4
OG0002198	3	2
OG0002199	4	4
OG0002200	5	5
OG0002201	21	21
OG0002202	4	3
OG0002203	4	4
OG0002204	3	2
OG0002205	5	5
OG0002206	4	4
OG0002207	3	3
OG0002208	4	3
OG0002209	4	4
OG0002210	5	5
OG0002211	3	3
OG0002212	4	4
OG0002213	4	4
OG0002214	5	4
OG0002215	4	3
OG0002216	4	3
OG0002217	5	5
OG0002218	5	5
OG0002219	4	4
OG0002220	3	2
OG0002221	4	4
OG0002222	5	5
OG0002223	3	2
OG0002224	4	3
OG0002225	3	3
OG0002226	3	2
OG0002227	4	3
OG0002228	4	4
OG0002229	3	3
OG0002230	4	4
OG0002231	3	3
OG0002232	5	4
OG0002233	2	2
OG0002234	9	9
OG0002235	4	4
OG0002236	3	3
OG0002237	4	2
OG0002238	4	4
OG0002239	5	5
OG0002240	4	4
OG0002241	4	3
OG0002242	3	1
OG0002243	4	4
OG0002244	3	2
OG0002245	4	4
OG0002246	4	4
OG0002247	4	3
OG0002248	3	3
OG0002249	3	2
OG0002250	4	3
OG0002251	3	3
OG0002252	5	5
OG0002253	4	4
OG0002254	4	3
OG0002255	1	1
OG0002256	5	5
OG0002257	4	4
OG0002258	4	4
OG0002259	3	2
OG0002260	3	2
OG0002261	2	2
OG0002262	3	2
OG0002263	4	4
OG0002264	4	4
OG0002265	4	4
OG0002266	4	4
OG0002267	4	4
OG0002268	4	4
OG0002269	4	2
OG0002270	3	1
OG0002271	4	4
OG0002272	4	4
OG0002273	4	4
OG0002274	4	2
OG0002275	3	3
OG0002276	4	3
OG0002277	1	0
OG0002278	4	4
OG0002279	4	4
OG0002280	4	4
OG0002281	4	4
OG0002282	4	4
OG0002283	4	2
OG0002284	4	4
OG0002285	3	2
OG0002286	4	4
OG0002287	4	4
OG0002288	4	3
OG0002289	3	3
OG0002290	5	3
OG0002291	4	4
OG0002292	2	1
OG0002293	4	4
OG0002294	4	4
OG0002295	3	2
OG0002296	3	1
OG0002297	4	4
OG0002298	4	4
OG0002299	4	3
OG0002300	4	4
OG0002301	4	4
OG0002302	4	2
OG0002303	4	2
OG0002304	4	2
OG0002305	4	4
OG0002306	4	4
OG0002307	5	4
OG0002308	3	2
OG0002309	4	4
OG0002310	4	4
OG0002311	3	1
OG0002312	5	4
OG0002313	6	6
OG0002314	4	4
OG0002315	1	1
OG0002316	4	4
OG0002317	4	3
OG0002318	4	4
OG0002319	5	5
OG0002320	4	4
OG0002321	3	3
OG0002322	4	4
OG0002323	4	3
OG0002324	4	2
OG0002325	4	4
OG0002326	4	4
OG0002327	3	2
OG0002328	4	2
OG0002329	2	1
OG0002330	3	2
OG0002331	5	5
OG0002332	4	3
OG0002333	4	4
OG0002334	4	4
OG0002335	4	4
OG0002336	4	4
OG0002337	3	3
OG0002338	4	4
OG0002339	3	3
OG0002340	4	4
OG0002341	4	4
OG0002342	4	3
OG0002343	4	4
OG0002344	2	1
OG0002345	4	4
OG0002346	4	4
OG0002347	4	4
OG0002348	4	3
OG0002349	4	4
OG0002350	3	3
OG0002351	4	3
OG0002352	4	4
OG0002353	4	4
OG0002354	4	4
OG0002355	4	4
OG0002356	2	2
OG0002357	5	3
OG0002358	4	3
OG0002359	5	5
OG0002360	4	4
OG0002361	4	4
OG0002362	3	2
OG0002363	4	4
OG0002364	3	2
OG0002365	4	3
OG0002366	4	3
OG0002367	4	3
OG0002368	4	4
OG0002369	4	4
OG0002370	4	4
OG0002371	4	4
OG0002372	2	1
OG0002373	1	1
OG0002374	3	3
OG0002375	3	2
OG0002376	3	2
OG0002377	4	4
OG0002378	4	4
OG0002379	2	1
OG0002380	5	5
OG0002381	4	1
OG0002382	3	3
OG0002383	5	4
OG0002384	3	2
OG0002385	3	2
OG0002386	3	2
OG0002387	4	2
OG0002388	5	5
OG0002389	4	3
OG0002390	3	2
OG0002391	3	0
OG0002392	3	3
OG0002393	2	2
OG0002394	3	2
OG0002395	3	2
OG0002396	3	2
OG0002397	4	4
OG0002398	4	3
OG0002399	4	3
OG0002400	4	3
OG0002401	4	4
OG0002402	4	4
OG0002403	4	4
OG0002404	3	2
OG0002405	4	4
OG0002406	4	3
OG0002407	4	2
OG0002408	1	1
OG0002409	8	8
OG0002410	3	3
OG0002411	2	1
OG0002412	4	3
OG0002413	5	1
OG0002414	3	2
OG0002415	3	3
OG0002416	5	3
OG0002417	5	5
OG0002418	4	3
OG0002419	1	1
OG0002420	4	4
OG0002421	4	4
OG0002422	4	4
OG0002423	4	3
OG0002424	5	4
OG0002425	5	5
OG0002426	4	4
OG0002427	4	4
OG0002428	4	3
OG0002429	3	2
OG0002430	3	2
OG0002431	4	3
OG0002432	5	5
OG0002433	4	4
OG0002434	4	4
OG0002435	4	3
OG0002436	4	4
OG0002437	4	3
OG0002438	3	1
OG0002439	4	3
OG0002440	4	4
OG0002441	4	3
OG0002442	4	4
OG0002443	5	4
OG0002444	4	4
OG0002445	5	4
OG0002446	5	5
OG0002447	4	4
OG0002448	4	4
OG0002449	3	3
OG0002450	4	4
OG0002451	3	2
OG0002452	4	4
OG0002453	4	4
OG0002454	4	4
OG0002455	4	4
OG0002456	3	2
OG0002457	4	3
OG0002458	3	1
OG0002459	4	4
OG0002460	4	4
OG0002461	4	4
OG0002462	4	4
OG0002463	4	4
OG0002464	4	4
OG0002465	4	4
OG0002466	4	4
OG0002467	3	3
OG0002468	3	3
OG0002469	3	3
OG0002470	2	2
OG0002471	4	3
OG0002472	4	3
OG0002473	4	4
OG0002474	2	1
OG0002475	4	2
OG0002476	4	4
OG0002477	4	4
OG0002478	4	4
OG0002479	4	4
OG0002480	1	0
OG0002481	4	4
OG0002482	5	5
OG0002483	4	3
OG0002484	4	4
OG0002485	4	4
OG0002486	4	4
OG0002487	5	5
OG0002488	4	4
OG0002489	2	2
OG0002490	4	4
OG0002491	5	4
OG0002492	3	1
OG0002493	4	4
OG0002494	4	2
OG0002495	2	1
OG0002496	6	4
OG0002497	8	5
OG0002498	3	3
OG0002499	9	8
OG0002500	4	4
OG0002501	8	8
OG0002502	4	3
OG0002503	23	18
OG0002504	10	5
OG0002505	4	3
OG0002506	25	24
OG0002507	12	9
OG0002508	4	3
OG0002509	3	3
OG0002510	4	4
OG0002511	3	3
OG0002512	3	2
OG0002513	3	3
OG0002514	4	4
OG0002515	17	16
OG0002516	3	3
OG0002517	4	4
OG0002518	4	4
OG0002519	3	3
OG0002520	4	4
OG0002521	5	2
OG0002522	3	3
OG0002523	2	1
OG0002524	4	4
OG0002525	3	2
OG0002526	3	2
OG0002527	3	1
OG0002528	4	4
OG0002529	3	3
OG0002530	3	3
OG0002531	3	3
OG0002532	2	1
OG0002533	4	4
OG0002534	3	3
OG0002535	2	2
OG0002536	2	2
OG0002537	3	3
OG0002538	38	38
OG0002539	3	2
OG0002540	3	1
OG0002541	3	3
OG0002542	4	4
OG0002543	3	3
OG0002544	3	2
OG0002545	3	3
OG0002546	35	35
OG0002547	4	1
OG0002548	4	4
OG0002549	4	3
OG0002550	4	3
OG0002551	2	2
OG0002552	3	3
OG0002553	3	2
OG0002554	4	4
OG0002555	4	3
OG0002556	3	3
OG0002557	2	2
OG0002558	1	1
OG0002559	2	1
OG0002560	3	3
OG0002561	3	3
OG0002562	4	2
OG0002563	6	5
OG0002564	4	4
OG0002565	3	3
OG0002566	3	2
OG0002567	4	4
OG0002568	3	2
OG0002569	3	3
OG0002570	3	2
OG0002571	4	4
OG0002572	5	5
OG0002573	3	3
OG0002574	3	3
OG0002575	3	3
OG0002576	2	1
OG0002577	3	3
OG0002578	3	3
OG0002579	5	5
OG0002580	4	4
OG0002581	2	2
OG0002582	3	3
OG0002583	3	2
OG0002584	4	4
OG0002585	4	4
OG0002586	3	3
OG0002587	3	3
OG0002588	3	3
OG0002589	3	3
OG0002590	4	4
OG0002591	3	3
OG0002592	3	3
OG0002593	2	2
OG0002594	2	1
OG0002595	3	3
OG0002596	3	3
OG0002597	3	3
OG0002598	2	0
OG0002599	4	3
OG0002600	3	3
OG0002601	3	3
OG0002602	3	2
OG0002603	3	2
OG0002604	3	3
OG0002605	3	3
OG0002606	3	3
OG0002607	4	4
OG0002608	3	2
OG0002609	3	3
OG0002610	3	3
OG0002611	2	1
OG0002612	3	2
OG0002613	2	1
OG0002614	3	3
OG0002615	3	2
OG0002616	3	3
OG0002617	3	3
OG0002618	3	3
OG0002619	2	1
OG0002620	2	1
OG0002621	2	1
OG0002622	3	3
OG0002623	3	2
OG0002624	2	1
OG0002625	3	2
OG0002626	3	3
OG0002627	2	1
OG0002628	3	3
OG0002629	2	1
OG0002630	3	3
OG0002631	4	3
OG0002632	3	3
OG0002633	3	3
OG0002634	3	2
OG0002635	3	3
OG0002636	4	4
OG0002637	3	3
OG0002638	2	2
OG0002639	3	2
OG0002640	3	3
OG0002641	3	3
OG0002642	3	3
OG0002643	3	3
OG0002644	3	3
OG0002645	3	3
OG0002646	3	3
OG0002647	3	3
OG0002648	2	2
OG0002649	3	3
OG0002650	3	3
OG0002651	3	3
OG0002652	3	3
OG0002653	3	3
OG0002654	2	1
OG0002655	3	2
OG0002656	3	3
OG0002657	3	3
OG0002658	3	3
OG0002659	2	2
OG0002660	3	3
OG0002661	3	3
OG0002662	5	5
OG0002663	2	2
OG0002664	3	3
OG0002665	3	3
OG0002666	3	3
OG0002667	3	3
OG0002668	3	2
OG0002669	3	3
OG0002670	3	3
OG0002671	3	3
OG0002672	3	2
OG0002673	3	3
OG0002674	2	2
OG0002675	3	3
OG0002676	3	3
OG0002677	3	2
OG0002678	3	3
OG0002679	2	2
OG0002680	2	2
OG0002681	3	3
OG0002682	3	3
OG0002683	4	1
OG0002684	3	3
OG0002685	3	3
OG0002686	3	3
OG0002687	3	3
OG0002688	3	3
OG0002689	2	2
OG0002690	3	3
OG0002691	3	3
OG0002692	3	3
OG0002693	3	3
OG0002694	4	4
OG0002695	3	3
OG0002696	1	1
OG0002697	3	3
OG0002698	2	1
OG0002699	3	3
OG0002700	2	1
OG0002701	3	3
OG0002702	3	2
OG0002703	2	1
OG0002704	3	2
OG0002705	2	0
OG0002706	3	3
OG0002707	3	3
OG0002708	4	3
OG0002709	3	2
OG0002710	3	2
OG0002711	3	3
OG0002712	3	3
OG0002713	3	2
OG0002714	2	1
OG0002715	2	1
OG0002716	3	2
OG0002717	3	2
OG0002718	4	4
OG0002719	3	1
OG0002720	3	3
OG0002721	3	3
OG0002722	3	3
OG0002723	4	4
OG0002724	3	3
OG0002725	3	3
OG0002726	4	4
OG0002727	3	3
OG0002728	3	3
OG0002729	2	1
OG0002730	3	3
OG0002731	3	3
OG0002732	3	3
OG0002733	3	3
OG0002734	2	1
OG0002735	3	3
OG0002736	3	3
OG0002737	3	3
OG0002738	3	3
OG0002739	3	1
OG0002740	3	3
OG0002741	4	4
OG0002742	4	4
OG0002743	4	3
OG0002744	3	3
OG0002745	1	1
OG0002746	3	2
OG0002747	2	1
OG0002748	3	3
OG0002749	4	3
OG0002750	3	3
OG0002751	3	2
OG0002752	4	4
OG0002753	3	3
OG0002754	3	2
OG0002755	3	2
OG0002756	3	3
OG0002757	3	2
OG0002758	3	2
OG0002759	3	2
OG0002760	3	3
OG0002761	4	4
OG0002762	3	2
OG0002763	3	3
OG0002764	3	3
OG0002765	3	3
OG0002766	3	3
OG0002767	3	3
OG0002768	3	3
OG0002769	3	3
OG0002770	3	3
OG0002771	3	3
OG0002772	3	2
OG0002773	3	3
OG0002774	3	2
OG0002775	3	3
OG0002776	3	3
OG0002777	3	3
OG0002778	3	3
OG0002779	3	3
OG0002780	3	3
OG0002781	3	3
OG0002782	3	2
OG0002783	3	3
OG0002784	3	3
OG0002785	2	1
OG0002786	3	3
OG0002787	3	3
OG0002788	3	3
OG0002789	3	2
OG0002790	3	3
OG0002791	3	3
