Orthogroup	CCAP.longest_only	HILL.longest_only
OG0000044	CCAP1982_LOCUS840|CAD6991952.1|CCAP, CCAP1982_LOCUS842|CAD6991954.1|CCAP, CCAP1982_LOCUS22505|CAD7014504.1|CCAP, CCAP1982_LOCUS22483|CAD7014481.1|CCAP, CCAP1982_LOCUS847|CAD6991959.1|CCAP, CCAP1982_LOCUS841|CAD6991953.1|CCAP, CCAP1982_LOCUS843|CAD6991955.1|CCAP	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	CCAP1982_LOCUS11539|CAD7003076.1|CCAP	LOC119649047|XP_037906953.1|HILL
OG0000045	CCAP1982_LOCUS11540|CAD7003077.1|CCAP, CCAP1982_LOCUS11541|CAD7003078.1|CCAP, CCAP1982_LOCUS11542|CAD7003079.1|CCAP	LOC119652611|XP_037912776.1|HILL
OG0000047	CCAP1982_LOCUS9943|CAD7001446.1|CCAP	LOC119654474|XP_037915820.1|HILL
OG0000048	CCAP1982_LOCUS14848|CAD7006534.1|CCAP, CCAP1982_LOCUS14854|CAD7006540.1|CCAP, CCAP1982_LOCUS21937|CAD7013923.1|CCAP	LOC119648270|XP_037905853.1|HILL, LOC119649024|XP_037906907.1|HILL
OG0000048	CCAP1982_LOCUS21994|CAD7013985.1|CCAP	LOC119649215|XP_037907201.1|HILL
OG0000048	CCAP1982_LOCUS14853|CAD7006539.1|CCAP, CCAP1982_LOCUS14855|CAD7006541.1|CCAP, CCAP1982_LOCUS14857|CAD7006543.1|CCAP, CCAP1982_LOCUS14856|CAD7006542.1|CCAP, CCAP1982_LOCUS14858|CAD7006544.1|CCAP, CCAP1982_LOCUS14852|CAD7006538.1|CCAP	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	CCAP1982_LOCUS3089|CAD6994333.1|CCAP, CCAP1982_LOCUS3087|CAD6994331.1|CCAP, CCAP1982_LOCUS3086|CAD6994330.1|CCAP, CCAP1982_LOCUS3090|CAD6994334.1|CCAP	LOC119649048|XP_037906954.1|HILL
OG0000050	CCAP1982_LOCUS13741|CAD7005381.1|CCAP, CCAP1982_LOCUS13740|CAD7005380.1|CCAP	LOC119658266|XP_037921486.1|HILL
OG0000053	CCAP1982_LOCUS20953|CAD7012854.1|CCAP, CCAP1982_LOCUS20955|CAD7012856.1|CCAP	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	CCAP1982_LOCUS20994|CAD7012895.1|CCAP, CCAP1982_LOCUS21331|CAD7013260.1|CCAP, CCAP1982_LOCUS20956|CAD7012857.1|CCAP, CCAP1982_LOCUS20959|CAD7012860.1|CCAP, CCAP1982_LOCUS21332|CAD7013261.1|CCAP, CCAP1982_LOCUS20960|CAD7012861.1|CCAP	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	CCAP1982_LOCUS1028|CAD6992150.1|CCAP, CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000055	CCAP1982_LOCUS1093|CAD6992223.1|CCAP, CCAP1982_LOCUS1092|CAD6992222.1|CCAP	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC119652834|XP_037913096.1|HILL
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP, CCAP1982_LOCUS7592|CAD6999045.1|CCAP, CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP, CCAP1982_LOCUS1335|CAD6992483.1|CCAP, CCAP1982_LOCUS1336|CAD6992484.1|CCAP, CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC119657584|XP_037920491.1|HILL
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP, CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC119657702|XP_037920672.1|HILL
OG0000069	CCAP1982_LOCUS11426|CAD7002962.1|CCAP	LOC119655033|XP_037916638.1|HILL
OG0000069	CCAP1982_LOCUS9788|CAD7001291.1|CCAP	LOC119657727|XP_037920698.1|HILL
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC119648120|XP_037905570.1|HILL
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP, CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC119661216|XP_037926368.1|HILL
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC119660319|XP_037924728.1|HILL
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC119654269|XP_037915465.1|HILL
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC119649897|XP_037908218.1|HILL
OG0000075	CCAP1982_LOCUS12989|CAD7004594.1|CCAP, CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP, CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC119647549|XP_037904468.1|HILL
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC119655171|XP_037916849.1|HILL
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC119651525|XP_037911085.1|HILL
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC119656266|XP_037918616.1|HILL
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC119653260|XP_037913796.1|HILL
OG0000079	CCAP1982_LOCUS4807|CAD6996107.1|CCAP	LOC119659360|XP_037923343.1|HILL
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	CCAP1982_LOCUS10919|CAD7002428.1|CCAP, CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC119648100|XP_037905529.1|HILL
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP, CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC119651416|XP_037910939.1|HILL
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC119651041|XP_037910287.1|HILL
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000086	CCAP1982_LOCUS22578|CAD7014579.1|CCAP	LOC119647291|XP_037904124.1|HILL
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC119652204|XP_037912073.1|HILL
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC119655282|XP_037917026.1|HILL
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC119653821|XP_037914783.1|HILL
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC119648411|XP_037906089.1|HILL
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP, CCAP1982_LOCUS20698|CAD7012614.1|CCAP, CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP, CCAP1982_LOCUS20702|CAD7012618.1|CCAP	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC119652340|XP_037912284.1|HILL
OG0000091	CCAP1982_LOCUS1153|CAD6992285.1|CCAP, CCAP1982_LOCUS1156|CAD6992288.1|CCAP, CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP, CCAP1982_LOCUS835|CAD6991947.1|CCAP, CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC119661588|XP_037926918.1|HILL
OG0000094	CCAP1982_LOCUS12193|CAD7003757.1|CCAP, CCAP1982_LOCUS12194|CAD7003758.1|CCAP, CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000095	CCAP1982_LOCUS10147|CAD7001655.1|CCAP, CCAP1982_LOCUS8397|CAD6999886.1|CCAP	LOC119658169|XP_037921364.1|HILL, LOC119648469|XP_037906159.1|HILL
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP, CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP, CCAP1982_LOCUS7698|CAD6999161.1|CCAP	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000101	CCAP1982_LOCUS12876|CAD7004470.1|CCAP, CCAP1982_LOCUS12874|CAD7004468.1|CCAP, CCAP1982_LOCUS12873|CAD7004467.1|CCAP, CCAP1982_LOCUS12877|CAD7004471.1|CCAP, CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC119648867|XP_037906682.1|HILL
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP, CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC119648626|XP_037906324.1|HILL
OG0000104	CCAP1982_LOCUS5280|CAD6996610.1|CCAP, CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP, CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP, CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP, CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000115	CCAP1982_LOCUS23112|CAD7015162.1|CCAP, CCAP1982_LOCUS22018|CAD7014012.1|CCAP, CCAP1982_LOCUS14578|CAD7006253.1|CCAP, CCAP1982_LOCUS4327|CAD6995621.1|CCAP	LOC119646439|XP_037902821.1|HILL
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP, CCAP1982_LOCUS6011|CAD6997374.1|CCAP, CCAP1982_LOCUS6012|CAD6997375.1|CCAP, CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP, CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC119661207|XP_037926359.1|HILL
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP, CCAP1982_LOCUS8592|CAD7000094.1|CCAP, CCAP1982_LOCUS21055|CAD7012964.1|CCAP, CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC119651219|XP_037910602.1|HILL
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC119651406|XP_037910923.1|HILL
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC119651890|XP_037911640.1|HILL
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP, CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP, CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC119653601|XP_037914281.1|HILL
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC119651854|XP_037911584.1|HILL
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP, CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC119646571|XP_037902988.1|HILL
OG0000133	CCAP1982_LOCUS10164|CAD7001673.1|CCAP, CCAP1982_LOCUS9308|CAD7000834.1|CCAP, CCAP1982_LOCUS6264|CAD6997629.1|CCAP	LOC119659006|XP_037922820.1|HILL, LOC119651701|XP_037911379.1|HILL, LOC119653953|XP_037915042.1|HILL, LOC119660103|XP_037924409.1|HILL, LOC119661062|XP_037926187.1|HILL, LOC119661381|XP_037926631.1|HILL, LOC119652183|XP_037912054.1|HILL, LOC119661446|XP_037926721.1|HILL, LOC119653965|XP_037915053.1|HILL, LOC119652200|XP_037912069.1|HILL, LOC119652104|XP_037911969.1|HILL, LOC119650818|XP_037909882.1|HILL, LOC119660041|XP_037924347.1|HILL, LOC119660034|XP_037924341.1|HILL, LOC119660091|XP_037924395.1|HILL, LOC119658213|XP_037921407.1|HILL, LOC119658212|XP_037921406.1|HILL
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC119661723|XP_037927117.1|HILL
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC119653265|XP_037913814.1|HILL
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP, CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC119649622|XP_037907783.1|HILL
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC119648365|XP_037906018.1|HILL
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC119659676|XP_037923831.1|HILL
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC119659532|XP_037923599.1|HILL
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC119654514|XP_037915885.1|HILL
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP, CCAP1982_LOCUS9140|CAD7000666.1|CCAP, CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC119660803|XP_037925563.1|HILL
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC119651641|XP_037911244.1|HILL
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP, CCAP1982_LOCUS2080|CAD6993263.1|CCAP, CCAP1982_LOCUS2079|CAD6993262.1|CCAP	LOC119650938|XP_037910096.1|HILL
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC119647178|XP_037903918.1|HILL
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP, CCAP1982_LOCUS13481|CAD7005119.1|CCAP, CCAP1982_LOCUS13480|CAD7005118.1|CCAP, CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC119649273|XP_037907290.1|HILL
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP, CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP, CCAP1982_LOCUS22873|CAD7014909.1|CCAP, CCAP1982_LOCUS22876|CAD7014912.1|CCAP	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC119654677|XP_037916108.1|HILL, LOC119655263|XP_037916987.1|HILL, LOC119654803|XP_037916285.1|HILL
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC119657740|XP_037920712.1|HILL
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC119650090|XP_037908526.1|HILL
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC119650188|XP_037908675.1|HILL
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC119650187|XP_037908670.1|HILL
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC119656118|XP_037918371.1|HILL, LOC119649747|XP_037907964.1|HILL, LOC119649881|XP_037908186.1|HILL, LOC119646305|XP_037902651.1|HILL, LOC119654223|XP_037915410.1|HILL, LOC119657019|XP_037919695.1|HILL, LOC119655428|XP_037917247.1|HILL, LOC119661163|XP_037926310.1|HILL
