Orthogroup	CCAP.longest_only	DMAU.longest_only
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC117139290|XP_033157411.1|DMAU, LOC117139289|XP_033157410.1|DMAU, LOC117139278|XP_033157396.1|DMAU
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC117136935|XP_033153969.1|DMAU
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC117136352|XP_033153109.1|DMAU
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC117136936|XP_033153970.1|DMAU
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC117138354|XP_033156291.1|DMAU
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC117142466|XP_033162348.1|DMAU
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC117142069|XP_033161840.1|DMAU
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC117139015|XP_033157000.1|DMAU
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC117139016|XP_033157001.1|DMAU
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC117141893|XP_033161485.1|DMAU
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC117141100|XP_033160313.1|DMAU
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC117138525|XP_033156554.1|DMAU
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC117142441|XP_033162295.1|DMAU
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC117138466|XP_033156483.1|DMAU
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC117144652|XP_033165842.1|DMAU
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC117151011|XP_033174109.1|DMAU, LOC117151012|XP_033174110.1|DMAU, LOC117151008|XP_033174106.1|DMAU
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC117137720|XP_033155183.1|DMAU, LOC117137725|XP_033155191.1|DMAU
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC117140435|XP_033159244.1|DMAU
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC117138620|XP_033156721.1|DMAU, LOC117135990|XP_033152496.1|DMAU, LOC117142679|XP_033162708.1|DMAU
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC117143259|XP_033163721.1|DMAU
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC117145762|XP_033167461.1|DMAU, LOC117140536|XP_033159420.1|DMAU, LOC117146342|XP_033168371.1|DMAU, LOC117144457|XP_033165508.1|DMAU, LOC117144620|XP_033165809.1|DMAU
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC117145464|XP_033167065.1|DMAU
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC117136635|XP_033153517.1|DMAU
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC117137735|XP_033155207.1|DMAU
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC117147902|XP_033170903.1|DMAU
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC117147219|XP_033169927.1|DMAU
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC117137209|XP_033154454.1|DMAU
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC117142383|XP_033162216.1|DMAU
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC117141024|XP_033160189.1|DMAU
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC117137570|XP_033154966.1|DMAU
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC117137567|XP_033154963.1|DMAU
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC117140816|XP_033159812.1|DMAU
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC117145728|XP_033167368.1|DMAU
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC117146070|XP_033167902.1|DMAU
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC117145462|XP_033167023.1|DMAU
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC117143463|XP_033164065.1|DMAU
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC117145611|XP_033167217.1|DMAU
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC117143680|XP_033164356.1|DMAU, LOC117145639|XP_033167250.1|DMAU
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC117150555|XP_033173394.1|DMAU
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC117145630|XP_033167240.1|DMAU
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC117135195|XP_033151161.1|DMAU, LOC117138374|XP_033156337.1|DMAU, LOC117143020|XP_033163289.1|DMAU
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC117140669|XP_033159611.1|DMAU
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC117142871|XP_033163030.1|DMAU
OG0000101	CCAP1982_LOCUS12876|CAD7004470.1|CCAP	LOC117139588|XP_033157894.1|DMAU
OG0000101	CCAP1982_LOCUS12874|CAD7004468.1|CCAP	LOC117139584|XP_033157886.1|DMAU
OG0000101	CCAP1982_LOCUS12873|CAD7004467.1|CCAP	LOC117139589|XP_033157895.1|DMAU
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC117139587|XP_033157892.1|DMAU
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC117139591|XP_033157897.1|DMAU
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC117136840|XP_033153811.1|DMAU
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC117139741|XP_033158189.1|DMAU, LOC117140271|XP_033158987.1|DMAU, LOC117140269|XP_033158986.1|DMAU
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC117136710|XP_033153622.1|DMAU
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC117139673|XP_033158041.1|DMAU
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC117140901|XP_033159956.1|DMAU
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC117139491|XP_033157704.1|DMAU, LOC117139490|XP_033157702.1|DMAU
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC117143467|XP_033164071.1|DMAU
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC117138009|XP_033155703.1|DMAU, LOC117150529|XP_033173344.1|DMAU, LOC117150916|XP_033173959.1|DMAU, LOC117151094|XP_033174233.1|DMAU, LOC117136823|XP_033153786.1|DMAU, LOC117136822|XP_033153785.1|DMAU
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC117150299|XP_033173013.1|DMAU, LOC117150298|XP_033173011.1|DMAU
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC117141556|XP_033160954.1|DMAU, LOC117140295|XP_033159023.1|DMAU
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC117139048|XP_033157042.1|DMAU
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC117137612|XP_033155029.1|DMAU, LOC117137549|XP_033154938.1|DMAU, LOC117136205|XP_033152849.1|DMAU
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC117150311|XP_033173029.1|DMAU, LOC117137340|XP_033154626.1|DMAU, LOC117144993|XP_033166357.1|DMAU, LOC117139674|XP_033158046.1|DMAU
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC117150879|XP_033173904.1|DMAU
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC117150881|XP_033173906.1|DMAU
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC117145509|XP_033167088.1|DMAU
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC117145322|XP_033166809.1|DMAU
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC117143957|XP_033164783.1|DMAU, LOC117143546|XP_033164176.1|DMAU
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC117140280|XP_033159003.1|DMAU
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC117140287|XP_033159016.1|DMAU
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC117140343|XP_033159086.1|DMAU
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC117140312|XP_033159052.1|DMAU
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC117150387|XP_033173140.1|DMAU
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC117143976|XP_033164804.1|DMAU, LOC117144044|XP_033164905.1|DMAU
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC117144043|XP_033164903.1|DMAU
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC117135556|XP_033151747.1|DMAU
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC117147561|XP_033170393.1|DMAU
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC117150526|XP_033173341.1|DMAU
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC117147492|XP_033170284.1|DMAU
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC117136699|XP_033153608.1|DMAU, LOC117141442|XP_033160827.1|DMAU
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC117136062|XP_033152602.1|DMAU, LOC117143860|XP_033164616.1|DMAU, LOC117143990|XP_033164824.1|DMAU, LOC117144271|XP_033165263.1|DMAU, LOC117144217|XP_033165162.1|DMAU
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC117143411|XP_033163996.1|DMAU
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC117143914|XP_033164718.1|DMAU
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC117143345|XP_033163901.1|DMAU, LOC117143550|XP_033164184.1|DMAU
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC117145521|XP_033167104.1|DMAU, LOC117144375|XP_033165393.1|DMAU, LOC117145520|XP_033167103.1|DMAU
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC117143556|XP_033164189.1|DMAU
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC117137914|XP_033155550.1|DMAU
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC117145151|XP_033166582.1|DMAU
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC117141699|XP_033161197.1|DMAU, LOC117150016|XP_033172785.1|DMAU, LOC117148506|XP_033171801.1|DMAU
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC117141215|XP_033160465.1|DMAU, LOC117139553|XP_033157837.1|DMAU, LOC117139598|XP_033157920.1|DMAU, LOC117139597|XP_033157919.1|DMAU
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC117144921|XP_033166261.1|DMAU
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC117150677|XP_033173574.1|DMAU, LOC117150678|XP_033173575.1|DMAU
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC117143533|XP_033164156.1|DMAU
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC117142577|XP_033162536.1|DMAU
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC117136536|XP_033153379.1|DMAU
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC117142436|XP_033162288.1|DMAU
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC117141313|XP_033160590.1|DMAU
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC117142218|XP_033161946.1|DMAU, LOC117142217|XP_033161945.1|DMAU, LOC117144842|XP_033166129.1|DMAU, LOC117144893|XP_033166207.1|DMAU, LOC117144843|XP_033166130.1|DMAU
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC117142087|XP_033161860.1|DMAU
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC117144738|XP_033165981.1|DMAU
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC117139733|XP_033158162.1|DMAU
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC117144371|XP_033165386.1|DMAU
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC117135856|XP_033152266.1|DMAU
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP	LOC117150257|XP_033172947.1|DMAU
OG0000145	CCAP1982_LOCUS9140|CAD7000666.1|CCAP	LOC117135678|XP_033151971.1|DMAU
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC117135670|XP_033151960.1|DMAU
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC117151092|XP_033174231.1|DMAU
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC117143658|XP_033164330.1|DMAU
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC117143659|XP_033164331.1|DMAU
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC117139177|XP_033157236.1|DMAU
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC117135142|XP_033151091.1|DMAU, LOC117147924|XP_033170943.1|DMAU, LOC117135135|XP_033151080.1|DMAU, LOC117135143|XP_033151092.1|DMAU, LOC117135144|XP_033151093.1|DMAU, LOC117135118|XP_033151026.1|DMAU
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC117139342|XP_033157479.1|DMAU
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC117140551|XP_033159438.1|DMAU
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC117139343|XP_033157480.1|DMAU
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC117139127|XP_033157164.1|DMAU
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC117144421|XP_033165454.1|DMAU, LOC117142213|XP_033161940.1|DMAU, LOC117144420|XP_033165453.1|DMAU, LOC117143305|XP_033163805.1|DMAU
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC117145368|XP_033166882.1|DMAU
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC117143459|XP_033164062.1|DMAU, LOC117145283|XP_033166764.1|DMAU
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC117144747|XP_033165993.1|DMAU, LOC117144748|XP_033165994.1|DMAU
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC117142020|XP_033161776.1|DMAU
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC117140364|XP_033159110.1|DMAU, LOC117139054|XP_033157055.1|DMAU, LOC117139051|XP_033157046.1|DMAU
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC117137965|XP_033155627.1|DMAU, LOC117136533|XP_033153373.1|DMAU, LOC117136385|XP_033153168.1|DMAU
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC117141776|XP_033161299.1|DMAU, LOC117142032|XP_033161788.1|DMAU
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC117140892|XP_033159937.1|DMAU
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC117140023|XP_033158644.1|DMAU
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC117140741|XP_033159708.1|DMAU
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC117144745|XP_033165989.1|DMAU, LOC117145350|XP_033166857.1|DMAU
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC117139927|XP_033158502.1|DMAU
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC117146660|XP_033168893.1|DMAU
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC117137456|XP_033154794.1|DMAU
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC117139035|XP_033157027.1|DMAU
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC117148456|XP_033171722.1|DMAU, LOC117148012|XP_033171064.1|DMAU
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC117136071|XP_033152616.1|DMAU
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC117136305|XP_033153043.1|DMAU
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC117139236|XP_033157333.1|DMAU, LOC117141888|XP_033161475.1|DMAU
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC117141582|XP_033160986.1|DMAU
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC117142349|XP_033162159.1|DMAU
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC117141898|XP_033161490.1|DMAU, LOC117142983|XP_033163225.1|DMAU
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC117146709|XP_033169019.1|DMAU, LOC117146702|XP_033169006.1|DMAU
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC117146715|XP_033169033.1|DMAU
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC117147038|XP_033169654.1|DMAU
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC117145456|XP_033167034.1|DMAU
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC117139230|XP_033157322.1|DMAU
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP	LOC117136023|XP_033152531.1|DMAU
OG0000173	CCAP1982_LOCUS21539|CAD7013477.1|CCAP	LOC117136015|XP_033152523.1|DMAU
OG0000174	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP	LOC117136745|XP_033153667.1|DMAU
OG0000174	CCAP1982_LOCUS7088|CAD6998497.1|CCAP	LOC117150423|XP_033173188.1|DMAU, LOC117136345|XP_033153099.1|DMAU
OG0000175	CCAP1982_LOCUS4970|CAD6996286.1|CCAP	LOC117142787|XP_033162870.1|DMAU
OG0000175	CCAP1982_LOCUS785|CAD6991894.1|CCAP	LOC117144302|XP_033165302.1|DMAU, LOC117144304|XP_033165306.1|DMAU
OG0000176	CCAP1982_LOCUS11594|CAD7003132.1|CCAP	LOC117139006|XP_033156990.1|DMAU, LOC117139007|XP_033156991.1|DMAU, LOC117138955|XP_033156887.1|DMAU, LOC117138958|XP_033156889.1|DMAU
OG0000177	CCAP1982_LOCUS3972|CAD6995251.1|CCAP	LOC117142664|XP_033162687.1|DMAU
OG0000179	CCAP1982_LOCUS19655|CAD7011567.1|CCAP	LOC117137126|XP_033154315.1|DMAU
OG0000179	CCAP1982_LOCUS20038|CAD7011926.1|CCAP	LOC117137524|XP_033154903.1|DMAU
OG0000180	CCAP1982_LOCUS23260|CAD7015315.1|CCAP	LOC117137837|XP_033155420.1|DMAU
OG0000181	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP	LOC117143454|XP_033164055.1|DMAU
OG0000181	CCAP1982_LOCUS2664|CAD6993867.1|CCAP	LOC117143937|XP_033164745.1|DMAU
OG0000181	CCAP1982_LOCUS2967|CAD6994205.1|CCAP	LOC117143612|XP_033164257.1|DMAU
OG0000182	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP	LOC117144452|XP_033165499.1|DMAU
OG0000182	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP	LOC117144451|XP_033165498.1|DMAU, LOC117144708|XP_033165939.1|DMAU
OG0000183	CCAP1982_LOCUS11927|CAD7003476.1|CCAP	LOC117146471|XP_033168598.1|DMAU, LOC117146037|XP_033167859.1|DMAU, LOC117140274|XP_033158992.1|DMAU, LOC117139576|XP_033157874.1|DMAU
OG0000184	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP	LOC117140490|XP_033159344.1|DMAU, LOC117140485|XP_033159331.1|DMAU
OG0000185	CCAP1982_LOCUS20041|CAD7011929.1|CCAP	LOC117150992|XP_033174087.1|DMAU, LOC117138280|XP_033156140.1|DMAU, LOC117145545|XP_033167130.1|DMAU, LOC117138279|XP_033156139.1|DMAU
OG0000189	CCAP1982_LOCUS5974|CAD6997342.1|CCAP	LOC117139329|XP_033157470.1|DMAU
OG0000190	CCAP1982_LOCUS19905|CAD7011795.1|CCAP, CCAP1982_LOCUS19906|CAD7011796.1|CCAP	LOC117136997|XP_033154066.1|DMAU
OG0000190	CCAP1982_LOCUS19909|CAD7011799.1|CCAP	LOC117137771|XP_033155283.1|DMAU
OG0000191	CCAP1982_LOCUS22306|CAD7014304.1|CCAP	LOC117137066|XP_033154173.1|DMAU, LOC117137071|XP_033154191.1|DMAU
OG0000191	CCAP1982_LOCUS20861|CAD7012757.1|CCAP	LOC117137537|XP_033154923.1|DMAU
OG0000192	CCAP1982_LOCUS14387|CAD7006052.1|CCAP	LOC117141944|XP_033161588.1|DMAU, LOC117140064|XP_033158701.1|DMAU
OG0000193	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP	LOC117140153|XP_033158817.1|DMAU
OG0000196	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP	LOC117149121|XP_033172638.1|DMAU
OG0000196	CCAP1982_LOCUS7526|CAD6998979.1|CCAP	LOC117150441|XP_033173217.1|DMAU
OG0000196	CCAP1982_LOCUS7517|CAD6998970.1|CCAP	LOC117144032|XP_033164889.1|DMAU
OG0000198	CCAP1982_LOCUS6820|CAD6998205.1|CCAP	LOC117136580|XP_033153442.1|DMAU, LOC117138212|XP_033156039.1|DMAU, LOC117138452|XP_033156466.1|DMAU
OG0000199	CCAP1982_LOCUS23457|CAD7015518.1|CCAP, CCAP1982_LOCUS10693|CAD7002205.1|CCAP, CCAP1982_LOCUS10694|CAD7002206.1|CCAP, CCAP1982_LOCUS23455|CAD7015516.1|CCAP, CCAP1982_LOCUS10695|CAD7002207.1|CCAP, CCAP1982_LOCUS23456|CAD7015517.1|CCAP	LOC117137951|XP_033155603.1|DMAU, LOC117137949|XP_033155602.1|DMAU, LOC117136896|XP_033153901.1|DMAU, LOC117137952|XP_033155604.1|DMAU
OG0000200	CCAP1982_LOCUS40|CAD6991092.1|CCAP	LOC117145820|XP_033167513.1|DMAU, LOC117145823|XP_033167515.1|DMAU, LOC117145819|XP_033167512.1|DMAU, LOC117145821|XP_033167514.1|DMAU
OG0000201	CCAP1982_LOCUS3128|CAD6994375.1|CCAP	LOC117143444|XP_033164043.1|DMAU
OG0000201	CCAP1982_LOCUS3126|CAD6994373.1|CCAP	LOC117144712|XP_033165943.1|DMAU
