Orthogroup	CCAP.longest_only	DEUG.longest_only
OG0000052	CCAP1982_LOCUS19453|CAD7011350.1|CCAP, CCAP1982_LOCUS12190|CAD7003754.1|CCAP, CCAP1982_LOCUS12192|CAD7003756.1|CCAP, CCAP1982_LOCUS12191|CAD7003755.1|CCAP	LOC108109404|XP_017073394.1|DEUG, LOC108116631|XP_017084099.1|DEUG, LOC108109394|XP_017073383.1|DEUG, LOC108110610|XP_017075201.1|DEUG, LOC108110028|XP_017074367.1|DEUG, LOC108110036|XP_017074380.1|DEUG, LOC108111978|XP_017077180.1|DEUG, LOC108111977|XP_017077179.1|DEUG
OG0000053	CCAP1982_LOCUS20953|CAD7012854.1|CCAP	LOC108104547|XP_017066177.1|DEUG, LOC108104546|XP_017066176.1|DEUG
OG0000053	CCAP1982_LOCUS20955|CAD7012856.1|CCAP	LOC108104610|XP_017066273.1|DEUG
OG0000053	CCAP1982_LOCUS20956|CAD7012857.1|CCAP	LOC108104585|XP_017066235.1|DEUG
OG0000053	CCAP1982_LOCUS20959|CAD7012860.1|CCAP, CCAP1982_LOCUS21332|CAD7013261.1|CCAP, CCAP1982_LOCUS20960|CAD7012861.1|CCAP	LOC108113522|XP_017079606.1|DEUG
OG0000054	CCAP1982_LOCUS1028|CAD6992150.1|CCAP	LOC108116465|XP_017083884.1|DEUG
OG0000054	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP	LOC108116310|XP_017083589.1|DEUG, LOC108116309|XP_017083588.1|DEUG, LOC108116517|XP_017083943.1|DEUG, LOC108116481|XP_017083903.1|DEUG
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC108111899|XP_017077025.1|DEUG, LOC108114779|XP_017081378.1|DEUG, LOC108114875|XP_017081520.1|DEUG, LOC108111925|XP_017077056.1|DEUG, LOC108113468|XP_017079539.1|DEUG, LOC108103231|XP_017064121.1|DEUG
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC108113647|XP_017079807.1|DEUG, LOC108113544|XP_017079627.1|DEUG, LOC108113548|XP_017079631.1|DEUG, LOC108113646|XP_017079806.1|DEUG, LOC108113519|XP_017079600.1|DEUG, LOC108117030|XP_017084687.1|DEUG, LOC108117052|XP_017084713.1|DEUG, LOC108113524|XP_017079604.1|DEUG
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC108104222|XP_017065654.1|DEUG
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC108105141|XP_017067063.1|DEUG
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC108105148|XP_017067072.1|DEUG
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC108105132|XP_017067054.1|DEUG, LOC108105140|XP_017067062.1|DEUG
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC108118092|XP_017086134.1|DEUG, LOC108106953|XP_017069718.1|DEUG, LOC108106952|XP_017069717.1|DEUG, LOC108115227|XP_017082074.1|DEUG, LOC108106954|XP_017069720.1|DEUG, LOC108109225|XP_017073184.1|DEUG, LOC108102612|XP_017063205.1|DEUG
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC108114063|XP_017080306.1|DEUG, LOC108113978|XP_017080208.1|DEUG, LOC108113990|XP_017080222.1|DEUG, LOC108113962|XP_017080165.1|DEUG
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC108111470|XP_017076430.1|DEUG, LOC108112617|XP_017078241.1|DEUG, LOC108111755|XP_017076801.1|DEUG, LOC108111216|XP_017076106.1|DEUG, LOC108111756|XP_017076802.1|DEUG, LOC108111472|XP_017076433.1|DEUG, LOC108111537|XP_017076550.1|DEUG, LOC108111531|XP_017076543.1|DEUG
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC108110201|XP_017074664.1|DEUG
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC108108193|XP_017071634.1|DEUG
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC108104759|XP_017066483.1|DEUG
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC108107601|XP_017070655.1|DEUG
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC108107209|XP_017070114.1|DEUG
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC108113853|XP_017080051.1|DEUG, LOC108113829|XP_017080027.1|DEUG, LOC108113830|XP_017080028.1|DEUG
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC108112416|XP_017077748.1|DEUG
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC108112101|XP_017077339.1|DEUG
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC108112923|XP_017078801.1|DEUG
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC108115124|XP_017081864.1|DEUG
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC108107571|XP_017070620.1|DEUG
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC108117379|XP_017085261.1|DEUG
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC108117401|XP_017085297.1|DEUG
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC108117381|XP_017085265.1|DEUG
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC108107737|XP_017070877.1|DEUG
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC108109158|XP_017073068.1|DEUG
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC108109792|XP_017073986.1|DEUG
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC108107356|XP_017070344.1|DEUG
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC108116009|XP_017083176.1|DEUG
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC108110990|XP_017075788.1|DEUG, LOC108110575|XP_017075161.1|DEUG
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC108112927|XP_017078808.1|DEUG, LOC108112926|XP_017078807.1|DEUG
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC108102865|XP_017063558.1|DEUG
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC108112180|XP_017077478.1|DEUG, LOC108115688|XP_017082745.1|DEUG, LOC108115689|XP_017082747.1|DEUG, LOC108115722|XP_017082784.1|DEUG
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC108116863|XP_017084418.1|DEUG, LOC108116862|XP_017084417.1|DEUG
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC108111226|XP_017076117.1|DEUG, LOC108111194|XP_017076078.1|DEUG, LOC108110427|XP_017074983.1|DEUG, LOC108111109|XP_017075947.1|DEUG, LOC108110531|XP_017075102.1|DEUG, LOC108110509|XP_017075078.1|DEUG
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC108111080|XP_017075904.1|DEUG
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC108112025|XP_017077258.1|DEUG
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC108112786|XP_017078554.1|DEUG
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC108110461|XP_017075018.1|DEUG
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC108105764|XP_017067973.1|DEUG
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC108114909|XP_017081575.1|DEUG
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC108116217|XP_017083494.1|DEUG
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC108114313|XP_017080713.1|DEUG
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC108104816|XP_017066589.1|DEUG
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC108104868|XP_017066681.1|DEUG
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC108107791|XP_017070990.1|DEUG
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC108116035|XP_017083214.1|DEUG
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC108116874|XP_017084454.1|DEUG
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC108117005|XP_017084662.1|DEUG
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC108113681|XP_017079847.1|DEUG
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC108113814|XP_017080011.1|DEUG
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC108113547|XP_017079630.1|DEUG, LOC108113683|XP_017079849.1|DEUG
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC108106152|XP_017068542.1|DEUG
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC108115240|XP_017082086.1|DEUG
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC108107140|XP_017070033.1|DEUG, LOC108105161|XP_017067089.1|DEUG, LOC108105237|XP_017067197.1|DEUG
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC108114809|XP_017081419.1|DEUG
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC108111754|XP_017076799.1|DEUG
OG0000101	CCAP1982_LOCUS12873|CAD7004467.1|CCAP	LOC108108398|XP_017071939.1|DEUG
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC108108525|XP_017072086.1|DEUG
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC108108529|XP_017072089.1|DEUG
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC108104532|XP_017066151.1|DEUG
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC108108264|XP_017071711.1|DEUG, LOC108108575|XP_017072156.1|DEUG, LOC108108573|XP_017072153.1|DEUG
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC108106655|XP_017069366.1|DEUG
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC108114702|XP_017081288.1|DEUG
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC108108275|XP_017071764.1|DEUG
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC108114429|XP_017080906.1|DEUG
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC108109406|XP_017073392.1|DEUG
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC108109430|XP_017073419.1|DEUG, LOC108109438|XP_017073428.1|DEUG
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC108112143|XP_017077380.1|DEUG, LOC108118400|XP_017086565.1|DEUG, LOC108118402|XP_017086567.1|DEUG, LOC108118430|XP_017086601.1|DEUG, LOC108118401|XP_017086566.1|DEUG, LOC108118431|XP_017086602.1|DEUG, LOC108112145|XP_017077381.1|DEUG, LOC108112146|XP_017077382.1|DEUG
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC108110528|XP_017075098.1|DEUG, LOC108111190|XP_017076066.1|DEUG
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC108102709|XP_017063339.1|DEUG, LOC108102713|XP_017063342.1|DEUG
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC108102757|XP_017063405.1|DEUG
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC108108929|XP_017072669.1|DEUG, LOC108108945|XP_017072689.1|DEUG, LOC108108912|XP_017072651.1|DEUG, LOC108108887|XP_017072593.1|DEUG
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC108115278|XP_017082125.1|DEUG, LOC108106859|XP_017069592.1|DEUG, LOC108115254|XP_017082100.1|DEUG, LOC108103515|XP_017064515.1|DEUG
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC108104063|XP_017065414.1|DEUG
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC108104065|XP_017065416.1|DEUG
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC108113693|XP_017079859.1|DEUG
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC108113810|XP_017080008.1|DEUG, LOC108113669|XP_017079834.1|DEUG
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC108113673|XP_017079837.1|DEUG, LOC108113671|XP_017079835.1|DEUG, LOC108113815|XP_017080013.1|DEUG, LOC108113688|XP_017079853.1|DEUG
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC108105784|XP_017067999.1|DEUG
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC108105785|XP_017068000.1|DEUG
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC108105786|XP_017068001.1|DEUG
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC108105788|XP_017068004.1|DEUG
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC108102545|XP_017063093.1|DEUG, LOC108102520|XP_017063045.1|DEUG
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC108108384|XP_017071922.1|DEUG, LOC108108359|XP_017071890.1|DEUG
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC108108370|XP_017071907.1|DEUG
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC108106341|XP_017068810.1|DEUG
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC108103118|XP_017063973.1|DEUG, LOC108103117|XP_017063972.1|DEUG
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC108111528|XP_017076541.1|DEUG
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC108117063|XP_017084727.1|DEUG
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC108104772|XP_017066497.1|DEUG, LOC108110643|XP_017075233.1|DEUG
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC108107365|XP_017070356.1|DEUG, LOC108116839|XP_017084384.1|DEUG, LOC108116125|XP_017083337.1|DEUG, LOC108116124|XP_017083336.1|DEUG, LOC108116127|XP_017083340.1|DEUG
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC108115856|XP_017082970.1|DEUG
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC108116946|XP_017084583.1|DEUG
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC108111313|XP_017076197.1|DEUG, LOC108105748|XP_017067954.1|DEUG
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC108115091|XP_017081827.1|DEUG, LOC108115096|XP_017081833.1|DEUG, LOC108115084|XP_017081821.1|DEUG
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC108115089|XP_017081825.1|DEUG
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC108109273|XP_017073251.1|DEUG
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC108115073|XP_017081810.1|DEUG
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC108114735|XP_017081334.1|DEUG, LOC108111075|XP_017075896.1|DEUG, LOC108106618|XP_017069311.1|DEUG, LOC108109744|XP_017073896.1|DEUG
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC108107960|XP_017071288.1|DEUG, LOC108107809|XP_017071029.1|DEUG, LOC108108154|XP_017071576.1|DEUG, LOC108108122|XP_017071527.1|DEUG
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC108116900|XP_017084499.1|DEUG
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC108104035|XP_017065359.1|DEUG, LOC108104026|XP_017065347.1|DEUG
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC108105278|XP_017067256.1|DEUG
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC108109201|XP_017073131.1|DEUG
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC108110874|XP_017075610.1|DEUG
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC108115329|XP_017082228.1|DEUG
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC108114102|XP_017080350.1|DEUG
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC108109574|XP_017073640.1|DEUG, LOC108109573|XP_017073639.1|DEUG, LOC108109499|XP_017073527.1|DEUG, LOC108109498|XP_017073526.1|DEUG, LOC108109500|XP_017073528.1|DEUG
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC108109891|XP_017074182.1|DEUG
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC108116624|XP_017084090.1|DEUG
OG0000142	CCAP1982_LOCUS418|CAD6991494.1|CCAP	LOC108110183|XP_017074653.1|DEUG
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC108108427|XP_017071968.1|DEUG
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC108116153|XP_017083378.1|DEUG
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC108118396|XP_017086561.1|DEUG, LOC108118475|XP_017086691.1|DEUG
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC108104138|XP_017065528.1|DEUG
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC108113204|XP_017079230.1|DEUG
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC108113214|XP_017079257.1|DEUG
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC108110466|XP_017075022.1|DEUG
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC108115738|XP_017082797.1|DEUG, LOC108110730|XP_017075413.1|DEUG, LOC108115786|XP_017082848.1|DEUG, LOC108115789|XP_017082850.1|DEUG, LOC108115788|XP_017082849.1|DEUG
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC108114033|XP_017080269.1|DEUG
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC108113934|XP_017080130.1|DEUG
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC108108200|XP_017071641.1|DEUG
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC108115981|XP_017083130.1|DEUG, LOC108116629|XP_017084097.1|DEUG, LOC108115980|XP_017083128.1|DEUG, LOC108115979|XP_017083126.1|DEUG
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC108111678|XP_017076704.1|DEUG
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC108111649|XP_017076669.1|DEUG, LOC108111679|XP_017076705.1|DEUG, LOC108111639|XP_017076659.1|DEUG, LOC108111677|XP_017076703.1|DEUG
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC108115705|XP_017082765.1|DEUG, LOC108115703|XP_017082764.1|DEUG
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC108104278|XP_017065729.1|DEUG
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC108104904|XP_017066726.1|DEUG, LOC108102721|XP_017063350.1|DEUG, LOC108102717|XP_017063345.1|DEUG
OG0000156	CCAP1982_LOCUS14128|CAD7005779.1|CCAP	LOC108117563|XP_017085560.1|DEUG
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC108104466|XP_017066019.1|DEUG, LOC108104463|XP_017066016.1|DEUG, LOC108104458|XP_017066010.1|DEUG
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC108102719|XP_017063348.1|DEUG, LOC108102720|XP_017063349.1|DEUG
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC108116759|XP_017084269.1|DEUG
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC108108590|XP_017072173.1|DEUG
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC108118237|XP_017086310.1|DEUG
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC108109583|XP_017073648.1|DEUG, LOC108109571|XP_017073636.1|DEUG
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC108104624|XP_017066286.1|DEUG
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC108115229|XP_017082076.1|DEUG, LOC108115228|XP_017082075.1|DEUG, LOC108116938|XP_017084574.1|DEUG, LOC108103941|XP_017065188.1|DEUG
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC108102623|XP_017063221.1|DEUG
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC108104731|XP_017066457.1|DEUG
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC108111189|XP_017076065.1|DEUG, LOC108103939|XP_017065186.1|DEUG
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC108106413|XP_017068923.1|DEUG, LOC108112119|XP_017077358.1|DEUG, LOC108112118|XP_017077357.1|DEUG, LOC108112270|XP_017077582.1|DEUG, LOC108112233|XP_017077543.1|DEUG, LOC108113327|XP_017079373.1|DEUG, LOC108112120|XP_017077360.1|DEUG
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC108108883|XP_017072590.1|DEUG
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC108108263|XP_017071710.1|DEUG, LOC108108289|XP_017071781.1|DEUG
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC108108287|XP_017071779.1|DEUG
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC108116623|XP_017084089.1|DEUG
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC108117387|XP_017085271.1|DEUG, LOC108117167|XP_017084933.1|DEUG
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC108105702|XP_017067901.1|DEUG, LOC108105704|XP_017067904.1|DEUG
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC108105703|XP_017067903.1|DEUG
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC108105797|XP_017068018.1|DEUG
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC108110562|XP_017075149.1|DEUG
