Orthogroup	CCAP.longest_only	DFIC.longest_only
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC108095725|XP_017052388.1|DFIC, LOC108095914|XP_017052731.1|DFIC, LOC108095915|XP_017052732.1|DFIC, LOC108095912|XP_017052729.1|DFIC, LOC108095911|XP_017052728.1|DFIC, LOC108095913|XP_017052730.1|DFIC, LOC108096013|XP_017052851.1|DFIC
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC108086822|XP_017039354.1|DFIC
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC108094528|XP_017050618.1|DFIC
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC108094524|XP_017050615.1|DFIC
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC, LOC108094527|XP_017050617.1|DFIC
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC108094292|XP_017050285.1|DFIC, LOC108094446|XP_017050509.1|DFIC, LOC108094420|XP_017050481.1|DFIC, LOC108096166|XP_017053037.1|DFIC
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC108089709|XP_017043545.1|DFIC, LOC108089764|XP_017043644.1|DFIC, LOC108089767|XP_017043647.1|DFIC, LOC108089761|XP_017043640.1|DFIC
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC108087975|XP_017041064.1|DFIC, LOC108100958|XP_017060597.1|DFIC, LOC108100940|XP_017060574.1|DFIC, LOC108087976|XP_017041066.1|DFIC, LOC108087006|XP_017039644.1|DFIC, LOC108087009|XP_017039646.1|DFIC, LOC108087007|XP_017039645.1|DFIC
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC108098544|XP_017057031.1|DFIC
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC108089737|XP_017043607.1|DFIC
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC108090972|XP_017045416.1|DFIC
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC108089736|XP_017043606.1|DFIC
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC108095205|XP_017051701.1|DFIC
OG0000069	CCAP1982_LOCUS11675|CAD7003215.1|CCAP, CCAP1982_LOCUS19857|CAD7011745.1|CCAP, CCAP1982_LOCUS10171|CAD7001680.1|CCAP, CCAP1982_LOCUS5820|CAD6997179.1|CCAP	LOC108101356|XP_017061154.1|DFIC, LOC108093246|XP_017048713.1|DFIC, LOC108101912|XP_017061979.1|DFIC, LOC108101254|XP_017060998.1|DFIC, LOC108100462|XP_017059884.1|DFIC
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC108095396|XP_017051968.1|DFIC, LOC108095397|XP_017051969.1|DFIC, LOC108095466|XP_017052069.1|DFIC
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC108090389|XP_017044527.1|DFIC
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC108090306|XP_017044405.1|DFIC
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC108090388|XP_017044526.1|DFIC
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC108093786|XP_017049554.1|DFIC
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC108098509|XP_017056925.1|DFIC
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC108093150|XP_017048585.1|DFIC
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC108096448|XP_017053541.1|DFIC
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC108096307|XP_017053282.1|DFIC
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC108096304|XP_017053280.1|DFIC
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC108096321|XP_017053338.1|DFIC
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC108094895|XP_017051224.1|DFIC
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC108099491|XP_017058540.1|DFIC
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC108101896|XP_017061947.1|DFIC
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC108088470|XP_017041744.1|DFIC
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC108092477|XP_017047558.1|DFIC
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC108100698|XP_017060209.1|DFIC
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC108096757|XP_017054106.1|DFIC, LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC108092010|XP_017046931.1|DFIC
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC108089266|XP_017042925.1|DFIC, LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC, LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC, LOC108098717|XP_017057324.1|DFIC, LOC108098712|XP_017057316.1|DFIC
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC108089245|XP_017042898.1|DFIC
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC108087862|XP_017040935.1|DFIC
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC108093919|XP_017049775.1|DFIC
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC108101150|XP_017060862.1|DFIC
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC108090029|XP_017044014.1|DFIC
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC108094304|XP_017050312.1|DFIC
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC108098591|XP_017057133.1|DFIC
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC108087422|XP_017040258.1|DFIC
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC108090757|XP_017045079.1|DFIC
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC108090961|XP_017045394.1|DFIC
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC108096450|XP_017053542.1|DFIC
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC108086553|XP_017038985.1|DFIC
OG0000091	CCAP1982_LOCUS1153|CAD6992285.1|CCAP	LOC108094894|XP_017051228.1|DFIC
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC108087170|XP_017039900.1|DFIC
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC108087365|XP_017040194.1|DFIC
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC108096020|XP_017052859.1|DFIC
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC108095984|XP_017052817.1|DFIC
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC108095732|XP_017052397.1|DFIC, LOC108096015|XP_017052854.1|DFIC
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC108092694|XP_017047894.1|DFIC
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC108091775|XP_017046611.1|DFIC
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC108089176|XP_017042801.1|DFIC, LOC108101171|XP_017060888.1|DFIC, LOC108101173|XP_017060892.1|DFIC, LOC108094544|XP_017050641.1|DFIC, LOC108087280|XP_017040078.1|DFIC
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC108090955|XP_017045426.1|DFIC, LOC108092752|XP_017047972.1|DFIC
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC108087974|XP_017041063.1|DFIC
OG0000101	CCAP1982_LOCUS12874|CAD7004468.1|CCAP	LOC108088290|XP_017041499.1|DFIC
OG0000101	CCAP1982_LOCUS12873|CAD7004467.1|CCAP	LOC108088258|XP_017041465.1|DFIC
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC108088292|XP_017041511.1|DFIC
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC108090478|XP_017044665.1|DFIC
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC, LOC108099865|XP_017059002.1|DFIC
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC108086454|XP_017038864.1|DFIC
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC108089623|XP_017043475.1|DFIC
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC108089503|XP_017043297.1|DFIC
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC108099251|XP_017058111.1|DFIC
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC108096600|XP_017053787.1|DFIC, LOC108096602|XP_017053789.1|DFIC, LOC108095598|XP_017052255.1|DFIC, LOC108095582|XP_017052230.1|DFIC, LOC108094425|XP_017050485.1|DFIC, LOC108094343|XP_017050376.1|DFIC, LOC108095574|XP_017052217.1|DFIC, LOC108098734|XP_017057357.1|DFIC, LOC108095588|XP_017052243.1|DFIC, LOC108096607|XP_017053803.1|DFIC
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC108088248|XP_017041454.1|DFIC, LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC108088256|XP_017041463.1|DFIC
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC108094777|XP_017051039.1|DFIC, LOC108094927|XP_017051274.1|DFIC, LOC108094929|XP_017051277.1|DFIC
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC108090099|XP_017044086.1|DFIC, LOC108088714|XP_017042147.1|DFIC, LOC108088715|XP_017042148.1|DFIC, LOC108090089|XP_017044080.1|DFIC, LOC108100512|XP_017059956.1|DFIC
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC108102106|XP_017062258.1|DFIC, LOC108095639|XP_017052297.1|DFIC
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC108102107|XP_017062260.1|DFIC
OG0000115	CCAP1982_LOCUS21764|CAD7013733.1|CCAP	LOC108087980|XP_017041073.1|DFIC
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC108096024|XP_017052862.1|DFIC
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC108095865|XP_017052658.1|DFIC, LOC108095951|XP_017052778.1|DFIC
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC108095695|XP_017052354.1|DFIC, LOC108095681|XP_017052339.1|DFIC, LOC108096016|XP_017052855.1|DFIC
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC108098321|XP_017056635.1|DFIC
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC108098322|XP_017056636.1|DFIC
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC108098323|XP_017056637.1|DFIC
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC108098326|XP_017056639.1|DFIC
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC108098930|XP_017057624.1|DFIC, LOC108098763|XP_017057383.1|DFIC
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC108098929|XP_017057623.1|DFIC
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC108093778|XP_017049539.1|DFIC
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC108088578|XP_017041917.1|DFIC
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC108094131|XP_017050042.1|DFIC
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC108091045|XP_017045485.1|DFIC
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC108090686|XP_017044961.1|DFIC, LOC108091442|XP_017046125.1|DFIC
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC108101851|XP_017061859.1|DFIC, LOC108091750|XP_017046584.1|DFIC, LOC108091747|XP_017046578.1|DFIC, LOC108091756|XP_017046588.1|DFIC
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC108086573|XP_017039017.1|DFIC
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC108087297|XP_017040098.1|DFIC
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC108088380|XP_017041617.1|DFIC, LOC108100938|XP_017060576.1|DFIC, LOC108091036|XP_017045475.1|DFIC, LOC108100917|XP_017060519.1|DFIC, LOC108091039|XP_017045480.1|DFIC, LOC108091038|XP_017045478.1|DFIC, LOC108099760|XP_017058879.1|DFIC
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC, LOC108096133|XP_017053002.1|DFIC
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC108096108|XP_017052974.1|DFIC
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC108087875|XP_017040949.1|DFIC
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC108098476|XP_017056875.1|DFIC
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC108100730|XP_017060254.1|DFIC, LOC108089225|XP_017042870.1|DFIC, LOC108091818|XP_017046688.1|DFIC, LOC108097085|XP_017054623.1|DFIC
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC108093214|XP_017048666.1|DFIC, LOC108093192|XP_017048642.1|DFIC, LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC108087122|XP_017039802.1|DFIC
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC108087282|XP_017040080.1|DFIC
OG0000133	CCAP1982_LOCUS10164|CAD7001673.1|CCAP, CCAP1982_LOCUS9308|CAD7000834.1|CCAP	LOC108095638|XP_017052293.1|DFIC
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC108098811|XP_017057450.1|DFIC
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC108100052|XP_017059274.1|DFIC
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC108091792|XP_017046641.1|DFIC
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC108093076|XP_017048480.1|DFIC
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC108099295|XP_017058178.1|DFIC, LOC108099290|XP_017058171.1|DFIC, LOC108099646|XP_017058765.1|DFIC, LOC108099660|XP_017058784.1|DFIC, LOC108099647|XP_017058766.1|DFIC
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC108089011|XP_017042580.1|DFIC
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC108091976|XP_017046875.1|DFIC
OG0000142	CCAP1982_LOCUS418|CAD6991494.1|CCAP	LOC108102195|XP_017062387.1|DFIC
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC108088315|XP_017041540.1|DFIC
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC108098954|XP_017057651.1|DFIC
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP	LOC108098277|XP_017056568.1|DFIC
OG0000145	CCAP1982_LOCUS9140|CAD7000666.1|CCAP	LOC108098241|XP_017056523.1|DFIC
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC108098240|XP_017056522.1|DFIC
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC108092267|XP_017047289.1|DFIC
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC108091820|XP_017046686.1|DFIC
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC108091738|XP_017046571.1|DFIC
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC108092306|XP_017047329.1|DFIC
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC108094105|XP_017050016.1|DFIC, LOC108094106|XP_017050017.1|DFIC, LOC108094101|XP_017050012.1|DFIC, LOC108094107|XP_017050018.1|DFIC, LOC108098347|XP_017056719.1|DFIC, LOC108094135|XP_017050045.1|DFIC, LOC108094132|XP_017050043.1|DFIC, LOC108094103|XP_017050014.1|DFIC, LOC108098923|XP_017057655.1|DFIC, LOC108094104|XP_017050015.1|DFIC, LOC108094110|XP_017050020.1|DFIC, LOC108094133|XP_017050044.1|DFIC, LOC108094108|XP_017050019.1|DFIC, LOC108094136|XP_017050046.1|DFIC
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC108100132|XP_017059374.1|DFIC
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC108100245|XP_017059510.1|DFIC
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC108100204|XP_017059468.1|DFIC
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC108100731|XP_017060255.1|DFIC
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC108088533|XP_017041865.1|DFIC, LOC108087214|XP_017039977.1|DFIC, LOC108088371|XP_017041605.1|DFIC, LOC108088376|XP_017041612.1|DFIC
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC108091883|XP_017046754.1|DFIC
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC108091863|XP_017046731.1|DFIC, LOC108092225|XP_017047248.1|DFIC
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC108091707|XP_017046533.1|DFIC, LOC108091705|XP_017046532.1|DFIC
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC108087467|XP_017040329.1|DFIC
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC108086969|XP_017039570.1|DFIC, LOC108086971|XP_017039575.1|DFIC, LOC108086972|XP_017039577.1|DFIC
OG0000156	CCAP1982_LOCUS14128|CAD7005779.1|CCAP	LOC108102221|XP_017062432.1|DFIC
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC108090549|XP_017044776.1|DFIC, LOC108090550|XP_017044777.1|DFIC, LOC108090277|XP_017044377.1|DFIC
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC108089352|XP_017043021.1|DFIC, LOC108089361|XP_017043028.1|DFIC
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC108088773|XP_017042214.1|DFIC
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC108099885|XP_017059028.1|DFIC
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC108096406|XP_017053467.1|DFIC
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC108099563|XP_017058642.1|DFIC, LOC108099549|XP_017058620.1|DFIC
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC108099878|XP_017059021.1|DFIC
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC108095624|XP_017052280.1|DFIC
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC108089925|XP_017043897.1|DFIC
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC108098989|XP_017057701.1|DFIC
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC108091565|XP_017046327.1|DFIC, LOC108091253|XP_017045857.1|DFIC
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC108096714|XP_017054038.1|DFIC, LOC108096493|XP_017053592.1|DFIC, LOC108096494|XP_017053593.1|DFIC
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC108095149|XP_017051575.1|DFIC
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC108096032|XP_017052872.1|DFIC, LOC108096010|XP_017052852.1|DFIC
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC108095992|XP_017052829.1|DFIC
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC108091999|XP_017046914.1|DFIC
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC108096172|XP_017053044.1|DFIC, LOC108088054|XP_017041179.1|DFIC
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC108095074|XP_017051486.1|DFIC, LOC108095126|XP_017051592.1|DFIC, LOC108095099|XP_017051526.1|DFIC, LOC108095091|XP_017051516.1|DFIC
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC108095098|XP_017051523.1|DFIC
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC108090043|XP_017044034.1|DFIC
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC108101180|XP_017060904.1|DFIC
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC108099069|XP_017057839.1|DFIC
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP	LOC108096925|XP_017054366.1|DFIC
