Orthogroup	CCAP.longest_only	CQUI.longest_only
OG0000085	CCAP1982_LOCUS20067|CAD7011957.1|CCAP, CCAP1982_LOCUS20066|CAD7011955.1|CCAP, CCAP1982_LOCUS21031|CAD7012934.1|CCAP	LOC6043932|XP_001861515.1|CQUI
OG0000086	CCAP1982_LOCUS22578|CAD7014579.1|CCAP	LOC6046855|XP_001863974.2|CQUI
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC6043654|XP_038106206.1|CQUI
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC6051513|XP_001867948.1|CQUI
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP, CCAP1982_LOCUS20698|CAD7012614.1|CCAP, CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP, CCAP1982_LOCUS20702|CAD7012618.1|CCAP	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC6037334|XP_038105758.1|CQUI
OG0000091	CCAP1982_LOCUS1153|CAD6992285.1|CCAP, CCAP1982_LOCUS1156|CAD6992288.1|CCAP, CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC6034718|XP_038115256.1|CQUI
OG0000092	CCAP1982_LOCUS4954|CAD6996271.1|CCAP	LOC6043421|XP_001858976.2|CQUI, LOC6043422|XP_001858981.2|CQUI
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	CCAP1982_LOCUS12193|CAD7003757.1|CCAP, CCAP1982_LOCUS12194|CAD7003758.1|CCAP, CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000101	CCAP1982_LOCUS12876|CAD7004470.1|CCAP, CCAP1982_LOCUS12874|CAD7004468.1|CCAP, CCAP1982_LOCUS12873|CAD7004467.1|CCAP, CCAP1982_LOCUS12877|CAD7004471.1|CCAP, CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC6031031|XP_038120612.1|CQUI
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC6039374|XP_038104844.1|CQUI
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP, CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	CCAP1982_LOCUS5280|CAD6996610.1|CCAP, CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP, CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP, CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC6047452|XP_038116619.1|CQUI
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP, CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000115	CCAP1982_LOCUS23112|CAD7015162.1|CCAP	LOC119769006|XP_038116806.1|CQUI
OG0000115	CCAP1982_LOCUS22018|CAD7014012.1|CCAP, CCAP1982_LOCUS14578|CAD7006253.1|CCAP, CCAP1982_LOCUS4327|CAD6995621.1|CCAP	LOC119769062|XP_038116882.1|CQUI, LOC119769300|XP_038117204.1|CQUI, LOC119770503|XP_038121428.1|CQUI, LOC119767757|XP_038113112.1|CQUI, LOC119769036|XP_038116847.1|CQUI, LOC119768898|XP_038116610.1|CQUI, LOC119770514|XP_038121445.1|CQUI, LOC119768934|XP_038116682.1|CQUI, LOC119768953|XP_038116721.1|CQUI, LOC119768578|XP_038114539.1|CQUI, LOC119768960|XP_038116731.1|CQUI, LOC119766209|XP_038106571.1|CQUI, LOC119766471|XP_038106957.1|CQUI, LOC119770116|XP_038120368.1|CQUI, LOC119769253|XP_038117117.1|CQUI, LOC119767398|XP_038111831.1|CQUI, LOC119768979|XP_038116773.1|CQUI, LOC119770429|XP_038121252.1|CQUI, LOC119769087|XP_038116918.1|CQUI, LOC119766175|XP_038106534.1|CQUI, LOC119766067|XP_038106370.1|CQUI, LOC119768902|XP_038116615.1|CQUI, LOC119766513|XP_038107030.1|CQUI, LOC119769021|XP_038116830.1|CQUI, LOC119766262|XP_038106630.1|CQUI, LOC119765938|XP_038106143.1|CQUI, LOC119766332|XP_038106741.1|CQUI, LOC119769159|XP_038116990.1|CQUI, LOC119770232|XP_038120614.1|CQUI, LOC119770238|XP_038120627.1|CQUI, LOC119765981|XP_038106218.1|CQUI, LOC119766230|XP_038106597.1|CQUI, LOC119768959|XP_038116730.1|CQUI, LOC119766174|XP_038106533.1|CQUI, LOC119769088|XP_038116919.1|CQUI, LOC119766139|XP_038106467.1|CQUI, LOC119769596|XP_038118601.1|CQUI, LOC119769973|XP_038119853.1|CQUI, LOC119770115|XP_038120358.1|CQUI, LOC119769326|XP_038117263.1|CQUI, LOC119769350|XP_038117313.1|CQUI, LOC119766163|XP_038106501.1|CQUI, LOC119766492|XP_038107002.1|CQUI, LOC119766358|XP_038106779.1|CQUI, LOC119765947|XP_038106156.1|CQUI
OG0000115	CCAP1982_LOCUS4135|CAD6995418.1|CCAP	LOC119766527|XP_038107088.1|CQUI
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP, CCAP1982_LOCUS6011|CAD6997374.1|CCAP, CCAP1982_LOCUS6012|CAD6997375.1|CCAP, CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP, CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC6036207|XP_038120021.1|CQUI
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC6033966|XP_001844354.1|CQUI
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP, CCAP1982_LOCUS8592|CAD7000094.1|CCAP, CCAP1982_LOCUS21055|CAD7012964.1|CCAP, CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC6045001|XP_038105443.1|CQUI
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP, CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC6037843|XP_038111453.1|CQUI
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP, CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC6043355|XP_038120797.1|CQUI
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC6040494|XP_038119684.1|CQUI
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC6037744|XP_001847624.2|CQUI
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP, CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000133	CCAP1982_LOCUS9308|CAD7000834.1|CCAP	LOC119769180|XP_038117012.1|CQUI
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC6052953|XP_038113348.1|CQUI
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC6033339|XP_001843803.1|CQUI
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP, CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC6042021|XP_038106251.1|CQUI
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC6030837|XP_001841701.2|CQUI
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC6039236|XP_038120121.1|CQUI
OG0000142	CCAP1982_LOCUS3469|CAD6994736.1|CCAP	LOC6044332|XP_038109956.1|CQUI
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC6048354|XP_038114540.1|CQUI
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC6045045|XP_038109682.1|CQUI
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP, CCAP1982_LOCUS9140|CAD7000666.1|CCAP, CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC6042249|XP_001851387.2|CQUI
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP, CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000147	CCAP1982_LOCUS2079|CAD6993262.1|CCAP	LOC6040893|XP_001850221.2|CQUI
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC6031471|XP_038111140.1|CQUI
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC6031785|XP_038110277.1|CQUI
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP, CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP, CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP, CCAP1982_LOCUS22873|CAD7014909.1|CCAP, CCAP1982_LOCUS22876|CAD7014912.1|CCAP	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP, CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC6035692|XP_038109533.1|CQUI
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000161	CCAP1982_LOCUS12569|CAD7004149.1|CCAP	LOC6032163|XP_038107343.1|CQUI
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP, CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC6038558|XP_038110867.1|CQUI
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC6047014|XP_001864125.2|CQUI
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC6049441|XP_038114112.1|CQUI
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC6043756|XP_038110408.1|CQUI
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC6032888|XP_038115797.1|CQUI
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP, CCAP1982_LOCUS21537|CAD7013475.1|CCAP, CCAP1982_LOCUS21539|CAD7013477.1|CCAP	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP, CCAP1982_LOCUS7088|CAD6998497.1|CCAP	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	CCAP1982_LOCUS4970|CAD6996286.1|CCAP	LOC6042891|XP_038121685.1|CQUI
OG0000175	CCAP1982_LOCUS785|CAD6991894.1|CCAP	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	CCAP1982_LOCUS3972|CAD6995251.1|CCAP	LOC6044855|XP_038114600.1|CQUI
OG0000178	CCAP1982_LOCUS22556|CAD7014557.1|CCAP	LOC6050306|XP_038115632.1|CQUI, LOC6050305|XP_001866936.2|CQUI, LOC6050298|XP_001866934.2|CQUI, LOC6050158|XP_001866810.2|CQUI, LOC6050159|XP_001866811.2|CQUI, LOC119768751|XP_038115645.1|CQUI
OG0000179	CCAP1982_LOCUS19655|CAD7011567.1|CCAP, CCAP1982_LOCUS20038|CAD7011926.1|CCAP	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000181	CCAP1982_LOCUS2664|CAD6993867.1|CCAP, CCAP1982_LOCUS2967|CAD6994205.1|CCAP	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP	LOC6045919|XP_038120260.1|CQUI
OG0000182	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	CCAP1982_LOCUS11927|CAD7003476.1|CCAP	LOC119770031|XP_038120042.1|CQUI
OG0000184	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	CCAP1982_LOCUS20041|CAD7011929.1|CCAP	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000187	CCAP1982_LOCUS11430|CAD7002966.1|CCAP	LOC6048968|XP_001865804.2|CQUI, LOC119769618|XP_038118708.1|CQUI, LOC119769015|XP_038116820.1|CQUI, LOC119769619|XP_038118710.1|CQUI, LOC6048969|XP_001865805.2|CQUI, LOC119770541|XP_038121520.1|CQUI, LOC119770549|XP_038121535.1|CQUI, LOC119770542|XP_038121523.1|CQUI, LOC119765600|XP_038105763.1|CQUI, LOC119771148|XP_038122500.1|CQUI, LOC6052653|XP_038122499.1|CQUI, LOC119770550|XP_038121551.1|CQUI
OG0000188	CCAP1982_LOCUS3513|CAD6994782.1|CCAP, CCAP1982_LOCUS3512|CAD6994781.1|CCAP	LOC6048613|XP_038121408.1|CQUI
OG0000189	CCAP1982_LOCUS5974|CAD6997342.1|CCAP	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000191	CCAP1982_LOCUS22306|CAD7014304.1|CCAP	LOC6048101|XP_038106999.1|CQUI
OG0000192	CCAP1982_LOCUS14387|CAD7006052.1|CCAP	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000196	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP, CCAP1982_LOCUS7519|CAD6998972.1|CCAP, CCAP1982_LOCUS7526|CAD6998979.1|CCAP	LOC6036352|XP_038110858.1|CQUI
OG0000196	CCAP1982_LOCUS7517|CAD6998970.1|CCAP	LOC6049487|XP_038113426.1|CQUI
OG0000200	CCAP1982_LOCUS40|CAD6991092.1|CCAP	LOC6048961|XP_038122842.1|CQUI
OG0000201	CCAP1982_LOCUS3128|CAD6994375.1|CCAP, CCAP1982_LOCUS3126|CAD6994373.1|CCAP	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000203	CCAP1982_LOCUS21030|CAD7012933.1|CCAP	LOC6049238|XP_038119741.1|CQUI
OG0000205	CCAP1982_LOCUS4928|CAD6996245.1|CCAP, CCAP1982_LOCUS1221|CAD6992357.1|CCAP	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	CCAP1982_LOCUS20607|CAD7012524.1|CCAP	LOC6038367|XP_038114070.1|CQUI
OG0000206	CCAP1982_LOCUS20605|CAD7012522.1|CCAP	LOC6047129|XP_038112898.1|CQUI
OG0000212	CCAP1982_LOCUS8308|CAD6999787.1|CCAP, CCAP1982_LOCUS8315|CAD6999799.1|CCAP, CCAP1982_LOCUS8311|CAD6999792.1|CCAP, CCAP1982_LOCUS8314|CAD6999796.1|CCAP	LOC6033117|XP_038106489.1|CQUI
OG0000213	CCAP1982_LOCUS13852|CAD7005492.1|CCAP, CCAP1982_LOCUS22186|CAD7014180.1|CCAP, CCAP1982_LOCUS22187|CAD7014181.1|CCAP	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI
OG0000214	CCAP1982_LOCUS21439|CAD7013372.1|CCAP	LOC6040777|XP_038112879.1|CQUI
OG0000215	CCAP1982_LOCUS13801|CAD7005441.1|CCAP, CCAP1982_LOCUS14294|CAD7005956.1|CCAP, CCAP1982_LOCUS14293|CAD7005955.1|CCAP	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI
OG0000216	CCAP1982_LOCUS11821|CAD7003362.1|CCAP	LOC6031177|XP_001842020.2|CQUI
OG0000217	CCAP1982_LOCUS15029|CAD7006730.1|CCAP	LOC6035862|XP_038110287.1|CQUI
OG0000219	CCAP1982_LOCUS23378|CAD7015436.1|CCAP, CCAP1982_LOCUS23381|CAD7015439.1|CCAP, CCAP1982_LOCUS23375|CAD7015433.1|CCAP	LOC6043970|XP_038118955.1|CQUI
OG0000220	CCAP1982_LOCUS13251|CAD7004866.1|CCAP, CCAP1982_LOCUS13260|CAD7004875.1|CCAP, CCAP1982_LOCUS13254|CAD7004869.1|CCAP	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI
OG0000221	CCAP1982_LOCUS23201|CAD7015252.1|CCAP	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI
OG0000222	CCAP1982_LOCUS6047|CAD6997406.1|CCAP	LOC119769386|XP_038117401.1|CQUI, LOC6045552|XP_038117398.1|CQUI, LOC119769321|XP_038117254.1|CQUI, LOC119769387|XP_038117402.1|CQUI, LOC119769385|XP_038117400.1|CQUI, LOC6042007|XP_038117265.1|CQUI, LOC6040585|XP_038122094.1|CQUI
OG0000222	CCAP1982_LOCUS6053|CAD6997412.1|CCAP, CCAP1982_LOCUS6055|CAD6997414.1|CCAP	LOC6042081|XP_038107568.1|CQUI
OG0000222	CCAP1982_LOCUS6042|CAD6997401.1|CCAP	LOC6042080|XP_001851233.2|CQUI
OG0000224	CCAP1982_LOCUS22834|CAD7014870.1|CCAP	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI
OG0000225	CCAP1982_LOCUS407|CAD6991482.1|CCAP, CCAP1982_LOCUS406|CAD6991481.1|CCAP	LOC6048011|XP_038116796.1|CQUI
