Orthogroup	CCAP.longest_only	DMIR.longest_only
OG0000038	CCAP1982_LOCUS13459|CAD7005097.1|CCAP, CCAP1982_LOCUS13458|CAD7005096.1|CCAP, CCAP1982_LOCUS13463|CAD7005101.1|CCAP, CCAP1982_LOCUS13461|CAD7005099.1|CCAP, CCAP1982_LOCUS13462|CAD7005100.1|CCAP, CCAP1982_LOCUS4926|CAD6996243.1|CCAP	LOC108165231|XP_017156759.1|DMIR
OG0000041	CCAP1982_LOCUS5011|CAD6996333.1|CCAP, CCAP1982_LOCUS5012|CAD6996334.1|CCAP, CCAP1982_LOCUS6216|CAD6997577.1|CCAP, CCAP1982_LOCUS4996|CAD6996317.1|CCAP, CCAP1982_LOCUS293|CAD6991363.1|CCAP, CCAP1982_LOCUS4997|CAD6996318.1|CCAP, CCAP1982_LOCUS4992|CAD6996313.1|CCAP, CCAP1982_LOCUS4993|CAD6996314.1|CCAP, CCAP1982_LOCUS5010|CAD6996331.1|CCAP	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR, LOC108154314|XP_017140061.1|DMIR, LOC108153890|XP_033244257.1|DMIR
OG0000043	CCAP1982_LOCUS4613|CAD6995911.1|CCAP	LOC108157690|XP_017145347.1|DMIR, LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR, LOC108157770|XP_017145444.1|DMIR
OG0000043	CCAP1982_LOCUS4625|CAD6995923.1|CCAP, CCAP1982_LOCUS4628|CAD6995926.1|CCAP, CCAP1982_LOCUS4627|CAD6995925.1|CCAP, CCAP1982_LOCUS4626|CAD6995924.1|CCAP, CCAP1982_LOCUS4629|CAD6995927.1|CCAP, CCAP1982_LOCUS4624|CAD6995922.1|CCAP	LOC108157677|XP_017145331.1|DMIR, LOC108155937|XP_017142584.1|DMIR, LOC108155939|XP_017142587.1|DMIR
OG0000044	CCAP1982_LOCUS840|CAD6991952.1|CCAP	LOC108157774|XP_017145449.1|DMIR
OG0000044	CCAP1982_LOCUS842|CAD6991954.1|CCAP, CCAP1982_LOCUS22505|CAD7014504.1|CCAP, CCAP1982_LOCUS22483|CAD7014481.1|CCAP	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR, LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR
OG0000044	CCAP1982_LOCUS847|CAD6991959.1|CCAP, CCAP1982_LOCUS841|CAD6991953.1|CCAP, CCAP1982_LOCUS843|CAD6991955.1|CCAP	LOC108155225|XP_017141401.1|DMIR
OG0000045	CCAP1982_LOCUS11539|CAD7003076.1|CCAP	LOC108152824|XP_017137906.1|DMIR
OG0000045	CCAP1982_LOCUS11540|CAD7003077.1|CCAP	LOC108165537|XP_017157100.1|DMIR
OG0000045	CCAP1982_LOCUS11541|CAD7003078.1|CCAP	LOC108150882|XP_017134679.1|DMIR
OG0000045	CCAP1982_LOCUS11542|CAD7003079.1|CCAP	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR
OG0000047	CCAP1982_LOCUS9943|CAD7001446.1|CCAP	LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR
OG0000048	CCAP1982_LOCUS14846|CAD7006532.1|CCAP, CCAP1982_LOCUS14847|CAD7006533.1|CCAP	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR
OG0000048	CCAP1982_LOCUS14853|CAD7006539.1|CCAP, CCAP1982_LOCUS14855|CAD7006541.1|CCAP, CCAP1982_LOCUS14857|CAD7006543.1|CCAP, CCAP1982_LOCUS14856|CAD7006542.1|CCAP, CCAP1982_LOCUS14858|CAD7006544.1|CCAP	LOC108151156|XP_017135074.1|DMIR, LOC108151155|XP_017135073.1|DMIR, LOC108151306|XP_017135331.1|DMIR, LOC108151297|XP_017135322.1|DMIR, LOC108151294|XP_017135319.1|DMIR
OG0000048	CCAP1982_LOCUS14852|CAD7006538.1|CCAP	LOC108151307|XP_017135332.1|DMIR
OG0000049	CCAP1982_LOCUS3089|CAD6994333.1|CCAP	LOC108157278|XP_017144765.2|DMIR
OG0000049	CCAP1982_LOCUS3087|CAD6994331.1|CCAP	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR
OG0000049	CCAP1982_LOCUS3086|CAD6994330.1|CCAP	LOC108154871|XP_017140799.1|DMIR, LOC108154874|XP_017140802.1|DMIR
OG0000049	CCAP1982_LOCUS3090|CAD6994334.1|CCAP	LOC108157280|XP_017144766.2|DMIR
OG0000050	CCAP1982_LOCUS13741|CAD7005381.1|CCAP	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR
OG0000050	CCAP1982_LOCUS13740|CAD7005380.1|CCAP	LOC108165364|XP_017156888.1|DMIR, LOC108165363|XP_017156887.2|DMIR, LOC108165358|XP_017156881.1|DMIR, LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR, LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR, LOC108165357|XP_017156880.1|DMIR, LOC108165360|XP_017156884.1|DMIR
OG0000051	CCAP1982_LOCUS274|CAD6991345.1|CCAP	LOC108157823|XP_017145512.1|DMIR
OG0000051	CCAP1982_LOCUS4232|CAD6995519.1|CCAP, CCAP1982_LOCUS4234|CAD6995521.1|CCAP	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR
OG0000051	CCAP1982_LOCUS4223|CAD6995510.1|CCAP, CCAP1982_LOCUS170|CAD6991233.1|CCAP, CCAP1982_LOCUS4233|CAD6995520.1|CCAP	LOC108154345|XP_017140100.1|DMIR, LOC108157724|XP_017145383.1|DMIR
OG0000052	CCAP1982_LOCUS19453|CAD7011350.1|CCAP, CCAP1982_LOCUS12190|CAD7003754.1|CCAP, CCAP1982_LOCUS12192|CAD7003756.1|CCAP, CCAP1982_LOCUS12191|CAD7003755.1|CCAP	LOC108154307|XP_017140052.1|DMIR, LOC108154354|XP_017140110.1|DMIR, LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR, LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR
OG0000053	CCAP1982_LOCUS20953|CAD7012854.1|CCAP	LOC108160591|XP_017150175.2|DMIR, LOC108160590|XP_017150174.1|DMIR
OG0000053	CCAP1982_LOCUS20955|CAD7012856.1|CCAP	LOC108160459|XP_017149964.1|DMIR
OG0000053	CCAP1982_LOCUS20956|CAD7012857.1|CCAP	LOC108160458|XP_017149963.1|DMIR
OG0000053	CCAP1982_LOCUS20959|CAD7012860.1|CCAP, CCAP1982_LOCUS21332|CAD7013261.1|CCAP, CCAP1982_LOCUS20960|CAD7012861.1|CCAP	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR
OG0000054	CCAP1982_LOCUS1028|CAD6992150.1|CCAP	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR
OG0000054	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP	LOC108156958|XP_017144225.2|DMIR, LOC108156959|XP_017144226.2|DMIR, LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR, LOC108162139|XP_017152210.1|DMIR, LOC108165551|XP_017157117.1|DMIR
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC108153965|XP_017139551.1|DMIR, LOC108154574|XP_017140363.2|DMIR, LOC108153966|XP_033244050.1|DMIR, LOC108154550|XP_017140342.2|DMIR, LOC108154540|XP_017140331.1|DMIR, LOC108154512|XP_017140301.2|DMIR, LOC108154412|XP_017140173.2|DMIR
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC108156375|XP_017143272.1|DMIR
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC108161397|XP_017151135.2|DMIR
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC108161521|XP_017151288.2|DMIR
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC108161432|XP_017151184.1|DMIR, LOC108164261|XP_017155390.2|DMIR
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC108154465|XP_017140224.1|DMIR, LOC108158918|XP_017147210.1|DMIR, LOC108162998|XP_017153505.1|DMIR, LOC108163117|XP_017153708.1|DMIR, LOC108164256|XP_017155384.1|DMIR
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC108165314|XP_017156837.1|DMIR, LOC108152681|XP_017137669.1|DMIR, LOC108152680|XP_017137666.1|DMIR
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC108154825|XP_017140715.1|DMIR, LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR, LOC108156436|XP_017143382.1|DMIR, LOC108156439|XP_017143386.1|DMIR, LOC108156437|XP_017143383.1|DMIR, LOC108154318|XP_017140066.1|DMIR
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC108156681|XP_017143806.1|DMIR
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC108150910|XP_017134723.1|DMIR
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC108160959|XP_017150741.1|DMIR
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC108150909|XP_017134722.1|DMIR
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR, LOC117188366|XP_033247991.1|DMIR
OG0000069	CCAP1982_LOCUS11675|CAD7003215.1|CCAP, CCAP1982_LOCUS19857|CAD7011745.1|CCAP, CCAP1982_LOCUS10171|CAD7001680.1|CCAP, CCAP1982_LOCUS5820|CAD6997179.1|CCAP	LOC108157170|XP_017144578.1|DMIR, LOC117193395|XP_033254035.1|DMIR, LOC117189478|XP_033250503.1|DMIR, LOC117186356|XP_033242965.1|DMIR, LOC117191306|XP_033252102.1|DMIR, LOC117186554|XP_033243377.1|DMIR, LOC117192305|XP_033252849.1|DMIR, LOC108159375|XP_033250527.1|DMIR, LOC117190060|XP_033251033.1|DMIR, LOC117191255|XP_033252065.1|DMIR, LOC117192893|XP_033253527.1|DMIR, LOC117193729|XP_033254346.1|DMIR, LOC117193473|XP_033254121.1|DMIR, LOC117186348|XP_033242933.1|DMIR, LOC117193394|XP_033254034.1|DMIR, LOC117190907|XP_033251801.1|DMIR, LOC117193518|XP_033254154.1|DMIR, LOC117191111|XP_033251965.1|DMIR, LOC117186285|XP_033242734.1|DMIR, LOC117186573|XP_033243421.1|DMIR, LOC117186117|XP_033242132.1|DMIR, LOC117192890|XP_033253525.1|DMIR
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC108165608|XP_017157174.1|DMIR, LOC108150751|XP_017134533.1|DMIR, LOC108153450|XP_017138959.1|DMIR
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC108160257|XP_017149612.1|DMIR
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC108159396|XP_017148120.1|DMIR
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC108160256|XP_017149611.1|DMIR
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC108159670|XP_017148639.1|DMIR
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC108154478|XP_017140245.1|DMIR
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC108152480|XP_017137342.1|DMIR
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC108153055|XP_017138316.1|DMIR
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC108153442|XP_033243040.1|DMIR
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC117192706|XP_033253334.1|DMIR
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC108154903|XP_017140844.1|DMIR
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC108163880|XP_017154882.1|DMIR, LOC108163881|XP_017154883.1|DMIR, LOC108163877|XP_017154880.1|DMIR
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC108153681|XP_017139286.1|DMIR
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC108160171|XP_017149484.1|DMIR, LOC108156489|XP_017143463.1|DMIR
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC108154939|XP_017140918.1|DMIR
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC108162999|XP_017153506.2|DMIR
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR
OG0000086	CCAP1982_LOCUS22578|CAD7014579.1|CCAP	LOC117194617|XP_033255036.1|DMIR, LOC117194856|XP_033255214.1|DMIR, LOC117195097|XP_033255643.1|DMIR
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC108161399|XP_017151137.1|DMIR
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC108162440|XP_017152666.1|DMIR
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC108155180|XP_017141339.1|DMIR
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC108152982|XP_017138197.1|DMIR
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC108158810|XP_017146987.1|DMIR
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC108153204|XP_017138513.1|DMIR
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC108154728|XP_033244852.1|DMIR
OG0000091	CCAP1982_LOCUS1153|CAD6992285.1|CCAP	LOC108162520|XP_017152790.1|DMIR
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC108156561|XP_017143573.1|DMIR
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC108154687|XP_017140524.1|DMIR
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC108157456|XP_017145017.1|DMIR
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC108157764|XP_017145435.1|DMIR, LOC108157599|XP_017145216.1|DMIR
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC108162786|XP_017153175.1|DMIR
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC108153924|XP_017139508.1|DMIR
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC108156075|XP_017142850.1|DMIR, LOC108156077|XP_017142852.1|DMIR, LOC108156414|XP_017143351.1|DMIR
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC108163796|XP_017154775.1|DMIR
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC108154822|XP_017140713.1|DMIR
OG0000101	CCAP1982_LOCUS12876|CAD7004470.1|CCAP	LOC108165233|XP_033242797.1|DMIR
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC108152627|XP_017137590.1|DMIR
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC108160481|XP_017149990.1|DMIR
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR, LOC108152404|XP_017137196.1|DMIR
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC108153245|XP_017138576.1|DMIR
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC108163569|XP_017154425.1|DMIR
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC108153719|XP_017139336.1|DMIR
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC108153878|XP_033245780.1|DMIR
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC108157967|XP_017145602.1|DMIR, LOC108161182|XP_017150891.2|DMIR, LOC108157966|XP_017145601.1|DMIR
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC108164043|XP_017155110.2|DMIR
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC108165536|XP_017157099.1|DMIR, LOC108153747|XP_017139366.1|DMIR
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC108153676|XP_017139281.1|DMIR
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC108160984|XP_017150776.1|DMIR, LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC108161198|XP_017150908.1|DMIR, LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC108162507|XP_017152772.1|DMIR
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC108162508|XP_017152773.1|DMIR
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC108156910|XP_017144148.1|DMIR
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC108157585|XP_017145198.1|DMIR, LOC108154328|XP_017140079.1|DMIR
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC108157778|XP_017145457.1|DMIR, LOC108157702|XP_017145362.1|DMIR, LOC108157786|XP_017145465.1|DMIR
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC108162627|XP_017152939.2|DMIR
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC108162628|XP_017152940.2|DMIR
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC108161119|XP_033248742.1|DMIR
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC108162472|XP_017152711.1|DMIR
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC108156728|XP_017143872.1|DMIR, LOC108154494|XP_017140284.1|DMIR
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC108154395|XP_017140149.1|DMIR
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC108158743|XP_033252643.1|DMIR, LOC117185973|XP_033251039.1|DMIR, LOC108160032|XP_017149260.1|DMIR
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC108153203|XP_017138517.1|DMIR
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC108161700|XP_017151502.1|DMIR
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC108164727|XP_017156108.1|DMIR
