Orthogroup	CCAP.longest_only	DPSE.longest_only
OG0000051	CCAP1982_LOCUS274|CAD6991345.1|CCAP	LOC4802029|XP_001359029.3|DPSE
OG0000051	CCAP1982_LOCUS4232|CAD6995519.1|CCAP, CCAP1982_LOCUS4234|CAD6995521.1|CCAP	LOC6896948|XP_002137133.2|DPSE, LOC4800870|XP_001358067.3|DPSE
OG0000051	CCAP1982_LOCUS4223|CAD6995510.1|CCAP, CCAP1982_LOCUS170|CAD6991233.1|CCAP, CCAP1982_LOCUS4233|CAD6995520.1|CCAP	LOC6897665|XP_002137803.2|DPSE, LOC6897664|XP_033232373.1|DPSE
OG0000052	CCAP1982_LOCUS19453|CAD7011350.1|CCAP, CCAP1982_LOCUS12190|CAD7003754.1|CCAP, CCAP1982_LOCUS12192|CAD7003756.1|CCAP, CCAP1982_LOCUS12191|CAD7003755.1|CCAP	LOC4801488|XP_001358571.4|DPSE, LOC4801489|XP_001358572.4|DPSE, LOC4803747|XP_001360412.1|DPSE, LOC4803748|XP_001360413.3|DPSE
OG0000053	CCAP1982_LOCUS20953|CAD7012854.1|CCAP	LOC4803611|XP_001360303.3|DPSE, LOC6898153|XP_002138231.3|DPSE
OG0000053	CCAP1982_LOCUS20955|CAD7012856.1|CCAP	LOC4803609|XP_001360302.2|DPSE
OG0000053	CCAP1982_LOCUS20956|CAD7012857.1|CCAP	LOC6898152|XP_002138230.3|DPSE
OG0000053	CCAP1982_LOCUS20959|CAD7012860.1|CCAP, CCAP1982_LOCUS21332|CAD7013261.1|CCAP, CCAP1982_LOCUS20960|CAD7012861.1|CCAP	LOC6898150|XP_002138228.2|DPSE
OG0000054	CCAP1982_LOCUS1028|CAD6992150.1|CCAP	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE
OG0000054	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP	LOC4803310|XP_001360074.4|DPSE, LOC5384075|XP_033232371.1|DPSE, LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC6902428|XP_002133362.2|DPSE, LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE, LOC4816156|XP_001355873.3|DPSE, LOC4816089|XP_001355320.2|DPSE
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC6897147|XP_002137327.1|DPSE, LOC6897146|XP_033232929.1|DPSE, LOC6897143|XP_033241851.1|DPSE, LOC4801319|XP_001358434.2|DPSE, LOC6897145|XP_002137325.3|DPSE, LOC6897144|XP_002137324.2|DPSE
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC4800333|XP_033234022.1|DPSE
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC4816506|XP_001356011.2|DPSE
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC4816666|XP_001356006.2|DPSE, LOC6902543|XP_033236222.1|DPSE
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC4816280|XP_001356010.3|DPSE, LOC4816542|XP_001356009.2|DPSE
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC4814796|XP_001355129.2|DPSE, LOC4816599|XP_001356269.1|DPSE, LOC26533356|XP_015035231.2|DPSE, LOC117183917|XP_033235318.1|DPSE, LOC117183207|XP_033237045.1|DPSE
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC6900640|XP_002135013.2|DPSE, LOC4813121|XP_001353706.2|DPSE, LOC6900641|XP_002135014.2|DPSE
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC6896923|XP_002137108.2|DPSE, LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE, LOC4800791|XP_001358004.3|DPSE, LOC4800793|XP_001358005.3|DPSE, LOC6896918|XP_002137102.2|DPSE, LOC6896917|XP_002137101.1|DPSE
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC4801537|XP_001358611.3|DPSE
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC4813294|XP_001353742.3|DPSE
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC4805303|XP_001361725.2|DPSE
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC4813729|XP_001353743.2|DPSE
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC4804621|XP_033234564.1|DPSE
OG0000069	CCAP1982_LOCUS11675|CAD7003215.1|CCAP, CCAP1982_LOCUS19857|CAD7011745.1|CCAP, CCAP1982_LOCUS10171|CAD7001680.1|CCAP, CCAP1982_LOCUS5820|CAD6997179.1|CCAP	LOC6897757|XP_002137862.3|DPSE, LOC117184682|XP_033239188.1|DPSE, LOC117184751|XP_033239465.1|DPSE
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC4811953|XP_001352897.3|DPSE, LOC6900213|XP_033239373.1|DPSE, LOC6900212|XP_002135544.1|DPSE
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC4803792|XP_001360452.3|DPSE
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC4803788|XP_001360450.3|DPSE
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC6898245|XP_002138311.1|DPSE
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC4804155|XP_001360761.3|DPSE
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC13036455|XP_003736334.2|DPSE
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC4813467|XP_001353839.3|DPSE
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC4814183|XP_001354309.1|DPSE
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC6900056|XP_033238646.1|DPSE
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC6903891|XP_002136626.1|DPSE
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC4800596|XP_001357842.1|DPSE
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC4805619|XP_001361993.1|DPSE
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC6897044|XP_003736391.1|DPSE
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC6902963|XP_002132689.1|DPSE, LOC6902964|XP_015036104.1|DPSE, LOC117183178|XP_033235181.1|DPSE, LOC6902965|XP_002132691.2|DPSE
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC4811957|XP_001352460.4|DPSE
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC4803829|XP_001360483.2|DPSE, LOC4800945|XP_001358129.3|DPSE
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC4801644|XP_001358698.2|DPSE
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC6899312|XP_033235907.1|DPSE, LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE, LOC6902371|XP_002133317.3|DPSE, LOC6902370|XP_002133316.2|DPSE
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC26532411|XP_033235904.1|DPSE
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC4803751|XP_001360416.2|DPSE
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC4805472|XP_001361867.2|DPSE
OG0000086	CCAP1982_LOCUS22578|CAD7014579.1|CCAP	LOC4804253|XP_001360840.1|DPSE
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC4816786|XP_001356332.1|DPSE
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC4817851|XP_001357379.2|DPSE
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC4805581|XP_001361962.1|DPSE
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC4802911|XP_001359737.1|DPSE
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC4812687|XP_001353070.2|DPSE
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC4805122|XP_001361578.1|DPSE
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC4805121|XP_015040451.2|DPSE
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC6900041|XP_002135405.1|DPSE
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC4801161|XP_015037056.1|DPSE
OG0000091	CCAP1982_LOCUS1153|CAD6992285.1|CCAP	LOC4816825|XP_001356505.3|DPSE
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC4801449|XP_033232375.1|DPSE
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC4801443|XP_001358537.1|DPSE
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC4802360|XP_001359289.2|DPSE
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC4802357|XP_001359285.1|DPSE
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC4802658|XP_001359535.3|DPSE, LOC4802361|XP_001359290.2|DPSE
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC4817063|XP_015036040.1|DPSE
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC4801917|XP_001358935.4|DPSE
OG0000095	CCAP1982_LOCUS10147|CAD7001655.1|CCAP, CCAP1982_LOCUS8397|CAD6999886.1|CCAP, CCAP1982_LOCUS10512|CAD7002024.1|CCAP, CCAP1982_LOCUS10342|CAD7001853.1|CCAP	LOC117184088|XP_033236139.1|DPSE
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC6897403|XP_002137555.3|DPSE, LOC6897404|XP_015037507.2|DPSE, LOC6897015|XP_002137200.2|DPSE
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC4816202|XP_001355846.3|DPSE
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC4800823|XP_001358028.1|DPSE
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC6900247|XP_015044019.2|DPSE
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC6900249|XP_033237559.1|DPSE, LOC26533784|XP_015044023.2|DPSE
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC4804567|XP_001361108.2|DPSE
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC4812871|XP_001353722.3|DPSE, LOC4813106|XP_001353445.4|DPSE, LOC4813251|XP_033237392.1|DPSE
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC4805641|XP_001362010.2|DPSE
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC4811865|XP_001352567.2|DPSE
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC4817994|XP_001357248.2|DPSE
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC4812453|XP_001352571.2|DPSE
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC4802641|XP_001359524.3|DPSE
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC117185148|XP_033241100.1|DPSE, LOC4802639|XP_033241098.1|DPSE
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC4803727|XP_001360399.3|DPSE, LOC4816269|XP_001355878.2|DPSE, LOC4803728|XP_001360400.3|DPSE
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC4816673|XP_001356046.3|DPSE
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC4813564|XP_001353238.4|DPSE, LOC4813596|XP_001353239.2|DPSE
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC4813344|XP_001353235.2|DPSE
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC4804957|XP_001361436.2|DPSE, LOC4804962|XP_001361439.2|DPSE, LOC4804960|XP_001361438.4|DPSE
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC4801479|XP_001358564.4|DPSE, LOC6899502|XP_033240539.1|DPSE, LOC117185048|XP_033240543.1|DPSE, LOC26531981|XP_033240362.1|DPSE, LOC6899402|XP_002136128.1|DPSE, LOC6899401|XP_002136127.1|DPSE, LOC6904066|XP_033240668.1|DPSE, LOC117185004|XP_033240273.1|DPSE, LOC117185065|XP_033240663.1|DPSE, LOC6904030|XP_033240677.1|DPSE, LOC117185072|XP_033240678.1|DPSE, LOC6897235|XP_002137407.2|DPSE, LOC26533299|XP_015041637.2|DPSE, LOC6901379|XP_002134067.2|DPSE
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC4817556|XP_001356963.1|DPSE
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC4817557|XP_001356964.1|DPSE
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC4802359|XP_001359288.2|DPSE
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC6897573|XP_033241883.1|DPSE, LOC4802343|XP_001359280.3|DPSE
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC4802358|XP_001359287.3|DPSE, LOC6897575|XP_015037766.2|DPSE, LOC4802356|XP_001359286.3|DPSE
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC4816702|XP_001356233.1|DPSE
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC4816357|XP_001356234.2|DPSE
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC4816358|XP_001356235.2|DPSE
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC6902710|XP_002133224.1|DPSE
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC4816812|XP_001356809.3|DPSE
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC4800772|XP_001357987.3|DPSE, LOC4800771|XP_001357986.2|DPSE
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC4800773|XP_001357988.3|DPSE
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC6898356|XP_002138409.2|DPSE, LOC4803913|XP_001360557.1|DPSE
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC4815827|XP_001355632.3|DPSE
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC4817541|XP_001356952.2|DPSE
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC6901494|XP_002134180.2|DPSE
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC4805302|XP_001361724.1|DPSE, LOC4817383|XP_001356484.3|DPSE
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC4805442|XP_001361843.2|DPSE, LOC4802279|XP_001359231.2|DPSE, LOC4802278|XP_001359230.2|DPSE
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC4801148|XP_003736422.2|DPSE
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC4801426|XP_003736507.1|DPSE
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC26532672|XP_033236106.1|DPSE, LOC26532541|XP_033236242.1|DPSE, LOC6903471|XP_015035428.2|DPSE
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC6897876|XP_003736880.2|DPSE, LOC4802979|XP_001359787.3|DPSE, LOC4802977|XP_001359786.2|DPSE
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC4802973|XP_001359783.3|DPSE
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC4803763|XP_001360426.3|DPSE
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC6900541|XP_002134925.1|DPSE, LOC26532932|XP_015035708.2|DPSE, LOC4815973|XP_001355257.2|DPSE
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC4814083|XP_001354216.4|DPSE, LOC4813204|XP_015043202.2|DPSE, LOC4812908|XP_001353821.1|DPSE, LOC4814118|XP_001354215.1|DPSE
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC4801402|XP_001358502.3|DPSE
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC4817091|XP_033235701.1|DPSE
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC4802383|XP_001359312.1|DPSE
OG0000133	CCAP1982_LOCUS6264|CAD6997629.1|CCAP	LOC117185139|XP_033240982.1|DPSE
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC6897020|XP_002137205.1|DPSE
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC4816709|XP_001356064.2|DPSE
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP	LOC6899972|XP_002135340.3|DPSE
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC4801920|XP_001358938.2|DPSE
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC6900167|XP_002135506.1|DPSE
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC4802999|XP_001359805.3|DPSE, LOC4802997|XP_015038238.2|DPSE, LOC4802998|XP_001359804.3|DPSE, LOC4803004|XP_001359809.4|DPSE
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC6900706|XP_015043198.1|DPSE
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC6897479|XP_002137628.3|DPSE
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC4813434|XP_001353992.4|DPSE
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC6897589|XP_033241591.1|DPSE
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC26533897|XP_015044394.2|DPSE
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP	LOC4817494|XP_001356913.2|DPSE
OG0000145	CCAP1982_LOCUS9140|CAD7000666.1|CCAP	LOC4817492|XP_001356911.2|DPSE
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC4817493|XP_001356912.1|DPSE
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC4816304|XP_001355892.2|DPSE
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC4801881|XP_001358904.3|DPSE
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC4816928|XP_033236378.1|DPSE
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC4817514|XP_001356932.3|DPSE, LOC4817516|XP_033236742.1|DPSE, LOC26533225|XP_015036309.2|DPSE, LOC4817517|XP_001356933.2|DPSE
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC4813810|XP_001353304.3|DPSE, LOC117185410|XP_033241554.1|DPSE
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC6900423|XP_002134814.1|DPSE, LOC117185407|XP_033241551.1|DPSE
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC117185413|XP_033241559.1|DPSE, LOC4813811|XP_001353305.2|DPSE
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC4813087|XP_001353281.3|DPSE
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC4801596|XP_001358665.3|DPSE, LOC4801597|XP_001358666.3|DPSE, LOC4801595|XP_001358664.3|DPSE
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC6897277|XP_002137437.2|DPSE
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC4801623|XP_001358681.3|DPSE, LOC6897279|XP_002137439.1|DPSE
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC4800918|XP_033241792.1|DPSE, LOC4800917|XP_001358106.2|DPSE
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC26533071|XP_015042600.2|DPSE
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC4813315|XP_001353247.3|DPSE, LOC4812763|XP_001353242.2|DPSE, LOC4813790|XP_001353243.2|DPSE
OG0000156	CCAP1982_LOCUS14128|CAD7005779.1|CCAP	LOC6901919|XP_015041001.2|DPSE, LOC26533927|XP_015042936.2|DPSE
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC5495516|XP_001361528.1|DPSE, LOC6898773|XP_002138750.1|DPSE, LOC4805065|XP_001361529.3|DPSE
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC4812810|XP_001353456.2|DPSE, LOC4813871|XP_033238538.1|DPSE
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC4813365|XP_033240111.1|DPSE
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC4813653|XP_001353959.3|DPSE
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC4813539|XP_001353160.3|DPSE
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC4800954|XP_001358138.2|DPSE, LOC4800957|XP_001358139.3|DPSE
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC117183204|XP_033237423.1|DPSE, LOC117184402|XP_033237422.1|DPSE
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC4815754|XP_001355384.4|DPSE
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC4816956|XP_001356727.2|DPSE
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC6902382|XP_002133322.1|DPSE
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC6897260|XP_002137424.2|DPSE
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC4805308|XP_001361727.1|DPSE
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC6898988|XP_002138948.2|DPSE
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC4812702|XP_001353084.4|DPSE, LOC4812706|XP_001353086.3|DPSE
