Orthogroup	CCAP.longest_only	DSAN.longest_only
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC120452711|XP_039493009.1|DSAN, LOC120452562|XP_039492776.1|DSAN, LOC120451718|XP_039491555.1|DSAN, LOC120452007|XP_039491978.1|DSAN, LOC120451721|XP_039491557.1|DSAN, LOC120451717|XP_039491554.1|DSAN, LOC120451854|XP_039491780.1|DSAN
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC120453827|XP_039494650.1|DSAN
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC120458680|XP_039502351.1|DSAN
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC120449973|XP_039488618.1|DSAN
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC120456052|XP_039498568.1|DSAN, LOC120458126|XP_039501597.1|DSAN
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC120455285|XP_039497254.1|DSAN, LOC120446988|XP_039484222.1|DSAN, LOC120446986|XP_039484220.1|DSAN, LOC120450287|XP_039489141.1|DSAN, LOC120450290|XP_039489156.1|DSAN
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC120450067|XP_039488773.1|DSAN, LOC120449163|XP_039487439.1|DSAN, LOC120449162|XP_039487438.1|DSAN, LOC120449422|XP_039487815.1|DSAN
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC120451401|XP_039491003.1|DSAN, LOC120458451|XP_039502031.1|DSAN, LOC120451402|XP_039491004.1|DSAN, LOC120452063|XP_039492060.1|DSAN, LOC120452751|XP_039493060.1|DSAN, LOC120453642|XP_039494370.1|DSAN
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC120457853|XP_039501305.1|DSAN
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC120450458|XP_039489412.1|DSAN
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC120458360|XP_039501908.1|DSAN
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC120450457|XP_039489411.1|DSAN
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC120446588|XP_039483542.1|DSAN
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC120449503|XP_039487937.1|DSAN, LOC120449500|XP_039487934.1|DSAN, LOC120449502|XP_039487935.1|DSAN
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC120446358|XP_039483223.1|DSAN
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC120446143|XP_039482904.1|DSAN
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC120445202|XP_039481371.1|DSAN
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC120444353|XP_039479869.1|DSAN
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC120454001|XP_039494904.1|DSAN
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC120449385|XP_039487757.1|DSAN
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC120449479|XP_039487889.1|DSAN
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC120447493|XP_039484823.1|DSAN
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC120447489|XP_039484820.1|DSAN
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC120447668|XP_039485120.1|DSAN
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC120444282|XP_039479731.1|DSAN
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC120452789|XP_039493115.1|DSAN
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC120445437|XP_039481803.1|DSAN
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC120451310|XP_039490813.1|DSAN
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC120458928|XP_039502714.1|DSAN, LOC120458927|XP_039502713.1|DSAN, LOC120456240|XP_039498869.1|DSAN
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC120445807|XP_039482353.1|DSAN, LOC120446014|XP_039482702.1|DSAN
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC120449798|XP_039488374.1|DSAN
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC120444539|XP_039480221.1|DSAN, LOC120453176|XP_039493670.1|DSAN
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC120454374|XP_039495543.1|DSAN
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC120458313|XP_039501854.1|DSAN, LOC120455686|XP_039498031.1|DSAN, LOC120456937|XP_039500014.1|DSAN, LOC120455860|XP_039498269.1|DSAN, LOC120455849|XP_039498257.1|DSAN
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC120450759|XP_039489843.1|DSAN
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC120446957|XP_039484147.1|DSAN
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC120444572|XP_039480266.1|DSAN
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC120458014|XP_039501448.1|DSAN
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC120452956|XP_039493382.1|DSAN
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC120445629|XP_039482091.1|DSAN
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC120454625|XP_039496027.1|DSAN
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC120447506|XP_039484850.1|DSAN
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC120448309|XP_039486192.1|DSAN
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC120448284|XP_039486150.1|DSAN
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC120447536|XP_039484914.1|DSAN
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC120454553|XP_039495874.1|DSAN
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC120454568|XP_039495897.1|DSAN
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC120452896|XP_039493288.1|DSAN
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC120452494|XP_039492677.1|DSAN
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC120453296|XP_039493860.1|DSAN
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC120454055|XP_039494995.1|DSAN, LOC120453475|XP_039494142.1|DSAN
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC120445748|XP_039482264.1|DSAN
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC120452712|XP_039493010.1|DSAN
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC120446709|XP_039483748.1|DSAN, LOC120456060|XP_039498581.1|DSAN, LOC120451499|XP_039491185.1|DSAN
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC120445403|XP_039481752.1|DSAN
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC120451400|XP_039491001.1|DSAN
OG0000101	CCAP1982_LOCUS12876|CAD7004470.1|CCAP	LOC120447594|XP_039484996.1|DSAN
OG0000101	CCAP1982_LOCUS12874|CAD7004468.1|CCAP	LOC120447595|XP_039484997.1|DSAN
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC120448473|XP_039486431.1|DSAN
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC120448472|XP_039486430.1|DSAN, LOC120448474|XP_039486432.1|DSAN
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC120444543|XP_039480230.1|DSAN
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC120450316|XP_039489203.1|DSAN, LOC120450315|XP_039489202.1|DSAN, LOC120447694|XP_039485157.1|DSAN, LOC120447692|XP_039485155.1|DSAN
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC120457733|XP_039501166.1|DSAN
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC120447890|XP_039485434.1|DSAN
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC120457816|XP_039501251.1|DSAN
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC120447814|XP_039485323.1|DSAN, LOC120449889|XP_039488502.1|DSAN
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC120451809|XP_039491700.1|DSAN
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC120451665|XP_039491473.1|DSAN, LOC120453920|XP_039494789.1|DSAN
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC120446363|XP_039483229.1|DSAN, LOC120446737|XP_039483794.1|DSAN, LOC120445808|XP_039482354.1|DSAN, LOC120444935|XP_039480870.1|DSAN
OG0000108	CCAP1982_LOCUS12746|CAD7004327.1|CCAP	LOC120457836|XP_039501271.1|DSAN, LOC120457827|XP_039501258.1|DSAN
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC120458470|XP_039502057.1|DSAN
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC120449757|XP_039488327.1|DSAN, LOC120449997|XP_039488641.1|DSAN
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC120449458|XP_039487864.1|DSAN
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC120446698|XP_039483730.1|DSAN, LOC120446242|XP_039483047.1|DSAN, LOC120446620|XP_039483600.1|DSAN
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC120458260|XP_039501783.1|DSAN, LOC120445859|XP_039482434.1|DSAN, LOC120451060|XP_039490352.1|DSAN, LOC120447236|XP_039484695.1|DSAN
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC120447466|XP_039484788.1|DSAN
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC120447460|XP_039484780.1|DSAN
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC120451581|XP_039491325.1|DSAN
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC120452827|XP_039493166.1|DSAN
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC120451580|XP_039491324.1|DSAN
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC120444154|XP_039479666.1|DSAN
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC120444155|XP_039479668.1|DSAN
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC120444156|XP_039479669.1|DSAN
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC120444158|XP_039479671.1|DSAN
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC120458714|XP_039502396.1|DSAN, LOC120458071|XP_039501517.1|DSAN, LOC120458653|XP_039502317.1|DSAN
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC120454455|XP_039495701.1|DSAN, LOC120452109|XP_039492121.1|DSAN
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC120451917|XP_039491863.1|DSAN
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC120446605|XP_039483576.1|DSAN
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC120446930|XP_039484118.1|DSAN
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC120455728|XP_039498076.1|DSAN
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC120455178|XP_039497050.1|DSAN, LOC120453978|XP_039494868.1|DSAN
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC120444507|XP_039480157.1|DSAN, LOC120452058|XP_039492054.1|DSAN, LOC120452255|XP_039492317.1|DSAN, LOC120452134|XP_039492154.1|DSAN, LOC120452662|XP_039492932.1|DSAN
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC120451421|XP_039491027.1|DSAN
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC120451369|XP_039490949.1|DSAN
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC120454254|XP_039495315.1|DSAN, LOC120458709|XP_039502389.1|DSAN
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC120453359|XP_039493965.1|DSAN, LOC120452170|XP_039492209.1|DSAN, LOC120453357|XP_039493964.1|DSAN
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC120451773|XP_039491637.1|DSAN
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC120445036|XP_039481059.1|DSAN
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC120453890|XP_039494740.1|DSAN
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC120449827|XP_039488407.1|DSAN, LOC120456992|XP_039500082.1|DSAN, LOC120455630|XP_039497951.1|DSAN
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC120450387|XP_039489313.1|DSAN, LOC120449269|XP_039487586.1|DSAN, LOC120448089|XP_039485815.1|DSAN, LOC120448088|XP_039485814.1|DSAN
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC120450809|XP_039489913.1|DSAN
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC120450846|XP_039489975.1|DSAN, LOC120450849|XP_039489991.1|DSAN
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC120452537|XP_039492737.1|DSAN
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC120451359|XP_039490929.1|DSAN
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC120453306|XP_039493897.1|DSAN
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC120451005|XP_039490252.1|DSAN
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC120450371|XP_039489288.1|DSAN
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC120453268|XP_039493829.1|DSAN, LOC120453267|XP_039493828.1|DSAN, LOC120453446|XP_039494088.1|DSAN, LOC120453355|XP_039493962.1|DSAN, LOC120453447|XP_039494089.1|DSAN
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC120448452|XP_039486403.1|DSAN
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC120451264|XP_039490727.1|DSAN
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC120450563|XP_039489606.1|DSAN
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC120452659|XP_039492916.1|DSAN
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC120457482|XP_039500967.1|DSAN
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC120444793|XP_039480676.1|DSAN
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC120451646|XP_039491487.1|DSAN
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC120452393|XP_039492541.1|DSAN
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC120454057|XP_039494997.1|DSAN
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC120449015|XP_039487230.1|DSAN
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC120443958|XP_039479348.1|DSAN, LOC120458690|XP_039502361.1|DSAN, LOC120458857|XP_039502618.1|DSAN, LOC120458903|XP_039502683.1|DSAN, LOC120458905|XP_039502685.1|DSAN, LOC120458904|XP_039502684.1|DSAN
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC120448719|XP_039486823.1|DSAN
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC120448648|XP_039486710.1|DSAN
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC120448649|XP_039486711.1|DSAN
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC120452528|XP_039492725.1|DSAN, LOC120454263|XP_039495344.1|DSAN, LOC120452388|XP_039492536.1|DSAN, LOC120452037|XP_039492023.1|DSAN
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC120451577|XP_039491320.1|DSAN
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC120453833|XP_039494660.1|DSAN, LOC120451576|XP_039491319.1|DSAN
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC120452631|XP_039492875.1|DSAN, LOC120452632|XP_039492876.1|DSAN
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC120449197|XP_039487492.1|DSAN
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC120449186|XP_039487468.1|DSAN, LOC120449265|XP_039487581.1|DSAN, LOC120448978|XP_039487172.1|DSAN
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC120458565|XP_039502192.1|DSAN, LOC120447552|XP_039484939.1|DSAN
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC120449667|XP_039488200.1|DSAN, LOC120448946|XP_039487126.1|DSAN
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC120447635|XP_039485072.1|DSAN
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC120448194|XP_039485994.1|DSAN
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC120448642|XP_039486703.1|DSAN
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC120451440|XP_039491049.1|DSAN, LOC120453850|XP_039494688.1|DSAN
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC120449817|XP_039488398.1|DSAN
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC120457147|XP_039500352.1|DSAN
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC120447628|XP_039485066.1|DSAN
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC120449329|XP_039487663.1|DSAN
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC120458089|XP_039501541.1|DSAN, LOC120456660|XP_039499526.1|DSAN
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC120444701|XP_039480506.1|DSAN
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC120445044|XP_039481091.1|DSAN
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC120448505|XP_039486473.1|DSAN, LOC120448889|XP_039487040.1|DSAN
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC120448507|XP_039486474.1|DSAN
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC120452629|XP_039492872.1|DSAN
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC120447495|XP_039484826.1|DSAN, LOC120451692|XP_039491521.1|DSAN
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC120445951|XP_039482572.1|DSAN, LOC120445950|XP_039482569.1|DSAN
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC120446322|XP_039483172.1|DSAN
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC120445878|XP_039482751.1|DSAN
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC120451198|XP_039490587.1|DSAN
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC120448014|XP_039485669.1|DSAN
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP	LOC120445686|XP_039482176.1|DSAN
OG0000173	CCAP1982_LOCUS21539|CAD7013477.1|CCAP	LOC120446598|XP_039483562.1|DSAN
OG0000174	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP	LOC120452240|XP_039492303.1|DSAN
OG0000174	CCAP1982_LOCUS7088|CAD6998497.1|CCAP	LOC120458882|XP_039502652.1|DSAN, LOC120445713|XP_039482207.1|DSAN
OG0000175	CCAP1982_LOCUS4970|CAD6996286.1|CCAP	LOC120451302|XP_039490802.1|DSAN
OG0000175	CCAP1982_LOCUS785|CAD6991894.1|CCAP	LOC120451393|XP_039490992.1|DSAN, LOC120451395|XP_039490996.1|DSAN, LOC120451394|XP_039490995.1|DSAN
OG0000176	CCAP1982_LOCUS11594|CAD7003132.1|CCAP	LOC120450130|XP_039488890.1|DSAN, LOC120450131|XP_039488891.1|DSAN, LOC120448053|XP_039485736.1|DSAN, LOC120448055|XP_039485738.1|DSAN
OG0000177	CCAP1982_LOCUS3972|CAD6995251.1|CCAP	LOC120453959|XP_039494842.1|DSAN
OG0000179	CCAP1982_LOCUS19655|CAD7011567.1|CCAP	LOC120455127|XP_039496958.1|DSAN
OG0000179	CCAP1982_LOCUS20038|CAD7011926.1|CCAP	LOC120444365|XP_039479889.1|DSAN
OG0000180	CCAP1982_LOCUS23260|CAD7015315.1|CCAP	LOC120444401|XP_039479957.1|DSAN
OG0000181	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP	LOC120452336|XP_039492433.1|DSAN
OG0000181	CCAP1982_LOCUS2664|CAD6993867.1|CCAP	LOC120452244|XP_039492305.1|DSAN
OG0000181	CCAP1982_LOCUS2967|CAD6994205.1|CCAP	LOC120453640|XP_039494368.1|DSAN
OG0000182	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP	LOC120450801|XP_039489902.1|DSAN
OG0000182	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP	LOC120451020|XP_039490279.1|DSAN, LOC120451018|XP_039490277.1|DSAN
OG0000183	CCAP1982_LOCUS11927|CAD7003476.1|CCAP	LOC120457162|XP_039500372.1|DSAN, LOC120451563|XP_039491300.1|DSAN, LOC120448380|XP_039486296.1|DSAN, LOC120449076|XP_039487309.1|DSAN
OG0000184	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP	LOC120449599|XP_039488103.1|DSAN, LOC120458704|XP_039502382.1|DSAN
