Orthogroup	CCAP.longest_only	DKIK.longest_only
OG0000054	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP	LOC108080878|XP_017031270.1|DKIK, LOC108080879|XP_017031271.1|DKIK, LOC108081160|XP_017031693.1|DKIK, LOC108081159|XP_017031690.1|DKIK
OG0000055	CCAP1982_LOCUS1093|CAD6992223.1|CCAP, CCAP1982_LOCUS1092|CAD6992222.1|CCAP	LOC108085845|XP_017038092.1|DKIK, LOC108085848|XP_017038094.1|DKIK
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC108084972|XP_017036881.1|DKIK, LOC108082757|XP_017033763.1|DKIK, LOC108082758|XP_017033764.1|DKIK, LOC108070811|XP_017016903.1|DKIK
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC108085570|XP_017037699.1|DKIK, LOC108085569|XP_017037698.1|DKIK, LOC108085567|XP_017037695.1|DKIK, LOC108085562|XP_017037690.1|DKIK, LOC108085556|XP_017037683.1|DKIK, LOC108085561|XP_017037689.1|DKIK, LOC108085559|XP_017037687.1|DKIK
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC108085322|XP_017037367.1|DKIK
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC108086185|XP_017038537.1|DKIK
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC108086197|XP_017038548.1|DKIK, LOC108086180|XP_017038532.1|DKIK, LOC108086179|XP_017038531.1|DKIK, LOC108086178|XP_017038530.1|DKIK
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC108086191|XP_017038544.1|DKIK, LOC108086182|XP_017038533.1|DKIK
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC108079601|XP_017029447.1|DKIK, LOC108071778|XP_017018123.1|DKIK, LOC108079559|XP_017029388.1|DKIK, LOC108072700|XP_017019425.1|DKIK, LOC108082791|XP_017033825.1|DKIK, LOC108082790|XP_017033824.1|DKIK, LOC108077206|XP_017025943.1|DKIK, LOC108082143|XP_017032934.1|DKIK, LOC108078896|XP_017028518.1|DKIK, LOC108078667|XP_017028088.1|DKIK, LOC108079653|XP_017029539.1|DKIK, LOC108082253|XP_017033087.1|DKIK, LOC108082254|XP_017033088.1|DKIK
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC108071602|XP_017017872.1|DKIK, LOC108071633|XP_017017906.1|DKIK, LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC108077717|XP_017026657.1|DKIK, LOC108077718|XP_017026658.1|DKIK, LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK, LOC108077800|XP_017026803.1|DKIK, LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC108084848|XP_017036716.1|DKIK
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC108085996|XP_017038286.1|DKIK
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC108077943|XP_017026970.1|DKIK
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC108085995|XP_017038285.1|DKIK
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC108072243|XP_017018793.1|DKIK
OG0000069	CCAP1982_LOCUS4129|CAD6995412.1|CCAP	LOC108072916|XP_017019738.1|DKIK
OG0000069	CCAP1982_LOCUS11675|CAD7003215.1|CCAP, CCAP1982_LOCUS19857|CAD7011745.1|CCAP, CCAP1982_LOCUS10171|CAD7001680.1|CCAP, CCAP1982_LOCUS5820|CAD6997179.1|CCAP	LOC108085291|XP_017037341.1|DKIK
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC108070385|XP_017016325.1|DKIK, LOC108070384|XP_017016324.1|DKIK, LOC108070386|XP_017016326.1|DKIK
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC108076540|XP_017024942.1|DKIK
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC108076135|XP_017024352.1|DKIK
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC108082462|XP_017033327.1|DKIK
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC108075433|XP_017023346.1|DKIK
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC108071625|XP_017017896.1|DKIK
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC108078805|XP_017028362.1|DKIK
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC108078731|XP_017028222.1|DKIK
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC108078964|XP_017028614.1|DKIK
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC108076740|XP_017025218.1|DKIK
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC108073492|XP_017020640.1|DKIK
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC108070868|XP_017016990.1|DKIK
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC108077758|XP_017026727.1|DKIK
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC108073934|XP_017021227.1|DKIK
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC108076521|XP_017024919.1|DKIK, LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC108077314|XP_017026091.1|DKIK, LOC108075851|XP_017023931.1|DKIK, LOC108075726|XP_017023759.1|DKIK
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC108077101|XP_017025775.1|DKIK
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC108082570|XP_017033516.1|DKIK
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC108073008|XP_017019953.1|DKIK
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC108081995|XP_017032728.1|DKIK
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC108077379|XP_017026162.1|DKIK
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC108076386|XP_017024698.1|DKIK
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC108081135|XP_017031645.1|DKIK
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC108078680|XP_017028115.1|DKIK
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC108077947|XP_017026974.1|DKIK
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC108078973|XP_017028631.1|DKIK
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC108075739|XP_017023776.1|DKIK
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC108081166|XP_017031709.1|DKIK
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC108081243|XP_017031811.1|DKIK
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC108071264|XP_017017444.1|DKIK
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC108079645|XP_017029525.1|DKIK
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC108082873|XP_017033940.1|DKIK, LOC108075861|XP_017023944.1|DKIK, LOC108085902|XP_017038160.1|DKIK
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC108082876|XP_017033946.1|DKIK
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC108077716|XP_017026656.1|DKIK
OG0000101	CCAP1982_LOCUS12876|CAD7004470.1|CCAP	LOC108083700|XP_017035084.1|DKIK
OG0000101	CCAP1982_LOCUS12873|CAD7004467.1|CCAP	LOC108083701|XP_017035085.1|DKIK
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC108083696|XP_017035073.1|DKIK
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC108083702|XP_017035086.1|DKIK
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC108078325|XP_017027613.1|DKIK
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK, LOC108071951|XP_017018407.1|DKIK
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC108072142|XP_017018672.1|DKIK
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC108071553|XP_017017820.1|DKIK
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC108082132|XP_017032923.1|DKIK
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC108080884|XP_017031275.1|DKIK
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC108072231|XP_017018782.1|DKIK, LOC108076846|XP_017025364.1|DKIK, LOC108076996|XP_017025555.1|DKIK, LOC108076845|XP_017025363.1|DKIK, LOC108072303|XP_017018860.1|DKIK, LOC108072229|XP_017018781.1|DKIK
OG0000108	CCAP1982_LOCUS12746|CAD7004327.1|CCAP	LOC108076114|XP_017024329.1|DKIK
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC108077298|XP_017026067.1|DKIK
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC108078152|XP_017027292.1|DKIK, LOC108078144|XP_017027276.1|DKIK
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC108078161|XP_017027305.1|DKIK
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC108082105|XP_017032890.1|DKIK, LOC108082108|XP_017032897.1|DKIK
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC108070647|XP_017016704.1|DKIK, LOC108083778|XP_017035191.1|DKIK
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC108082009|XP_017032753.1|DKIK
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC108082010|XP_017032754.1|DKIK
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC108071262|XP_017017439.1|DKIK
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC108072007|XP_017018473.1|DKIK, LOC108076606|XP_017025010.1|DKIK, LOC108071989|XP_017018452.1|DKIK
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC108071252|XP_017017427.1|DKIK, LOC108071353|XP_017017583.1|DKIK, LOC108071254|XP_017017430.1|DKIK, LOC108071253|XP_017017429.1|DKIK
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC108085279|XP_017037320.1|DKIK
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC108085280|XP_017037321.1|DKIK
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC108085261|XP_017037300.1|DKIK
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK, LOC108084013|XP_017035515.1|DKIK
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC108084109|XP_017035624.1|DKIK
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC108073105|XP_017020084.1|DKIK
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC108071718|XP_017018030.1|DKIK
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC108074529|XP_017022095.1|DKIK
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC108074147|XP_017021535.1|DKIK
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC108078069|XP_017027122.1|DKIK, LOC108086046|XP_017038354.1|DKIK
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC108076393|XP_017024719.1|DKIK, LOC108084539|XP_017036265.1|DKIK, LOC108080453|XP_017030679.1|DKIK, LOC108080459|XP_017030684.1|DKIK
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC108083937|XP_017035432.1|DKIK
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK, LOC108084025|XP_017035527.1|DKIK
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC108084088|XP_017035601.1|DKIK
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC108084070|XP_017035577.1|DKIK
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC108070448|XP_017016416.1|DKIK, LOC108074574|XP_017022165.1|DKIK, LOC108081608|XP_017032316.1|DKIK, LOC108071891|XP_017018312.1|DKIK, LOC108079384|XP_017029194.1|DKIK
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC108071644|XP_017017924.1|DKIK, LOC108071629|XP_017017901.1|DKIK, LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC108080803|XP_017031183.1|DKIK
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC108084363|XP_017036025.1|DKIK
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC108075492|XP_017023441.1|DKIK
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC108077139|XP_017025842.1|DKIK
OG0000136	CCAP1982_LOCUS19560|CAD7011460.1|CCAP	LOC108080414|XP_017030635.1|DKIK
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP	LOC108079090|XP_017028805.1|DKIK
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC108070683|XP_017016744.1|DKIK
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC108079073|XP_017028777.1|DKIK
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC108085405|XP_017037462.1|DKIK, LOC108085483|XP_017037593.1|DKIK, LOC108085456|XP_017037558.1|DKIK, LOC108085455|XP_017037557.1|DKIK, LOC108085457|XP_017037559.1|DKIK
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC108077557|XP_017026439.1|DKIK
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC108073193|XP_017020195.1|DKIK
OG0000142	CCAP1982_LOCUS3469|CAD6994736.1|CCAP	LOC108083644|XP_017035008.1|DKIK
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC108080652|XP_017030964.1|DKIK
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC108084005|XP_017035507.1|DKIK
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP	LOC108072611|XP_017019323.1|DKIK
OG0000145	CCAP1982_LOCUS9140|CAD7000666.1|CCAP	LOC108072579|XP_017019273.1|DKIK
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC108072578|XP_017019272.1|DKIK
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC108077260|XP_017026015.1|DKIK
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC108085646|XP_017037825.1|DKIK
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC108085647|XP_017037826.1|DKIK
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC108086104|XP_017038421.1|DKIK
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC108072350|XP_017018934.1|DKIK, LOC108072341|XP_017018924.1|DKIK, LOC108072368|XP_017018957.1|DKIK, LOC108072361|XP_017018945.1|DKIK
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC108074988|XP_017022708.1|DKIK
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC108074989|XP_017022709.1|DKIK
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC108075025|XP_017022768.1|DKIK
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC108073775|XP_017021031.1|DKIK, LOC108073776|XP_017021032.1|DKIK
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC108070721|XP_017016804.1|DKIK, LOC108075504|XP_017023460.1|DKIK, LOC108070720|XP_017016803.1|DKIK, LOC108070636|XP_017016691.1|DKIK
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC108075707|XP_017023727.1|DKIK
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK, LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC108073559|XP_017020734.1|DKIK, LOC108073558|XP_017020733.1|DKIK
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC108072718|XP_017019464.1|DKIK
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC108078113|XP_017027210.1|DKIK, LOC108078122|XP_017027238.1|DKIK, LOC108078116|XP_017027224.1|DKIK
OG0000156	CCAP1982_LOCUS14128|CAD7005779.1|CCAP	LOC108076185|XP_017024406.1|DKIK, LOC108077789|XP_017026782.1|DKIK
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC108078511|XP_017027902.1|DKIK, LOC108078510|XP_017027901.1|DKIK, LOC108078512|XP_017027903.1|DKIK
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC108071493|XP_017017744.1|DKIK, LOC108071548|XP_017017814.1|DKIK
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC108083323|XP_017034554.1|DKIK
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC108080686|XP_017031009.1|DKIK
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC108083108|XP_017034255.1|DKIK
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC108073540|XP_017020713.1|DKIK
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC108080257|XP_017030406.1|DKIK, LOC108080406|XP_017030627.1|DKIK, LOC108072666|XP_017019391.1|DKIK
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC108083957|XP_017035452.1|DKIK, LOC108080517|XP_017030789.1|DKIK
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC108086259|XP_017038632.1|DKIK
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC108077980|XP_017027012.1|DKIK, LOC108078725|XP_017028218.1|DKIK
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC108073848|XP_017021118.1|DKIK
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC108085133|XP_017037130.1|DKIK, LOC108080902|XP_017031293.1|DKIK, LOC108080939|XP_017031334.1|DKIK, LOC108080922|XP_017031315.1|DKIK
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC108078362|XP_017027672.1|DKIK
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC108077485|XP_017026297.1|DKIK, LOC108077501|XP_017026318.1|DKIK
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC108077494|XP_017026308.1|DKIK
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC108084557|XP_017036298.1|DKIK, LOC108084558|XP_017036302.1|DKIK
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC108078733|XP_017028224.1|DKIK, LOC108085703|XP_017037906.1|DKIK
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC108079562|XP_017029391.1|DKIK, LOC108079543|XP_017029368.1|DKIK
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC108079561|XP_017029390.1|DKIK
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC108075455|XP_017023402.1|DKIK
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC108077094|XP_017025759.1|DKIK
