Orthogroup	CCAP.longest_only	DSIM.longest_only
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC6729758|XP_002105064.1|DSIM, LOC6729756|XP_002105062.1|DSIM, LOC6729755|XP_002105061.1|DSIM, LOC6729757|XP_002105063.1|DSIM, LOC6729753|XP_002105059.1|DSIM, LOC27207094|XP_016036447.1|DSIM, LOC6729751|XP_002105057.1|DSIM
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC27206381|XP_016037061.1|DSIM
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC6732437|XP_002079558.1|DSIM
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC6732443|XP_002079564.1|DSIM
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC6732439|XP_002079560.1|DSIM, LOC6732440|XP_002079561.1|DSIM
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC6740030|XP_002076916.1|DSIM, LOC6732805|XP_002079918.1|DSIM, LOC6726783|XP_002102191.1|DSIM, LOC6732806|XP_002079919.1|DSIM, LOC27208526|XP_016023428.1|DSIM, LOC27209077|XP_016023423.1|DSIM
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC27208797|XP_016031320.1|DSIM, LOC6737522|XP_002084358.1|DSIM, LOC6737523|XP_002084359.2|DSIM, LOC6737524|XP_016031319.1|DSIM
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC6728371|XP_002103719.1|DSIM, LOC6731536|XP_002078683.1|DSIM, LOC6728370|XP_002103718.1|DSIM, LOC6727792|XP_002103153.2|DSIM, LOC6727793|XP_016034382.1|DSIM
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC6727258|XP_016033773.1|DSIM
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC6736894|XP_016030541.1|DSIM
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC6733725|XP_016026693.1|DSIM
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC6736893|XP_002083746.1|DSIM
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC6737960|XP_016031706.1|DSIM, LOC6737959|XP_039149304.1|DSIM, LOC6737961|XP_002084777.1|DSIM
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC6734771|XP_002081774.1|DSIM
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC6734779|XP_002081782.1|DSIM
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC6734773|XP_016027978.1|DSIM
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC6735060|XP_016028345.1|DSIM
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC6739755|XP_039150533.1|DSIM
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC6736960|XP_002083807.1|DSIM
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC6737413|XP_002084251.2|DSIM
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC6737412|XP_016031174.1|DSIM
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC6737410|XP_002084248.1|DSIM
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC6736800|XP_016030455.1|DSIM
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC6735263|XP_002082233.1|DSIM
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC6728793|XP_002104128.1|DSIM
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC27208378|XP_016029441.1|DSIM
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC6739786|XP_016036667.1|DSIM
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC6730899|XP_016023328.1|DSIM, LOC6730900|XP_002078064.2|DSIM
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC6734869|XP_002081870.3|DSIM, LOC6734871|XP_039147232.1|DSIM
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC6736307|XP_002083191.1|DSIM
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC6735734|XP_016029105.1|DSIM, LOC6729147|XP_002104468.1|DSIM
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC6728152|XP_002103502.1|DSIM
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC6731833|XP_002078968.2|DSIM, LOC6731564|XP_002078705.1|DSIM, LOC6731563|XP_016024230.1|DSIM, LOC6731560|XP_002078701.1|DSIM, LOC6731562|XP_016024229.1|DSIM
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC6731834|XP_002078969.1|DSIM
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC6735164|XP_016028449.1|DSIM
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC6734690|XP_002081697.1|DSIM
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC6731703|XP_002078839.2|DSIM
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC6732326|XP_002079454.1|DSIM
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC6733235|XP_016026114.1|DSIM
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC6727037|XP_002102435.1|DSIM
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC6737468|XP_002084304.1|DSIM
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC6733740|XP_002080786.2|DSIM
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC6733746|XP_016026706.1|DSIM
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC6736772|XP_002083628.1|DSIM
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC6730014|XP_016036778.1|DSIM
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC6727564|XP_016034162.1|DSIM
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC6727565|XP_016034164.1|DSIM
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC6729582|XP_002104890.2|DSIM
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC6729585|XP_002104893.2|DSIM
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC6729663|XP_002104969.1|DSIM, LOC6729583|XP_002104891.1|DSIM
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC6731455|XP_016024109.1|DSIM
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC6726915|XP_002102317.1|DSIM
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC6732786|XP_016025498.1|DSIM, LOC6732455|XP_002079575.1|DSIM, LOC6728671|XP_016035335.1|DSIM
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC6732853|XP_002079963.2|DSIM
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC6728369|XP_002103717.1|DSIM
OG0000101	CCAP1982_LOCUS12874|CAD7004468.1|CCAP	LOC27207534|XP_016032499.1|DSIM
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC6738674|XP_016032493.2|DSIM
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC120284835|XP_039150176.1|DSIM
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC6733641|XP_016026602.1|DSIM
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM, LOC27207409|XP_016032345.1|DSIM
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC6733940|XP_016026992.1|DSIM
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC6738313|XP_002085123.2|DSIM
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC6731627|XP_002078767.1|DSIM
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC6728924|XP_002104252.1|DSIM
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC6735822|XP_002082732.2|DSIM, LOC6732592|XP_002079711.1|DSIM, LOC6732593|XP_002079712.2|DSIM, LOC6732591|XP_002079710.1|DSIM, LOC6739496|XP_002076393.1|DSIM
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC6731848|XP_016024531.1|DSIM, LOC27208206|XP_016024529.1|DSIM
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC6737136|XP_002083983.2|DSIM, LOC6737137|XP_002083984.1|DSIM
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC6737138|XP_002083985.1|DSIM
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC6735301|XP_002082261.1|DSIM, LOC6735304|XP_002082264.1|DSIM, LOC6739475|XP_002076375.1|DSIM
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC6732644|XP_016025356.2|DSIM, LOC6731264|XP_002078422.2|DSIM, LOC6734348|XP_002081369.1|DSIM, LOC6726892|XP_002102294.1|DSIM
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC27206508|XP_016024716.1|DSIM
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC27206554|XP_016024717.1|DSIM
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC6729593|XP_002104901.1|DSIM
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC6729599|XP_016036240.1|DSIM
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC6729594|XP_002104902.3|DSIM, LOC6729595|XP_002104903.1|DSIM
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC6732271|XP_016024938.1|DSIM
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC6732270|XP_002079399.2|DSIM
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC27208966|XP_016024937.1|DSIM
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC6732269|XP_002079398.1|DSIM
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC6731055|XP_039150598.1|DSIM
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC6728692|XP_002104028.2|DSIM, LOC6728690|XP_016035360.2|DSIM
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC6728691|XP_002104027.1|DSIM
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC6734025|XP_016027044.1|DSIM
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC6725520|XP_002106533.1|DSIM
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC6730645|XP_016023081.1|DSIM
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC6725674|XP_016038931.1|DSIM
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC6733724|XP_039148554.1|DSIM, LOC6730941|XP_039154462.1|DSIM
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC6736097|XP_002082998.1|DSIM, LOC6728300|XP_016034934.1|DSIM, LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM, LOC6726984|XP_002102385.2|DSIM
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC6729834|XP_016036531.1|DSIM
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC6728310|XP_002103659.2|DSIM
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC6730114|XP_002105407.1|DSIM, LOC6732374|XP_016025028.1|DSIM
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM, LOC6727119|XP_002102512.1|DSIM
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC6727118|XP_016033595.1|DSIM
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC6735515|XP_016028855.1|DSIM
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC6727189|XP_039151032.1|DSIM
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC6737662|XP_016031425.1|DSIM, LOC27209404|XP_016024417.1|DSIM, LOC27208978|XP_016038348.1|DSIM
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC6736999|XP_002083846.2|DSIM, LOC6736995|XP_002083842.1|DSIM, LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC6728271|XP_016034905.1|DSIM
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC6727586|XP_002102965.1|DSIM
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC6728063|XP_016034682.1|DSIM
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC6731882|XP_016024555.1|DSIM
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC6739695|XP_039150368.1|DSIM
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC6737058|XP_016030680.1|DSIM
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC6728889|XP_002104222.2|DSIM, LOC6728890|XP_002104223.1|DSIM, LOC6728888|XP_002104221.2|DSIM, LOC27207568|XP_016035580.1|DSIM, LOC6728887|XP_002104220.2|DSIM
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC6737296|XP_016031007.1|DSIM
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC6729412|XP_016036060.2|DSIM
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC6738585|XP_002085389.2|DSIM
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC6728034|XP_016034649.1|DSIM
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP	LOC6732521|XP_002079640.1|DSIM
OG0000145	CCAP1982_LOCUS9140|CAD7000666.1|CCAP	LOC6732519|XP_002079638.2|DSIM
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC6732520|XP_002079639.1|DSIM
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC6732125|XP_002079257.2|DSIM
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC6726955|XP_002102357.1|DSIM
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC6726954|XP_002102356.1|DSIM
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC6730876|XP_016023300.1|DSIM
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC6740630|XP_016023047.2|DSIM, LOC27206529|XP_039151345.1|DSIM, LOC6730607|XP_002077786.1|DSIM, LOC27207898|XP_016023046.1|DSIM, LOC6730608|XP_002077787.2|DSIM, LOC6730609|XP_002077788.1|DSIM
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC6738805|XP_002085605.1|DSIM
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC6738810|XP_002085610.1|DSIM
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC6738809|XP_002085609.1|DSIM
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC6737742|XP_002084571.1|DSIM
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC6729998|XP_002105292.1|DSIM, LOC6729300|XP_002104617.1|DSIM, LOC6729999|XP_016036765.1|DSIM, LOC27206197|XP_039151544.1|DSIM, LOC6730000|XP_016036767.1|DSIM
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC6728123|XP_016034743.1|DSIM
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC6728126|XP_002103477.1|DSIM, LOC6728125|XP_002103476.2|DSIM
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC6729177|XP_002104498.2|DSIM, LOC6729178|XP_002104499.2|DSIM
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC27206855|XP_016031941.1|DSIM
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC6737150|XP_002083997.1|DSIM, LOC27206885|XP_039149275.1|DSIM, LOC6737146|XP_002083993.2|DSIM
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM, LOC6733590|XP_002080644.1|DSIM
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC6737096|XP_002083943.2|DSIM, LOC6737097|XP_002083944.2|DSIM
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC6739162|XP_039149829.1|DSIM
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC6738522|XP_002085328.2|DSIM
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC6738134|XP_016031967.1|DSIM
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC6728996|XP_002104317.1|DSIM, LOC6728997|XP_016035660.1|DSIM
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC6736233|XP_016029741.1|DSIM
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC6740095|XP_016039118.1|DSIM
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC6731015|XP_016023502.1|DSIM
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC6736190|XP_002083086.1|DSIM
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC6730512|XP_016022972.1|DSIM, LOC6725782|XP_016039090.1|DSIM
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC6734384|XP_016027507.1|DSIM
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC27207201|XP_016028816.1|DSIM
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC6737345|XP_016031072.1|DSIM, LOC6737343|XP_002084181.1|DSIM
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC6737344|XP_016031071.2|DSIM
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC6729334|XP_002104651.1|DSIM
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC27207558|XP_016031169.1|DSIM, LOC6728313|XP_002103662.1|DSIM
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC6732657|XP_016025370.1|DSIM, LOC6732658|XP_002079775.1|DSIM
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC6732656|XP_002079773.2|DSIM
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC6732305|XP_039147991.1|DSIM
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC6731680|XP_039154479.1|DSIM
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC6736567|XP_016030152.1|DSIM
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP	LOC6735740|XP_016029110.1|DSIM
OG0000173	CCAP1982_LOCUS21539|CAD7013477.1|CCAP	LOC6735737|XP_002082650.1|DSIM
OG0000174	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP	LOC6733346|XP_002080403.2|DSIM
OG0000174	CCAP1982_LOCUS7088|CAD6998497.1|CCAP	LOC6731603|XP_039153037.1|DSIM, LOC6734227|XP_002081256.1|DSIM
OG0000175	CCAP1982_LOCUS4970|CAD6996286.1|CCAP	LOC6728524|XP_016035184.1|DSIM
OG0000175	CCAP1982_LOCUS785|CAD6991894.1|CCAP	LOC6729686|XP_016036350.1|DSIM
OG0000176	CCAP1982_LOCUS11594|CAD7003132.1|CCAP	LOC27206250|XP_016030468.1|DSIM, LOC27206279|XP_039149189.1|DSIM, LOC27206281|XP_016030475.1|DSIM, LOC27206280|XP_016030473.1|DSIM
OG0000177	CCAP1982_LOCUS3972|CAD6995251.1|CCAP	LOC6729924|XP_002105226.1|DSIM
OG0000179	CCAP1982_LOCUS19655|CAD7011567.1|CCAP	LOC6733762|XP_016026719.1|DSIM
OG0000179	CCAP1982_LOCUS20038|CAD7011926.1|CCAP	LOC6734112|XP_016027125.2|DSIM
OG0000180	CCAP1982_LOCUS23260|CAD7015315.1|CCAP	LOC6735106|XP_002082083.1|DSIM
OG0000181	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP	LOC6726671|XP_002102082.2|DSIM
OG0000181	CCAP1982_LOCUS2664|CAD6993867.1|CCAP	LOC27206427|XP_016036575.1|DSIM
OG0000181	CCAP1982_LOCUS2967|CAD6994205.1|CCAP	LOC6729772|XP_016036457.1|DSIM
OG0000182	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP	LOC120285037|XP_039151314.1|DSIM
OG0000182	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP	LOC6726850|XP_002102252.1|DSIM, LOC27207083|XP_016033359.1|DSIM
OG0000183	CCAP1982_LOCUS11927|CAD7003476.1|CCAP	LOC6724843|XP_016037625.1|DSIM, LOC6729990|XP_016036757.1|DSIM, LOC6737036|XP_002083883.1|DSIM, LOC6737416|XP_016031176.1|DSIM
OG0000184	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP	LOC6731373|XP_002078527.1|DSIM, LOC6731374|XP_002078528.1|DSIM
