Orthogroup	CCAP.longest_only	DANA.longest_only
OG0000054	CCAP1982_LOCUS1028|CAD6992150.1|CCAP	LOC6499283|XP_001954953.1|DANA
OG0000054	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP	LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA, LOC6499278|XP_001954958.1|DANA, LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA
OG0000055	CCAP1982_LOCUS1093|CAD6992223.1|CCAP, CCAP1982_LOCUS1092|CAD6992222.1|CCAP	LOC6501597|XP_001955556.1|DANA
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC6493582|XP_001958038.2|DANA, LOC6507265|XP_001956364.1|DANA, LOC6502760|XP_001964984.2|DANA, LOC6497335|XP_001962298.1|DANA, LOC6503754|XP_001963803.1|DANA
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC6499242|XP_001955037.1|DANA, LOC6499240|XP_001955039.1|DANA, LOC6501345|XP_001955040.1|DANA, LOC6499241|XP_001955038.1|DANA, LOC6499239|XP_001955045.1|DANA
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC6505935|XP_001964647.1|DANA
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC6496734|XP_001967353.1|DANA
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC6496703|XP_001967348.1|DANA
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC6496732|XP_001967351.1|DANA
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC6504406|XP_001967034.1|DANA, LOC116656058|XP_032311281.1|DANA, LOC26513968|XP_014760632.2|DANA, LOC26514771|XP_014760656.1|DANA, LOC6497538|XP_001961881.1|DANA, LOC26515327|XP_014762422.1|DANA, LOC6496869|XP_001963239.2|DANA, LOC116656013|XP_032311002.1|DANA, LOC116656063|XP_032311298.1|DANA, LOC6504653|XP_001964881.1|DANA, LOC26515349|XP_014760676.1|DANA, LOC26514282|XP_014760647.1|DANA
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC6506480|XP_001957794.2|DANA, LOC6506483|XP_001957791.1|DANA, LOC6506482|XP_001957792.1|DANA, LOC6506481|XP_001957793.1|DANA
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC6499838|XP_001953807.1|DANA, LOC6499850|XP_001953772.1|DANA, LOC6499849|XP_001953773.1|DANA, LOC6499852|XP_001953771.2|DANA, LOC6499848|XP_001953774.1|DANA, LOC6499853|XP_001953770.1|DANA
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC6499795|XP_032305657.1|DANA, LOC6499794|XP_001953901.1|DANA
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC6506620|XP_001957527.1|DANA
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC6495325|XP_001958630.1|DANA
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC6493325|XP_001957528.1|DANA
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC6496205|XP_014763669.1|DANA
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC6506125|XP_001958498.2|DANA, LOC6493818|XP_001958499.2|DANA, LOC6493817|XP_001958497.2|DANA
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC6496435|XP_001960911.2|DANA
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC6494126|XP_001960916.1|DANA
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC6496437|XP_001960913.2|DANA
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC6495130|XP_032306843.1|DANA
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC6501709|XP_014767186.1|DANA
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC6506390|XP_001957961.1|DANA
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC6493560|XP_001957997.1|DANA
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC6493559|XP_001957996.1|DANA
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC6506378|XP_001957994.1|DANA
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC6507708|XP_032310567.1|DANA
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC6495454|XP_001958879.1|DANA
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC6500548|XP_001953433.1|DANA
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC6494255|XP_001960658.2|DANA
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC6498930|XP_001955657.2|DANA
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC116654890|XP_032307325.1|DANA, LOC26515455|XP_014762435.1|DANA, LOC6497477|XP_001961997.1|DANA, LOC26514625|XP_014762351.1|DANA
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC6492911|XP_032306632.1|DANA, LOC6492910|XP_001955590.1|DANA, LOC6501610|XP_001955588.1|DANA, LOC116656055|XP_032311275.1|DANA, LOC26515084|XP_014764086.1|DANA, LOC116656191|XP_032311532.1|DANA, LOC116656193|XP_032311533.1|DANA, LOC6505843|XP_032311161.1|DANA
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC6507078|XP_001956706.2|DANA
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC6496417|XP_001960874.1|DANA, LOC6501080|XP_032305850.1|DANA, LOC6501083|XP_001954522.1|DANA
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC6499028|XP_001955484.1|DANA, LOC6499027|XP_032311475.1|DANA
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC6496922|XP_001963135.1|DANA, LOC6497178|XP_001962608.1|DANA, LOC6497179|XP_001962607.1|DANA, LOC6497181|XP_001962605.1|DANA, LOC6497182|XP_001962604.2|DANA, LOC6497183|XP_001962603.1|DANA, LOC6497180|XP_001962606.1|DANA
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC6498600|XP_014762200.1|DANA
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC6493976|XP_001961222.1|DANA
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC6496169|XP_001960366.1|DANA
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC6496978|XP_001963012.1|DANA
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC6497827|XP_032307448.1|DANA
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC6496644|XP_001961321.1|DANA
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC6500432|XP_001953205.1|DANA
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC6507779|XP_001956330.2|DANA
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC6495340|XP_001958614.1|DANA
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC6495339|XP_032306761.1|DANA
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC6507692|XP_014765406.1|DANA
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC6505932|XP_001964640.2|DANA
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC6500890|XP_001954116.1|DANA
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC6500891|XP_001954117.1|DANA
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC6500214|XP_001953014.1|DANA
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC6500347|XP_001953016.1|DANA
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC6501008|XP_001954370.1|DANA, LOC6500213|XP_001953015.1|DANA
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC6498089|XP_001962057.1|DANA
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC6501401|XP_001955180.1|DANA
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC26515135|XP_032306053.1|DANA, LOC26513823|XP_032305336.1|DANA, LOC6500320|XP_001952965.1|DANA
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC6497252|XP_001962468.1|DANA
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC6499837|XP_001953808.1|DANA
OG0000101	CCAP1982_LOCUS12874|CAD7004468.1|CCAP	LOC6493631|XP_032309640.1|DANA
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC6493632|XP_001958135.2|DANA
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC116655752|XP_032309646.1|DANA
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC6495563|XP_001959110.1|DANA
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC6493013|XP_001956853.1|DANA, LOC6506530|XP_001957705.2|DANA, LOC26514817|XP_014765666.1|DANA
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC6495378|XP_001958702.1|DANA
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC6507022|XP_001956806.1|DANA
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC6492993|XP_001956811.1|DANA
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC6500031|XP_001953356.1|DANA
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC6500504|XP_032307642.1|DANA, LOC6500505|XP_001953361.1|DANA
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC6496163|XP_001960354.1|DANA, LOC6497607|XP_001961724.3|DANA, LOC6500335|XP_032305359.1|DANA, LOC6497608|XP_032307443.1|DANA, LOC116654916|XP_032307444.1|DANA, LOC6497610|XP_001961722.1|DANA, LOC6496162|XP_032306051.1|DANA, LOC6496160|XP_032306054.1|DANA, LOC6496161|XP_032306052.1|DANA
OG0000108	CCAP1982_LOCUS12746|CAD7004327.1|CCAP	LOC26513828|XP_014760352.2|DANA
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC6498607|XP_001963150.1|DANA, LOC6498606|XP_001963149.2|DANA
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC6493510|XP_001957896.1|DANA, LOC6493511|XP_001957897.1|DANA
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC6506428|XP_001957898.1|DANA
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC6494597|XP_001960038.1|DANA, LOC6494598|XP_001960034.3|DANA, LOC6496010|XP_001960035.1|DANA
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC26514615|XP_014759306.1|DANA, LOC6499153|XP_001955201.2|DANA, LOC6497498|XP_014761715.2|DANA, LOC26514152|XP_014765581.1|DANA
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC6506027|XP_001965082.1|DANA
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC6504280|XP_001965081.1|DANA
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC6500211|XP_001953022.2|DANA
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC6500206|XP_014766419.2|DANA, LOC6500205|XP_001953029.1|DANA
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC6500210|XP_001953023.1|DANA, LOC6500207|XP_001953026.1|DANA, LOC6500209|XP_001953024.1|DANA, LOC6500208|XP_001953025.1|DANA
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC6497093|XP_001962768.1|DANA
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC6497092|XP_001962769.1|DANA
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC116654468|XP_032311254.1|DANA
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC6498420|XP_032311255.1|DANA
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC6497208|XP_001962556.2|DANA, LOC6505594|XP_001964630.1|DANA
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC6500638|XP_001953621.1|DANA, LOC6500637|XP_001953620.1|DANA, LOC6500639|XP_001953623.1|DANA
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC6499924|XP_032307469.1|DANA
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC6502526|XP_001959929.1|DANA
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC6498269|XP_001962431.1|DANA
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC6497421|XP_001962120.1|DANA
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC6505057|XP_032307888.1|DANA
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC6495324|XP_001958631.1|DANA, LOC6507209|XP_032311380.1|DANA
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC6494655|XP_001959924.1|DANA, LOC6499709|XP_001954084.1|DANA, LOC6499440|XP_032312082.1|DANA, LOC6499441|XP_001954634.1|DANA, LOC6501146|XP_001954636.1|DANA
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC6505922|XP_014760838.1|DANA
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC6500877|XP_014766772.1|DANA
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC6501441|XP_014767048.1|DANA, LOC26514746|XP_032307471.1|DANA
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC6500069|XP_001953278.1|DANA, LOC6500068|XP_001953279.1|DANA, LOC6500070|XP_001953277.1|DANA
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC6500071|XP_001953276.2|DANA
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC6494973|XP_001959303.1|DANA, LOC6494972|XP_032306981.1|DANA
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC6499213|XP_032305663.1|DANA
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC6507784|XP_001956338.1|DANA, LOC26514837|XP_014762380.1|DANA, LOC6504106|XP_001964190.1|DANA
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC6506173|XP_001958415.1|DANA, LOC6493780|XP_001958418.1|DANA, LOC6493779|XP_001958417.1|DANA, LOC6493778|XP_001958416.1|DANA
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC6500194|XP_001953040.2|DANA
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC6504245|XP_001965101.1|DANA, LOC6504243|XP_001965102.1|DANA
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC6505793|XP_001964386.1|DANA
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC6500909|XP_032305809.1|DANA
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC6496896|XP_014761428.1|DANA
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP	LOC6507381|XP_014765193.1|DANA
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC6501405|XP_001955183.1|DANA
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC6493751|XP_014764526.1|DANA
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC6500963|XP_001954253.1|DANA, LOC6500964|XP_001954254.1|DANA, LOC6499635|XP_001954255.1|DANA
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC6493035|XP_001956911.2|DANA
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC6503405|XP_032312316.1|DANA
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC6493678|XP_001958216.1|DANA
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC6499955|XP_014766291.1|DANA
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC26514477|XP_014760209.1|DANA
OG0000145	CCAP1982_LOCUS9140|CAD7000666.1|CCAP	LOC6496821|XP_001963330.1|DANA
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC6496822|XP_001963329.2|DANA
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC6497036|XP_001962875.1|DANA
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC6499192|XP_001955143.1|DANA
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC6499191|XP_001955144.1|DANA
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC6497490|XP_001961975.1|DANA
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC6502400|XP_001963304.2|DANA, LOC6502401|XP_001963303.2|DANA, LOC6498676|XP_001963302.1|DANA
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC6507935|XP_001956644.1|DANA
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC6507937|XP_001956648.1|DANA
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC6507936|XP_001956647.3|DANA
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC6507130|XP_001956617.2|DANA
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC6499069|XP_001955369.1|DANA, LOC6499070|XP_001955368.1|DANA, LOC6499071|XP_001955367.1|DANA
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC6501547|XP_001955456.1|DANA
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC26513740|XP_014767205.1|DANA, LOC6501548|XP_001955457.2|DANA
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC6499512|XP_032309745.1|DANA, LOC6499513|XP_001954469.1|DANA
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC26514622|XP_014765646.1|DANA
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC6506421|XP_001957910.1|DANA, LOC6506426|XP_001957904.1|DANA, LOC6493516|XP_032310219.1|DANA
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC6504315|XP_001967792.1|DANA, LOC6504316|XP_001967794.1|DANA, LOC6502539|XP_001958803.3|DANA
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC6507641|XP_001956059.1|DANA, LOC6507415|XP_001956060.1|DANA
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC6493872|XP_001958596.1|DANA
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC6507855|XP_001956475.1|DANA
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC6506334|XP_032309699.1|DANA
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC6500815|XP_001953973.1|DANA, LOC6500816|XP_001953974.1|DANA, LOC6500817|XP_001953975.1|DANA
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC6506713|XP_032309771.1|DANA
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC6504070|XP_001964116.2|DANA
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC6504224|XP_001965130.2|DANA
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC6497190|XP_001962589.1|DANA
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC6501685|XP_001955757.1|DANA, LOC6498878|XP_001955758.2|DANA
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC6496558|XP_001961143.2|DANA, LOC6500384|XP_001953103.1|DANA, LOC6500143|XP_001953141.2|DANA
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC6494788|XP_001959669.1|DANA
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC6506991|XP_001956866.1|DANA, LOC6493019|XP_001956868.1|DANA
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC6502799|XP_001956867.2|DANA
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC6499826|XP_001953835.2|DANA
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC6502845|XP_001957991.1|DANA, LOC6493556|XP_001957990.1|DANA, LOC6499907|XP_001953658.1|DANA
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC6497315|XP_001962336.2|DANA, LOC6497316|XP_001962335.1|DANA
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC6497314|XP_001962337.1|DANA
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC6497107|XP_032311135.1|DANA
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC6504542|XP_014760443.1|DANA
OG0000171	CCAP1982_LOCUS6076|CAD6997430.1|CCAP	LOC6504327|XP_032311864.1|DANA
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC6493096|XP_032309598.1|DANA
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP	LOC26515599|XP_014764145.1|DANA
OG0000173	CCAP1982_LOCUS21539|CAD7013477.1|CCAP	LOC6494145|XP_001960871.1|DANA
OG0000174	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP	LOC6495093|XP_001959081.3|DANA
OG0000174	CCAP1982_LOCUS7088|CAD6998497.1|CCAP	LOC6505362|XP_001964855.1|DANA, LOC6495767|XP_001959531.1|DANA
OG0000175	CCAP1982_LOCUS4970|CAD6996286.1|CCAP	LOC6500937|XP_001954206.2|DANA
OG0000175	CCAP1982_LOCUS785|CAD6991894.1|CCAP	LOC6499579|XP_001954348.3|DANA
OG0000176	CCAP1982_LOCUS11594|CAD7003132.1|CCAP	LOC6507353|XP_032310568.1|DANA, LOC6507713|XP_032310569.1|DANA, LOC6507715|XP_001956202.1|DANA, LOC6507714|XP_001956199.1|DANA
OG0000177	CCAP1982_LOCUS3972|CAD6995251.1|CCAP	LOC6501645|XP_001955669.1|DANA
OG0000179	CCAP1982_LOCUS19655|CAD7011567.1|CCAP	LOC6496228|XP_032306947.1|DANA
OG0000179	CCAP1982_LOCUS20038|CAD7011926.1|CCAP	LOC6494932|XP_001959377.1|DANA
