Orthogroup	CCAP.longest_only	DSUZ.longest_only
OG0000048	CCAP1982_LOCUS14846|CAD7006532.1|CCAP, CCAP1982_LOCUS14847|CAD7006533.1|CCAP	LOC108011323|XP_016931922.2|DSUZ, LOC108011315|XP_016931911.1|DSUZ
OG0000048	CCAP1982_LOCUS14853|CAD7006539.1|CCAP, CCAP1982_LOCUS14855|CAD7006541.1|CCAP, CCAP1982_LOCUS14857|CAD7006543.1|CCAP, CCAP1982_LOCUS14856|CAD7006542.1|CCAP, CCAP1982_LOCUS14858|CAD7006544.1|CCAP	LOC108007323|XP_016926460.1|DSUZ, LOC108007321|XP_016926458.2|DSUZ
OG0000048	CCAP1982_LOCUS14852|CAD7006538.1|CCAP	LOC108019378|XP_016942690.1|DSUZ
OG0000049	CCAP1982_LOCUS3089|CAD6994333.1|CCAP	LOC108020795|XP_016944662.2|DSUZ
OG0000049	CCAP1982_LOCUS3087|CAD6994331.1|CCAP	LOC108019317|XP_016942627.2|DSUZ
OG0000049	CCAP1982_LOCUS3086|CAD6994330.1|CCAP	LOC118877929|XP_036674430.1|DSUZ, LOC108019319|XP_016942628.2|DSUZ
OG0000049	CCAP1982_LOCUS3090|CAD6994334.1|CCAP	LOC108020803|XP_016944672.2|DSUZ
OG0000050	CCAP1982_LOCUS13741|CAD7005381.1|CCAP	LOC108009777|XP_016929902.1|DSUZ
OG0000050	CCAP1982_LOCUS13740|CAD7005380.1|CCAP	LOC118878833|XP_036677754.1|DSUZ, LOC108007679|XP_036672301.1|DSUZ, LOC108007666|XP_016926877.2|DSUZ, LOC118878835|XP_036677757.1|DSUZ, LOC108007675|XP_016926887.1|DSUZ, LOC118878829|XP_036677750.1|DSUZ, LOC108007678|XP_016926890.1|DSUZ, LOC118878832|XP_036677753.1|DSUZ, LOC108007676|XP_016926888.1|DSUZ, LOC118878830|XP_036677751.1|DSUZ, LOC118878828|XP_036677749.1|DSUZ, LOC108007665|XP_016926876.1|DSUZ, LOC108007667|XP_016926878.2|DSUZ, LOC118878834|XP_036677756.1|DSUZ, LOC108007677|XP_016926889.1|DSUZ, LOC118878831|XP_036677752.1|DSUZ
OG0000051	CCAP1982_LOCUS274|CAD6991345.1|CCAP	LOC108007968|XP_016927228.1|DSUZ
OG0000051	CCAP1982_LOCUS4232|CAD6995519.1|CCAP, CCAP1982_LOCUS4234|CAD6995521.1|CCAP	LOC108008061|XP_016927332.1|DSUZ
OG0000051	CCAP1982_LOCUS4223|CAD6995510.1|CCAP, CCAP1982_LOCUS170|CAD6991233.1|CCAP, CCAP1982_LOCUS4233|CAD6995520.1|CCAP	LOC108019243|XP_016942528.2|DSUZ, LOC108010880|XP_036675361.1|DSUZ, LOC118877892|XP_036674208.1|DSUZ, LOC108017397|XP_036673834.1|DSUZ, LOC108019259|XP_016942548.2|DSUZ
OG0000052	CCAP1982_LOCUS19453|CAD7011350.1|CCAP, CCAP1982_LOCUS12190|CAD7003754.1|CCAP, CCAP1982_LOCUS12192|CAD7003756.1|CCAP, CCAP1982_LOCUS12191|CAD7003755.1|CCAP	LOC108016209|XP_016938326.2|DSUZ, LOC108017445|XP_036674526.1|DSUZ, LOC108016205|XP_016938321.2|DSUZ, LOC108016212|XP_016938330.1|DSUZ, LOC108016207|XP_016938323.1|DSUZ, LOC108018024|XP_016940878.1|DSUZ, LOC108018025|XP_016940880.1|DSUZ
OG0000053	CCAP1982_LOCUS20953|CAD7012854.1|CCAP	LOC108019583|XP_016942913.1|DSUZ, LOC108019582|XP_016942912.1|DSUZ
OG0000053	CCAP1982_LOCUS20955|CAD7012856.1|CCAP	LOC108019581|XP_016942910.1|DSUZ
OG0000053	CCAP1982_LOCUS20956|CAD7012857.1|CCAP	LOC108019580|XP_016942908.1|DSUZ
OG0000053	CCAP1982_LOCUS20959|CAD7012860.1|CCAP, CCAP1982_LOCUS21332|CAD7013261.1|CCAP, CCAP1982_LOCUS20960|CAD7012861.1|CCAP	LOC108019595|XP_016942926.1|DSUZ
OG0000054	CCAP1982_LOCUS1028|CAD6992150.1|CCAP	LOC108007018|XP_016926113.2|DSUZ
OG0000054	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP	LOC108007014|XP_016926109.2|DSUZ, LOC108007012|XP_016926106.2|DSUZ, LOC108007023|XP_016926117.2|DSUZ, LOC108007019|XP_016926114.2|DSUZ
OG0000055	CCAP1982_LOCUS1093|CAD6992223.1|CCAP, CCAP1982_LOCUS1092|CAD6992222.1|CCAP	LOC108016465|XP_016938609.1|DSUZ
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC108008838|XP_016928233.1|DSUZ, LOC108008882|XP_016928279.1|DSUZ, LOC108004630|XP_016923063.1|DSUZ, LOC108008875|XP_016928269.1|DSUZ, LOC108010497|XP_016930860.1|DSUZ, LOC108011123|XP_016931684.1|DSUZ
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC108010906|XP_016931395.2|DSUZ, LOC108004991|XP_016923598.2|DSUZ, LOC108004995|XP_036675477.1|DSUZ, LOC108010901|XP_016931379.2|DSUZ, LOC108010897|XP_016931376.2|DSUZ, LOC108010892|XP_036675426.1|DSUZ, LOC108010889|XP_016931367.2|DSUZ
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC108012147|XP_016932927.2|DSUZ
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC108008066|XP_016927350.1|DSUZ
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC108011189|XP_016931772.1|DSUZ
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC108009548|XP_016929484.1|DSUZ, LOC108010573|XP_036676705.1|DSUZ
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC108015083|XP_016936812.1|DSUZ, LOC108016949|XP_016939375.1|DSUZ, LOC108016941|XP_016939363.1|DSUZ, LOC108014192|XP_016935747.1|DSUZ, LOC108008804|XP_016928198.1|DSUZ, LOC108011049|XP_016931601.1|DSUZ, LOC108019095|XP_016942282.1|DSUZ, LOC108019076|XP_016942230.1|DSUZ, LOC108019103|XP_036676902.1|DSUZ
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC108012795|XP_016933718.1|DSUZ, LOC108012616|XP_016933525.2|DSUZ, LOC108012576|XP_016933479.1|DSUZ, LOC108012502|XP_016933399.1|DSUZ
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC108018380|XP_036672586.1|DSUZ, LOC108019746|XP_016943174.1|DSUZ, LOC118877555|XP_036672587.1|DSUZ, LOC108018714|XP_036672583.1|DSUZ, LOC108018713|XP_016941774.2|DSUZ, LOC108015662|XP_016937647.2|DSUZ, LOC108015669|XP_036673839.1|DSUZ, LOC108015657|XP_036673844.1|DSUZ
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC108018360|XP_036672819.1|DSUZ
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC108011429|XP_016932047.1|DSUZ
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC108008496|XP_016927850.1|DSUZ
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC108011430|XP_036670601.1|DSUZ
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC108008583|XP_016927949.1|DSUZ, LOC108005056|XP_016923688.1|DSUZ
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC118877301|XP_036671340.1|DSUZ, LOC108013781|XP_016935236.2|DSUZ
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC108008238|XP_016927518.1|DSUZ
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC108010178|XP_016930510.2|DSUZ
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC108006185|XP_016925109.1|DSUZ
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC108013859|XP_036672571.1|DSUZ, LOC108017156|XP_036675209.1|DSUZ
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC108012499|XP_036670611.1|DSUZ, LOC108012409|XP_016933258.1|DSUZ
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC108013578|XP_016934994.1|DSUZ
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC108012554|XP_016933456.2|DSUZ, LOC108013579|XP_016934995.1|DSUZ
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC108013329|XP_016934617.1|DSUZ
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC108005825|XP_036670890.1|DSUZ
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC108009747|XP_016929834.1|DSUZ
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC108015852|XP_016937909.1|DSUZ
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC108010141|XP_016930463.1|DSUZ
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC108014833|XP_016936524.2|DSUZ
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC108008363|XP_016927693.1|DSUZ, LOC108008373|XP_016927706.1|DSUZ
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC108008669|XP_016928052.2|DSUZ, LOC108018488|XP_016941536.1|DSUZ
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC108012473|XP_016933353.1|DSUZ
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC108005981|XP_016924910.2|DSUZ
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC108006237|XP_016925166.2|DSUZ, LOC108020861|XP_036674571.1|DSUZ, LOC118877946|XP_036674572.1|DSUZ, LOC108006234|XP_036672863.1|DSUZ
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC108021699|XP_016946017.1|DSUZ, LOC108019227|XP_016942512.1|DSUZ, LOC108018957|XP_016942050.1|DSUZ, LOC108019013|XP_016942116.1|DSUZ
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC108021302|XP_016945444.1|DSUZ
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC108019885|XP_016943446.1|DSUZ
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC108017776|XP_016940388.1|DSUZ
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC108006715|XP_016925785.1|DSUZ
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC108013454|XP_016934823.1|DSUZ
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC108018081|XP_016940973.1|DSUZ
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC108017134|XP_016939601.1|DSUZ
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC108012396|XP_016933244.1|DSUZ
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC108009148|XP_016928740.1|DSUZ
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC108008436|XP_016927775.1|DSUZ
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC108020200|XP_016943797.1|DSUZ
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC108007205|XP_036674733.1|DSUZ
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC108017510|XP_036673504.1|DSUZ, LOC108020281|XP_036677911.1|DSUZ
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC108017517|XP_016940076.2|DSUZ, LOC118879030|XP_036677910.1|DSUZ
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC108007922|XP_016927181.2|DSUZ
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC108007901|XP_016927158.2|DSUZ
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC108007563|XP_016926745.2|DSUZ, LOC108007927|XP_016927187.2|DSUZ
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC108017965|XP_016940733.1|DSUZ
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC108014341|XP_016935913.1|DSUZ
OG0000095	CCAP1982_LOCUS10147|CAD7001655.1|CCAP, CCAP1982_LOCUS8397|CAD6999886.1|CCAP	LOC118879701|XP_036678492.1|DSUZ
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC108005944|XP_016924862.1|DSUZ, LOC108021485|XP_016945715.1|DSUZ, LOC108006768|XP_036674772.1|DSUZ, LOC118878143|XP_036675694.1|DSUZ
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC108005977|XP_016924907.1|DSUZ
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC108018693|XP_036672581.1|DSUZ
OG0000101	CCAP1982_LOCUS12873|CAD7004467.1|CCAP	LOC108020440|XP_036670524.1|DSUZ, LOC118877222|XP_036670523.1|DSUZ
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC108017021|XP_036671509.1|DSUZ, LOC108020448|XP_036672450.1|DSUZ
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC118877521|XP_036672462.1|DSUZ, LOC118877329|XP_036671513.1|DSUZ, LOC118877522|XP_036672463.1|DSUZ
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC108009476|XP_016929345.1|DSUZ
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC108012611|XP_016933519.1|DSUZ, LOC108019406|XP_016942716.2|DSUZ, LOC108010501|XP_016930863.2|DSUZ
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC108009753|XP_016929854.1|DSUZ
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC108018816|XP_036670778.1|DSUZ
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC108008643|XP_016928021.1|DSUZ
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC108018835|XP_036671763.1|DSUZ
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC108019998|XP_036673113.1|DSUZ
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC118877652|XP_036673146.1|DSUZ, LOC108007058|XP_036673468.1|DSUZ, LOC108007036|XP_016926132.2|DSUZ, LOC108007052|XP_016926148.1|DSUZ
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC108008259|XP_016927537.1|DSUZ, LOC108012670|XP_016933589.1|DSUZ, LOC108012988|XP_016934089.1|DSUZ, LOC108013596|XP_016935022.1|DSUZ, LOC108018663|XP_016941724.2|DSUZ, LOC108010416|XP_016930765.2|DSUZ, LOC108008260|XP_016927538.1|DSUZ, LOC108018456|XP_036668919.1|DSUZ
OG0000108	CCAP1982_LOCUS12746|CAD7004327.1|CCAP	LOC118879591|XP_036678393.1|DSUZ, LOC118879590|XP_036678391.1|DSUZ
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC108005294|XP_016923988.1|DSUZ
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC108018764|XP_036672071.1|DSUZ, LOC108005797|XP_016924616.1|DSUZ
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC108005830|XP_016924657.1|DSUZ
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC108008514|XP_016927871.1|DSUZ, LOC108008501|XP_016927854.2|DSUZ, LOC108008570|XP_016927933.1|DSUZ
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC108005106|XP_016923769.1|DSUZ, LOC108015833|XP_016937890.1|DSUZ, LOC108005109|XP_016923771.2|DSUZ, LOC118878380|XP_036677036.1|DSUZ, LOC108016296|XP_016938420.2|DSUZ, LOC108021605|XP_016945890.2|DSUZ, LOC108014373|XP_016935957.2|DSUZ, LOC108012343|XP_016933176.2|DSUZ
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC108011501|XP_016932144.1|DSUZ
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC108011519|XP_016932168.1|DSUZ
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC108007913|XP_016927170.2|DSUZ
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC108007912|XP_016927169.2|DSUZ, LOC108007909|XP_016927167.2|DSUZ
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC108016223|XP_016938342.1|DSUZ
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC108016234|XP_016938352.1|DSUZ
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC108016246|XP_016938362.1|DSUZ
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC108016266|XP_016938383.1|DSUZ
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC108005242|XP_036668710.1|DSUZ
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC108013939|XP_016935439.2|DSUZ, LOC108013886|XP_036674104.1|DSUZ
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC118877873|XP_036674103.1|DSUZ
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC108009227|XP_036669490.1|DSUZ
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC108015022|XP_016936739.1|DSUZ, LOC108015070|XP_016936798.1|DSUZ
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC108013308|XP_016934591.1|DSUZ
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC108016559|XP_036676660.1|DSUZ
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC108008928|XP_016928328.1|DSUZ, LOC108013335|XP_016934628.1|DSUZ
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC108008818|XP_016928213.1|DSUZ, LOC108011578|XP_016932237.1|DSUZ, LOC108015987|XP_036674987.1|DSUZ, LOC108015985|XP_016938061.1|DSUZ, LOC108015988|XP_036675055.1|DSUZ
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC108016132|XP_036675271.1|DSUZ
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC108014689|XP_036677888.1|DSUZ
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC108005267|XP_036676969.1|DSUZ, LOC108016717|XP_016938933.1|DSUZ, LOC108016711|XP_036676723.1|DSUZ, LOC118878326|XP_036676537.1|DSUZ, LOC108016712|XP_016938928.2|DSUZ, LOC108016722|XP_016938940.1|DSUZ, LOC108016714|XP_036676510.1|DSUZ, LOC108016720|XP_016938936.2|DSUZ, LOC108013699|XP_016935106.2|DSUZ, LOC108013698|XP_036676126.1|DSUZ, LOC108005265|XP_016923944.1|DSUZ, LOC118878363|XP_036676965.1|DSUZ, LOC108005371|XP_016924118.1|DSUZ, LOC108005260|XP_016923938.1|DSUZ, LOC108009171|XP_016928793.1|DSUZ
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC108007946|XP_016927204.2|DSUZ, LOC108007945|XP_036674902.1|DSUZ, LOC108007944|XP_036674903.1|DSUZ
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC108013814|XP_016935278.1|DSUZ
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC108010195|XP_016930528.1|DSUZ, LOC108010196|XP_036669301.1|DSUZ
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC108013855|XP_036672845.1|DSUZ, LOC118878072|XP_036675185.1|DSUZ, LOC108013857|XP_036675109.1|DSUZ
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC108017063|XP_036671380.1|DSUZ, LOC108021458|XP_016945678.1|DSUZ, LOC108015254|XP_036676726.1|DSUZ
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC108012428|XP_016933280.1|DSUZ, LOC108013549|XP_016934948.1|DSUZ, LOC108012291|XP_016933082.2|DSUZ, LOC108013475|XP_016934846.1|DSUZ
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC108014126|XP_016935641.2|DSUZ
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC108021171|XP_016945241.2|DSUZ, LOC108021172|XP_016945242.2|DSUZ
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC108018628|XP_016941683.2|DSUZ, LOC118879035|XP_036677923.1|DSUZ
OG0000133	CCAP1982_LOCUS10164|CAD7001673.1|CCAP, CCAP1982_LOCUS9308|CAD7000834.1|CCAP	LOC118878761|XP_036677654.1|DSUZ
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC108015612|XP_036674075.1|DSUZ
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC108021390|XP_016945580.1|DSUZ
OG0000136	CCAP1982_LOCUS19560|CAD7011460.1|CCAP	LOC108017626|XP_016940214.2|DSUZ, LOC118877226|XP_036670551.1|DSUZ, LOC118877752|XP_036673664.1|DSUZ
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC108015817|XP_036674836.1|DSUZ
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC108013009|XP_016934085.1|DSUZ
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC108007948|XP_016927207.2|DSUZ, LOC108007967|XP_016927225.2|DSUZ, LOC108007961|XP_016927220.1|DSUZ, LOC108007963|XP_016927222.1|DSUZ, LOC108007962|XP_016927221.1|DSUZ
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC108013537|XP_016934921.1|DSUZ
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC108018807|XP_036673232.1|DSUZ
OG0000142	CCAP1982_LOCUS3469|CAD6994736.1|CCAP	LOC108014398|XP_036677665.1|DSUZ
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC108014744|XP_016936415.2|DSUZ
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC108014158|XP_036673976.1|DSUZ
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC118879345|XP_036678091.1|DSUZ
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC108021509|XP_016945755.2|DSUZ, LOC108020907|XP_016944815.1|DSUZ
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC108014298|XP_016935854.1|DSUZ
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC108016003|XP_036674909.1|DSUZ
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC108016028|XP_016938111.2|DSUZ
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC108006771|XP_016925814.1|DSUZ
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC108013436|XP_016934799.1|DSUZ, LOC108010554|XP_016930959.1|DSUZ, LOC108013588|XP_016935009.1|DSUZ, LOC108010458|XP_036668655.1|DSUZ, LOC108013710|XP_016935134.1|DSUZ
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC108006214|XP_016925141.1|DSUZ
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC118877319|XP_036671428.1|DSUZ
