Orthogroup	CCAP.longest_only	DALB.longest_only
OG0000053	CCAP1982_LOCUS20953|CAD7012854.1|CCAP	LOC117569597|XP_034106723.1|DALB, LOC117569598|XP_034106724.1|DALB
OG0000053	CCAP1982_LOCUS20955|CAD7012856.1|CCAP	LOC117569609|XP_034106736.1|DALB
OG0000053	CCAP1982_LOCUS20956|CAD7012857.1|CCAP	LOC117569596|XP_034106722.1|DALB
OG0000053	CCAP1982_LOCUS20959|CAD7012860.1|CCAP, CCAP1982_LOCUS21332|CAD7013261.1|CCAP, CCAP1982_LOCUS20960|CAD7012861.1|CCAP	LOC117569600|XP_034106726.1|DALB
OG0000054	CCAP1982_LOCUS1028|CAD6992150.1|CCAP	LOC117575896|XP_034116230.1|DALB
OG0000054	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP	LOC117575899|XP_034116231.1|DALB
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB, LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB, LOC117570528|XP_034108128.1|DALB
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC117573843|XP_034113202.1|DALB, LOC117573838|XP_034113195.1|DALB, LOC117573507|XP_034112627.1|DALB, LOC117573842|XP_034113201.1|DALB, LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC117574003|XP_034113462.1|DALB
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC117564862|XP_034099701.1|DALB
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC117564867|XP_034099707.1|DALB, LOC117564866|XP_034099705.1|DALB
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC117574091|XP_034113617.1|DALB, LOC117578033|XP_034119036.1|DALB, LOC117578240|XP_034119548.1|DALB, LOC117564777|XP_034099566.1|DALB
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC117569666|XP_034106803.1|DALB, LOC117568515|XP_034105107.1|DALB, LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB, LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC117576940|XP_034117988.1|DALB
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC117569520|XP_034106607.1|DALB
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC117570140|XP_034107497.1|DALB
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC117569519|XP_034106606.1|DALB
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC117568075|XP_034104335.1|DALB
OG0000069	CCAP1982_LOCUS11675|CAD7003215.1|CCAP, CCAP1982_LOCUS19857|CAD7011745.1|CCAP, CCAP1982_LOCUS10171|CAD7001680.1|CCAP, CCAP1982_LOCUS5820|CAD6997179.1|CCAP	LOC117577235|XP_034118115.1|DALB, LOC117577412|XP_034118212.1|DALB
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC117570623|XP_034108276.1|DALB, LOC117566528|XP_034101960.1|DALB
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC117570917|XP_034108716.1|DALB
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC117572206|XP_034110763.1|DALB
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC117575585|XP_034115743.1|DALB
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC117568439|XP_034104998.1|DALB
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC117568441|XP_034105000.1|DALB
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC117568440|XP_034104999.1|DALB, LOC117568217|XP_034104582.1|DALB
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC117567636|XP_034103628.1|DALB
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC117569813|XP_034107023.1|DALB
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC117576948|XP_034117997.1|DALB
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC117567769|XP_034103852.1|DALB
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC117573885|XP_034113262.1|DALB
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC117564795|XP_034099607.1|DALB, LOC117565282|XP_034100202.1|DALB
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC117571068|XP_034108929.1|DALB
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC117570943|XP_034108767.1|DALB
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB, LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC117575543|XP_034115688.1|DALB
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC117570126|XP_034107481.1|DALB
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC117569126|XP_034106037.1|DALB
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC117571981|XP_034110380.1|DALB
OG0000085	CCAP1982_LOCUS21882|CAD7013864.1|CCAP	LOC117570372|XP_034107857.1|DALB, LOC117566598|XP_034102030.1|DALB, LOC117566599|XP_034102031.1|DALB
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC117565926|XP_034101191.1|DALB
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC117563519|XP_034097786.1|DALB
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC117568126|XP_034104421.1|DALB
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC117573667|XP_034112886.1|DALB
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC117570605|XP_034108240.1|DALB
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC117570152|XP_034107510.1|DALB
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC117570045|XP_034107362.1|DALB
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC117571453|XP_034109491.1|DALB
OG0000090	CCAP1982_LOCUS20702|CAD7012618.1|CCAP	LOC117568592|XP_034105231.1|DALB
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC117575848|XP_034116149.1|DALB
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC117576271|XP_034116807.1|DALB
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC117576270|XP_034116806.1|DALB
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC117573342|XP_034112343.1|DALB
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC117573728|XP_034112989.1|DALB
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC117566120|XP_034101486.1|DALB
OG0000094	CCAP1982_LOCUS12193|CAD7003757.1|CCAP, CCAP1982_LOCUS12194|CAD7003758.1|CCAP	LOC117566609|XP_034102040.1|DALB, LOC117574461|XP_034114190.1|DALB, LOC117574464|XP_034114191.1|DALB
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC117573441|XP_034112552.1|DALB
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC117576098|XP_034116547.1|DALB, LOC117576097|XP_034116544.1|DALB, LOC117576096|XP_034116543.1|DALB
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC117564095|XP_034098634.1|DALB
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC117569034|XP_034105922.1|DALB
OG0000101	CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC117569035|XP_034105923.1|DALB
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC117567714|XP_034103765.1|DALB
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB, LOC117572313|XP_034110935.1|DALB
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC117567293|XP_034103057.1|DALB
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC117567936|XP_034104117.1|DALB
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC117565234|XP_034100132.1|DALB
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC117572065|XP_034110536.1|DALB
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC117576159|XP_034116625.1|DALB
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC117576833|XP_034117801.1|DALB
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC117564341|XP_034098942.1|DALB, LOC117564337|XP_034098933.1|DALB
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC117572446|XP_034111168.1|DALB, LOC117571419|XP_034109450.1|DALB
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC117571412|XP_034109441.1|DALB
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC117568704|XP_034105408.1|DALB, LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC117573440|XP_034112551.1|DALB, LOC117573521|XP_034112646.1|DALB, LOC117564780|XP_034099573.1|DALB, LOC117568015|XP_034104233.1|DALB
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC117563969|XP_034098448.1|DALB
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC117574278|XP_034113920.1|DALB
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC117576082|XP_034116520.1|DALB, LOC117574279|XP_034113921.1|DALB
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC117565743|XP_034100882.1|DALB
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC117565744|XP_034100883.1|DALB
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC117565747|XP_034100885.1|DALB
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC117565748|XP_034100886.1|DALB
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC117573918|XP_034113322.1|DALB, LOC117575301|XP_034115342.1|DALB
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC117574706|XP_034114510.1|DALB
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC117565680|XP_034100808.1|DALB, LOC117567543|XP_034103482.1|DALB
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC117576151|XP_034116610.1|DALB
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC117563285|XP_034097414.1|DALB
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC117573903|XP_034113305.1|DALB
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC117570141|XP_034107498.1|DALB, LOC117565066|XP_034099905.1|DALB
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB, LOC117574507|XP_034114251.1|DALB
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC117574624|XP_034114404.1|DALB
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC117573946|XP_034113364.1|DALB
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC117563733|XP_034098105.1|DALB
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC117574862|XP_034114769.1|DALB, LOC117575877|XP_034116206.1|DALB
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC117575878|XP_034116207.1|DALB
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC117571995|XP_034110397.1|DALB
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC117571994|XP_034110395.1|DALB
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC117571227|XP_034109165.1|DALB, LOC117571277|XP_034109231.1|DALB, LOC117577996|XP_034118985.1|DALB
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC117569356|XP_034106380.1|DALB, LOC117572760|XP_034111736.1|DALB, LOC117569424|XP_034106474.1|DALB, LOC117569353|XP_034106376.1|DALB, LOC117569355|XP_034106379.1|DALB, LOC117569354|XP_034106378.1|DALB, LOC117569352|XP_034106375.1|DALB
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC117573955|XP_034113385.1|DALB
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC117576685|XP_034117572.1|DALB
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC117574228|XP_034113828.1|DALB
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC117564459|XP_034099134.1|DALB
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP	LOC117568552|XP_034105163.1|DALB
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC117573629|XP_034112821.1|DALB
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC117566965|XP_034102511.1|DALB
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC117573291|XP_034112285.1|DALB, LOC117574048|XP_034113540.1|DALB, LOC117573290|XP_034112283.1|DALB
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC117568469|XP_034105045.1|DALB
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC117573688|XP_034112934.1|DALB
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC117570901|XP_034108697.1|DALB
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC117574830|XP_034114694.1|DALB
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC117564386|XP_034098997.1|DALB
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP	LOC117565133|XP_034099995.1|DALB
OG0000145	CCAP1982_LOCUS9140|CAD7000666.1|CCAP	LOC117564784|XP_034099582.1|DALB
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC117563990|XP_034098470.1|DALB
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC117563867|XP_034098313.1|DALB
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC117573367|XP_034112387.1|DALB
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC117573368|XP_034112388.1|DALB
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC117563553|XP_034097824.1|DALB
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC117564957|XP_034099803.1|DALB
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC117568976|XP_034105827.1|DALB, LOC117569351|XP_034106374.1|DALB
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC117569108|XP_034106017.1|DALB
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC117563802|XP_034098225.1|DALB
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC117569728|XP_034106892.1|DALB, LOC117571262|XP_034109214.1|DALB
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC117576816|XP_034117777.1|DALB, LOC117576823|XP_034117786.1|DALB, LOC117576822|XP_034117785.1|DALB
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC117575070|XP_034115052.1|DALB
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC117574202|XP_034113798.1|DALB, LOC117574203|XP_034113799.1|DALB
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC117574657|XP_034114452.1|DALB, LOC117576746|XP_034117670.1|DALB
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC117572459|XP_034111186.1|DALB, LOC117571424|XP_034109454.1|DALB, LOC117571421|XP_034109452.1|DALB
OG0000156	CCAP1982_LOCUS14128|CAD7005779.1|CCAP	LOC117563648|XP_034097949.1|DALB, LOC117577396|XP_034118194.1|DALB
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB, LOC117569547|XP_034106646.1|DALB
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC117571685|XP_034109819.1|DALB, LOC117566851|XP_034102334.1|DALB
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC117568681|XP_034105378.1|DALB
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC117568060|XP_034104305.1|DALB
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC117570809|XP_034108556.1|DALB
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC117576732|XP_034117649.1|DALB, LOC117576738|XP_034117660.1|DALB
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC117568300|XP_034104724.1|DALB
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC117572239|XP_034110814.1|DALB, LOC117572733|XP_034111701.1|DALB, LOC117575469|XP_034115592.1|DALB
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC117563600|XP_034097881.1|DALB
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC117563889|XP_034098341.1|DALB
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC117574778|XP_034114619.1|DALB
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC117572083|XP_034110567.1|DALB, LOC117566501|XP_034101932.1|DALB, LOC117567993|XP_034104203.1|DALB, LOC117568002|XP_034104216.1|DALB, LOC117567987|XP_034104198.1|DALB, LOC117567989|XP_034104200.1|DALB, LOC117567988|XP_034104199.1|DALB, LOC117567992|XP_034104202.1|DALB, LOC117567990|XP_034104201.1|DALB, LOC117567995|XP_034104204.1|DALB, LOC117568003|XP_034104217.1|DALB, LOC117567998|XP_034104207.1|DALB, LOC117567997|XP_034104205.1|DALB, LOC117568000|XP_034104213.1|DALB, LOC117566500|XP_034101931.1|DALB, LOC117566499|XP_034101930.1|DALB, LOC117567983|XP_034104193.1|DALB, LOC117567982|XP_034104192.1|DALB, LOC117567985|XP_034104195.1|DALB, LOC117567986|XP_034104196.1|DALB, LOC117567980|XP_034104190.1|DALB, LOC117566502|XP_034101934.1|DALB, LOC117568004|XP_034104218.1|DALB, LOC117568005|XP_034104219.1|DALB, LOC117566503|XP_034101935.1|DALB, LOC117567981|XP_034104191.1|DALB, LOC117566441|XP_034101863.1|DALB, LOC117567586|XP_034103559.1|DALB, LOC117568001|XP_034104214.1|DALB, LOC117572392|XP_034111058.1|DALB, LOC117571365|XP_034109367.1|DALB
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC117571588|XP_034109694.1|DALB
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC117571205|XP_034109141.1|DALB
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC117571206|XP_034109143.1|DALB
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC117574182|XP_034113766.1|DALB
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC117568224|XP_034104588.1|DALB, LOC117574877|XP_034114798.1|DALB
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC117565189|XP_034100082.1|DALB, LOC117565188|XP_034100081.1|DALB, LOC117565263|XP_034100177.1|DALB
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC117565187|XP_034100080.1|DALB
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC117578387|XP_034119714.1|DALB
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC117564246|XP_034098831.1|DALB
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC117569511|XP_034106589.1|DALB, LOC117571943|XP_034110327.1|DALB, LOC117571938|XP_034110319.1|DALB, LOC117565049|XP_034099884.1|DALB, LOC117567046|XP_034102648.1|DALB
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP	LOC117571967|XP_034110359.1|DALB, LOC117571968|XP_034110360.1|DALB
