Orthogroup	CCAP.longest_only	AALB.longest_only
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP, CCAP1982_LOCUS6011|CAD6997374.1|CCAP, CCAP1982_LOCUS6012|CAD6997375.1|CCAP, CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC118458656|XP_035777238.1|AALB, LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC118457110|XP_035774302.1|AALB
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP, CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC118458699|XP_035777331.1|AALB, LOC118460125|XP_035780068.1|AALB, LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB, LOC118458698|XP_035777330.1|AALB
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC118464687|XP_035788103.1|AALB
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC118459567|XP_035778961.1|AALB
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP, CCAP1982_LOCUS8592|CAD7000094.1|CCAP, CCAP1982_LOCUS21055|CAD7012964.1|CCAP, CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC118456844|XP_035773833.1|AALB
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC118461289|XP_035782355.1|AALB
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC118457525|XP_035775063.1|AALB
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC118463575|XP_035786112.1|AALB
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC118460528|XP_035780801.1|AALB
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP, CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP, CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC118463140|XP_035785395.1|AALB
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC118456548|XP_035773308.1|AALB
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC118464719|XP_035788184.1|AALB
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP, CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC118464308|XP_035787537.1|AALB
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC118458491|XP_035776937.1|AALB
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP, CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC118459373|XP_035778562.1|AALB
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC118467705|XP_035794382.1|AALB
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC118468696|XP_035795705.1|AALB
OG0000142	CCAP1982_LOCUS3469|CAD6994736.1|CCAP	LOC118462517|XP_035784278.1|AALB
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC118461471|XP_035782710.1|AALB
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP, CCAP1982_LOCUS9140|CAD7000666.1|CCAP, CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC118459781|XP_035779391.1|AALB
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP, CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000147	CCAP1982_LOCUS2079|CAD6993262.1|CCAP	LOC118461759|XP_035783387.1|AALB
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC118467812|XP_035794580.1|AALB
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC118457944|XP_035775851.1|AALB
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP, CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP, CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP, CCAP1982_LOCUS22873|CAD7014909.1|CCAP, CCAP1982_LOCUS22876|CAD7014912.1|CCAP	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP, CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC118467615|XP_035794210.1|AALB
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000161	CCAP1982_LOCUS12569|CAD7004149.1|CCAP	LOC118463361|XP_035785771.1|AALB, LOC118465747|XP_035790111.1|AALB
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP, CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC118466739|XP_035792315.1|AALB, LOC118466740|XP_035792318.1|AALB
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC118467357|XP_035793649.1|AALB
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC118461368|XP_035782508.1|AALB
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC118460225|XP_035780245.1|AALB
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC118466457|XP_035791698.1|AALB
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP, CCAP1982_LOCUS21537|CAD7013475.1|CCAP, CCAP1982_LOCUS21539|CAD7013477.1|CCAP	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP, CCAP1982_LOCUS7088|CAD6998497.1|CCAP	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	CCAP1982_LOCUS4970|CAD6996286.1|CCAP	LOC118460779|XP_035781277.1|AALB
OG0000175	CCAP1982_LOCUS785|CAD6991894.1|CCAP	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	CCAP1982_LOCUS3972|CAD6995251.1|CCAP	LOC118460236|XP_035780283.1|AALB
OG0000178	CCAP1982_LOCUS22556|CAD7014557.1|CCAP	LOC118464560|XP_035787893.1|AALB, LOC118466136|XP_035790980.1|AALB, LOC118466417|XP_035791585.1|AALB
OG0000179	CCAP1982_LOCUS19655|CAD7011567.1|CCAP, CCAP1982_LOCUS20038|CAD7011926.1|CCAP	LOC118467687|XP_035794354.1|AALB
OG0000181	CCAP1982_LOCUS2664|CAD6993867.1|CCAP, CCAP1982_LOCUS2967|CAD6994205.1|CCAP	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP	LOC118460396|XP_035780566.1|AALB
OG0000182	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP	LOC118460395|XP_035780565.1|AALB
OG0000183	CCAP1982_LOCUS11927|CAD7003476.1|CCAP	LOC118466280|XP_035791250.1|AALB
OG0000184	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	CCAP1982_LOCUS20041|CAD7011929.1|CCAP	LOC118463262|XP_035785626.1|AALB
OG0000187	CCAP1982_LOCUS11430|CAD7002966.1|CCAP	LOC118468878|XP_035796060.1|AALB, LOC118460705|XP_035781111.1|AALB, LOC118468964|XP_035796222.1|AALB, LOC118468965|XP_035796223.1|AALB, LOC118468966|XP_035796224.1|AALB, LOC118468893|XP_035796084.1|AALB, LOC118468884|XP_035796072.1|AALB, LOC118468901|XP_035796097.1|AALB
OG0000188	CCAP1982_LOCUS3513|CAD6994782.1|CCAP, CCAP1982_LOCUS3512|CAD6994781.1|CCAP	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	CCAP1982_LOCUS5974|CAD6997342.1|CCAP	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000191	CCAP1982_LOCUS22306|CAD7014304.1|CCAP	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	CCAP1982_LOCUS20861|CAD7012757.1|CCAP	LOC118458838|XP_035777632.1|AALB
OG0000192	CCAP1982_LOCUS14387|CAD7006052.1|CCAP	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP, CCAP1982_LOCUS7519|CAD6998972.1|CCAP, CCAP1982_LOCUS7526|CAD6998979.1|CCAP	LOC118457422|XP_035774896.1|AALB
OG0000196	CCAP1982_LOCUS7517|CAD6998970.1|CCAP	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000200	CCAP1982_LOCUS40|CAD6991092.1|CCAP	LOC118466489|XP_035791784.1|AALB
OG0000201	CCAP1982_LOCUS3128|CAD6994375.1|CCAP, CCAP1982_LOCUS3126|CAD6994373.1|CCAP	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000203	CCAP1982_LOCUS21030|CAD7012933.1|CCAP	LOC118456278|XP_035772784.1|AALB
OG0000205	CCAP1982_LOCUS4928|CAD6996245.1|CCAP, CCAP1982_LOCUS1221|CAD6992357.1|CCAP	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	CCAP1982_LOCUS20607|CAD7012524.1|CCAP	LOC118465519|XP_035789735.1|AALB
OG0000206	CCAP1982_LOCUS20605|CAD7012522.1|CCAP	LOC118465019|XP_035788769.1|AALB
OG0000212	CCAP1982_LOCUS8308|CAD6999787.1|CCAP, CCAP1982_LOCUS8315|CAD6999799.1|CCAP, CCAP1982_LOCUS8311|CAD6999792.1|CCAP, CCAP1982_LOCUS8314|CAD6999796.1|CCAP	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	CCAP1982_LOCUS13852|CAD7005492.1|CCAP, CCAP1982_LOCUS22186|CAD7014180.1|CCAP, CCAP1982_LOCUS22187|CAD7014181.1|CCAP	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	CCAP1982_LOCUS21439|CAD7013372.1|CCAP	LOC118467672|XP_035794321.1|AALB
OG0000215	CCAP1982_LOCUS13801|CAD7005441.1|CCAP, CCAP1982_LOCUS14294|CAD7005956.1|CCAP, CCAP1982_LOCUS14293|CAD7005955.1|CCAP	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	CCAP1982_LOCUS11821|CAD7003362.1|CCAP	LOC118457270|XP_035774557.1|AALB
OG0000217	CCAP1982_LOCUS15029|CAD7006730.1|CCAP	LOC118467404|XP_035793771.1|AALB
OG0000219	CCAP1982_LOCUS23378|CAD7015436.1|CCAP, CCAP1982_LOCUS23381|CAD7015439.1|CCAP, CCAP1982_LOCUS23375|CAD7015433.1|CCAP	LOC118464108|XP_035787088.1|AALB
OG0000220	CCAP1982_LOCUS13251|CAD7004866.1|CCAP, CCAP1982_LOCUS13260|CAD7004875.1|CCAP, CCAP1982_LOCUS13254|CAD7004869.1|CCAP	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	CCAP1982_LOCUS23201|CAD7015252.1|CCAP	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000222	CCAP1982_LOCUS6047|CAD6997406.1|CCAP	LOC118460977|XP_035781684.1|AALB, LOC118462726|XP_035784563.1|AALB
OG0000222	CCAP1982_LOCUS6053|CAD6997412.1|CCAP, CCAP1982_LOCUS6055|CAD6997414.1|CCAP	LOC118460980|XP_035781688.1|AALB, LOC118460989|XP_035781704.1|AALB
OG0000224	CCAP1982_LOCUS22834|CAD7014870.1|CCAP	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	CCAP1982_LOCUS407|CAD6991482.1|CCAP, CCAP1982_LOCUS406|CAD6991481.1|CCAP	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	CCAP1982_LOCUS12122|CAD7003685.1|CCAP, CCAP1982_LOCUS12123|CAD7003686.1|CCAP, CCAP1982_LOCUS12124|CAD7003687.1|CCAP, CCAP1982_LOCUS12125|CAD7003688.1|CCAP, CCAP1982_LOCUS12126|CAD7003689.1|CCAP, CCAP1982_LOCUS12127|CAD7003690.1|CCAP	LOC118466994|XP_035792810.1|AALB
OG0000228	CCAP1982_LOCUS4131|CAD6995414.1|CCAP	LOC118460769|XP_035781258.1|AALB
OG0000229	CCAP1982_LOCUS2662|CAD6993866.1|CCAP, CCAP1982_LOCUS2657|CAD6993861.1|CCAP, CCAP1982_LOCUS2660|CAD6993864.1|CCAP	LOC118457114|XP_035774307.1|AALB
OG0000229	CCAP1982_LOCUS662|CAD6991751.1|CCAP	LOC118463085|XP_035785251.1|AALB
OG0000230	CCAP1982_LOCUS22778|CAD7014810.1|CCAP, CCAP1982_LOCUS22773|CAD7014805.1|CCAP, CCAP1982_LOCUS22776|CAD7014808.1|CCAP, CCAP1982_LOCUS22774|CAD7014806.1|CCAP, CCAP1982_LOCUS22775|CAD7014807.1|CCAP	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	CCAP1982_LOCUS10073|CAD7001579.1|CCAP, CCAP1982_LOCUS10072|CAD7001578.1|CCAP	LOC118467581|XP_035794123.1|AALB
OG0000233	CCAP1982_LOCUS1537|CAD6992692.1|CCAP, CCAP1982_LOCUS1509|CAD6992664.1|CCAP, CCAP1982_LOCUS1504|CAD6992659.1|CCAP	LOC118460317|XP_035780420.1|AALB
OG0000235	CCAP1982_LOCUS159|CAD6991221.1|CCAP, CCAP1982_LOCUS158|CAD6991220.1|CCAP	LOC118459904|XP_035779626.1|AALB
OG0000237	CCAP1982_LOCUS22769|CAD7014801.1|CCAP	LOC118467602|XP_035794187.1|AALB, LOC118465408|XP_035789523.1|AALB
OG0000238	CCAP1982_LOCUS8003|CAD6999479.1|CCAP, CCAP1982_LOCUS8002|CAD6999478.1|CCAP, CCAP1982_LOCUS8001|CAD6999477.1|CCAP	LOC118456455|XP_035773124.1|AALB
OG0000239	CCAP1982_LOCUS4796|CAD6996096.1|CCAP	LOC118461994|XP_035783823.1|AALB
OG0000240	CCAP1982_LOCUS792|CAD6991902.1|CCAP, CCAP1982_LOCUS799|CAD6991910.1|CCAP, CCAP1982_LOCUS8|CAD6991059.1|CCAP	LOC118463527|XP_035786029.1|AALB
OG0000241	CCAP1982_LOCUS13490|CAD7005128.1|CCAP	LOC118467489|XP_035793934.1|AALB
OG0000246	CCAP1982_LOCUS20131|CAD7012025.1|CCAP, CCAP1982_LOCUS20129|CAD7012023.1|CCAP, CCAP1982_LOCUS20130|CAD7012024.1|CCAP	LOC118462724|XP_035784561.1|AALB
OG0000247	CCAP1982_LOCUS10826|CAD7002340.1|CCAP	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	CCAP1982_LOCUS12822|CAD7004411.1|CCAP, CCAP1982_LOCUS12823|CAD7004413.1|CCAP	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	CCAP1982_LOCUS6727|CAD6998115.1|CCAP, CCAP1982_LOCUS6728|CAD6998116.1|CCAP	LOC118468915|XP_035796116.1|AALB
OG0000250	CCAP1982_LOCUS6732|CAD6998121.1|CCAP, CCAP1982_LOCUS6739|CAD6998128.1|CCAP, CCAP1982_LOCUS6737|CAD6998126.1|CCAP	LOC118460851|XP_035781447.1|AALB
OG0000255	CCAP1982_LOCUS20060|CAD7011949.1|CCAP, CCAP1982_LOCUS20047|CAD7011935.1|CCAP, CCAP1982_LOCUS20055|CAD7011944.1|CCAP, CCAP1982_LOCUS20051|CAD7011940.1|CCAP	LOC118463358|XP_035785766.1|AALB
OG0000256	CCAP1982_LOCUS23043|CAD7015089.1|CCAP, CCAP1982_LOCUS23051|CAD7015097.1|CCAP, CCAP1982_LOCUS23049|CAD7015095.1|CCAP, CCAP1982_LOCUS23050|CAD7015096.1|CCAP	LOC118461961|XP_035783759.1|AALB
OG0000257	CCAP1982_LOCUS20168|CAD7012068.1|CCAP	LOC118467824|XP_035794606.1|AALB
OG0000261	CCAP1982_LOCUS8079|CAD6999559.1|CCAP	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	CCAP1982_LOCUS23108|CAD7015158.1|CCAP	LOC118465598|XP_035789861.1|AALB
OG0000263	CCAP1982_LOCUS21272|CAD7013201.1|CCAP	LOC118457627|XP_035775237.1|AALB
OG0000264	CCAP1982_LOCUS3654|CAD6994921.1|CCAP	LOC118456946|XP_035774010.1|AALB
OG0000267	CCAP1982_LOCUS1124|CAD6992254.1|CCAP, CCAP1982_LOCUS1123|CAD6992253.1|CCAP	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	CCAP1982_LOCUS3382|CAD6994647.1|CCAP	LOC118456155|XP_035772568.1|AALB
OG0000269	CCAP1982_LOCUS4016|CAD6995297.1|CCAP	LOC118460732|XP_035781182.1|AALB
OG0000269	CCAP1982_LOCUS307|CAD6991379.1|CCAP, CCAP1982_LOCUS308|CAD6991380.1|CCAP	LOC118463979|XP_035786884.1|AALB
OG0000270	CCAP1982_LOCUS23356|CAD7015413.1|CCAP	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	CCAP1982_LOCUS6272|CAD6997637.1|CCAP	LOC118457742|XP_035775447.1|AALB
OG0000272	CCAP1982_LOCUS12071|CAD7003632.1|CCAP	LOC118459704|XP_035779240.1|AALB
OG0000272	CCAP1982_LOCUS10299|CAD7001808.1|CCAP	LOC118459703|XP_035779238.1|AALB
OG0000272	CCAP1982_LOCUS10300|CAD7001809.1|CCAP	LOC118458822|XP_035777589.1|AALB
OG0000273	CCAP1982_LOCUS5117|CAD6996445.1|CCAP, CCAP1982_LOCUS1020|CAD6992141.1|CCAP	LOC118459186|XP_035778237.1|AALB
OG0000279	CCAP1982_LOCUS11229|CAD7002755.1|CCAP, CCAP1982_LOCUS11228|CAD7002754.1|CCAP	LOC118457535|XP_035775080.1|AALB
OG0000280	CCAP1982_LOCUS12868|CAD7004462.1|CCAP, CCAP1982_LOCUS12865|CAD7004459.1|CCAP	LOC118465406|XP_035789520.1|AALB
OG0000281	CCAP1982_LOCUS14794|CAD7006477.1|CCAP	LOC118463033|XP_035785169.1|AALB
OG0000282	CCAP1982_LOCUS12261|CAD7003828.1|CCAP	LOC118459742|XP_035779312.1|AALB
OG0000283	CCAP1982_LOCUS19441|CAD7011336.1|CCAP	LOC118456993|XP_035774101.1|AALB
OG0000283	CCAP1982_LOCUS3426|CAD6994691.1|CCAP	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	CCAP1982_LOCUS5966|CAD6997332.1|CCAP	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	CCAP1982_LOCUS5995|CAD6997362.1|CCAP, CCAP1982_LOCUS5953|CAD6997319.1|CCAP, CCAP1982_LOCUS5957|CAD6997323.1|CCAP, CCAP1982_LOCUS5956|CAD6997322.1|CCAP, CCAP1982_LOCUS9430|CAD7000957.1|CCAP	LOC118456325|XP_035772869.1|AALB
OG0000285	CCAP1982_LOCUS21942|CAD7013928.1|CCAP	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	CCAP1982_LOCUS19738|CAD7011652.1|CCAP	LOC118458193|XP_035776331.1|AALB
OG0000292	CCAP1982_LOCUS14548|CAD7006222.1|CCAP	LOC118466086|XP_035790881.1|AALB
OG0000293	CCAP1982_LOCUS1805|CAD6992974.1|CCAP, CCAP1982_LOCUS1818|CAD6992987.1|CCAP	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	CCAP1982_LOCUS9377|CAD7000902.1|CCAP, CCAP1982_LOCUS9357|CAD7000883.1|CCAP, CCAP1982_LOCUS9356|CAD7000882.1|CCAP	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000299	CCAP1982_LOCUS2375|CAD6993563.1|CCAP, CCAP1982_LOCUS2378|CAD6993566.1|CCAP, CCAP1982_LOCUS2379|CAD6993567.1|CCAP	LOC118456482|XP_035773190.1|AALB
OG0000301	CCAP1982_LOCUS10126|CAD7001632.1|CCAP, CCAP1982_LOCUS10127|CAD7001633.1|CCAP	LOC118468533|XP_035795304.1|AALB
OG0000301	CCAP1982_LOCUS8306|CAD6999785.1|CCAP	LOC118457078|XP_035774254.1|AALB
OG0000302	CCAP1982_LOCUS10823|CAD7002335.1|CCAP, CCAP1982_LOCUS11854|CAD7003397.1|CCAP	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	CCAP1982_LOCUS9710|CAD7001212.1|CCAP	LOC118456975|XP_035774065.1|AALB
OG0000304	CCAP1982_LOCUS899|CAD6992014.1|CCAP	LOC118460759|XP_035781250.1|AALB
OG0000305	CCAP1982_LOCUS13485|CAD7005123.1|CCAP	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000307	CCAP1982_LOCUS4947|CAD6996264.1|CCAP	LOC118467188|XP_035793291.1|AALB
OG0000307	CCAP1982_LOCUS2700|CAD6993908.1|CCAP	LOC118457716|XP_035775399.1|AALB
OG0000312	CCAP1982_LOCUS5594|CAD6996924.1|CCAP	LOC118457910|XP_035775797.1|AALB
OG0000312	CCAP1982_LOCUS8736|CAD7000244.1|CCAP	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	CCAP1982_LOCUS6026|CAD6997385.1|CCAP, CCAP1982_LOCUS6027|CAD6997386.1|CCAP	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
