Orthogroup	CCAP.longest_only	CPIP.longest_only
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP, CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC120417717|XP_039435802.1|CPIP, LOC120412752|XP_039429279.1|CPIP, LOC120412753|XP_039429280.1|CPIP, LOC120419465|XP_039438084.1|CPIP, LOC120419907|XP_039438710.1|CPIP, LOC120417732|XP_039435823.1|CPIP, LOC120413477|XP_039430262.1|CPIP, LOC120430123|XP_039451143.1|CPIP, LOC120414610|XP_039431767.1|CPIP
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP, CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC120420972|XP_039440038.1|CPIP, LOC120420970|XP_039440036.1|CPIP
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC120417385|XP_039435338.1|CPIP, LOC120417417|XP_039435394.1|CPIP, LOC120417391|XP_039435346.1|CPIP, LOC120421339|XP_039440455.1|CPIP, LOC120416554|XP_039434220.1|CPIP
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP
OG0000085	CCAP1982_LOCUS20067|CAD7011957.1|CCAP, CCAP1982_LOCUS20066|CAD7011955.1|CCAP, CCAP1982_LOCUS21031|CAD7012934.1|CCAP	LOC120419755|XP_039438513.1|CPIP
OG0000086	CCAP1982_LOCUS22578|CAD7014579.1|CCAP	LOC120419495|XP_039438120.1|CPIP
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC120424171|XP_039444162.1|CPIP
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC120414898|XP_039432159.1|CPIP
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP, CCAP1982_LOCUS20698|CAD7012614.1|CCAP, CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP, CCAP1982_LOCUS20702|CAD7012618.1|CCAP	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC120425404|XP_039445863.1|CPIP
OG0000091	CCAP1982_LOCUS1153|CAD6992285.1|CCAP, CCAP1982_LOCUS1156|CAD6992288.1|CCAP, CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC120424933|XP_039445164.1|CPIP
OG0000092	CCAP1982_LOCUS4954|CAD6996271.1|CCAP	LOC120413009|XP_039429594.1|CPIP, LOC120413008|XP_039429592.1|CPIP
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC120423404|XP_039443137.1|CPIP
OG0000094	CCAP1982_LOCUS12193|CAD7003757.1|CCAP, CCAP1982_LOCUS12194|CAD7003758.1|CCAP, CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000101	CCAP1982_LOCUS12876|CAD7004470.1|CCAP, CCAP1982_LOCUS12874|CAD7004468.1|CCAP, CCAP1982_LOCUS12873|CAD7004467.1|CCAP, CCAP1982_LOCUS12877|CAD7004471.1|CCAP, CCAP1982_LOCUS12875|CAD7004469.1|CCAP	LOC120427216|XP_039448015.1|CPIP
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC120432492|XP_039453640.1|CPIP
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP, CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	CCAP1982_LOCUS5280|CAD6996610.1|CCAP, CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP, CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP, CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC120425216|XP_039445581.1|CPIP
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP, CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC120432096|XP_039453165.1|CPIP
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC120417802|XP_039435938.1|CPIP
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC120420276|XP_039439211.1|CPIP
OG0000115	CCAP1982_LOCUS22018|CAD7014012.1|CCAP, CCAP1982_LOCUS14578|CAD7006253.1|CCAP, CCAP1982_LOCUS4327|CAD6995621.1|CCAP	LOC120418432|XP_039436748.1|CPIP, LOC120413856|XP_039430747.1|CPIP, LOC120420195|XP_039439116.1|CPIP, LOC120417432|XP_039435407.1|CPIP, LOC120420918|XP_039439979.1|CPIP, LOC120425177|XP_039445545.1|CPIP, LOC120429183|XP_039450364.1|CPIP, LOC120420463|XP_039439420.1|CPIP, LOC120414256|XP_039431303.1|CPIP, LOC120414200|XP_039431218.1|CPIP, LOC120428063|XP_039448956.1|CPIP, LOC120430477|XP_039451508.1|CPIP, LOC120428760|XP_039449776.1|CPIP, LOC120428028|XP_039448933.1|CPIP, LOC120426210|XP_039446850.1|CPIP, LOC120420346|XP_039439274.1|CPIP, LOC120415113|XP_039432465.1|CPIP, LOC120423931|XP_039443847.1|CPIP, LOC120414755|XP_039432005.1|CPIP, LOC120414401|XP_039431512.1|CPIP, LOC120431575|XP_039452620.1|CPIP, LOC120428380|XP_039449313.1|CPIP, LOC120418427|XP_039436739.1|CPIP, LOC120413758|XP_039430627.1|CPIP, LOC120427286|XP_039448071.1|CPIP, LOC120417770|XP_039435862.1|CPIP, LOC120420418|XP_039439371.1|CPIP, LOC120431811|XP_039452865.1|CPIP, LOC120429605|XP_039450571.1|CPIP, LOC120428522|XP_039449485.1|CPIP, LOC120412872|XP_039429437.1|CPIP, LOC120422797|XP_039442272.1|CPIP, LOC120416572|XP_039434240.1|CPIP, LOC120431812|XP_039452866.1|CPIP, LOC120430478|XP_039451510.1|CPIP, LOC120428761|XP_039449777.1|CPIP, LOC120432361|XP_039453489.1|CPIP, LOC120431597|XP_039452638.1|CPIP, LOC120429079|XP_039450171.1|CPIP, LOC120428428|XP_039449371.1|CPIP, LOC120421400|XP_039440536.1|CPIP, LOC120419688|XP_039438408.1|CPIP, LOC120423147|XP_039442762.1|CPIP, LOC120428700|XP_039449707.1|CPIP
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP, CCAP1982_LOCUS6011|CAD6997374.1|CCAP, CCAP1982_LOCUS6012|CAD6997375.1|CCAP, CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP, CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC120419990|XP_039438806.1|CPIP
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC120425384|XP_039445833.1|CPIP
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP, CCAP1982_LOCUS8592|CAD7000094.1|CCAP, CCAP1982_LOCUS21055|CAD7012964.1|CCAP, CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC120423344|XP_039443047.1|CPIP
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC120424516|XP_039444604.1|CPIP
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP, CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC120415380|XP_039432838.1|CPIP
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP, CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC120422626|XP_039442054.1|CPIP
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC120414363|XP_039431459.1|CPIP
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC120421833|XP_039441048.1|CPIP
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP, CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000133	CCAP1982_LOCUS9308|CAD7000834.1|CCAP	LOC120430562|XP_039451609.1|CPIP
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC120419432|XP_039438078.1|CPIP
OG0000136	CCAP1982_LOCUS19560|CAD7011460.1|CCAP	LOC120422506|XP_039441895.1|CPIP
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP, CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC120418758|XP_039437164.1|CPIP
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC120421894|XP_039441123.1|CPIP
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC120425952|XP_039446526.1|CPIP
OG0000142	CCAP1982_LOCUS3469|CAD6994736.1|CCAP	LOC120415036|XP_039432338.1|CPIP
OG0000142	CCAP1982_LOCUS418|CAD6991494.1|CCAP	LOC120427905|XP_039448779.1|CPIP
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC120426607|XP_039447334.1|CPIP
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	CCAP1982_LOCUS9143|CAD7000669.1|CCAP, CCAP1982_LOCUS9140|CAD7000666.1|CCAP, CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC120428306|XP_039449243.1|CPIP
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP, CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000147	CCAP1982_LOCUS2079|CAD6993262.1|CCAP	LOC120422539|XP_039441937.1|CPIP
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC120418953|XP_039437425.1|CPIP
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP, CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP, CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP, CCAP1982_LOCUS22873|CAD7014909.1|CCAP, CCAP1982_LOCUS22876|CAD7014912.1|CCAP	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000156	CCAP1982_LOCUS6204|CAD6997566.1|CCAP	LOC120418449|XP_039436805.1|CPIP
OG0000156	CCAP1982_LOCUS14128|CAD7005779.1|CCAP	LOC120422101|XP_039441388.1|CPIP
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP, CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000161	CCAP1982_LOCUS12569|CAD7004149.1|CCAP	LOC120423394|XP_039443117.1|CPIP
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP, CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC120416759|XP_039434526.1|CPIP
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC120421911|XP_039441147.1|CPIP
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC120422340|XP_039441668.1|CPIP
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC120420966|XP_039440032.1|CPIP
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC120428396|XP_039449341.1|CPIP
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP, CCAP1982_LOCUS21537|CAD7013475.1|CCAP, CCAP1982_LOCUS21539|CAD7013477.1|CCAP	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP, CCAP1982_LOCUS7088|CAD6998497.1|CCAP	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	CCAP1982_LOCUS4970|CAD6996286.1|CCAP	LOC120424126|XP_039444103.1|CPIP
OG0000175	CCAP1982_LOCUS785|CAD6991894.1|CCAP	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	CCAP1982_LOCUS3972|CAD6995251.1|CCAP	LOC120428667|XP_039449649.1|CPIP
OG0000178	CCAP1982_LOCUS22556|CAD7014557.1|CCAP	LOC120420675|XP_039439707.1|CPIP, LOC120420677|XP_039439709.1|CPIP, LOC120420654|XP_039439672.1|CPIP, LOC120420660|XP_039439688.1|CPIP, LOC120420659|XP_039439687.1|CPIP
OG0000179	CCAP1982_LOCUS19655|CAD7011567.1|CCAP, CCAP1982_LOCUS20038|CAD7011926.1|CCAP	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000181	CCAP1982_LOCUS2664|CAD6993867.1|CCAP, CCAP1982_LOCUS2967|CAD6994205.1|CCAP	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	CCAP1982_LOCUS672|CAD6991764.1|CCAP, CCAP1982_LOCUS673|CAD6991765.1|CCAP	LOC120416502|XP_039434153.1|CPIP
OG0000182	CCAP1982_LOCUS669|CAD6991761.1|CCAP, CCAP1982_LOCUS670|CAD6991762.1|CCAP	LOC120422607|XP_039442031.1|CPIP
OG0000183	CCAP1982_LOCUS11927|CAD7003476.1|CCAP	LOC120413491|XP_039430281.1|CPIP
OG0000184	CCAP1982_LOCUS8317|CAD6999801.1|CCAP, CCAP1982_LOCUS8313|CAD6999794.1|CCAP, CCAP1982_LOCUS8316|CAD6999800.1|CCAP	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	CCAP1982_LOCUS20041|CAD7011929.1|CCAP	LOC120414876|XP_039432133.1|CPIP
OG0000187	CCAP1982_LOCUS11430|CAD7002966.1|CCAP	LOC120413502|XP_039430296.1|CPIP, LOC120422756|XP_039442235.1|CPIP, LOC120418274|XP_039436527.1|CPIP, LOC120422755|XP_039442234.1|CPIP, LOC120422757|XP_039442236.1|CPIP, LOC120418279|XP_039436533.1|CPIP, LOC120422758|XP_039442238.1|CPIP, LOC120413259|XP_039429923.1|CPIP, LOC120412905|XP_039429476.1|CPIP, LOC120412971|XP_039429555.1|CPIP, LOC120412880|XP_039429444.1|CPIP, LOC120413250|XP_039429915.1|CPIP, LOC120422524|XP_039441916.1|CPIP, LOC120422525|XP_039441917.1|CPIP, LOC120413266|XP_039429931.1|CPIP
OG0000188	CCAP1982_LOCUS3513|CAD6994782.1|CCAP, CCAP1982_LOCUS3512|CAD6994781.1|CCAP	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	CCAP1982_LOCUS5974|CAD6997342.1|CCAP	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000190	CCAP1982_LOCUS19905|CAD7011795.1|CCAP	LOC120431901|XP_039452967.1|CPIP
OG0000191	CCAP1982_LOCUS22306|CAD7014304.1|CCAP	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	CCAP1982_LOCUS14387|CAD7006052.1|CCAP	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	CCAP1982_LOCUS13187|CAD7004797.1|CCAP, CCAP1982_LOCUS13188|CAD7004798.1|CCAP	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000196	CCAP1982_LOCUS7525|CAD6998978.1|CCAP, CCAP1982_LOCUS7518|CAD6998971.1|CCAP, CCAP1982_LOCUS7519|CAD6998972.1|CCAP, CCAP1982_LOCUS7526|CAD6998979.1|CCAP	LOC120412488|XP_039428916.1|CPIP
OG0000196	CCAP1982_LOCUS7517|CAD6998970.1|CCAP	LOC120412489|XP_039428918.1|CPIP
OG0000200	CCAP1982_LOCUS40|CAD6991092.1|CCAP	LOC120432531|XP_039453692.1|CPIP
OG0000201	CCAP1982_LOCUS3128|CAD6994375.1|CCAP, CCAP1982_LOCUS3126|CAD6994373.1|CCAP	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000203	CCAP1982_LOCUS21030|CAD7012933.1|CCAP	LOC120427917|XP_039448789.1|CPIP
OG0000205	CCAP1982_LOCUS4928|CAD6996245.1|CCAP, CCAP1982_LOCUS1221|CAD6992357.1|CCAP	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	CCAP1982_LOCUS20607|CAD7012524.1|CCAP	LOC120417260|XP_039435150.1|CPIP
OG0000206	CCAP1982_LOCUS20605|CAD7012522.1|CCAP	LOC120417248|XP_039435140.1|CPIP
