Orthogroup	CCAP.longest_only	DSER.longest_only
OG0000055	CCAP1982_LOCUS1093|CAD6992223.1|CCAP, CCAP1982_LOCUS1092|CAD6992222.1|CCAP	LOC110186437|XP_020811278.1|DSER, LOC110186438|XP_020811279.1|DSER
OG0000058	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP	LOC110185667|XP_020810288.1|DSER, LOC110183409|XP_020807348.1|DSER, LOC110185666|XP_020810287.1|DSER, LOC110183419|XP_020807360.1|DSER, LOC110185668|XP_020810289.1|DSER, LOC110182841|XP_020806632.1|DSER
OG0000059	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP	LOC110186834|XP_020811783.1|DSER, LOC110186820|XP_020811767.1|DSER, LOC110186812|XP_020811757.1|DSER, LOC110186800|XP_020811738.1|DSER, LOC110186604|XP_020811494.1|DSER, LOC110186605|XP_020811496.1|DSER, LOC110186808|XP_020811749.1|DSER
OG0000060	CCAP1982_LOCUS3311|CAD6994573.1|CCAP	LOC110186504|XP_020811358.1|DSER
OG0000061	CCAP1982_LOCUS7588|CAD6999041.1|CCAP	LOC110182375|XP_020806074.1|DSER
OG0000061	CCAP1982_LOCUS7592|CAD6999045.1|CCAP	LOC110182380|XP_020806081.1|DSER, LOC110182395|XP_020806094.1|DSER, LOC110182350|XP_020806049.1|DSER
OG0000061	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP	LOC110182379|XP_020806080.1|DSER, LOC110182385|XP_020806085.1|DSER
OG0000062	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP	LOC110184172|XP_020808240.1|DSER, LOC110183621|XP_020807597.1|DSER, LOC110181372|XP_020804760.1|DSER, LOC110181371|XP_020804759.1|DSER, LOC110176947|XP_020799108.1|DSER, LOC110190254|XP_020816277.1|DSER, LOC110190290|XP_020816328.1|DSER, LOC110179293|XP_020802437.1|DSER, LOC110183805|XP_020807816.1|DSER
OG0000063	CCAP1982_LOCUS12099|CAD7003661.1|CCAP	LOC110184769|XP_020809063.1|DSER, LOC110184767|XP_020809060.1|DSER, LOC110184763|XP_020809053.1|DSER, LOC110184765|XP_020809054.1|DSER
OG0000065	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP	LOC110191274|XP_020817728.1|DSER, LOC110191418|XP_020817935.1|DSER, LOC110190919|XP_020817239.1|DSER, LOC110190955|XP_020817298.1|DSER, LOC110190921|XP_020817240.1|DSER, LOC110190210|XP_020816228.1|DSER, LOC110186453|XP_020811297.1|DSER
OG0000067	CCAP1982_LOCUS14065|CAD7005713.1|CCAP	LOC110177234|XP_020799524.1|DSER
OG0000067	CCAP1982_LOCUS14066|CAD7005714.1|CCAP	LOC110176240|XP_020798198.1|DSER
OG0000067	CCAP1982_LOCUS21530|CAD7013467.1|CCAP	LOC110177017|XP_020799193.1|DSER, LOC110183230|XP_020807108.1|DSER
OG0000067	CCAP1982_LOCUS14064|CAD7005712.1|CCAP	LOC110176239|XP_020798196.1|DSER
OG0000069	CCAP1982_LOCUS8182|CAD6999652.1|CCAP	LOC110180234|XP_020803548.1|DSER
OG0000069	CCAP1982_LOCUS4129|CAD6995412.1|CCAP	LOC110177919|XP_020800556.1|DSER
OG0000071	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP	LOC110179838|XP_020803105.1|DSER, LOC110179839|XP_020803106.1|DSER, LOC110179837|XP_020803104.1|DSER
OG0000072	CCAP1982_LOCUS22450|CAD7014454.1|CCAP	LOC110181580|XP_020805035.1|DSER
OG0000072	CCAP1982_LOCUS22440|CAD7014444.1|CCAP	LOC110181287|XP_020804670.1|DSER
OG0000072	CCAP1982_LOCUS22446|CAD7014450.1|CCAP	LOC110181570|XP_020805024.1|DSER
OG0000073	CCAP1982_LOCUS19678|CAD7011589.1|CCAP	LOC110176360|XP_020798348.1|DSER
OG0000073	CCAP1982_LOCUS2823|CAD6994046.1|CCAP	LOC110188202|XP_020813458.1|DSER
OG0000074	CCAP1982_LOCUS12639|CAD7004220.1|CCAP	LOC110184734|XP_020809020.1|DSER
OG0000075	CCAP1982_LOCUS12981|CAD7004586.1|CCAP	LOC110190499|XP_020816674.1|DSER
OG0000075	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP	LOC110190537|XP_020816745.1|DSER
OG0000075	CCAP1982_LOCUS12987|CAD7004592.1|CCAP	LOC110190595|XP_020816847.1|DSER
OG0000076	CCAP1982_LOCUS11742|CAD7003280.1|CCAP	LOC110190420|XP_020816550.1|DSER
OG0000077	CCAP1982_LOCUS20515|CAD7012432.1|CCAP	LOC110182629|XP_020806354.1|DSER
OG0000077	CCAP1982_LOCUS1052|CAD6992178.1|CCAP	LOC110189410|XP_020815129.1|DSER
OG0000077	CCAP1982_LOCUS19492|CAD7011392.1|CCAP	LOC110177149|XP_020799390.1|DSER
OG0000077	CCAP1982_LOCUS3920|CAD6995201.1|CCAP	LOC110176398|XP_020798389.1|DSER
OG0000079	CCAP1982_LOCUS8747|CAD7000257.1|CCAP	LOC110180505|XP_020803840.1|DSER, LOC110187540|XP_020812592.1|DSER, LOC110187541|XP_020812594.1|DSER, LOC110187582|XP_020812628.1|DSER
OG0000080	CCAP1982_LOCUS19396|CAD7011289.1|CCAP	LOC110179883|XP_020803143.1|DSER, LOC110189756|XP_020815629.1|DSER
OG0000081	CCAP1982_LOCUS10921|CAD7002430.1|CCAP	LOC110187188|XP_020812250.1|DSER
OG0000082	CCAP1982_LOCUS774|CAD6991883.1|CCAP	LOC110191132|XP_020817548.1|DSER, LOC110177382|XP_020799743.1|DSER
OG0000082	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP	LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER
OG0000083	CCAP1982_LOCUS6083|CAD6997437.1|CCAP	LOC110183381|XP_020807303.1|DSER, LOC110183898|XP_020807898.1|DSER, LOC110183901|XP_020807903.1|DSER, LOC110183902|XP_020807904.1|DSER
OG0000083	CCAP1982_LOCUS6084|CAD6997438.1|CCAP	LOC110183364|XP_020807285.1|DSER
OG0000084	CCAP1982_LOCUS21786|CAD7013760.1|CCAP	LOC110178501|XP_020801310.1|DSER
OG0000084	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP	LOC110178514|XP_020801324.1|DSER
OG0000087	CCAP1982_LOCUS5747|CAD6997095.1|CCAP	LOC110183207|XP_020807079.1|DSER
OG0000087	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP	LOC110185908|XP_020810581.1|DSER
OG0000088	CCAP1982_LOCUS20832|CAD7012728.1|CCAP	LOC110189420|XP_020815137.1|DSER
OG0000089	CCAP1982_LOCUS487|CAD6991569.1|CCAP	LOC110177136|XP_020799368.1|DSER
OG0000089	CCAP1982_LOCUS12882|CAD7004477.1|CCAP	LOC110190534|XP_020816740.1|DSER
OG0000090	CCAP1982_LOCUS20695|CAD7012611.1|CCAP	LOC110191832|XP_020818460.1|DSER
OG0000090	CCAP1982_LOCUS20698|CAD7012614.1|CCAP	LOC110190013|XP_020816009.1|DSER
OG0000090	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP	LOC110189985|XP_020815933.1|DSER
OG0000091	CCAP1982_LOCUS2528|CAD6993730.1|CCAP	LOC110186300|XP_020811077.1|DSER
OG0000091	CCAP1982_LOCUS1156|CAD6992288.1|CCAP	LOC110187866|XP_020813010.1|DSER
OG0000091	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP	LOC110187865|XP_020813009.1|DSER
OG0000092	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP	LOC110186678|XP_020811604.1|DSER
OG0000092	CCAP1982_LOCUS835|CAD6991947.1|CCAP	LOC110186502|XP_020811356.1|DSER
OG0000092	CCAP1982_LOCUS834|CAD6991946.1|CCAP	LOC110186298|XP_020811072.1|DSER, LOC110186577|XP_020811450.1|DSER
OG0000093	CCAP1982_LOCUS8218|CAD6999691.1|CCAP	LOC110177009|XP_020799178.1|DSER
OG0000094	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP	LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER
OG0000096	CCAP1982_LOCUS8438|CAD6999925.1|CCAP	LOC110181381|XP_020804769.1|DSER, LOC110185590|XP_020810184.1|DSER, LOC110186183|XP_020810901.1|DSER
OG0000096	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP	LOC110181328|XP_020804706.1|DSER
OG0000098	CCAP1982_LOCUS3817|CAD6995094.1|CCAP	LOC110191273|XP_020817727.1|DSER
OG0000101	CCAP1982_LOCUS12876|CAD7004470.1|CCAP	LOC110190009|XP_020815966.1|DSER
OG0000101	CCAP1982_LOCUS12874|CAD7004468.1|CCAP	LOC110190010|XP_020815968.1|DSER
OG0000101	CCAP1982_LOCUS12873|CAD7004467.1|CCAP	LOC110190011|XP_020815969.1|DSER
OG0000101	CCAP1982_LOCUS12877|CAD7004471.1|CCAP	LOC110190008|XP_020815965.1|DSER
OG0000102	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP	LOC110188958|XP_020814556.1|DSER
OG0000103	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER, LOC110185268|XP_020809674.1|DSER
OG0000103	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP	LOC110191485|XP_020818009.1|DSER
OG0000104	CCAP1982_LOCUS11737|CAD7003275.1|CCAP	LOC110188717|XP_020814187.1|DSER
OG0000104	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP	LOC110183736|XP_020807742.1|DSER
OG0000104	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP	LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER
OG0000105	CCAP1982_LOCUS4847|CAD6996155.1|CCAP	LOC110177255|XP_020799565.1|DSER
OG0000105	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP	LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER
OG0000107	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP	LOC110185500|XP_020810053.1|DSER, LOC110184878|XP_020809183.1|DSER, LOC110179784|XP_020803056.1|DSER, LOC110184875|XP_020809180.1|DSER, LOC110184933|XP_020809237.1|DSER, LOC110185499|XP_020810052.1|DSER, LOC110185492|XP_020810046.1|DSER
OG0000109	CCAP1982_LOCUS7956|CAD6999432.1|CCAP	LOC110183319|XP_020807224.1|DSER
OG0000110	CCAP1982_LOCUS12357|CAD7003935.1|CCAP	LOC110176727|XP_020798828.1|DSER, LOC110176715|XP_020798814.1|DSER
OG0000110	CCAP1982_LOCUS12358|CAD7003936.1|CCAP	LOC110176729|XP_020798830.1|DSER
OG0000111	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP	LOC110180114|XP_020803416.1|DSER, LOC110176534|XP_020798578.1|DSER
OG0000113	CCAP1982_LOCUS2584|CAD6993786.1|CCAP	LOC110188760|XP_020814262.1|DSER
OG0000114	CCAP1982_LOCUS6785|CAD6998169.1|CCAP	LOC110183969|XP_020807983.1|DSER, LOC110179937|XP_020803194.1|DSER
OG0000114	CCAP1982_LOCUS6786|CAD6998170.1|CCAP	LOC110179936|XP_020803192.1|DSER, LOC110183970|XP_020807984.1|DSER
OG0000115	CCAP1982_LOCUS23112|CAD7015162.1|CCAP, CCAP1982_LOCUS22018|CAD7014012.1|CCAP, CCAP1982_LOCUS14578|CAD7006253.1|CCAP, CCAP1982_LOCUS4327|CAD6995621.1|CCAP	LOC110182509|XP_020806218.1|DSER
OG0000116	CCAP1982_LOCUS837|CAD6991949.1|CCAP	LOC110186561|XP_020811425.1|DSER
OG0000116	CCAP1982_LOCUS839|CAD6991951.1|CCAP	LOC110186560|XP_020811424.1|DSER, LOC110186672|XP_020811597.1|DSER
OG0000116	CCAP1982_LOCUS838|CAD6991950.1|CCAP	LOC110186304|XP_020811084.1|DSER, LOC110186689|XP_020811615.1|DSER, LOC110186660|XP_020811583.1|DSER, LOC110186691|XP_020811618.1|DSER
OG0000117	CCAP1982_LOCUS6010|CAD6997373.1|CCAP	LOC110186010|XP_020810704.1|DSER
OG0000117	CCAP1982_LOCUS6011|CAD6997374.1|CCAP	LOC110186011|XP_020810706.1|DSER
OG0000117	CCAP1982_LOCUS6012|CAD6997375.1|CCAP	LOC110186013|XP_020810708.1|DSER
OG0000117	CCAP1982_LOCUS6013|CAD6997376.1|CCAP	LOC110186015|XP_020810710.1|DSER
OG0000118	CCAP1982_LOCUS12332|CAD7003903.1|CCAP	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER
OG0000119	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER, LOC110188489|XP_020813877.1|DSER
OG0000119	CCAP1982_LOCUS3102|CAD6994346.1|CCAP	LOC110188600|XP_020814022.1|DSER
OG0000120	CCAP1982_LOCUS23192|CAD7015242.1|CCAP	LOC110181408|XP_020804803.1|DSER, LOC110180259|XP_020803574.1|DSER
OG0000121	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP	LOC110184196|XP_020808286.1|DSER
OG0000122	CCAP1982_LOCUS8593|CAD7000095.1|CCAP	LOC110182279|XP_020805957.1|DSER
OG0000122	CCAP1982_LOCUS21055|CAD7012964.1|CCAP	LOC110176072|XP_020797952.1|DSER
OG0000122	CCAP1982_LOCUS9176|CAD7000703.1|CCAP	LOC110180765|XP_020804107.1|DSER, LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER
OG0000123	CCAP1982_LOCUS1926|CAD6993101.1|CCAP	LOC110176794|XP_020798893.1|DSER, LOC110187886|XP_020813030.1|DSER, LOC110191836|XP_020818461.1|DSER, LOC110191837|XP_020818462.1|DSER
OG0000125	CCAP1982_LOCUS3814|CAD6995090.1|CCAP	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER
OG0000125	CCAP1982_LOCUS3392|CAD6994657.1|CCAP	LOC110187741|XP_020812858.1|DSER
OG0000126	CCAP1982_LOCUS11731|CAD7003269.1|CCAP	LOC110176345|XP_020798336.1|DSER, LOC110178520|XP_020801338.1|DSER
OG0000127	CCAP1982_LOCUS4704|CAD6995998.1|CCAP	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER
OG0000127	CCAP1982_LOCUS4705|CAD6995999.1|CCAP	LOC110188560|XP_020813977.1|DSER
OG0000128	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER
OG0000128	CCAP1982_LOCUS8671|CAD7000180.1|CCAP	LOC110188473|XP_020813862.1|DSER
OG0000129	CCAP1982_LOCUS7073|CAD6998479.1|CCAP	LOC110179824|XP_020803088.1|DSER, LOC110177643|XP_020800117.1|DSER, LOC110180998|XP_020804332.1|DSER, LOC110183493|XP_020807435.1|DSER
OG0000130	CCAP1982_LOCUS13229|CAD7004843.1|CCAP	LOC110184738|XP_020809025.1|DSER, LOC110184712|XP_020808991.1|DSER, LOC110184686|XP_020808958.1|DSER, LOC110184737|XP_020809024.1|DSER
OG0000131	CCAP1982_LOCUS3123|CAD6994370.1|CCAP	LOC110187779|XP_020812906.1|DSER
OG0000132	CCAP1982_LOCUS8509|CAD7000003.1|CCAP	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER
OG0000132	CCAP1982_LOCUS738|CAD6991839.1|CCAP	LOC110188245|XP_020813568.1|DSER
OG0000134	CCAP1982_LOCUS1778|CAD6992945.1|CCAP	LOC110187719|XP_020812822.1|DSER
OG0000134	CCAP1982_LOCUS7922|CAD6999396.1|CCAP	LOC110183406|XP_020807340.1|DSER
OG0000136	CCAP1982_LOCUS19560|CAD7011460.1|CCAP	LOC110188549|XP_020813969.1|DSER
OG0000137	CCAP1982_LOCUS11326|CAD7002858.1|CCAP	LOC110178781|XP_020801686.1|DSER
OG0000137	CCAP1982_LOCUS3379|CAD6994644.1|CCAP	LOC110191367|XP_020817876.1|DSER
OG0000137	CCAP1982_LOCUS11874|CAD7003418.1|CCAP	LOC110178723|XP_020801587.1|DSER
OG0000138	CCAP1982_LOCUS121|CAD6991184.1|CCAP	LOC110188322|XP_020813689.1|DSER, LOC110188321|XP_020813688.1|DSER, LOC110188325|XP_020813692.1|DSER, LOC110188407|XP_020813791.1|DSER, LOC110188327|XP_020813693.1|DSER
OG0000141	CCAP1982_LOCUS11187|CAD7002710.1|CCAP	LOC110189883|XP_020815786.1|DSER
OG0000142	CCAP1982_LOCUS416|CAD6991492.1|CCAP	LOC110186134|XP_020810839.1|DSER
OG0000142	CCAP1982_LOCUS3469|CAD6994736.1|CCAP	LOC110182175|XP_020805834.1|DSER
OG0000143	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP	LOC110185174|XP_020809551.1|DSER
OG0000144	CCAP1982_LOCUS782|CAD6991891.1|CCAP	LOC110188342|XP_020813709.1|DSER
OG0000144	CCAP1982_LOCUS6460|CAD6997836.1|CCAP	LOC110182224|XP_020805911.1|DSER
OG0000145	CCAP1982_LOCUS9140|CAD7000666.1|CCAP	LOC110181169|XP_020804501.1|DSER
OG0000145	CCAP1982_LOCUS9142|CAD7000668.1|CCAP	LOC110181174|XP_020804510.1|DSER
OG0000147	CCAP1982_LOCUS8274|CAD6999751.1|CCAP	LOC110183933|XP_020807956.1|DSER
OG0000147	CCAP1982_LOCUS2081|CAD6993264.1|CCAP	LOC110176636|XP_020798723.1|DSER
OG0000147	CCAP1982_LOCUS2080|CAD6993263.1|CCAP	LOC110176639|XP_020798725.1|DSER
OG0000148	CCAP1982_LOCUS9151|CAD7000677.1|CCAP	LOC110176893|XP_020799037.1|DSER
OG0000150	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP	LOC110181314|XP_020804693.1|DSER, LOC110181315|XP_020804694.1|DSER, LOC110181319|XP_020804698.1|DSER, LOC110179141|XP_020802189.1|DSER, LOC110181318|XP_020804697.1|DSER, LOC110179142|XP_020802191.1|DSER
OG0000151	CCAP1982_LOCUS13475|CAD7005113.1|CCAP	LOC110178567|XP_020801399.1|DSER
OG0000151	CCAP1982_LOCUS13481|CAD7005119.1|CCAP	LOC110178570|XP_020801402.1|DSER
OG0000151	CCAP1982_LOCUS13480|CAD7005118.1|CCAP	LOC110178562|XP_020801393.1|DSER
OG0000151	CCAP1982_LOCUS13479|CAD7005117.1|CCAP	LOC110179025|XP_020802030.1|DSER, LOC110178889|XP_020801822.1|DSER
OG0000152	CCAP1982_LOCUS4908|CAD6996220.1|CCAP	LOC110177308|XP_020799632.1|DSER, LOC110188065|XP_020813274.1|DSER, LOC110177320|XP_020799653.1|DSER, LOC110177321|XP_020799654.1|DSER
OG0000153	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP	LOC110186339|XP_020811146.1|DSER
OG0000153	CCAP1982_LOCUS2011|CAD6993189.1|CCAP	LOC110186409|XP_020811239.1|DSER, LOC110186408|XP_020811237.1|DSER, LOC110186574|XP_020811444.1|DSER
OG0000154	CCAP1982_LOCUS3144|CAD6994392.1|CCAP	LOC110190348|XP_020816412.1|DSER, LOC110190356|XP_020816425.1|DSER
OG0000154	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP	LOC110176214|XP_020798148.1|DSER
OG0000155	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP	LOC110176748|XP_020798855.1|DSER, LOC110176756|XP_020798866.1|DSER, LOC110176749|XP_020798856.1|DSER, LOC110176745|XP_020798847.1|DSER, LOC110176754|XP_020798859.1|DSER
OG0000156	CCAP1982_LOCUS6204|CAD6997566.1|CCAP	LOC110188057|XP_020813268.1|DSER
OG0000157	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP	LOC110189543|XP_020815334.1|DSER, LOC110189633|XP_020815436.1|DSER, LOC110189502|XP_020815266.1|DSER
OG0000158	CCAP1982_LOCUS12092|CAD7003654.1|CCAP	LOC110186831|XP_020811782.1|DSER, LOC110187526|XP_020812584.1|DSER
OG0000159	CCAP1982_LOCUS14640|CAD7006318.1|CCAP	LOC110190352|XP_020816415.1|DSER
OG0000159	CCAP1982_LOCUS13501|CAD7005140.1|CCAP	LOC110178894|XP_020801829.1|DSER
OG0000159	CCAP1982_LOCUS13500|CAD7005139.1|CCAP	LOC110176281|XP_020798256.1|DSER
OG0000160	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP	LOC110191143|XP_020817557.1|DSER, LOC110191151|XP_020817567.1|DSER
OG0000161	CCAP1982_LOCUS14750|CAD7006430.1|CCAP	LOC110183675|XP_020807669.1|DSER
OG0000161	CCAP1982_LOCUS13663|CAD7005305.1|CCAP	LOC110189760|XP_020815638.1|DSER, LOC110180573|XP_020803927.1|DSER
OG0000162	CCAP1982_LOCUS7836|CAD6999308.1|CCAP	LOC110182360|XP_020806059.1|DSER
OG0000163	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP	LOC110185806|XP_020810470.1|DSER, LOC110184491|XP_020808704.1|DSER
OG0000163	CCAP1982_LOCUS9112|CAD7000638.1|CCAP	LOC110181240|XP_020804604.1|DSER
OG0000164	CCAP1982_LOCUS19783|CAD7011699.1|CCAP	LOC110178234|XP_020800944.1|DSER, LOC110189443|XP_020815172.1|DSER, LOC110189350|XP_020815051.1|DSER, LOC110189584|XP_020815376.1|DSER
OG0000166	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP	LOC110179192|XP_020802264.1|DSER
OG0000167	CCAP1982_LOCUS11080|CAD7002594.1|CCAP	LOC110190215|XP_020816230.1|DSER, LOC110190360|XP_020816428.1|DSER
OG0000167	CCAP1982_LOCUS14885|CAD7006571.1|CCAP	LOC110190265|XP_020816290.1|DSER
OG0000169	CCAP1982_LOCUS2677|CAD6993883.1|CCAP	LOC110191428|XP_020817946.1|DSER, LOC110191427|XP_020817945.1|DSER
OG0000169	CCAP1982_LOCUS1231|CAD6992367.1|CCAP	LOC110190646|XP_020816904.1|DSER, LOC110186514|XP_020811370.1|DSER
OG0000170	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP	LOC110177068|XP_020799245.1|DSER, LOC110176923|XP_020799076.1|DSER, LOC110177035|XP_020799211.1|DSER
OG0000170	CCAP1982_LOCUS6771|CAD6998155.1|CCAP	LOC110176922|XP_020799075.1|DSER
OG0000171	CCAP1982_LOCUS6079|CAD6997433.1|CCAP	LOC110186117|XP_020810825.1|DSER
OG0000171	CCAP1982_LOCUS5549|CAD6996876.1|CCAP	LOC110183443|XP_020807382.1|DSER
OG0000172	CCAP1982_LOCUS12610|CAD7004191.1|CCAP	LOC110182791|XP_020806578.1|DSER
OG0000173	CCAP1982_LOCUS21538|CAD7013476.1|CCAP	LOC110178552|XP_020801382.1|DSER
OG0000173	CCAP1982_LOCUS21539|CAD7013477.1|CCAP	LOC110177851|XP_020800459.1|DSER
OG0000174	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP	LOC110189591|XP_020815382.1|DSER
OG0000174	CCAP1982_LOCUS7088|CAD6998497.1|CCAP	LOC110183803|XP_020807815.1|DSER, LOC110179236|XP_020802349.1|DSER
