Orthogroup	AALB.longest_only	DELE.longest_only
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC108135691|XP_017112022.1|DELE
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC108135152|XP_017111265.1|DELE
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC108135421|XP_017111634.1|DELE
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC108137776|XP_017115173.1|DELE
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC108137321|XP_017114435.1|DELE, LOC108150480|XP_017134172.1|DELE, LOC108150411|XP_017134058.1|DELE
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC108138203|XP_017115811.1|DELE
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC108148352|XP_017130857.1|DELE, LOC108148353|XP_017130858.1|DELE
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC108134721|XP_017110611.1|DELE
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC108141972|XP_017121112.1|DELE
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC108149372|XP_017132368.1|DELE, LOC108147714|XP_017129926.1|DELE
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC108136672|XP_017113484.1|DELE, LOC108136823|XP_017113716.1|DELE, LOC108147086|XP_017128863.1|DELE, LOC108147258|XP_017129144.1|DELE
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC108139370|XP_017117584.1|DELE, LOC108139135|XP_017117237.1|DELE, LOC108139379|XP_017117594.1|DELE, LOC108139372|XP_017117588.1|DELE
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC108148655|XP_017131279.1|DELE, LOC108148648|XP_017131266.1|DELE, LOC108136063|XP_017112496.1|DELE
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC108145388|XP_017126272.1|DELE, LOC108145390|XP_017126274.1|DELE, LOC108145497|XP_017126445.1|DELE
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC108144982|XP_017125624.1|DELE, LOC108146654|XP_017128188.1|DELE, LOC108146671|XP_017128214.1|DELE
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC108150562|XP_017134285.1|DELE
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC108135608|XP_017111911.1|DELE, LOC108136109|XP_017112576.1|DELE
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC108144015|XP_017124129.1|DELE, LOC108144001|XP_017124110.1|DELE
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC108146617|XP_017128152.1|DELE, LOC108145765|XP_017126822.1|DELE, LOC108135191|XP_017111301.1|DELE, LOC108138876|XP_017116891.1|DELE
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC108145657|XP_017126698.1|DELE, LOC108149173|XP_017132069.1|DELE, LOC108149962|XP_017133371.1|DELE
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC108140933|XP_017119487.1|DELE, LOC108140926|XP_017119479.1|DELE, LOC108135739|XP_017112062.1|DELE, LOC108147417|XP_017129344.1|DELE
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC108145485|XP_017126430.1|DELE
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC108145338|XP_017126216.1|DELE
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC108136695|XP_017113508.1|DELE
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC108149517|XP_017132634.1|DELE, LOC108149516|XP_017132633.1|DELE
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC108149326|XP_017132279.1|DELE
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC108141715|XP_017120695.1|DELE
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC108134828|XP_017110771.1|DELE
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC108146171|XP_017127561.1|DELE
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC108137514|XP_017114716.1|DELE, LOC108136587|XP_017113392.1|DELE, LOC108137563|XP_017114777.1|DELE
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC108147337|XP_017129254.1|DELE, LOC108141762|XP_017120750.1|DELE, LOC108137267|XP_017114394.1|DELE, LOC108144967|XP_017125604.1|DELE
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC108140669|XP_017119101.1|DELE
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC108147186|XP_017129021.1|DELE, LOC108147188|XP_017129027.1|DELE, LOC108147190|XP_017129031.1|DELE
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC108141616|XP_017120571.1|DELE
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC108148867|XP_017131656.1|DELE
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC108141476|XP_017120373.1|DELE, LOC108137931|XP_017115370.1|DELE
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC108138955|XP_017117023.1|DELE
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC108147200|XP_017129043.1|DELE, LOC108148528|XP_017131054.1|DELE
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC108148292|XP_017130751.1|DELE
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC108148377|XP_017130891.1|DELE, LOC108148376|XP_017130890.1|DELE
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC108138397|XP_017116065.1|DELE, LOC108147229|XP_017129110.1|DELE, LOC108147084|XP_017128862.1|DELE, LOC108142288|XP_017121523.1|DELE, LOC108142796|XP_017122335.1|DELE
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC108138206|XP_017115814.1|DELE, LOC108138019|XP_017115478.1|DELE, LOC108138031|XP_017115493.1|DELE
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC108147570|XP_017129643.1|DELE, LOC108149948|XP_017133353.1|DELE, LOC108147252|XP_017129138.1|DELE, LOC108149949|XP_017133354.1|DELE
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC108145005|XP_017125659.1|DELE, LOC108145090|XP_017125771.1|DELE
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC108148225|XP_017130629.1|DELE, LOC108134612|XP_017110480.1|DELE, LOC108134673|XP_017110559.1|DELE
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC108138869|XP_017116885.1|DELE
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC108147648|XP_017129795.1|DELE
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC108149997|XP_017133419.1|DELE
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC108145113|XP_017125805.1|DELE, LOC108145054|XP_017125723.1|DELE
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC108144847|XP_017125480.1|DELE
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC108140438|XP_017118656.1|DELE, LOC108146750|XP_017128368.1|DELE, LOC108146751|XP_017128369.1|DELE
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC108134763|XP_017110697.1|DELE, LOC108134697|XP_017110583.1|DELE, LOC108145961|XP_017127169.1|DELE
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC108150519|XP_017134229.1|DELE, LOC108150523|XP_017134239.1|DELE
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC108150472|XP_017134154.1|DELE
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC108148107|XP_017130441.1|DELE
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC108148118|XP_017130457.1|DELE
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC108148102|XP_017130436.1|DELE
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC108148861|XP_017131648.1|DELE, LOC108149012|XP_017131847.1|DELE, LOC108148859|XP_017131645.1|DELE, LOC108148945|XP_017131767.1|DELE
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC108148594|XP_017131164.1|DELE, LOC108148713|XP_017131368.1|DELE
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC108137018|XP_017114007.1|DELE
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC108144215|XP_017124378.1|DELE, LOC108144800|XP_017125409.1|DELE, LOC108144851|XP_017125485.1|DELE
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC108140522|XP_017118821.1|DELE, LOC108135817|XP_017112182.1|DELE
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC108141280|XP_017120036.1|DELE
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC108141517|XP_017120435.1|DELE
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC108146864|XP_017128579.1|DELE
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC108138275|XP_017115916.1|DELE, LOC108138036|XP_017115498.1|DELE, LOC108145108|XP_017125793.1|DELE
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC108142029|XP_017121195.1|DELE, LOC108148044|XP_017130378.1|DELE, LOC108148045|XP_017130380.1|DELE, LOC108147772|XP_017129991.1|DELE, LOC108139448|XP_017117663.1|DELE, LOC108136442|XP_017113092.1|DELE
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC108134596|XP_017110446.1|DELE
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC108138281|XP_017115925.1|DELE, LOC108138178|XP_017115774.1|DELE, LOC108143674|XP_017123674.1|DELE, LOC108138283|XP_017115928.1|DELE
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC108142544|XP_017121961.1|DELE, LOC108149630|XP_017132853.1|DELE
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC108137309|XP_017114423.1|DELE, LOC108144590|XP_017125083.1|DELE, LOC108147107|XP_017128885.1|DELE
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC108143127|XP_017122857.1|DELE, LOC108143241|XP_017123028.1|DELE
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC108150211|XP_017133719.1|DELE, LOC108134806|XP_017110747.1|DELE
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC108137159|XP_017114216.1|DELE
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC108149226|XP_017132147.1|DELE, LOC108137158|XP_017114215.1|DELE, LOC108139476|XP_017117690.1|DELE, LOC108139897|XP_017118090.1|DELE, LOC108139709|XP_017117922.1|DELE, LOC108142406|XP_017121746.1|DELE
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC108138617|XP_017116394.1|DELE, LOC108138691|XP_017116527.1|DELE
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC108145129|XP_017125833.1|DELE, LOC108145100|XP_017125780.1|DELE, LOC108145117|XP_017125817.1|DELE
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC108142264|XP_017121475.1|DELE, LOC108142428|XP_017121777.1|DELE, LOC108142858|XP_017122418.1|DELE
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC108144997|XP_017125646.1|DELE, LOC108139157|XP_017117264.1|DELE, LOC108144996|XP_017125644.1|DELE
OG0000222	LOC118462726|XP_035784563.1|AALB	LOC108149323|XP_017132273.1|DELE
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC108141370|XP_017120189.1|DELE
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC108139175|XP_017117286.1|DELE, LOC108139174|XP_017117285.1|DELE, LOC108139179|XP_017117289.1|DELE
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC108150297|XP_017133896.1|DELE, LOC108150300|XP_017133901.1|DELE, LOC108150219|XP_017133751.1|DELE
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC108136906|XP_017113857.1|DELE, LOC108137448|XP_017114626.1|DELE, LOC108143889|XP_017123956.1|DELE, LOC108138042|XP_017115503.1|DELE
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC108147201|XP_017129044.1|DELE
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC108140604|XP_017119004.1|DELE
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC108141260|XP_017120001.1|DELE
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC108135128|XP_017111225.1|DELE, LOC108145089|XP_017125766.1|DELE, LOC108145053|XP_017125722.1|DELE
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC108148837|XP_017131593.1|DELE, LOC108143070|XP_017122772.1|DELE, LOC108143021|XP_017122701.1|DELE
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC108143077|XP_017122782.1|DELE, LOC108143106|XP_017122817.1|DELE, LOC108142926|XP_017122508.1|DELE
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC108137829|XP_017115243.1|DELE, LOC108137774|XP_017115165.1|DELE, LOC108144774|XP_017125376.1|DELE
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC108145110|XP_017125796.1|DELE
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC108142201|XP_017121377.1|DELE, LOC108149121|XP_017132014.1|DELE
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC108142131|XP_017121315.1|DELE, LOC108141937|XP_017121064.1|DELE, LOC108141938|XP_017121068.1|DELE
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC108147219|XP_017129086.1|DELE, LOC108148404|XP_017130926.1|DELE
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC108135144|XP_017111245.1|DELE, LOC108135156|XP_017111266.1|DELE, LOC108148299|XP_017130770.1|DELE
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC108136086|XP_017112543.1|DELE, LOC108136110|XP_017112578.1|DELE
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC108144313|XP_017124500.1|DELE
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC108146823|XP_017128503.1|DELE, LOC108146822|XP_017128502.1|DELE, LOC108146911|XP_017128642.1|DELE
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC108135624|XP_017111932.1|DELE, LOC108135598|XP_017111898.1|DELE, LOC108149706|XP_017132961.1|DELE, LOC108147164|XP_017129028.1|DELE
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC108149558|XP_017132685.1|DELE, LOC108140200|XP_017118392.1|DELE, LOC108149557|XP_017132684.1|DELE, LOC108149271|XP_017132203.1|DELE
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC108138222|XP_017115830.1|DELE, LOC108138286|XP_017115932.1|DELE, LOC108138221|XP_017115829.1|DELE
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC108134912|XP_017110914.1|DELE, LOC108144239|XP_017124407.1|DELE, LOC108150204|XP_017133704.1|DELE
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC108149719|XP_017132974.1|DELE, LOC108137541|XP_017114757.1|DELE
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC108145169|XP_017125889.1|DELE, LOC108145173|XP_017125894.1|DELE
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC108149711|XP_017132966.1|DELE, LOC108141277|XP_017120033.1|DELE
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC108149345|XP_017132324.1|DELE, LOC108140038|XP_017118230.1|DELE, LOC108149344|XP_017132323.1|DELE, LOC108149343|XP_017132321.1|DELE
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC108145010|XP_017125663.1|DELE
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC108137953|XP_017115401.1|DELE
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC108137571|XP_017114787.1|DELE, LOC108137570|XP_017114786.1|DELE, LOC108144045|XP_017124174.1|DELE
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC108148448|XP_017130972.1|DELE, LOC108148968|XP_017131795.1|DELE
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC108148202|XP_017130598.1|DELE, LOC108148201|XP_017130596.1|DELE
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC108148907|XP_017131711.1|DELE
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC108136947|XP_017113918.1|DELE, LOC108136747|XP_017113579.1|DELE
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC108143427|XP_017123330.1|DELE
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC108148250|XP_017130659.1|DELE, LOC108144494|XP_017124915.1|DELE, LOC108140179|XP_017118372.1|DELE, LOC108144348|XP_017124585.1|DELE
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC108142208|XP_017121386.1|DELE
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC108134960|XP_017110973.1|DELE
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC108140571|XP_017118931.1|DELE, LOC108135333|XP_017111513.1|DELE, LOC108141020|XP_017119590.1|DELE
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC108147442|XP_017129456.1|DELE, LOC108147443|XP_017129457.1|DELE
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC108146064|XP_017127366.1|DELE, LOC108146065|XP_017127367.1|DELE, LOC108146062|XP_017127365.1|DELE
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC108142701|XP_017122205.1|DELE, LOC108147635|XP_017129780.1|DELE, LOC108134834|XP_017110782.1|DELE
OG0000282	LOC118459742|XP_035779312.1|AALB	LOC108146358|XP_017127824.1|DELE
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC108144445|XP_017124820.1|DELE
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC108148670|XP_017131293.1|DELE
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC108138218|XP_017115826.1|DELE
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC108150537|XP_017134259.1|DELE
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC108145190|XP_017125921.1|DELE
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC108144840|XP_017125469.1|DELE
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC108146775|XP_017128404.1|DELE
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC108150146|XP_017133605.1|DELE, LOC108135337|XP_017111517.1|DELE, LOC108135857|XP_017112244.1|DELE
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC108150477|XP_017134170.1|DELE
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC108145587|XP_017126589.1|DELE
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC108149795|XP_017133148.1|DELE, LOC108144639|XP_017125163.1|DELE, LOC108145495|XP_017126441.1|DELE
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC108135202|XP_017111315.1|DELE, LOC108145844|XP_017126948.1|DELE, LOC108141518|XP_017120440.1|DELE
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC108134917|XP_017110923.1|DELE, LOC108135588|XP_017111880.1|DELE, LOC108135416|XP_017111618.1|DELE
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC108145309|XP_017126142.1|DELE
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC108138322|XP_017115970.1|DELE
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC108142838|XP_017122393.1|DELE, LOC108142703|XP_017122207.1|DELE
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC108135554|XP_017111790.1|DELE, LOC108136627|XP_017113435.1|DELE, LOC108138277|XP_017115918.1|DELE
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC108143050|XP_017122748.1|DELE, LOC108143075|XP_017122780.1|DELE, LOC108143073|XP_017122778.1|DELE
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC108136042|XP_017112462.1|DELE
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC108135362|XP_017111543.1|DELE, LOC108135394|XP_017111582.1|DELE, LOC108144601|XP_017125103.1|DELE
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC108136825|XP_017113718.1|DELE
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC108147185|XP_017129018.1|DELE
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC108138457|XP_017116149.1|DELE, LOC108142336|XP_017121579.1|DELE
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC108137376|XP_017114516.1|DELE, LOC108140493|XP_017118758.1|DELE, LOC108144439|XP_017124817.1|DELE
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC108141908|XP_017121010.1|DELE
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC108134740|XP_017110653.1|DELE
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC108141889|XP_017120987.1|DELE, LOC108149503|XP_017132614.1|DELE
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC108149513|XP_017132632.1|DELE
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC108135071|XP_017111109.1|DELE, LOC108149320|XP_017132272.1|DELE, LOC108139162|XP_017117267.1|DELE
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC108138079|XP_017115555.1|DELE, LOC108138087|XP_017115562.1|DELE
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC108140447|XP_017118667.1|DELE, LOC108135914|XP_017112337.1|DELE, LOC108137634|XP_017114916.1|DELE
OG0000323	LOC118462892|XP_035784878.1|AALB	LOC108149405|XP_017132431.1|DELE, LOC108136837|XP_017113746.1|DELE, LOC108136836|XP_017113745.1|DELE
OG0000324	LOC118465270|XP_035789193.1|AALB	LOC108149085|XP_017131963.1|DELE
OG0000325	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB	LOC108146534|XP_017128064.1|DELE, LOC108146539|XP_017128069.1|DELE
OG0000331	LOC118464485|XP_035787804.1|AALB	LOC108139058|XP_017117166.1|DELE, LOC108138953|XP_017117021.1|DELE
OG0000332	LOC118463774|XP_035786480.1|AALB	LOC108142090|XP_017121273.1|DELE
OG0000332	LOC118461988|XP_035783816.1|AALB	LOC108147743|XP_017129963.1|DELE
OG0000333	LOC118464564|XP_035787897.1|AALB, LOC118464859|XP_035788465.1|AALB, LOC118463099|XP_035785289.1|AALB	LOC108150210|XP_017133715.1|DELE, LOC108150335|XP_017133947.1|DELE
OG0000334	LOC118457873|XP_035775680.1|AALB	LOC108149653|XP_017132882.1|DELE, LOC108134862|XP_017110836.1|DELE, LOC108144751|XP_017125344.1|DELE
