Orthogroup	AALB.longest_only	DGUA.longest_only
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC117589332|XP_034137073.1|DGUA, LOC117589333|XP_034137075.1|DGUA, LOC117589334|XP_034137077.1|DGUA, LOC117589335|XP_034137078.1|DGUA
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC117585694|XP_034131199.1|DGUA
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC117590199|XP_034138533.1|DGUA
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC117588458|XP_034135635.1|DGUA
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC117579028|XP_034120604.1|DGUA
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC117579031|XP_034120607.1|DGUA
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC117585409|XP_034130768.1|DGUA
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC117590246|XP_034138608.1|DGUA
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC117584066|XP_034128699.1|DGUA
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC117580967|XP_034123648.1|DGUA, LOC117582661|XP_034126465.1|DGUA, LOC117582226|XP_034125724.1|DGUA
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC117583999|XP_034128619.1|DGUA
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC117582746|XP_034126577.1|DGUA, LOC117582747|XP_034126578.1|DGUA
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC117582434|XP_034126028.1|DGUA
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC117588221|XP_034135257.1|DGUA
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC117588085|XP_034135045.1|DGUA, LOC117581583|XP_034124825.1|DGUA
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC117589721|XP_034137781.1|DGUA, LOC117589723|XP_034137784.1|DGUA
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC117589779|XP_034137867.1|DGUA, LOC117589704|XP_034137758.1|DGUA, LOC117589705|XP_034137759.1|DGUA
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC117585351|XP_034130686.1|DGUA, LOC117584922|XP_034129963.1|DGUA, LOC117580197|XP_034122464.1|DGUA
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA, LOC117578615|XP_034120105.1|DGUA
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC117579769|XP_034121719.1|DGUA, LOC117579414|XP_034121184.1|DGUA
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC117589013|XP_034136524.1|DGUA
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC117580574|XP_034123068.1|DGUA, LOC117579521|XP_034121320.1|DGUA
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC117585809|XP_034131420.1|DGUA, LOC117585807|XP_034131416.1|DGUA
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC117584558|XP_034129407.1|DGUA, LOC117582601|XP_034126355.1|DGUA
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC117584450|XP_034129258.1|DGUA, LOC117584932|XP_034129982.1|DGUA
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC117581657|XP_034124927.1|DGUA
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC117586001|XP_034131724.1|DGUA
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC117586032|XP_034131768.1|DGUA, LOC117585993|XP_034131712.1|DGUA
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC117585602|XP_034131042.1|DGUA
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC117581982|XP_034125365.1|DGUA
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC117584320|XP_034129040.1|DGUA
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC117588130|XP_034135110.1|DGUA
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC117588653|XP_034135980.1|DGUA
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC117585193|XP_034130433.1|DGUA, LOC117581161|XP_034123994.1|DGUA, LOC117579178|XP_034120833.1|DGUA, LOC117580001|XP_034122088.1|DGUA, LOC117579735|XP_034121634.1|DGUA, LOC117580526|XP_034123010.1|DGUA, LOC117592015|XP_034141360.1|DGUA, LOC117579734|XP_034121623.1|DGUA
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC117592099|XP_034141507.1|DGUA, LOC117592093|XP_034141500.1|DGUA
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC117584209|XP_034128872.1|DGUA, LOC117587757|XP_034134579.1|DGUA, LOC117578636|XP_034120137.1|DGUA
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC117586083|XP_034131830.1|DGUA
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC117591099|XP_034140091.1|DGUA
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC117588473|XP_034135656.1|DGUA
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC117582947|XP_034126947.1|DGUA
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC117588265|XP_034135297.1|DGUA, LOC117581207|XP_034124110.1|DGUA
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC117591391|XP_034140528.1|DGUA
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC117583697|XP_034128068.1|DGUA, LOC117583434|XP_034127624.1|DGUA
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC117585578|XP_034131006.1|DGUA
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC117585580|XP_034131008.1|DGUA, LOC117585579|XP_034131007.1|DGUA
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC117590714|XP_034139505.1|DGUA, LOC117589022|XP_034136541.1|DGUA, LOC117579353|XP_034121073.1|DGUA
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC117582424|XP_034126019.1|DGUA, LOC117582423|XP_034126018.1|DGUA
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC117584375|XP_034129112.1|DGUA, LOC117591213|XP_034140249.1|DGUA
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC117590855|XP_034139743.1|DGUA, LOC117580555|XP_034123046.1|DGUA
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC117585412|XP_034130776.1|DGUA, LOC117591421|XP_034140568.1|DGUA, LOC117591398|XP_034140534.1|DGUA
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC117584573|XP_034129434.1|DGUA
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC117590825|XP_034139686.1|DGUA
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC117581459|XP_034124563.1|DGUA
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC117592287|XP_034141839.1|DGUA
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC117592636|XP_034142470.1|DGUA
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC117590117|XP_034138358.1|DGUA, LOC117580444|XP_034122892.1|DGUA, LOC117579550|XP_034121359.1|DGUA
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC117582595|XP_034126345.1|DGUA, LOC117579194|XP_034120854.1|DGUA
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC117584532|XP_034129373.1|DGUA, LOC117584467|XP_034129279.1|DGUA
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC117584167|XP_034128822.1|DGUA
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC117581037|XP_034123757.1|DGUA
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC117581036|XP_034123756.1|DGUA
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC117581029|XP_034123750.1|DGUA
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC117583596|XP_034127880.1|DGUA, LOC117587582|XP_034134307.1|DGUA, LOC117583597|XP_034127881.1|DGUA
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC117585855|XP_034131496.1|DGUA, LOC117585853|XP_034131492.1|DGUA
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC117586090|XP_034131837.1|DGUA
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC117592623|XP_034142448.1|DGUA, LOC117589329|XP_034137072.1|DGUA, LOC117581838|XP_034125179.1|DGUA, LOC117589338|XP_034137085.1|DGUA
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC117585075|XP_034130230.1|DGUA, LOC117585020|XP_034130152.1|DGUA
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC117591994|XP_034141330.1|DGUA
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC117586721|XP_034132908.1|DGUA
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC117589374|XP_034137176.1|DGUA
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC117581120|XP_034123935.1|DGUA
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC117583718|XP_034128116.1|DGUA
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC117581957|XP_034125330.1|DGUA, LOC117582419|XP_034126011.1|DGUA
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC117580458|XP_034122921.1|DGUA, LOC117592198|XP_034141698.1|DGUA
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC117580767|XP_034123352.1|DGUA, LOC117592176|XP_034141667.1|DGUA, LOC117585188|XP_034130427.1|DGUA
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC117579370|XP_034121128.1|DGUA, LOC117579368|XP_034121126.1|DGUA, LOC117579369|XP_034121127.1|DGUA
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC117588705|XP_034136044.1|DGUA, LOC117588708|XP_034136048.1|DGUA, LOC117588709|XP_034136049.1|DGUA, LOC117588706|XP_034136045.1|DGUA, LOC117588707|XP_034136047.1|DGUA, LOC117588710|XP_034136050.1|DGUA, LOC117580570|XP_034123064.1|DGUA, LOC117591010|XP_034139986.1|DGUA
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC117590794|XP_034139640.1|DGUA
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC117582338|XP_034125881.1|DGUA, LOC117590793|XP_034139639.1|DGUA
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC117582480|XP_034126124.1|DGUA, LOC117582481|XP_034126125.1|DGUA
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC117578470|XP_034119893.1|DGUA, LOC117578472|XP_034119895.1|DGUA, LOC117578468|XP_034119891.1|DGUA
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC117586871|XP_034133059.1|DGUA, LOC117587270|XP_034133741.1|DGUA, LOC117587126|XP_034133516.1|DGUA
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC117578437|XP_034119832.1|DGUA, LOC117589585|XP_034137540.1|DGUA, LOC117578434|XP_034119795.1|DGUA
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC117586682|XP_034132828.1|DGUA
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC117585453|XP_034130827.1|DGUA, LOC117585417|XP_034130781.1|DGUA, LOC117585342|XP_034130674.1|DGUA
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC117589392|XP_034137199.1|DGUA, LOC117589393|XP_034137200.1|DGUA, LOC117589386|XP_034137192.1|DGUA
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC117590157|XP_034138434.1|DGUA, LOC117586556|XP_034132610.1|DGUA, LOC117584133|XP_034128778.1|DGUA
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC117583694|XP_034128063.1|DGUA, LOC117583695|XP_034128064.1|DGUA
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC117585095|XP_034130254.1|DGUA
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC117578797|XP_034120414.1|DGUA, LOC117578800|XP_034120420.1|DGUA, LOC117578799|XP_034120418.1|DGUA, LOC117578798|XP_034120416.1|DGUA, LOC117592499|XP_034142236.1|DGUA
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC117586758|XP_034132958.1|DGUA, LOC117582432|XP_034126030.1|DGUA, LOC117581660|XP_034124937.1|DGUA
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC117591474|XP_034140648.1|DGUA, LOC117583397|XP_034127572.1|DGUA, LOC117583402|XP_034127576.1|DGUA
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC117584957|XP_034130045.1|DGUA, LOC117584956|XP_034130044.1|DGUA, LOC117584955|XP_034130043.1|DGUA
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC117590934|XP_034139866.1|DGUA, LOC117582510|XP_034126196.1|DGUA, LOC117587857|XP_034134714.1|DGUA, LOC117591356|XP_034140480.1|DGUA
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC117578458|XP_034119873.1|DGUA
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC117589894|XP_034138055.1|DGUA
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC117581796|XP_034125127.1|DGUA, LOC117582234|XP_034125736.1|DGUA
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC117586408|XP_034132335.1|DGUA, LOC117585159|XP_034130386.1|DGUA
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC117586430|XP_034132358.1|DGUA, LOC117586382|XP_034132303.1|DGUA, LOC117586041|XP_034131777.1|DGUA
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC117591277|XP_034140368.1|DGUA, LOC117591768|XP_034140971.1|DGUA, LOC117589445|XP_034137280.1|DGUA
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC117586207|XP_034132039.1|DGUA
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC117580413|XP_034122852.1|DGUA, LOC117580414|XP_034122853.1|DGUA, LOC117580415|XP_034122854.1|DGUA
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC117587385|XP_034133929.1|DGUA, LOC117587386|XP_034133931.1|DGUA, LOC117592005|XP_034141344.1|DGUA
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC117581786|XP_034125106.1|DGUA, LOC117581784|XP_034125104.1|DGUA, LOC117581780|XP_034125094.1|DGUA
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC117583934|XP_034128507.1|DGUA, LOC117584311|XP_034129028.1|DGUA, LOC117583933|XP_034128506.1|DGUA
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC117591321|XP_034140419.1|DGUA, LOC117592040|XP_034141402.1|DGUA, LOC117579134|XP_034120766.1|DGUA
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC117578749|XP_034120326.1|DGUA
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC117580563|XP_034123060.1|DGUA, LOC117592654|XP_034142489.1|DGUA
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC117591810|XP_034141011.1|DGUA
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC117582585|XP_034126323.1|DGUA, LOC117582584|XP_034126322.1|DGUA
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC117581991|XP_034125381.1|DGUA
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC117592602|XP_034142375.1|DGUA
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC117581321|XP_034124317.1|DGUA, LOC117583538|XP_034127782.1|DGUA, LOC117581495|XP_034124635.1|DGUA
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC117583081|XP_034127149.1|DGUA, LOC117583080|XP_034127148.1|DGUA
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC117582829|XP_034126772.1|DGUA, LOC117582830|XP_034126773.1|DGUA
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC117583063|XP_034127126.1|DGUA
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC117585344|XP_034130679.1|DGUA
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC117592070|XP_034141469.1|DGUA
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC117588096|XP_034135058.1|DGUA, LOC117590211|XP_034138598.1|DGUA, LOC117592177|XP_034141668.1|DGUA
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC117587381|XP_034133922.1|DGUA, LOC117580581|XP_034123077.1|DGUA, LOC117579324|XP_034121029.1|DGUA
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC117590577|XP_034139209.1|DGUA
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC117586163|XP_034131954.1|DGUA, LOC117586731|XP_034132917.1|DGUA, LOC117584037|XP_034128664.1|DGUA, LOC117590005|XP_034138182.1|DGUA
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC117579983|XP_034122053.1|DGUA, LOC117579984|XP_034122054.1|DGUA
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC117579883|XP_034121910.1|DGUA, LOC117579882|XP_034121909.1|DGUA, LOC117579881|XP_034121908.1|DGUA
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC117589456|XP_034137299.1|DGUA, LOC117591618|XP_034140821.1|DGUA, LOC117580866|XP_034123506.1|DGUA, LOC117588506|XP_034135719.1|DGUA
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC117592109|XP_034141521.1|DGUA
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC117583739|XP_034128146.1|DGUA
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC117584410|XP_034129165.1|DGUA
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC117584194|XP_034128853.1|DGUA
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC117578660|XP_034120591.1|DGUA
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC117578854|XP_034120534.1|DGUA
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC117580221|XP_034122517.1|DGUA
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC117583431|XP_034127621.1|DGUA, LOC117584814|XP_034129826.1|DGUA, LOC117583110|XP_034127182.1|DGUA
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC117583860|XP_034128371.1|DGUA
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC117590345|XP_034138735.1|DGUA
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC117578517|XP_034119953.1|DGUA, LOC117583161|XP_034127247.1|DGUA, LOC117578609|XP_034120094.1|DGUA
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC117591067|XP_034140059.1|DGUA, LOC117588996|XP_034136494.1|DGUA, LOC117588343|XP_034135444.1|DGUA
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC117589561|XP_034137487.1|DGUA, LOC117589590|XP_034137547.1|DGUA, LOC117589589|XP_034137546.1|DGUA
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC117590674|XP_034139441.1|DGUA
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC117582104|XP_034125560.1|DGUA
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC117587184|XP_034133594.1|DGUA, LOC117587185|XP_034133595.1|DGUA
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC117579447|XP_034121227.1|DGUA, LOC117580841|XP_034123472.1|DGUA, LOC117581927|XP_034125296.1|DGUA
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC117583909|XP_034128478.1|DGUA, LOC117583711|XP_034128093.1|DGUA, LOC117583712|XP_034128094.1|DGUA
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC117591284|XP_034140373.1|DGUA
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC117591916|XP_034141199.1|DGUA, LOC117590982|XP_034139948.1|DGUA
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC117585216|XP_034130494.1|DGUA
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC117583556|XP_034127810.1|DGUA
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC117578520|XP_034119955.1|DGUA, LOC117580838|XP_034123468.1|DGUA
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC117585640|XP_034131116.1|DGUA, LOC117584946|XP_034130029.1|DGUA, LOC117588268|XP_034135313.1|DGUA
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC117588226|XP_034135263.1|DGUA
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC117582061|XP_034125504.1|DGUA
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC117588087|XP_034135047.1|DGUA, LOC117584344|XP_034129067.1|DGUA
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC117582545|XP_034126245.1|DGUA
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC117585436|XP_034130802.1|DGUA, LOC117581947|XP_034125320.1|DGUA, LOC117589793|XP_034137884.1|DGUA
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC117582495|XP_034126166.1|DGUA
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC117588679|XP_034136018.1|DGUA, LOC117590981|XP_034139947.1|DGUA
OG0000323	LOC118462892|XP_035784878.1|AALB	LOC117588174|XP_034135179.1|DGUA, LOC117585152|XP_034130374.1|DGUA, LOC117585153|XP_034130375.1|DGUA
OG0000324	LOC118465270|XP_035789193.1|AALB	LOC117592513|XP_034142249.1|DGUA
OG0000325	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB	LOC117579905|XP_034121932.1|DGUA, LOC117579788|XP_034121740.1|DGUA
OG0000331	LOC118464485|XP_035787804.1|AALB	LOC117584315|XP_034129035.1|DGUA, LOC117584065|XP_034128698.1|DGUA, LOC117584498|XP_034129320.1|DGUA, LOC117583950|XP_034128540.1|DGUA, LOC117584245|XP_034128937.1|DGUA
OG0000332	LOC118463774|XP_035786480.1|AALB	LOC117581415|XP_034124460.1|DGUA, LOC117585527|XP_034130926.1|DGUA
OG0000332	LOC118461988|XP_035783816.1|AALB	LOC117581437|XP_034124527.1|DGUA
OG0000333	LOC118464564|XP_035787897.1|AALB, LOC118464859|XP_035788465.1|AALB, LOC118463099|XP_035785289.1|AALB	LOC117579495|XP_034121288.1|DGUA
OG0000334	LOC118457873|XP_035775680.1|AALB	LOC117588349|XP_034135452.1|DGUA, LOC117580604|XP_034123086.1|DGUA
OG0000335	LOC118468636|XP_035795547.1|AALB, LOC118457173|XP_035774397.1|AALB	LOC117588064|XP_034135016.1|DGUA, LOC117588062|XP_034135012.1|DGUA
OG0000338	LOC118466362|XP_035791438.1|AALB	LOC117580169|XP_034122382.1|DGUA
OG0000338	LOC118465322|XP_035789343.1|AALB	LOC117592472|XP_034142199.1|DGUA
OG0000340	LOC118456636|XP_035773462.1|AALB	LOC117578841|XP_034120514.1|DGUA
OG0000342	LOC118461248|XP_035782256.1|AALB	LOC117588413|XP_034135573.1|DGUA, LOC117581672|XP_034124941.1|DGUA
OG0000343	LOC118458584|XP_035777137.1|AALB	LOC117583768|XP_034128212.1|DGUA
OG0000343	LOC118458582|XP_035777135.1|AALB, LOC118458583|XP_035777136.1|AALB	LOC117590103|XP_034138341.1|DGUA
OG0000344	LOC118461620|XP_035783058.1|AALB, LOC118461619|XP_035783056.1|AALB, LOC118461618|XP_035783054.1|AALB	LOC117587870|XP_034134736.1|DGUA, LOC117583622|XP_034127961.1|DGUA
