Orthogroup	AALB.longest_only	DALB.longest_only
OG0000117	LOC118458656|XP_035777238.1|AALB, LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB	LOC117565743|XP_034100882.1|DALB, LOC117565744|XP_034100883.1|DALB, LOC117565747|XP_034100885.1|DALB, LOC117565748|XP_034100886.1|DALB
OG0000118	LOC118457110|XP_035774302.1|AALB	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB, LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB, LOC117575968|XP_034116338.1|DALB
OG0000119	LOC118458699|XP_035777331.1|AALB, LOC118460125|XP_035780068.1|AALB, LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB, LOC118458698|XP_035777330.1|AALB	LOC117573918|XP_034113322.1|DALB, LOC117575301|XP_034115342.1|DALB, LOC117574706|XP_034114510.1|DALB
OG0000120	LOC118463432|XP_035785893.1|AALB	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC118464687|XP_035788103.1|AALB	LOC117567543|XP_034103482.1|DALB
OG0000121	LOC118459567|XP_035778961.1|AALB	LOC117576151|XP_034116610.1|DALB, LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB, LOC117576173|XP_034116649.1|DALB
OG0000122	LOC118456844|XP_035773833.1|AALB	LOC117563285|XP_034097414.1|DALB, LOC117573903|XP_034113305.1|DALB, LOC117570141|XP_034107498.1|DALB, LOC117565066|XP_034099905.1|DALB
OG0000123	LOC118461289|XP_035782355.1|AALB	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB, LOC117574507|XP_034114251.1|DALB
OG0000124	LOC118465756|XP_035790152.1|AALB	LOC117571598|XP_034109705.1|DALB, LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB, LOC117568479|XP_034105057.1|DALB
OG0000125	LOC118457525|XP_035775063.1|AALB	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC118463575|XP_035786112.1|AALB	LOC117573946|XP_034113364.1|DALB
OG0000126	LOC118460528|XP_035780801.1|AALB	LOC117563733|XP_034098105.1|DALB
OG0000127	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB	LOC117574862|XP_034114769.1|DALB, LOC117575877|XP_034116206.1|DALB, LOC117575878|XP_034116207.1|DALB
OG0000128	LOC118463140|XP_035785395.1|AALB	LOC117571995|XP_034110397.1|DALB, LOC117571994|XP_034110395.1|DALB
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC117577997|XP_034118986.1|DALB, LOC117571227|XP_034109165.1|DALB, LOC117571277|XP_034109231.1|DALB, LOC117577996|XP_034118985.1|DALB
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC117569356|XP_034106380.1|DALB, LOC117572760|XP_034111736.1|DALB, LOC117569424|XP_034106474.1|DALB, LOC117569353|XP_034106376.1|DALB, LOC117569355|XP_034106379.1|DALB, LOC117569354|XP_034106378.1|DALB, LOC117569352|XP_034106375.1|DALB
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB, LOC117576685|XP_034117572.1|DALB
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC117574228|XP_034113828.1|DALB
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC117570061|XP_034107390.1|DALB, LOC117564459|XP_034099134.1|DALB
OG0000136	LOC118468175|XP_035794891.1|AALB	LOC117577272|XP_034118147.1|DALB, LOC117577273|XP_034118148.1|DALB, LOC117577411|XP_034118211.1|DALB
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC117568552|XP_034105163.1|DALB, LOC117573629|XP_034112821.1|DALB
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC117566965|XP_034102511.1|DALB
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC117576114|XP_034116562.1|DALB, LOC117570186|XP_034107560.1|DALB, LOC117572475|XP_034111213.1|DALB, LOC117568044|XP_034104281.1|DALB, LOC117568045|XP_034104282.1|DALB, LOC117568046|XP_034104283.1|DALB, LOC117572477|XP_034111218.1|DALB, LOC117572476|XP_034111215.1|DALB, LOC117567257|XP_034102998.1|DALB
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC117568469|XP_034105045.1|DALB, LOC117568470|XP_034105047.1|DALB, LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC117573688|XP_034112934.1|DALB
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC117573203|XP_034112086.1|DALB
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC117577839|XP_034118671.1|DALB
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC117572619|XP_034111465.1|DALB
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC117570901|XP_034108697.1|DALB
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC117574830|XP_034114694.1|DALB
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC117575624|XP_034115793.1|DALB
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC117564386|XP_034098997.1|DALB
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC117573665|XP_034112888.1|DALB, LOC117565133|XP_034099995.1|DALB, LOC117564784|XP_034099582.1|DALB, LOC117563990|XP_034098470.1|DALB
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC117563867|XP_034098313.1|DALB
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC117573367|XP_034112387.1|DALB, LOC117573368|XP_034112388.1|DALB
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC117563553|XP_034097824.1|DALB
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC117563206|XP_034097284.1|DALB
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC117565727|XP_034100866.1|DALB, LOC117569224|XP_034106193.1|DALB
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC117576816|XP_034117777.1|DALB, LOC117576823|XP_034117786.1|DALB, LOC117576822|XP_034117785.1|DALB
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC117575070|XP_034115052.1|DALB, LOC117574202|XP_034113798.1|DALB, LOC117574203|XP_034113799.1|DALB
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC117574657|XP_034114452.1|DALB, LOC117576746|XP_034117670.1|DALB
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB, LOC117569547|XP_034106646.1|DALB
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC117567617|XP_034103599.1|DALB, LOC117571685|XP_034109819.1|DALB, LOC117566851|XP_034102334.1|DALB
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC117568681|XP_034105378.1|DALB
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC117568060|XP_034104305.1|DALB, LOC117570809|XP_034108556.1|DALB
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC117576732|XP_034117649.1|DALB, LOC117576738|XP_034117660.1|DALB
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC117563513|XP_034097781.1|DALB, LOC117576994|XP_034118071.1|DALB, LOC117563600|XP_034097881.1|DALB
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC117563889|XP_034098341.1|DALB, LOC117574778|XP_034114619.1|DALB
OG0000164	LOC118466740|XP_035792318.1|AALB	LOC117566501|XP_034101932.1|DALB, LOC117567993|XP_034104203.1|DALB, LOC117568002|XP_034104216.1|DALB, LOC117567987|XP_034104198.1|DALB, LOC117567989|XP_034104200.1|DALB, LOC117567988|XP_034104199.1|DALB, LOC117567992|XP_034104202.1|DALB, LOC117567990|XP_034104201.1|DALB, LOC117567995|XP_034104204.1|DALB, LOC117568003|XP_034104217.1|DALB, LOC117567998|XP_034104207.1|DALB, LOC117567997|XP_034104205.1|DALB, LOC117568000|XP_034104213.1|DALB, LOC117566500|XP_034101931.1|DALB, LOC117566499|XP_034101930.1|DALB, LOC117567983|XP_034104193.1|DALB, LOC117567982|XP_034104192.1|DALB, LOC117567985|XP_034104195.1|DALB, LOC117567986|XP_034104196.1|DALB, LOC117567980|XP_034104190.1|DALB, LOC117566502|XP_034101934.1|DALB, LOC117568004|XP_034104218.1|DALB, LOC117568005|XP_034104219.1|DALB, LOC117566503|XP_034101935.1|DALB, LOC117567981|XP_034104191.1|DALB, LOC117566441|XP_034101863.1|DALB, LOC117567586|XP_034103559.1|DALB, LOC117568001|XP_034104214.1|DALB, LOC117572392|XP_034111058.1|DALB, LOC117571365|XP_034109367.1|DALB
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC117578114|XP_034119188.1|DALB
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC117571588|XP_034109694.1|DALB
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC117569363|XP_034106385.1|DALB, LOC117569361|XP_034106384.1|DALB, LOC117568522|XP_034105115.1|DALB, LOC117567640|XP_034103637.1|DALB
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC117574182|XP_034113766.1|DALB
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC117565189|XP_034100082.1|DALB, LOC117565188|XP_034100081.1|DALB, LOC117565263|XP_034100177.1|DALB
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC117578387|XP_034119714.1|DALB
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC117564246|XP_034098831.1|DALB
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC117578239|XP_034119547.1|DALB
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC117569511|XP_034106589.1|DALB, LOC117571943|XP_034110327.1|DALB, LOC117571938|XP_034110319.1|DALB, LOC117565049|XP_034099884.1|DALB, LOC117567046|XP_034102648.1|DALB
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC117571967|XP_034110359.1|DALB, LOC117571968|XP_034110360.1|DALB, LOC117566583|XP_034102016.1|DALB, LOC117571966|XP_034110358.1|DALB, LOC117571960|XP_034110351.1|DALB
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC117568649|XP_034105334.1|DALB, LOC117565114|XP_034099964.1|DALB, LOC117567018|XP_034102596.1|DALB
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC117573592|XP_034112778.1|DALB
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC117576209|XP_034116701.1|DALB
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC117577910|XP_034118799.1|DALB
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC117573574|XP_034112753.1|DALB
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC117566864|XP_034102353.1|DALB, LOC117569415|XP_034106444.1|DALB
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC117563225|XP_034097312.1|DALB
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC117573610|XP_034112799.1|DALB
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC117575402|XP_034115472.1|DALB
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC117575407|XP_034115477.1|DALB, LOC117575401|XP_034115471.1|DALB, LOC117575400|XP_034115470.1|DALB
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC117577878|XP_034118728.1|DALB, LOC117568497|XP_034105078.1|DALB, LOC117577456|XP_034118237.1|DALB, LOC117568151|XP_034104454.1|DALB
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC117565003|XP_034099839.1|DALB, LOC117565569|XP_034100636.1|DALB, LOC117565568|XP_034100635.1|DALB, LOC117564674|XP_034099432.1|DALB, LOC117565570|XP_034100637.1|DALB
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC117575601|XP_034115761.1|DALB
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC117572307|XP_034110932.1|DALB, LOC117572317|XP_034110944.1|DALB
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC117576248|XP_034116762.1|DALB, LOC117565843|XP_034101051.1|DALB, LOC117577871|XP_034118719.1|DALB
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC117565678|XP_034100803.1|DALB
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC117578009|XP_034118997.1|DALB
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC117572191|XP_034110739.1|DALB
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC117571552|XP_034109646.1|DALB, LOC117566650|XP_034102083.1|DALB, LOC117566651|XP_034102085.1|DALB, LOC117566648|XP_034102082.1|DALB, LOC117571355|XP_034109355.1|DALB, LOC117572732|XP_034111693.1|DALB, LOC117570093|XP_034107431.1|DALB, LOC117574366|XP_034114091.1|DALB
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC117570692|XP_034108385.1|DALB
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC117576861|XP_034117854.1|DALB, LOC117575019|XP_034114989.1|DALB, LOC117566535|XP_034101967.1|DALB, LOC117566534|XP_034101965.1|DALB
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC117563405|XP_034097630.1|DALB, LOC117568210|XP_034104572.1|DALB
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC117565290|XP_034100210.1|DALB, LOC117565289|XP_034100209.1|DALB
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC117563956|XP_034098420.1|DALB
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC117578021|XP_034119016.1|DALB
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC117578047|XP_034119061.1|DALB
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC117577991|XP_034118982.1|DALB
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC117575860|XP_034116171.1|DALB, LOC117574037|XP_034113527.1|DALB
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC117575566|XP_034115719.1|DALB, LOC117575567|XP_034115720.1|DALB, LOC117575563|XP_034115715.1|DALB, LOC117575564|XP_034115717.1|DALB, LOC117573568|XP_034112746.1|DALB, LOC117576042|XP_034116458.1|DALB
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC117573335|XP_034112335.1|DALB
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC117566696|XP_034102133.1|DALB, LOC117566694|XP_034102132.1|DALB, LOC117567829|XP_034103964.1|DALB, LOC117567827|XP_034103961.1|DALB, LOC117567828|XP_034103963.1|DALB
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC117573755|XP_034113030.1|DALB, LOC117576715|XP_034117625.1|DALB
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC117571486|XP_034109543.1|DALB
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC117568661|XP_034105354.1|DALB
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC117570017|XP_034107324.1|DALB
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC117568543|XP_034105151.1|DALB, LOC117576753|XP_034117677.1|DALB, LOC117566449|XP_034101870.1|DALB, LOC117566448|XP_034101869.1|DALB, LOC117566450|XP_034101872.1|DALB, LOC117570715|XP_034108416.1|DALB, LOC117566606|XP_034102038.1|DALB, LOC117576394|XP_034116999.1|DALB, LOC117576946|XP_034117994.1|DALB, LOC117576953|XP_034118007.1|DALB, LOC117576954|XP_034118008.1|DALB, LOC117576393|XP_034116997.1|DALB, LOC117576392|XP_034116996.1|DALB, LOC117563812|XP_034098233.1|DALB, LOC117578045|XP_034119055.1|DALB
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC117575517|XP_034115656.1|DALB, LOC117575507|XP_034115642.1|DALB
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC117564751|XP_034099532.1|DALB, LOC117565894|XP_034101127.1|DALB
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC117569468|XP_034106527.1|DALB, LOC117571215|XP_034109154.1|DALB
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC117570634|XP_034108297.1|DALB, LOC117567932|XP_034104111.1|DALB, LOC117574554|XP_034114317.1|DALB, LOC117563668|XP_034097982.1|DALB
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC117571523|XP_034109590.1|DALB, LOC117570892|XP_034108685.1|DALB, LOC117567071|XP_034102704.1|DALB
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC117564424|XP_034099053.1|DALB
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC117569293|XP_034106295.1|DALB
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC117565530|XP_034100565.1|DALB, LOC117569284|XP_034106285.1|DALB
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC117564990|XP_034099826.1|DALB, LOC117565397|XP_034100373.1|DALB, LOC117565399|XP_034100375.1|DALB
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC117572696|XP_034111639.1|DALB, LOC117572697|XP_034111642.1|DALB, LOC117572694|XP_034111636.1|DALB
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC117571936|XP_034110318.1|DALB, LOC117568869|XP_034105649.1|DALB, LOC117569234|XP_034106199.1|DALB
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC117566825|XP_034102280.1|DALB, LOC117566823|XP_034102277.1|DALB
OG0000222	LOC118460977|XP_035781684.1|AALB, LOC118462726|XP_035784563.1|AALB	LOC117565010|XP_034099845.1|DALB
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC117572580|XP_034111355.1|DALB
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC117574895|XP_034114823.1|DALB, LOC117576058|XP_034116481.1|DALB, LOC117573300|XP_034112295.1|DALB
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC117569215|XP_034106180.1|DALB, LOC117569217|XP_034106182.1|DALB, LOC117572309|XP_034110930.1|DALB
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC117566121|XP_034101488.1|DALB, LOC117576698|XP_034117586.1|DALB, LOC117565580|XP_034100666.1|DALB
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC117574960|XP_034114913.1|DALB
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC117574924|XP_034114864.1|DALB
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC117566559|XP_034101992.1|DALB
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC117576650|XP_034117478.1|DALB, LOC117566481|XP_034101904.1|DALB, LOC117569347|XP_034106371.1|DALB
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC117576034|XP_034116445.1|DALB, LOC117576779|XP_034117722.1|DALB, LOC117574223|XP_034113820.1|DALB, LOC117574222|XP_034113819.1|DALB
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC117574358|XP_034114083.1|DALB, LOC117575557|XP_034115708.1|DALB, LOC117575558|XP_034115709.1|DALB
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC117563565|XP_034097836.1|DALB, LOC117565148|XP_034100017.1|DALB, LOC117569618|XP_034106749.1|DALB
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC117572202|XP_034110748.1|DALB
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC117569093|XP_034106004.1|DALB
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC117564900|XP_034099743.1|DALB, LOC117565438|XP_034100419.1|DALB
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC117573550|XP_034112721.1|DALB, LOC117573544|XP_034112714.1|DALB
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC117576203|XP_034116687.1|DALB, LOC117575742|XP_034115986.1|DALB, LOC117573830|XP_034113151.1|DALB
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC117572642|XP_034111510.1|DALB, LOC117566477|XP_034101899.1|DALB
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC117569776|XP_034106966.1|DALB, LOC117569978|XP_034107246.1|DALB
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC117574615|XP_034114394.1|DALB, LOC117576863|XP_034117856.1|DALB, LOC117576864|XP_034117857.1|DALB, LOC117576102|XP_034116550.1|DALB, LOC117575700|XP_034115904.1|DALB
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC117572628|XP_034111474.1|DALB, LOC117572312|XP_034110934.1|DALB, LOC117571230|XP_034109169.1|DALB
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC117565967|XP_034101255.1|DALB, LOC117565966|XP_034101254.1|DALB, LOC117565964|XP_034101251.1|DALB
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC117565993|XP_034101303.1|DALB, LOC117565991|XP_034101299.1|DALB, LOC117565102|XP_034099951.1|DALB
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC117578326|XP_034119679.1|DALB, LOC117571305|XP_034109267.1|DALB, LOC117572293|XP_034110893.1|DALB
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC117569643|XP_034106773.1|DALB
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC117567676|XP_034103689.1|DALB, LOC117571090|XP_034108965.1|DALB, LOC117568646|XP_034105332.1|DALB, LOC117568158|XP_034104468.1|DALB, LOC117568156|XP_034104465.1|DALB
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC117567921|XP_034104096.1|DALB
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC117564576|XP_034099309.1|DALB, LOC117564577|XP_034099310.1|DALB, LOC117569119|XP_034106031.1|DALB
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC117570757|XP_034108471.1|DALB
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC117569278|XP_034106275.1|DALB
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC117572669|XP_034111581.1|DALB, LOC117569747|XP_034106929.1|DALB, LOC117573436|XP_034112542.1|DALB
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC117575604|XP_034115767.1|DALB, LOC117575890|XP_034116222.1|DALB
OG0000268	LOC118458803|XP_035777561.1|AALB, LOC118458480|XP_035776915.1|AALB	LOC117576598|XP_034117382.1|DALB
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC117576597|XP_034117377.1|DALB, LOC117576599|XP_034117384.1|DALB
