Orthogroup	AALB.longest_only	DSIM.longest_only
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC27207923|XP_016038346.1|DSIM, LOC6737662|XP_016031425.1|DSIM, LOC27209404|XP_016024417.1|DSIM, LOC27208978|XP_016038348.1|DSIM
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC6736999|XP_002083846.2|DSIM, LOC6736995|XP_002083842.1|DSIM, LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM, LOC6727586|XP_002102965.1|DSIM
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC6728063|XP_016034682.1|DSIM
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC6725777|XP_002106776.1|DSIM, LOC6730564|XP_016023010.1|DSIM, LOC6731882|XP_016024555.1|DSIM
OG0000134	LOC118456592|XP_035773383.1|AALB	LOC6736657|XP_002083513.2|DSIM
OG0000136	LOC118468175|XP_035794891.1|AALB	LOC27207776|XP_016039307.2|DSIM
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC6739695|XP_039150368.1|DSIM
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC6737058|XP_016030680.1|DSIM
OG0000137	LOC118466212|XP_035791127.1|AALB	LOC27208920|XP_016038337.1|DSIM
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC6739774|XP_016036532.1|DSIM
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC6737298|XP_002084138.1|DSIM, LOC6737296|XP_016031007.1|DSIM, LOC6737295|XP_002084135.1|DSIM, LOC6737294|XP_002084134.2|DSIM
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC6729412|XP_016036060.2|DSIM
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC6740747|XP_016033059.1|DSIM
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC6725439|XP_039152649.1|DSIM
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC6738586|XP_002085390.1|DSIM
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC6738585|XP_002085389.2|DSIM
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC6728034|XP_016034649.1|DSIM
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC6725945|XP_016039294.1|DSIM
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC27207725|XP_016038719.1|DSIM, LOC6732521|XP_002079640.1|DSIM, LOC6732519|XP_002079638.2|DSIM, LOC6732520|XP_002079639.1|DSIM
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC6732125|XP_002079257.2|DSIM
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC6726955|XP_002102357.1|DSIM, LOC6726954|XP_002102356.1|DSIM
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC6730876|XP_016023300.1|DSIM
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC27208895|XP_016024272.1|DSIM
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC6731362|XP_002078516.2|DSIM, LOC6726522|XP_002107478.1|DSIM
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC6729998|XP_002105292.1|DSIM, LOC6729300|XP_002104617.1|DSIM, LOC6729999|XP_016036765.1|DSIM, LOC27206197|XP_039151544.1|DSIM, LOC6730000|XP_016036767.1|DSIM
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC6728123|XP_016034743.1|DSIM, LOC6728126|XP_002103477.1|DSIM, LOC6728125|XP_002103476.2|DSIM
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC6729177|XP_002104498.2|DSIM, LOC6729178|XP_002104499.2|DSIM, LOC27206855|XP_016031941.1|DSIM
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM, LOC6733590|XP_002080644.1|DSIM
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC120284218|XP_039148835.1|DSIM, LOC6737096|XP_002083943.2|DSIM, LOC6737097|XP_002083944.2|DSIM
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC6739162|XP_039149829.1|DSIM
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC6738522|XP_002085328.2|DSIM, LOC6738134|XP_016031967.1|DSIM
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC6728996|XP_002104317.1|DSIM, LOC6728997|XP_016035660.1|DSIM
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC6737895|XP_002084723.1|DSIM, LOC27209216|XP_016030017.1|DSIM, LOC6733109|XP_002080186.2|DSIM, LOC6731015|XP_016023502.1|DSIM
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC6736190|XP_002083086.1|DSIM, LOC6730512|XP_016022972.1|DSIM, LOC6725782|XP_016039090.1|DSIM
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC6739845|XP_039153162.1|DSIM, LOC120285585|XP_039154149.1|DSIM, LOC6726615|XP_039154202.1|DSIM, LOC120285633|XP_039154206.1|DSIM, LOC120285238|XP_039152356.1|DSIM, LOC120285320|XP_039153158.1|DSIM, LOC6726616|XP_039153168.1|DSIM, LOC27208883|XP_039153171.1|DSIM, LOC6736878|XP_016030522.1|DSIM, LOC6736817|XP_002083673.1|DSIM
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC27207201|XP_016028816.1|DSIM
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC6735482|XP_002082421.1|DSIM, LOC6735481|XP_016028817.2|DSIM
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC6729334|XP_002104651.1|DSIM
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC6732657|XP_016025370.1|DSIM, LOC6732658|XP_002079775.1|DSIM
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC6732305|XP_039147991.1|DSIM
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC6731680|XP_039154479.1|DSIM
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC27208953|XP_039152349.1|DSIM
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC6736567|XP_016030152.1|DSIM
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC6735740|XP_016029110.1|DSIM, LOC6735737|XP_002082650.1|DSIM
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC6733346|XP_002080403.2|DSIM, LOC6731603|XP_039153037.1|DSIM, LOC6734227|XP_002081256.1|DSIM
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC6728524|XP_016035184.1|DSIM
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC6729686|XP_016036350.1|DSIM
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC6740497|XP_016039622.1|DSIM
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC6729924|XP_002105226.1|DSIM
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC6733762|XP_016026719.1|DSIM, LOC6734112|XP_016027125.2|DSIM
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC6732371|XP_016025021.1|DSIM
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC27206427|XP_016036575.1|DSIM, LOC6729772|XP_016036457.1|DSIM
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC120285037|XP_039151314.1|DSIM
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC6726850|XP_002102252.1|DSIM, LOC27207083|XP_016033359.1|DSIM
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC6724843|XP_016037625.1|DSIM, LOC6729990|XP_016036757.1|DSIM, LOC6737036|XP_002083883.1|DSIM, LOC6737416|XP_016031176.1|DSIM
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC6731373|XP_002078527.1|DSIM, LOC6731374|XP_002078528.1|DSIM
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC6730917|XP_039147417.1|DSIM, LOC27206151|XP_016026406.1|DSIM, LOC27206484|XP_039150846.1|DSIM, LOC27206152|XP_016026408.1|DSIM
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC27209397|XP_039153485.1|DSIM, LOC27209302|XP_016038841.1|DSIM
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC6728604|XP_002103945.1|DSIM, LOC6740155|XP_002077035.1|DSIM, LOC6740153|XP_002077034.2|DSIM
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC6730795|XP_039150946.1|DSIM
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC27206375|XP_016037541.1|DSIM
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC6725779|XP_039152424.1|DSIM
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC6733283|XP_039147301.1|DSIM, LOC6733284|XP_002080347.1|DSIM
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC6735047|XP_002082028.1|DSIM
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC6728478|XP_002103823.1|DSIM, LOC27209212|XP_016031686.1|DSIM, LOC6737916|XP_002084740.2|DSIM
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC6730872|XP_002078036.1|DSIM, LOC6730871|XP_002078035.1|DSIM, LOC6736531|XP_016030115.1|DSIM
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC27206561|XP_016025274.1|DSIM, LOC6732583|XP_016025268.1|DSIM
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC6732595|XP_016025278.1|DSIM
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC6725972|XP_039153181.1|DSIM
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC120284207|XP_039153182.1|DSIM
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC27206332|XP_016039327.1|DSIM
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC6730036|XP_016036801.1|DSIM, LOC6730035|XP_039151497.1|DSIM, LOC6730034|XP_016036800.1|DSIM, LOC6730037|XP_016036802.1|DSIM
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC6729184|XP_002104505.1|DSIM, LOC6729185|XP_016035832.1|DSIM
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC6727595|XP_016034192.1|DSIM
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC6734918|XP_002081915.1|DSIM, LOC6734915|XP_016028186.1|DSIM, LOC6734917|XP_016028188.1|DSIM
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC6727949|XP_002103304.1|DSIM, LOC6727522|XP_002102902.1|DSIM
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC6736172|XP_002083072.1|DSIM
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC6736171|XP_002083071.1|DSIM
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC6737831|XP_016031606.1|DSIM
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC6731411|XP_016024029.1|DSIM, LOC6731465|XP_002078616.1|DSIM, LOC6733007|XP_039147191.1|DSIM, LOC6731366|XP_016023970.1|DSIM, LOC6733286|XP_016026188.1|DSIM
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC120285054|XP_039151574.1|DSIM, LOC6730612|XP_039152182.1|DSIM, LOC6740015|XP_016038473.1|DSIM
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC6728348|XP_016034972.1|DSIM
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC27206647|XP_016023995.1|DSIM, LOC6731375|XP_016023994.1|DSIM, LOC6732467|XP_002079587.1|DSIM
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC6738736|XP_016032549.1|DSIM, LOC6739267|XP_016025993.2|DSIM
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC27206589|XP_016038690.1|DSIM, LOC6734594|XP_002081602.1|DSIM, LOC6729740|XP_002105046.2|DSIM
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC6739085|XP_002085878.2|DSIM, LOC6739086|XP_002085879.2|DSIM, LOC6739082|XP_039150241.1|DSIM
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC6737470|XP_002084306.2|DSIM, LOC6726102|XP_002107083.1|DSIM
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC6725120|XP_016038097.1|DSIM
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC6725121|XP_002106147.1|DSIM
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC6730849|XP_002078013.1|DSIM, LOC120284233|XP_039146944.1|DSIM, LOC6730850|XP_039146943.1|DSIM
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC6733309|XP_002080368.1|DSIM, LOC6733306|XP_016026230.1|DSIM, LOC6733310|XP_016026232.1|DSIM
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC6737374|XP_002084212.1|DSIM, LOC6737377|XP_002084215.1|DSIM, LOC6737376|XP_016031117.1|DSIM
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC6734234|XP_002081263.1|DSIM, LOC6728131|XP_002103482.1|DSIM, LOC6734235|XP_016027282.1|DSIM
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC6736126|XP_016029514.1|DSIM
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC6729404|XP_016036050.2|DSIM, LOC27206725|XP_016036049.1|DSIM, LOC6729403|XP_002104718.1|DSIM
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC6737490|XP_002084326.1|DSIM, LOC6737492|XP_002084328.1|DSIM, LOC6737496|XP_002084332.2|DSIM
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC6726788|XP_002102196.1|DSIM, LOC6740270|XP_002077149.1|DSIM, LOC27206558|XP_016025080.1|DSIM
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC6739686|XP_016036577.2|DSIM
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC6727253|XP_016033760.1|DSIM
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC6734707|XP_016027916.1|DSIM, LOC6734706|XP_002081713.3|DSIM
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC6727850|XP_002103205.1|DSIM, LOC6740758|XP_002077547.2|DSIM, LOC6733113|XP_002080190.1|DSIM
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC6730111|XP_016036870.1|DSIM, LOC6730343|XP_039150901.1|DSIM, LOC6730344|XP_016037112.1|DSIM
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC6730374|XP_002105656.1|DSIM, LOC6730373|XP_016037146.1|DSIM, LOC6730372|XP_016037143.1|DSIM
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC6730488|XP_002077669.1|DSIM, LOC6731102|XP_016023635.1|DSIM, LOC6725646|XP_016038869.1|DSIM
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC6733264|XP_039148508.1|DSIM
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC27207965|XP_016030867.1|DSIM, LOC6730940|XP_002078103.2|DSIM
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC6733005|XP_016025689.1|DSIM, LOC6733002|XP_016025688.1|DSIM, LOC6733004|XP_002080083.1|DSIM
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC6728587|XP_002103928.2|DSIM, LOC6727027|XP_002102425.1|DSIM
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC6728426|XP_016035014.1|DSIM, LOC6728421|XP_039150869.1|DSIM, LOC6726977|XP_016033484.1|DSIM
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC6738161|XP_016031993.1|DSIM
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC6734862|XP_016028120.1|DSIM
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC6737788|XP_002084616.1|DSIM, LOC6737787|XP_002084615.1|DSIM
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC6738502|XP_016032346.1|DSIM, LOC6738501|XP_002085307.1|DSIM, LOC6734521|XP_002081530.2|DSIM
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC6731458|XP_002078609.1|DSIM, LOC6731459|XP_002078610.1|DSIM, LOC6731460|XP_002078611.1|DSIM
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC6732138|XP_039148170.1|DSIM, LOC6732141|XP_016024821.1|DSIM, LOC6732139|XP_016024820.1|DSIM
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC6726451|XP_002107408.1|DSIM, LOC6736061|XP_002082962.2|DSIM, LOC6737348|XP_002084186.1|DSIM
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC27206327|XP_016027103.1|DSIM
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC6735180|XP_016028464.1|DSIM, LOC6739470|XP_016028466.1|DSIM
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC6735945|XP_002082854.1|DSIM
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC6731062|XP_002078221.2|DSIM, LOC120285323|XP_039153186.1|DSIM, LOC6731061|XP_016023581.2|DSIM
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC6734246|XP_016027297.1|DSIM
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC6734138|XP_016027148.1|DSIM
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC120285233|XP_039152311.1|DSIM, LOC6726146|XP_002107122.3|DSIM, LOC6730294|XP_016037052.1|DSIM
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC6730222|XP_016036975.1|DSIM, LOC6730221|XP_002105504.2|DSIM
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC6726907|XP_002102309.1|DSIM, LOC6726906|XP_016033416.1|DSIM
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC6729217|XP_016035871.1|DSIM
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC6729386|XP_002104701.2|DSIM
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC6735912|XP_039148365.1|DSIM
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC6731163|XP_016023715.1|DSIM, LOC27208645|XP_016028255.1|DSIM, LOC6734600|XP_002081608.1|DSIM
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC6737171|XP_039149989.1|DSIM
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC27207714|XP_039152082.1|DSIM
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC27207191|XP_016034538.1|DSIM, LOC6731854|XP_016024537.1|DSIM, LOC6727157|XP_002102550.1|DSIM
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC6737314|XP_016031031.1|DSIM, LOC6737315|XP_002084153.1|DSIM
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC6738688|XP_016032513.1|DSIM, LOC6738689|XP_002085491.3|DSIM
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC6737031|XP_002083878.1|DSIM, LOC6740253|XP_016040154.2|DSIM, LOC6726412|XP_016039978.1|DSIM
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC6734050|XP_002081086.1|DSIM
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC27206911|XP_016036500.1|DSIM
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC6732470|XP_016025107.1|DSIM
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC6732483|XP_016025129.1|DSIM
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC6735191|XP_002082165.1|DSIM
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC6734945|XP_002081942.1|DSIM
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC6737877|XP_002084705.2|DSIM
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC6729262|XP_002104582.1|DSIM, LOC6731886|XP_002079021.1|DSIM, LOC6729264|XP_002104584.1|DSIM
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC6732486|XP_016025136.2|DSIM
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC6725738|XP_016039035.1|DSIM
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC6734536|XP_002081545.1|DSIM, LOC27208863|XP_016026552.1|DSIM
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC6733116|XP_002080193.1|DSIM, LOC6734408|XP_002081428.1|DSIM, LOC6724976|XP_002106012.2|DSIM
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC6728239|XP_039151976.1|DSIM, LOC120285097|XP_039151982.1|DSIM, LOC120285096|XP_039151981.1|DSIM
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC27207385|XP_016037317.1|DSIM
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC6731376|XP_002078530.1|DSIM
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC6738982|XP_016032803.1|DSIM, LOC6738983|XP_002085778.1|DSIM
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC6737712|XP_002084543.1|DSIM, LOC27209304|XP_016022764.1|DSIM, LOC27208552|XP_016024028.1|DSIM
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC6730352|XP_016037120.1|DSIM, LOC6730350|XP_002105632.1|DSIM, LOC6730351|XP_016037119.1|DSIM
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC6738156|XP_016031988.1|DSIM
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC6735823|XP_002082733.1|DSIM, LOC6735827|XP_002082737.1|DSIM, LOC6725651|XP_016038874.1|DSIM
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC6727615|XP_039151009.1|DSIM
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC6729857|XP_016036592.1|DSIM
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC6740121|XP_039152444.1|DSIM
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC6729154|XP_016035805.1|DSIM, LOC6727292|XP_002102679.1|DSIM, LOC6726530|XP_016040183.1|DSIM
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC6731623|XP_016024304.1|DSIM
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC6730912|XP_016023347.1|DSIM
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC6731537|XP_002078684.1|DSIM, LOC6732275|XP_016024939.1|DSIM
OG0000314	LOC118466807|XP_035792471.1|AALB, LOC118466781|XP_035792407.1|AALB, LOC118466792|XP_035792447.1|AALB, LOC118466817|XP_035792502.1|AALB, LOC118461835|XP_035783489.1|AALB, LOC118461837|XP_035783490.1|AALB, LOC118459447|XP_035778733.1|AALB	LOC6730843|XP_002078007.2|DSIM
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC6730938|XP_016023387.2|DSIM, LOC6730881|XP_016023306.1|DSIM, LOC6739420|XP_016027111.1|DSIM, LOC6730939|XP_002078102.1|DSIM
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC6728609|XP_016035242.1|DSIM, LOC6730944|XP_002078107.1|DSIM, LOC6728160|XP_002103510.2|DSIM
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC6732019|XP_002079152.1|DSIM, LOC6732018|XP_002079151.1|DSIM
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC6727946|XP_016034548.1|DSIM, LOC6724859|XP_016037649.1|DSIM, LOC6725342|XP_039153479.1|DSIM
OG0000323	LOC118462892|XP_035784878.1|AALB	LOC6732246|XP_016024926.1|DSIM, LOC6729352|XP_016035987.1|DSIM, LOC6729353|XP_016035988.1|DSIM
OG0000324	LOC118465270|XP_035789193.1|AALB	LOC27208757|XP_016027401.1|DSIM
