Orthogroup	AALB.longest_only	AAEG.longest_only
OG0000080	LOC118467641|XP_035794260.1|AALB	LOC5568575|XP_001652404.1|AAEG, LOC110679863|XP_021711527.1|AAEG
OG0000080	LOC118464111|XP_035787092.1|AALB	LOC5568295|XP_001652172.1|AAEG
OG0000080	LOC118460320|XP_035780425.1|AALB	LOC5570646|XP_001653282.2|AAEG, LOC5577944|XP_001663616.1|AAEG
OG0000081	LOC118467883|XP_035794688.1|AALB, LOC118467885|XP_035794689.1|AALB	LOC5566785|XP_001651192.2|AAEG, LOC110676716|XP_021701379.1|AAEG, LOC110674405|XP_021694348.1|AAEG, LOC5571639|XP_001659819.2|AAEG, LOC5574313|XP_021700862.1|AAEG, LOC5563675|XP_001647974.1|AAEG, LOC5563674|XP_001647973.1|AAEG, LOC5574764|XP_001661648.2|AAEG, LOC5574759|XP_001661643.1|AAEG, LOC5574760|XP_001661644.2|AAEG, LOC5576160|XP_001662503.1|AAEG, LOC110679363|XP_021709470.1|AAEG, LOC110679200|XP_021709001.1|AAEG, LOC5573761|XP_021703494.1|AAEG, LOC5563672|XP_001647954.2|AAEG, LOC5563670|XP_001647955.1|AAEG, LOC110674642|XP_021694410.1|AAEG, LOC5574859|XP_001661683.2|AAEG, LOC5575000|XP_001655474.2|AAEG, LOC5574858|XP_001661682.2|AAEG
OG0000081	LOC118464126|XP_035787112.1|AALB	LOC5575057|XP_021698854.1|AAEG
OG0000082	LOC118461897|XP_035783644.1|AALB, LOC118461898|XP_035783645.1|AALB	LOC5571544|XP_021703132.1|AAEG, LOC5571542|XP_001653689.3|AAEG, LOC5571541|XP_001653688.1|AAEG, LOC5571543|XP_001653690.1|AAEG
OG0000083	LOC118457381|XP_035774809.1|AALB	LOC5567014|XP_021703510.1|AAEG
OG0000083	LOC118457852|XP_035775635.1|AALB, LOC118457853|XP_035775636.1|AALB	LOC5567015|XP_001651410.1|AAEG
OG0000084	LOC118464662|XP_035788063.1|AALB	LOC5574209|XP_021708028.1|AAEG, LOC110680256|XP_021711765.1|AAEG
OG0000084	LOC118460417|XP_035780598.1|AALB	LOC5578641|XP_001663979.1|AAEG
OG0000084	LOC118464572|XP_035787906.1|AALB, LOC118464665|XP_035788069.1|AALB	LOC5575485|XP_001662002.2|AAEG
OG0000084	LOC118463937|XP_035786798.1|AALB	LOC5570769|XP_001659359.1|AAEG, LOC5570751|XP_001659340.2|AAEG, LOC5570753|XP_021693814.1|AAEG, LOC5570770|XP_021693924.1|AAEG, LOC5580060|XP_021699290.1|AAEG, LOC5580059|XP_021699285.1|AAEG, LOC5580124|XP_021699296.1|AAEG, LOC110676296|XP_021699310.1|AAEG, LOC5574979|XP_021697768.1|AAEG, LOC5574981|XP_021697749.1|AAEG
OG0000085	LOC118463156|XP_035785432.1|AALB	LOC5578054|XP_021695960.1|AAEG
OG0000085	LOC118467757|XP_035794478.1|AALB	LOC5574792|XP_001655347.2|AAEG
OG0000086	LOC118467052|XP_035792946.1|AALB	LOC5575040|XP_001661772.2|AAEG
OG0000087	LOC118461776|XP_035783398.1|AALB	LOC5565379|XP_001649705.1|AAEG, LOC5565357|XP_001649701.1|AAEG, LOC5565382|XP_001649702.1|AAEG, LOC5565390|XP_001649703.1|AAEG, LOC5565391|XP_001649704.1|AAEG
OG0000087	LOC118461322|XP_035782419.1|AALB	LOC5565356|XP_001649700.1|AAEG, LOC5565381|XP_001649699.1|AAEG, LOC5565397|XP_001649698.1|AAEG
OG0000087	LOC118461763|XP_035783391.1|AALB	LOC5565363|XP_001649697.1|AAEG
OG0000088	LOC118462894|XP_035784880.1|AALB	LOC5573732|XP_001654757.1|AAEG
OG0000089	LOC118464755|XP_035788267.1|AALB, LOC118458513|XP_035776977.1|AALB	LOC5577489|XP_001663407.1|AAEG
OG0000089	LOC118465461|XP_035789653.1|AALB	LOC5575826|XP_021694449.1|AAEG
OG0000089	LOC118462651|XP_035784397.1|AALB, LOC118467873|XP_035794676.1|AALB	LOC110676106|XP_021698339.1|AAEG, LOC5564238|XP_021698338.1|AAEG
OG0000089	LOC118458730|XP_035777392.1|AALB	LOC5567576|XP_021704212.1|AAEG, LOC5576272|XP_021707542.1|AAEG
OG0000090	LOC118465859|XP_035790384.1|AALB	LOC5570363|XP_001659077.2|AAEG
OG0000090	LOC118464436|XP_035787701.1|AALB	LOC5570364|XP_001659080.1|AAEG
OG0000090	LOC118464435|XP_035787700.1|AALB	LOC5570370|XP_021706827.1|AAEG
OG0000091	LOC118468298|XP_035794920.1|AALB	LOC5578943|XP_021693136.1|AAEG
OG0000091	LOC118461078|XP_035781864.1|AALB	LOC5567950|XP_001657753.1|AAEG
OG0000091	LOC118461077|XP_035781863.1|AALB	LOC5579216|XP_021706364.1|AAEG
OG0000092	LOC118457781|XP_035775518.1|AALB	LOC5564428|XP_001648774.2|AAEG
OG0000092	LOC118457780|XP_035775515.1|AALB	LOC110677773|XP_021704849.1|AAEG, LOC5564431|XP_021705252.1|AAEG
OG0000093	LOC118462485|XP_035784085.1|AALB	LOC5564858|XP_021706118.1|AAEG
OG0000094	LOC118466575|XP_035792014.1|AALB	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG
OG0000094	LOC118460828|XP_035781369.1|AALB	LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG
OG0000098	LOC118464703|XP_035788120.1|AALB	LOC5579926|XP_021705958.1|AAEG
OG0000098	LOC118464704|XP_035788121.1|AALB, LOC118464701|XP_035788118.1|AALB, LOC118464705|XP_035788122.1|AALB	LOC5571141|XP_021700263.1|AAEG, LOC5564748|XP_001649101.2|AAEG, LOC5564758|XP_001649094.1|AAEG, LOC5564760|XP_001649093.1|AAEG, LOC23687786|XP_021705963.1|AAEG, LOC5564749|XP_001649097.2|AAEG, LOC5575451|XP_021700373.1|AAEG, LOC5575453|XP_001661969.1|AAEG, LOC5564764|XP_001649100.3|AAEG, LOC5564763|XP_001649098.2|AAEG, LOC5564751|XP_001649095.1|AAEG
OG0000099	LOC118460308|XP_035780403.1|AALB	LOC5569666|XP_001652930.1|AAEG
OG0000099	LOC118460316|XP_035780419.1|AALB	LOC5569661|XP_001652925.2|AAEG
OG0000101	LOC118462817|XP_035784730.1|AALB	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC118464146|XP_035787145.1|AALB	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG
OG0000102	LOC118465171|XP_035789026.1|AALB	LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG
OG0000102	LOC118457482|XP_035775000.1|AALB	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC118467670|XP_035794319.1|AALB	LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC118459051|XP_035777970.1|AALB	LOC23687838|XP_011493201.1|AAEG
OG0000104	LOC118464278|XP_035787434.1|AALB	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC118457265|XP_035774549.1|AALB	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC118467353|XP_035793644.1|AALB	LOC5576150|XP_001662494.2|AAEG
OG0000109	LOC118460030|XP_035779864.1|AALB	LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC118459572|XP_035778973.1|AALB	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC118463974|XP_035786869.1|AALB	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG
OG0000110	LOC118463973|XP_035786868.1|AALB	LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC118469050|XP_035796408.1|AALB	LOC5569397|XP_001658489.1|AAEG
OG0000111	LOC118463385|XP_035785816.1|AALB	LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG
OG0000111	LOC118467776|XP_035794507.1|AALB	LOC5575341|XP_001655719.1|AAEG
OG0000111	LOC118463948|XP_035786818.1|AALB	LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC118467359|XP_035793654.1|AALB	LOC5571712|XP_001659851.2|AAEG
OG0000113	LOC118462848|XP_035784798.1|AALB	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC118458495|XP_035776942.1|AALB	LOC5567341|XP_001651771.2|AAEG
OG0000117	LOC118458656|XP_035777238.1|AALB	LOC5578455|XP_001656976.1|AAEG
OG0000117	LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB	LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC118457110|XP_035774302.1|AALB	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG
OG0000119	LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB	LOC5579510|XP_001647804.2|AAEG
OG0000119	LOC118458698|XP_035777330.1|AALB	LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC118463432|XP_035785893.1|AALB	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC118464687|XP_035788103.1|AALB	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC118459567|XP_035778961.1|AALB	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC118456844|XP_035773833.1|AALB	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC118461289|XP_035782355.1|AALB	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC118465756|XP_035790152.1|AALB	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC118457525|XP_035775063.1|AALB	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC118463575|XP_035786112.1|AALB	LOC5567037|XP_001651437.2|AAEG
OG0000126	LOC118460528|XP_035780801.1|AALB	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC118456552|XP_035773315.1|AALB	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG
OG0000127	LOC118456551|XP_035773312.1|AALB	LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC118463140|XP_035785395.1|AALB	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC110678700|XP_021707606.1|AAEG
OG0000131	LOC118457177|XP_035774401.1|AALB, LOC118459907|XP_035779632.1|AALB	LOC5569886|XP_001658786.2|AAEG
OG0000131	LOC118456281|XP_035772788.1|AALB, LOC118456282|XP_035772790.1|AALB	LOC5567003|XP_001651417.1|AAEG, LOC110675426|XP_021696093.1|AAEG, LOC5574105|XP_021696094.1|AAEG, LOC5574024|XP_001661116.2|AAEG, LOC5575071|XP_021703323.1|AAEG, LOC5574026|XP_001661117.2|AAEG, LOC5569884|XP_001658781.1|AAEG
OG0000131	LOC118459906|XP_035779631.1|AALB	LOC5579962|XP_001658478.3|AAEG
OG0000132	LOC118456327|XP_035772876.1|AALB	LOC23687395|XP_021702729.1|AAEG, LOC5575509|XP_001655766.1|AAEG, LOC5575510|XP_001655767.1|AAEG
OG0000132	LOC118458943|XP_035777814.1|AALB	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG
OG0000132	LOC118468465|XP_035795152.1|AALB	LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC5565848|XP_021703610.1|AAEG
OG0000135	LOC118458636|XP_035777218.1|AALB	LOC5575367|XP_021706401.1|AAEG, LOC5576777|XP_001662864.3|AAEG
OG0000135	LOC118458071|XP_035776117.1|AALB, LOC118458068|XP_035776111.1|AALB, LOC118458072|XP_035776118.1|AALB, LOC118460866|XP_035781490.1|AALB	LOC5566939|XP_001651330.3|AAEG, LOC5566915|XP_001651328.1|AAEG, LOC5566916|XP_021701726.1|AAEG, LOC5575185|XP_021709383.1|AAEG, LOC110680213|XP_021711718.1|AAEG, LOC5575186|XP_001655568.1|AAEG, LOC23687635|XP_021706634.1|AAEG
OG0000135	LOC118458070|XP_035776116.1|AALB	LOC5575188|XP_021708438.1|AAEG
OG0000135	LOC118469054|XP_035796413.1|AALB	LOC5567035|XP_001651434.2|AAEG, LOC5567034|XP_021706405.1|AAEG
OG0000135	LOC118464423|XP_035787677.1|AALB	LOC110678107|XP_021706402.1|AAEG
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC118466961|XP_035792755.1|AALB	LOC5572265|XP_001653950.2|AAEG
OG0000137	LOC118467197|XP_035793304.1|AALB	LOC5573418|XP_001654592.2|AAEG
OG0000137	LOC118466212|XP_035791127.1|AALB	LOC5574336|XP_001661370.1|AAEG
OG0000140	LOC118458081|XP_035776133.1|AALB	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG
OG0000140	LOC118458082|XP_035776136.1|AALB	LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG
OG0000140	LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC118459735|XP_035779305.1|AALB	LOC5579191|XP_001664288.1|AAEG
OG0000143	LOC118459734|XP_035779304.1|AALB	LOC5579192|XP_001664289.1|AAEG
OG0000143	LOC118459680|XP_035779199.1|AALB	LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG
OG0000143	LOC118459679|XP_035779198.1|AALB	LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC118457512|XP_035775046.1|AALB	LOC5574025|XP_021702584.1|AAEG
OG0000144	LOC118459655|XP_035779138.1|AALB, LOC118459654|XP_035779130.1|AALB	LOC5566814|XP_021702581.1|AAEG
OG0000145	LOC118468579|XP_035795404.1|AALB	LOC5573204|XP_001660745.2|AAEG
OG0000145	LOC118468580|XP_035795405.1|AALB	LOC5573132|XP_001660748.2|AAEG
OG0000146	LOC118462930|XP_035784932.1|AALB	LOC5579496|XP_001647795.1|AAEG, LOC5576625|XP_001662780.1|AAEG, LOC5576624|XP_001662779.1|AAEG, LOC5576622|XP_001662777.2|AAEG, LOC5576623|XP_001662778.1|AAEG
OG0000146	LOC118463705|XP_035786391.1|AALB, LOC118465626|XP_035789921.1|AALB	LOC5576617|XP_001662771.2|AAEG, LOC5576615|XP_001662769.2|AAEG, LOC5576616|XP_001662770.1|AAEG
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC118458812|XP_035777575.1|AALB	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG
OG0000147	LOC118461758|XP_035783386.1|AALB	LOC5574626|XP_021713234.1|AAEG
OG0000147	LOC118461759|XP_035783387.1|AALB	LOC5574624|XP_001661539.1|AAEG
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC118456165|XP_035772584.1|AALB	LOC5566922|XP_021709641.1|AAEG
OG0000148	LOC118459233|XP_035778324.1|AALB, LOC118468675|XP_035795668.1|AALB	LOC5576911|XP_001663002.1|AAEG, LOC5578507|XP_001663898.2|AAEG, LOC5578506|XP_021707969.1|AAEG, LOC5569396|XP_001658491.2|AAEG, LOC5578510|XP_001663895.2|AAEG, LOC5573025|XP_001660673.2|AAEG, LOC5573022|XP_001660676.2|AAEG, LOC5567964|XP_001657786.1|AAEG
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC118467230|XP_035793381.1|AALB	LOC5574294|XP_001661339.1|AAEG
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC118467617|XP_035794214.1|AALB	LOC5575859|XP_021707900.1|AAEG
OG0000159	LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC118468803|XP_035795905.1|AALB	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG
OG0000160	LOC118463490|XP_035785973.1|AALB	LOC5576801|XP_001662886.2|AAEG
OG0000160	LOC118459593|XP_035779014.1|AALB	LOC5571520|XP_001659766.2|AAEG
OG0000160	LOC118458011|XP_035776002.1|AALB	LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000161	LOC118463361|XP_035785771.1|AALB, LOC118465747|XP_035790111.1|AALB	LOC5576860|XP_001662957.2|AAEG
OG0000162	LOC118459995|XP_035779789.1|AALB	LOC5569868|XP_021703426.1|AAEG
OG0000162	LOC118459994|XP_035779785.1|AALB	LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC118465174|XP_035789029.1|AALB	LOC5579047|XP_021708224.1|AAEG
OG0000163	LOC118466751|XP_035792341.1|AALB	LOC5569937|XP_001658835.2|AAEG
OG0000163	LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000164	LOC118466739|XP_035792315.1|AALB	LOC5576221|XP_001655999.2|AAEG
OG0000164	LOC118466740|XP_035792318.1|AALB	LOC5574446|XP_001661463.1|AAEG
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC118464605|XP_035787942.1|AALB	LOC5576996|XP_001663099.2|AAEG
OG0000166	LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC118462696|XP_035784516.1|AALB	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG
OG0000169	LOC118462698|XP_035784519.1|AALB	LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC118457022|XP_035774150.1|AALB	LOC5569050|XP_021701846.1|AAEG
OG0000173	LOC118457021|XP_035774148.1|AALB	LOC5569048|XP_001652693.2|AAEG
OG0000173	LOC118457019|XP_035774144.1|AALB	LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC118468685|XP_035795692.1|AALB	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG
OG0000174	LOC118458601|XP_035777171.1|AALB	LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC118460374|XP_035780520.1|AALB	LOC5568638|XP_021706832.1|AAEG
OG0000175	LOC118460373|XP_035780519.1|AALB	LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC5567075|XP_021712916.1|AAEG
OG0000178	LOC118466136|XP_035790980.1|AALB, LOC118466417|XP_035791585.1|AALB	LOC5575198|XP_001655506.1|AAEG
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC5578663|XP_021710856.1|AAEG
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC118464110|XP_035787091.1|AALB	LOC5573618|XP_001660940.2|AAEG
OG0000181	LOC118460679|XP_035781067.1|AALB	LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC118461577|XP_035782961.1|AALB	LOC5570825|XP_001653329.2|AAEG
OG0000184	LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB	LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG
OG0000184	LOC118461578|XP_035782962.1|AALB	LOC5570823|XP_001653331.1|AAEG
OG0000184	LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC5571177|XP_001653481.2|AAEG
OG0000187	LOC118468878|XP_035796060.1|AALB	LOC5565007|XP_021713160.1|AAEG
OG0000187	LOC118468893|XP_035796084.1|AALB	LOC5566402|XP_001650794.2|AAEG, LOC5577929|XP_001656714.2|AAEG
OG0000187	LOC118468884|XP_035796072.1|AALB	LOC5577926|XP_001656711.2|AAEG, LOC5577928|XP_021694336.1|AAEG, LOC5577927|XP_001656712.2|AAEG, LOC5566403|XP_001650795.1|AAEG
OG0000187	LOC118468901|XP_035796097.1|AALB	LOC5577924|XP_001656709.2|AAEG
OG0000188	LOC118456213|XP_035772682.1|AALB	LOC5564915|XP_021694344.1|AAEG
OG0000188	LOC118466053|XP_035790785.1|AALB	LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC118468673|XP_035795650.1|AALB	LOC5568245|XP_021701569.1|AAEG
OG0000189	LOC118456425|XP_035773076.1|AALB	LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC118466886|XP_035792630.1|AALB	LOC5568580|XP_021711540.1|AAEG
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC118457586|XP_035775167.1|AALB	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC118465386|XP_035789474.1|AALB	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG
OG0000193	LOC118465820|XP_035790299.1|AALB	LOC5565455|XP_021710563.1|AAEG
OG0000195	LOC118457673|XP_035775324.1|AALB	LOC5571571|XP_001653700.1|AAEG
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC118467190|XP_035793290.1|AALB	LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG
OG0000201	LOC118467191|XP_035793293.1|AALB	LOC5567865|XP_001651887.1|AAEG
OG0000201	LOC118458963|XP_035777838.1|AALB	LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC118461377|XP_035782521.1|AALB	LOC5569125|XP_001652725.2|AAEG
OG0000205	LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB	LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG
OG0000205	LOC118459475|XP_035778780.1|AALB	LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
