Orthogroup	AALB.longest_only	DPER.longest_only
OG0000136	LOC118468175|XP_035794891.1|AALB	LOC113565174|XP_026842244.1|DPER, LOC113565244|XP_026842782.1|DPER
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC6601084|XP_026847344.1|DPER, LOC6587713|XP_026840068.1|DPER
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC6604534|XP_026847613.1|DPER
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC6587347|XP_002013026.1|DPER, LOC6600838|XP_026842581.1|DPER
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC6601432|XP_026847826.1|DPER, LOC6601434|XP_002026469.1|DPER, LOC6601435|XP_002026471.1|DPER, LOC6601436|XP_002026472.1|DPER
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC6592001|XP_002016826.1|DPER
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC6591470|XP_026840208.1|DPER
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC6598595|XP_026846352.1|DPER
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC6599054|XP_002024170.1|DPER
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC6599053|XP_002024169.2|DPER
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC6591617|XP_002017119.2|DPER
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC6598384|XP_026850061.1|DPER
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC6589307|XP_026844454.1|DPER
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC6597884|XP_026846962.1|DPER, LOC6589346|XP_002015321.1|DPER, LOC6589344|XP_002015319.1|DPER, LOC6589345|XP_002015320.1|DPER
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC6603062|XP_002028055.1|DPER
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC6588072|XP_002013315.1|DPER
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC6588718|XP_002014991.1|DPER
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC6593518|XP_002019209.2|DPER
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC6593815|XP_002019062.1|DPER, LOC6599925|XP_002025053.1|DPER
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC6587401|XP_002013652.1|DPER, LOC6587313|XP_002013654.2|DPER
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC6588597|XP_002013631.1|DPER, LOC6588624|XP_002013628.1|DPER, LOC6588591|XP_002013629.2|DPER
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC6598833|XP_026849429.1|DPER, LOC6598832|XP_026849435.1|DPER, LOC113566039|XP_026845649.1|DPER
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC6592443|XP_002017788.1|DPER, LOC6592446|XP_002017791.1|DPER, LOC113565052|XP_026841013.1|DPER
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC6600977|XP_026841188.1|DPER, LOC113565999|XP_026845403.1|DPER, LOC6596108|XP_002021261.2|DPER
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC6596168|XP_002021145.2|DPER
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC6598893|XP_026847869.1|DPER, LOC6597048|XP_026845483.1|DPER
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC6587958|XP_002012778.1|DPER, LOC6587907|XP_002012779.1|DPER
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC6603387|XP_002028373.1|DPER, LOC6589167|XP_002015024.2|DPER
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC6593292|XP_002019185.1|DPER, LOC6587704|XP_026840272.1|DPER
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC6598661|XP_002023779.2|DPER, LOC6600107|XP_026846681.1|DPER
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC6600875|XP_002025910.1|DPER
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC6600870|XP_002025905.1|DPER, LOC6600871|XP_026841757.1|DPER
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC6588463|XP_002013457.1|DPER
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC6589767|XP_026844617.1|DPER, LOC6589766|XP_002014925.1|DPER
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC6598082|XP_026843556.1|DPER
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC6588676|XP_026844905.1|DPER
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC6603374|XP_026845885.1|DPER
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC113566576|XP_026848585.1|DPER, LOC6591490|XP_026849952.1|DPER, LOC6587788|XP_026839976.1|DPER, LOC6588077|XP_026842102.1|DPER, LOC6600615|XP_026847635.1|DPER, LOC6590989|XP_026841961.1|DPER, LOC6590990|XP_026840586.1|DPER, LOC6600602|XP_026847640.1|DPER, LOC6600817|XP_026841451.1|DPER, LOC6590004|XP_002016054.1|DPER, LOC113565146|XP_026842020.1|DPER, LOC6600600|XP_002025590.2|DPER
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC6590945|XP_002016015.1|DPER, LOC6590933|XP_002016012.1|DPER
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC6590910|XP_026842071.1|DPER, LOC6593850|XP_002019218.1|DPER, LOC6592364|XP_002017969.1|DPER
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC6594575|XP_002019826.1|DPER
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC6592066|XP_026848234.1|DPER
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC113566297|XP_026847132.1|DPER
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC6593033|XP_002017710.1|DPER, LOC6591109|XP_026841469.1|DPER
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC6593359|XP_026843516.1|DPER
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC6587450|XP_002013053.1|DPER, LOC6598755|XP_026845471.1|DPER
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC6588239|XP_002014129.1|DPER
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC6587677|XP_002014128.1|DPER, LOC6588170|XP_002014127.1|DPER
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC6601664|XP_002026729.1|DPER, LOC6601932|XP_026848776.1|DPER
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC6588908|XP_026844068.1|DPER, LOC6588910|XP_002014616.1|DPER
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC6590477|XP_002016663.1|DPER, LOC6591758|XP_002017419.1|DPER, LOC6591757|XP_002017418.1|DPER
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC6596899|XP_026849895.1|DPER, LOC113566201|XP_026846570.1|DPER, LOC6597208|XP_002022616.1|DPER, LOC6591781|XP_002017142.1|DPER, LOC6591782|XP_002017143.1|DPER, LOC113567328|XP_026850536.1|DPER
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC6591847|XP_026844373.1|DPER, LOC6599347|XP_026847209.1|DPER, LOC6599448|XP_026847207.1|DPER
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC6596288|XP_026843746.1|DPER
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC6598151|XP_026846353.1|DPER
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC6597034|XP_026845712.1|DPER
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC6590792|XP_002015536.2|DPER
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC6590807|XP_002016353.1|DPER
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC113567323|XP_026850501.1|DPER, LOC113565988|XP_026845379.1|DPER, LOC6595906|XP_026845380.1|DPER
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC6589745|XP_002014996.2|DPER, LOC6599609|XP_002024765.1|DPER
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC6603541|XP_002028512.2|DPER, LOC6595424|XP_026844783.1|DPER
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC6603537|XP_026843437.1|DPER
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC6602888|XP_026845135.1|DPER
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC6602885|XP_026849666.1|DPER
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC6602886|XP_026849657.1|DPER
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC6595233|XP_002020255.1|DPER, LOC6597989|XP_026843297.1|DPER, LOC6595234|XP_002020256.2|DPER
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC6598809|XP_026844368.1|DPER, LOC6598806|XP_002023978.1|DPER
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC6594185|XP_002019816.1|DPER
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC6591309|XP_002016132.2|DPER, LOC113565072|XP_026841210.1|DPER, LOC6591307|XP_026842078.1|DPER
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC6587789|XP_002012764.1|DPER, LOC6588211|XP_002013381.1|DPER
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC6592540|XP_002018315.1|DPER
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC6592539|XP_002018314.1|DPER
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC6596224|XP_026845243.1|DPER
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC6590794|XP_026842909.1|DPER
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC6590462|XP_002015853.1|DPER, LOC6600424|XP_026848404.1|DPER
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC6598706|XP_002023885.1|DPER
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC6589194|XP_002014618.1|DPER, LOC6589193|XP_026844063.1|DPER
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC6602286|XP_026848556.1|DPER, LOC6590765|XP_002015397.2|DPER
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC6599389|XP_026847075.1|DPER, LOC6591196|XP_002015445.1|DPER, LOC113567353|XP_026850684.1|DPER, LOC6591646|XP_002016859.1|DPER
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC6602193|XP_026848038.1|DPER, LOC6602192|XP_026848037.1|DPER, LOC6595839|XP_026845456.1|DPER
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC6598189|XP_002023363.1|DPER, LOC6599178|XP_002024369.1|DPER, LOC6599143|XP_002024377.1|DPER, LOC6599156|XP_002024383.1|DPER, LOC6599145|XP_002024379.2|DPER, LOC6601936|XP_002026978.1|DPER, LOC6603240|XP_002028216.1|DPER
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC6597347|XP_002022549.1|DPER
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC6588853|XP_002014908.2|DPER, LOC6597348|XP_002022550.1|DPER
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC6590871|XP_002016163.1|DPER, LOC6588743|XP_002015090.1|DPER, LOC6588859|XP_002015089.1|DPER, LOC6588857|XP_002015087.1|DPER, LOC6588858|XP_002015088.1|DPER
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC6590590|XP_026841508.1|DPER, LOC6590884|XP_026841510.1|DPER, LOC6590592|XP_026841509.1|DPER
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC6603022|XP_002028043.1|DPER, LOC6603020|XP_002028041.1|DPER, LOC6603021|XP_002028042.1|DPER
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC6592960|XP_002017962.1|DPER, LOC6588577|XP_002013622.2|DPER, LOC6592959|XP_026841017.1|DPER
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC6592353|XP_002018425.1|DPER
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC113566005|XP_026845454.1|DPER, LOC6592129|XP_026839946.1|DPER, LOC6592112|XP_002016838.2|DPER
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC6602823|XP_002027825.2|DPER, LOC6602822|XP_002027824.1|DPER, LOC6602817|XP_002027819.2|DPER
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC6594401|XP_002019347.1|DPER, LOC113564959|XP_026840570.1|DPER, LOC6596405|XP_026843531.1|DPER
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC6587187|XP_026840041.1|DPER, LOC6587181|XP_002013055.2|DPER
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC6594363|XP_026850362.1|DPER
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC6601345|XP_002026389.1|DPER, LOC6601344|XP_002026388.1|DPER, LOC6601343|XP_026841760.1|DPER
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC6591535|XP_002017319.2|DPER, LOC6590307|XP_002015511.1|DPER, LOC6590306|XP_002015510.2|DPER
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC6595052|XP_026846751.1|DPER, LOC6598675|XP_002023762.2|DPER, LOC6598677|XP_002023764.1|DPER
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC6588111|XP_002013388.1|DPER, LOC6587804|XP_002013387.1|DPER, LOC6587986|XP_002013386.1|DPER
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC6602587|XP_002027611.1|DPER, LOC6589563|XP_026844814.1|DPER, LOC6596549|XP_026843606.1|DPER, LOC113566778|XP_026849659.1|DPER
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC6590277|XP_026841369.1|DPER
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC113565387|XP_026842995.1|DPER, LOC6588533|XP_002013838.1|DPER
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC6589112|XP_026844118.1|DPER, LOC6589111|XP_002015230.2|DPER
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC6591504|XP_002016954.1|DPER, LOC6594023|XP_026850292.1|DPER, LOC6594138|XP_002019764.1|DPER
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC6591862|XP_026850168.1|DPER, LOC6591864|XP_002017354.1|DPER, LOC6591667|XP_026850989.1|DPER
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC6591381|XP_002017245.2|DPER, LOC6597061|XP_002022186.2|DPER, LOC6591451|XP_002017473.1|DPER, LOC6591476|XP_002017467.2|DPER, LOC6591478|XP_002017469.2|DPER, LOC6603977|XP_026845679.1|DPER, LOC113565993|XP_026845389.1|DPER, LOC113565995|XP_026845392.1|DPER, LOC6596896|XP_026845386.1|DPER, LOC113565996|XP_026845393.1|DPER, LOC6604434|XP_026845401.1|DPER, LOC6604635|XP_026850003.1|DPER, LOC6589803|XP_026844797.1|DPER
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC6589975|XP_002016323.2|DPER
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC6596135|XP_026845395.1|DPER, LOC6596069|XP_002021100.1|DPER, LOC6596070|XP_002021101.1|DPER
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC6604155|XP_026845361.1|DPER, LOC6596088|XP_002021241.2|DPER, LOC6590727|XP_002016178.1|DPER
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC6588766|XP_002014851.1|DPER, LOC6588765|XP_002014850.1|DPER, LOC6588764|XP_002014849.1|DPER
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC113565518|XP_026843585.1|DPER, LOC6602262|XP_002027292.1|DPER, LOC6602217|XP_026843584.1|DPER
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC6597681|XP_026848890.1|DPER, LOC6601282|XP_002026354.1|DPER, LOC6604362|XP_002029266.2|DPER
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC6590197|XP_002015828.1|DPER
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC6591225|XP_026842138.1|DPER, LOC6590485|XP_026842610.1|DPER
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC6590918|XP_002015409.1|DPER
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC6588988|XP_002015170.1|DPER, LOC6588989|XP_002015171.1|DPER
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC6590715|XP_026841027.1|DPER
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC6590218|XP_002016531.2|DPER
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC6598542|XP_026846178.1|DPER, LOC6598543|XP_002023739.1|DPER, LOC6594744|XP_002020396.1|DPER
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC6594786|XP_002020540.1|DPER, LOC6594787|XP_002020541.1|DPER
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC6587641|XP_002013270.1|DPER, LOC6587284|XP_026846992.1|DPER
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC6587699|XP_002014102.1|DPER
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC6591644|XP_002016857.2|DPER
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC6592525|XP_026841241.1|DPER
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC6589230|XP_002014219.1|DPER, LOC113565883|XP_026845045.1|DPER, LOC113565230|XP_026842688.1|DPER, LOC6591252|XP_026841574.1|DPER
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC6604665|XP_026845656.1|DPER
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC6602554|XP_026846824.1|DPER
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC6592110|XP_002017293.1|DPER, LOC6596627|XP_002021635.2|DPER, LOC6592070|XP_002017519.1|DPER
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC6602488|XP_002027516.2|DPER, LOC6604048|XP_026850085.1|DPER, LOC113567217|XP_026850194.1|DPER, LOC113567089|XP_026850070.1|DPER, LOC113567006|XP_026850030.1|DPER, LOC113567305|XP_026850440.1|DPER, LOC113566814|XP_026849776.1|DPER, LOC6604133|XP_002029070.2|DPER, LOC6604081|XP_026850054.1|DPER, LOC113567150|XP_026850126.1|DPER, LOC113567007|XP_026850032.1|DPER, LOC113567008|XP_026850033.1|DPER, LOC113566957|XP_026850001.1|DPER, LOC113566956|XP_026849999.1|DPER, LOC6603644|XP_002028618.2|DPER, LOC6604045|XP_002028988.1|DPER, LOC113567004|XP_026850028.1|DPER, LOC113566955|XP_026849998.1|DPER, LOC113567005|XP_026850029.1|DPER
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC6602407|XP_002027412.2|DPER, LOC6602406|XP_002027411.2|DPER, LOC113566561|XP_026848456.1|DPER
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC6601691|XP_002026725.1|DPER, LOC6597239|XP_002022534.2|DPER, LOC6597493|XP_002022641.2|DPER
OG0000282	LOC118459742|XP_035779312.1|AALB	LOC6603290|XP_026849866.1|DPER
OG0000283	LOC118457145|XP_035774351.1|AALB	LOC6600926|XP_026842279.1|DPER
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC6587294|XP_026840078.1|DPER
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC6602437|XP_002027472.1|DPER
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC6598132|XP_026843255.1|DPER
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC6591167|XP_002016270.1|DPER
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC6592284|XP_002018403.1|DPER
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC6599069|XP_026848974.1|DPER
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC6594994|XP_002020160.1|DPER, LOC6596583|XP_002021670.2|DPER, LOC6594991|XP_002020157.2|DPER
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC6598125|XP_002023281.2|DPER
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC6599410|XP_026847073.1|DPER
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC6591206|XP_002016196.2|DPER, LOC6587493|XP_002013063.1|DPER
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC6593738|XP_002018996.1|DPER, LOC6601085|XP_026847350.1|DPER, LOC6598402|XP_026846284.1|DPER
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC6587398|XP_026841615.1|DPER, LOC6587438|XP_002014037.1|DPER, LOC6587353|XP_002014036.1|DPER
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC6601991|XP_002027068.1|DPER
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC6589195|XP_002014619.1|DPER
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC6601148|XP_002026280.2|DPER, LOC6601149|XP_002026281.1|DPER
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC6600655|XP_002025664.1|DPER, LOC113566276|XP_026847029.1|DPER, LOC6589431|XP_002015008.2|DPER
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC6593549|XP_026843855.1|DPER, LOC6593545|XP_002019135.1|DPER, LOC6588546|XP_002012984.1|DPER, LOC6588542|XP_026851023.1|DPER
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC6597067|XP_026845430.1|DPER
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC6589931|XP_002015882.2|DPER, LOC6598282|XP_026846345.1|DPER
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC6594303|XP_026850365.1|DPER
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC6587518|XP_002013072.2|DPER
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC113565198|XP_026842446.1|DPER, LOC6598523|XP_002023562.1|DPER
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC6587679|XP_002012752.1|DPER, LOC6598848|XP_002023966.1|DPER, LOC6599371|XP_026847108.1|DPER
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC6593372|XP_026842951.1|DPER
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC6589045|XP_026844084.1|DPER
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC6593982|XP_002019024.1|DPER, LOC6598005|XP_002023230.1|DPER, LOC6598006|XP_002023231.1|DPER, LOC6598001|XP_026842947.1|DPER
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC113565709|XP_026844419.1|DPER
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC6591612|XP_002016738.2|DPER, LOC6595614|XP_002020933.2|DPER, LOC6588480|XP_002013594.1|DPER
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC6595497|XP_002020602.2|DPER, LOC6595496|XP_002020601.1|DPER
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC6596739|XP_026845859.1|DPER, LOC6599982|XP_026849118.1|DPER
OG0000323	LOC118462892|XP_035784878.1|AALB	LOC6598031|XP_026843366.1|DPER, LOC6588446|XP_002013437.2|DPER, LOC6588411|XP_002013436.1|DPER
OG0000324	LOC118465270|XP_035789193.1|AALB	LOC6592754|XP_026841345.1|DPER
OG0000325	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB	LOC6601511|XP_002026573.1|DPER, LOC6601509|XP_002026571.1|DPER
OG0000331	LOC118464485|XP_035787804.1|AALB	LOC113565499|XP_026843509.1|DPER, LOC6602235|XP_002027265.2|DPER, LOC113565429|XP_026843188.1|DPER, LOC6602233|XP_026843549.1|DPER, LOC6602231|XP_002027261.2|DPER, LOC6602236|XP_002027266.2|DPER, LOC6602229|XP_002027260.2|DPER, LOC6602232|XP_002027262.1|DPER
