Orthogroup	AALB.longest_only	HILL.longest_only
OG0000070	LOC118466080|XP_035790865.1|AALB, LOC118461049|XP_035781833.1|AALB	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC118464383|XP_035787619.1|AALB	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC118465893|XP_035790437.1|AALB	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC118465748|XP_035790112.1|AALB, LOC118461286|XP_035782331.1|AALB, LOC118458429|XP_035776779.1|AALB	LOC119661216|XP_037926368.1|HILL, LOC119660319|XP_037924728.1|HILL, LOC119651198|XP_037910568.1|HILL, LOC119651194|XP_037910563.1|HILL, LOC119651195|XP_037910564.1|HILL, LOC119652180|XP_037912052.1|HILL, LOC119651690|XP_037911326.1|HILL, LOC119651192|XP_037910561.1|HILL, LOC119651196|XP_037910566.1|HILL, LOC119651197|XP_037910567.1|HILL, LOC119651200|XP_037910570.1|HILL, LOC119651199|XP_037910569.1|HILL, LOC119651475|XP_037911013.1|HILL, LOC119652127|XP_037911995.1|HILL, LOC119651121|XP_037910424.1|HILL, LOC119651120|XP_037910423.1|HILL, LOC119651117|XP_037910418.1|HILL, LOC119651118|XP_037910419.1|HILL, LOC119652129|XP_037911997.1|HILL, LOC119652133|XP_037912000.1|HILL, LOC119652130|XP_037911998.1|HILL, LOC119652131|XP_037911999.1|HILL, LOC119651119|XP_037910420.1|HILL, LOC119652138|XP_037912006.1|HILL, LOC119652134|XP_037912001.1|HILL, LOC119652140|XP_037912008.1|HILL, LOC119652139|XP_037912007.1|HILL, LOC119652137|XP_037912005.1|HILL, LOC119652136|XP_037912004.1|HILL, LOC119652135|XP_037912003.1|HILL, LOC119652128|XP_037911996.1|HILL, LOC119652126|XP_037911994.1|HILL
OG0000073	LOC118466982|XP_035792790.1|AALB	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC118468531|XP_035795302.1|AALB, LOC118468327|XP_035794968.1|AALB	LOC119658724|XP_037922346.1|HILL
OG0000073	LOC118461208|XP_035782153.1|AALB, LOC118461209|XP_035782163.1|AALB	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC118458541|XP_035777018.1|AALB	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000073	LOC118466170|XP_035791050.1|AALB	LOC119651012|XP_037910231.1|HILL
OG0000074	LOC118467317|XP_035793548.1|AALB, LOC118464632|XP_035787971.1|AALB, LOC118462489|XP_035784094.1|AALB, LOC118462490|XP_035784095.1|AALB, LOC118462491|XP_035784096.1|AALB, LOC118462492|XP_035784098.1|AALB, LOC118465572|XP_035789827.1|AALB, LOC118465573|XP_035789828.1|AALB, LOC118462925|XP_035784926.1|AALB, LOC118467316|XP_035793547.1|AALB, LOC118463374|XP_035785792.1|AALB, LOC118465722|XP_035790060.1|AALB, LOC118463415|XP_035785860.1|AALB, LOC118463299|XP_035785677.1|AALB, LOC118464633|XP_035787972.1|AALB, LOC118465280|XP_035789213.1|AALB, LOC118463180|XP_035785487.1|AALB	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000076	LOC118462886|XP_035784863.1|AALB	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC118456474|XP_035773167.1|AALB	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC118467920|XP_035794755.1|AALB	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC118460116|XP_035780047.1|AALB	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC118463835|XP_035786622.1|AALB	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC118466147|XP_035791003.1|AALB	LOC119653260|XP_037913796.1|HILL
OG0000077	LOC118465737|XP_035790092.1|AALB	LOC119651420|XP_037910942.1|HILL, LOC119651581|XP_037911148.1|HILL
OG0000078	LOC118456476|XP_035773179.1|AALB	LOC119656802|XP_037919339.1|HILL
OG0000080	LOC118467641|XP_035794260.1|AALB	LOC119655522|XP_037917359.1|HILL
OG0000080	LOC118460320|XP_035780425.1|AALB, LOC118460319|XP_035780424.1|AALB	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000083	LOC118457381|XP_035774809.1|AALB, LOC118457852|XP_035775635.1|AALB, LOC118457853|XP_035775636.1|AALB	LOC119651416|XP_037910939.1|HILL, LOC119651041|XP_037910287.1|HILL
OG0000084	LOC118464662|XP_035788063.1|AALB	LOC119658776|XP_037922402.1|HILL
OG0000084	LOC118460417|XP_035780598.1|AALB, LOC118464572|XP_035787906.1|AALB, LOC118464665|XP_035788069.1|AALB	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC118467757|XP_035794478.1|AALB	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC118467052|XP_035792946.1|AALB	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC118461776|XP_035783398.1|AALB, LOC118461322|XP_035782419.1|AALB, LOC118461763|XP_035783391.1|AALB	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000088	LOC118462894|XP_035784880.1|AALB	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC118464755|XP_035788267.1|AALB, LOC118458513|XP_035776977.1|AALB	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC118465461|XP_035789653.1|AALB	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC118462651|XP_035784397.1|AALB, LOC118467873|XP_035794676.1|AALB	LOC119648411|XP_037906089.1|HILL
OG0000089	LOC118458730|XP_035777392.1|AALB	LOC119660494|XP_037925012.1|HILL
OG0000090	LOC118465859|XP_035790384.1|AALB	LOC119654576|XP_037915962.1|HILL
OG0000090	LOC118464436|XP_035787701.1|AALB, LOC118464435|XP_035787700.1|AALB	LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC118468298|XP_035794920.1|AALB	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC118461077|XP_035781863.1|AALB	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC118457780|XP_035775515.1|AALB	LOC119658713|XP_037922257.1|HILL
OG0000093	LOC118468732|XP_035795763.1|AALB	LOC119661588|XP_037926918.1|HILL
OG0000093	LOC118462485|XP_035784085.1|AALB	LOC119654278|XP_037915486.1|HILL
OG0000094	LOC118466575|XP_035792014.1|AALB, LOC118460828|XP_035781369.1|AALB	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC118467953|XP_035794822.1|AALB	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC118458982|XP_035777873.1|AALB	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC118460308|XP_035780403.1|AALB	LOC119658820|XP_037922474.1|HILL
OG0000099	LOC118460309|XP_035780405.1|AALB, LOC118460316|XP_035780419.1|AALB	LOC119655128|XP_037916790.1|HILL
OG0000101	LOC118462817|XP_035784730.1|AALB	LOC119648867|XP_037906682.1|HILL, LOC119648866|XP_037906678.1|HILL
OG0000102	LOC118464146|XP_035787145.1|AALB, LOC118465171|XP_035789026.1|AALB, LOC118463048|XP_035785187.1|AALB	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC118457482|XP_035775000.1|AALB	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL, LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL
OG0000103	LOC118467670|XP_035794319.1|AALB	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC118459051|XP_035777970.1|AALB	LOC119655863|XP_037917912.1|HILL
OG0000104	LOC118464278|XP_035787434.1|AALB	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC118457265|XP_035774549.1|AALB	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000109	LOC118459572|XP_035778973.1|AALB	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC118463974|XP_035786869.1|AALB, LOC118463973|XP_035786868.1|AALB	LOC119649014|XP_037906893.1|HILL, LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC118467359|XP_035793654.1|AALB	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC118462848|XP_035784798.1|AALB	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000114	LOC118458495|XP_035776942.1|AALB	LOC119646886|XP_037903447.1|HILL
OG0000115	LOC118460434|XP_035780619.1|AALB, LOC118464508|XP_035787837.1|AALB	LOC119646439|XP_037902821.1|HILL
OG0000117	LOC118458656|XP_035777238.1|AALB, LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC118457110|XP_035774302.1|AALB	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC118458699|XP_035777331.1|AALB, LOC118460125|XP_035780068.1|AALB, LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB, LOC118458698|XP_035777330.1|AALB	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC118463432|XP_035785893.1|AALB	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC118464687|XP_035788103.1|AALB	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC118456844|XP_035773833.1|AALB	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC118461289|XP_035782355.1|AALB	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC118457525|XP_035775063.1|AALB	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC118463575|XP_035786112.1|AALB	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC118460528|XP_035780801.1|AALB	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC118463140|XP_035785395.1|AALB	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC119653601|XP_037914281.1|HILL
OG0000132	LOC118456327|XP_035772876.1|AALB	LOC119646772|XP_037903282.1|HILL, LOC119646313|XP_037902659.1|HILL, LOC119646396|XP_037902767.1|HILL, LOC119661770|XP_037927172.1|HILL, LOC119646785|XP_037903296.1|HILL, LOC119646652|XP_037903098.1|HILL, LOC119646321|XP_037902673.1|HILL
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC119646571|XP_037902988.1|HILL
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC119653858|XP_037914844.1|HILL
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC119659532|XP_037923599.1|HILL
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC119655655|XP_037917566.1|HILL
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC119654514|XP_037915885.1|HILL
OG0000144	LOC118459655|XP_035779138.1|AALB, LOC118459654|XP_035779130.1|AALB	LOC119652675|XP_037912869.1|HILL
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC119660803|XP_037925563.1|HILL
OG0000146	LOC118462930|XP_035784932.1|AALB, LOC118463705|XP_035786391.1|AALB, LOC118465626|XP_035789921.1|AALB	LOC119656104|XP_037918346.1|HILL
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC119651641|XP_037911244.1|HILL
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB, LOC118461759|XP_035783387.1|AALB	LOC119650938|XP_037910096.1|HILL
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC119647178|XP_037903918.1|HILL
OG0000148	LOC118456165|XP_035772584.1|AALB	LOC119651719|XP_037911369.1|HILL
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL
OG0000155	LOC118467230|XP_035793381.1|AALB	LOC119654884|XP_037916424.1|HILL
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC119660570|XP_037925150.1|HILL, LOC119660574|XP_037925155.1|HILL, LOC119660573|XP_037925153.1|HILL, LOC119660572|XP_037925152.1|HILL, LOC119660575|XP_037925156.1|HILL, LOC119659319|XP_037923272.1|HILL, LOC119659558|XP_037923635.1|HILL, LOC119659566|XP_037923643.1|HILL, LOC119659450|XP_037923463.1|HILL, LOC119659722|XP_037923906.1|HILL
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC119656581|XP_037918900.1|HILL, LOC119658334|XP_037921603.1|HILL, LOC119657717|XP_037920688.1|HILL, LOC119657840|XP_037920890.1|HILL, LOC119657740|XP_037920712.1|HILL
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC119650090|XP_037908526.1|HILL
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC119650188|XP_037908675.1|HILL, LOC119650187|XP_037908670.1|HILL
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC119657253|XP_037920001.1|HILL, LOC119657379|XP_037920191.1|HILL, LOC119658465|XP_037921805.1|HILL, LOC119657015|XP_037919689.1|HILL, LOC119657450|XP_037920290.1|HILL, LOC119658360|XP_037921648.1|HILL
OG0000161	LOC118456200|XP_035772656.1|AALB	LOC119646649|XP_037903094.1|HILL, LOC119655801|XP_037917861.1|HILL, LOC119656763|XP_037919308.1|HILL
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC119646292|XP_037902632.1|HILL, LOC119661244|XP_037926403.1|HILL
OG0000164	LOC118466739|XP_035792315.1|AALB	LOC119653862|XP_037914847.1|HILL
OG0000164	LOC118466740|XP_035792318.1|AALB	LOC119656079|XP_037918294.1|HILL, LOC119655422|XP_037917239.1|HILL, LOC119656049|XP_037918242.1|HILL
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC119656600|XP_037918955.1|HILL
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC119661717|XP_037927100.1|HILL
OG0000169	LOC118462698|XP_035784519.1|AALB	LOC119649310|XP_037907335.1|HILL
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC119658896|XP_037922629.1|HILL, LOC119659195|XP_037923083.1|HILL, LOC119659194|XP_037923082.1|HILL, LOC119659193|XP_037923081.1|HILL
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC119652263|XP_037912172.1|HILL
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC119652303|XP_037912241.1|HILL
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC119657913|XP_037921025.1|HILL
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC119648786|XP_037906554.1|HILL
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC119661217|XP_037926369.1|HILL
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC119661289|XP_037926494.1|HILL, LOC119661589|XP_037926921.1|HILL
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC119659190|XP_037923079.1|HILL
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC119660288|XP_037924687.1|HILL
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC119658509|XP_037921909.1|HILL
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC119651086|XP_037910362.1|HILL
OG0000178	LOC118464560|XP_035787893.1|AALB	LOC119653503|XP_037914087.1|HILL
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC119655595|XP_037917478.1|HILL
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC119655055|XP_037916673.1|HILL, LOC119655047|XP_037916662.1|HILL
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC119649042|XP_037906942.1|HILL, LOC119648650|XP_037906351.1|HILL
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC119649668|XP_037907856.1|HILL
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC119649017|XP_037906897.1|HILL
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC119661424|XP_037926695.1|HILL
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC119658037|XP_037921200.1|HILL
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC119655688|XP_037917620.1|HILL
OG0000187	LOC118468878|XP_035796060.1|AALB, LOC118460705|XP_035781111.1|AALB, LOC118468964|XP_035796222.1|AALB, LOC118468965|XP_035796223.1|AALB, LOC118468966|XP_035796224.1|AALB, LOC118468893|XP_035796084.1|AALB, LOC118468884|XP_035796072.1|AALB, LOC118468901|XP_035796097.1|AALB	LOC119657743|XP_037920715.1|HILL, LOC119658094|XP_037921286.1|HILL, LOC119658093|XP_037921285.1|HILL, LOC119658095|XP_037921288.1|HILL
OG0000188	LOC118466053|XP_035790785.1|AALB	LOC119651940|XP_037911719.1|HILL
OG0000189	LOC118468673|XP_035795650.1|AALB	LOC119651210|XP_037910587.1|HILL
OG0000189	LOC118456425|XP_035773076.1|AALB	LOC119657905|XP_037920993.1|HILL
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC119655561|XP_037917414.1|HILL
OG0000190	LOC118466886|XP_035792630.1|AALB	LOC119653887|XP_037914936.1|HILL
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC119657175|XP_037919890.1|HILL
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC119650771|XP_037909801.1|HILL, LOC119659475|XP_037923510.1|HILL, LOC119650769|XP_037909800.1|HILL
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC119653850|XP_037914826.1|HILL, LOC119655365|XP_037917152.1|HILL
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC119647730|XP_037904759.1|HILL, LOC119647731|XP_037904760.1|HILL, LOC119648187|XP_037905701.1|HILL
OG0000195	LOC118457673|XP_035775324.1|AALB	LOC119657956|XP_037921087.1|HILL
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC119646743|XP_037903250.1|HILL
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC119655963|XP_037918120.1|HILL
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC119655904|XP_037917989.1|HILL
