Orthogroup	AALB.longest_only	DANA.longest_only
OG0000128	LOC118463140|XP_035785395.1|AALB	LOC6494973|XP_001959303.1|DANA, LOC6494972|XP_032306981.1|DANA, LOC6494975|XP_001959301.2|DANA, LOC6494974|XP_001959302.2|DANA, LOC6494976|XP_001959299.2|DANA, LOC6494977|XP_014763093.1|DANA, LOC6498353|XP_032311292.1|DANA, LOC6499213|XP_032305663.1|DANA
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC6504105|XP_014761187.1|DANA, LOC6507784|XP_001956338.1|DANA, LOC26514837|XP_014762380.1|DANA, LOC6504106|XP_001964190.1|DANA
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC6506173|XP_001958415.1|DANA, LOC6493780|XP_001958418.1|DANA, LOC6493779|XP_001958417.1|DANA, LOC6493778|XP_001958416.1|DANA
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC6504245|XP_001965101.1|DANA, LOC6504243|XP_001965102.1|DANA, LOC6505793|XP_001964386.1|DANA
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC6500909|XP_032305809.1|DANA
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC6502152|XP_001966115.1|DANA, LOC6496896|XP_014761428.1|DANA
OG0000134	LOC118456592|XP_035773383.1|AALB	LOC6493135|XP_001957119.2|DANA
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC6507381|XP_014765193.1|DANA, LOC6501405|XP_001955183.1|DANA
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC6493751|XP_014764526.1|DANA
OG0000137	LOC118466212|XP_035791127.1|AALB	LOC26514920|XP_032309317.1|DANA
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC6505923|XP_001964627.1|DANA
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC6493033|XP_001956909.1|DANA, LOC6493035|XP_001956911.2|DANA, LOC6506964|XP_001956912.3|DANA, LOC6506963|XP_001956913.2|DANA
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC6503405|XP_032312316.1|DANA
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC6505749|XP_032305662.1|DANA
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC6505104|XP_032307877.1|DANA
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC6506275|XP_001958215.1|DANA
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC6493678|XP_001958216.1|DANA
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC6499955|XP_014766291.1|DANA
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC6505218|XP_032307837.1|DANA
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC26514477|XP_014760209.1|DANA
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC6501923|XP_001966699.3|DANA, LOC6496821|XP_001963330.1|DANA, LOC6496822|XP_001963329.2|DANA
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC6497036|XP_001962875.1|DANA
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC6499192|XP_001955143.1|DANA, LOC6499191|XP_001955144.1|DANA
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC6497490|XP_001961975.1|DANA
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC6505350|XP_032311033.1|DANA
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC6505398|XP_001966896.1|DANA, LOC6502176|XP_032309346.1|DANA
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC6499069|XP_001955369.1|DANA, LOC6499070|XP_001955368.1|DANA, LOC6499071|XP_001955367.1|DANA
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC6501547|XP_001955456.1|DANA, LOC26513740|XP_014767205.1|DANA, LOC6501548|XP_001955457.2|DANA
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC6499512|XP_032309745.1|DANA, LOC6499513|XP_001954469.1|DANA, LOC26514622|XP_014765646.1|DANA
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC6504315|XP_001967792.1|DANA, LOC6504316|XP_001967794.1|DANA, LOC6502539|XP_001958803.3|DANA
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC6496001|XP_001960014.2|DANA, LOC6507641|XP_001956059.1|DANA, LOC6507415|XP_001956060.1|DANA
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC6493872|XP_001958596.1|DANA
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC6507855|XP_001956475.1|DANA, LOC6506334|XP_032309699.1|DANA
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC6500815|XP_001953973.1|DANA, LOC6500816|XP_001953974.1|DANA, LOC6500817|XP_001953975.1|DANA
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC6506389|XP_001957964.1|DANA, LOC6504193|XP_001965167.1|DANA, LOC6504224|XP_001965130.2|DANA
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC6497190|XP_001962589.1|DANA, LOC6501685|XP_001955757.1|DANA, LOC6498878|XP_001955758.2|DANA
OG0000164	LOC118466740|XP_035792318.1|AALB	LOC6500384|XP_001953103.1|DANA, LOC6500143|XP_001953141.2|DANA
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC6503622|XP_032308428.1|DANA, LOC6493627|XP_001958126.2|DANA
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC6494788|XP_001959669.1|DANA
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC116654746|XP_032306927.1|DANA, LOC6495828|XP_032306926.1|DANA
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC6499826|XP_001953835.2|DANA
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC6497315|XP_001962336.2|DANA, LOC6497316|XP_001962335.1|DANA
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC6497107|XP_032311135.1|DANA
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC6504542|XP_014760443.1|DANA
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC6502870|XP_032311863.1|DANA
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC6493096|XP_032309598.1|DANA
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC26515599|XP_014764145.1|DANA, LOC6494145|XP_001960871.1|DANA
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC6495093|XP_001959081.3|DANA, LOC6505362|XP_001964855.1|DANA, LOC6495767|XP_001959531.1|DANA
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC6500937|XP_001954206.2|DANA
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC6499579|XP_001954348.3|DANA
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC6501804|XP_001967174.3|DANA
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC6501645|XP_001955669.1|DANA
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC6496228|XP_032306947.1|DANA, LOC6494932|XP_001959377.1|DANA
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC6497819|XP_001961509.2|DANA
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC6501483|XP_001955343.1|DANA, LOC6499250|XP_001955024.1|DANA
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC6501427|XP_001955231.1|DANA
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC6499135|XP_001955233.1|DANA, LOC6499134|XP_001955234.1|DANA
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC6504700|XP_014759779.2|DANA, LOC6493761|XP_001958385.1|DANA, LOC6506375|XP_032310821.1|DANA
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC116655995|XP_032310894.1|DANA, LOC6496842|XP_032310893.1|DANA
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC6496485|XP_001960995.1|DANA, LOC6499566|XP_001954365.1|DANA
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC6502971|XP_001963494.2|DANA, LOC6502969|XP_001963496.1|DANA
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC6499874|XP_014766265.1|DANA, LOC6502883|XP_001963667.2|DANA, LOC26514423|XP_014759128.1|DANA
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC6497807|XP_001961486.2|DANA
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC6504888|XP_014759844.1|DANA
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC6502153|XP_032309341.1|DANA
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC6494624|XP_032306077.1|DANA
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC6494555|XP_001960110.1|DANA
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC6501170|XP_001954686.1|DANA, LOC26515342|XP_014765721.1|DANA, LOC6506666|XP_001957449.3|DANA
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC6498051|XP_001961971.1|DANA, LOC6498050|XP_001961970.1|DANA, LOC6506883|XP_001957065.1|DANA
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC6497604|XP_032307481.1|DANA, LOC6497600|XP_014761734.1|DANA
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC6497924|XP_014761894.1|DANA
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC6502181|XP_001966069.1|DANA
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC6502190|XP_001966060.2|DANA
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC116654479|XP_032308721.1|DANA
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC6501604|XP_001955572.2|DANA, LOC6505549|XP_001964720.1|DANA, LOC6505551|XP_014760701.2|DANA, LOC6505550|XP_001964721.2|DANA, LOC6505548|XP_001964722.1|DANA, LOC6505546|XP_001964723.1|DANA
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC6501050|XP_001954462.1|DANA, LOC6501049|XP_001954459.1|DANA
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC6505717|XP_001964397.1|DANA
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC6495972|XP_001959954.1|DANA, LOC6495969|XP_001959951.2|DANA, LOC6495970|XP_001959952.1|DANA, LOC6495968|XP_001959950.1|DANA, LOC6495971|XP_001959953.1|DANA
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC6501078|XP_001954516.1|DANA, LOC6505863|XP_001964505.1|DANA
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC6496203|XP_001960440.1|DANA
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC6494376|XP_001960438.1|DANA
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC6506650|XP_001957474.2|DANA, LOC6506649|XP_032310004.1|DANA
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC6502385|XP_001967778.2|DANA, LOC116656070|XP_032311325.1|DANA, LOC6498670|XP_032311042.1|DANA, LOC6498673|XP_001963295.1|DANA
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC6494433|XP_001960321.1|DANA, LOC6503682|XP_001963941.2|DANA
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC6500742|XP_014766694.1|DANA
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC6498130|XP_001962139.2|DANA, LOC6497412|XP_014761697.1|DANA, LOC6497784|XP_001961445.2|DANA
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC6506233|XP_032310206.1|DANA, LOC6493890|XP_032311524.1|DANA
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC6504984|XP_001965688.1|DANA, LOC6495471|XP_001958920.1|DANA, LOC6503420|XP_001967462.2|DANA
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC6493803|XP_001958471.2|DANA, LOC6493804|XP_001958472.1|DANA, LOC6493801|XP_001958468.1|DANA
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC6507780|XP_014765471.1|DANA, LOC6503389|XP_001967627.1|DANA
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC6504938|XP_032309276.1|DANA
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC6497869|XP_001961608.1|DANA, LOC6504939|XP_001966620.1|DANA
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC6497007|XP_001962941.2|DANA, LOC6505102|XP_001964794.2|DANA, LOC6497006|XP_001962942.1|DANA
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC6495528|XP_001959043.1|DANA, LOC6495997|XP_001960008.1|DANA, LOC6495529|XP_001959044.1|DANA
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC6507007|XP_001956841.1|DANA, LOC6507008|XP_001956838.1|DANA, LOC6493005|XP_001956839.1|DANA
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC6494857|XP_001959539.2|DANA, LOC6501555|XP_001955466.2|DANA, LOC6494856|XP_032306615.1|DANA
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC6496135|XP_014763639.1|DANA
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC26515209|XP_014759161.1|DANA, LOC6503410|XP_001967482.2|DANA, LOC6503439|XP_001967481.1|DANA
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC6507308|XP_001956275.2|DANA, LOC6507752|XP_001956273.1|DANA, LOC6502822|XP_001956270.2|DANA
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC6503246|XP_001965824.1|DANA, LOC6501698|XP_001955788.1|DANA, LOC6498193|XP_001962273.1|DANA
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC6501482|XP_032310768.1|DANA, LOC26514110|XP_032309236.1|DANA, LOC6503350|XP_032309234.1|DANA, LOC26514621|XP_032308650.1|DANA
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC6501300|XP_001954946.1|DANA
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC6494157|XP_001960853.1|DANA, LOC6494156|XP_001960854.1|DANA
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC6501260|XP_001954870.1|DANA, LOC6496631|XP_001961295.1|DANA, LOC6496632|XP_001961296.1|DANA
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC6501440|XP_001955260.1|DANA, LOC6501328|XP_001955003.2|DANA, LOC6501329|XP_001955004.1|DANA
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC6505892|XP_001964564.2|DANA, LOC26513989|XP_032305503.1|DANA, LOC6505893|XP_001964565.1|DANA, LOC6505895|XP_001964566.1|DANA
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC6503339|XP_001965381.1|DANA, LOC6498382|XP_001962681.2|DANA, LOC6503005|XP_001963430.3|DANA
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC6493936|XP_014762468.1|DANA
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC6505965|XP_001964696.2|DANA
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC6503621|XP_001965279.2|DANA, LOC6503599|XP_001965281.1|DANA, LOC6503610|XP_001965280.1|DANA
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC6501609|XP_001955583.1|DANA, LOC6499979|XP_001953498.2|DANA
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC6500016|XP_032305356.1|DANA, LOC6500527|XP_001953394.1|DANA, LOC6499445|XP_001954628.3|DANA
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC6492932|XP_001956678.1|DANA
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC6494300|XP_001960576.2|DANA
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC6502816|XP_001956016.3|DANA, LOC116654475|XP_032309974.1|DANA, LOC6507440|XP_032309973.1|DANA
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC6506528|XP_001957707.1|DANA, LOC6506529|XP_001957706.2|DANA, LOC6496362|XP_001960764.1|DANA
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC6498086|XP_001962052.1|DANA, LOC6498087|XP_001962053.1|DANA, LOC6498088|XP_001962054.1|DANA
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC6497042|XP_001962865.1|DANA, LOC6498457|XP_001962862.1|DANA, LOC6497043|XP_001962864.1|DANA
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC6503192|XP_001963614.2|DANA, LOC6496450|XP_001960937.3|DANA, LOC26515073|XP_014765696.1|DANA
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC6495674|XP_001959361.1|DANA
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC6496589|XP_001961207.1|DANA, LOC6496587|XP_001961205.1|DANA
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC6495306|XP_001958659.1|DANA, LOC116655458|XP_032309241.1|DANA, LOC6502260|XP_001966110.1|DANA
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC6497210|XP_001962551.1|DANA, LOC6497211|XP_001962550.1|DANA
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC6494852|XP_001959551.1|DANA
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC6495698|XP_001959397.1|DANA
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC6503486|XP_001964285.1|DANA, LOC6503488|XP_001964283.2|DANA, LOC6505583|XP_032305469.1|DANA
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC6505552|XP_032305360.1|DANA, LOC116654490|XP_032305361.1|DANA, LOC26514076|XP_014760903.1|DANA, LOC116654565|XP_032305717.1|DANA, LOC6501603|XP_001955571.1|DANA, LOC6501605|XP_001955573.1|DANA
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC6501406|XP_001955184.1|DANA, LOC6501407|XP_001955185.1|DANA
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC6499779|XP_001953937.1|DANA
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC6503419|XP_001967465.3|DANA
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC6495914|XP_014763533.1|DANA
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC6498216|XP_001962320.1|DANA, LOC26515253|XP_014764109.1|DANA, LOC6494737|XP_001959757.1|DANA
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC6506409|XP_032310463.1|DANA
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC6506034|XP_032311707.1|DANA
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC6501314|XP_001954973.2|DANA, LOC6496913|XP_001963157.1|DANA, LOC6499664|XP_001954192.1|DANA
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC6506971|XP_001956898.1|DANA, LOC6506972|XP_001956897.1|DANA
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC6493622|XP_001958119.1|DANA, LOC6493623|XP_032310371.1|DANA, LOC6493621|XP_001958118.1|DANA
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC6493762|XP_001958389.2|DANA, LOC6503150|XP_001963526.1|DANA, LOC6498807|XP_001967298.2|DANA
OG0000282	LOC118459742|XP_035779312.1|AALB	LOC6492964|XP_001956758.1|DANA
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC6494668|XP_001959902.1|DANA
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC6505911|XP_032305485.1|DANA
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC6497781|XP_001961439.1|DANA
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC6497751|XP_032307627.1|DANA
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC6496580|XP_001961193.1|DANA
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC6494452|XP_001960298.3|DANA
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC6493731|XP_001958325.1|DANA
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC6501519|XP_001955410.2|DANA, LOC6498632|XP_001963195.1|DANA, LOC6501517|XP_001955408.1|DANA
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC6497754|XP_032307767.1|DANA
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC6504257|XP_014759219.1|DANA
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC6496353|XP_001960750.1|DANA, LOC6499085|XP_001955335.1|DANA, LOC6494103|XP_001960970.1|DANA, LOC26514191|XP_014763988.1|DANA
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC6506382|XP_001965161.1|DANA, LOC6507672|XP_001956122.1|DANA, LOC6505143|XP_001965431.1|DANA
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC6500377|XP_001953081.1|DANA, LOC116654477|XP_032306951.1|DANA, LOC6500374|XP_032306948.1|DANA
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC6495047|XP_001953453.3|DANA
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC6498131|XP_001962140.2|DANA
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC6506834|XP_001957147.2|DANA, LOC6493147|XP_001957148.1|DANA
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC6507146|XP_001956587.1|DANA, LOC26514940|XP_014759706.1|DANA, LOC6504533|XP_001964936.1|DANA
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC6505620|XP_014760730.1|DANA, LOC6505619|XP_001964587.1|DANA
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC6507100|XP_032310447.1|DANA
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC6496159|XP_001960350.1|DANA, LOC6494425|XP_001960345.1|DANA, LOC6503102|XP_032308994.1|DANA
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC6499555|XP_032305637.1|DANA
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC6501476|XP_032310563.1|DANA
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC6505007|XP_001965643.1|DANA, LOC6493355|XP_001957584.1|DANA, LOC6506291|XP_014764703.1|DANA
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC6501067|XP_001954493.1|DANA, LOC6501090|XP_001954534.1|DANA, LOC6501089|XP_001954533.1|DANA, LOC6498785|XP_001967248.1|DANA
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC6504696|XP_014760458.1|DANA
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC6498063|XP_032307495.1|DANA
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC6498342|XP_001962585.1|DANA, LOC6497096|XP_032311431.1|DANA
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC26515181|XP_014760670.1|DANA, LOC6503386|XP_014760386.1|DANA
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC6499876|XP_001953720.2|DANA, LOC6497699|XP_001961539.1|DANA, LOC6501664|XP_001955711.1|DANA
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC6504282|XP_032310941.1|DANA, LOC6504281|XP_001965080.1|DANA
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC116654471|XP_032305651.1|DANA, LOC6503701|XP_032308562.1|DANA, LOC6503657|XP_032308389.1|DANA
OG0000323	LOC118462892|XP_035784878.1|AALB	LOC6505703|XP_001964988.1|DANA, LOC6501659|XP_001955701.1|DANA, LOC6501658|XP_001955700.1|DANA
OG0000324	LOC118465270|XP_035789193.1|AALB	LOC6496533|XP_001961090.1|DANA
OG0000325	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB	LOC6506295|XP_001958182.1|DANA, LOC6493662|XP_001958179.1|DANA
OG0000331	LOC118464485|XP_035787804.1|AALB	LOC6497579|XP_001961774.2|DANA, LOC6497580|XP_032307456.1|DANA
