Orthogroup	AALB.longest_only	BTRY.longest_only
OG0000117	LOC118458656|XP_035777238.1|AALB, LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB	LOC120769109|XP_039951905.1|BTRY, LOC120769110|XP_039951906.1|BTRY, LOC120769113|XP_039951909.1|BTRY, LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC118457110|XP_035774302.1|AALB	LOC120777410|XP_039964643.1|BTRY, LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC118458699|XP_035777331.1|AALB, LOC118460125|XP_035780068.1|AALB, LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB, LOC118458698|XP_035777330.1|AALB	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY, LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC118463432|XP_035785893.1|AALB	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC118464687|XP_035788103.1|AALB	LOC120772192|XP_039956592.1|BTRY
OG0000121	LOC118459567|XP_035778961.1|AALB	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC118456844|XP_035773833.1|AALB	LOC120768461|XP_039951097.1|BTRY, LOC120771261|XP_039955113.1|BTRY, LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC118461289|XP_035782355.1|AALB	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC118457525|XP_035775063.1|AALB	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC118463575|XP_035786112.1|AALB	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC118460528|XP_035780801.1|AALB	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB	LOC120779597|XP_039967879.1|BTRY, LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC118463140|XP_035785395.1|AALB	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC120775214|XP_039961211.1|BTRY, LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC118457177|XP_035774401.1|AALB, LOC118459907|XP_035779632.1|AALB, LOC118456281|XP_035772788.1|AALB, LOC118456282|XP_035772790.1|AALB, LOC118459906|XP_035779631.1|AALB	LOC120777585|XP_039964937.1|BTRY, LOC120774653|XP_039960312.1|BTRY
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY, LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC118468175|XP_035794891.1|AALB	LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC120776700|XP_039963518.1|BTRY, LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC120780350|XP_039968576.1|BTRY
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC120774460|XP_039960049.1|BTRY, LOC120767329|XP_039949207.1|BTRY, LOC120767331|XP_039949208.1|BTRY, LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC120771570|XP_039955573.1|BTRY, LOC120771587|XP_039955596.1|BTRY
OG0000147	LOC118461759|XP_035783387.1|AALB	LOC120771578|XP_039955585.1|BTRY
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC120774421|XP_039959984.1|BTRY, LOC120774650|XP_039960308.1|BTRY
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY, LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC120772834|XP_039957574.1|BTRY, LOC120781967|XP_039970078.1|BTRY, LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY, LOC120770124|XP_039953238.1|BTRY
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC120777699|XP_039965108.1|BTRY
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC120777576|XP_039964918.1|BTRY, LOC120776720|XP_039963559.1|BTRY
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC120766240|XP_039947556.1|BTRY, LOC120766239|XP_039947555.1|BTRY
OG0000161	LOC118463361|XP_035785771.1|AALB, LOC118465747|XP_035790111.1|AALB	LOC120779202|XP_039967408.1|BTRY
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC120770752|XP_039954273.1|BTRY, LOC120767364|XP_039949270.1|BTRY
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC120779181|XP_039967359.1|BTRY, LOC120779180|XP_039967358.1|BTRY, LOC120768111|XP_039950592.1|BTRY
OG0000164	LOC118466739|XP_035792315.1|AALB, LOC118466740|XP_035792318.1|AALB	LOC120770077|XP_039953153.1|BTRY, LOC120772817|XP_039957542.1|BTRY
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC120774127|XP_039959433.1|BTRY
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC120767345|XP_039949237.1|BTRY
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC120766587|XP_039948125.1|BTRY
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC120767715|XP_039949846.1|BTRY
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC120767977|XP_039950322.1|BTRY
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC120768796|XP_039951486.1|BTRY
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC120773413|XP_039958216.1|BTRY
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC120776604|XP_039963324.1|BTRY
OG0000173	LOC118457022|XP_035774150.1|AALB	LOC120776095|XP_039962512.1|BTRY, LOC120774770|XP_039960477.1|BTRY
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC120772884|XP_039957670.1|BTRY, LOC120773101|XP_039958006.1|BTRY, LOC120771542|XP_039955532.1|BTRY, LOC120771540|XP_039955529.1|BTRY
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC120777895|XP_039965400.1|BTRY, LOC120771256|XP_039955107.1|BTRY, LOC120770120|XP_039953233.1|BTRY
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC120766532|XP_039948037.1|BTRY
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC120776096|XP_039962518.1|BTRY, LOC120776103|XP_039962530.1|BTRY
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC120776080|XP_039962483.1|BTRY
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC120775458|XP_039961580.1|BTRY
OG0000178	LOC118464560|XP_035787893.1|AALB, LOC118466136|XP_035790980.1|AALB, LOC118466417|XP_035791585.1|AALB	LOC120770276|XP_039953524.1|BTRY, LOC120770275|XP_039953523.1|BTRY, LOC120770274|XP_039953522.1|BTRY, LOC120770268|XP_039953516.1|BTRY, LOC120770273|XP_039953520.1|BTRY, LOC120770272|XP_039953519.1|BTRY, LOC120770269|XP_039953517.1|BTRY, LOC120770277|XP_039953525.1|BTRY, LOC120779296|XP_039967443.1|BTRY, LOC120770271|XP_039953518.1|BTRY
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC120771923|XP_039956148.1|BTRY, LOC120772290|XP_039956734.1|BTRY
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC120770495|XP_039953948.1|BTRY
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC120771514|XP_039955506.1|BTRY, LOC120777160|XP_039964241.1|BTRY
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC120766634|XP_039948186.1|BTRY, LOC120766685|XP_039948264.1|BTRY
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC120779196|XP_039967400.1|BTRY, LOC120779187|XP_039967387.1|BTRY
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC120777123|XP_039964200.1|BTRY, LOC120769501|XP_039952467.1|BTRY
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC120768418|XP_039951033.1|BTRY, LOC120769400|XP_039952310.1|BTRY, LOC120769399|XP_039952309.1|BTRY
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC120775336|XP_039961412.1|BTRY
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC120780585|XP_039968777.1|BTRY, LOC120780913|XP_039969078.1|BTRY, LOC120780943|XP_039969107.1|BTRY, LOC120780096|XP_039968307.1|BTRY, LOC120780378|XP_039968601.1|BTRY
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC120767237|XP_039949011.1|BTRY
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC120773446|XP_039958265.1|BTRY
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC120774124|XP_039959427.1|BTRY
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC120772720|XP_039957402.1|BTRY
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC120772946|XP_039957783.1|BTRY
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC120775910|XP_039962236.1|BTRY, LOC120778623|XP_039966441.1|BTRY
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC120773382|XP_039958146.1|BTRY, LOC120778523|XP_039966292.1|BTRY, LOC120778553|XP_039966338.1|BTRY, LOC120776581|XP_039963282.1|BTRY
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC120781145|XP_039969213.1|BTRY, LOC120767758|XP_039949922.1|BTRY, LOC120768920|XP_039951628.1|BTRY
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC120767855|XP_039950093.1|BTRY
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC120779405|XP_039967537.1|BTRY
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC120775973|XP_039962330.1|BTRY
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC120774303|XP_039959768.1|BTRY, LOC120775720|XP_039961965.1|BTRY
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC120779631|XP_039967916.1|BTRY
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC120776329|XP_039962793.1|BTRY, LOC120776328|XP_039962792.1|BTRY, LOC120766475|XP_039947951.1|BTRY, LOC120782423|XP_039970609.1|BTRY
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC120778690|XP_039966574.1|BTRY
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC120772587|XP_039957228.1|BTRY
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC120782796|XP_039971206.1|BTRY, LOC120774023|XP_039959249.1|BTRY
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC120771891|XP_039956094.1|BTRY
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC120772780|XP_039957492.1|BTRY
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC120774794|XP_039960515.1|BTRY
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC120766505|XP_039947996.1|BTRY
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC120767923|XP_039950216.1|BTRY, LOC120767979|XP_039950325.1|BTRY
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC120776613|XP_039963337.1|BTRY, LOC120772140|XP_039956500.1|BTRY
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC120773826|XP_039958873.1|BTRY, LOC120771411|XP_039955323.1|BTRY, LOC120772748|XP_039957444.1|BTRY
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC120777620|XP_039965003.1|BTRY, LOC120779185|XP_039967381.1|BTRY, LOC120779184|XP_039967377.1|BTRY
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC120779121|XP_039967248.1|BTRY
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC120774184|XP_039959539.1|BTRY
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC120774183|XP_039959537.1|BTRY
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC120771679|XP_039955736.1|BTRY, LOC120770516|XP_039953988.1|BTRY, LOC120770951|XP_039954598.1|BTRY
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC120777893|XP_039965397.1|BTRY, LOC120777745|XP_039965172.1|BTRY
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC120772685|XP_039957356.1|BTRY, LOC120771418|XP_039955333.1|BTRY
OG0000222	LOC118460977|XP_035781684.1|AALB, LOC118462726|XP_035784563.1|AALB	LOC120768107|XP_039950587.1|BTRY
OG0000222	LOC118460980|XP_035781688.1|AALB, LOC118460989|XP_035781704.1|AALB	LOC120768249|XP_039950775.1|BTRY, LOC120768098|XP_039950574.1|BTRY
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC120770843|XP_039954373.1|BTRY
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC120766328|XP_039947686.1|BTRY, LOC120766993|XP_039948731.1|BTRY
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC120776785|XP_039963705.1|BTRY, LOC120769020|XP_039951796.1|BTRY, LOC120776783|XP_039963703.1|BTRY, LOC120769079|XP_039951872.1|BTRY, LOC120776784|XP_039963704.1|BTRY
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC120780327|XP_039968554.1|BTRY
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC120778329|XP_039966059.1|BTRY, LOC120766410|XP_039947795.1|BTRY
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC120770932|XP_039954575.1|BTRY
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC120772379|XP_039956903.1|BTRY, LOC120773112|XP_039958040.1|BTRY, LOC120773115|XP_039958041.1|BTRY, LOC120773111|XP_039958039.1|BTRY, LOC120772380|XP_039956905.1|BTRY, LOC120772381|XP_039956906.1|BTRY
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC120780393|XP_039968613.1|BTRY
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC120782482|XP_039970713.1|BTRY, LOC120766915|XP_039948595.1|BTRY, LOC120766893|XP_039948577.1|BTRY
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC120766205|XP_039947506.1|BTRY
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC120779324|XP_039967460.1|BTRY
OG0000237	LOC118467602|XP_035794187.1|AALB, LOC118465408|XP_035789523.1|AALB	LOC120770026|XP_039953060.1|BTRY
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC120767817|XP_039950032.1|BTRY, LOC120767816|XP_039950029.1|BTRY, LOC120767818|XP_039950033.1|BTRY
OG0000239	LOC118461993|XP_035783821.1|AALB, LOC118461992|XP_035783820.1|AALB	LOC120781741|XP_039969908.1|BTRY
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC120782210|XP_039970302.1|BTRY, LOC120782212|XP_039970305.1|BTRY
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC120766348|XP_039947708.1|BTRY, LOC120767708|XP_039949841.1|BTRY
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC120776535|XP_039963203.1|BTRY
OG0000245	LOC118463247|XP_035785607.1|AALB	LOC120779333|XP_039967466.1|BTRY, LOC120779332|XP_039967465.1|BTRY, LOC120767401|XP_039949407.1|BTRY
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC120771164|XP_039954981.1|BTRY, LOC120772367|XP_039956870.1|BTRY
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC120776691|XP_039963508.1|BTRY
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC120777084|XP_039964150.1|BTRY, LOC120777085|XP_039964152.1|BTRY
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC120767842|XP_039950069.1|BTRY, LOC120767841|XP_039950068.1|BTRY
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC120769438|XP_039952355.1|BTRY, LOC120767838|XP_039950063.1|BTRY, LOC120769437|XP_039952352.1|BTRY
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC120774796|XP_039960519.1|BTRY
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC120772459|XP_039957016.1|BTRY, LOC120772460|XP_039957017.1|BTRY, LOC120772462|XP_039957023.1|BTRY, LOC120772463|XP_039957024.1|BTRY, LOC120772455|XP_039957012.1|BTRY
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC120771716|XP_039955804.1|BTRY, LOC120771247|XP_039955098.1|BTRY, LOC120770923|XP_039954553.1|BTRY
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC120772453|XP_039957010.1|BTRY
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC120767229|XP_039948989.1|BTRY, LOC120770498|XP_039953956.1|BTRY
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC120770297|XP_039953591.1|BTRY
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC120771776|XP_039955901.1|BTRY
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC120775717|XP_039961963.1|BTRY, LOC120773582|XP_039958503.1|BTRY, LOC120766704|XP_039948285.1|BTRY
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC120766696|XP_039948278.1|BTRY, LOC120778819|XP_039966762.1|BTRY
OG0000268	LOC118458803|XP_035777561.1|AALB, LOC118458480|XP_035776915.1|AALB	LOC120782660|XP_039970969.1|BTRY
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC120772995|XP_039957844.1|BTRY
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC120766524|XP_039948028.1|BTRY
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC120766196|XP_039947490.1|BTRY
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC120770505|XP_039953963.1|BTRY
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC120781422|XP_039969577.1|BTRY, LOC120775334|XP_039961409.1|BTRY
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC120779531|XP_039967811.1|BTRY
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC120782144|XP_039970219.1|BTRY
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC120779005|XP_039967058.1|BTRY, LOC120777608|XP_039964991.1|BTRY
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC120776799|XP_039963722.1|BTRY, LOC120776798|XP_039963721.1|BTRY
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC120779054|XP_039967123.1|BTRY
OG0000282	LOC118459742|XP_035779312.1|AALB	LOC120778088|XP_039965719.1|BTRY
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC120771747|XP_039955852.1|BTRY
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC120767065|XP_039948854.1|BTRY
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC120769808|XP_039952943.1|BTRY
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC120769666|XP_039952714.1|BTRY
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC120771730|XP_039955823.1|BTRY
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC120776580|XP_039963280.1|BTRY
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC120766258|XP_039947578.1|BTRY, LOC120766389|XP_039947764.1|BTRY
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC120779893|XP_039968175.1|BTRY
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC120776200|XP_039962765.1|BTRY
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC120775150|XP_039961119.1|BTRY, LOC120775722|XP_039961969.1|BTRY
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC120774859|XP_039960620.1|BTRY
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC120766924|XP_039948603.1|BTRY, LOC120777590|XP_039964988.1|BTRY
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC120779661|XP_039967950.1|BTRY
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC120767206|XP_039948949.1|BTRY
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC120778692|XP_039966580.1|BTRY, LOC120778344|XP_039966068.1|BTRY, LOC120777937|XP_039965464.1|BTRY
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC120779740|XP_039968048.1|BTRY
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC120776331|XP_039962801.1|BTRY
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC120778426|XP_039966142.1|BTRY
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC120775066|XP_039960982.1|BTRY
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC120782706|XP_039971045.1|BTRY
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC120782833|XP_039971288.1|BTRY
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC120774938|XP_039960752.1|BTRY
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC120774311|XP_039959777.1|BTRY
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC120768539|XP_039951210.1|BTRY
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC120768898|XP_039951586.1|BTRY
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC120767595|XP_039949678.1|BTRY, LOC120767596|XP_039949679.1|BTRY
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC120767408|XP_039949384.1|BTRY
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC120780262|XP_039968454.1|BTRY, LOC120775663|XP_039961866.1|BTRY
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC120767653|XP_039949760.1|BTRY
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC120773648|XP_039958591.1|BTRY
