Orthogroup	AALB.longest_only	DERE.longest_only
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC6545774|XP_001971641.3|DERE, LOC6545776|XP_001971643.2|DERE, LOC6545777|XP_026833843.1|DERE, LOC6545778|XP_001971645.1|DERE
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC6554784|XP_001981981.3|DERE
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC6544493|XP_001973798.3|DERE
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC6550529|XP_026837492.1|DERE
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC6546315|XP_001972823.1|DERE
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC6546316|XP_001972824.2|DERE
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC6552889|XP_001979989.2|DERE
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC6550597|XP_001978174.1|DERE
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC26525957|XP_026838622.1|DERE
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC6551708|XP_001977287.1|DERE, LOC6547581|XP_001976219.1|DERE, LOC6547583|XP_001976221.2|DERE
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC6542355|XP_001969708.2|DERE
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC6553244|XP_001979064.2|DERE, LOC6553243|XP_001979063.1|DERE
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC6541587|XP_001968573.1|DERE
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC6541249|XP_001969268.1|DERE
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC6543066|XP_001970166.1|DERE, LOC6550329|XP_001977887.1|DERE
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC6555092|XP_001981403.1|DERE, LOC6555310|XP_001982083.2|DERE, LOC6555091|XP_026835783.1|DERE, LOC6555090|XP_001981401.1|DERE, LOC6555089|XP_001981400.1|DERE
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC6552563|XP_001979901.1|DERE, LOC6552560|XP_001979898.1|DERE, LOC6552561|XP_001979899.1|DERE
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC6554893|XP_001982204.1|DERE, LOC6554767|XP_001982203.1|DERE, LOC26526154|XP_015014231.1|DERE
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC6541492|XP_001970424.1|DERE, LOC6541003|XP_001970426.1|DERE, LOC6541745|XP_001970423.1|DERE
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC6547270|XP_001974875.2|DERE, LOC6544710|XP_001971486.1|DERE, LOC6544709|XP_001971485.1|DERE
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC6544265|XP_026832803.1|DERE
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC6546356|XP_001972888.2|DERE, LOC6544310|XP_026833410.1|DERE
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC6552942|XP_001981019.1|DERE, LOC6552943|XP_001981020.1|DERE
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC6545016|XP_001972606.2|DERE, LOC6546535|XP_001971269.1|DERE, LOC6548593|XP_001973957.3|DERE, LOC6540758|XP_015015116.1|DERE, LOC113563685|XP_015015117.1|DERE
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC6546347|XP_001970966.1|DERE, LOC6542489|XP_001968232.1|DERE, LOC6551184|XP_001978367.1|DERE
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC6549661|XP_001978710.1|DERE, LOC6544503|XP_001971991.1|DERE
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC6547742|XP_001974996.1|DERE
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC6547745|XP_001974999.3|DERE, LOC6547744|XP_001974998.1|DERE
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC6554354|XP_001982052.1|DERE
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC6549146|XP_001974399.2|DERE, LOC6549145|XP_001974398.1|DERE
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC6543431|XP_026834333.1|DERE
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC6542123|XP_001969351.2|DERE
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC6550361|XP_001977767.2|DERE
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC6543644|XP_026832503.1|DERE
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC6549317|XP_001974488.1|DERE, LOC6549319|XP_001974490.1|DERE
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC6543205|XP_001970653.1|DERE, LOC6541195|XP_026834803.1|DERE, LOC6546634|XP_001975850.1|DERE
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC6553921|XP_001980568.1|DERE
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC6554532|XP_026839551.1|DERE, LOC6554498|XP_001981732.3|DERE
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC6550560|XP_001977960.1|DERE
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC6554198|XP_001981464.2|DERE
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC6541913|XP_026834959.1|DERE, LOC6546848|XP_026836600.1|DERE
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC6541623|XP_026834996.1|DERE
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC6554638|XP_001981553.1|DERE, LOC6555236|XP_026837473.1|DERE
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC6552781|XP_001978967.1|DERE
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC6552779|XP_001978965.1|DERE, LOC6552556|XP_001978964.1|DERE
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC6555798|XP_026838925.1|DERE, LOC6555039|XP_001981410.1|DERE, LOC6544952|XP_001971546.1|DERE, LOC6545624|XP_026832536.1|DERE
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC6541771|XP_001970177.1|DERE, LOC6541579|XP_001970178.1|DERE
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC6542570|XP_001968619.1|DERE, LOC6541083|XP_026835485.1|DERE, LOC6554316|XP_001981747.1|DERE, LOC6542827|XP_001970546.1|DERE
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC6551412|XP_001977198.3|DERE, LOC6551411|XP_001977197.2|DERE
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC6551769|XP_001980638.2|DERE, LOC6550551|XP_001977983.1|DERE, LOC6550514|XP_001977989.1|DERE
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC113564136|XP_026835269.1|DERE
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC6555551|XP_026838961.1|DERE
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC6551361|XP_026837239.1|DERE
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC6543209|XP_001970713.3|DERE, LOC6541783|XP_001970712.1|DERE
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC6546976|XP_001974618.1|DERE
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC6553825|XP_001980520.2|DERE, LOC26527035|XP_015014385.1|DERE, LOC6545375|XP_001972624.3|DERE
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC6542922|XP_001968569.1|DERE, LOC6541216|XP_001968568.1|DERE, LOC6546371|XP_001971316.1|DERE
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC6549581|XP_026836705.1|DERE, LOC6549570|XP_026836755.1|DERE
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC6549575|XP_015012092.1|DERE
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC6550613|XP_001978140.1|DERE
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC6550635|XP_026837415.1|DERE
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC6550636|XP_026837413.1|DERE
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC6554869|XP_026836420.1|DERE, LOC113563728|XP_026831626.1|DERE, LOC6554870|XP_026832106.1|DERE, LOC6554871|XP_001981367.1|DERE, LOC6554868|XP_026839754.1|DERE
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC6554761|XP_001982197.2|DERE, LOC6554758|XP_001982194.1|DERE
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC6551932|XP_001979676.1|DERE
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC6548188|XP_001975210.2|DERE, LOC6548190|XP_026836796.1|DERE, LOC6548189|XP_026836730.1|DERE
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC6553124|XP_001980069.1|DERE, LOC6554083|XP_001979595.1|DERE
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC6548461|XP_001976720.1|DERE
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC6548459|XP_001976718.1|DERE
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC6544924|XP_026832506.1|DERE, LOC6544922|XP_026832508.1|DERE
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC6542477|XP_001970213.2|DERE, LOC6543442|XP_001970265.1|DERE, LOC6541097|XP_001970171.1|DERE, LOC6543050|XP_001970710.1|DERE
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC6543280|XP_026834185.1|DERE, LOC6551613|XP_001978593.2|DERE
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC6553731|XP_026832112.1|DERE
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC6541947|XP_001970180.1|DERE, LOC6542011|XP_026834427.1|DERE, LOC6555997|XP_026839394.1|DERE, LOC6542269|XP_001969003.1|DERE
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC6545488|XP_026832824.1|DERE, LOC6543147|XP_026838619.1|DERE, LOC113564604|XP_026838625.1|DERE
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC6549781|XP_001977312.1|DERE, LOC6549026|XP_001975535.1|DERE, LOC6554255|XP_001981676.3|DERE
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC6544027|XP_001973708.1|DERE, LOC6543691|XP_001973702.1|DERE
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC6543977|XP_026832612.1|DERE, LOC6550512|XP_001977987.1|DERE
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC6551104|XP_001976909.1|DERE
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC6550977|XP_001976910.1|DERE
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC6542535|XP_001968545.1|DERE, LOC6542805|XP_001968547.1|DERE, LOC6542362|XP_001968546.1|DERE
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC6542203|XP_001970690.1|DERE, LOC6542806|XP_015014719.1|DERE, LOC6541114|XP_001970689.1|DERE
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC6544974|XP_001971571.1|DERE, LOC6545036|XP_001971568.1|DERE, LOC6545037|XP_001971569.1|DERE
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC6546627|XP_001975843.1|DERE, LOC6552613|XP_001979893.1|DERE, LOC6546626|XP_026835960.1|DERE
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC6548447|XP_001976665.1|DERE
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC26526626|XP_015009396.1|DERE, LOC6554836|XP_001981992.2|DERE, LOC6554837|XP_001981993.1|DERE
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC6546016|XP_001972228.1|DERE, LOC6546018|XP_001972230.1|DERE, LOC6546022|XP_001972234.2|DERE
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC6544247|XP_001973814.1|DERE, LOC6552389|XP_001978907.1|DERE, LOC6549917|XP_001978669.1|DERE, LOC6541233|XP_001968971.1|DERE
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC6554637|XP_026837444.1|DERE, LOC26526662|XP_026835008.1|DERE
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC6553508|XP_001979354.2|DERE
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC6548853|XP_026837124.1|DERE, LOC113564355|XP_026837129.1|DERE
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC6553321|XP_001980165.1|DERE, LOC6543057|XP_001970735.3|DERE, LOC6543035|XP_001970736.1|DERE
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC6554467|XP_001981303.1|DERE, LOC6554717|XP_001981079.1|DERE, LOC6554716|XP_026831736.1|DERE
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC6554425|XP_001981050.1|DERE, LOC6554565|XP_001981051.1|DERE, LOC6554111|XP_001981052.1|DERE
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC6541842|XP_001968203.1|DERE, LOC6543172|XP_001968832.1|DERE, LOC6551527|XP_015010884.1|DERE
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC6542364|XP_026834004.1|DERE
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC26526549|XP_015014297.1|DERE, LOC6542622|XP_026834619.1|DERE, LOC6551456|XP_001977247.1|DERE
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC6548748|XP_026835779.1|DERE, LOC6548261|XP_015011984.2|DERE, LOC6548749|XP_001974106.1|DERE
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC6551925|XP_026831461.1|DERE, LOC6553144|XP_001979128.1|DERE
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC6553892|XP_026839802.1|DERE, LOC6553890|XP_001980463.1|DERE, LOC6553122|XP_026839625.1|DERE
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC6544528|XP_001973098.3|DERE
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC6548230|XP_026835825.1|DERE
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC6544591|XP_001972511.1|DERE, LOC6544476|XP_001972510.1|DERE
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC6546282|XP_026833059.1|DERE, LOC6546283|XP_001972907.1|DERE, LOC6548819|XP_001975604.1|DERE
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC6541894|XP_001970259.1|DERE, LOC6542688|XP_001970260.1|DERE, LOC6541935|XP_001970261.1|DERE
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC6541190|XP_001969696.1|DERE, LOC6542152|XP_026834041.1|DERE, LOC6542277|XP_001969695.1|DERE
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC6550350|XP_015010759.1|DERE, LOC6548093|XP_001976599.3|DERE, LOC26526064|XP_015014213.1|DERE
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC6546887|XP_001975968.2|DERE
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC6547191|XP_001974738.1|DERE, LOC6547193|XP_001974740.2|DERE
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC6548009|XP_001976472.1|DERE
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC6540674|XP_001968786.1|DERE, LOC6540625|XP_001968784.1|DERE, LOC6540676|XP_001968785.2|DERE
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC6546615|XP_001975831.1|DERE
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC6546686|XP_015011602.2|DERE
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC6549668|XP_026837820.1|DERE, LOC6549667|XP_026837591.1|DERE, LOC6554921|XP_001981126.1|DERE
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC6555286|XP_001981202.1|DERE, LOC6555287|XP_001981203.1|DERE
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC6552701|XP_001979020.1|DERE, LOC6552700|XP_026839875.1|DERE
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC6554521|XP_001982158.1|DERE
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC6554845|XP_001982009.2|DERE
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC6547864|XP_001976443.3|DERE
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC6543518|XP_001969499.1|DERE, LOC26526366|XP_026836936.1|DERE, LOC6546770|XP_001975527.1|DERE
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC6544119|XP_026833800.1|DERE
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC6555876|XP_026838983.1|DERE
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC26526099|XP_015010442.1|DERE, LOC6553105|XP_001980100.2|DERE, LOC6541495|XP_001969952.1|DERE, LOC6553579|XP_001979250.1|DERE
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC6545735|XP_001971629.1|DERE, LOC6545734|XP_001971628.1|DERE
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC6545331|XP_001973339.1|DERE, LOC6545330|XP_001973338.2|DERE, LOC6545500|XP_001973340.1|DERE
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC6545448|XP_001972131.1|DERE, LOC6550369|XP_001977866.1|DERE, LOC6550410|XP_026838119.1|DERE
OG0000282	LOC118459742|XP_035779312.1|AALB	LOC6543562|XP_015013816.1|DERE
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC6546953|XP_001976022.1|DERE
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC6555061|XP_001981603.1|DERE
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC6543100|XP_026834275.1|DERE
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC6542591|XP_026835148.1|DERE
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC6547109|XP_001974750.1|DERE
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC6546746|XP_001974539.1|DERE
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC6545379|XP_001972586.1|DERE
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC6554173|XP_001982115.1|DERE, LOC6543255|XP_001969917.1|DERE, LOC113564847|XP_026839554.1|DERE
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC6543266|XP_026834080.1|DERE
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC6551177|XP_026838820.1|DERE
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC6549134|XP_026836175.1|DERE, LOC6554588|XP_001981544.3|DERE, LOC113564249|XP_026835841.1|DERE, LOC26526225|XP_015015474.1|DERE
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC6548586|XP_026838685.1|DERE, LOC6545137|XP_001971003.2|DERE, LOC6550768|XP_001976750.1|DERE
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC6552753|XP_026835061.1|DERE, LOC113563703|XP_026839621.1|DERE, LOC6552755|XP_001980293.1|DERE
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC6555853|XP_001982716.1|DERE
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC6541875|XP_001970181.1|DERE
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC6543602|XP_026833828.1|DERE, LOC6543619|XP_001973605.1|DERE
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC6544449|XP_001972435.1|DERE, LOC26526676|XP_015011471.1|DERE, LOC26526197|XP_015015466.1|DERE
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC6554737|XP_001981072.2|DERE, LOC6554739|XP_026831735.1|DERE, LOC6554738|XP_026831734.1|DERE
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC6544559|XP_001973093.3|DERE
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC6547877|XP_001976353.1|DERE, LOC6547932|XP_001976357.1|DERE, LOC6551523|XP_001977166.2|DERE
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC6551965|XP_015010252.1|DERE
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC6554356|XP_026832001.1|DERE
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC6550871|XP_026837987.1|DERE
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC6554796|XP_001982227.2|DERE, LOC6553652|XP_001979386.3|DERE, LOC6549783|XP_026837464.1|DERE
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC6543375|XP_001969294.2|DERE
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC6542907|XP_026835001.1|DERE
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC6541763|XP_001969218.1|DERE, LOC6540890|XP_001969558.1|DERE
OG0000314	LOC118466807|XP_035792471.1|AALB, LOC118466781|XP_035792407.1|AALB, LOC118466792|XP_035792447.1|AALB, LOC118466817|XP_035792502.1|AALB, LOC118461835|XP_035783489.1|AALB, LOC118461837|XP_035783490.1|AALB, LOC118459447|XP_035778733.1|AALB	LOC6540991|XP_026834226.1|DERE
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC6541717|XP_001968640.3|DERE, LOC6542055|XP_001968578.1|DERE, LOC6546879|XP_026836861.1|DERE, LOC6542174|XP_026834681.1|DERE
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC6551773|XP_001980642.2|DERE, LOC6542388|XP_001968653.1|DERE, LOC6553384|XP_001980201.1|DERE
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC6542704|XP_001969804.1|DERE, LOC6540944|XP_001969805.1|DERE
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC6553127|XP_001980072.1|DERE, LOC6555729|XP_026838878.1|DERE, LOC6551711|XP_026837676.1|DERE
OG0000323	LOC118462892|XP_035784878.1|AALB	LOC6543162|XP_001969586.2|DERE, LOC6554972|XP_026839756.1|DERE, LOC6554971|XP_026839682.1|DERE
OG0000324	LOC118465270|XP_035789193.1|AALB	LOC6549548|XP_001975754.1|DERE
OG0000325	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB	LOC6544993|XP_001973285.1|DERE, LOC6544995|XP_001973287.1|DERE
OG0000331	LOC118464485|XP_035787804.1|AALB	LOC6541107|XP_026834568.1|DERE, LOC6542639|XP_026834567.1|DERE
OG0000332	LOC118463774|XP_035786480.1|AALB	LOC6543380|XP_001969483.1|DERE
OG0000332	LOC118461988|XP_035783816.1|AALB	LOC6550374|XP_001977855.1|DERE
OG0000333	LOC118464564|XP_035787897.1|AALB, LOC118464859|XP_035788465.1|AALB, LOC118463099|XP_035785289.1|AALB	LOC6546503|XP_001972269.1|DERE
OG0000334	LOC118457873|XP_035775680.1|AALB	LOC6541852|XP_001970574.1|DERE, LOC6550690|XP_001978015.1|DERE, LOC6548002|XP_001975281.1|DERE
OG0000335	LOC118468636|XP_035795547.1|AALB, LOC118457173|XP_035774397.1|AALB	LOC6549308|XP_001974230.1|DERE, LOC6549307|XP_001974229.1|DERE
OG0000338	LOC118466362|XP_035791438.1|AALB	LOC6545423|XP_026833396.1|DERE
OG0000338	LOC118465322|XP_035789343.1|AALB	LOC6541880|XP_015015371.1|DERE
OG0000340	LOC118456636|XP_035773462.1|AALB	LOC6546748|XP_026836935.1|DERE
OG0000342	LOC118461248|XP_035782256.1|AALB	LOC6550507|XP_001977972.1|DERE, LOC6553440|XP_001979390.1|DERE, LOC6548071|XP_026836299.1|DERE
OG0000343	LOC118458584|XP_035777137.1|AALB	LOC6552539|XP_001980835.1|DERE, LOC6552308|XP_001980833.2|DERE
OG0000344	LOC118461620|XP_035783058.1|AALB, LOC118461619|XP_035783056.1|AALB, LOC118461618|XP_035783054.1|AALB	LOC6546557|XP_001974571.1|DERE, LOC6554188|XP_026831512.1|DERE
OG0000345	LOC118464409|XP_035787660.1|AALB	LOC6542450|XP_001970556.1|DERE
OG0000345	LOC118463849|XP_035786646.1|AALB	LOC6549529|XP_015012480.2|DERE
OG0000346	LOC118459389|XP_035778583.1|AALB	LOC6548932|XP_001975532.1|DERE, LOC6548931|XP_001975531.1|DERE
