Orthogroup	AALB.longest_only	DYAK.longest_only
OG0000127	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK, LOC6536016|XP_002096631.1|DYAK
OG0000128	LOC118463140|XP_035785395.1|AALB	LOC6530664|XP_002091562.1|DYAK, LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK, LOC6535945|XP_002096561.2|DYAK
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC6524054|XP_002099923.3|DYAK, LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC6533183|XP_002093909.1|DYAK, LOC6533179|XP_002093905.1|DYAK, LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK, LOC6535540|XP_002096169.1|DYAK
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC6537276|XP_002097834.1|DYAK
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC6524495|XP_002100352.1|DYAK, LOC6526413|XP_002087532.2|DYAK, LOC6527184|XP_002088278.1|DYAK
OG0000134	LOC118456592|XP_035773383.1|AALB	LOC6532838|XP_002093575.1|DYAK
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC6537555|XP_002098101.1|DYAK
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC6533242|XP_002093968.1|DYAK
OG0000137	LOC118466212|XP_035791127.1|AALB	LOC26534914|XP_015045456.1|DYAK
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC6538298|XP_002098825.1|DYAK
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC6532700|XP_002093442.1|DYAK, LOC6532702|XP_002093444.2|DYAK, LOC6532703|XP_002093445.1|DYAK, LOC6532704|XP_002093446.1|DYAK
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC6538713|XP_002099228.3|DYAK
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC6540503|XP_039229515.1|DYAK
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC6525320|XP_002101156.1|DYAK
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC6534200|XP_002094883.1|DYAK
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC6534201|XP_002094884.2|DYAK
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC6537248|XP_039232329.1|DYAK
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC6524725|XP_039231928.1|DYAK
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC26536134|XP_039226772.1|DYAK
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC6525961|XP_002101781.1|DYAK, LOC6529417|XP_002090421.1|DYAK, LOC6529415|XP_002090419.1|DYAK, LOC6529416|XP_002090420.1|DYAK
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC6527414|XP_002088506.2|DYAK
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC6537601|XP_002098147.1|DYAK, LOC6537600|XP_002098146.1|DYAK
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC6526734|XP_002087837.1|DYAK
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC6527822|XP_002088895.2|DYAK
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC6526936|XP_002088034.1|DYAK, LOC6526086|XP_002101903.1|DYAK
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC6537338|XP_002097895.1|DYAK, LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK, LOC26535678|XP_039230328.1|DYAK
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK, LOC6528637|XP_002089679.1|DYAK
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC6530839|XP_002091722.1|DYAK, LOC6533281|XP_002094007.1|DYAK, LOC6533282|XP_002094008.1|DYAK
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC6535202|XP_002095861.1|DYAK
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC6534272|XP_002094953.2|DYAK, LOC6534470|XP_002095147.1|DYAK
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC6537638|XP_002098183.1|DYAK, LOC6537639|XP_002098184.1|DYAK
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC6533954|XP_002094654.2|DYAK, LOC6533515|XP_002094226.1|DYAK, LOC26534882|XP_039228674.1|DYAK, LOC6527627|XP_002088715.1|DYAK
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC6532182|XP_002092950.3|DYAK, LOC6526367|XP_002087488.1|DYAK, LOC6524505|XP_002100362.1|DYAK
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC6526197|XP_015046681.1|DYAK, LOC6533062|XP_002093794.1|DYAK
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC6530706|XP_002091597.1|DYAK
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC120321040|XP_039228226.1|DYAK, LOC6530704|XP_002091595.3|DYAK
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC6538787|XP_002099300.1|DYAK
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC6529559|XP_002090556.3|DYAK, LOC6529560|XP_002090557.1|DYAK
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC6528206|XP_002089268.1|DYAK
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC6527905|XP_039226885.1|DYAK
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC6525200|XP_039226094.1|DYAK
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC6533428|XP_002094145.1|DYAK
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC6531309|XP_015051236.1|DYAK, LOC6531306|XP_002092110.1|DYAK
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC6528398|XP_039226551.1|DYAK, LOC6527831|XP_002088904.1|DYAK, LOC6530046|XP_002090992.1|DYAK
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC6536634|XP_002097206.1|DYAK
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC6538448|XP_039232654.1|DYAK
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC6524952|XP_002100792.1|DYAK
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC6538179|XP_002098707.2|DYAK
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC6528805|XP_002089837.1|DYAK, LOC6530153|XP_039227810.1|DYAK
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC6528270|XP_002089323.2|DYAK
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC6538273|XP_002098800.1|DYAK, LOC6538358|XP_002098882.1|DYAK
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC6537506|XP_002098052.1|DYAK
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC6537504|XP_002098050.1|DYAK, LOC6537503|XP_002098049.3|DYAK
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC6523883|XP_015045362.2|DYAK, LOC6538113|XP_002098648.1|DYAK, LOC6533220|XP_002093946.1|DYAK, LOC6532576|XP_039230642.1|DYAK
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC6526924|XP_039227701.1|DYAK
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC6526773|XP_002087876.1|DYAK, LOC6528505|XP_002089551.1|DYAK, LOC6538463|XP_002098987.1|DYAK, LOC6528506|XP_002089552.1|DYAK
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC6526053|XP_002101870.3|DYAK, LOC6526054|XP_002101871.1|DYAK
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC6536556|XP_002097132.2|DYAK, LOC6524932|XP_002100772.1|DYAK, LOC6524926|XP_002100766.1|DYAK
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC6526646|XP_039226426.1|DYAK
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC6523810|XP_015045348.1|DYAK
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC6524498|XP_039227389.1|DYAK
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC6528336|XP_015054421.1|DYAK, LOC6528337|XP_015054409.1|DYAK
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC6531150|XP_002091979.1|DYAK
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC6537400|XP_002097956.1|DYAK, LOC26536027|XP_015050360.1|DYAK, LOC6533976|XP_002094671.3|DYAK
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC6526730|XP_002087833.1|DYAK, LOC6526729|XP_002087832.1|DYAK, LOC6533470|XP_002094181.1|DYAK
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC6529482|XP_039228123.1|DYAK, LOC6529487|XP_039228174.1|DYAK
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC6529478|XP_015052370.1|DYAK
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC6524768|XP_002100612.1|DYAK
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC120321921|XP_039232122.1|DYAK
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC6524759|XP_002100603.1|DYAK
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC6538066|XP_039231307.1|DYAK, LOC6538065|XP_002098600.1|DYAK, LOC6538067|XP_002098602.1|DYAK, LOC6538068|XP_002098603.1|DYAK, LOC6538064|XP_015048632.1|DYAK
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC6537830|XP_002098371.3|DYAK, LOC6537833|XP_002098374.1|DYAK
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC6535527|XP_002096156.1|DYAK
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC6531635|XP_002092432.3|DYAK, LOC6531634|XP_039228283.1|DYAK
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC6537165|XP_002097726.1|DYAK, LOC6535617|XP_002096245.2|DYAK
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC6532161|XP_002092937.1|DYAK
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC6532160|XP_002092936.1|DYAK
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC6533893|XP_039229992.1|DYAK
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC120320595|XP_039226640.1|DYAK, LOC6527680|XP_002088766.2|DYAK, LOC6526931|XP_039227047.1|DYAK, LOC6528339|XP_002089392.1|DYAK
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC6531807|XP_039227799.1|DYAK, LOC6526462|XP_002087581.2|DYAK, LOC6525374|XP_002101210.2|DYAK
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC6536829|XP_002097399.1|DYAK
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC6526922|XP_002088020.1|DYAK, LOC6526923|XP_002088021.1|DYAK, LOC6528963|XP_002089995.1|DYAK
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC6534897|XP_039230744.1|DYAK, LOC6540014|XP_039226182.1|DYAK
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC6525931|XP_002101751.1|DYAK, LOC6530497|XP_002091412.1|DYAK, LOC6538392|XP_002098916.2|DYAK
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC26534749|XP_039230801.1|DYAK, LOC6539813|XP_002086695.1|DYAK, LOC26535082|XP_039230802.1|DYAK
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC6532520|XP_002093266.2|DYAK, LOC6524928|XP_002100768.2|DYAK
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC6524209|XP_002100072.1|DYAK
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC6524208|XP_002100071.2|DYAK
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC6526706|XP_015053448.1|DYAK, LOC120320624|XP_039226800.1|DYAK, LOC6526707|XP_039226799.1|DYAK
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC6528362|XP_002089411.1|DYAK, LOC6528359|XP_002089408.1|DYAK, LOC6528363|XP_002089412.1|DYAK
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC6532625|XP_002093369.1|DYAK, LOC6532622|XP_002093366.1|DYAK, LOC6532623|XP_002093367.1|DYAK
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC6530039|XP_002090985.1|DYAK, LOC6537346|XP_002097903.1|DYAK, LOC6530038|XP_002090984.1|DYAK
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC6532110|XP_002092886.1|DYAK
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC26535924|XP_015048989.1|DYAK, LOC6538724|XP_002099239.2|DYAK, LOC6538725|XP_002099240.1|DYAK
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC6533537|XP_002094247.1|DYAK, LOC6533539|XP_002094249.3|DYAK, LOC6533543|XP_002094253.2|DYAK
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC26535034|XP_015054573.1|DYAK, LOC6535386|XP_039231510.1|DYAK, LOC6526152|XP_002101966.1|DYAK, LOC6529000|XP_002090032.1|DYAK
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC6538272|XP_039232854.1|DYAK
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC6535880|XP_015047429.2|DYAK
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC6531478|XP_039228280.1|DYAK
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC6537065|XP_002097626.1|DYAK, LOC6528315|XP_002089368.1|DYAK, LOC6528314|XP_002089367.2|DYAK
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC6537995|XP_002098530.1|DYAK, LOC6539013|XP_039231888.1|DYAK, LOC6539014|XP_002099516.2|DYAK
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC6539045|XP_002099547.1|DYAK, LOC6539044|XP_002099546.1|DYAK, LOC6539043|XP_002099545.1|DYAK
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC6526337|XP_002087459.1|DYAK, LOC6528126|XP_002089193.1|DYAK, LOC6525073|XP_015046083.1|DYAK
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC6528319|XP_015053910.1|DYAK
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC26536340|XP_015049951.1|DYAK, LOC6526795|XP_039226836.1|DYAK, LOC6526004|XP_002101822.1|DYAK
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC6530306|XP_002091233.1|DYAK, LOC6530308|XP_002091235.1|DYAK, LOC6530307|XP_002091234.1|DYAK
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC6536571|XP_002097147.1|DYAK, LOC6540177|XP_039231573.1|DYAK
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC6536759|XP_039231491.1|DYAK, LOC6536762|XP_002097334.1|DYAK, LOC6537624|XP_039231199.1|DYAK
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC6534494|XP_002095171.2|DYAK
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC6531691|XP_002092482.2|DYAK
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC6533859|XP_002094559.1|DYAK, LOC6533858|XP_002094558.1|DYAK
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC6534293|XP_002094974.1|DYAK, LOC6534294|XP_002094975.2|DYAK, LOC6530423|XP_002091339.3|DYAK
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC6527674|XP_002088760.1|DYAK, LOC6527675|XP_002088761.1|DYAK, LOC6527676|XP_002088762.1|DYAK
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC6527429|XP_002088521.1|DYAK, LOC6527432|XP_002088524.1|DYAK, LOC6527430|XP_002088522.2|DYAK
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC6525185|XP_039227723.1|DYAK, LOC6532043|XP_002092820.3|DYAK, LOC26534935|XP_015049512.1|DYAK
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC6530171|XP_002091111.1|DYAK
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC6531024|XP_002091861.1|DYAK, LOC6531022|XP_002091859.1|DYAK
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC6531903|XP_002092689.1|DYAK
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC6528170|XP_002089235.1|DYAK, LOC6528169|XP_039226993.1|DYAK
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC6530027|XP_002090973.1|DYAK
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC6530127|XP_002091073.2|DYAK
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC6524983|XP_002100823.1|DYAK, LOC6524982|XP_039231321.1|DYAK, LOC6538959|XP_015049132.1|DYAK
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC6538885|XP_002099389.1|DYAK, LOC6538884|XP_002099388.3|DYAK
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC6537554|XP_002098100.2|DYAK, LOC6537553|XP_002098099.1|DYAK
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC6537868|XP_002098409.1|DYAK
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC6538741|XP_002099256.1|DYAK
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC6531868|XP_002092655.3|DYAK
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC6528063|XP_002089130.1|DYAK, LOC26535369|XP_015051177.1|DYAK, LOC6530505|XP_002091420.1|DYAK
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC6533354|XP_039229605.1|DYAK
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC6523696|XP_039233083.1|DYAK
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC6537136|XP_002097697.2|DYAK, LOC6527154|XP_002088248.1|DYAK, LOC6535978|XP_002096593.1|DYAK
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC6532686|XP_002093430.1|DYAK, LOC6532685|XP_002093429.1|DYAK
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC6539689|XP_002086574.1|DYAK, LOC6534946|XP_002095616.3|DYAK, LOC6539687|XP_002086575.3|DYAK
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC6533216|XP_002093942.1|DYAK, LOC6526063|XP_002101880.1|DYAK, LOC6525881|XP_002101701.1|DYAK
OG0000282	LOC118459742|XP_035779312.1|AALB	LOC6532889|XP_015049675.2|DYAK
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC6530227|XP_002091164.1|DYAK
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC6538318|XP_002098845.1|DYAK
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC6528957|XP_002089989.1|DYAK
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC6528947|XP_039226648.1|DYAK
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC6531011|XP_002091848.1|DYAK
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC6531252|XP_002092061.1|DYAK
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC6533933|XP_002094633.1|DYAK
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC6537916|XP_002098456.1|DYAK, LOC6527188|XP_002088282.1|DYAK, LOC6537918|XP_002098458.1|DYAK
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC6528944|XP_039226166.1|DYAK
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC26535870|XP_039233460.1|DYAK
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC6530437|XP_002091353.1|DYAK, LOC6538265|XP_002098792.2|DYAK, LOC6532078|XP_039228188.1|DYAK, LOC26535742|XP_015054659.1|DYAK
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC6529184|XP_002090191.3|DYAK, LOC6532216|XP_002092989.1|DYAK, LOC6524363|XP_002100221.1|DYAK
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC6536937|XP_039232287.1|DYAK
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC120322175|XP_039233165.1|DYAK, LOC6523737|XP_002099612.1|DYAK
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC6526920|XP_002088019.1|DYAK
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC6539385|XP_015045171.1|DYAK, LOC6534672|XP_002095347.1|DYAK
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC6525835|XP_002101655.1|DYAK, LOC26536024|XP_015054684.1|DYAK
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC6539020|XP_002099522.1|DYAK, LOC6539018|XP_002099520.1|DYAK, LOC6539019|XP_015049166.1|DYAK
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC6539584|XP_002086472.1|DYAK
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC6531777|XP_002092564.1|DYAK, LOC6531781|XP_002092568.1|DYAK, LOC6525069|XP_002100908.1|DYAK
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC6535512|XP_015047194.2|DYAK
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC6538253|XP_039231687.1|DYAK
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC6524654|XP_002100511.1|DYAK, LOC6535602|XP_002096230.2|DYAK
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC6535842|XP_039232638.1|DYAK, LOC6526099|XP_002101916.1|DYAK
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC6527848|XP_015052999.1|DYAK
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC6526767|XP_015053455.1|DYAK
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC6527758|XP_002088838.1|DYAK, LOC6527571|XP_002088661.1|DYAK
OG0000314	LOC118466807|XP_035792471.1|AALB, LOC118466781|XP_035792407.1|AALB, LOC118466792|XP_035792447.1|AALB, LOC118466817|XP_035792502.1|AALB, LOC118461835|XP_035783489.1|AALB, LOC118461837|XP_035783490.1|AALB, LOC118459447|XP_035778733.1|AALB	LOC6526699|XP_002087802.2|DYAK
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC6526793|XP_002087895.1|DYAK, LOC6526740|XP_002087843.1|DYAK, LOC6530163|XP_002091105.1|DYAK, LOC6526794|XP_002087896.1|DYAK
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC6536552|XP_002097128.1|DYAK, LOC6526805|XP_002087907.1|DYAK, LOC6537023|XP_002097590.1|DYAK
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC6527311|XP_039226963.1|DYAK, LOC6527310|XP_002088403.2|DYAK
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC6537162|XP_002097723.1|DYAK, LOC6523911|XP_039228111.1|DYAK, LOC6525459|XP_039233408.1|DYAK
OG0000323	LOC118462892|XP_035784878.1|AALB	LOC6527543|XP_002088633.1|DYAK, LOC6538771|XP_002099285.1|DYAK, LOC6538770|XP_002099284.1|DYAK
