Orthogroup	AALB.longest_only	DMEL.longest_only
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	CG10077|NP_648062.2|DMEL
OG0000137	LOC118466212|XP_035791127.1|AALB	CG14443|NP_572330.2|DMEL
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	grass|NP_651543.1|DMEL
OG0000141	LOC118467705|XP_035794382.1|AALB	GstO1|NP_648237.1|DMEL, GstO2|NP_729388.1|DMEL, se|NP_648235.1|DMEL, GstO3|NP_648234.1|DMEL
OG0000142	LOC118468696|XP_035795705.1|AALB	nAChRalpha1|NP_001262916.1|DMEL
OG0000142	LOC118462517|XP_035784278.1|AALB	nAChRalpha4|NP_001097669.2|DMEL
OG0000142	LOC118457471|XP_035774992.1|AALB	nAChRalpha3|NP_525079.3|DMEL
OG0000143	LOC118467175|XP_035793250.1|AALB	GNBP1|NP_524142.2|DMEL
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	GNBP2|NP_524141.1|DMEL
OG0000144	LOC118461471|XP_035782710.1|AALB	dpr9|NP_996215.1|DMEL
OG0000144	LOC118456472|XP_035773156.1|AALB	dpr8|NP_727781.1|DMEL
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	dpr21|NP_001163838.2|DMEL
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	Idgf4|NP_511101.2|DMEL, Idgf3|NP_477256.1|DMEL, Idgf1|NP_477258.1|DMEL, Idgf2|NP_477257.2|DMEL
OG0000147	LOC118459781|XP_035779391.1|AALB	CG6180|NP_609588.1|DMEL
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	CG17919|NP_649644.1|DMEL, CG10298|NP_649643.1|DMEL
OG0000148	LOC118467812|XP_035794580.1|AALB	CG31954|NP_722915.1|DMEL
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	Try29F|NP_523518.2|DMEL
OG0000149	LOC118458020|XP_035776018.1|AALB	Obp28a|NP_523505.1|DMEL, Obp19d|NP_523421.2|DMEL
OG0000152	LOC118457944|XP_035775851.1|AALB	CG11841|NP_651661.1|DMEL, CG11842|NP_651662.1|DMEL, CG11843|NP_651663.1|DMEL
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	Sp212|NP_996209.2|DMEL, CG9649|NP_650343.1|DMEL, CG31326|NP_650344.2|DMEL
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL, Or71a|NP_524078.2|DMEL
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL, PGRP-SC2|NP_610410.1|DMEL
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	CG13869|NP_611458.2|DMEL, CG14826|NP_648088.1|DMEL, CG14829|NP_648089.2|DMEL
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	slif|NP_649428.1|DMEL
OG0000159	LOC118467615|XP_035794210.1|AALB	CG5535|NP_649019.2|DMEL, CG7255|NP_001036607.1|DMEL
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	CG31343|NP_732652.1|DMEL, CG31233|NP_732653.2|DMEL
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL, hoe1|NP_608876.1|DMEL
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	Lsp1gamma|NP_523868.1|DMEL, Lsp1beta|NP_476624.1|DMEL, Lsp1alpha|NP_511138.2|DMEL
OG0000165	LOC118466108|XP_035790926.1|AALB	DIP1|NP_728449.1|DMEL, blanks|NP_647966.1|DMEL, CG12493|NP_647927.3|DMEL
OG0000166	LOC118467357|XP_035793649.1|AALB	Cht8|NP_611542.2|DMEL
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	Cht9|NP_611543.3|DMEL, Cht4|NP_524962.2|DMEL
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	CG6000|NP_651210.3|DMEL
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	CG15155|NP_609868.1|DMEL, CG5783|NP_609869.1|DMEL
OG0000171	LOC118461368|XP_035782508.1|AALB	nAChRalpha5|NP_001356885.1|DMEL
OG0000171	LOC118460225|XP_035780245.1|AALB	nAChRalpha6|NP_995675.1|DMEL
OG0000171	LOC118458772|XP_035777465.1|AALB	nAChRalpha7|NP_001162795.1|DMEL
OG0000172	LOC118466457|XP_035791698.1|AALB	promL|NP_647770.1|DMEL
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	CG42566|NP_001097421.2|DMEL, CG13510|NP_611700.2|DMEL
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	Or43a|NP_523647.2|DMEL, Or30a|NP_523520.2|DMEL, Or49b|NP_523721.1|DMEL
OG0000175	LOC118460779|XP_035781277.1|AALB	CG6723|NP_650069.2|DMEL
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	CG42235|NP_651446.2|DMEL
OG0000177	LOC118460956|XP_035781628.1|AALB	Cyp1|NP_523366.2|DMEL
OG0000177	LOC118460236|XP_035780283.1|AALB	Moca-cyp|NP_733246.1|DMEL
OG0000179	LOC118467687|XP_035794354.1|AALB	CG1698|NP_610517.1|DMEL, CG8850|NP_725122.2|DMEL
OG0000179	LOC118464344|XP_035787555.1|AALB	CG15279|NP_609726.1|DMEL
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	CG3348|NP_652261.1|DMEL, CG14246|NP_652260.1|DMEL
OG0000182	LOC118460396|XP_035780566.1|AALB	CG31548|NP_730974.1|DMEL
OG0000182	LOC118460395|XP_035780565.1|AALB	CG12171|NP_649563.1|DMEL, CG31549|NP_730972.2|DMEL
OG0000183	LOC118466280|XP_035791250.1|AALB	eIF4E7|NP_726718.1|DMEL, eIF4E6|NP_651654.1|DMEL, eIF4E4|NP_648052.1|DMEL, eIF4E1|NP_524829.1|DMEL
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	CG18585|NP_609132.1|DMEL, CG7025|NP_609133.2|DMEL
OG0000185	LOC118463262|XP_035785626.1|AALB	CG31960|NP_722942.1|DMEL, azot|NP_610336.1|DMEL, Acam|NP_476988.1|DMEL, CG30378|NP_724628.1|DMEL
OG0000186	LOC118464881|XP_035788517.1|AALB	feo|NP_572658.2|DMEL, sofe|NP_572659.2|DMEL
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	CG14693|NP_001262467.1|DMEL, CG8958|NP_573105.1|DMEL, CG12698|NP_573100.1|DMEL
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	Rbp9|NP_001259974.1|DMEL
OG0000189	LOC118456554|XP_035773316.1|AALB	elav|NP_525033.1|DMEL
OG0000190	LOC118468983|XP_035796273.1|AALB	Pkcdelta|NP_572797.3|DMEL
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	Spn42Da|NP_524955.2|DMEL, Spn42Db|NP_610244.2|DMEL
OG0000191	LOC118458838|XP_035777632.1|AALB	Spn55B|NP_524953.1|DMEL
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	CG14720|NP_650108.2|DMEL, CG34429|NP_001097598.1|DMEL, CG34428|NP_001097597.2|DMEL
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	Pgant4|NP_001137779.1|DMEL, CG31776|NP_722909.2|DMEL, Pgant6|NP_647749.2|DMEL
OG0000196	LOC118457422|XP_035774896.1|AALB	beat-IIIa|NP_001188828.1|DMEL, beat-IIIb|NP_788071.3|DMEL
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	beat-IIIc|NP_724042.1|DMEL
OG0000197	LOC118457771|XP_035775491.1|AALB	CG9503|NP_572987.1|DMEL
OG0000197	LOC118457770|XP_035775490.1|AALB	CG45065|NP_001285251.1|DMEL
OG0000197	LOC118457772|XP_035775494.1|AALB	CG9518|NP_572979.1|DMEL
OG0000200	LOC118466489|XP_035791784.1|AALB	CG31445|NP_651689.1|DMEL, CG11951|NP_001350853.2|DMEL, SP1029|NP_652618.1|DMEL
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	CG13833|NP_651111.1|DMEL, CG17121|NP_651114.1|DMEL
OG0000202	LOC118457260|XP_035774542.1|AALB	Mdh2|NP_650696.1|DMEL
OG0000203	LOC118456278|XP_035772784.1|AALB	CG30103|NP_725682.2|DMEL, veil|NP_611217.1|DMEL, NT5E-2|NP_611218.1|DMEL
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	Rh6|NP_524368.5|DMEL, Rh2|NP_524398.1|DMEL
OG0000206	LOC118465519|XP_035789735.1|AALB	gsb|NP_523863.1|DMEL
OG0000206	LOC118465019|XP_035788769.1|AALB	gsb-n|NP_523862.1|DMEL
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	CG10638|NP_729808.1|DMEL
OG0000209	LOC118460662|XP_035781022.1|AALB	Spn28Da|NP_001036345.1|DMEL, Spn28F|NP_524957.2|DMEL, Spn38F|NP_524956.2|DMEL, Spn28B|NP_609128.2|DMEL, Spn42Dd|NP_001163067.1|DMEL
OG0000210	LOC118463100|XP_035785291.1|AALB	CG31664|NP_001356905.1|DMEL, l_1_G0193|NP_572427.1|DMEL
OG0000211	LOC118468773|XP_035795848.1|AALB	Desat1|NP_652731.1|DMEL
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	Tep3|NP_523507.2|DMEL, Tep2|NP_523506.1|DMEL, Tep1|NP_523578.1|DMEL
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	Ir76a|NP_001097647.3|DMEL, Ir41a|NP_995744.4|DMEL
OG0000214	LOC118467672|XP_035794321.1|AALB	Hex-A|NP_524848.1|DMEL, Hex-C|NP_524674.1|DMEL, Hex-t2|NP_733151.2|DMEL
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	CG7458|NP_649374.1|DMEL, SLC22A|NP_649370.1|DMEL
OG0000216	LOC118457270|XP_035774557.1|AALB	CG16719|NP_648344.1|DMEL, CG12395|NP_573101.1|DMEL
OG0000217	LOC118458201|XP_035776338.1|AALB	Pdha|NP_726945.1|DMEL
OG0000217	LOC118467404|XP_035793771.1|AALB	CG7024|NP_572182.1|DMEL
OG0000218	LOC118461977|XP_035783797.1|AALB	CG33282|NP_001097067.1|DMEL, CG15408|NP_608767.1|DMEL, CG3285|NP_608766.1|DMEL
OG0000219	LOC118464108|XP_035787088.1|AALB	Tsp42Ed|NP_523630.1|DMEL, Tsp42Ea|NP_525012.2|DMEL, Tsp42Ee|NP_523631.1|DMEL
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	Doc3|NP_648280.1|DMEL, Doc1|NP_648283.1|DMEL, Doc2|NP_648282.1|DMEL
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	Lfg|NP_725236.1|DMEL, CG9722|NP_650341.1|DMEL, Nmda1|NP_523722.1|DMEL
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	GstE12|NP_611964.1|DMEL
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	CG42812|NP_001097901.2|DMEL, CG42811|NP_001189279.1|DMEL, CG13613|NP_001097900.2|DMEL
OG0000226	LOC118466994|XP_035792810.1|AALB	Ilp1|NP_648359.1|DMEL, Ilp3|NP_648360.2|DMEL, Ilp5|NP_996037.2|DMEL
OG0000228	LOC118460769|XP_035781258.1|AALB	Tim17b|NP_001015401.1|DMEL, Tim17b1|NP_649526.2|DMEL, CG1724|NP_608439.2|DMEL, Tim17b2|NP_524746.2|DMEL
OG0000229	LOC118457114|XP_035774307.1|AALB	CG3339|NP_001036762.2|DMEL, kl-5|NP_001015499.4|DMEL
OG0000229	LOC118463085|XP_035785251.1|AALB	Dhc93AB|NP_001262793.1|DMEL
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	Jhe|NP_523758.3|DMEL, Jhedup|NP_611085.2|DMEL
OG0000232	LOC118467581|XP_035794123.1|AALB	Zip89B|NP_536747.2|DMEL, Zip42C.2|NP_610231.2|DMEL, Zip42C.1|NP_525107.1|DMEL
OG0000233	LOC118460317|XP_035780420.1|AALB	neo|NP_651733.1|DMEL, mey|NP_651870.3|DMEL, nyo|NP_651871.2|DMEL
OG0000235	LOC118459904|XP_035779626.1|AALB	Smvt|NP_651891.2|DMEL, CG2187|NP_651890.1|DMEL, salt|NP_651889.3|DMEL
OG0000236	LOC118461174|XP_035782077.1|AALB	Hsp60B|NP_524925.1|DMEL, Hsp60C|NP_608948.2|DMEL, Hsp60A|NP_511115.2|DMEL
OG0000237	LOC118467602|XP_035794187.1|AALB	Eb1|NP_724495.2|DMEL
OG0000237	LOC118465408|XP_035789523.1|AALB	CG32371|NP_729295.1|DMEL, CG2955|NP_608817.1|DMEL, CG15306|NP_572618.1|DMEL
OG0000238	LOC118456455|XP_035773124.1|AALB	CG31674|NP_610063.4|DMEL, CG9331|NP_788080.1|DMEL, CG31673|NP_724294.1|DMEL
OG0000239	LOC118461994|XP_035783823.1|AALB	Sodh-2|NP_524311.1|DMEL, Sodh-1|NP_477348.1|DMEL
OG0000240	LOC118463527|XP_035786029.1|AALB	dpr17|NP_731670.1|DMEL, dpr15|NP_731672.1|DMEL, dpr11|NP_788586.1|DMEL
OG0000241	LOC118467489|XP_035793934.1|AALB	AGO2|NP_730054.1|DMEL
OG0000246	LOC118462724|XP_035784561.1|AALB	CG6967|NP_611185.3|DMEL
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	Est-P|NP_788501.1|DMEL, Est-6|NP_788500.1|DMEL
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	Adgf-A|NP_524130.1|DMEL, Adgf-B|NP_649006.2|DMEL, Adgf-E|NP_610977.1|DMEL
OG0000249	LOC118468915|XP_035796116.1|AALB	CG8360|NP_609195.1|DMEL, CG8353|NP_609196.1|DMEL, CG8349|NP_609197.2|DMEL
OG0000250	LOC118460851|XP_035781447.1|AALB	Vha68-2|NP_652004.2|DMEL, Vha68-1|NP_523560.2|DMEL, Vha68-3|NP_609595.1|DMEL
OG0000251	LOC118459610|XP_035779060.1|AALB	Idh3a|NP_001259705.1|DMEL, CG3483|NP_611912.1|DMEL, CG32026|NP_729420.1|DMEL
OG0000255	LOC118463358|XP_035785766.1|AALB	Cyp6g1|NP_610743.2|DMEL
OG0000256	LOC118461961|XP_035783759.1|AALB	MFS15|NP_611375.2|DMEL, CG15096|NP_611376.1|DMEL
OG0000257	LOC118467824|XP_035794606.1|AALB	shu|NP_611837.1|DMEL
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	Cyp4ac3|NP_608918.1|DMEL, Cyp4ac1|NP_608916.1|DMEL, Cyp4ac2|NP_608917.3|DMEL
OG0000262	LOC118465598|XP_035789861.1|AALB	Mdr49|NP_523724.2|DMEL
OG0000263	LOC118457627|XP_035775237.1|AALB	Cpr49Aa|NP_001097285.1|DMEL
OG0000264	LOC118456946|XP_035774010.1|AALB	CanA-14F|NP_001245717.1|DMEL, Pp2B-14D|NP_523373.2|DMEL, CanA1|NP_524600.3|DMEL
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	CG15534|NP_651792.1|DMEL, CG15533|NP_651791.2|DMEL
OG0000268	LOC118456155|XP_035772568.1|AALB	Obp83b|NP_524242.2|DMEL, Obp83a|NP_001287190.1|DMEL
OG0000269	LOC118460732|XP_035781182.1|AALB	CG6763|NP_651138.1|DMEL
OG0000269	LOC118463979|XP_035786884.1|AALB	CG5715|NP_651242.1|DMEL
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	St1|NP_611815.3|DMEL
OG0000271	LOC118457742|XP_035775447.1|AALB	ND-51|NP_608987.1|DMEL, ND-51L1|NP_611238.2|DMEL, ND-51L2|NP_725449.1|DMEL
OG0000272	LOC118459704|XP_035779240.1|AALB	Ank2|NP_001189070.1|DMEL
OG0000272	LOC118458822|XP_035777589.1|AALB	Ank|NP_001162819.1|DMEL
OG0000273	LOC118459186|XP_035778237.1|AALB	Acyp2|NP_650491.1|DMEL, CG34161|NP_001097143.1|DMEL, CG11052|NP_652181.1|DMEL
OG0000279	LOC118457535|XP_035775080.1|AALB	S-Lap1|NP_648244.1|DMEL, S-Lap2|NP_729394.1|DMEL
OG0000280	LOC118465406|XP_035789520.1|AALB	CG9451|NP_649118.1|DMEL, CG9449|NP_001137976.1|DMEL, CG9452|NP_649119.2|DMEL
OG0000281	LOC118463033|XP_035785169.1|AALB	zpg|NP_648049.1|DMEL, Inx6|NP_572374.1|DMEL, Inx5|NP_573353.2|DMEL
OG0000282	LOC118459742|XP_035779312.1|AALB	Gr64e|NP_001027106.1|DMEL
OG0000283	LOC118456993|XP_035774101.1|AALB	Twdlbeta|NP_610707.2|DMEL
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	TwdlT|NP_651999.1|DMEL
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	beat-Ib|NP_523579.1|DMEL
OG0000284	LOC118456325|XP_035772869.1|AALB	beat-Ia|NP_001285975.1|DMEL
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	Jheh1|NP_611385.1|DMEL
OG0000292	LOC118458193|XP_035776331.1|AALB	CG6484|NP_611234.1|DMEL
OG0000292	LOC118466086|XP_035790881.1|AALB	CG10960|NP_648605.1|DMEL
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	CG10252|NP_651171.1|DMEL, CG31870|NP_723620.1|DMEL, CG31468|NP_732890.1|DMEL
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	Ca-alpha1D|NP_723952.2|DMEL
OG0000294	LOC118461686|XP_035783177.1|AALB	cac|NP_001356945.1|DMEL
OG0000295	LOC118456232|XP_035772707.1|AALB	CG12857|NP_610987.1|DMEL, CG30357|NP_724707.1|DMEL
OG0000296	LOC118459752|XP_035779338.1|AALB	ttm3|NP_610130.1|DMEL, ttm2|NP_612023.1|DMEL, ttm50|NP_570027.1|DMEL
OG0000299	LOC118456482|XP_035773190.1|AALB	CG32473|NP_731787.1|DMEL, CG8774|NP_650274.2|DMEL, CG8773|NP_650273.2|DMEL
OG0000301	LOC118468533|XP_035795304.1|AALB	Gat|NP_651930.2|DMEL
OG0000301	LOC118457078|XP_035774254.1|AALB	Ntl|NP_609135.1|DMEL
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	CG11309|NP_649301.1|DMEL, CG7632|NP_649302.1|DMEL
OG0000303	LOC118456975|XP_035774065.1|AALB	Tim13|NP_648505.1|DMEL, CG42302|NP_001097022.2|DMEL, CG34132|NP_001036344.1|DMEL
OG0000304	LOC118460759|XP_035781250.1|AALB	CG1774|NP_651875.1|DMEL, CG1635|NP_651873.3|DMEL, CG1638|NP_001097991.1|DMEL
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	CG33986|NP_001034017.2|DMEL
OG0000306	LOC118458846|XP_035777654.1|AALB	Klp59C|NP_611759.1|DMEL, Klp59D|NP_611762.1|DMEL, Klp10A|NP_572687.1|DMEL
OG0000307	LOC118467188|XP_035793291.1|AALB	wrd|NP_732295.1|DMEL
OG0000307	LOC118457716|XP_035775399.1|AALB	wdb|NP_001368946.1|DMEL
OG0000310	LOC118461205|XP_035782150.1|AALB	CG34283|NP_001097831.1|DMEL, CG32625|NP_727732.1|DMEL
OG0000311	LOC118457548|XP_035775107.1|AALB	Takl2|NP_651090.2|DMEL, Takl1|NP_732554.1|DMEL, Tak1|NP_524080.1|DMEL
OG0000312	LOC118457910|XP_035775797.1|AALB	Shawl|NP_001097131.2|DMEL
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	Shaw|NP_001137782.1|DMEL
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	Acer|NP_477195.1|DMEL, Ance|NP_477046.1|DMEL
OG0000315	LOC118463867|XP_035786677.1|AALB	Sr-CIII|NP_524747.1|DMEL, Sr-CIV|NP_608789.1|DMEL, Sr-CII|NP_524720.2|DMEL, Sr-CI|NP_477102.1|DMEL
OG0000320	LOC118456587|XP_035773377.1|AALB	Art1|NP_650017.1|DMEL, Art2|NP_608821.1|DMEL, Art6|NP_650322.1|DMEL
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	Mal-B2|NP_723693.3|DMEL, Mal-B1|NP_609522.1|DMEL
OG0000322	LOC118456404|XP_035773000.1|AALB	CG5213|NP_650473.1|DMEL, ssx|NP_569908.1|DMEL, Sxl|NP_001259303.1|DMEL
OG0000323	LOC118462892|XP_035784878.1|AALB	p38b|NP_477361.1|DMEL, p38c|NP_996277.1|DMEL, p38a|NP_477163.1|DMEL
OG0000324	LOC118465270|XP_035789193.1|AALB	mars|NP_610878.1|DMEL
OG0000325	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB	CG6839|NP_649076.1|DMEL, CG3819|NP_649078.1|DMEL
OG0000331	LOC118464485|XP_035787804.1|AALB	CG8673|NP_609182.1|DMEL, CG8668|NP_609184.1|DMEL
OG0000332	LOC118463774|XP_035786480.1|AALB	pie|NP_524740.2|DMEL
OG0000332	LOC118461988|XP_035783816.1|AALB	Phf7|NP_608374.1|DMEL
OG0000333	LOC118464564|XP_035787897.1|AALB, LOC118464859|XP_035788465.1|AALB, LOC118463099|XP_035785289.1|AALB	scramb1|NP_648389.3|DMEL
OG0000334	LOC118457873|XP_035775680.1|AALB	Gapdh1|NP_525108.2|DMEL, Gapdh2|NP_542445.1|DMEL, CG9010|NP_611172.1|DMEL
OG0000335	LOC118468636|XP_035795547.1|AALB, LOC118457173|XP_035774397.1|AALB	CG13078|NP_609989.1|DMEL, CG13077|NP_609990.1|DMEL
OG0000338	LOC118466362|XP_035791438.1|AALB	nSyb|NP_001261269.1|DMEL
OG0000338	LOC118465322|XP_035789343.1|AALB	Syb|NP_001137633.1|DMEL
OG0000340	LOC118456636|XP_035773462.1|AALB	RhoGAP54D|NP_001261060.1|DMEL
OG0000342	LOC118461248|XP_035782256.1|AALB	Prosalpha4|NP_525092.1|DMEL, Prosalpha4T1|NP_650910.1|DMEL, Prosalpha4T2|NP_611920.1|DMEL
OG0000343	LOC118458584|XP_035777137.1|AALB	CG8132|NP_649888.1|DMEL
OG0000344	LOC118461620|XP_035783058.1|AALB, LOC118461619|XP_035783056.1|AALB, LOC118461618|XP_035783054.1|AALB	CG5002|NP_611262.1|DMEL, CG7912|NP_651761.2|DMEL
OG0000345	LOC118464409|XP_035787660.1|AALB	Kdm4A|NP_610331.1|DMEL
OG0000345	LOC118463849|XP_035786646.1|AALB	Kdm4B|NP_001260942.1|DMEL, seq|NP_001027415.1|DMEL
OG0000346	LOC118459389|XP_035778583.1|AALB	scb|NP_523750.2|DMEL, ItgaPS5|NP_611808.2|DMEL, ItgaPS4|NP_611025.2|DMEL
OG0000347	LOC118467059|XP_035792953.1|AALB	DnaJ-1|NP_523936.2|DMEL
OG0000347	LOC118468641|XP_035795556.1|AALB	CG5001|NP_001245832.1|DMEL
OG0000348	LOC118458674|XP_035777278.1|AALB	insv|NP_608690.2|DMEL, Bsg25A|NP_523472.2|DMEL
OG0000349	LOC118466531|XP_035791930.1|AALB	barr|NP_477106.1|DMEL
OG0000350	LOC118463117|XP_035785337.1|AALB	CG17826|NP_648528.1|DMEL, CG7252|NP_648527.1|DMEL, CG31077|NP_733185.2|DMEL
OG0000351	LOC118458103|XP_035776169.1|AALB, LOC118458102|XP_035776168.1|AALB, LOC118460656|XP_035781014.1|AALB	tpr|NP_611611.1|DMEL, CG18735|NP_652645.1|DMEL
OG0000353	LOC118461950|XP_035783738.1|AALB	CG7483|NP_649788.2|DMEL
OG0000353	LOC118467264|XP_035793443.1|AALB	eIF4A|NP_476595.1|DMEL
OG0000354	LOC118463160|XP_035785439.1|AALB	CG16995|NP_608668.2|DMEL
