Orthogroup	AALB.longest_only	DVIR.longest_only
OG0000123	LOC118461289|XP_035782355.1|AALB	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR
OG0000124	LOC118465756|XP_035790152.1|AALB	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR, LOC6625762|XP_002049873.1|DVIR, LOC26530619|XP_015030228.1|DVIR, LOC6626200|XP_015029349.1|DVIR
OG0000125	LOC118457525|XP_035775063.1|AALB	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC118463575|XP_035786112.1|AALB	LOC6632605|XP_015026066.1|DVIR
OG0000126	LOC118460528|XP_035780801.1|AALB	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR, LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC118463140|XP_035785395.1|AALB	LOC6625639|XP_002050309.2|DVIR, LOC6634932|XP_002058443.1|DVIR, LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC6633554|XP_002057251.1|DVIR, LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC6623290|XP_002047305.2|DVIR, LOC6623408|XP_002047299.1|DVIR, LOC6623210|XP_002047302.3|DVIR, LOC6623486|XP_002047301.2|DVIR, LOC6623424|XP_002047300.2|DVIR, LOC6622176|XP_002047304.1|DVIR
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC6628376|XP_002052628.1|DVIR, LOC6630679|XP_002054612.1|DVIR
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC6630471|XP_002054107.1|DVIR
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC6633468|XP_002057059.1|DVIR, LOC6629234|XP_032294008.1|DVIR
OG0000136	LOC118468175|XP_035794891.1|AALB	LOC6629430|XP_032295424.1|DVIR
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC6636844|XP_032291502.1|DVIR, LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC6623869|XP_002046853.1|DVIR
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC6630875|XP_002054323.2|DVIR, LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR, LOC6625404|XP_002050145.1|DVIR
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC6624242|XP_002046959.2|DVIR, LOC6624546|XP_002046960.1|DVIR, LOC6622272|XP_002046961.1|DVIR
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC6636755|XP_032296696.1|DVIR
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC116650413|XP_032289924.1|DVIR
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC6624208|XP_002048674.2|DVIR
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC26531280|XP_032294839.1|DVIR
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC6627421|XP_015028685.2|DVIR
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC6631571|XP_002055558.2|DVIR, LOC6627695|XP_002052255.1|DVIR, LOC6627697|XP_002052257.1|DVIR, LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC6634949|XP_002058537.1|DVIR, LOC6634950|XP_002058538.1|DVIR
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC6628264|XP_002052544.1|DVIR
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC6627419|XP_002051092.1|DVIR
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC6627743|XP_002051297.1|DVIR, LOC6634481|XP_002058158.1|DVIR
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC6632780|XP_002055862.1|DVIR, LOC6632791|XP_002055861.2|DVIR, LOC6632790|XP_002055860.1|DVIR
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC6630161|XP_002054781.2|DVIR, LOC6630159|XP_002054779.1|DVIR, LOC6630160|XP_002054780.1|DVIR
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC6635099|XP_002058361.1|DVIR, LOC26531881|XP_015031806.2|DVIR
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC6626201|XP_002049879.1|DVIR, LOC6626203|XP_002049881.1|DVIR, LOC6626202|XP_002049880.1|DVIR
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC6625323|XP_002049089.1|DVIR, LOC6623768|XP_002047813.2|DVIR, LOC6623710|XP_002047812.1|DVIR
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC6623061|XP_002047662.1|DVIR
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC26531581|XP_032289971.1|DVIR, LOC6622688|XP_002048229.1|DVIR
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC6630948|XP_002053938.1|DVIR, LOC6630855|XP_002053937.1|DVIR
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC6628081|XP_002051165.1|DVIR, LOC26531809|XP_015028988.1|DVIR, LOC6635651|XP_002059197.1|DVIR
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC6629062|XP_002051606.1|DVIR, LOC6630526|XP_002054803.1|DVIR
OG0000164	LOC118466740|XP_035792318.1|AALB	LOC6624521|XP_002047648.1|DVIR, LOC6623967|XP_002048514.1|DVIR, LOC6624737|XP_002049740.1|DVIR
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC6631307|XP_002055050.2|DVIR, LOC6632451|XP_002056513.2|DVIR
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC6625965|XP_002050959.2|DVIR
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC6626384|XP_002050058.1|DVIR, LOC6626385|XP_032292428.1|DVIR
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC6635007|XP_002058651.1|DVIR
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC6627500|XP_002052783.1|DVIR, LOC6627501|XP_002052784.1|DVIR
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC6634090|XP_002057510.3|DVIR
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC6628333|XP_032293686.1|DVIR
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC6636703|XP_002060176.2|DVIR
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC26531776|XP_032291441.1|DVIR, LOC6623137|XP_002046100.2|DVIR, LOC6634114|XP_032293821.1|DVIR, LOC26531600|XP_032294232.1|DVIR, LOC26531579|XP_032291437.1|DVIR, LOC6623100|XP_002046099.1|DVIR
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC6625358|XP_002050230.1|DVIR, LOC6625360|XP_002050232.1|DVIR, LOC26531341|XP_015030314.1|DVIR, LOC6624947|XP_002050227.3|DVIR
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC6625558|XP_002048894.1|DVIR, LOC6627663|XP_002051103.1|DVIR, LOC6625969|XP_002050500.1|DVIR
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC6630589|XP_002053280.1|DVIR
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC6630464|XP_015027450.1|DVIR, LOC6630465|XP_002053462.3|DVIR, LOC116649753|XP_032290680.1|DVIR, LOC116650632|XP_032290685.1|DVIR
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC6631752|XP_002055002.1|DVIR
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC6630905|XP_015026920.1|DVIR
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC6625988|XP_032293143.1|DVIR, LOC6626070|XP_032293124.1|DVIR
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC6628569|XP_032293612.1|DVIR
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC6629781|XP_002054743.1|DVIR
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC6632407|XP_002056622.1|DVIR, LOC6632408|XP_002056623.1|DVIR
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC6632406|XP_002056621.1|DVIR, LOC6632405|XP_002056620.1|DVIR
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC6636939|XP_002060388.2|DVIR, LOC6623592|XP_032290877.1|DVIR, LOC6632192|XP_002055647.3|DVIR, LOC6623437|XP_032291055.1|DVIR
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC6635619|XP_002059138.1|DVIR, LOC6635618|XP_032294720.1|DVIR
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC6624569|XP_002047651.2|DVIR, LOC6632994|XP_002056495.1|DVIR, LOC6636335|XP_002059934.1|DVIR
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC6631441|XP_002055679.1|DVIR, LOC6631440|XP_002055678.1|DVIR
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC6632418|XP_002055799.2|DVIR, LOC6636688|XP_002060166.2|DVIR, LOC6636701|XP_002060174.1|DVIR
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC6627642|XP_032293499.1|DVIR
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC6636083|XP_032295503.1|DVIR
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC6633473|XP_032296536.1|DVIR
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC6635954|XP_032292237.1|DVIR, LOC6630014|XP_002053407.2|DVIR
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC6625728|XP_002051049.1|DVIR
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC6632833|XP_002056341.1|DVIR, LOC6632834|XP_002056342.3|DVIR, LOC26530443|XP_015031598.1|DVIR, LOC6624470|XP_015031333.1|DVIR
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC6628580|XP_002051514.1|DVIR, LOC6622956|XP_032290772.1|DVIR
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC6635719|XP_032294685.1|DVIR, LOC6635725|XP_002059162.2|DVIR
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC6635718|XP_032294682.1|DVIR
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC6633752|XP_015025605.1|DVIR
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC6633759|XP_032296617.1|DVIR
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC6633761|XP_032296607.1|DVIR
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC6632553|XP_002056536.3|DVIR, LOC6634875|XP_002058604.1|DVIR
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC6635093|XP_002058355.1|DVIR, LOC6635092|XP_002058354.1|DVIR
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC6630367|XP_002054903.1|DVIR
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC6625513|XP_002050095.1|DVIR, LOC6625223|XP_002050103.2|DVIR, LOC6625517|XP_032291583.1|DVIR, LOC6625222|XP_032291581.1|DVIR, LOC6625221|XP_032291580.1|DVIR, LOC6625516|XP_032291579.1|DVIR
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC6631015|XP_002054291.1|DVIR, LOC6635104|XP_002058664.1|DVIR
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC6625254|XP_002048974.1|DVIR
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC6625255|XP_002048975.1|DVIR
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC6622261|XP_002048176.1|DVIR
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC6625370|XP_002049066.2|DVIR, LOC6633805|XP_002057094.2|DVIR
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC6630249|XP_002053763.1|DVIR
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC6629143|XP_002052891.2|DVIR, LOC6635617|XP_015024480.1|DVIR
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC6623068|XP_002048502.2|DVIR, LOC6625565|XP_032291620.1|DVIR
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC6631573|XP_032295286.1|DVIR, LOC6636475|XP_002059924.1|DVIR, LOC6630262|XP_002053421.1|DVIR, LOC6630259|XP_002053418.1|DVIR
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC6624104|XP_002048315.1|DVIR, LOC6622189|XP_002048316.1|DVIR, LOC26531348|XP_015031731.1|DVIR
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC116650592|XP_032290561.1|DVIR, LOC6635440|XP_002058980.1|DVIR, LOC6636264|XP_002059733.1|DVIR, LOC6634708|XP_002058265.1|DVIR, LOC6634709|XP_002058266.2|DVIR
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC6631722|XP_002055164.1|DVIR
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC6627923|XP_002052798.3|DVIR, LOC6631721|XP_002055163.1|DVIR
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC6628002|XP_002051791.1|DVIR, LOC6628053|XP_002051795.1|DVIR, LOC6628003|XP_032294096.1|DVIR, LOC6628052|XP_002051794.1|DVIR, LOC116651574|XP_032294095.1|DVIR
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC6636349|XP_002059948.1|DVIR, LOC6636346|XP_002059945.1|DVIR, LOC6636350|XP_032292022.1|DVIR
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC6622194|XP_002047863.1|DVIR, LOC6624053|XP_002047860.1|DVIR, LOC116650670|XP_032290905.1|DVIR
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC6626011|XP_015029932.1|DVIR, LOC6630010|XP_002054772.1|DVIR, LOC6626010|XP_002050155.1|DVIR
OG0000222	LOC118460977|XP_035781684.1|AALB, LOC118462726|XP_035784563.1|AALB	LOC6628550|XP_002052176.2|DVIR
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC6626237|XP_002048861.1|DVIR
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC6630655|XP_032292178.1|DVIR, LOC26531229|XP_015027874.1|DVIR, LOC6630654|XP_002053310.2|DVIR
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC116650738|XP_032291156.1|DVIR, LOC6622073|XP_002047064.1|DVIR
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC6635236|XP_002058764.1|DVIR, LOC6632952|XP_002056569.2|DVIR, LOC6628603|XP_002052164.1|DVIR
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC6629782|XP_032294976.1|DVIR, LOC26531779|XP_032289324.1|DVIR
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC6632650|XP_032289576.1|DVIR
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC116650991|XP_032292345.1|DVIR, LOC6625002|XP_032292342.1|DVIR
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC6631220|XP_002053140.1|DVIR, LOC6625772|XP_002050474.1|DVIR, LOC6625771|XP_002050473.1|DVIR
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC6626147|XP_002050902.1|DVIR, LOC6626146|XP_032291909.1|DVIR, LOC6631062|XP_002054228.2|DVIR, LOC6631073|XP_002054229.1|DVIR
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC6631091|XP_032295419.1|DVIR, LOC6631090|XP_002054050.1|DVIR, LOC6630947|XP_002054049.1|DVIR
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC6627591|XP_002052822.1|DVIR, LOC6627949|XP_002051422.1|DVIR, LOC6634448|XP_002058167.1|DVIR
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC6624901|XP_032291939.1|DVIR
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC6633387|XP_032296418.1|DVIR
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC6628818|XP_032293952.1|DVIR, LOC6628817|XP_002052067.2|DVIR
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC6630127|XP_002053679.1|DVIR, LOC6636953|XP_032294281.1|DVIR
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC6633209|XP_002056696.2|DVIR, LOC6632973|XP_032289819.1|DVIR, LOC6633197|XP_032289814.1|DVIR
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC6623432|XP_032291133.1|DVIR
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC26530794|XP_015030247.1|DVIR, LOC6625327|XP_002049054.1|DVIR, LOC6625383|XP_002049493.2|DVIR
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC6632971|XP_002056702.1|DVIR, LOC6632970|XP_002056701.1|DVIR, LOC6632969|XP_002056700.1|DVIR, LOC6632967|XP_002056698.1|DVIR, LOC6632968|XP_002056699.1|DVIR
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC6623124|XP_015031180.1|DVIR, LOC6623417|XP_002046805.1|DVIR, LOC6626865|XP_002049256.2|DVIR
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC6629225|XP_002051945.1|DVIR, LOC6629224|XP_002051944.1|DVIR, LOC6629223|XP_002051943.2|DVIR
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC6627360|XP_002051667.1|DVIR, LOC6627364|XP_002051671.1|DVIR, LOC116649743|XP_015028230.1|DVIR
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC6634673|XP_002057989.3|DVIR, LOC6623460|XP_002048637.1|DVIR, LOC6626658|XP_002049469.2|DVIR, LOC26530573|XP_015031625.1|DVIR
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC6626368|XP_015029462.2|DVIR, LOC6626370|XP_032292972.1|DVIR
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC6627201|XP_002050273.1|DVIR, LOC116650982|XP_032292277.1|DVIR, LOC6627199|XP_002050271.1|DVIR, LOC6626430|XP_032292278.1|DVIR, LOC6626429|XP_015029965.1|DVIR
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC6626938|XP_032293079.1|DVIR
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC6626192|XP_032292618.1|DVIR
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC6626715|XP_032292118.1|DVIR
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC116652013|XP_032295547.1|DVIR, LOC6632139|XP_002055391.2|DVIR, LOC6632881|XP_032289574.1|DVIR
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC6629498|XP_002054518.1|DVIR, LOC6629497|XP_002054517.1|DVIR
OG0000268	LOC118458803|XP_035777561.1|AALB, LOC118458480|XP_035776915.1|AALB	LOC6635176|XP_002058580.1|DVIR
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC6635177|XP_002058581.2|DVIR
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC6631178|XP_002054308.1|DVIR, LOC6631177|XP_002054307.1|DVIR
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC6630419|XP_002053294.3|DVIR
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC6626665|XP_015029075.1|DVIR
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC6628246|XP_002051457.1|DVIR, LOC26531775|XP_015030365.1|DVIR, LOC6636469|XP_002059918.1|DVIR
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC6622416|XP_032291254.1|DVIR
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC6636259|XP_015024101.1|DVIR
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC6629857|XP_002053180.2|DVIR, LOC6628490|XP_002052037.2|DVIR, LOC6632693|XP_002056664.2|DVIR
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC6623340|XP_002046755.1|DVIR, LOC6623389|XP_002046756.1|DVIR
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC6622634|XP_002047527.2|DVIR, LOC6622631|XP_002047526.2|DVIR, LOC6622669|XP_002047528.2|DVIR
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC6623709|XP_002047338.1|DVIR, LOC6634459|XP_002057947.1|DVIR, LOC6635459|XP_002058967.1|DVIR
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC6626287|XP_002049224.1|DVIR
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC6630450|XP_002053911.1|DVIR
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC6634264|XP_032293579.1|DVIR
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC6634169|XP_032289004.1|DVIR
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC6627167|XP_002050952.1|DVIR
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC6625271|XP_002049362.1|DVIR, LOC6627221|XP_002049850.1|DVIR, LOC6627220|XP_002049849.2|DVIR, LOC6625512|XP_002049848.1|DVIR
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC6622738|XP_002048459.1|DVIR
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC6630605|XP_002054480.1|DVIR, LOC6630029|XP_002054479.2|DVIR, LOC6629112|XP_002052606.1|DVIR
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC6634166|XP_032289001.1|DVIR
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC6631395|XP_015026374.1|DVIR
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC6625008|XP_002049758.1|DVIR, LOC6629789|XP_002054751.1|DVIR, LOC6625890|XP_002050361.2|DVIR, LOC116651089|XP_032292733.1|DVIR
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC6628745|XP_002051561.1|DVIR, LOC6636845|XP_002060317.1|DVIR, LOC6632044|XP_002055241.1|DVIR
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC6632241|XP_032289479.1|DVIR, LOC6632243|XP_032289601.1|DVIR
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC6623814|XP_002047905.1|DVIR
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC6629144|XP_002052892.1|DVIR
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC6624313|XP_015030738.1|DVIR, LOC6624371|XP_002047166.1|DVIR
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC6623695|XP_032289998.1|DVIR, LOC6628429|XP_002051868.1|DVIR
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC6627457|XP_002052479.1|DVIR, LOC6629751|XP_015027061.1|DVIR, LOC6629752|XP_002053894.2|DVIR
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC6624672|XP_002048250.1|DVIR
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC6624940|XP_002049039.1|DVIR, LOC6628060|XP_002051529.1|DVIR, LOC6633321|XP_032296574.1|DVIR
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC6629363|XP_032292253.1|DVIR
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC6632309|XP_032289777.1|DVIR
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC6631531|XP_002055338.1|DVIR, LOC116650489|XP_032290122.1|DVIR, LOC6626471|XP_002050373.1|DVIR, LOC6624136|XP_002047589.1|DVIR
