Orthogroup	AALB.longest_only	ASTE.longest_only
OG0000076	LOC118462886|XP_035784863.1|AALB	LOC118512277|XP_035912363.1|ASTE, LOC118517163|XP_035918937.1|ASTE
OG0000076	LOC118456474|XP_035773167.1|AALB	LOC118504620|XP_035895194.1|ASTE
OG0000077	LOC118467920|XP_035794755.1|AALB	LOC118507281|XP_035901485.1|ASTE
OG0000077	LOC118460116|XP_035780047.1|AALB	LOC118512454|XP_035912813.1|ASTE
OG0000077	LOC118463835|XP_035786622.1|AALB	LOC118506025|XP_035898529.1|ASTE
OG0000077	LOC118466147|XP_035791003.1|AALB	LOC118511962|XP_035911578.1|ASTE
OG0000077	LOC118465737|XP_035790092.1|AALB	LOC118511892|XP_035911415.1|ASTE
OG0000078	LOC118456476|XP_035773179.1|AALB	LOC118506363|XP_035899271.1|ASTE
OG0000080	LOC118463760|XP_035786467.1|AALB	LOC118508108|XP_035903495.1|ASTE, LOC118508106|XP_035903493.1|ASTE
OG0000080	LOC118467641|XP_035794260.1|AALB	LOC118503106|XP_035891931.1|ASTE
OG0000080	LOC118464111|XP_035787092.1|AALB	LOC118509536|XP_035906155.1|ASTE
OG0000080	LOC118460320|XP_035780425.1|AALB	LOC118508460|XP_035904157.1|ASTE
OG0000080	LOC118460319|XP_035780424.1|AALB	LOC118508462|XP_035904160.1|ASTE
OG0000081	LOC118467883|XP_035794688.1|AALB	LOC118512948|XP_035914060.1|ASTE
OG0000081	LOC118467885|XP_035794689.1|AALB	LOC118512949|XP_035914061.1|ASTE
OG0000081	LOC118464126|XP_035787112.1|AALB	LOC118517328|XP_035919201.1|ASTE
OG0000082	LOC118461897|XP_035783644.1|AALB	LOC118507692|XP_035902418.1|ASTE
OG0000082	LOC118461898|XP_035783645.1|AALB	LOC118513643|XP_035915603.1|ASTE, LOC118517141|XP_035918892.1|ASTE, LOC118513644|XP_035915604.1|ASTE, LOC118513645|XP_035915605.1|ASTE
OG0000083	LOC118457381|XP_035774809.1|AALB	LOC118512490|XP_035912888.1|ASTE
OG0000083	LOC118457852|XP_035775635.1|AALB	LOC118512492|XP_035912890.1|ASTE
OG0000083	LOC118457853|XP_035775636.1|AALB	LOC118512491|XP_035912889.1|ASTE
OG0000084	LOC118460417|XP_035780598.1|AALB	LOC118507487|XP_035901904.1|ASTE
OG0000084	LOC118464572|XP_035787906.1|AALB	LOC118509025|XP_035904952.1|ASTE, LOC118504703|XP_035895429.1|ASTE, LOC118508829|XP_035904468.1|ASTE
OG0000084	LOC118464665|XP_035788069.1|AALB	LOC118509024|XP_035904951.1|ASTE, LOC118509023|XP_035904949.1|ASTE
OG0000084	LOC118463937|XP_035786798.1|AALB	LOC118503417|XP_035892550.1|ASTE
OG0000085	LOC118463156|XP_035785432.1|AALB	LOC118512093|XP_035911950.1|ASTE
OG0000085	LOC118467757|XP_035794478.1|AALB	LOC118513044|XP_035914229.1|ASTE
OG0000086	LOC118467052|XP_035792946.1|AALB	LOC118508907|XP_035904661.1|ASTE
OG0000087	LOC118461776|XP_035783398.1|AALB	LOC118511165|XP_035909796.1|ASTE
OG0000087	LOC118461322|XP_035782419.1|AALB	LOC118511162|XP_035909794.1|ASTE
OG0000088	LOC118462894|XP_035784880.1|AALB	LOC118503330|XP_035892383.1|ASTE
OG0000089	LOC118464755|XP_035788267.1|AALB, LOC118458513|XP_035776977.1|AALB	LOC118505310|XP_035896841.1|ASTE
OG0000089	LOC118462651|XP_035784397.1|AALB, LOC118467873|XP_035794676.1|AALB	LOC118511372|XP_035910259.1|ASTE, LOC118511382|XP_035910282.1|ASTE
OG0000089	LOC118458730|XP_035777392.1|AALB	LOC118506188|XP_035898872.1|ASTE
OG0000090	LOC118464436|XP_035787701.1|AALB	LOC118506264|XP_035899059.1|ASTE
OG0000091	LOC118468298|XP_035794920.1|AALB	LOC118507859|XP_035902942.1|ASTE
OG0000091	LOC118461078|XP_035781864.1|AALB	LOC118505601|XP_035897522.1|ASTE, LOC118516562|XP_035918416.1|ASTE
OG0000091	LOC118461077|XP_035781863.1|AALB	LOC118505600|XP_035897520.1|ASTE, LOC118516561|XP_035918412.1|ASTE
OG0000092	LOC118457781|XP_035775518.1|AALB	LOC118502652|XP_035890995.1|ASTE
OG0000092	LOC118457780|XP_035775515.1|AALB	LOC118502656|XP_035891000.1|ASTE
OG0000093	LOC118468732|XP_035795763.1|AALB	LOC118510780|XP_035908957.1|ASTE
OG0000093	LOC118462485|XP_035784085.1|AALB	LOC118512414|XP_035912706.1|ASTE
OG0000094	LOC118460828|XP_035781369.1|AALB	LOC118502720|XP_035891168.1|ASTE
OG0000096	LOC118467953|XP_035794822.1|AALB	LOC118514595|XP_035917485.1|ASTE
OG0000098	LOC118458982|XP_035777873.1|AALB	LOC118506462|XP_035899533.1|ASTE
OG0000098	LOC118464703|XP_035788120.1|AALB	LOC118503062|XP_035891822.1|ASTE
OG0000098	LOC118464704|XP_035788121.1|AALB	LOC118503063|XP_035891823.1|ASTE
OG0000098	LOC118464701|XP_035788118.1|AALB, LOC118464705|XP_035788122.1|AALB	LOC118503064|XP_035891825.1|ASTE
OG0000099	LOC118460308|XP_035780403.1|AALB	LOC118506913|XP_035900599.1|ASTE
OG0000099	LOC118460309|XP_035780405.1|AALB	LOC118502385|XP_035890500.1|ASTE
OG0000099	LOC118460316|XP_035780419.1|AALB	LOC118506916|XP_035900604.1|ASTE
OG0000101	LOC118462817|XP_035784730.1|AALB	LOC118510504|XP_035908303.1|ASTE
OG0000102	LOC118464146|XP_035787145.1|AALB	LOC118509466|XP_035905987.1|ASTE
OG0000102	LOC118465171|XP_035789026.1|AALB	LOC118511833|XP_035911269.1|ASTE
OG0000102	LOC118463048|XP_035785187.1|AALB	LOC118509016|XP_035904927.1|ASTE
OG0000102	LOC118457482|XP_035775000.1|AALB	LOC118504365|XP_035894655.1|ASTE
OG0000103	LOC118467670|XP_035794319.1|AALB	LOC118508203|XP_035903666.1|ASTE
OG0000104	LOC118459051|XP_035777970.1|AALB	LOC118507638|XP_035902290.1|ASTE
OG0000105	LOC118457265|XP_035774549.1|AALB	LOC118506605|XP_035899865.1|ASTE
OG0000109	LOC118467353|XP_035793644.1|AALB	LOC118505426|XP_035897081.1|ASTE
OG0000109	LOC118460030|XP_035779864.1|AALB	LOC118502869|XP_035891469.1|ASTE
OG0000109	LOC118459572|XP_035778973.1|AALB	LOC118504419|XP_035894746.1|ASTE
OG0000110	LOC118463974|XP_035786869.1|AALB	LOC118511309|XP_035910114.1|ASTE
OG0000110	LOC118463973|XP_035786868.1|AALB	LOC118511304|XP_035910107.1|ASTE
OG0000111	LOC118469050|XP_035796408.1|AALB	LOC118503161|XP_035892015.1|ASTE
OG0000111	LOC118463092|XP_035785265.1|AALB	LOC118504876|XP_035895821.1|ASTE
OG0000111	LOC118463385|XP_035785816.1|AALB	LOC118507965|XP_035903187.1|ASTE
OG0000111	LOC118467776|XP_035794507.1|AALB	LOC118507089|XP_035900970.1|ASTE
OG0000111	LOC118463948|XP_035786818.1|AALB	LOC118503024|XP_035891741.1|ASTE
OG0000112	LOC118467359|XP_035793654.1|AALB	LOC118509575|XP_035906237.1|ASTE, LOC118516425|XP_035918189.1|ASTE
OG0000113	LOC118462848|XP_035784798.1|AALB	LOC118512990|XP_035914139.1|ASTE
OG0000114	LOC118458495|XP_035776942.1|AALB	LOC118514102|XP_035916561.1|ASTE, LOC118510681|XP_035908737.1|ASTE, LOC118503529|XP_035892807.1|ASTE
OG0000115	LOC118460434|XP_035780619.1|AALB, LOC118464508|XP_035787837.1|AALB	LOC118507936|XP_035903140.1|ASTE
OG0000117	LOC118457117|XP_035774312.1|AALB	LOC118502432|XP_035890553.1|ASTE
OG0000117	LOC118456329|XP_035772878.1|AALB	LOC118506535|XP_035899700.1|ASTE
OG0000118	LOC118457110|XP_035774302.1|AALB	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC118458699|XP_035777331.1|AALB	LOC118504397|XP_035894696.1|ASTE
OG0000119	LOC118460125|XP_035780068.1|AALB	LOC118507360|XP_035901665.1|ASTE
OG0000119	LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB	LOC118510253|XP_035907732.1|ASTE
OG0000119	LOC118458698|XP_035777330.1|AALB	LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC118463432|XP_035785893.1|AALB	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC118464687|XP_035788103.1|AALB	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC118459567|XP_035778961.1|AALB	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC118456844|XP_035773833.1|AALB	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC118461289|XP_035782355.1|AALB	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC118457525|XP_035775063.1|AALB	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC118463575|XP_035786112.1|AALB	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC118460528|XP_035780801.1|AALB	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC118456552|XP_035773315.1|AALB	LOC118506630|XP_035899894.1|ASTE
OG0000127	LOC118456551|XP_035773312.1|AALB	LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC118463140|XP_035785395.1|AALB	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC118456548|XP_035773308.1|AALB	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC118507218|XP_035901212.1|ASTE
OG0000131	LOC118457177|XP_035774401.1|AALB, LOC118459907|XP_035779632.1|AALB	LOC118504381|XP_035894684.1|ASTE
OG0000131	LOC118456281|XP_035772788.1|AALB, LOC118456282|XP_035772790.1|AALB	LOC118507054|XP_035900909.1|ASTE, LOC118507053|XP_035900908.1|ASTE
OG0000131	LOC118459906|XP_035779631.1|AALB	LOC118502877|XP_035891487.1|ASTE
OG0000132	LOC118456327|XP_035772876.1|AALB	LOC118509218|XP_035905394.1|ASTE
OG0000132	LOC118458943|XP_035777814.1|AALB	LOC118503160|XP_035892014.1|ASTE
OG0000132	LOC118468465|XP_035795152.1|AALB	LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC118514038|XP_035916413.1|ASTE
OG0000135	LOC118458069|XP_035776112.1|AALB	LOC118504600|XP_035895158.1|ASTE
OG0000135	LOC118458071|XP_035776117.1|AALB, LOC118458068|XP_035776111.1|AALB, LOC118458072|XP_035776118.1|AALB, LOC118460866|XP_035781490.1|AALB	LOC118504599|XP_035895157.1|ASTE, LOC118502450|XP_035890572.1|ASTE
OG0000135	LOC118458070|XP_035776116.1|AALB	LOC118504593|XP_035895148.1|ASTE
OG0000135	LOC118469054|XP_035796413.1|AALB	LOC118515262|XP_035917840.1|ASTE, LOC118508259|XP_035903777.1|ASTE
OG0000136	LOC118468175|XP_035794891.1|AALB	LOC118504821|XP_035895720.1|ASTE
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC118466961|XP_035792755.1|AALB	LOC118511893|XP_035911416.1|ASTE
OG0000137	LOC118467197|XP_035793304.1|AALB	LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC118466212|XP_035791127.1|AALB	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC118458081|XP_035776133.1|AALB	LOC118512572|XP_035913082.1|ASTE
OG0000140	LOC118458082|XP_035776136.1|AALB	LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE
OG0000140	LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC118459735|XP_035779305.1|AALB	LOC118508535|XP_035904305.1|ASTE
OG0000143	LOC118459734|XP_035779304.1|AALB	LOC118508252|XP_035903758.1|ASTE
OG0000143	LOC118459680|XP_035779199.1|AALB	LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC118457512|XP_035775046.1|AALB	LOC118514648|XP_035917567.1|ASTE
OG0000144	LOC118457837|XP_035775606.1|AALB	LOC118514649|XP_035917570.1|ASTE
OG0000144	LOC118459655|XP_035779138.1|AALB, LOC118459654|XP_035779130.1|AALB	LOC118514646|XP_035917563.1|ASTE
OG0000145	LOC118468579|XP_035795404.1|AALB	LOC118513794|XP_035915873.1|ASTE
OG0000145	LOC118468580|XP_035795405.1|AALB	LOC118513795|XP_035915874.1|ASTE
OG0000146	LOC118462930|XP_035784932.1|AALB	LOC118508422|XP_035904084.1|ASTE
OG0000146	LOC118463705|XP_035786391.1|AALB	LOC118505869|XP_035898185.1|ASTE
OG0000146	LOC118465626|XP_035789921.1|AALB	LOC118505871|XP_035898187.1|ASTE
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC118458812|XP_035777575.1|AALB	LOC118505553|XP_035897399.1|ASTE
OG0000147	LOC118461758|XP_035783386.1|AALB	LOC118505551|XP_035897397.1|ASTE
OG0000147	LOC118461759|XP_035783387.1|AALB	LOC118505552|XP_035897398.1|ASTE
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC118456165|XP_035772584.1|AALB	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE
OG0000148	LOC118456386|XP_035772969.1|AALB	LOC118513557|XP_035915372.1|ASTE
OG0000148	LOC118459233|XP_035778324.1|AALB, LOC118468675|XP_035795668.1|AALB	LOC118509176|XP_035905334.1|ASTE, LOC118509179|XP_035905337.1|ASTE, LOC118509180|XP_035905338.1|ASTE, LOC118509178|XP_035905336.1|ASTE, LOC118509177|XP_035905335.1|ASTE
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB	LOC118503656|XP_035893072.1|ASTE
OG0000154	LOC118456679|XP_035773546.1|AALB	LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC118467230|XP_035793381.1|AALB	LOC118510089|XP_035907396.1|ASTE
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC118460884|XP_035781520.1|AALB	LOC118508367|XP_035903982.1|ASTE
OG0000158	LOC118460883|XP_035781519.1|AALB	LOC118508366|XP_035903980.1|ASTE
OG0000158	LOC118460486|XP_035780727.1|AALB	LOC118504516|XP_035894941.1|ASTE
OG0000158	LOC118460485|XP_035780726.1|AALB	LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC118467617|XP_035794214.1|AALB	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE
OG0000159	LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC118468803|XP_035795905.1|AALB	LOC118506638|XP_035899912.1|ASTE
OG0000160	LOC118463490|XP_035785973.1|AALB	LOC118512315|XP_035912461.1|ASTE
OG0000160	LOC118459593|XP_035779014.1|AALB	LOC118506878|XP_035900521.1|ASTE
OG0000160	LOC118458011|XP_035776002.1|AALB	LOC118517712|XP_035920050.1|ASTE
OG0000161	LOC118456200|XP_035772656.1|AALB	LOC118508033|XP_035903328.1|ASTE
OG0000161	LOC118463361|XP_035785771.1|AALB, LOC118465747|XP_035790111.1|AALB	LOC118516980|XP_035918698.1|ASTE
OG0000162	LOC118459995|XP_035779789.1|AALB	LOC118510542|XP_035908395.1|ASTE
OG0000162	LOC118459994|XP_035779785.1|AALB	LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC118465174|XP_035789029.1|AALB	LOC118503426|XP_035892559.1|ASTE
OG0000163	LOC118466751|XP_035792341.1|AALB	LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE
OG0000163	LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000164	LOC118466739|XP_035792315.1|AALB	LOC118507409|XP_035901763.1|ASTE
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC118464605|XP_035787942.1|AALB	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE
OG0000166	LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC118462698|XP_035784519.1|AALB	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC118459303|XP_035778444.1|AALB	LOC118512461|XP_035912824.1|ASTE
OG0000170	LOC118459300|XP_035778442.1|AALB	LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC118457022|XP_035774150.1|AALB	LOC118514585|XP_035917481.1|ASTE
OG0000173	LOC118457021|XP_035774148.1|AALB	LOC118514581|XP_035917476.1|ASTE
OG0000173	LOC118457019|XP_035774144.1|AALB	LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC118468685|XP_035795692.1|AALB	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE
OG0000174	LOC118458601|XP_035777171.1|AALB	LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC118460374|XP_035780520.1|AALB	LOC118505455|XP_035897148.1|ASTE
OG0000175	LOC118460373|XP_035780519.1|AALB	LOC118505454|XP_035897147.1|ASTE
OG0000175	LOC118460382|XP_035780534.1|AALB	LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC118504483|XP_035894893.1|ASTE
OG0000178	LOC118466135|XP_035790979.1|AALB	LOC118509456|XP_035905969.1|ASTE
OG0000178	LOC118464560|XP_035787893.1|AALB	LOC118514408|XP_035917181.1|ASTE
OG0000178	LOC118466136|XP_035790980.1|AALB	LOC118509457|XP_035905970.1|ASTE
OG0000178	LOC118466417|XP_035791585.1|AALB	LOC118513496|XP_035915234.1|ASTE, LOC118513497|XP_035915235.1|ASTE, LOC118513498|XP_035915236.1|ASTE, LOC118513495|XP_035915232.1|ASTE
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC118504068|XP_035894003.1|ASTE
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC118464110|XP_035787091.1|AALB	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE
OG0000181	LOC118460679|XP_035781067.1|AALB	LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC118461577|XP_035782961.1|AALB	LOC118514693|XP_035917642.1|ASTE
OG0000184	LOC118461579|XP_035782963.1|AALB	LOC118514692|XP_035917641.1|ASTE
OG0000184	LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB	LOC118514694|XP_035917643.1|ASTE
OG0000184	LOC118461578|XP_035782962.1|AALB	LOC118514679|XP_035917620.1|ASTE
OG0000184	LOC118463680|XP_035786338.1|AALB	LOC118507293|XP_035901544.1|ASTE
OG0000184	LOC118465594|XP_035789853.1|AALB	LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC118504849|XP_035895754.1|ASTE
OG0000187	LOC118468878|XP_035796060.1|AALB	LOC118516390|XP_035918149.1|ASTE
OG0000187	LOC118460705|XP_035781111.1|AALB, LOC118468964|XP_035796222.1|AALB, LOC118468965|XP_035796223.1|AALB	LOC118505086|XP_035896270.1|ASTE
OG0000187	LOC118468966|XP_035796224.1|AALB	LOC118502488|XP_035890613.1|ASTE, LOC118502487|XP_035890612.1|ASTE
OG0000187	LOC118468893|XP_035796084.1|AALB	LOC118516235|XP_035918007.1|ASTE
OG0000187	LOC118468884|XP_035796072.1|AALB	LOC118516251|XP_035918008.1|ASTE
OG0000187	LOC118468901|XP_035796097.1|AALB	LOC118511793|XP_035911641.1|ASTE
OG0000188	LOC118467332|XP_035793620.1|AALB	LOC118502826|XP_035891438.1|ASTE
OG0000188	LOC118456213|XP_035772682.1|AALB	LOC118510018|XP_035907723.1|ASTE
OG0000188	LOC118466053|XP_035790785.1|AALB	LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC118468673|XP_035795650.1|AALB	LOC118512655|XP_035913266.1|ASTE
OG0000189	LOC118456425|XP_035773076.1|AALB	LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC118466886|XP_035792630.1|AALB	LOC118503099|XP_035891900.1|ASTE
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC118510368|XP_035907979.1|ASTE
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC118456678|XP_035773544.1|AALB	LOC118507017|XP_035900847.1|ASTE
OG0000192	LOC118457586|XP_035775167.1|AALB	LOC118507018|XP_035900848.1|ASTE
OG0000192	LOC118468714|XP_035795736.1|AALB	LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC118465386|XP_035789474.1|AALB	LOC118503852|XP_035893459.1|ASTE
OG0000193	LOC118465820|XP_035790299.1|AALB	LOC118508047|XP_035903392.1|ASTE
OG0000195	LOC118457673|XP_035775324.1|AALB	LOC118511765|XP_035911131.1|ASTE
OG0000196	LOC118459601|XP_035779042.1|AALB	LOC118514064|XP_035916463.1|ASTE
OG0000196	LOC118458109|XP_035776176.1|AALB	LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC118467190|XP_035793290.1|AALB	LOC118510098|XP_035907420.1|ASTE
OG0000201	LOC118467191|XP_035793293.1|AALB	LOC118510099|XP_035907423.1|ASTE
OG0000201	LOC118458963|XP_035777838.1|AALB	LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC118461377|XP_035782521.1|AALB	LOC118508310|XP_035903863.1|ASTE
OG0000205	LOC118459473|XP_035778778.1|AALB	LOC118517532|XP_035919659.1|ASTE
OG0000205	LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB	LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE
OG0000205	LOC118459475|XP_035778780.1|AALB	LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC118466975|XP_035792780.1|AALB	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC118460757|XP_035781247.1|AALB	LOC118514690|XP_035917639.1|ASTE
OG0000212	LOC118460754|XP_035781234.1|AALB	LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC118459369|XP_035778561.1|AALB	LOC118506169|XP_035898832.1|ASTE
OG0000213	LOC118460488|XP_035780732.1|AALB	LOC118502455|XP_035890578.1|ASTE
OG0000213	LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB	LOC118510026|XP_035907306.1|ASTE
OG0000213	LOC118458019|XP_035776017.1|AALB	LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC118468779|XP_035795863.1|AALB	LOC118505358|XP_035896927.1|ASTE
