Orthogroup	AALB.longest_only	DMAU.longest_only
OG0000130	LOC118464719|XP_035788184.1|AALB	LOC117141215|XP_033160465.1|DMAU, LOC117139553|XP_033157837.1|DMAU, LOC117139598|XP_033157920.1|DMAU, LOC117139597|XP_033157919.1|DMAU
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC117150677|XP_033173574.1|DMAU, LOC117150678|XP_033173575.1|DMAU, LOC117143533|XP_033164156.1|DMAU
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC117142577|XP_033162536.1|DMAU
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC117147586|XP_033170423.1|DMAU, LOC117145084|XP_033166495.1|DMAU, LOC117136536|XP_033153379.1|DMAU
OG0000134	LOC118456592|XP_035773383.1|AALB	LOC117140593|XP_033159492.1|DMAU
OG0000136	LOC118468175|XP_035794891.1|AALB	LOC117146552|XP_033168740.1|DMAU
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC117142436|XP_033162288.1|DMAU
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC117141313|XP_033160590.1|DMAU
OG0000137	LOC118466212|XP_035791127.1|AALB	LOC117148624|XP_033172007.1|DMAU
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC117143412|XP_033163998.1|DMAU
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC117141456|XP_033160801.1|DMAU, LOC117142087|XP_033161860.1|DMAU, LOC117142084|XP_033161856.1|DMAU, LOC117142085|XP_033161857.1|DMAU
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC117144738|XP_033165981.1|DMAU
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC117141681|XP_033161169.1|DMAU
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC117147848|XP_033170815.1|DMAU
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC117139731|XP_033158159.1|DMAU
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC117139733|XP_033158162.1|DMAU
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC117144371|XP_033165386.1|DMAU
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC117147010|XP_033169584.1|DMAU
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC117135856|XP_033152266.1|DMAU
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC117147647|XP_033170509.1|DMAU, LOC117150257|XP_033172947.1|DMAU, LOC117135678|XP_033151971.1|DMAU, LOC117135670|XP_033151960.1|DMAU
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC117151092|XP_033174231.1|DMAU
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC117143658|XP_033164330.1|DMAU, LOC117143659|XP_033164331.1|DMAU
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC117139177|XP_033157236.1|DMAU
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC117150291|XP_033173002.1|DMAU
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC117135137|XP_033151085.1|DMAU, LOC117146834|XP_033169279.1|DMAU
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC117144421|XP_033165454.1|DMAU, LOC117142213|XP_033161940.1|DMAU, LOC117144420|XP_033165453.1|DMAU, LOC117143305|XP_033163805.1|DMAU
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC117145368|XP_033166882.1|DMAU, LOC117143459|XP_033164062.1|DMAU, LOC117145283|XP_033166764.1|DMAU
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC117144747|XP_033165993.1|DMAU, LOC117144748|XP_033165994.1|DMAU, LOC117142020|XP_033161776.1|DMAU
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC117137965|XP_033155627.1|DMAU, LOC117136533|XP_033153373.1|DMAU, LOC117136385|XP_033153168.1|DMAU
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC117136683|XP_033153585.1|DMAU, LOC117141776|XP_033161299.1|DMAU, LOC117142032|XP_033161788.1|DMAU
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC117140892|XP_033159937.1|DMAU
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC117140023|XP_033158644.1|DMAU, LOC117140741|XP_033159708.1|DMAU
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC117144745|XP_033165989.1|DMAU, LOC117145350|XP_033166857.1|DMAU
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC117141661|XP_033161142.1|DMAU, LOC117140399|XP_033159160.1|DMAU, LOC117150897|XP_033173929.1|DMAU, LOC117137456|XP_033154794.1|DMAU
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC117139035|XP_033157027.1|DMAU, LOC117148456|XP_033171722.1|DMAU, LOC117148012|XP_033171064.1|DMAU
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC117147767|XP_033170691.1|DMAU, LOC117147766|XP_033170686.1|DMAU, LOC117146706|XP_033169010.1|DMAU, LOC117147765|XP_033170682.1|DMAU, LOC117147082|XP_033169736.1|DMAU, LOC117140115|XP_033158770.1|DMAU, LOC117138953|XP_033156885.1|DMAU
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC117136305|XP_033153043.1|DMAU
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC117137310|XP_033154581.1|DMAU, LOC117136685|XP_033153587.1|DMAU
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC117142349|XP_033162159.1|DMAU
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC117146709|XP_033169019.1|DMAU, LOC117146702|XP_033169006.1|DMAU
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC117147038|XP_033169654.1|DMAU
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC117145456|XP_033167034.1|DMAU
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC117147242|XP_033169948.1|DMAU
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC117139230|XP_033157322.1|DMAU
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC117136023|XP_033152531.1|DMAU, LOC117136015|XP_033152523.1|DMAU
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC117136745|XP_033153667.1|DMAU, LOC117150423|XP_033173188.1|DMAU, LOC117136345|XP_033153099.1|DMAU
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC117142787|XP_033162870.1|DMAU
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC117144302|XP_033165302.1|DMAU, LOC117144304|XP_033165306.1|DMAU
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC117147008|XP_033169581.1|DMAU
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC117142664|XP_033162687.1|DMAU
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC117137126|XP_033154315.1|DMAU, LOC117137524|XP_033154903.1|DMAU
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC117150204|XP_033172886.1|DMAU
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC117143937|XP_033164745.1|DMAU, LOC117143612|XP_033164257.1|DMAU
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC117144452|XP_033165499.1|DMAU
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC117144451|XP_033165498.1|DMAU, LOC117144708|XP_033165939.1|DMAU
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC117146471|XP_033168598.1|DMAU, LOC117146037|XP_033167859.1|DMAU, LOC117140274|XP_033158992.1|DMAU, LOC117139576|XP_033157874.1|DMAU
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC117140490|XP_033159344.1|DMAU, LOC117140485|XP_033159331.1|DMAU
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC117150992|XP_033174087.1|DMAU, LOC117138280|XP_033156140.1|DMAU, LOC117145545|XP_033167130.1|DMAU, LOC117138279|XP_033156139.1|DMAU
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC117146913|XP_033169429.1|DMAU, LOC117147989|XP_033171030.1|DMAU
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC117145664|XP_033167286.1|DMAU, LOC117147369|XP_033170125.1|DMAU, LOC117148477|XP_033171743.1|DMAU
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC117139329|XP_033157470.1|DMAU
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC117148689|XP_033172118.1|DMAU
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC117147745|XP_033170638.1|DMAU
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC117137066|XP_033154173.1|DMAU, LOC117137071|XP_033154191.1|DMAU
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC117137537|XP_033154923.1|DMAU
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC117146048|XP_033167879.1|DMAU, LOC117141944|XP_033161588.1|DMAU, LOC117140064|XP_033158701.1|DMAU
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC117150527|XP_033173342.1|DMAU, LOC117150339|XP_033173078.1|DMAU, LOC117140153|XP_033158817.1|DMAU
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC117149121|XP_033172638.1|DMAU, LOC117150441|XP_033173217.1|DMAU
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC117144032|XP_033164889.1|DMAU
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC117146387|XP_033168451.1|DMAU
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC117146393|XP_033168458.1|DMAU
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC117146385|XP_033168447.1|DMAU
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC117145820|XP_033167513.1|DMAU, LOC117145823|XP_033167515.1|DMAU, LOC117145819|XP_033167512.1|DMAU, LOC117145821|XP_033167514.1|DMAU
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC117143444|XP_033164043.1|DMAU, LOC117144712|XP_033165943.1|DMAU
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC117144721|XP_033165952.1|DMAU
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC117138105|XP_033155855.1|DMAU, LOC117137441|XP_033154768.1|DMAU, LOC117137427|XP_033154748.1|DMAU
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC117145870|XP_033167583.1|DMAU, LOC117143509|XP_033164122.1|DMAU
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC117137672|XP_033155122.1|DMAU
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC117137013|XP_033154094.1|DMAU
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC117139821|XP_033158344.1|DMAU
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC117141265|XP_033160528.1|DMAU, LOC117150804|XP_033173753.1|DMAU, LOC117144066|XP_033164969.1|DMAU, LOC117142389|XP_033162227.1|DMAU, LOC117137070|XP_033154189.1|DMAU
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC117148567|XP_033171915.1|DMAU
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC117145473|XP_033167038.1|DMAU
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC117140856|XP_033159879.1|DMAU, LOC117138969|XP_033156909.1|DMAU, LOC117149255|XP_033172652.1|DMAU
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC117139533|XP_033157797.1|DMAU, LOC117136320|XP_033153061.1|DMAU
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC117147341|XP_033170091.1|DMAU, LOC117138656|XP_033156780.1|DMAU, LOC117143314|XP_033163848.1|DMAU
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC117142080|XP_033161853.1|DMAU, LOC117141365|XP_033160663.1|DMAU, LOC117142079|XP_033161851.1|DMAU
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC117141029|XP_033160201.1|DMAU, LOC117147507|XP_033170307.1|DMAU
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC117147768|XP_033170693.1|DMAU
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC117148438|XP_033171701.1|DMAU
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC117141107|XP_033160323.1|DMAU, LOC117138468|XP_033156491.1|DMAU, LOC117138459|XP_033156479.1|DMAU
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC117138685|XP_033156831.1|DMAU, LOC117138686|XP_033156834.1|DMAU, LOC117138684|XP_033156830.1|DMAU
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC117141301|XP_033160572.1|DMAU, LOC117141150|XP_033160379.1|DMAU, LOC117140761|XP_033159733.1|DMAU
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC117135692|XP_033151986.1|DMAU, LOC117145293|XP_033166775.1|DMAU, LOC117135691|XP_033151984.1|DMAU
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC117135727|XP_033152061.1|DMAU
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC117145999|XP_033167807.1|DMAU, LOC117145844|XP_033167548.1|DMAU, LOC117145666|XP_033167292.1|DMAU
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC117140773|XP_033159750.1|DMAU, LOC117140777|XP_033159753.1|DMAU, LOC117140902|XP_033159963.1|DMAU
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC117143249|XP_033163701.1|DMAU, LOC117143942|XP_033164764.1|DMAU, LOC117147937|XP_033170973.1|DMAU, LOC117143421|XP_033164018.1|DMAU
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC117145262|XP_033166737.1|DMAU, LOC117149943|XP_033172735.1|DMAU
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC117142733|XP_033162794.1|DMAU
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC117135935|XP_033152403.1|DMAU, LOC117135936|XP_033152407.1|DMAU
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC117145154|XP_033166585.1|DMAU, LOC117136243|XP_033152939.1|DMAU, LOC117137867|XP_033155475.1|DMAU
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC117143948|XP_033164773.1|DMAU, LOC117144194|XP_033165134.1|DMAU, LOC117146078|XP_033167915.1|DMAU
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC117144736|XP_033165974.1|DMAU, LOC117144735|XP_033165973.1|DMAU, LOC117146022|XP_033167844.1|DMAU
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC117150606|XP_033173454.1|DMAU, LOC117150605|XP_033173453.1|DMAU, LOC117148440|XP_033171704.1|DMAU
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC117138096|XP_033155837.1|DMAU
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC117140546|XP_033159431.1|DMAU, LOC117141526|XP_033160948.1|DMAU
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC117144055|XP_033164940.1|DMAU, LOC117150106|XP_033172829.1|DMAU, LOC117150477|XP_033173267.1|DMAU
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC117144888|XP_033166200.1|DMAU, LOC117144872|XP_033166172.1|DMAU
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC117144925|XP_033166267.1|DMAU, LOC117145389|XP_033166912.1|DMAU, LOC117144479|XP_033165550.1|DMAU
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC117142124|XP_033161911.1|DMAU
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC117138573|XP_033156635.1|DMAU
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC117140007|XP_033158612.1|DMAU, LOC117140008|XP_033158614.1|DMAU
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC117139863|XP_033158410.1|DMAU, LOC117140268|XP_033158985.1|DMAU, LOC117138142|XP_033155909.1|DMAU
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC117150556|XP_033173395.1|DMAU, LOC117150559|XP_033173398.1|DMAU, LOC117150554|XP_033173393.1|DMAU
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC117139577|XP_033157880.1|DMAU, LOC117148916|XP_033172530.1|DMAU, LOC117139570|XP_033157868.1|DMAU
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC117146436|XP_033168539.1|DMAU, LOC117136584|XP_033153448.1|DMAU, LOC117139259|XP_033157368.1|DMAU
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC117137687|XP_033155147.1|DMAU
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC117135939|XP_033152410.1|DMAU, LOC117137885|XP_033155505.1|DMAU
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC117137369|XP_033154663.1|DMAU
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC117150196|XP_033172876.1|DMAU, LOC117150193|XP_033172866.1|DMAU, LOC117150195|XP_033172875.1|DMAU
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC117136031|XP_033152539.1|DMAU
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC117137798|XP_033155361.1|DMAU
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC117146720|XP_033169049.1|DMAU, LOC117147097|XP_033169754.1|DMAU, LOC117142318|XP_033162115.1|DMAU
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC117145281|XP_033166760.1|DMAU, LOC117143457|XP_033164060.1|DMAU
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC117143294|XP_033163781.1|DMAU, LOC117143245|XP_033163697.1|DMAU
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC117143476|XP_033164081.1|DMAU
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC117144341|XP_033165345.1|DMAU
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC117138026|XP_033155725.1|DMAU
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC117135155|XP_033151106.1|DMAU, LOC117138108|XP_033155861.1|DMAU, LOC117135471|XP_033151575.1|DMAU
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC117140948|XP_033160039.1|DMAU
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC117146248|XP_033168076.1|DMAU
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC117145885|XP_033167610.1|DMAU, LOC117141021|XP_033160191.1|DMAU, LOC117145795|XP_033167472.1|DMAU
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC117140638|XP_033159568.1|DMAU, LOC117139217|XP_033157290.1|DMAU
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC117139360|XP_033157502.1|DMAU, LOC117139361|XP_033157503.1|DMAU, LOC117139359|XP_033157501.1|DMAU
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC117140279|XP_033158999.1|DMAU, LOC117147372|XP_033170132.1|DMAU, LOC117148532|XP_033171837.1|DMAU
OG0000282	LOC118459742|XP_035779312.1|AALB	LOC117139167|XP_033157218.1|DMAU
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC117136969|XP_033154030.1|DMAU
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC117143238|XP_033163679.1|DMAU
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC117144382|XP_033165409.1|DMAU
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC117140394|XP_033159156.1|DMAU
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC117136662|XP_033153554.1|DMAU
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC117137490|XP_033154860.1|DMAU
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC117141907|XP_033161512.1|DMAU
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC117144821|XP_033166094.1|DMAU, LOC117138682|XP_033156832.1|DMAU, LOC117144932|XP_033166276.1|DMAU
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC117143280|XP_033163753.1|DMAU
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC117146675|XP_033168914.1|DMAU
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC117137937|XP_033155586.1|DMAU, LOC117136569|XP_033153416.1|DMAU
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC117143997|XP_033164839.1|DMAU, LOC117141636|XP_033161081.1|DMAU, LOC117146827|XP_033169271.1|DMAU
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC117142890|XP_033163055.1|DMAU, LOC117144562|XP_033165698.1|DMAU, LOC117144561|XP_033165697.1|DMAU
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC117146312|XP_033168252.1|DMAU
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC117140862|XP_033159892.1|DMAU
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC117139325|XP_033157461.1|DMAU, LOC117139326|XP_033157464.1|DMAU
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC117139138|XP_033157180.1|DMAU, LOC117147779|XP_033170707.1|DMAU, LOC117145523|XP_033167109.1|DMAU
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC117146079|XP_033167916.1|DMAU, LOC117146082|XP_033167921.1|DMAU, LOC117146081|XP_033167919.1|DMAU
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC117141048|XP_033160220.1|DMAU
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC117138031|XP_033155730.1|DMAU, LOC117137996|XP_033155674.1|DMAU, LOC117146961|XP_033169515.1|DMAU
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC117144000|XP_033164837.1|DMAU
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC117145978|XP_033167774.1|DMAU
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC117146780|XP_033169195.1|DMAU
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC117143608|XP_033164251.1|DMAU, LOC117144057|XP_033164955.1|DMAU, LOC117146440|XP_033168544.1|DMAU
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC117143754|XP_033164462.1|DMAU
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC117150985|XP_033174074.1|DMAU
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC117150963|XP_033174034.1|DMAU, LOC117140270|XP_033158991.1|DMAU
OG0000314	LOC118466807|XP_035792471.1|AALB, LOC118466781|XP_035792407.1|AALB, LOC118466792|XP_035792447.1|AALB, LOC118466817|XP_035792502.1|AALB, LOC118461835|XP_035783489.1|AALB, LOC118461837|XP_035783490.1|AALB, LOC118459447|XP_035778733.1|AALB	LOC117136776|XP_033153719.1|DMAU
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC117141614|XP_033161069.1|DMAU, LOC117135296|XP_033151361.1|DMAU, LOC117137977|XP_033155641.1|DMAU, LOC117141366|XP_033160700.1|DMAU
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC117146064|XP_033167894.1|DMAU, LOC117150816|XP_033173767.1|DMAU, LOC117144177|XP_033165113.1|DMAU
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC117150877|XP_033173900.1|DMAU, LOC117150876|XP_033173899.1|DMAU
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC117144204|XP_033165143.1|DMAU, LOC117148406|XP_033171666.1|DMAU, LOC117148239|XP_033171434.1|DMAU
