Orthogroup	AALB.longest_only	DSUB.longest_only
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC117889604|XP_034649912.1|DSUB
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC117895094|XP_034658382.1|DSUB
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC117895095|XP_034658383.1|DSUB
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC117897699|XP_034662611.1|DSUB
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC117896455|XP_034660679.1|DSUB
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC117901842|XP_034668675.1|DSUB
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC117897170|XP_034661747.1|DSUB, LOC117902770|XP_034670254.1|DSUB, LOC117902772|XP_034670256.1|DSUB, LOC117902771|XP_034670255.1|DSUB
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC117900255|XP_034666445.1|DSUB
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC117896221|XP_034660245.1|DSUB, LOC117896222|XP_034660247.1|DSUB
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC117902375|XP_034669584.1|DSUB
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC117901505|XP_034668166.1|DSUB
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC117902756|XP_034670237.1|DSUB, LOC117902650|XP_034670071.1|DSUB
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC117896893|XP_034661316.1|DSUB, LOC117896892|XP_034661315.1|DSUB, LOC117896894|XP_034661318.1|DSUB
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC117898085|XP_034663155.1|DSUB, LOC117897538|XP_034662350.1|DSUB, LOC117897537|XP_034662349.1|DSUB
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC117895969|XP_034659819.1|DSUB, LOC117895972|XP_034659823.1|DSUB, LOC117893214|XP_034655639.1|DSUB
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC117891037|XP_034652096.1|DSUB, LOC117891036|XP_034652094.1|DSUB, LOC117889940|XP_034650366.1|DSUB
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC117891297|XP_034652594.1|DSUB, LOC117893802|XP_034656437.1|DSUB, LOC117893202|XP_034655608.1|DSUB
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC117895350|XP_034658822.1|DSUB
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC117892899|XP_034655089.1|DSUB, LOC117893536|XP_034656071.1|DSUB
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC117899677|XP_034665757.1|DSUB, LOC117899675|XP_034665754.1|DSUB
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC117900348|XP_034666584.1|DSUB, LOC117902071|XP_034669047.1|DSUB
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC117902204|XP_034669314.1|DSUB, LOC117896958|XP_034661394.1|DSUB
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC117891308|XP_034652606.1|DSUB, LOC117900924|XP_034667381.1|DSUB
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC117890608|XP_034651437.1|DSUB
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC117891657|XP_034653102.1|DSUB, LOC117891446|XP_034652817.1|DSUB
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC117897044|XP_034661518.1|DSUB
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC117900911|XP_034667363.1|DSUB, LOC117900913|XP_034667365.1|DSUB
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC117899975|XP_034666025.1|DSUB
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC117902180|XP_034669242.1|DSUB
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC117903283|XP_034671094.1|DSUB
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC117899080|XP_034664740.1|DSUB, LOC117897167|XP_034661728.1|DSUB, LOC117903171|XP_034670907.1|DSUB, LOC117893233|XP_034655681.1|DSUB, LOC117894915|XP_034658102.1|DSUB, LOC117894884|XP_034658056.1|DSUB, LOC117894887|XP_034658060.1|DSUB, LOC117895403|XP_034658923.1|DSUB, LOC117889942|XP_034650369.1|DSUB, LOC117894880|XP_034658039.1|DSUB
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC117889927|XP_034650344.1|DSUB, LOC117889920|XP_034650337.1|DSUB
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC117890439|XP_034651160.1|DSUB, LOC117900977|XP_034667461.1|DSUB, LOC117890637|XP_034651479.1|DSUB
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC117898350|XP_034663574.1|DSUB
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC117897221|XP_034661827.1|DSUB
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC117897385|XP_034662088.1|DSUB
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC117897410|XP_034662127.1|DSUB
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC117890570|XP_034651393.1|DSUB, LOC117890428|XP_034651139.1|DSUB
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC117901056|XP_034667559.1|DSUB, LOC117900453|XP_034666716.1|DSUB
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC117897566|XP_034662398.1|DSUB, LOC117898105|XP_034663178.1|DSUB
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC117896963|XP_034661399.1|DSUB
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC117899629|XP_034665675.1|DSUB, LOC117899628|XP_034665674.1|DSUB
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC117903094|XP_034670793.1|DSUB, LOC117893638|XP_034656216.1|DSUB, LOC117895513|XP_034659103.1|DSUB
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC117902054|XP_034669016.1|DSUB, LOC117902053|XP_034669015.1|DSUB
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC117892369|XP_034654470.1|DSUB, LOC117897806|XP_034662746.1|DSUB, LOC117892370|XP_034654471.1|DSUB, LOC117892371|XP_034654472.1|DSUB
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC117903826|XP_034672167.1|DSUB, LOC117893442|XP_034655952.1|DSUB
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC117896039|XP_034659939.1|DSUB, LOC117903153|XP_034670880.1|DSUB, LOC117892802|XP_034655080.1|DSUB
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC117902689|XP_034670122.1|DSUB
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC117900283|XP_034666524.1|DSUB
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC117903700|XP_034671934.1|DSUB
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC117891419|XP_034652776.1|DSUB, LOC117891421|XP_034652782.1|DSUB
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC117892089|XP_034653972.1|DSUB
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC117897362|XP_034662037.1|DSUB, LOC117893373|XP_034655858.1|DSUB, LOC117893370|XP_034655854.1|DSUB
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC117902524|XP_034669842.1|DSUB, LOC117893237|XP_034655685.1|DSUB
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC117901631|XP_034668352.1|DSUB, LOC117901458|XP_034668103.1|DSUB
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC117900705|XP_034667050.1|DSUB
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC117903572|XP_034671683.1|DSUB
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC117903679|XP_034671912.1|DSUB
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC117903533|XP_034671607.1|DSUB
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC117899073|XP_034664733.1|DSUB, LOC117902105|XP_034669101.1|DSUB, LOC117899074|XP_034664734.1|DSUB
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC117897461|XP_034662199.1|DSUB, LOC117897459|XP_034662196.1|DSUB
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC117898353|XP_034663577.1|DSUB
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC117892626|XP_034654869.1|DSUB, LOC117890559|XP_034651381.1|DSUB, LOC117902404|XP_034669634.1|DSUB, LOC117890560|XP_034651383.1|DSUB
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC117897524|XP_034662333.1|DSUB, LOC117899743|XP_034665878.1|DSUB
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC117891542|XP_034652943.1|DSUB
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC117892650|XP_034654900.1|DSUB
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC117894457|XP_034657448.1|DSUB
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC117891422|XP_034652783.1|DSUB
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC117903453|XP_034671383.1|DSUB
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC117899353|XP_034665213.1|DSUB
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC117902050|XP_034669007.1|DSUB, LOC117902051|XP_034669009.1|DSUB
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC117894820|XP_034657957.1|DSUB, LOC117891467|XP_034652841.1|DSUB
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC117899660|XP_034665738.1|DSUB, LOC117889853|XP_034650243.1|DSUB, LOC117897226|XP_034661836.1|DSUB
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC117893454|XP_034655963.1|DSUB, LOC117894475|XP_034657467.1|DSUB, LOC117894422|XP_034657356.1|DSUB
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC117893717|XP_034656300.1|DSUB, LOC117893707|XP_034656288.1|DSUB, LOC117893725|XP_034656330.1|DSUB, LOC117893723|XP_034656314.1|DSUB, LOC117893695|XP_034656278.1|DSUB, LOC117893464|XP_034655973.1|DSUB, LOC117903137|XP_034670864.1|DSUB
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC117903707|XP_034671944.1|DSUB
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC117901817|XP_034668626.1|DSUB, LOC117903706|XP_034671943.1|DSUB
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC117890214|XP_034650838.1|DSUB, LOC117901281|XP_034667866.1|DSUB, LOC117901280|XP_034667865.1|DSUB, LOC117901278|XP_034667863.1|DSUB, LOC117901279|XP_034667864.1|DSUB
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC117890158|XP_034650742.1|DSUB, LOC117890159|XP_034650743.1|DSUB, LOC117891110|XP_034652196.1|DSUB
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC117895237|XP_034658637.1|DSUB, LOC117894831|XP_034657969.1|DSUB, LOC117893410|XP_034655912.1|DSUB
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC117890072|XP_034650606.1|DSUB, LOC117896647|XP_034660985.1|DSUB, LOC117890071|XP_034650602.1|DSUB
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC117891442|XP_034652809.1|DSUB
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC117898903|XP_034664476.1|DSUB, LOC117898912|XP_034664492.1|DSUB, LOC117898830|XP_034664388.1|DSUB
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC117894469|XP_034657462.1|DSUB, LOC117894471|XP_034657463.1|DSUB, LOC117894465|XP_034657457.1|DSUB
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC117897416|XP_034662134.1|DSUB, LOC117897491|XP_034662273.1|DSUB, LOC117900534|XP_034666824.1|DSUB
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC117897556|XP_034662377.1|DSUB, LOC117897557|XP_034662378.1|DSUB
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC117897685|XP_034662587.1|DSUB
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC117890665|XP_034651529.1|DSUB, LOC117890667|XP_034651534.1|DSUB, LOC117890666|XP_034651533.1|DSUB, LOC117889710|XP_034650021.1|DSUB
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC117896096|XP_034660038.1|DSUB, LOC117890389|XP_034651084.1|DSUB, LOC117890309|XP_034650979.1|DSUB
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC117898998|XP_034664634.1|DSUB, LOC117897951|XP_034662941.1|DSUB, LOC117897979|XP_034662982.1|DSUB
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC117897782|XP_034662722.1|DSUB, LOC117899536|XP_034665501.1|DSUB, LOC117899535|XP_034665500.1|DSUB
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC117894420|XP_034657334.1|DSUB, LOC117901154|XP_034667695.1|DSUB, LOC117901600|XP_034668303.1|DSUB, LOC117898442|XP_034663742.1|DSUB
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC117890299|XP_034650958.1|DSUB
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC117898995|XP_034664629.1|DSUB
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC117901476|XP_034668131.1|DSUB, LOC117901835|XP_034668659.1|DSUB
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC117897153|XP_034661716.1|DSUB, LOC117899781|XP_034665945.1|DSUB, LOC117896736|XP_034661093.1|DSUB
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC117898140|XP_034663227.1|DSUB, LOC117898079|XP_034663148.1|DSUB, LOC117896971|XP_034661411.1|DSUB
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC117895119|XP_034658415.1|DSUB, LOC117893998|XP_034656704.1|DSUB
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC117891855|XP_034653504.1|DSUB
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC117893203|XP_034655609.1|DSUB, LOC117894335|XP_034657211.1|DSUB, LOC117894068|XP_034656812.1|DSUB
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC117895787|XP_034659578.1|DSUB, LOC117895788|XP_034659581.1|DSUB, LOC117891015|XP_034652064.1|DSUB
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC117902817|XP_034670334.1|DSUB, LOC117902816|XP_034670333.1|DSUB, LOC117902808|XP_034670321.1|DSUB
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC117899953|XP_034665998.1|DSUB, LOC117901011|XP_034667501.1|DSUB, LOC117899954|XP_034665999.1|DSUB
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC117889574|XP_034649867.1|DSUB, LOC117891605|XP_034653029.1|DSUB, LOC117895670|XP_034659382.1|DSUB
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC117892508|XP_034654680.1|DSUB
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC117892112|XP_034654018.1|DSUB, LOC117889703|XP_034650012.1|DSUB
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC117891414|XP_034652753.1|DSUB
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC117901943|XP_034668806.1|DSUB, LOC117901942|XP_034668804.1|DSUB
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC117890687|XP_034651565.1|DSUB
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC117891068|XP_034652133.1|DSUB
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC117895467|XP_034659036.1|DSUB, LOC117895458|XP_034659025.1|DSUB, LOC117897476|XP_034662222.1|DSUB
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC117897150|XP_034661713.1|DSUB, LOC117897149|XP_034661712.1|DSUB
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC117897967|XP_034662968.1|DSUB, LOC117897965|XP_034662964.1|DSUB
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC117897858|XP_034662822.1|DSUB
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC117896391|XP_034660587.1|DSUB
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC117889749|XP_034650086.1|DSUB
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC117901722|XP_034668491.1|DSUB, LOC117892475|XP_034654618.1|DSUB, LOC117890210|XP_034650833.1|DSUB
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC117894425|XP_034657359.1|DSUB
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC117902907|XP_034670356.1|DSUB
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC117897047|XP_034661520.1|DSUB, LOC117896112|XP_034660057.1|DSUB, LOC117900285|XP_034666487.1|DSUB, LOC117897831|XP_034662784.1|DSUB
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC117895153|XP_034658481.1|DSUB, LOC117895154|XP_034658482.1|DSUB
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC117894260|XP_034657106.1|DSUB, LOC117894259|XP_034657105.1|DSUB, LOC117894258|XP_034657103.1|DSUB
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC117892940|XP_034655154.1|DSUB, LOC117903259|XP_034671053.1|DSUB, LOC117891142|XP_034652252.1|DSUB
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC117890397|XP_034651092.1|DSUB
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC117899378|XP_034665251.1|DSUB
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC117901497|XP_034668157.1|DSUB
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC117900139|XP_034666258.1|DSUB
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC117890597|XP_034651425.1|DSUB
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC117892637|XP_034654883.1|DSUB
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC117893602|XP_034656168.1|DSUB
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC117899048|XP_034664699.1|DSUB, LOC117901007|XP_034667495.1|DSUB, LOC117897909|XP_034662878.1|DSUB
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC117900007|XP_034666081.1|DSUB
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC117903073|XP_034670731.1|DSUB
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC117891911|XP_034653625.1|DSUB, LOC117899255|XP_034665033.1|DSUB
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC117900574|XP_034666875.1|DSUB, LOC117893706|XP_034656284.1|DSUB, LOC117903336|XP_034671174.1|DSUB
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC117899483|XP_034665406.1|DSUB, LOC117899485|XP_034665414.1|DSUB, LOC117899484|XP_034665411.1|DSUB
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC117902948|XP_034670460.1|DSUB
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC117901488|XP_034668147.1|DSUB
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC117893650|XP_034656231.1|DSUB, LOC117893651|XP_034656232.1|DSUB
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC117895039|XP_034658304.1|DSUB, LOC117891866|XP_034653524.1|DSUB, LOC117901481|XP_034668141.1|DSUB
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC117902603|XP_034670006.1|DSUB, LOC117899347|XP_034665190.1|DSUB, LOC117899348|XP_034665191.1|DSUB
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC117893182|XP_034655566.1|DSUB
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC117891461|XP_034652835.1|DSUB, LOC117903110|XP_034670827.1|DSUB
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC117897347|XP_034662011.1|DSUB
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC117898551|XP_034663922.1|DSUB
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC117891914|XP_034653628.1|DSUB, LOC117890945|XP_034651974.1|DSUB
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC117897526|XP_034662335.1|DSUB, LOC117896202|XP_034660220.1|DSUB, LOC117894299|XP_034657159.1|DSUB
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC117900135|XP_034666252.1|DSUB
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC117901246|XP_034667813.1|DSUB
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC117900261|XP_034666457.1|DSUB, LOC117901190|XP_034667733.1|DSUB
OG0000315	LOC118463867|XP_035786677.1|AALB	LOC117902252|XP_034669401.1|DSUB
OG0000320	LOC118456587|XP_035773377.1|AALB	LOC117897732|XP_034662652.1|DSUB, LOC117901401|XP_034668026.1|DSUB, LOC117896806|XP_034661201.1|DSUB
OG0000321	LOC118459417|XP_035778651.1|AALB, LOC118459416|XP_035778650.1|AALB	LOC117902136|XP_034669161.1|DSUB, LOC117902137|XP_034669163.1|DSUB
OG0000322	LOC118456404|XP_035773000.1|AALB	LOC117902919|XP_034670389.1|DSUB, LOC117903109|XP_034670826.1|DSUB
OG0000323	LOC118462892|XP_035784878.1|AALB	LOC117902100|XP_034669095.1|DSUB, LOC117897035|XP_034661505.1|DSUB, LOC117897036|XP_034661507.1|DSUB
OG0000324	LOC118465270|XP_035789193.1|AALB	LOC117890823|XP_034651787.1|DSUB
OG0000325	LOC118465329|XP_035789367.1|AALB, LOC118465002|XP_035788742.1|AALB	LOC117894659|XP_034657724.1|DSUB, LOC117894477|XP_034657469.1|DSUB
OG0000331	LOC118464485|XP_035787804.1|AALB	LOC117900988|XP_034667475.1|DSUB, LOC117901925|XP_034668785.1|DSUB, LOC117901773|XP_034668564.1|DSUB, LOC117901226|XP_034667788.1|DSUB, LOC117900858|XP_034667269.1|DSUB
OG0000332	LOC118463774|XP_035786480.1|AALB	LOC117903681|XP_034671910.1|DSUB, LOC117898137|XP_034663222.1|DSUB
OG0000332	LOC118461988|XP_035783816.1|AALB	LOC117903192|XP_034670967.1|DSUB
OG0000333	LOC118464564|XP_035787897.1|AALB, LOC118464859|XP_035788465.1|AALB, LOC118463099|XP_035785289.1|AALB	LOC117894230|XP_034657037.1|DSUB
OG0000334	LOC118457873|XP_035775680.1|AALB	LOC117892029|XP_034653843.1|DSUB, LOC117890520|XP_034651317.1|DSUB
OG0000335	LOC118468636|XP_035795547.1|AALB, LOC118457173|XP_035774397.1|AALB	LOC117902271|XP_034669423.1|DSUB, LOC117902269|XP_034669419.1|DSUB
OG0000338	LOC118466362|XP_035791438.1|AALB	LOC117895578|XP_034659190.1|DSUB
OG0000338	LOC118465322|XP_035789343.1|AALB	LOC117892357|XP_034654454.1|DSUB
OG0000340	LOC118456636|XP_035773462.1|AALB	LOC117892636|XP_034654879.1|DSUB
OG0000342	LOC118461248|XP_035782256.1|AALB	LOC117900549|XP_034666847.1|DSUB, LOC117890304|XP_034650969.1|DSUB
OG0000343	LOC118458584|XP_035777137.1|AALB	LOC117897637|XP_034662502.1|DSUB
OG0000343	LOC118458582|XP_035777135.1|AALB, LOC118458583|XP_035777136.1|AALB	LOC117897684|XP_034662586.1|DSUB
OG0000344	LOC118461620|XP_035783058.1|AALB, LOC118461619|XP_035783056.1|AALB, LOC118461618|XP_035783054.1|AALB	LOC117890222|XP_034650850.1|DSUB, LOC117896300|XP_034660413.1|DSUB
