Orthogroup	AALB.longest_only	DSEC.longest_only
OG0000132	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB	LOC6617718|XP_002042030.1|DSEC, LOC6617717|XP_032583024.1|DSEC, LOC6616627|XP_002040984.1|DSEC
OG0000134	LOC118464308|XP_035787537.1|AALB	LOC6606359|XP_002031164.1|DSEC
OG0000134	LOC118458491|XP_035776937.1|AALB	LOC6618549|XP_002042812.1|DSEC, LOC6617368|XP_002041693.2|DSEC, LOC6612060|XP_002036577.1|DSEC
OG0000134	LOC118456592|XP_035773383.1|AALB	LOC6610651|XP_032574531.1|DSEC
OG0000136	LOC118468175|XP_035794891.1|AALB	LOC116802024|XP_032580777.1|DSEC
OG0000137	LOC118459373|XP_035778562.1|AALB	LOC6614052|XP_002038506.1|DSEC
OG0000137	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB	LOC6611072|XP_032575266.1|DSEC
OG0000137	LOC118466212|XP_035791127.1|AALB	LOC6612250|XP_002036762.1|DSEC
OG0000140	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB	LOC6617144|XP_002041471.1|DSEC
OG0000141	LOC118467705|XP_035794382.1|AALB	LOC6604893|XP_002029738.1|DSEC, LOC6604891|XP_002029736.2|DSEC, LOC6604890|XP_032573338.1|DSEC, LOC6604889|XP_002029734.1|DSEC
OG0000142	LOC118468696|XP_035795705.1|AALB	LOC6607750|XP_002032513.1|DSEC
OG0000142	LOC118462517|XP_035784278.1|AALB	LOC6620133|XP_032573236.1|DSEC
OG0000142	LOC118457471|XP_035774992.1|AALB	LOC6619853|XP_032582718.1|DSEC
OG0000143	LOC118467175|XP_035793250.1|AALB	LOC6618331|XP_002042603.1|DSEC
OG0000143	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB	LOC6618330|XP_002042602.2|DSEC
OG0000144	LOC118461471|XP_035782710.1|AALB	LOC6606328|XP_032577860.1|DSEC
OG0000144	LOC118456472|XP_035773156.1|AALB	LOC6618538|XP_032581282.1|DSEC
OG0000144	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB	LOC116801758|XP_032578980.1|DSEC
OG0000145	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB	LOC6617502|XP_002041819.1|DSEC, LOC6614379|XP_002038818.2|DSEC, LOC6614378|XP_002038817.1|DSEC
OG0000147	LOC118459781|XP_035779391.1|AALB	LOC6617770|XP_002042082.2|DSEC
OG0000147	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB	LOC6614099|XP_002038553.1|DSEC, LOC6614098|XP_002038552.1|DSEC
OG0000148	LOC118467812|XP_035794580.1|AALB	LOC6613247|XP_002037724.1|DSEC
OG0000148	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB	LOC6611775|XP_002036298.2|DSEC
OG0000149	LOC118458020|XP_035776018.1|AALB	LOC6611540|XP_002036079.1|DSEC, LOC6615127|XP_002039543.1|DSEC
OG0000152	LOC118457944|XP_035775851.1|AALB	LOC6612643|XP_002037147.1|DSEC, LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC
OG0000153	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB	LOC6606423|XP_002031227.2|DSEC, LOC6606426|XP_002031230.1|DSEC, LOC6606425|XP_002031229.1|DSEC
OG0000154	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB	LOC6607513|XP_002032282.1|DSEC, LOC6607514|XP_002032283.1|DSEC, LOC116801047|XP_032574342.1|DSEC
OG0000157	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC, LOC6608224|XP_002032968.1|DSEC
OG0000158	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB	LOC6610036|XP_032573098.1|DSEC, LOC6611107|XP_002035664.1|DSEC, LOC6611108|XP_002035665.1|DSEC
OG0000159	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB	LOC6616610|XP_032574184.1|DSEC
OG0000159	LOC118467615|XP_035794210.1|AALB	LOC6606142|XP_002030950.2|DSEC, LOC6605765|XP_032574363.1|DSEC
OG0000160	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC, LOC6607327|XP_002032100.1|DSEC
OG0000162	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB	LOC6605516|XP_002030349.2|DSEC, LOC6610476|XP_002035056.1|DSEC, LOC6619323|XP_032583608.1|DSEC, LOC6613397|XP_032571753.1|DSEC
OG0000163	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB	LOC6610128|XP_002034738.1|DSEC, LOC6617317|XP_002041643.1|DSEC, LOC6618563|XP_032581479.1|DSEC
OG0000165	LOC118466108|XP_035790926.1|AALB	LOC6620714|XP_032582343.1|DSEC, LOC116802276|XP_032582094.1|DSEC, LOC6620713|XP_032582090.1|DSEC, LOC6620671|XP_032582971.1|DSEC, LOC6621242|XP_032582978.1|DSEC, LOC116802010|XP_032580739.1|DSEC, LOC116802278|XP_032582104.1|DSEC, LOC116802277|XP_032582101.1|DSEC, LOC116802311|XP_032582334.1|DSEC, LOC6620673|XP_032580743.1|DSEC, LOC116803148|XP_032582983.1|DSEC, LOC6620679|XP_032582967.1|DSEC, LOC6620675|XP_032582975.1|DSEC, LOC116802310|XP_032582330.1|DSEC, LOC6621252|XP_032582098.1|DSEC, LOC116803228|XP_032582996.1|DSEC, LOC116802085|XP_032581076.1|DSEC, LOC116802086|XP_032581079.1|DSEC, LOC116802089|XP_032581083.1|DSEC, LOC116803145|XP_032582964.1|DSEC, LOC116802083|XP_032581073.1|DSEC, LOC6620677|XP_032580749.1|DSEC, LOC116802088|XP_032581081.1|DSEC, LOC6621196|XP_032582327.1|DSEC, LOC6620668|XP_032582339.1|DSEC, LOC116802312|XP_032582346.1|DSEC, LOC116803153|XP_032582989.1|DSEC, LOC116802012|XP_032580746.1|DSEC, LOC6620712|XP_032582747.1|DSEC, LOC116802279|XP_032582108.1|DSEC, LOC6610879|XP_002035442.1|DSEC, LOC6610821|XP_002035387.2|DSEC
OG0000166	LOC118467357|XP_035793649.1|AALB	LOC6615293|XP_032571732.1|DSEC
OG0000166	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB	LOC6615296|XP_002039700.1|DSEC, LOC6615295|XP_032571736.1|DSEC
OG0000169	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB	LOC6607673|XP_002032438.1|DSEC
OG0000170	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB	LOC6614532|XP_032581872.1|DSEC, LOC6614533|XP_002038964.1|DSEC
OG0000171	LOC118461368|XP_035782508.1|AALB	LOC6611249|XP_002035804.2|DSEC
OG0000171	LOC118460225|XP_035780245.1|AALB	LOC6611860|XP_032571700.1|DSEC
OG0000171	LOC118458772|XP_035777465.1|AALB	LOC6614984|XP_032581050.1|DSEC
OG0000172	LOC118466457|XP_035791698.1|AALB	LOC6610559|XP_032573638.1|DSEC
OG0000173	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB	LOC6615573|XP_002039947.1|DSEC, LOC6615570|XP_002039944.1|DSEC
OG0000174	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB	LOC6607969|XP_002032717.1|DSEC, LOC6611784|XP_002036307.2|DSEC, LOC6608905|XP_002033619.1|DSEC
OG0000175	LOC118460779|XP_035781277.1|AALB	LOC6606829|XP_002031626.1|DSEC
OG0000175	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB	LOC6616988|XP_032576933.1|DSEC, LOC116801444|XP_032576940.1|DSEC
OG0000177	LOC118460956|XP_035781628.1|AALB	LOC6617917|XP_002042225.1|DSEC
OG0000177	LOC118460236|XP_035780283.1|AALB	LOC6618757|XP_032577150.1|DSEC
OG0000179	LOC118467687|XP_035794354.1|AALB	LOC6608403|XP_002033137.1|DSEC, LOC6608799|XP_032571878.1|DSEC
OG0000179	LOC118464344|XP_035787555.1|AALB	LOC6611312|XP_032580358.1|DSEC
OG0000181	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB	LOC6617173|XP_002041500.1|DSEC, LOC6617080|XP_032578695.1|DSEC
OG0000182	LOC118460396|XP_035780566.1|AALB	LOC6613999|XP_002038453.1|DSEC
OG0000182	LOC118460395|XP_035780565.1|AALB	LOC6613997|XP_002038451.1|DSEC, LOC6613996|XP_002038450.1|DSEC
OG0000183	LOC118466280|XP_035791250.1|AALB	LOC6615946|XP_002040313.1|DSEC, LOC6612635|XP_032578536.1|DSEC, LOC6611040|XP_002035597.1|DSEC, LOC6605020|XP_032574269.1|DSEC
OG0000184	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB	LOC6611551|XP_002036090.1|DSEC, LOC6611552|XP_002036091.1|DSEC
OG0000185	LOC118463262|XP_035785626.1|AALB	LOC6613288|XP_002037765.1|DSEC, LOC6608086|XP_002032834.1|DSEC, LOC6616972|XP_002041300.1|DSEC, LOC6608087|XP_002032835.1|DSEC
OG0000186	LOC118464881|XP_035788517.1|AALB	LOC6617595|XP_002041908.2|DSEC, LOC6617596|XP_002041909.2|DSEC
OG0000188	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB	LOC116801748|XP_032578907.1|DSEC, LOC6606914|XP_032578900.1|DSEC, LOC6620216|XP_002044428.1|DSEC, LOC6620728|XP_002044931.1|DSEC
OG0000189	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB	LOC6613176|XP_032572813.1|DSEC
OG0000189	LOC118456554|XP_035773316.1|AALB	LOC6615871|XP_032582589.1|DSEC
OG0000190	LOC118468983|XP_035796273.1|AALB	LOC6618556|XP_032580997.1|DSEC
OG0000191	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB	LOC6607904|XP_032572194.1|DSEC, LOC6620685|XP_032572182.1|DSEC, LOC6607905|XP_002032659.1|DSEC
OG0000191	LOC118458838|XP_035777632.1|AALB	LOC6609733|XP_002034390.1|DSEC
OG0000192	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB	LOC6606781|XP_002031578.1|DSEC, LOC116801164|XP_032575057.1|DSEC, LOC6605538|XP_032575108.1|DSEC
OG0000193	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB	LOC6621140|XP_002045319.2|DSEC, LOC6621139|XP_002045318.1|DSEC, LOC6610522|XP_032574065.1|DSEC
OG0000196	LOC118457422|XP_035774896.1|AALB	LOC6614461|XP_002038894.2|DSEC, LOC6614454|XP_032582924.1|DSEC
OG0000196	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB	LOC6614466|XP_032581059.1|DSEC
OG0000197	LOC118457771|XP_035775491.1|AALB	LOC6619577|XP_032582069.1|DSEC
OG0000197	LOC118457770|XP_035775490.1|AALB	LOC6619569|XP_032582071.1|DSEC
OG0000197	LOC118457772|XP_035775494.1|AALB	LOC6619566|XP_032582068.1|DSEC
OG0000200	LOC118466489|XP_035791784.1|AALB	LOC6612681|XP_032579275.1|DSEC, LOC6612680|XP_032579278.1|DSEC, LOC6612682|XP_002037185.1|DSEC
OG0000201	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB	LOC6607520|XP_002032289.1|DSEC, LOC6607523|XP_002032292.1|DSEC
OG0000202	LOC118457260|XP_035774542.1|AALB	LOC6616638|XP_002040995.1|DSEC
OG0000203	LOC118456278|XP_035772784.1|AALB	LOC6609606|XP_002034283.1|DSEC, LOC6609604|XP_002034281.1|DSEC, LOC6609605|XP_032573047.1|DSEC
OG0000205	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB	LOC6606243|XP_002031051.1|DSEC, LOC6613712|XP_002038182.1|DSEC
OG0000206	LOC118465519|XP_035789735.1|AALB	LOC6618925|XP_002043173.2|DSEC
OG0000206	LOC118465019|XP_035788769.1|AALB	LOC6618924|XP_002043172.1|DSEC
OG0000207	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB	LOC6605449|XP_032575275.1|DSEC
OG0000209	LOC118460662|XP_035781022.1|AALB	LOC6611590|XP_032583617.1|DSEC, LOC6611643|XP_002036179.2|DSEC, LOC116800216|XP_032569943.1|DSEC, LOC6611545|XP_032578776.1|DSEC, LOC6607907|XP_002032661.1|DSEC
OG0000210	LOC118463100|XP_035785291.1|AALB	LOC6615691|XP_032570062.1|DSEC, LOC6617415|XP_002041740.2|DSEC, LOC6620262|XP_032580152.1|DSEC
OG0000211	LOC118468773|XP_035795848.1|AALB	LOC6606657|XP_002031457.2|DSEC
OG0000212	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB	LOC6611554|XP_002036093.1|DSEC, LOC6611553|XP_032574213.1|DSEC, LOC6613648|XP_032583319.1|DSEC
OG0000213	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB	LOC6619398|XP_002043613.2|DSEC, LOC6620526|XP_002044729.2|DSEC
OG0000214	LOC118467672|XP_035794321.1|AALB	LOC6617468|XP_032580865.1|DSEC, LOC6609261|XP_002033951.1|DSEC, LOC6617048|XP_002041376.2|DSEC
OG0000215	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB	LOC6616526|XP_002040885.2|DSEC, LOC6616528|XP_002040887.1|DSEC, LOC6616523|XP_002040882.1|DSEC
OG0000216	LOC118457270|XP_035774557.1|AALB	LOC6605083|XP_002029924.1|DSEC, LOC6620231|XP_002044424.1|DSEC
OG0000217	LOC118458201|XP_035776338.1|AALB	LOC6612474|XP_032582439.1|DSEC
OG0000217	LOC118467404|XP_035793771.1|AALB	LOC6612473|XP_002036981.1|DSEC
OG0000218	LOC118461977|XP_035783797.1|AALB	LOC6613231|XP_032583530.1|DSEC, LOC6613234|XP_002037711.1|DSEC, LOC6613233|XP_032583317.1|DSEC
OG0000219	LOC118464108|XP_035787088.1|AALB	LOC6607929|XP_002032679.2|DSEC, LOC6607926|XP_032570999.1|DSEC, LOC6607930|XP_002032680.1|DSEC, LOC116803469|XP_032583063.1|DSEC, LOC116803565|XP_032583269.1|DSEC, LOC116802598|XP_032582914.1|DSEC, LOC6621381|XP_002045544.2|DSEC, LOC6620912|XP_002045110.1|DSEC
OG0000220	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB	LOC6604973|XP_002029816.1|DSEC, LOC6604977|XP_002029820.1|DSEC, LOC6604975|XP_002029818.1|DSEC
OG0000221	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB	LOC6608912|XP_002033626.1|DSEC, LOC6606431|XP_002031235.1|DSEC, LOC6608913|XP_002033627.1|DSEC
OG0000224	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB	LOC6618874|XP_032572018.1|DSEC
OG0000225	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB	LOC116801546|XP_032577762.1|DSEC, LOC6607740|XP_032578096.1|DSEC, LOC6607739|XP_002032502.2|DSEC
OG0000226	LOC118466994|XP_035792810.1|AALB	LOC6605101|XP_032574461.1|DSEC, LOC6605103|XP_002029944.1|DSEC, LOC6605107|XP_002029948.2|DSEC
OG0000228	LOC118460769|XP_035781258.1|AALB	LOC6620611|XP_002044814.1|DSEC, LOC6613926|XP_002038391.1|DSEC, LOC6615205|XP_002039615.1|DSEC, LOC6611369|XP_032577317.1|DSEC
OG0000229	LOC118457114|XP_035774307.1|AALB	LOC6617174|XP_032576428.1|DSEC
OG0000229	LOC118463085|XP_035785251.1|AALB	LOC6620074|XP_032576444.1|DSEC
OG0000230	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB	LOC6609376|XP_032570615.1|DSEC, LOC6609375|XP_002034064.1|DSEC
OG0000232	LOC118467581|XP_035794123.1|AALB	LOC6616911|XP_002041241.2|DSEC, LOC6607884|XP_002032638.1|DSEC, LOC6607883|XP_002032637.1|DSEC
OG0000233	LOC118460317|XP_035780420.1|AALB	LOC6612753|XP_002037256.1|DSEC, LOC6612990|XP_002037481.1|DSEC, LOC6619547|XP_032577859.1|DSEC
OG0000235	LOC118459904|XP_035779626.1|AALB	LOC6619526|XP_002043741.1|DSEC, LOC6619525|XP_002043740.1|DSEC, LOC6619524|XP_032579041.1|DSEC
OG0000236	LOC118461174|XP_035782077.1|AALB	LOC116802520|XP_032582872.1|DSEC, LOC6617288|XP_002041615.1|DSEC, LOC6613510|XP_002037978.1|DSEC, LOC116802334|XP_032582506.1|DSEC
OG0000237	LOC118467602|XP_035794187.1|AALB	LOC6607888|XP_032571657.1|DSEC
OG0000237	LOC118465408|XP_035789523.1|AALB	LOC116801022|XP_032574118.1|DSEC, LOC116801668|XP_032578506.1|DSEC
OG0000238	LOC118456455|XP_035773124.1|AALB	LOC6618205|XP_032569938.1|DSEC, LOC6618202|XP_032569935.1|DSEC, LOC6618204|XP_032569942.1|DSEC
OG0000239	LOC118461994|XP_035783823.1|AALB	LOC6606897|XP_002031691.1|DSEC, LOC6614181|XP_002038628.1|DSEC
OG0000240	LOC118463527|XP_035786029.1|AALB	LOC6606730|XP_002031527.1|DSEC, LOC6606727|XP_032578227.1|DSEC, LOC6614122|XP_032577114.1|DSEC
OG0000241	LOC118467489|XP_035793934.1|AALB	LOC6605790|XP_002030605.2|DSEC
OG0000246	LOC118462724|XP_035784561.1|AALB	LOC6609546|XP_002034229.1|DSEC
OG0000247	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB	LOC6605413|XP_002030246.1|DSEC, LOC6605412|XP_002030245.1|DSEC
OG0000248	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB	LOC6606123|XP_032574515.1|DSEC, LOC6606122|XP_002030930.1|DSEC, LOC6609187|XP_002033878.1|DSEC
OG0000249	LOC118468915|XP_035796116.1|AALB	LOC6611637|XP_002036173.1|DSEC, LOC6611638|XP_002036174.1|DSEC, LOC6611639|XP_002036175.1|DSEC
OG0000250	LOC118460851|XP_035781447.1|AALB	LOC6617782|XP_002042094.1|DSEC, LOC6617785|XP_002042097.1|DSEC, LOC6617783|XP_002042095.1|DSEC
OG0000251	LOC118459610|XP_035779060.1|AALB	LOC6615000|XP_002039417.1|DSEC, LOC6618809|XP_002043058.1|DSEC, LOC116800930|XP_032573534.1|DSEC
OG0000255	LOC118463358|XP_035785766.1|AALB	LOC6608778|XP_002033499.2|DSEC
OG0000256	LOC118461961|XP_035783759.1|AALB	LOC6609857|XP_002034508.1|DSEC, LOC6609859|XP_032571439.1|DSEC
OG0000257	LOC118467824|XP_035794606.1|AALB	LOC6615780|XP_002040150.1|DSEC
OG0000261	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB	LOC6613465|XP_002037935.1|DSEC, LOC6613466|XP_002037936.1|DSEC
OG0000262	LOC118465598|XP_035789861.1|AALB	LOC6608925|XP_002033639.1|DSEC
OG0000263	LOC118457627|XP_035775237.1|AALB	LOC6608824|XP_032571617.1|DSEC
OG0000264	LOC118456946|XP_035774010.1|AALB	LOC6617954|XP_002042262.1|DSEC, LOC6617953|XP_002042261.1|DSEC, LOC6612937|XP_032579187.1|DSEC
OG0000267	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB	LOC6612864|XP_002037356.1|DSEC, LOC6612863|XP_002037355.1|DSEC
OG0000268	LOC118456155|XP_035772568.1|AALB	LOC6614051|XP_002038505.1|DSEC, LOC6614050|XP_002038504.1|DSEC
OG0000269	LOC118460732|XP_035781182.1|AALB	LOC6607559|XP_002032328.1|DSEC
OG0000269	LOC118463979|XP_035786884.1|AALB	LOC6607723|XP_002032486.1|DSEC
OG0000270	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB	LOC6615751|XP_002040122.1|DSEC
OG0000271	LOC118457742|XP_035775447.1|AALB	LOC6613578|XP_032578943.1|DSEC, LOC116800658|XP_032572709.1|DSEC, LOC6609268|XP_002033958.1|DSEC
OG0000272	LOC118459704|XP_035779240.1|AALB	LOC6611183|XP_032573856.1|DSEC
OG0000272	LOC118458822|XP_035777589.1|AALB	LOC6620280|XP_032579864.1|DSEC
OG0000273	LOC118459186|XP_035778237.1|AALB	LOC6606210|XP_002031018.2|DSEC, LOC6612030|XP_002036547.1|DSEC, LOC6614319|XP_002038759.1|DSEC
OG0000279	LOC118457535|XP_035775080.1|AALB	LOC6604910|XP_002029753.1|DSEC, LOC6604911|XP_032574877.1|DSEC
OG0000280	LOC118465406|XP_035789520.1|AALB	LOC6619354|XP_002043571.1|DSEC, LOC6619353|XP_002043570.2|DSEC, LOC6619355|XP_002043572.1|DSEC
OG0000281	LOC118463033|XP_035785169.1|AALB	LOC6611035|XP_032575639.1|DSEC, LOC6615104|XP_002039520.1|DSEC, LOC6614954|XP_032581509.1|DSEC
OG0000282	LOC118459742|XP_035779312.1|AALB	LOC6610701|XP_032574233.1|DSEC
OG0000283	LOC118456993|XP_035774101.1|AALB	LOC6608719|XP_032570257.1|DSEC
OG0000283	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB	LOC6617122|XP_002041449.2|DSEC
OG0000284	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB	LOC6613652|XP_002038122.1|DSEC
OG0000284	LOC118456325|XP_035772869.1|AALB	LOC6613664|XP_032583146.1|DSEC
OG0000285	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB	LOC6609870|XP_002034521.2|DSEC
OG0000292	LOC118458193|XP_035776331.1|AALB	LOC6609635|XP_002034312.1|DSEC
OG0000292	LOC118466086|XP_035790881.1|AALB	LOC6605497|XP_002030330.1|DSEC
OG0000293	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB	LOC6607604|XP_002032372.1|DSEC, LOC6612064|XP_002036581.1|DSEC, LOC6620991|XP_002045184.1|DSEC
OG0000294	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB	LOC6613668|XP_002038138.2|DSEC
OG0000294	LOC118461686|XP_035783177.1|AALB	LOC6620300|XP_032582665.1|DSEC
OG0000295	LOC118456232|XP_035772707.1|AALB	LOC6609203|XP_002033894.1|DSEC, LOC116800418|XP_032571134.1|DSEC
OG0000296	LOC118459752|XP_035779338.1|AALB	LOC6619330|XP_002043547.1|DSEC, LOC6610164|XP_002034772.1|DSEC, LOC6616192|XP_032581563.1|DSEC
OG0000299	LOC118456482|XP_035773190.1|AALB	LOC6606549|XP_032576666.1|DSEC, LOC6621501|XP_032577051.1|DSEC, LOC6606551|XP_032577050.1|DSEC
OG0000301	LOC118468533|XP_035795304.1|AALB	LOC6619473|XP_002043688.1|DSEC
OG0000301	LOC118457078|XP_035774254.1|AALB	LOC6611555|XP_002036094.1|DSEC
OG0000302	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB	LOC6616427|XP_002040788.2|DSEC, LOC6616428|XP_002040789.1|DSEC
OG0000303	LOC118456975|XP_035774065.1|AALB	LOC6605333|XP_002030169.1|DSEC, LOC116802177|XP_032581551.1|DSEC, LOC116802266|XP_032582065.1|DSEC
OG0000304	LOC118460759|XP_035781250.1|AALB	LOC6619502|XP_032578323.1|DSEC, LOC6619499|XP_002043715.1|DSEC, LOC6619501|XP_032578324.1|DSEC
OG0000305	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB	LOC6605785|XP_002030600.1|DSEC
OG0000306	LOC118458846|XP_035777654.1|AALB	LOC6615661|XP_002040032.1|DSEC, LOC6615665|XP_032572285.1|DSEC, LOC6617629|XP_002041942.2|DSEC
OG0000307	LOC118467188|XP_035793291.1|AALB	LOC6616654|XP_032578009.1|DSEC
OG0000307	LOC118457716|XP_035775399.1|AALB	LOC6618683|XP_032579262.1|DSEC
OG0000310	LOC118461205|XP_035782150.1|AALB	LOC6618455|XP_002042725.2|DSEC
OG0000311	LOC118457548|XP_035775107.1|AALB	LOC6607488|XP_002032257.2|DSEC, LOC6619218|XP_002043437.1|DSEC, LOC6615141|XP_002039557.1|DSEC
OG0000312	LOC118457910|XP_035775797.1|AALB	LOC6611804|XP_032574685.1|DSEC
OG0000312	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB	LOC6613282|XP_032579441.1|DSEC
OG0000313	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB	LOC6611716|XP_002036249.2|DSEC, LOC6611219|XP_002035775.2|DSEC
OG0000314	LOC118466807|XP_035792471.1|AALB, LOC118466781|XP_035792407.1|AALB, LOC118466792|XP_035792447.1|AALB, LOC118466817|XP_035792502.1|AALB, LOC118461835|XP_035783489.1|AALB, LOC118461837|XP_035783490.1|AALB, LOC118459447|XP_035778733.1|AALB	LOC6613225|XP_002037702.2|DSEC
