Orthogroup	DBUS.longest_only	DBIA.longest_only
OG0000060	LOC108604124|XP_017848902.1|DBUS	LOC108025323|XP_016951236.1|DBIA
OG0000060	LOC108605927|XP_017851236.1|DBUS	LOC108024403|XP_016949804.1|DBIA
OG0000060	LOC108594930|XP_033150017.1|DBUS	LOC108027722|XP_016954764.1|DBIA
OG0000061	LOC108602145|XP_017845670.1|DBUS	LOC108032412|XP_016961721.1|DBIA
OG0000061	LOC108594753|XP_017835384.1|DBUS	LOC108032443|XP_016961757.1|DBIA
OG0000061	LOC108603702|XP_017848228.1|DBUS, LOC108599637|XP_017842101.2|DBUS	LOC108032401|XP_016961711.1|DBIA
OG0000062	LOC108606274|XP_017851741.1|DBUS	LOC108024224|XP_016949584.1|DBIA
OG0000062	LOC108607908|XP_017854511.1|DBUS	LOC108033678|XP_016963623.1|DBIA, LOC108033486|XP_016963314.1|DBIA
OG0000063	LOC108598139|XP_033149614.1|DBUS	LOC108034681|XP_016965111.1|DBIA
OG0000063	LOC108598875|XP_017841124.1|DBUS	LOC108035615|XP_016966791.1|DBIA
OG0000063	LOC108598617|XP_017840805.2|DBUS, LOC108598825|XP_017841064.2|DBUS	LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA
OG0000065	LOC108602948|XP_017846787.1|DBUS	LOC108027234|XP_016954057.1|DBIA
OG0000065	LOC108604232|XP_017849089.1|DBUS, LOC108597099|XP_017838955.1|DBUS	LOC108027236|XP_016954058.1|DBIA, LOC108023319|XP_016948114.1|DBIA, LOC108023329|XP_016948142.1|DBIA, LOC108023328|XP_016948127.1|DBIA
OG0000066	LOC108605823|XP_017851118.1|DBUS	LOC108027312|XP_016954195.1|DBIA, LOC108024442|XP_016949849.1|DBIA
OG0000066	LOC108596039|XP_017836905.1|DBUS	LOC108033498|XP_016963327.1|DBIA
OG0000066	LOC108602400|XP_017846000.1|DBUS	LOC108026077|XP_016952264.1|DBIA
OG0000066	LOC108606855|XP_017852841.1|DBUS	LOC108025758|XP_016951842.1|DBIA
OG0000066	LOC108606023|XP_017851338.1|DBUS	LOC108022830|XP_016947464.1|DBIA
OG0000067	LOC108603517|XP_017847897.1|DBUS	LOC108027215|XP_016954031.1|DBIA
OG0000067	LOC108598960|XP_017841219.2|DBUS	LOC108028025|XP_016955150.1|DBIA
OG0000067	LOC108596347|XP_017837491.1|DBUS	LOC108036631|XP_016968394.1|DBIA
OG0000067	LOC108600356|XP_017843371.2|DBUS	LOC108028052|XP_016955180.1|DBIA
OG0000067	LOC108598075|XP_017840177.1|DBUS	LOC108028075|XP_016955204.1|DBIA
OG0000068	LOC108596576|XP_017837985.1|DBUS	LOC108029590|XP_016957445.1|DBIA
OG0000068	LOC108604996|XP_017850051.2|DBUS	LOC108027565|XP_016954535.1|DBIA
OG0000069	LOC108597146|XP_017839029.1|DBUS	LOC108022204|XP_016946546.1|DBIA
OG0000069	LOC108599348|XP_017841640.2|DBUS	LOC108034211|XP_016964537.1|DBIA
OG0000070	LOC108601128|XP_017844545.1|DBUS, LOC108603861|XP_033149223.1|DBUS	LOC108032380|XP_016961690.1|DBIA, LOC108034332|XP_016964700.1|DBIA
OG0000070	LOC108606170|XP_017851511.2|DBUS	LOC108028712|XP_016956151.1|DBIA
OG0000070	LOC108600264|XP_017843206.1|DBUS	LOC108033786|XP_016963881.1|DBIA
OG0000070	LOC108601682|XP_017845084.1|DBUS	LOC108023296|XP_016948086.1|DBIA
OG0000071	LOC108599237|XP_017841523.1|DBUS	LOC108034500|XP_016964894.1|DBIA
OG0000071	LOC108599153|XP_017841429.1|DBUS	LOC108034394|XP_016964765.1|DBIA
OG0000072	LOC108595719|XP_017836490.1|DBUS	LOC108036662|XP_016968433.1|DBIA
OG0000072	LOC108594812|XP_017835440.1|DBUS	LOC108036290|XP_016967791.1|DBIA
OG0000072	LOC108595671|XP_017836439.1|DBUS	LOC108036249|XP_016967747.1|DBIA
OG0000073	LOC108596382|XP_017837542.1|DBUS	LOC108022685|XP_016947244.1|DBIA
OG0000073	LOC108606257|XP_017851695.1|DBUS	LOC108023361|XP_016948233.1|DBIA
OG0000073	LOC108602957|XP_017846798.1|DBUS	LOC108027157|XP_016953875.1|DBIA
OG0000074	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS	LOC108028307|XP_016955519.1|DBIA
OG0000075	LOC108598567|XP_017840740.2|DBUS	LOC108030338|XP_016958695.1|DBIA
OG0000075	LOC108598547|XP_017840720.1|DBUS	LOC108031173|XP_016959885.1|DBIA
OG0000075	LOC108598795|XP_017841028.2|DBUS	LOC108031227|XP_016959955.1|DBIA
OG0000075	LOC108598386|XP_017840493.1|DBUS	LOC108030349|XP_016958707.1|DBIA
OG0000076	LOC108600032|XP_017842842.1|DBUS	LOC108035061|XP_016965936.1|DBIA
OG0000076	LOC108602295|XP_017845864.1|DBUS	LOC108031057|XP_016959747.1|DBIA, LOC108031198|XP_016959909.1|DBIA
OG0000076	LOC108607277|XP_017853461.1|DBUS	LOC108027529|XP_016954462.1|DBIA
OG0000076	LOC108606263|XP_017851709.1|DBUS	LOC108027531|XP_016954464.1|DBIA
OG0000077	LOC108596705|XP_017838216.1|DBUS	LOC108026696|XP_016953273.1|DBIA
OG0000077	LOC108603705|XP_017848234.1|DBUS	LOC108032098|XP_016961415.1|DBIA
OG0000077	LOC108597238|XP_017839176.1|DBUS	LOC108026817|XP_016953471.1|DBIA
OG0000077	LOC108603566|XP_017847972.1|DBUS	LOC108024645|XP_016950184.1|DBIA
OG0000078	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS	LOC108026559|XP_016952999.1|DBIA
OG0000078	LOC108598842|XP_017841085.1|DBUS	LOC108030890|XP_016959551.1|DBIA
OG0000078	LOC108602138|XP_017845655.1|DBUS	LOC108027078|XP_016953782.1|DBIA
OG0000078	LOC108607118|XP_017853240.1|DBUS	LOC108027590|XP_016954597.1|DBIA
OG0000078	LOC108607224|XP_017853386.1|DBUS	LOC108023624|XP_016948723.1|DBIA
OG0000079	LOC108605780|XP_033150835.1|DBUS	LOC108029252|XP_016956936.1|DBIA, LOC108029253|XP_016956937.1|DBIA, LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA
OG0000079	LOC108604682|XP_017849730.1|DBUS	LOC108029014|XP_016956549.1|DBIA
OG0000080	LOC108597403|XP_017839438.1|DBUS	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA
OG0000080	LOC108596751|XP_017838316.1|DBUS	LOC108036474|XP_016968140.1|DBIA
OG0000082	LOC108594984|XP_017835606.1|DBUS	LOC108026719|XP_016953316.1|DBIA
OG0000082	LOC108601638|XP_017845027.1|DBUS	LOC108032144|XP_016961473.1|DBIA
OG0000082	LOC108602837|XP_017846578.1|DBUS	LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA
OG0000083	LOC108598442|XP_017840564.2|DBUS	LOC108034224|XP_016964555.1|DBIA, LOC108036802|XP_016968638.1|DBIA, LOC108036697|XP_016968476.1|DBIA, LOC108036696|XP_016968475.1|DBIA
OG0000083	LOC108608236|XP_017855013.1|DBUS	LOC108034049|XP_016964289.1|DBIA
OG0000084	LOC108596367|XP_017837520.1|DBUS	LOC108029487|XP_016957244.1|DBIA
OG0000084	LOC108596833|XP_017838444.1|DBUS	LOC108030446|XP_016958828.1|DBIA
OG0000085	LOC108597194|XP_017839111.1|DBUS	LOC108030036|XP_016958096.1|DBIA
OG0000086	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS	LOC108026716|XP_016953312.1|DBIA
OG0000087	LOC108602830|XP_017846606.2|DBUS	LOC108033838|XP_016963957.1|DBIA
OG0000087	LOC108594397|XP_017835055.2|DBUS	LOC108032464|XP_016961778.1|DBIA
OG0000087	LOC108594213|XP_017834809.1|DBUS	LOC108033704|XP_016963704.1|DBIA
OG0000088	LOC108596419|XP_017837625.1|DBUS	LOC108030164|XP_016958382.1|DBIA
OG0000088	LOC108600586|XP_017843752.1|DBUS	LOC108029008|XP_016956541.1|DBIA
OG0000088	LOC108598974|XP_017841236.1|DBUS	LOC108028140|XP_016955285.1|DBIA
OG0000088	LOC108600741|XP_017843975.1|DBUS	LOC108036273|XP_016967772.1|DBIA
OG0000088	LOC108599008|XP_017841274.1|DBUS	LOC108028134|XP_016955279.1|DBIA
OG0000089	LOC108603673|XP_017848160.1|DBUS	LOC108027303|XP_016954184.1|DBIA
OG0000089	LOC108602744|XP_033149214.1|DBUS	LOC108031913|XP_016961170.1|DBIA
OG0000089	LOC108599916|XP_017842604.1|DBUS	LOC108034931|XP_016965678.1|DBIA
OG0000090	LOC108596533|XP_017837911.1|DBUS	LOC108036323|XP_016967826.1|DBIA
OG0000090	LOC108595000|XP_017835621.1|DBUS	LOC108036321|XP_016967823.1|DBIA
OG0000090	LOC108598990|XP_017841255.1|DBUS	LOC108035651|XP_016966846.1|DBIA
OG0000090	LOC108598575|XP_017840751.1|DBUS	LOC108029154|XP_016956781.1|DBIA
OG0000091	LOC108603501|XP_017847855.1|DBUS	LOC108026296|XP_016952657.1|DBIA
OG0000091	LOC108594365|XP_017835015.1|DBUS	LOC108034140|XP_016964423.1|DBIA
OG0000091	LOC108603403|XP_017847679.1|DBUS	LOC108024396|XP_016949800.1|DBIA
OG0000091	LOC108603402|XP_017847678.1|DBUS	LOC108025529|XP_016951546.1|DBIA
OG0000092	LOC108603711|XP_017848239.1|DBUS	LOC108026462|XP_016952892.1|DBIA
OG0000092	LOC108603710|XP_017848238.1|DBUS	LOC108026448|XP_016952876.1|DBIA
OG0000092	LOC108603712|XP_017848241.1|DBUS	LOC108026029|XP_016952209.1|DBIA, LOC108026468|XP_016952900.1|DBIA
OG0000093	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS	LOC108036087|XP_016967526.1|DBIA
OG0000093	LOC108606302|XP_017851781.1|DBUS	LOC108023730|XP_016948856.1|DBIA
OG0000094	LOC108601416|XP_017844804.1|DBUS	LOC108027023|XP_016953706.1|DBIA
OG0000096	LOC108604818|XP_017849916.1|DBUS	LOC108034354|XP_016964729.1|DBIA
OG0000096	LOC108604817|XP_017849915.2|DBUS	LOC108024684|XP_016950250.1|DBIA
OG0000096	LOC108598852|XP_017841102.2|DBUS	LOC108032371|XP_016961681.1|DBIA
OG0000098	LOC108602947|XP_017846786.1|DBUS	LOC108027233|XP_016954056.1|DBIA
OG0000099	LOC108594985|XP_017835607.1|DBUS	LOC108023646|XP_016948752.1|DBIA
OG0000099	LOC108606769|XP_017852670.1|DBUS	LOC108023446|XP_016948427.1|DBIA
OG0000099	LOC108606666|XP_017852484.1|DBUS	LOC108023711|XP_016948830.1|DBIA
OG0000100	LOC108595699|XP_017836470.2|DBUS	LOC108036385|XP_016967979.1|DBIA
OG0000100	LOC108601485|XP_017844872.2|DBUS	LOC108026088|XP_016952275.1|DBIA
OG0000100	LOC108602051|XP_017845552.1|DBUS	LOC108031432|XP_016960333.1|DBIA
OG0000100	LOC108602577|XP_017846204.1|DBUS	LOC108031433|XP_016960334.1|DBIA
OG0000101	LOC117134769|XP_033149322.1|DBUS	LOC108035923|XP_016967190.1|DBIA
OG0000101	LOC117134798|XP_033149601.1|DBUS	LOC108035925|XP_016967202.1|DBIA
OG0000102	LOC108596624|XP_017838058.1|DBUS	LOC108022873|XP_016947552.1|DBIA
OG0000102	LOC108594981|XP_017835603.1|DBUS	LOC108036452|XP_016968100.1|DBIA
OG0000103	LOC108598786|XP_017841018.2|DBUS	LOC108028249|XP_016955425.1|DBIA, LOC108028438|XP_016955757.1|DBIA
OG0000103	LOC108598520|XP_017840689.2|DBUS	LOC108028436|XP_016955755.1|DBIA
OG0000103	LOC108596814|XP_017838418.1|DBUS	LOC108022796|XP_016947418.1|DBIA
OG0000104	LOC108600928|XP_017844252.1|DBUS	LOC108035283|XP_016966339.1|DBIA
OG0000104	LOC108600531|XP_017843673.2|DBUS	LOC108032687|XP_016962152.1|DBIA
OG0000104	LOC108599046|XP_017841315.1|DBUS	LOC108034535|XP_016964949.1|DBIA, LOC108034533|XP_016964948.1|DBIA
OG0000105	LOC117134791|XP_033149540.1|DBUS	LOC108023041|XP_016947774.1|DBIA, LOC108031043|XP_016959733.1|DBIA, LOC108033270|XP_016963024.1|DBIA, LOC108029331|XP_016957015.1|DBIA
OG0000105	LOC108601437|XP_017844824.1|DBUS	LOC108031026|XP_016959715.1|DBIA
OG0000107	LOC108594739|XP_017835366.1|DBUS	LOC108022138|XP_016946469.1|DBIA, LOC108033551|XP_016963385.1|DBIA, LOC108033276|XP_016963031.1|DBIA, LOC108032344|XP_016961643.1|DBIA, LOC108033603|XP_016963445.1|DBIA, LOC108033277|XP_016963032.1|DBIA, LOC108033599|XP_016963440.1|DBIA, LOC108022432|XP_016946806.1|DBIA, LOC108022139|XP_016946470.1|DBIA, LOC108022140|XP_016946471.1|DBIA
OG0000108	LOC108595519|XP_017836262.1|DBUS	LOC108031983|XP_016961270.1|DBIA
OG0000108	LOC117134678|XP_033149022.1|DBUS	LOC108035758|XP_016966946.1|DBIA, LOC108035831|XP_016967067.1|DBIA
OG0000109	LOC108594532|XP_017835224.1|DBUS	LOC108033292|XP_016963047.1|DBIA, LOC108034197|XP_016964514.1|DBIA
OG0000109	LOC108598653|XP_033149257.1|DBUS	LOC108034262|XP_016964608.1|DBIA
OG0000110	LOC108597992|XP_017840097.1|DBUS	LOC108028113|XP_016955251.1|DBIA
OG0000110	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS	LOC108028807|XP_016956281.1|DBIA
OG0000110	LOC108597995|XP_033149356.1|DBUS	LOC108028040|XP_016955167.1|DBIA
OG0000110	LOC108598479|XP_017840618.1|DBUS	LOC108028752|XP_016956212.1|DBIA
OG0000111	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS	LOC108026931|XP_016953634.1|DBIA
OG0000112	LOC108605061|XP_017850117.1|DBUS	LOC108027552|XP_016954506.1|DBIA, LOC108023986|XP_016949205.1|DBIA
OG0000112	LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS	LOC108027490|XP_016954423.1|DBIA, LOC108027493|XP_016954426.1|DBIA
OG0000114	LOC108607383|XP_017853614.2|DBUS	LOC108033614|XP_016963466.1|DBIA
OG0000114	LOC117134785|XP_033149477.1|DBUS	LOC108033611|XP_016963463.1|DBIA
OG0000114	LOC108607386|XP_017853628.1|DBUS	LOC108033613|XP_016963465.1|DBIA
OG0000116	LOC108602168|XP_017845690.1|DBUS	LOC108026375|XP_016952785.1|DBIA
OG0000116	LOC108602362|XP_017845952.1|DBUS	LOC108026373|XP_016952783.1|DBIA
OG0000117	LOC108602137|XP_017845657.1|DBUS	LOC108032547|XP_016961914.1|DBIA
OG0000117	LOC108603069|XP_017847020.1|DBUS	LOC108032549|XP_016961915.1|DBIA
OG0000117	LOC108603222|XP_017845754.1|DBUS	LOC108032550|XP_016961916.1|DBIA
OG0000117	LOC108603273|XP_033150795.1|DBUS	LOC108032552|XP_016961919.1|DBIA
OG0000118	LOC108606418|XP_017852007.1|DBUS	LOC108029064|XP_016956623.1|DBIA, LOC108028954|XP_016956481.1|DBIA
OG0000118	LOC108606874|XP_017852886.1|DBUS	LOC108029375|XP_016957092.1|DBIA, LOC108032392|XP_016961702.1|DBIA, LOC108034188|XP_016964499.1|DBIA
OG0000119	LOC108604291|XP_017849192.1|DBUS	LOC108031872|XP_016961119.1|DBIA, LOC108026922|XP_016953622.1|DBIA
OG0000119	LOC108602574|XP_017846201.1|DBUS	LOC108031272|XP_016960002.1|DBIA
OG0000119	LOC108602566|XP_017846189.1|DBUS	LOC108031192|XP_016959902.1|DBIA
OG0000120	LOC108605238|XP_017850340.1|DBUS	LOC108023244|XP_016948011.1|DBIA
OG0000120	LOC108596912|XP_017838608.1|DBUS	LOC108030087|XP_016958214.1|DBIA
OG0000120	LOC108601049|XP_017844430.1|DBUS	LOC108028084|XP_016955219.1|DBIA
OG0000121	LOC108606058|XP_017851394.1|DBUS	LOC108023267|XP_016948040.1|DBIA, LOC108023312|XP_016948104.1|DBIA
OG0000121	LOC108602647|XP_017846282.1|DBUS	LOC108024540|XP_016949998.1|DBIA, LOC108032404|XP_016961714.1|DBIA, LOC108024542|XP_016949999.1|DBIA
OG0000122	LOC108595833|XP_017836616.1|DBUS	LOC108032496|XP_016961805.1|DBIA
OG0000122	LOC108605338|XP_033150253.1|DBUS	LOC108023300|XP_016948090.1|DBIA
OG0000122	LOC108594762|XP_017835390.1|DBUS	LOC108036632|XP_016968395.1|DBIA
OG0000122	LOC108605067|XP_017850560.1|DBUS	LOC108029050|XP_016956602.1|DBIA
OG0000123	LOC108595656|XP_017836420.1|DBUS	LOC108022341|XP_016946693.1|DBIA
OG0000123	LOC108602509|XP_017846128.1|DBUS	LOC108027083|XP_016953787.1|DBIA
OG0000124	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS	LOC108036376|XP_016967964.1|DBIA, LOC108029804|XP_016957808.1|DBIA
OG0000125	LOC108602946|XP_017846784.1|DBUS	LOC108025392|XP_016951356.1|DBIA
OG0000125	LOC108604285|XP_017849183.1|DBUS	LOC108024815|XP_016950433.1|DBIA
OG0000125	LOC108596689|XP_017838198.1|DBUS	LOC108036489|XP_016968169.1|DBIA
OG0000125	LOC108596690|XP_017838199.1|DBUS	LOC108036490|XP_016968171.1|DBIA
OG0000126	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS	LOC108028993|XP_016956523.1|DBIA
OG0000127	LOC108602433|XP_017846041.1|DBUS	LOC108027453|XP_016954394.1|DBIA, LOC108027073|XP_016953776.1|DBIA
OG0000127	LOC108602111|XP_017845625.1|DBUS	LOC108027452|XP_016954393.1|DBIA
OG0000127	LOC108602067|XP_017845575.1|DBUS	LOC108027034|XP_016953720.1|DBIA
OG0000128	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS	LOC108026935|XP_016953637.1|DBIA, LOC108026551|XP_016952989.1|DBIA, LOC108026937|XP_016953639.1|DBIA, LOC108027048|XP_016953738.1|DBIA
OG0000129	LOC108606979|XP_017853037.1|DBUS	LOC108023412|XP_016948359.1|DBIA
OG0000129	LOC108598557|XP_017840732.2|DBUS	LOC108028100|XP_016955236.1|DBIA
OG0000129	LOC108600868|XP_017844168.1|DBUS	LOC108034826|XP_016965429.1|DBIA
OG0000129	LOC108606980|XP_017853040.1|DBUS	LOC108023411|XP_016948357.1|DBIA
OG0000130	LOC108598755|XP_017840979.2|DBUS	LOC108028367|XP_016955645.1|DBIA
OG0000130	LOC108598612|XP_017840799.1|DBUS	LOC108028588|XP_016955990.1|DBIA
OG0000130	LOC117134652|XP_033149629.1|DBUS	LOC108028366|XP_016955644.1|DBIA, LOC108028365|XP_016955643.1|DBIA
OG0000131	LOC108601558|XP_017844945.1|DBUS	LOC108024454|XP_016949864.1|DBIA
OG0000132	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS	LOC108034247|XP_016964588.1|DBIA, LOC108034248|XP_016964589.1|DBIA
OG0000132	LOC108602868|XP_017846646.1|DBUS	LOC108025160|XP_016950929.1|DBIA
OG0000134	LOC108603028|XP_017846927.1|DBUS	LOC108031841|XP_016961080.1|DBIA
OG0000134	LOC108606038|XP_017851357.1|DBUS	LOC108024440|XP_016949847.1|DBIA
OG0000134	LOC108597009|XP_017838780.1|DBUS	LOC108034196|XP_016964513.1|DBIA
OG0000137	LOC108603879|XP_017848540.1|DBUS	LOC108027255|XP_016954103.1|DBIA
OG0000137	LOC108599893|XP_017842571.1|DBUS	LOC108028330|XP_016955559.1|DBIA
OG0000138	LOC108603086|XP_017847065.1|DBUS	LOC108032199|XP_016961546.1|DBIA
OG0000138	LOC108603084|XP_017847063.1|DBUS	LOC108032221|XP_016961573.1|DBIA
OG0000138	LOC108603561|XP_017847968.1|DBUS	LOC108032211|XP_016961561.1|DBIA
OG0000138	LOC108603085|XP_017847064.1|DBUS	LOC108032223|XP_016961574.1|DBIA
OG0000139	LOC108599313|XP_017841605.1|DBUS, LOC108599329|XP_017841624.1|DBUS	LOC108027713|XP_016954752.1|DBIA
OG0000139	LOC108605895|XP_017851200.1|DBUS	LOC108034383|XP_016964756.1|DBIA, LOC108033530|XP_016963364.1|DBIA, LOC108034682|XP_016965112.1|DBIA, LOC108022694|XP_016947256.1|DBIA, LOC108030965|XP_016959654.1|DBIA, LOC108027645|XP_016954650.1|DBIA
OG0000140	LOC108601804|XP_017845230.1|DBUS	LOC108025043|XP_016950788.1|DBIA
OG0000141	LOC108601014|XP_017844377.1|DBUS	LOC108034476|XP_016964850.1|DBIA, LOC108034511|XP_016964924.1|DBIA
OG0000141	LOC108601015|XP_017844378.1|DBUS	LOC108035147|XP_016966079.1|DBIA
OG0000141	LOC108598911|XP_017841162.1|DBUS	LOC108035148|XP_016966080.1|DBIA
OG0000142	LOC108602123|XP_017845639.1|DBUS	LOC108026100|XP_016952288.1|DBIA
OG0000142	LOC108603285|XP_017847441.1|DBUS	LOC108032915|XP_016962471.1|DBIA
OG0000142	LOC108605452|XP_017850626.2|DBUS	LOC108033124|XP_016962829.1|DBIA
OG0000143	LOC108599728|XP_017842219.1|DBUS	LOC108028495|XP_016955860.1|DBIA
OG0000143	LOC108599729|XP_017842220.1|DBUS	LOC108028497|XP_016955861.1|DBIA
OG0000144	LOC108604352|XP_017849272.1|DBUS	LOC108031834|XP_016961066.1|DBIA
OG0000144	LOC108607001|XP_017853067.1|DBUS	LOC108025875|XP_016952038.1|DBIA
OG0000145	LOC108607135|XP_017853261.1|DBUS	LOC108027597|XP_016954605.1|DBIA
OG0000147	LOC108608365|XP_017855203.2|DBUS	LOC108034317|XP_016964676.1|DBIA
OG0000147	LOC108602069|XP_017845578.1|DBUS	LOC108027404|XP_016954331.1|DBIA
OG0000147	LOC108602063|XP_017845572.1|DBUS	LOC108027405|XP_016954333.1|DBIA
OG0000148	LOC108596445|XP_017837681.1|DBUS	LOC108028951|XP_016956479.1|DBIA
OG0000148	LOC108608076|XP_017854761.1|DBUS	LOC108032365|XP_016961667.1|DBIA
OG0000149	LOC108607653|XP_017854084.1|DBUS	LOC108032390|XP_016961701.1|DBIA
OG0000149	LOC108606918|XP_017852948.1|DBUS	LOC108025773|XP_016951860.1|DBIA
OG0000150	LOC108607752|XP_017854307.2|DBUS, LOC108594206|XP_033149865.1|DBUS	LOC108027637|XP_016954643.1|DBIA, LOC108027638|XP_016954644.1|DBIA, LOC108027635|XP_016954642.1|DBIA, LOC108027744|XP_016954786.1|DBIA, LOC108027745|XP_016954787.1|DBIA
OG0000151	LOC108599278|XP_017841563.2|DBUS	LOC108028150|XP_016955296.1|DBIA
OG0000151	LOC108599144|XP_017841420.2|DBUS	LOC108027994|XP_016955110.1|DBIA
OG0000151	LOC108607641|XP_017854058.1|DBUS	LOC108028166|XP_016955315.1|DBIA
OG0000151	LOC108598778|XP_017841008.1|DBUS	LOC108035515|XP_016966667.1|DBIA
OG0000152	LOC108601725|XP_017845133.1|DBUS	LOC108026369|XP_016952778.1|DBIA
OG0000152	LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS	LOC108024629|XP_016950158.1|DBIA, LOC108026368|XP_016952777.1|DBIA
OG0000152	LOC108604171|XP_017848992.1|DBUS	LOC108026064|XP_016952248.1|DBIA
OG0000153	LOC108602243|XP_017845781.1|DBUS	LOC108031875|XP_016961128.1|DBIA
OG0000153	LOC108601757|XP_017845170.1|DBUS	LOC108032259|XP_016961614.1|DBIA
OG0000153	LOC108602141|XP_017845661.1|DBUS	LOC108031874|XP_016961127.1|DBIA
OG0000154	LOC108601228|XP_017844616.2|DBUS	LOC108031961|XP_016961239.1|DBIA, LOC108031960|XP_016961238.1|DBIA
OG0000155	LOC108600838|XP_017844123.1|DBUS	LOC108028194|XP_016955343.1|DBIA
OG0000155	LOC108597991|XP_017840096.1|DBUS	LOC108028164|XP_016955313.1|DBIA
OG0000157	LOC108595635|XP_017836395.1|DBUS	LOC108029780|XP_016957778.1|DBIA, LOC108029781|XP_016957779.1|DBIA
OG0000157	LOC108595528|XP_017836272.1|DBUS	LOC108029406|XP_016957128.1|DBIA
OG0000158	LOC108595174|XP_017835840.1|DBUS	LOC108029726|XP_016957696.1|DBIA
OG0000158	LOC108598137|XP_017840243.2|DBUS	LOC108028216|XP_016955369.1|DBIA
OG0000158	LOC108599375|XP_017841670.2|DBUS	LOC108028229|XP_016955384.1|DBIA
OG0000159	LOC108601113|XP_017844521.2|DBUS	LOC108030879|XP_016959525.1|DBIA
OG0000159	LOC108600352|XP_017843365.1|DBUS	LOC108028558|XP_016955951.1|DBIA
OG0000159	LOC108600784|XP_017844045.2|DBUS	LOC108030648|XP_016959149.1|DBIA
OG0000160	LOC117134623|XP_033150023.1|DBUS	LOC108031910|XP_016961167.1|DBIA
OG0000160	LOC108604426|XP_017849383.1|DBUS	LOC108031925|XP_016961192.1|DBIA
OG0000161	LOC108605223|XP_017850321.1|DBUS	LOC108028392|XP_016955736.1|DBIA
OG0000162	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS	LOC108028096|XP_016955229.1|DBIA, LOC108034639|XP_016965066.1|DBIA, LOC108033386|XP_016963195.1|DBIA
OG0000162	LOC108607792|XP_033150876.1|DBUS	LOC108027861|XP_016954951.1|DBIA
OG0000163	LOC108599070|XP_017841346.2|DBUS	LOC108027951|XP_016955070.1|DBIA
OG0000163	LOC108603638|XP_017848088.1|DBUS	LOC108029020|XP_016956554.1|DBIA, LOC108028969|XP_016956498.1|DBIA
OG0000164	LOC108596055|XP_017836938.1|DBUS	LOC108030208|XP_016958457.1|DBIA
OG0000165	LOC108607067|XP_017853172.1|DBUS	LOC108033162|XP_016962883.1|DBIA
OG0000166	LOC108596342|XP_017837485.1|DBUS	LOC108022776|XP_016947379.1|DBIA
OG0000166	LOC117134998|XP_033150624.1|DBUS	LOC108022183|XP_016946523.1|DBIA, LOC108022182|XP_016946522.1|DBIA
OG0000167	LOC108598263|XP_017840368.2|DBUS	LOC108028514|XP_016955888.1|DBIA
OG0000167	LOC117134799|XP_033149608.1|DBUS	LOC108028386|XP_016955691.1|DBIA
OG0000168	LOC108595397|XP_017836111.1|DBUS	LOC108022335|XP_016946687.1|DBIA
OG0000169	LOC108604060|XP_017848812.1|DBUS	LOC108026158|XP_016952382.1|DBIA
OG0000169	LOC108598522|XP_017840691.1|DBUS	LOC108028466|XP_016955816.1|DBIA
OG0000169	LOC108603800|XP_017848387.1|DBUS	LOC108032033|XP_016961334.1|DBIA
OG0000170	LOC108594386|XP_017835039.1|DBUS	LOC108034111|XP_016964378.1|DBIA, LOC108034110|XP_016964377.1|DBIA
OG0000170	LOC108594385|XP_017835037.1|DBUS	LOC108033485|XP_016963313.1|DBIA
OG0000171	LOC108606868|XP_017852882.2|DBUS	LOC108033635|XP_016963542.1|DBIA
