Orthogroup	DBUS.longest_only	DMEL.longest_only
OG0000066	LOC108605823|XP_017851118.1|DBUS	CG2336|NP_731094.3|DMEL, CG12516|NP_651615.2|DMEL
OG0000066	LOC108596039|XP_017836905.1|DBUS	CG11634|NP_610128.2|DMEL
OG0000066	LOC108602400|XP_017846000.1|DBUS	CG5623|NP_650485.1|DMEL
OG0000066	LOC108606855|XP_017852841.1|DBUS	CG12637|NP_572645.1|DMEL
OG0000066	LOC108606023|XP_017851338.1|DBUS	CG13539|NP_611768.1|DMEL
OG0000067	LOC108603517|XP_017847897.1|DBUS	Alp5|NP_650931.1|DMEL
OG0000067	LOC108598960|XP_017841219.2|DBUS	Alp9|NP_647977.1|DMEL
OG0000067	LOC108596347|XP_017837491.1|DBUS	Alp6|NP_610496.1|DMEL
OG0000067	LOC108600356|XP_017843371.2|DBUS	Alp10|NP_647976.1|DMEL
OG0000067	LOC108598075|XP_017840177.1|DBUS	Alp1|NP_001262159.1|DMEL
OG0000068	LOC108596576|XP_017837985.1|DBUS	CG8908|NP_611464.3|DMEL
OG0000068	LOC108604996|XP_017850051.2|DBUS	ABCA|NP_608445.2|DMEL
OG0000069	LOC108597146|XP_017839029.1|DBUS	CG30428|NP_726513.1|DMEL
OG0000070	LOC108601128|XP_017844545.1|DBUS, LOC108603861|XP_033149223.1|DBUS	CG9498|NP_609015.2|DMEL
OG0000070	LOC108606170|XP_017851511.2|DBUS	CG13360|NP_569859.1|DMEL
OG0000070	LOC108600264|XP_017843206.1|DBUS	CG9497|NP_609014.3|DMEL
OG0000070	LOC108601682|XP_017845084.1|DBUS	CG7135|NP_573269.1|DMEL
OG0000071	LOC108600865|XP_017844159.2|DBUS	Muc68D|NP_648504.2|DMEL
OG0000071	LOC108599237|XP_017841523.1|DBUS	CG10725|NP_648647.1|DMEL
OG0000071	LOC108599153|XP_017841429.1|DBUS	CG10154|NP_001189089.1|DMEL
OG0000071	LOC108599099|XP_017841377.1|DBUS	CG10140|NP_648648.2|DMEL
OG0000072	LOC108595719|XP_017836490.1|DBUS	jtb|NP_611126.1|DMEL
OG0000072	LOC108594812|XP_017835440.1|DBUS	CG15712|NP_611131.2|DMEL
OG0000072	LOC108595671|XP_017836439.1|DBUS	CG4409|NP_001097337.1|DMEL
OG0000073	LOC108596382|XP_017837542.1|DBUS	lolal|NP_524778.1|DMEL
OG0000073	LOC108606257|XP_017851695.1|DBUS	br|NP_001162638.2|DMEL
OG0000073	LOC108602957|XP_017846798.1|DBUS	pre-mod_mdg4_-E|NP_001287451.1|DMEL
OG0000074	LOC108600842|XP_033149439.1|DBUS, LOC108600601|XP_017843769.2|DBUS	CG10472|NP_648017.1|DMEL
OG0000075	LOC108598567|XP_017840740.2|DBUS	Hsp67Ba|NP_523998.1|DMEL
OG0000075	LOC108598547|XP_017840720.1|DBUS	Hsp27|NP_524000.1|DMEL
OG0000075	LOC108598795|XP_017841028.2|DBUS	Hsp23|NP_523999.1|DMEL
OG0000075	LOC108598386|XP_017840493.1|DBUS	Hsp26|NP_523997.1|DMEL
OG0000076	LOC108600032|XP_017842842.1|DBUS	CG42540|NP_001246627.1|DMEL
OG0000076	LOC108602295|XP_017845864.1|DBUS	CG31358|NP_650147.1|DMEL, CG14736|NP_731666.2|DMEL
OG0000076	LOC108607277|XP_017853461.1|DBUS	CG33253|NP_001259699.1|DMEL
OG0000076	LOC108606263|XP_017851709.1|DBUS	Mec2|NP_573357.1|DMEL
OG0000077	LOC108596705|XP_017838216.1|DBUS	betaTub56D|NP_725896.1|DMEL
OG0000077	LOC108603705|XP_017848234.1|DBUS	betaTub85D|NP_524290.2|DMEL
OG0000077	LOC108597238|XP_017839176.1|DBUS	betaTub60D|NP_523842.2|DMEL
OG0000077	LOC108603566|XP_017847972.1|DBUS	betaTub97EF|NP_651606.2|DMEL
OG0000078	LOC108595297|XP_017835998.1|DBUS, LOC108595427|XP_017836144.1|DBUS, LOC108595437|XP_017836156.1|DBUS	CG15128|NP_611441.1|DMEL
OG0000078	LOC108598842|XP_017841085.1|DBUS	CG7634|NP_649332.1|DMEL
OG0000078	LOC108602138|XP_017845655.1|DBUS	wa-cup|NP_649721.2|DMEL
OG0000078	LOC108607118|XP_017853240.1|DBUS	r-cup|NP_608419.1|DMEL
OG0000078	LOC108607224|XP_017853386.1|DBUS	p-cup|NP_573216.1|DMEL
OG0000079	LOC108605780|XP_033150835.1|DBUS	Acp24A4|NP_001036330.1|DMEL, CG16713|NP_608799.1|DMEL
OG0000079	LOC108604682|XP_017849730.1|DBUS	IM33|NP_608800.1|DMEL
OG0000080	LOC108597403|XP_017839438.1|DBUS	Amy-d|NP_523768.1|DMEL, Amy-p|NP_536346.1|DMEL
OG0000080	LOC108596751|XP_017838316.1|DBUS	Amyrel|NP_477262.1|DMEL
OG0000081	LOC108598616|XP_017840803.1|DBUS	tfc|NP_612091.1|DMEL
OG0000082	LOC108594984|XP_017835606.1|DBUS	Cyp6d2|NP_611698.1|DMEL
OG0000082	LOC108601638|XP_017845027.1|DBUS	Cyp6d4|NP_651082.1|DMEL
OG0000082	LOC108602837|XP_017846578.1|DBUS	Cyp6d5|NP_650327.1|DMEL
OG0000083	LOC108598442|XP_017840564.2|DBUS	LManI|NP_609407.1|DMEL, LManVI|NP_609253.1|DMEL, LManV|NP_609252.1|DMEL, LManIII|NP_609250.2|DMEL, LManIV|NP_609251.2|DMEL
OG0000083	LOC108608236|XP_017855013.1|DBUS	LManII|NP_609408.1|DMEL
OG0000084	LOC108596367|XP_017837520.1|DBUS	CG15073|NP_611362.2|DMEL
OG0000084	LOC108596833|XP_017838444.1|DBUS	CG8388|NP_611075.1|DMEL
OG0000085	LOC108597194|XP_017839111.1|DBUS	CG30491|NP_610306.1|DMEL
OG0000086	LOC108595905|XP_017836685.1|DBUS, LOC108595913|XP_033149146.1|DBUS	fest|NP_611412.1|DMEL
OG0000087	LOC108602830|XP_017846606.2|DBUS	Cpr30F|NP_723504.1|DMEL
OG0000087	LOC108594397|XP_017835055.2|DBUS	Cpr35B|NP_609713.1|DMEL
OG0000087	LOC108594213|XP_017834809.1|DBUS	Cpr31A|NP_995678.1|DMEL
OG0000088	LOC108596419|XP_017837625.1|DBUS	Vha16-1|NP_476801.1|DMEL
OG0000088	LOC108600586|XP_017843752.1|DBUS	Vha16-5|NP_609447.1|DMEL
OG0000088	LOC108598974|XP_017841236.1|DBUS	Vha16-3|NP_729706.1|DMEL
OG0000088	LOC108600741|XP_017843975.1|DBUS	Vha16-4|NP_611169.1|DMEL
OG0000088	LOC108599008|XP_017841274.1|DBUS	Vha16-2|NP_729707.1|DMEL
OG0000089	LOC108603673|XP_017848160.1|DBUS	alphaTub84B|NP_476772.1|DMEL
OG0000089	LOC108602744|XP_033149214.1|DBUS	alphaTub85E|NP_524297.1|DMEL
OG0000089	LOC108599916|XP_017842604.1|DBUS	alphaTub67C|NP_524009.2|DMEL
OG0000090	LOC108596533|XP_017837911.1|DBUS	CG30339|NP_724813.1|DMEL
OG0000090	LOC108595000|XP_017835621.1|DBUS	CG12926|NP_610510.2|DMEL
OG0000090	LOC108598990|XP_017841255.1|DBUS	CG33514|NP_001014558.1|DMEL
OG0000090	LOC108598575|XP_017840751.1|DBUS	CG33966|NP_001033984.1|DMEL
OG0000091	LOC108603501|XP_017847855.1|DBUS	Vha100-1|NP_651672.1|DMEL
OG0000091	LOC108594365|XP_017835015.1|DBUS	Vha100-5|NP_609515.1|DMEL
OG0000091	LOC108603403|XP_017847679.1|DBUS	Vha100-2|NP_650722.1|DMEL
OG0000091	LOC108603402|XP_017847678.1|DBUS	Vha100-4|NP_650720.1|DMEL
OG0000092	LOC108603711|XP_017848239.1|DBUS	CG10513|NP_651370.2|DMEL
OG0000092	LOC108603710|XP_017848238.1|DBUS	CG11892|NP_651372.1|DMEL
OG0000092	LOC108603712|XP_017848241.1|DBUS	CG31380|NP_733121.1|DMEL, CG10514|NP_651371.1|DMEL
OG0000093	LOC108607545|XP_017853920.1|DBUS, LOC108603101|XP_033150841.1|DBUS	Su_var_205|NP_476755.1|DMEL
OG0000093	LOC108606302|XP_017851781.1|DBUS	HP1b|NP_572521.2|DMEL
OG0000094	LOC108601416|XP_017844804.1|DBUS	Or83c|NP_524244.2|DMEL
OG0000096	LOC108604818|XP_017849916.1|DBUS	CG17568|NP_609951.2|DMEL
OG0000096	LOC108604817|XP_017849915.2|DBUS	CG6254|NP_649983.2|DMEL
OG0000096	LOC108598852|XP_017841102.2|DBUS	CG10366|NP_609995.1|DMEL
OG0000098	LOC108602947|XP_017846786.1|DBUS	Cyp9f3|NP_001350862.1|DMEL, Cyp9f2|NP_650189.1|DMEL
OG0000099	LOC108594985|XP_017835607.1|DBUS	Cyp4d14|NP_001259179.1|DMEL
OG0000099	LOC108606769|XP_017852670.1|DBUS	Cyp4d2|NP_525043.1|DMEL
OG0000099	LOC108606666|XP_017852484.1|DBUS	Cyp4d1|NP_476907.2|DMEL
OG0000100	LOC108595699|XP_017836470.2|DBUS	CG34459|NP_001097348.1|DMEL
OG0000100	LOC108601485|XP_017844872.2|DBUS	CG14354|NP_651433.1|DMEL
OG0000100	LOC108602051|XP_017845552.1|DBUS	CG14839|NP_650351.2|DMEL
OG0000100	LOC108602577|XP_017846204.1|DBUS	CG14841|NP_650350.1|DMEL
OG0000101	LOC117134769|XP_033149322.1|DBUS	pip|NP_788536.1|DMEL
OG0000102	LOC108596624|XP_017838058.1|DBUS	PPO1|NP_476812.1|DMEL
OG0000102	LOC108594981|XP_017835603.1|DBUS	PPO2|NP_610443.1|DMEL
OG0000103	LOC108598786|XP_017841018.2|DBUS	CG5653|NP_648269.1|DMEL, CG6034|NP_649005.1|DMEL
OG0000103	LOC108598520|XP_017840689.2|DBUS	CG7460|NP_649004.1|DMEL
OG0000103	LOC108596814|XP_017838418.1|DBUS	CG7737|NP_001286308.1|DMEL
OG0000104	LOC108600928|XP_017844252.1|DBUS	Pdh|NP_524105.2|DMEL
OG0000104	LOC108600531|XP_017843673.2|DBUS	Fbp2|NP_523522.1|DMEL
OG0000104	LOC108599046|XP_017841315.1|DBUS	CG18814|NP_652673.2|DMEL, CG4842|NP_648885.1|DMEL
OG0000105	LOC117134791|XP_033149540.1|DBUS	Or67a|NP_524005.2|DMEL
OG0000105	LOC108601437|XP_017844824.1|DBUS	Or85d|NP_524281.1|DMEL
OG0000107	LOC108594739|XP_017835366.1|DBUS	Gr59c|NP_726292.1|DMEL, Gr36b|NP_724039.1|DMEL, Gr36c|NP_724040.1|DMEL, Gr36a|NP_724038.2|DMEL, Gr59d|NP_611758.2|DMEL
OG0000109	LOC108594532|XP_017835224.1|DBUS	CG17097|NP_609429.1|DMEL, CG18284|NP_609428.1|DMEL, CG31872|NP_723603.1|DMEL
OG0000109	LOC108598653|XP_033149257.1|DBUS	Lip4|NP_001260356.1|DMEL
OG0000110	LOC108597992|XP_017840097.1|DBUS	CG32379|NP_729252.2|DMEL
OG0000110	LOC108598723|XP_017840942.1|DBUS, LOC108597993|XP_017840098.1|DBUS	CG8562|NP_648118.1|DMEL
OG0000110	LOC108597995|XP_033149356.1|DBUS	CG18417|NP_648119.1|DMEL
OG0000110	LOC108598479|XP_017840618.1|DBUS	CG8560|NP_648120.3|DMEL
OG0000111	LOC108595291|XP_017835993.1|DBUS, LOC108595741|XP_017836516.1|DBUS	Obp56e|NP_611445.1|DMEL, Obp56d|NP_611444.2|DMEL
OG0000112	LOC108605061|XP_017850117.1|DBUS	CG32523|NP_728401.1|DMEL, CG9676|NP_728008.1|DMEL
OG0000112	LOC108605050|XP_017850107.1|DBUS, LOC108606017|XP_017851332.1|DBUS, LOC108605875|XP_017851177.1|DBUS, LOC108606748|XP_017852636.1|DBUS	CG1304|NP_608418.1|DMEL, Ser6|NP_523426.1|DMEL
OG0000113	LOC108600652|XP_017843838.2|DBUS	CG43058|NP_001246302.1|DMEL
OG0000114	LOC108607383|XP_017853614.2|DBUS	CG45012|NP_001285850.1|DMEL, CG45011|NP_001285848.1|DMEL, Sfp33A3|NP_001162959.1|DMEL, CG31704|NP_723689.1|DMEL
OG0000114	LOC117134785|XP_033149477.1|DBUS	CG44008|NP_001260398.1|DMEL
OG0000114	LOC108607386|XP_017853628.1|DBUS	CG14933|NP_652566.1|DMEL
OG0000116	LOC108602168|XP_017845690.1|DBUS	CG31102|NP_001262951.1|DMEL
OG0000116	LOC108602362|XP_017845952.1|DBUS	CG31288|NP_733094.1|DMEL
OG0000117	LOC108602137|XP_017845657.1|DBUS	CG7953|NP_609683.1|DMEL
OG0000117	LOC108603069|XP_017847020.1|DBUS	CG7916|NP_609682.1|DMEL
OG0000117	LOC108603222|XP_017845754.1|DBUS	CG8997|NP_609681.1|DMEL
OG0000117	LOC108603273|XP_033150795.1|DBUS	CG33306|NP_995706.1|DMEL
OG0000118	LOC108606418|XP_017852007.1|DBUS	Cyp28d1|NP_608912.1|DMEL, Cyp28d2|NP_608911.1|DMEL
OG0000118	LOC108606874|XP_017852886.1|DBUS	Cyp28a5|NP_609694.1|DMEL
OG0000119	LOC108604291|XP_017849192.1|DBUS	Npc2e|NP_731439.2|DMEL
OG0000119	LOC108602574|XP_017846201.1|DBUS	Npc2c|NP_649976.1|DMEL
OG0000119	LOC108602566|XP_017846189.1|DBUS	Npc2d|NP_649975.1|DMEL
OG0000120	LOC108597208|XP_017839139.1|DBUS, LOC108605238|XP_017850340.1|DBUS	Roc1a|NP_001138143.2|DMEL
OG0000120	LOC108596912|XP_017838608.1|DBUS	Roc2|NP_610691.1|DMEL
OG0000120	LOC108601049|XP_017844430.1|DBUS	Roc1b|NP_652613.1|DMEL
OG0000121	LOC108606058|XP_017851394.1|DBUS	CG15369|NP_572542.1|DMEL
OG0000121	LOC108602647|XP_017846282.1|DBUS	Cys|NP_476856.1|DMEL, CG8066|NP_650374.1|DMEL
OG0000122	LOC108595833|XP_017836616.1|DBUS	Or22c|NP_523454.2|DMEL
OG0000122	LOC108605338|XP_033150253.1|DBUS	Or10a|NP_511122.1|DMEL
OG0000122	LOC108594762|XP_017835390.1|DBUS	Or45b|NP_523667.1|DMEL
OG0000122	LOC108605067|XP_017850560.1|DBUS	Or24a|NP_523470.3|DMEL
OG0000123	LOC108595656|XP_017836420.1|DBUS	CG3565|NP_611942.1|DMEL
OG0000123	LOC108602509|XP_017846128.1|DBUS	sunz|NP_649673.1|DMEL
OG0000124	LOC108604295|XP_017849198.1|DBUS, LOC108608486|XP_017855371.1|DBUS, LOC108604296|XP_017849202.1|DBUS, LOC108604834|XP_017849938.1|DBUS, LOC108597695|XP_017839860.1|DBUS, LOC108595612|XP_017836365.1|DBUS	CG5348|NP_611156.3|DMEL, CG12376|NP_610405.3|DMEL
OG0000125	LOC108602946|XP_017846784.1|DBUS	Men-b|NP_001163750.1|DMEL
OG0000125	LOC108604285|XP_017849183.1|DBUS	Men|NP_524880.2|DMEL
OG0000125	LOC108596689|XP_017838198.1|DBUS	Menl-1|NP_001027428.1|DMEL
OG0000125	LOC108596690|XP_017838199.1|DBUS	Menl-2|NP_001027424.2|DMEL
OG0000126	LOC108602652|XP_017846288.1|DBUS, LOC108602032|XP_017845528.2|DBUS	ProtA|NP_477050.1|DMEL, ProtB|NP_477051.1|DMEL
OG0000127	LOC108602433|XP_017846041.1|DBUS	CG18748|NP_001097703.1|DMEL, CG18746|NP_652649.1|DMEL
OG0000127	LOC108602111|XP_017845625.1|DBUS	CG18745|NP_652648.1|DMEL
OG0000127	LOC108602067|XP_017845575.1|DBUS	CG18747|NP_652650.2|DMEL
OG0000128	LOC108594863|XP_017835491.2|DBUS, LOC108596258|XP_017837304.2|DBUS, LOC108596561|XP_017837951.1|DBUS	Ugt49C1|NP_001036565.1|DMEL, Ugt49B1|NP_611563.1|DMEL, Ugt49B2|NP_001097859.4|DMEL
OG0000129	LOC108606979|XP_017853037.1|DBUS	Fum1|NP_572339.1|DMEL
OG0000129	LOC108598557|XP_017840732.2|DBUS	Fum3|NP_648467.1|DMEL
OG0000129	LOC108600868|XP_017844168.1|DBUS	Fum4|NP_723527.1|DMEL
OG0000129	LOC108606980|XP_017853040.1|DBUS	Fum2|NP_727109.2|DMEL
OG0000130	LOC108598755|XP_017840979.2|DBUS	CG7386|NP_648036.1|DMEL
OG0000130	LOC108598612|XP_017840799.1|DBUS	CG10274|NP_001097525.1|DMEL
OG0000130	LOC117134652|XP_033149629.1|DBUS	D19B|NP_477297.1|DMEL, D19A|NP_477304.1|DMEL
OG0000131	LOC108601558|XP_017844945.1|DBUS	snk|NP_001097766.1|DMEL
OG0000132	LOC108608030|XP_017854696.1|DBUS, LOC108608029|XP_017854695.2|DBUS	Phae2|NP_609551.2|DMEL, Phae1|NP_609550.1|DMEL
OG0000132	LOC108602868|XP_017846646.1|DBUS	CG7142|NP_650703.1|DMEL
OG0000134	LOC108603028|XP_017846927.1|DBUS	eff|NP_731941.1|DMEL
OG0000134	LOC108606038|XP_017851357.1|DBUS	CG2574|NP_572796.1|DMEL
OG0000134	LOC108597009|XP_017838780.1|DBUS	Ubc2|NP_477137.1|DMEL
OG0000137	LOC108603879|XP_017848540.1|DBUS	Rm62|NP_524243.2|DMEL
OG0000137	LOC108599893|XP_017842571.1|DBUS	CG10077|NP_648062.2|DMEL
OG0000138	LOC108603086|XP_017847065.1|DBUS	ouib|NP_649822.2|DMEL
OG0000138	LOC108603084|XP_017847063.1|DBUS	CG8159|NP_649823.2|DMEL
OG0000138	LOC108603561|XP_017847968.1|DBUS	M1BP|NP_649825.1|DMEL
OG0000138	LOC108603085|XP_017847064.1|DBUS	ranshi|NP_649824.1|DMEL
OG0000139	LOC108605895|XP_017851200.1|DBUS	CG14983|NP_647843.1|DMEL, CG17329|NP_609784.2|DMEL, CG13481|NP_001097605.1|DMEL
OG0000140	LOC108601804|XP_017845230.1|DBUS	grass|NP_651543.1|DMEL
OG0000141	LOC108601014|XP_017844377.1|DBUS	GstO2|NP_729388.1|DMEL
OG0000141	LOC108601015|XP_017844378.1|DBUS	se|NP_648235.1|DMEL
OG0000141	LOC108598911|XP_017841162.1|DBUS	GstO3|NP_648234.1|DMEL
OG0000142	LOC108602123|XP_017845639.1|DBUS	nAChRalpha1|NP_001262916.1|DMEL
OG0000142	LOC108603285|XP_017847441.1|DBUS	nAChRalpha4|NP_001097669.2|DMEL
OG0000142	LOC108605452|XP_017850626.2|DBUS	nAChRalpha3|NP_525079.3|DMEL
OG0000143	LOC108599728|XP_017842219.1|DBUS	GNBP1|NP_524142.2|DMEL
OG0000143	LOC108599729|XP_017842220.1|DBUS	GNBP2|NP_524141.1|DMEL
OG0000144	LOC108604352|XP_017849272.1|DBUS	dpr9|NP_996215.1|DMEL
OG0000144	LOC108607001|XP_017853067.1|DBUS	dpr8|NP_727781.1|DMEL
OG0000144	LOC108594255|XP_033150587.1|DBUS	dpr21|NP_001163838.2|DMEL
OG0000145	LOC108607135|XP_017853261.1|DBUS	Idgf4|NP_511101.2|DMEL
OG0000147	LOC108608365|XP_017855203.2|DBUS	CG6180|NP_609588.1|DMEL
OG0000147	LOC108602069|XP_017845578.1|DBUS	CG17919|NP_649644.1|DMEL
OG0000147	LOC108602063|XP_017845572.1|DBUS	CG10298|NP_649643.1|DMEL
OG0000148	LOC108596445|XP_017837681.1|DBUS	CG31954|NP_722915.1|DMEL
OG0000148	LOC108608076|XP_017854761.1|DBUS	Try29F|NP_523518.2|DMEL
OG0000149	LOC108607653|XP_017854084.1|DBUS	Obp28a|NP_523505.1|DMEL
OG0000149	LOC108606918|XP_017852948.1|DBUS	Obp19d|NP_523421.2|DMEL
OG0000150	LOC108607752|XP_017854307.2|DBUS, LOC108594206|XP_033149865.1|DBUS	Gr22a|NP_722733.1|DMEL, Gr22f|NP_722729.2|DMEL, Gr22c|NP_722732.2|DMEL, Gr22b|NP_001014456.1|DMEL, Gr22e|NP_722731.1|DMEL
OG0000151	LOC108599278|XP_017841563.2|DBUS	CG6996|NP_649189.2|DMEL
OG0000151	LOC108599144|XP_017841420.2|DBUS	CG17147|NP_001262099.1|DMEL
OG0000151	LOC108607641|XP_017854058.1|DBUS	CG17145|NP_649192.2|DMEL
OG0000151	LOC108598778|XP_017841008.1|DBUS	CG5883|NP_648526.2|DMEL
OG0000152	LOC108601725|XP_017845133.1|DBUS	CG11841|NP_651661.1|DMEL
OG0000152	LOC108602388|XP_017845987.1|DBUS, LOC108601385|XP_017844774.1|DBUS, LOC108601817|XP_017845242.1|DBUS, LOC108601386|XP_017844775.1|DBUS, LOC108601816|XP_017845241.1|DBUS, LOC108604169|XP_017848991.1|DBUS	CG11842|NP_651662.1|DMEL
OG0000152	LOC108604171|XP_017848992.1|DBUS	CG11843|NP_651663.1|DMEL
OG0000153	LOC108602243|XP_017845781.1|DBUS	Sp212|NP_996209.2|DMEL
OG0000153	LOC108601757|XP_017845170.1|DBUS	CG9649|NP_650343.1|DMEL
OG0000153	LOC108602141|XP_017845661.1|DBUS	CG31326|NP_650344.2|DMEL
OG0000154	LOC108601228|XP_017844616.2|DBUS	Or94a|NP_524455.1|DMEL, Or94b|NP_524456.1|DMEL
OG0000155	LOC108600838|XP_017844123.1|DBUS	CG8543|NP_648126.1|DMEL
OG0000155	LOC108597991|XP_017840096.1|DBUS	CG8541|NP_648127.1|DMEL
OG0000157	LOC108595635|XP_017836395.1|DBUS	PGRP-SC1b|NP_610409.1|DMEL, PGRP-SC1a|NP_610407.1|DMEL
OG0000157	LOC108595528|XP_017836272.1|DBUS	PGRP-SC2|NP_610410.1|DMEL
OG0000158	LOC108595174|XP_017835840.1|DBUS	CG13869|NP_611458.2|DMEL
OG0000158	LOC108598137|XP_017840243.2|DBUS	CG14826|NP_648088.1|DMEL
OG0000158	LOC108599375|XP_017841670.2|DBUS	CG14829|NP_648089.2|DMEL
OG0000159	LOC108601113|XP_017844521.2|DBUS	slif|NP_649428.1|DMEL
OG0000159	LOC108600352|XP_017843365.1|DBUS	CG5535|NP_649019.2|DMEL
OG0000159	LOC108600784|XP_017844045.2|DBUS	CG7255|NP_001036607.1|DMEL
OG0000160	LOC117134623|XP_033150023.1|DBUS	CG31343|NP_732652.1|DMEL
OG0000160	LOC108604426|XP_017849383.1|DBUS	CG31233|NP_732653.2|DMEL
OG0000161	LOC108599217|XP_017841500.1|DBUS	CG3386|NP_612049.1|DMEL
OG0000161	LOC108605223|XP_017850321.1|DBUS	CG4004|NP_727638.2|DMEL
OG0000162	LOC108607969|XP_017854592.1|DBUS, LOC108597784|XP_017839987.1|DBUS	CG11262|NP_648617.2|DMEL, CG13801|NP_647714.1|DMEL, CG31693|NP_724369.2|DMEL
OG0000162	LOC108607792|XP_033150876.1|DBUS	hoe1|NP_608876.1|DMEL
OG0000163	LOC108599070|XP_017841346.2|DBUS	Lsp1gamma|NP_523868.1|DMEL
OG0000163	LOC108603638|XP_017848088.1|DBUS	Lsp1beta|NP_476624.1|DMEL
OG0000164	LOC108596055|XP_017836938.1|DBUS	Cp1|NP_523735.2|DMEL
OG0000165	LOC108607067|XP_017853172.1|DBUS	DIP1|NP_728449.1|DMEL
OG0000166	LOC108596342|XP_017837485.1|DBUS	Cht8|NP_611542.2|DMEL
OG0000166	LOC117134998|XP_033150624.1|DBUS	Cht9|NP_611543.3|DMEL, Cht4|NP_524962.2|DMEL
OG0000167	LOC108598263|XP_017840368.2|DBUS	CG13312|NP_648260.1|DMEL
OG0000167	LOC117134799|XP_033149608.1|DBUS	CG13309|NP_648262.2|DMEL
OG0000168	LOC108595397|XP_017836111.1|DBUS	CG12917|NP_610558.2|DMEL
OG0000169	LOC108604060|XP_017848812.1|DBUS	CG6000|NP_651210.3|DMEL
OG0000169	LOC108598522|XP_017840691.1|DBUS	CG4456|NP_001189076.1|DMEL
OG0000169	LOC108603800|XP_017848387.1|DBUS	CG12279|NP_650227.1|DMEL
OG0000170	LOC108594386|XP_017835039.1|DBUS	CG15155|NP_609868.1|DMEL, CG5783|NP_609869.1|DMEL
OG0000170	LOC108594385|XP_017835037.1|DBUS	CG17681|NP_724098.2|DMEL
OG0000171	LOC108606868|XP_017852882.2|DBUS	nAChRalpha5|NP_001356885.1|DMEL
OG0000171	LOC108597130|XP_033150794.1|DBUS	nAChRalpha6|NP_995675.1|DMEL
OG0000171	LOC117134931|XP_033150352.1|DBUS	nAChRalpha7|NP_001162795.1|DMEL
OG0000172	LOC108600470|XP_017843569.2|DBUS	promL|NP_647770.1|DMEL
OG0000173	LOC108595966|XP_017836742.1|DBUS	CG42566|NP_001097421.2|DMEL
OG0000173	LOC108597066|XP_017838880.1|DBUS, LOC108597068|XP_017838883.1|DBUS, LOC108597067|XP_017838882.1|DBUS	CG13510|NP_611700.2|DMEL
OG0000174	LOC108594728|XP_017835356.1|DBUS	Or43a|NP_523647.2|DMEL
OG0000174	LOC108605156|XP_017850227.1|DBUS	Or30a|NP_523520.2|DMEL
OG0000174	LOC108595968|XP_017836744.1|DBUS	Or49b|NP_523721.1|DMEL
OG0000175	LOC108604206|XP_017849055.1|DBUS	CG6723|NP_650069.2|DMEL
OG0000175	LOC108603650|XP_017848106.1|DBUS	CG42235|NP_651446.2|DMEL
OG0000176	LOC108597890|XP_017839998.1|DBUS	CG13716|NP_647920.1|DMEL
OG0000176	LOC108597942|XP_017840047.1|DBUS	CG34266|NP_001097507.1|DMEL
OG0000176	LOC108597946|XP_017840051.1|DBUS	CG13711|NP_647928.1|DMEL
OG0000176	LOC108597944|XP_017840049.1|DBUS	CG13713|NP_652709.1|DMEL
OG0000177	LOC108606425|XP_017852017.1|DBUS	Cyp1|NP_523366.2|DMEL
OG0000177	LOC108604406|XP_017849360.1|DBUS	Moca-cyp|NP_733246.1|DMEL
OG0000177	LOC108598794|XP_017841027.1|DBUS, LOC108598411|XP_017840525.1|DBUS	CG7768|NP_648697.1|DMEL
OG0000178	LOC108606135|XP_017851477.1|DBUS	CG42259|NP_001036256.2|DMEL
OG0000179	LOC108597113|XP_017838978.1|DBUS	CG1698|NP_610517.1|DMEL
OG0000179	LOC108595307|XP_017836013.1|DBUS	CG8850|NP_725122.2|DMEL
OG0000179	LOC108608474|XP_017855351.2|DBUS	CG15279|NP_609726.1|DMEL
OG0000180	LOC108595139|XP_017835794.2|DBUS, LOC108595023|XP_017835647.2|DBUS	GstE8|NP_611330.2|DMEL, GstE7|NP_611329.1|DMEL, GstE6|NP_611328.1|DMEL, GstE5|NP_611327.1|DMEL
OG0000181	LOC108601926|XP_017845391.1|DBUS	CG14645|NP_652325.2|DMEL
OG0000181	LOC108602410|XP_017846011.1|DBUS	CG3348|NP_652261.1|DMEL
OG0000182	LOC108603930|XP_017848614.1|DBUS	CG31548|NP_730974.1|DMEL
OG0000182	LOC108603929|XP_017848613.1|DBUS	CG12171|NP_649563.1|DMEL
OG0000182	LOC108603928|XP_033149798.1|DBUS, LOC117134833|XP_033149799.1|DBUS	CG31549|NP_730972.2|DMEL
OG0000183	LOC108605805|XP_017851100.1|DBUS	eIF4E7|NP_726718.1|DMEL
OG0000183	LOC108599037|XP_017841306.1|DBUS	eIF4E4|NP_648052.1|DMEL
OG0000183	LOC108600857|XP_017844149.1|DBUS	eIF4E1|NP_524829.1|DMEL
OG0000184	LOC108607593|XP_017853984.2|DBUS	CG18585|NP_609132.1|DMEL
OG0000184	LOC108595343|XP_017836058.2|DBUS, LOC108603832|XP_017848462.1|DBUS, LOC108595353|XP_017836069.2|DBUS	CG7025|NP_609133.2|DMEL
OG0000185	LOC108604263|XP_017849147.1|DBUS	Acam|NP_476988.1|DMEL
OG0000186	LOC108595504|XP_017836246.1|DBUS, LOC108605031|XP_017850087.1|DBUS, LOC108605659|XP_017850934.1|DBUS	feo|NP_572658.2|DMEL, sofe|NP_572659.2|DMEL
